word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS
*persi/des,Περσίς,proper,d',δέ,particle,a(bropenqei=s,ἁβροπενθής,adjective,e(ka/sta,ἕκαστος,adjective,po/qw|,πόθος,noun,fila/nori,φιλάνωρ,noun,to\n,ὁ,article,ai)xma/enta,,,qou=ron,θοῦρος,adjective,eu)nath=r',εὐνητήρ,noun,a)popemyame/na,ἀποπέμπω,verb,lei/petai,λείπω,verb,mono/zuc,μόνοζυξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)/ge,ἄγε,adverb,*pe/rsai,Πέρσης,proper,to/d',ὅδε,pronoun,e)nezo/menoi,ἐνέζομαι,verb,ste/gos,στέγος,noun,a)rxai=on,ἀρχαῖος,adjective,fronti/da,φροντίς,noun,kednh\n,κεδνός,adjective,kai\,καί,conjunction,baqu/boulon,βαθύβουλος,adjective,qw/meqa,θάομαι,verb,xrei/a,χρέος,noun,de\,δέ,particle,prosh/kei,προσήκω,verb,pw=s,πῶς,adverb,a)/ra,ἄρα,particle,pra/ssei,πράσσω,verb,*ce/rchs,Ξέρξης,proper,basileu\s,βασιλεύς,noun,*dareiogenh/s,Δαρειογενής,proper,to\,ὁ,article,patrwnu/mion,πατρωνύμιος,adjective,ge/nos,γένος,noun,h(me/teron,ἡμέτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,to/cou,τόξον,noun,r(u=ma,ῥῦμα,noun,to\,ὁ,article,nikw=n,νικάω,verb,h)\,ἠέ,conjunction,dorikra/nou,δορίκρανος,adjective,lo/gxhs,λόγχη,noun,i)sxu\s,ἰσχύς,noun,kekra/thken,κρατέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,h(/de,ὅδε,pronoun,qew=n,θέα,noun,i)/son,ἴσος,adjective,o)fqalmoi=s,ὀφθαλμός,noun,fa/os,φάος,adjective,o(rma=tai,ὁρμάω,verb,mh/thr,μήτηρ,noun,basile/ws,βασιλεύς,noun,basi/leia,βασίλειον,noun,d',δέ,particle,e)mh/,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,prosfqo/ggois,πρόσφθογγος,adjective,de\,δέ,particle,xrew\n,χρεών,noun,au)th\n,αὐτός,pronoun,pa/ntas,πᾶς,adjective,mu/qoisi,μῦθος,noun,prosauda=n,προσαυδάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,baquzw/nwn,βαθύζωνος,adjective,a)/nassa,ἄνασσα,adjective,*persi/dwn,Περσίς,proper,u(perta/th,ὑπέρτατος,adjective,mh=ter,μήτηρ,noun,h(,ὁ,article,*ce/rcou,Ξέρξης,proper,geraia/,γεραιός,adjective,xai=re,χαίρω,verb,*darei/ou,Δαρεῖος,proper,gu/nai,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeou=,θεός,noun,me\n,μέν,particle,eu)na/teira,εὐνητήρ,noun,*persw=n,Πέρσης,proper,qeou=,θεός,noun,de\,δέ,particle,kai\,καί,conjunction,mh/thr,μήτηρ,noun,e)/fus,φύω,verb,ei)/,εἰ,conjunction,ti,τις,pronoun,mh\,μή,conjunction,dai/mwn,δαίμων,adjective,palaio\s,παλαιός,adjective,nu=n,νῦν,adverb,meqe/sthke,μεθίστημι,verb,stratw=|,στρατός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,dh\,δή,particle,lipou=s',λείπω,verb,i(ka/nw,ἱκάνω,verb,xruseosto/lmous,χρυσεόστολμος,adjective,do/mous,δόμος,noun,kai\,καί,conjunction,to\,ὁ,article,*darei/ou,Δαρεῖος,proper,te,τε,particle,ka)mo\n,ἁμός,adjective,koino\n,κοινός,adjective,eu)nath/rion,εὐνατήριον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)me\,ἐγώ,pronoun,kardi/an,καρδία,noun,a)mu/ssei,ἀμύσσω,verb,fronti/s,φροντίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,d',δέ,particle,u(ma=s,σύ,pronoun,e)rw=,ἐράομαι,verb,mu=qon,μῦθος,noun,ou)damw=s,οὐδαμός,adverb,e)mauth=s,ἐμαυτοῦ,pronoun,ou)=s',εἰμί,verb,a)dei/mantos,ἀδείμαντος,adjective,fi/loi,φίλος,adjective,mh\,μή,conjunction,me/gas,μέγας,adverb,plou=tos,πλοῦτος,noun,koni/sas,κονίω,verb,ou)=das,οὖδας,adverb,a)ntre/yh|,ἀνατρέπω,verb,podi\,ποδίς,noun,o)/lbon,ὄλβος,noun,o(\n,ὅς,pronoun,*darei=os,Δαρεῖος,proper,h)=ren,αἴρω,verb,ou)k,οὐ,adverb,a)/neu,ἄνευ,preposition,qew=n,θέα,noun,tinos,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta/,οὗτος,pronoun,moi,ἐγώ,pronoun,diplh=,διπλόος,adjective,me/rimna,μέριμνα,noun,frasto/s,φραστός,adjective,e)stin,εἰμί,verb,e)n,ἐν,preposition,fresi/n,φρήν,noun,mh/te,μήτε,particle,xrhma/twn,χρῆμα,adjective,a)na/ndrwn,ἀνάνω,verb,plh=qos,πλῆθος,noun,e)n,ἐν,preposition,timh=|,τιμή,noun,se/bein,σέβω,verb,mh/t',μήτε,particle,a)xrhma/toisi,ἀχρήματος,adjective,la/mpein,λάμπω,verb,fw=s,φάος,adjective,o(/son,ὅσος,adjective,sqe/nos,σθένος,noun,pa/ra,παρά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,ga\r,γάρ,particle,plou=to/s,πλοῦτος,noun,g',γε,particle,a)memfh/s,ἄμεμπτος,adjective,a)mfi\,ἀμφί,preposition,d',δέ,particle,o)fqalmw=|,ὀφθαλμός,noun,fo/bos,φόβος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/mma,ὄμμα,noun,ga\r,γάρ,particle,do/mwn,δόμος,noun,nomi/zw,νομίζω,verb,despo/tou,δεσπότης,adjective,parousi/an,παρουσία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,ta/d',ὅδε,pronoun,w(s,ὡς,conjunction,ou(/tws,οὕτως,adverb,e)xo/ntwn,ἔχω,verb,tw=nde,ὅδε,pronoun,su/mbouloi,σύμβουλος,noun,lo/gou,λόγος,noun,tou=de/,ὅδε,pronoun,moi,ἐγώ,pronoun,ge/nesqe,γίγνομαι,verb,*pe/rsai,Πέρσης,proper,ghrale/a,γηραιός,adjective,pistw/mata,πίστωμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nta,πᾶς,adjective,ga\r,γάρ,particle,ta\,ὁ,article,ke/dn',κεδνός,adjective,e)n,ἐν,preposition,u(mi=n,σύ,pronoun,e)sti/,εἰμί,verb,moi,ἐγώ,pronoun,bouleu/mata,βούλευμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=,εὖ,adverb,to/d',ὅδε,pronoun,i)/sqi,εἰμί,verb,gh=s,γῆ,noun,a)/nassa,ἄνασσα,adjective,th=sde,ὅδε,pronoun,mh/,μή,conjunction,se,σύ,pronoun,di\s,δίς,adverb,fra/sai,φράζω,verb,mh/t',μήτε,particle,e)/pos,ἔπος,adjective,mh/t',μήτε,particle,e)/rgon,ἔργον,noun,w(=n,ὅς,pronoun,a)\n,ἄν,particle,du/namis,δύναμις,adjective,h(gei=sqai,ἡγέομαι,verb,qe/lh|,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)menei=s,εὐμενέω,verb,ga\r,γάρ,particle,o)/ntas,εἰμί,verb,h(ma=s,ἐγώ,pronoun,tw=nde,ὅδε,pronoun,sumbou/lous,σύμβουλος,noun,kalei=s,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polloi=s,πολύς,adjective,me\n,μέν,particle,ai)ei\,ἀεί,adverb,nukte/rois,νύκτερος,adjective,o)nei/rasin,ὄνειρος,noun,cu/neim',σύνειμι,verb,a)f',ἀπό,preposition,ou(=per,οὗπερ,adverb,pai=s,πᾶς,adjective,e)mo\s,ἐμός,adjective,stei/las,στέλλω,verb,strato\n,στρατός,noun,*)iao/nwn,Ἰάονες,proper,gh=n,γῆ,noun,oi)/xetai,οἴχομαι,verb,pe/rsai,πέρθω,verb,qe/lwn,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)/ti,οὔτι,adverb,pw,πω,particle,toio/nd',τοιόσδε,adjective,e)narge\s,ἐναργής,adverb,ei)do/mhn,εἴδομαι,verb,w(s,ὡς,conjunction,th=s,ὁ,article,pa/roiqen,πάροιθε,preposition,eu)fro/nhs,εὐφρόνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/cw,λέγω,verb,de/,δέ,particle,soi,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)doca/thn,δοκέω,verb,moi,ἐγώ,pronoun,du/o,δύο,adjective,gunai=k',γυνή,noun,eu)ei/mone,εὐείμων,adjective,h(,ὁ,article,me\n,μέν,particle,pe/ploisi,πέπλος,noun,*persikoi=s,Περσικός,adjective,h)skhme/nh,ἀσκέω,verb,h(,ὁ,article,d',δέ,particle,au)=te,αὖτε,adverb,*dwrikoi=sin,Δωρικός,adjective,ei)s,εἰς,preposition,o)/yin,ὄψις,noun,molei=n,βλώσκω,verb,mege/qei,μέγεθος,adjective,te,τε,particle,tw=n,ὁ,article,nu=n,νῦν,adverb,e)kprepesta/ta,ἐκπρεπής,adverb,polu/,πολύς,adjective,ka/llei,κάλλος,noun,t',τε,particle,a)mw/mw,ἄμωμον,noun,kai\,καί,conjunction,kasignh/ta,κασιγνήτη,noun,ge/nous,γένος,noun,tau)tou=,ταυτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/tran,φράτρα,noun,d',δέ,particle,e)/naion,ναίω,verb,h(,ὁ,article,me\n,μέν,particle,*(ella/da,Ἑλλάς,proper,klh/rw|,κλῆρος,adjective,laxou=sa,λαγχάνω,verb,gai=an,γαῖα,noun,h(,ὁ,article,de\,δέ,particle,ba/rbaron,βάρβαρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tw,οὗτος,pronoun,sta/sin,στάσις,adjective,tin',τις,pronoun,w(s,ὡς,conjunction,e)gw\,ἐγώ,pronoun,'do/koun,δοκέω,verb,o(ra=n,ὁράω,verb,teu/xein,τεύχω,verb,e)n,ἐν,preposition,a)llh/laisi,ἀλλήλων,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pai=s,πᾶς,adjective,d',δέ,particle,e)mo\s,ἐμός,adjective,maqw\n,μανθάνω,verb,katei=xe,κατέχω,verb,ka)pra/unen,πραύνω,verb,a(/rmasin,ἅρμα,noun,d',δέ,particle,u(/po,ὑπό,preposition,zeu/gnusin,ζεύγνυμι,verb,au)tw\,αὐτός,pronoun,kai\,καί,conjunction,le/padn',λέπαδνον,noun,e)p',ἐπί,preposition,au)xe/nwn,αὐχήν,noun,ti/qhsi,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xh),ὁ,article,me\n,μέν,particle,th=|d',ὅδε,pronoun,e)purgou=to,πυργόω,verb,stolh=|,στολή,noun,e)n,ἐν,preposition,h(ni/aisi/,ἡνία,noun,t',τε,particle,ei)=xen,ἔχω,verb,eu)/arkton,εὔαρκτος,adjective,sto/ma,στόμα,noun,h(,ὁ,article,d',δέ,particle,e)sfa/daze,σφαδάζω,verb,kai\,καί,conjunction,xeroi=n,χείρ,noun,e)/nth,ἔντεα,noun,di/frou,δίφρος,noun,diaspara/ssei,διασπαράσσω,verb,kai\,καί,conjunction,cunarpa/zei,συναρπάζω,verb,bi/a|,βία,adjective,a)/neu,ἄνευ,preposition,xalinw=n,χαλινός,noun,kai\,καί,conjunction,zugo\n,ζυγόν,noun,qrau/ei,θραύω,verb,me/son,μέσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi/ptei,πίπτω,verb,d',δέ,particle,e)mo\s,ἐμός,adjective,pai=s,πᾶς,adjective,kai\,καί,conjunction,path\r,πατήρ,noun,pari/statai,παρίστημι,verb,*darei=os,Δαρεῖος,proper,oi)ktei/rwn,οἰκτείρω,verb,sfe,σφεῖς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,d',δέ,particle,o(/pws,ὅπως,conjunction,o(ra=|,ὁράω,verb,*ce/rchs,Ξέρξης,proper,pe/plous,πέπλος,noun,r(h/gnusin,ῥήγνυμι,verb,a)mfi\,ἀμφί,preposition,sw/mati,σῶμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=ta,οὗτος,pronoun,me\n,μέν,particle,dh\,δή,particle,nukto\s,νύξ,adjective,ei)sidei=n,εἰσεῖδον,verb,le/gw,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,d',δέ,particle,a)ne/sthn,ἀνίστημι,verb,kai\,καί,conjunction,xeroi=n,χείρ,noun,kallirro/ou,καλλίρροος,adjective,e)/yausa,ψαύω,verb,phgh=s,πηγή,noun,su\n,σύν,preposition,quhpo/lw|,θυηπόλος,adjective,xeri\,χείρ,noun,bwmo\n,βωμός,noun,prose/sthn,προσίστημι,verb,a)potro/poisi,ἀπότροπος,adjective,dai/mosin,δαίμων,adjective,qe/lousa,ἐθέλω,verb,qu=sai,θύω,verb,pe/lanon,πέλανος,noun,w(=n,ὅς,pronoun,te/lh,τέλος,noun,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rw=,ὁράω,verb,de\,δέ,particle,feu/gont',φεύγω,verb,ai)eto\n,ἀετός,noun,pro\s,πρός,preposition,e)sxa/ran,ἐσχάρα,noun,*foi/bou,Φοῖβος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fo/bw|,φόβος,noun,d',δέ,particle,a)/fqoggos,ἄφθογγος,adjective,e)sta/qhn,ἵστημι,verb,fi/loi,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mequ/steron,μεθύστερος,adjective,de\,δέ,particle,ki/rkon,κίρκος,noun,ei)sorw=,εἰσοράω,verb,dro/mw|,δρόμος,noun,pteroi=s,πτερόν,noun,e)formai/nonta,ἐφορμαίνω,verb,kai\,καί,conjunction,xhlai=s,χηλή,noun,ka/ra,κάρα,noun,ti/llonq',τίλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,ou)de\n,οὐδείς,pronoun,a)/llo,ἄλλος,adjective,g',γε,particle,h)\,ἠέ,conjunction,pth/cas,πτήσσω,verb,de/mas,δέμας,noun,parei=xe,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=t',οὗτος,pronoun,e)/moige,ἐγώ,pronoun,dei/mat',δεῖμα,noun,ei)sidei=n,εἰσεῖδον,verb,u(mi=n,σύ,pronoun,d',δέ,particle,a)kou/ein,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=,εὖ,adverb,ga\r,γάρ,particle,i)/ste,οἶδα,verb,pai=s,πᾶς,adjective,e)mo\s,ἐμός,adjective,pra/cas,πράσσω,verb,me\n,μέν,particle,eu)=,εὖ,adverb,qaumasto\s,θαυμαστός,adjective,a)\n,ἄν,particle,ge/noit',γίγνομαι,verb,a)nh/r,ἀνήρ,noun,kakw=s,κακός,adjective,de\,δέ,particle,pra/cas,πράσσω,verb,ou)x,οὐ,adverb,u(peu/qunos,ὑπεύθυνος,adjective,po/lei,πόλις,adjective,swqei\s,σώζω,verb,d',δέ,particle,o(moi/ws,ὅμοιος,adjective,th=sde,ὅδε,pronoun,koiranei=,κοιρανέω,verb,xqono/s,χθών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/,οὐ,adverb,se,σύ,pronoun,boulo/mesqa,βούλομαι,verb,mh=ter,μήτηρ,noun,ou)/t',οὔτε,adverb,a)/gan,ἄγαν,adverb,fobei=n,φοβέω,verb,lo/gois,λόγος,noun,ou)/te,οὔτε,adverb,qarsu/nein,θαρσύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeou\s,θεός,noun,de\,δέ,particle,prostropai=s,προστροπή,noun,i(knoume/nh,ἱκνέομαι,verb,ei)/,εἰ,conjunction,ti,τις,pronoun,flau=ron,φλαῦρος,adjective,ei)=des,εἶδον,verb,ai)tou=,αἰτέω,verb,tw=nd',ὅδε,pronoun,a)potroph\n,ἀποτροπή,noun,telei=n,τέλλω,verb,ta\,ὁ,article,d',δέ,particle,a)ga/q',ἀγαστός,adjective,e)ktelh=,ἐκτελής,adjective,gene/sqai,γίγνομαι,verb,soi/,σύ,pronoun,te,τε,particle,kai\,καί,conjunction,te/knois,τέκνον,noun,se/qen,σύ,pronoun,kai\,καί,conjunction,po/lei,πόλις,adjective,fi/lois,φίλος,adjective,te,τε,particle,pa=si,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
