word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/63/lemma/@_entry,word/63/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS
sta/dioi,στάδιον,noun,de/,δέ,particle,ei)sin,εἰμί,verb,e(pta/,ἑπτά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/dei,δέω,verb,de\,δέ,particle,pompeu/ein,πομπεύω,verb,pa/sas,πᾶς,adjective,ta\s,ὁ,article,e)pixwri/ous,ἐπιχώριος,adjective,parqe/nous,παρθένος,noun,kekosmhme/nas,κοσμέω,verb,polutelw=s,πολυτελής,adverb,kai\,καί,conjunction,tou\s,ὁ,article,e)fh/bous,ἔφηβος,noun,o(/soi,ὅσος,adjective,th\n,ὁ,article,au)th\n,αὐτός,pronoun,h(liki/an,ἡλικία,noun,ei)=xon,ἔχω,verb,tw=|,ὁ,article,*(abroko/mh|,ἁβροκόμης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)=hn,εἰμί,verb,de\,δέ,particle,au)to\s,αὐτός,pronoun,peri\,περί,preposition,ta\,ὁ,article,e(\c,ἕξ,adjective,kai\,καί,conjunction,de/ka,δέκα,verb,e)/th,ἔτης,noun,kai\,καί,conjunction,tw=n,ὁ,article,e)fh/bwn,ἔφηβος,noun,prosh/pteto,προσάπτω,verb,kai\,καί,conjunction,e)n,ἐν,preposition,th=|,ὁ,article,pomph=|,πομπεύς,noun,ta\,ὁ,article,prw=ta,πρότερος,adjective,e)fe/reto,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*polu\,πολύς,adjective,de\,δέ,particle,plh=qos,πλῆθος,noun,e)pi\,ἐπί,preposition,th\n,ὁ,article,qe/an,θέα,noun,polu\,πολύς,adjective,me\n,μέν,particle,e)gxw/rion,ἐγχώριος,adjective,polu\,πολύς,adjective,de\,δέ,particle,ceniko/n,ξενικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,e)/qos,ἔθος,noun,h)=n,εἰμί,verb,e)kei/nh|,ἐκεῖνος,pronoun,th=|,ὁ,article,panhgu/rei,πανήγυρις,noun,kai\,καί,conjunction,numfi/ous,νυμφίος,adjective,tai=s,ὁ,article,parqe/nois,παρθένος,noun,eu(ri/skesqai,εὑρίσκω,verb,kai\,καί,conjunction,gunai=kas,γυνή,noun,toi=s,ὁ,article,e)fh/bois,ἔφηβος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*parh/|esan,πάρειμι,verb,de\,δέ,particle,kata\,κατά,preposition,sti/xon,στίχος,adjective,oi(,ἕ,pronoun,pompeu/ontes,πομπεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ta,πρότερος,adjective,me\n,μέν,particle,ta\,ὁ,article,i(era\,ἱερά,noun,kai\,καί,conjunction,da=|des,δαίς,adjective,kai\,καί,conjunction,kana=,κάνεον,noun,kai\,καί,conjunction,qumia/mata,θυμίαμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,i(/ppoi,ἵππος,noun,kai\,καί,conjunction,ku/nes,κύων,noun,kai\,καί,conjunction,skeu/h,σκεῦος,noun,kunhgetika\,κυνηγετικός,adjective,w(=de,ὧδε,adverb,polemika/,πολεμικός,adjective,ta\,ὁ,article,de\,δέ,particle,plei=sta,πλεῖστος,adjective,ei)rhnika/,εἰρηνικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(ka/sth,ἕκαστος,adjective,de\,δέ,particle,au)tw=n,αὐτός,pronoun,ou(/tws,οὕτως,adverb,w(s,ὡς,conjunction,pro\s,πρός,preposition,e)rasth\n,ἐραστής,noun,e)keko/smhto,κοσμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)=hrxe,ἄρχω,verb,de\,δέ,particle,th=s,ὁ,article,tw=n,ὁ,article,parqe/nwn,παρθένος,noun,ta/cews,τάξις,noun,*)/anqeia,Ἄνθεια,proper,quga/thr,θυγάτηρ,adjective,*megamh/dous,,,kai\,καί,conjunction,*eu)i/pphs,Εὐίππη,proper,e)gxwri/wn,ἐγχώριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)=hn,εἰμί,verb,de\,δέ,particle,to\,ὁ,article,ka/llos,κάλλος,noun,th=s,ὁ,article,*)anqei/as,Ἄνθεια,proper,oi(=on,οἷος,adjective,qauma/sai,θαυμάζω,verb,kai\,καί,conjunction,polu\,πολύς,adjective,ta\s,ὁ,article,a)/llas,ἄλλος,adjective,u(pereba/lleto,ὑπερβάλλω,verb,parqe/nous,παρθένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/eth,ἔτης,noun,me\n,μέν,particle,tessareskai/deka,τεσσαρεσκαίδεκα,noun,e)gego/nei,γίγνομαι,verb,h)/nqei,ἀνθέω,verb,de\,δέ,particle,au)th=s,αὐτός,pronoun,to\,ὁ,article,sw=ma,σῶμα,adjective,e)p),ἐπί,preposition,eu)morfi/a|,εὐμορφία,noun,kai\,καί,conjunction,o(,ὁ,article,tou=,ὁ,article,sxh/matos,σχῆμα,noun,ko/smos,κόσμος,noun,polu\s,πολύς,adjective,ei)s,εἰς,preposition,w(/ran,ὥρα,adjective,suneba/lleto,συμβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ko/mh,κόμη,noun,canqh/,ξανθός,adjective,h(,ὁ,article,pollh\,πολύς,adjective,kaqeime/nh,καθίημι,verb,o)li/gh,ὀλίγος,adjective,peplegme/nh,πλέκω,verb,pro\s,πρός,preposition,th\n,ὁ,article,tw=n,ὁ,article,a)ne/mwn,ἄνεμος,noun,fora\n,φορά,noun,kinoume/nh,κινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)fqalmoi\,ὀφθαλμός,noun,gorgoi/,γοργός,adjective,faidroi\,φαιδρός,adjective,me\n,μέν,particle,w(s,ὡς,conjunction,ko/rhs,κόρη,noun,foberoi\,φοβερός,adjective,de\,δέ,particle,w(s,ὡς,conjunction,sw/fronos,σώφρων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xitw\n,χιτών,adjective,a(lourgh/s,ἁλουργής,adjective,zwsto\s,ζωστός,adjective,ei)s,εἰς,preposition,go/nu,γόνυ,noun,mexri\,,,braxio/nwn,βραχίων,adjective,kaqeime/nos,καθίημι,verb,nebri\s,νεβρίς,noun,perikeime/nh,περίκειμαι,verb,gwruto\s,γωρυτός,noun,a)nhmme/nos,ἀνάπτω,verb,to/ca,τόξον,noun,a)/kontes,ἄκων,noun,fero/menoi,φέρω,verb,ku/nes,κύων,noun,e(po/menoi,ἕπομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*polla/kis,πολλάκις,adverb,au)th\n,αὐτός,pronoun,e)pi\,ἐπί,preposition,tou=,ὁ,article,teme/nous,τέμενος,noun,i)do/ntes,εἶδον,verb,*)efe/sioi,Ἐφέσιος,proper,proseku/nhsan,προσκυνέω,verb,w(s,ὡς,conjunction,*)/artemin,Ἄρτεμις,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,to/t),τότε,adverb,ou)=n,οὖν,particle,o)fqei/shs,ὁράω,verb,a)nebo/hse,ἀναβοάω,verb,to\,ὁ,article,plh=qos,πλῆθος,noun,kai\,καί,conjunction,h)=san,εἰμί,verb,poiki/lai,ποικίλος,adjective,para\,παρά,preposition,tw=n,ὁ,article,qewme/nwn,θεάομαι,verb,fwnai/,φωνή,noun,tw=n,ὁ,article,me\n,μέν,particle,u(p),ὑπό,preposition,e)kplh/cews,ἔκπληξις,noun,th\n,ὁ,article,qeo\n,θεός,noun,ei)=nai,εἰμί,verb,lego/ntwn,λέγω,verb,tw=n,ὁ,article,de\,δέ,particle,a)/llhn,ἄλλος,adjective,tina\,τις,pronoun,u(po\,ὑπό,preposition,th=s,ὁ,article,qeou=,θεός,noun,peripoihme/nhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proseu/xonto,προσεύχομαι,verb,de\,δέ,particle,pa/ntes,πᾶς,adjective,kai\,καί,conjunction,proseku/noun,προσκυνέω,verb,kai\,καί,conjunction,tou\s,ὁ,article,gonei=s,γονεύς,noun,au)th=s,αὐτός,pronoun,e)maka/rizon,μακαρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,de\,δέ,particle,diabo/htos,διαβόητος,adjective,toi=s,ὁ,article,qewme/nois,θεάομαι,verb,a(/pasin,ἅπας,adjective,*)/anqeia,Ἄνθεια,proper,h(,ὁ,article,kalh/,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(ws,ὡς,conjunction,de\,δέ,particle,parh=lqe,παρέρχομαι,verb,to\,ὁ,article,tw=n,ὁ,article,parqe/nwn,παρθένος,noun,plh=qos,πλῆθος,noun,ou)dei\s,οὐδείς,pronoun,a)/llo,ἄλλος,adjective,ti,τις,pronoun,h)\,ἠέ,conjunction,*)/anqeian,Ἄνθεια,proper,e)/legen,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,*(abroko/mhs,ἁβροκόμης,noun,meta\,μετά,preposition,tw=n,ὁ,article,e)fh/bwn,ἔφηβος,noun,e)pe/sth,ἐφίστημι,verb,tou)nqe/nde,ἐνθένδε,adverb,kai/toi,καίτοι,particle,kalou=,καλέω,verb,o)/ntos,εἰμί,verb,tou=,ὁ,article,kata\,κατά,preposition,ta\s,ὁ,article,parqe/nous,παρθένος,noun,qea/matos,θέαμα,noun,pa/ntes,πᾶς,adjective,i)do/ntes,εἶδον,verb,*(abroko/mhn,ἁβροκόμης,noun,e)kei/nwn,ἐκεῖνος,pronoun,e)pela/qonto,ἐπιλανθάνομαι,verb,e)/treyan,τρέπω,verb,de\,δέ,particle,ta\s,ὁ,article,o)/yeis,ὄψις,noun,e)p),ἐπί,preposition,au)to\n,αὐτός,pronoun,bow=ntes,βοάω,verb,u(po\,ὑπό,preposition,th=s,ὁ,article,qe/as,θέα,noun,e)kpeplhgme/noi,ἐκπλήσσω,verb,kalo\s,καλός,noun,*(abroko/mhs,ἁβροκόμης,noun,le/gontes,λέγω,verb,kai\,καί,conjunction,oi(=os,οἷος,adjective,ou)de\,οὐδέ,particle,ei(=s,εἷς,adjective,kalou=,καλέω,verb,mi/mhma,μίμημα,noun,qeou=,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/hdh,ἤδη,adverb,de/,δέ,particle,tines,τις,pronoun,kai\,καί,conjunction,tou=to,οὗτος,pronoun,prose/qesan,,,oi(=os,οἷος,adjective,a)\n,ἄν,particle,ga/mos,γάμος,adjective,ge/noito,γίγνομαι,verb,*(abroko/mou,ἁβροκόμης,noun,kai\,καί,conjunction,*)anqei/as,Ἄνθεια,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,tau=t),οὗτος,pronoun,h)=n,εἰμί,verb,prw=ta,πρότερος,adjective,th=s,ὁ,article,*)/erwtos,ἔρως,noun,te/xnhs,τέχνη,noun,meleth/mata,μελέτημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*taxu\,ταχύς,adjective,me\n,μέν,particle,dh\,δή,particle,ei)s,εἰς,preposition,e(kate/rous,ἑκάτερος,adjective,h(,ὁ,article,peri\,περί,preposition,a)llh/lwn,ἀλλήλων,pronoun,h)=lqe,ἔρχομαι,verb,do/ca,δόξα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(/,ὅς,pronoun,te,τε,particle,*)/anqeia,Ἄνθεια,proper,to\n,ὁ,article,*(abroko/mhn,ἁβροκόμης,noun,e)pequ/mei,ἐπιθυμέω,verb,i)dei=n,εἶδον,verb,kai\,καί,conjunction,o(,ὁ,article,te/ws,τέως,adverb,a)ne/rastos,ἀνέραστος,adjective,*(abroko/mhs,ἁβροκόμης,noun,h)/qelen,ἐθέλω,verb,*)/anqeian,Ἄνθεια,proper,i)dei=n,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
