word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/9/@_form,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/29/@_form,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/44/@_form,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/54/@_form,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/62/@_form,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/70/@_form,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/75/@_form,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/22/lemma/@_entry,word/22/lemma/@_POS,word/25/lemma/@_entry,word/25/lemma/@_POS,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/lemma/@_entry,word/62/lemma/@_POS,word/66/lemma/@_entry,word/66/lemma/@_POS,word/70/lemma/@_entry,word/70/lemma/@_POS,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/lemma/@_entry,word/75/lemma/@_POS,word/79/lemma/@_entry,word/79/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/69/lemma/@_entry,word/69/lemma/@_POS,word/9/lemma/@_entry,word/9/lemma/@_POS,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/lemma/@_entry,word/29/lemma/@_POS,word/33/lemma/@_entry,word/33/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/lemma/@_entry,word/39/lemma/@_POS,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/lemma/@_entry,word/44/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/lemma/@_entry,word/54/lemma/@_POS,word/58/lemma/@_entry,word/58/lemma/@_POS
a)ll',o(/stis,ὅστις,pronoun,se,σύ,pronoun,r(api/zei,ῥαπίζω,verb,ei)s,εἰς,preposition,th\n,decia\n,δεξιός,adjective,siago/na,ὁ,article,σιαγών,noun,sou,stre/yon,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,th\n,ὁ,article,a)/llhn,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,,,στρέφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,tw=|,ὁ,article,qe/lonti/,ἐθέλω,verb,soi,σύ,pronoun,kriqh=nai,κρίνω,verb,kai\,to\n,ὁ,article,xitw=na/,καί,conjunction,χιτών,adjective,sou,labei=n,a)/fes,ἀφίημι,verb,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,to\,ὁ,article,i(ma/tion,ἱμάτιον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,καί,conjunction,,,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,o(/stis,ὅστις,pronoun,se,σύ,pronoun,a)ggareu/sei,ἀγγαρεύω,verb,mi/lion,μίλιον,noun,e(/n,u(/page,ὑπάγω,verb,met',εἷς,adjective,μετά,preposition,au)tou=,du/o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,καί,conjunction,,,δύο,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ai)tou=nti/,αἰτέω,verb,se,σύ,pronoun,do/s,δίδωμι,verb,kai\,καί,conjunction,to\n,qe/lonta,ἐθέλω,verb,a)po\,ὁ,article,ἀπό,preposition,sou=,dani/sasqai,mh\,μή,conjunction,a)postrafh=|s,ἀποστρέφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,δανείζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
*)hkou/sate,o(/ti,ὅστις,pronoun,e)rre/qh,ἐνερῶ,verb,*)agaph/seis,ἀγάπησις,noun,to\n,ὁ,article,plhsi/on,sou,σύ,pronoun,kai\,πλησίος,adjective,καί,conjunction,mish/seis,to\n,e)xqro/n,ἐχθρός,adjective,sou,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μισέω,verb,,,,,,,,,,,,,,,,,,,ἀκούω,verb,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,
*)egw\,de\,δέ,particle,le/gw,λέγω,verb,u(mi=n,σύ,pronoun,a)gapa=te,ἀγαπάω,verb,tou\s,e)xqrou\s,ἐχθρός,adjective,u(mw=n,ὁ,article,σύ,pronoun,kai\,proseu/xesqe,u(pe\r,ὑπέρ,preposition,tw=n,ὁ,article,diwko/ntwn,διώκω,verb,u(ma=s,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,προσεύχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/pws,ge/nhsqe,γίγνομαι,verb,ui(oi\,υἱός,noun,tou=,ὁ,article,patro\s,πατήρ,noun,u(mw=n,tou=,ὁ,article,e)n,σύ,pronoun,ἐν,preposition,ou)ranoi=s,o(/ti,to\n,ὁ,article,h(/lion,ἥλιος,noun,au)tou=,αὐτός,pronoun,a)nate/llei,ἀνατέλλω,verb,e)pi\,ἐπί,preposition,ponhrou\s,πονηρός,adjective,kai\,καί,conjunction,a)gaqou\s,ἀγαθός,adjective,kai\,καί,conjunction,bre/xei,βρέχω,verb,e)pi\,ἐπί,preposition,dikai/ous,δίκαιος,adjective,kai\,a)di/kous,ἄδικος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐρανός,noun,καί,conjunction,,,,,,,,,,,,,,,,,ὅπως,conjunction,,,ὅστις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ga\r,γάρ,particle,a)gaph/shte,ἀγαπάω,verb,tou\s,ὁ,article,a)gapw=ntas,ἀγαπάω,verb,u(ma=s,ti/na,τίς,pronoun,misqo\n,σύ,pronoun,μισθός,noun,e)/xete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔχω,verb,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)xi\,kai\,καί,conjunction,oi(,ὁ,article,telw=nai,τελώνης,noun,to\,ὁ,article,au)to\,poiou=sin,ποιέω,verb,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,e)a\n,ἐάν,conjunction,a)spa/shsqe,ἀσπάζομαι,verb,tou\s,ὁ,article,a)delfou\s,ἀδελφός,adjective,u(mw=n,mo/non,μόνος,adjective,ti/,σύ,pronoun,τίς,pronoun,perisso\n,poiei=te,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,περισσός,adjective,,,,,,,,,,,,,,,,,,,καί,conjunction,,,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)xi\,kai\,καί,conjunction,oi(,ὁ,article,e)qnikoi\,ἐθνικός,adjective,to\,ὁ,article,au)to\,poiou=sin,ποιέω,verb,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/esesqe,ou)=n,οὖν,particle,u(mei=s,σύ,pronoun,te/leioi,τέλειος,adjective,w(s,ὡς,conjunction,o(,path\r,πατήρ,noun,u(mw=n,ὁ,article,σύ,pronoun,o(,ou)ra/nios,te/leio/s,τέλειος,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,οὐράνιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,
*prose/xete,de\,δέ,particle,th\n,ὁ,article,dikaiosu/nhn,δικαιοσύνη,noun,u(mw=n,σύ,pronoun,mh\,poiei=n,ποιέω,verb,e)/mprosqen,μή,conjunction,ἔμπροσθεν,adverb,tw=n,a)nqrw/pwn,pro\s,πρός,preposition,to\,ὁ,article,qeaqh=nai,θεάομαι,verb,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,προσέχω,verb,,,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),de\,δέ,particle,mh/ge,,,misqo\n,μισθός,noun,ou)k,οὐ,adverb,e)/xete,para\,παρά,preposition,tw=|,ἔχω,verb,ὁ,article,patri\,u(mw=n,tw=|,ὁ,article,e)n,ἐν,preposition,toi=s,ὁ,article,ou)ranoi=s,οὐρανός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πατήρ,noun,,,,,,,,,,,,,,,,,,,εἰ,conjunction,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/otan,ou)=n,οὖν,particle,poih=|s,ποιέω,verb,e)lehmosu/nhn,ἐλεημοσύνη,noun,mh\,μή,conjunction,salpi/sh|s,e)/mprosqe/n,ἔμπροσθεν,adverb,sou,σαλπίζω,verb,σύ,pronoun,w(/sper,oi(,u(pokritai\,ὑποκριτής,noun,poiou=sin,ποιέω,verb,e)n,ἐν,preposition,tai=s,ὁ,article,sunagwgai=s,συναγωγή,noun,kai\,καί,conjunction,e)n,ἐν,preposition,tai=s,ὁ,article,r(u/mais,ῥύμη,adjective,o(/pws,ὅπως,conjunction,docasqw=sin,δοξάζω,verb,u(po\,ὑπό,preposition,tw=n,a)nqrw/pwn,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὥσπερ,adverb,ὁ,article,,,,,,,,,,,,,,,,,ὅταν,conjunction,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mh\n,le/gw,λέγω,verb,u(mi=n,σύ,pronoun,a)pe/xousin,ἀπέχω,verb,to\n,ὁ,article,misqo\n,au)tw=n,αὐτός,pronoun,,μισθός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀμήν,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sou=,de\,δέ,particle,poiou=ntos,ποιέω,verb,e)lehmosu/nhn,ἐλεημοσύνη,noun,mh\,μή,conjunction,gnw/tw,h(,ὁ,article,a)ristera/,γιγνώσκω,verb,ἀριστερός,adjective,sou,ti/,poiei=,ποιέω,verb,h(,ὁ,article,decia/,δεξιός,adjective,sou,σύ,pronoun,o(/pws,ὅπως,conjunction,h)=|,εἰμί,verb,sou,σύ,pronoun,h(,ὁ,article,e)lehmosu/nh,ἐλεημοσύνη,noun,e)n,ἐν,preposition,tw=|,ὁ,article,kruptw=|,κρυπτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,o(,ὁ,article,path/r,πατήρ,noun,sou,σύ,pronoun,o(,ὁ,article,ble/pwn,e)n,ἐν,preposition,tw=|,βλέπω,verb,ὁ,article,kruptw=|,a)podw/sei,soi,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κρυπτός,adjective,,,,,,,,,,,,,,,,,,,καί,conjunction,,,ἀποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,o(/tan,ὅταν,conjunction,proseu/xhsqe,προσεύχομαι,verb,ou)k,οὐ,adverb,e)/sesqe,εἰμί,verb,w(s,oi(,ὁ,article,u(pokritai/,ὡς,conjunction,ὑποκριτής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,filou=sin,φιλέω,verb,e)n,ἐν,preposition,tai=s,ὁ,article,sunagwgai=s,συναγωγή,noun,kai\,e)n,ἐν,preposition,tai=s,καί,conjunction,ὁ,article,gwni/ais,tw=n,plateiw=n,πλατεῖα,noun,e(stw=tes,ἵστημι,verb,proseu/xesqai,προσεύχομαι,verb,o(/pws,ὅπως,conjunction,fanw=sin,φαίνω,verb,toi=s,ὁ,article,a)nqrw/pois,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γωνία,noun,,,,,,,,,,,,,,,,,,,ὅστις,pronoun,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mh\n,le/gw,λέγω,verb,u(mi=n,σύ,pronoun,a)pe/xousi,ἀπέχω,verb,to\n,ὁ,article,misqo\n,au)tw=n,αὐτός,pronoun,,μισθός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀμήν,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,de\,δέ,particle,o(/tan,ὅταν,conjunction,proseu/xh|,προσεύχομαι,verb,ei)/selqe,εἰσέρχομαι,verb,ei)s,to\,ὁ,article,tamei=o/n,εἰς,preposition,ταμεῖον,adjective,sou,kai\,klei/sas,κλείω,verb,th\n,ὁ,article,qu/ran,θύρα,noun,sou,σύ,pronoun,pro/seucai,προσεύχομαι,verb,tw=|,ὁ,article,patri/,πατήρ,noun,sou,σύ,pronoun,tw=|,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,kruptw=|,κρυπτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,o(,ὁ,article,path/r,πατήρ,noun,sou,σύ,pronoun,o(,ὁ,article,ble/pwn,e)n,ἐν,preposition,tw=|,βλέπω,verb,ὁ,article,kruptw=|,a)podw/sei,soi,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κρυπτός,adjective,,,,,,,,,,,,,,,,,,,καί,conjunction,,,ἀποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
*proseuxo/menoi,de\,δέ,particle,mh\,μή,conjunction,battalogh/shte,,,w(/sper,ὥσπερ,adverb,oi(,e)qnikoi/,ἐθνικός,adjective,dokou=sin,ὁ,article,δοκέω,verb,ga\r,o(/ti,e)n,ἐν,preposition,th=|,ὁ,article,polulogi/a|,πολυλογία,noun,au)tw=n,αὐτός,pronoun,ei)sakousqh/sontai,εἰσακούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,,,,,,,,,,,,,,,,,,,προσεύχομαι,verb,,,ὅστις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,ou)=n,οὖν,particle,o(moiwqh=te,ὁμοιόω,verb,au)toi=s,αὐτός,pronoun,oi)=den,οἶδα,verb,ga\r,o(,ὁ,article,qeo\s,γάρ,particle,θεός,noun,o(,path\r,u(mw=n,σύ,pronoun,w(=n,ὅς,pronoun,xrei/an,χρεία,noun,e)/xete,ἔχω,verb,pro\,πρό,preposition,tou=,ὁ,article,u(ma=s,σύ,pronoun,ai)th=sai,αἰτέω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,μή,conjunction,,,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou(/tws,ou)=n,οὖν,particle,proseu/xesqe,προσεύχομαι,verb,u(mei=s,σύ,pronoun,*pa/ter,πατήρ,noun,h(mw=n,o(,ὁ,article,e)n,ἐγώ,pronoun,ἐν,preposition,toi=s,ou)ranoi=s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,οὕτως,adverb,,,οὐρανός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
*(agiasqh/tw,to\,ὁ,article,o)/noma/,ὄνομα,adjective,sou,σύ,pronoun,*pa/ter,πατήρ,noun,h(mw=n,o(,ὁ,article,e)n,ἐγώ,pronoun,ἐν,preposition,toi=s,ou)ranoi=s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,ἁγιάζω,verb,,,οὐρανός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
