word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/24/lemma/@_entry,word/24/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS
a)ciw=,ἀξιάω,verb,de\,δέ,particle,kai\,καί,conjunction,au)to/s,αὐτός,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,ei)=nai,εἰμί,verb,toi=s,ὁ,article,lh|tourgou=sin,λειτουργέω,verb,u(mi=n,σύ,pronoun,a(/pasin,ἅπας,adjective,xa/rin,χάρις,noun,tin',τις,pronoun,u(pa/rxousan,ὑπάρχω,verb,par',παρά,preposition,u(mw=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/sin,τίσις,adjective,de\,δέ,particle,megi/sthn,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,o(\,ὅς,pronoun,me\n,μέν,particle,xrh/simon,χρήσιμος,adjective,th=|,ὁ,article,po/lei,πόλις,adjective,tou=,ὁ,article,pra/gmato/s,πρᾶγμα,noun,e)sti,εἰμί,verb,poiou=sin,ποιέω,verb,o(\,ὅς,pronoun,d',δέ,particle,ai)sxro\n,αἰσχρός,adjective,a(/pantes,ἅπας,adjective,a)\n,ἄν,particle,ei)=nai,εἰμί,verb,fh/saien,φημί,verb,kai\,καί,conjunction,o)/neidos,ὄνειδος,noun,mh\,μή,conjunction,kataskeua/zousin,κατασκευάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,me\n,μέν,particle,toi/nun,τοίνυν,particle,meta\,μετά,preposition,tou=,ὁ,article,lh|tourgei=n,λειτουργέω,verb,ta\,ὁ,article,sfe/ter',σφέτερος,adjective,au)tw=n,αὐτός,pronoun,diefqarko/tes,διαφθείρω,verb,th\n,ὁ,article,blasfhmi/an,βλασφημία,noun,a)nti\,ἀντί,preposition,th=s,ὁ,article,xrei/as,χρεία,noun,th=|,ὁ,article,po/lei,πόλις,adjective,katalei/pousin,καταλιμπάνω,verb,ou)dei\s,οὐδείς,pronoun,ga\r,γάρ,particle,au)to\s,αὐτός,pronoun,au(tou=,ἑαυτοῦ,pronoun,kathgo/rhsen,κατηγορέω,verb,pw/pote,πώποτε,adverb,a)ll',w(s,ὡς,conjunction,h(,ὁ,article,po/lis,πόλις,adjective,ta\,ὁ,article,o)/nt',εἰμί,verb,a)fh/|rhtai,ἀφαιρέω,verb,le/gei),λέγω,verb,oi(,ἕ,pronoun,d',δέ,particle,o(/sa,ὅσος,adjective,me\n,μέν,particle,prosta/tteq',προστάσσω,verb,ἀλλά,adverb,u(mei=s,σύ,pronoun,poiou=ntes,ποιέω,verb,proqu/mws,πρόθυμος,adjective,th=|,ὁ,article,peri\,περί,preposition,ta)/lla,ἄλλος,adjective,de\,δέ,particle,swfrosu/nh|,σωφροσύνη,noun,ta\,ὁ,article,o)/nta,εἰμί,verb,sw/|zontes,σώζω,verb,ou),οὐ,adverb,mo/non,μόνος,adjective,kata\,κατά,preposition,tou=t',οὗτος,pronoun,e)kei/nwn,ἐκεῖνος,pronoun,pleonektoi=en,πλεονεκτέω,verb,a)\n,ἄν,particle,ei)ko/tws,ἐοικότως,adverb,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,gego/nasin,γίγνομαι,verb,xrh/simoi,χρήσιμος,adjective,kai\,καί,conjunction,e)/sontai,εἰμί,verb,a)ll',ἀλλά,adverb,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,xwri\s,χωρίς,adverb,o)nei/dous,ὄνειδος,noun,tau=ta,οὗτος,pronoun,par',παρά,preposition,au)tw=n,αὐτός,pronoun,u(mi=n,σύ,pronoun,gi/gnetai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,me\n,μέν,particle,toi/nun,τοίνυν,particle,toiou=toi,τοιοῦτος,adjective,ei)s,εἰς,preposition,u(ma=s,σύ,pronoun,a(/pantes,ἅπας,adjective,fanou/meq',φαίνω,verb,o)/ntes,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tous,οὗτος,pronoun,d',δέ,particle,e)a/sw,ἀίω,verb,mh/,μή,conjunction,me,ἐγώ,pronoun,fw=sin,φάος,adjective,kakw=s,κακός,adjective,au(tou\s,ἑαυτοῦ,pronoun,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,toi/nun,τοίνυν,particle,qauma/saim',θαυμάζω,verb,a)/n,ἄν,particle,ei),εἰ,conjunction,kai\,καί,conjunction,dakru/ein,δακρύω,verb,kai\,καί,conjunction,e)leinou\s,ἐλεεινός,adjective,e(autou\s,ἑαυτοῦ,pronoun,peirw=|nto,πειράω,verb,poiei=n,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,a)ciw=,ἀξιάω,verb,pro\s,πρός,preposition,tau=q',οὗτος,pronoun,u(polamba/nein,ὑπολαμβάνω,verb,a(/pantas,ἅπας,adjective,u(ma=s,σύ,pronoun,o(/ti,ὅστις,pronoun,tw=n,ὁ,article,ai)sxrw=n,αἰσχρός,adjective,e)sti,εἰμί,verb,ma=llon,μᾶλλον,adverb,d',δέ,particle,ou)de\,οὐδέ,particle,dikai/wn,δίκαιος,adjective,ta\,ὁ,article,me\n,μέν,particle,o)/nta,εἰμί,verb,katesqi/ontas,κατεσθίω,verb,kai\,καί,conjunction,paroinou=ntas,παροινέω,verb,met',μετά,preposition,*)aristokra/tous,Ἀριστοκράτης,proper,kai\,*diognh/tou,Διόγνητος,proper,kai\,καί,conjunction,toiou/twn,τοιοῦτος,adjective,e(te/rwn,ἕτερος,adjective,ai)sxrw=s,αἰσχρός,adjective,kai\,καί,conjunction,kakw=s,κακός,adjective,a)nhlwke/nai,ἀναλίσκω,verb,ta\,ὁ,article,d',δέ,particle,a)llo/tri',ἀλλότριος,adjective,w(/ste,ὥστε,conjunction,καί,conjunction,labei=n,λαμβάνω,verb,dakru/ein,δακρύω,verb,nuni\,νυνί,adverb,kai\,καί,conjunction,kla/ein,κλαίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)p',ἐπί,preposition,e)kei/nois,ἐκεῖνος,pronoun,e)kla/et',κλαίω,verb,a)/n,ἄν,particle,oi(=s,ὅς,pronoun,e)poiei=te,ἐποίζω,verb,dikai/ws,δίκαιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,d',δέ,particle,ou),οὐ,adverb,dei=,δέομαι,verb,dakru/ein,δακρύω,verb,a)ll',ἀλλά,adverb,w(s,ὡς,conjunction,ou)k,οὐ,adverb,a)fh/kate,ἀφίημι,verb,deiknu/nai,δείκνυμι,verb,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,ei)si\n,εἰμί,verb,w(=n,ὅς,pronoun,a)fh/kat',ἀφίημι,verb,au)=qis,αὖθις,adverb,u(mi=n,σύ,pronoun,di/kai,δίκη,adjective,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,ei)kostw=|,εἰκοστός,adjective,lagxa/nein,λαγχάνω,verb,e)/tei,ἔτος,noun,di/kaio/n,δίκαιος,adjective,e)sti,tou=,ὁ,article,no/mou,νόμος,noun,pe/nt',πέντε,adverb,e)/th,ἔτης,noun,th\n,ὁ,article,proqesmi/an,προθεσμία,noun,dedwko/tos,δίδωμι,verb,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,ga/r,γάρ,particle,e)stin,εἰμί,verb,u(pe\r,ὑπέρ,preposition,w(=n,ὅς,pronoun,ou(=toi,οὗτος,pronoun,dika/zousin,δικάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,de\,δέ,particle,mh\,μή,conjunction,du/nwntai,δύναμαι,verb,tau=ta,οὗτος,pronoun,deiknu/nai,δείκνυμι,verb,w(s,ὡς,conjunction,ou),οὐ,adverb,dunh/sontai,δύναμαι,verb,h(mei=s,ἐγώ,pronoun,u(mw=n,σύ,pronoun,a(pa/ntwn,ἅπας,adjective,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,deo/meqa,δέομαι,verb,mh\,μή,conjunction,h(ma=s,ἐγώ,pronoun,proe/sqai,προίημι,verb,tou/tois,οὗτος,pronoun,mhde\,μηδέ,particle,teta/rthn,τέταρτος,adjective,ou)si/an,οὐσία,adjective,e)/ti,ἔτι,adverb,dou=nai,trei=s,τρέω,verb,e(te/ras,ἕτερος,adjective,kakw=s,κακός,adjective,diw|khko/sin,διοικέω,verb,h(\n,ὅς,pronoun,par',παρά,preposition,e(ko/ntwn,ἑκών,adjective,e)/labon,λαμβάνω,verb,tw=n,ὁ,article,e)pitro/pwn,ἐπίτροπος,adjective,h(\n,ὅς,pronoun,u(pe\r,ὑπέρ,preposition,δίδωμι,verb,tw=n,ὁ,article,dikw=n,δίκη,adjective,ei)sepra/canto,εἰσπράσσω,verb,h(\n,ὅς,pronoun,prw/|hn,πρώιος,adjective,a)fei/lont',ἀφαιρέω,verb,*ai)si/ou,αἴσιος,adjective,di/khn,δίκη,adjective,e(lo/ntes,αἱρέω,verb,a)ll',ἀλλά,adverb,h(ma=s,ἐγώ,pronoun,ta\,ὁ,article,h(me/tera,ἡμέτερος,adjective,w(/sper,ὥσπερ,adverb,e)sti\n,εἰμί,verb,di/kaion,δίκαιος,adjective,e)a=n,ἀίω,verb,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,kai\,καί,conjunction,u(mi=n,σύ,pronoun,e)stin,εἰμί,verb,e)n,ἐν,preposition,w)felei/a|,ὠφέλεια,noun,mei/zoni,μέγας,adverb,par',παρά,preposition,h(mi=n,ἐγώ,pronoun,o)/nt',εἰμί,verb,h)\,ἠέ,conjunction,para\,παρά,preposition,tou/tois,οὗτος,pronoun,kai\,καί,conjunction,dikaio/teron,δίκαιος,adjective,dh/pou,δήπου,particle,ta\,ὁ,article,h(me/tera,ἡμέτερος,adjective,h(ma=s,ἐγώ,pronoun,e)stin,εἰμί,verb,e)/xein,ἔχω,verb,h)\,ἠέ,conjunction,tou/tous,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,oi)=d',οἶδα,verb,o(/,ὅς,pronoun,ti,τις,pronoun,dei=,δέομαι,verb,plei/w,πλέως,adjective,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=mai,οἴομαι,verb,ga\r,γάρ,particle,u(ma=s,σύ,pronoun,ou)de\n,οὐδείς,pronoun,a)gnoei=n,ἀγνοέω,verb,tw=n,ὁ,article,ei)rhme/nwn,ἐρῶ,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ce/ra,ἐξεράω,verb,to\,ὁ,article,u(/dwr,ὕδωρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
