word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/50/lemma/@_entry,word/50/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS
ou)k,οὐ,adverb,a)/ra,ἄρα,particle,di/kaia,δίκαιος,adjective,ou)d',οὐδέ,particle,u(mi=n,σύ,pronoun,au)toi=s,αὐτός,pronoun,sumfe/ronta,συμφέρω,verb,ou)de\,οὐδέ,particle,toi=s,ὁ,article,no/mois,νόμος,noun,o(mologou/mena,ὁμολογέω,verb,yhfiei=sqe,ψηφίζομαι,verb,ei),εἰ,conjunction,tw=n,ὁ,article,me\n,μέν,particle,sumforw=n,συμφορά,noun,tou\s,ὁ,article,e)gguta/tw,ἐγγύτατος,adjective,ge/nei,γένος,noun,koinwnei=n,κοινωνέω,verb,a)nagka/sete,ἀναγκάζω,verb,xrhma/twn,de\,δέ,particle,kataleifqe/ntwn,καταλιμπάνω,verb,pa/ntas,πᾶς,adjective,a)nqrw/pous,ἄνθρωπος,noun,kuriwte/rous,κύριος,adjective,h)\,ἠέ,conjunction,tou/tous,οὗτος,pronoun,poih/sete,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χρῆμα,adjective,,,,,,,,,,,,,,,,,
xrh\,χρή,verb,de/,δέ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,kai\,καί,conjunction,dia\,διά,preposition,th\n,ὁ,article,sugge/neian,συγγένεια,noun,kai\,καί,conjunction,dia\,διά,preposition,th\n,ὁ,article,tou=,ὁ,article,pra/gmatos,πρᾶγμα,noun,a)lh/qeian,ἀλήθεια,adjective,o(/per,ὅσπερ,adjective,poiei=te,ποιέω,verb,toi=s,ὁ,article,kata\,κατά,preposition,ge/nos,γένος,noun,yhfi/zesqai,ψηφίζομαι,verb,ma=llon,μᾶλλον,adverb,h)\,toi=s,ὁ,article,kata\,κατά,preposition,diaqh/khn,διαθήκη,noun,a)mfisbhtou=si,ἀμφισβητέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἠέ,conjunction,,,,,,,,,,,,,,,,,
th\n,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,tou=,ὁ,article,ge/nous,γένος,noun,oi)keio/thta,οἰκειότης,noun,pa/ntes,πᾶς,adjective,e)pista/menoi,ἐφίστημι,verb,tugxa/nete,τυγχάνω,verb,kai\,καί,conjunction,ou)x,οὐ,adverb,oi(=o/n,οἷος,adjective,te,τε,particle,tou=t',οὗτος,pronoun,e)/sti,εἰμί,verb,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,yeu/sasqai,ψεύδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaqh/kas,διαθήκη,noun,d',δέ,particle,h)/dh,ἤδη,adverb,polloi\,πολύς,adjective,yeudei=s,ψευδής,adverb,a)pe/fhnan,ἀποφαίνω,verb,kai\,καί,conjunction,oi(,ἕ,pronoun,me\n,μέν,particle,to\,ὁ,article,para/pan,παράπαν,adverb,ou),οὐ,adverb,genome/nas,γίγνομαι,verb,e)ni/wn,ἔνιοι,adjective,d',δέ,particle,ou)k,οὐ,adverb,o)rqw=s,ὀρθός,adjective,bebouleume/nwn,βουλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nu=n,νῦν,adverb,u(mei=s,σύ,pronoun,th\n,ὁ,article,me\n,μέν,particle,sugge/neian,συγγένεια,noun,kai\,καί,conjunction,th\n,ὁ,article,oi)keio/thta,οἰκειότης,noun,th\n,ὁ,article,h(mete/ran,ἡμέτερος,adjective,oi(=s,ὅς,pronoun,h(mei=s,ἐγώ,pronoun,a)gwnizo/meqa,ἀγωνίζομαι,verb,a(/pantes,ἅπας,adjective,e)pi/stasqe,ἐφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\s,ὁ,article,de\,δέ,particle,diaqh/kas,διαθήκη,noun,ai(=s,ὅς,pronoun,ou(=toi,οὗτος,pronoun,pisteu/ontes,πιστεύω,verb,h(ma=s,ἐγώ,pronoun,sukofantou=sin,συκοφαντέω,verb,ou)dei\s,οὐδείς,pronoun,u(mw=n,σύ,pronoun,oi)=de,οἶδα,verb,kuri/as,κύριος,adjective,genome/nas,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,th\n,ὁ,article,me\n,μέν,particle,h(mete/ran,ἡμέτερος,adjective,sugge/neian,συγγένεια,noun,eu(rh/sete,εὑρίσκω,verb,kai\,καί,conjunction,par',παρά,preposition,au)tw=n,αὐτός,pronoun,tw=n,ὁ,article,a)ntidi/kwn,ἀντίδικος,adjective,o(mologoume/nhn,ὁμολογέω,verb,ta\s,ὁ,article,de\,δέ,particle,diaqh/kas,διαθήκη,noun,u(f',ὑπό,preposition,h(mw=n,ἐγώ,pronoun,a)mfisbhtoume/nas,ἀμφισβητέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,ga\r,γάρ,particle,to\,ὁ,article,a)nelei=n,ἀναιρέω,verb,au)ta\s,αὐτός,pronoun,e)kei/nou,ἐκεῖνος,pronoun,boulome/nou,βούλομαι,verb,diekw/lusan,διακωλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sq',ὥστε,conjunction,u(mi=n,σύ,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,polu\,πολύς,adjective,ka/llio/n,κάλλιον,adverb,e)sti,εἰμί,verb,yhfi/sasqai,ψηφίζομαι,verb,kata\,κατά,preposition,to\,ὁ,article,ge/nos,γένος,noun,to\,ὁ,article,par',παρά,preposition,a)mfote/rwn,ἀμφότερος,adjective,h(mw=n,ἐγώ,pronoun,o(mologou/menon,ὁμολογέω,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,kata\,κατά,preposition,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,ta\s,ou),οὐ,adverb,dikai/ws,δίκαιος,adjective,gegenhme/nas,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,de\,δέ,particle,tou/tois,οὗτος,pronoun,e)nqumh/qhte,ἐνθυμέομαι,verb,o(/ti,ὅστις,pronoun,au)ta\s,αὐτός,pronoun,e)/luse,ἐλύω,verb,me\n,μέν,particle,*klew/numos,Κλεώνυμος,proper,eu)=,εὖ,adverb,fronw=n,φρονέω,verb,die/qeto,διατίθημι,verb,de\,δέ,particle,o)rgisqei\s,ὀργίζω,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,o)rqw=s,ὀρθός,adjective,bouleuo/menos,βουλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,pa/ntwn,πᾶς,adjective,a)\n,ἄν,particle,ei)/h,ἀίω,verb,deino/taton,δεινός,adjective,ei),εἰ,conjunction,kuriwte/ran,κύριος,adjective,au)tou=,αὐτός,pronoun,th\n,ὁ,article,o)rgh\n,ὀργή,noun,h)\,ἠέ,conjunction,th\n,ὁ,article,dia/noian,διάνοια,noun,poih/sete,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=mai,οἴομαι,verb,d',δέ,particle,u(ma=s,σύ,pronoun,kai\,καί,conjunction,lamba/nein,λαμβάνω,verb,para\,παρά,preposition,tou/twn,οὗτος,pronoun,a)ciou=n,ἀξιόω,verb,kai\,καί,conjunction,mh\,μή,conjunction,tugxa/nontas,τυγχάνω,verb,a)ganaktei=n,ἀγανακτέω,verb,oi(=s,ὅς,pronoun,a)\n,ἄν,particle,u(pa/rxh|,ὑπάρχω,verb,kai\,καί,conjunction,par',παρά,preposition,u(mw=n,σύ,pronoun,tw=n,ὁ,article,au)tw=n,αὐτός,pronoun,tuxei=n,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,toi/nun,τοίνυν,particle,sune/bh,συμβαίνω,verb,*klewnu/mw|,Κλεώνυμος,proper,me\n,μέν,particle,zh=n,ζάω,verb,e)cerhmwqh=nai,ἐξερημόω,verb,de\,δέ,particle,to\n,ὁ,article,h(me/teron,ἡμέτερος,adjective,oi)=kon,οἶκος,noun,h)\,ἠέ,conjunction,to\n,ὁ,article,tou/twn,οὗτος,pronoun,ske/yasqe,σκέπτομαι,verb,pote/rwn,πότερος,adjective,e)kei=nos,ἐκεῖνος,pronoun,e)gi/gneto,γίγνομαι,verb,klhrono/mos,κληρονόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di/kaion,δίκαιος,adjective,ga/r,γάρ,particle,e)sti,εἰμί,verb,tou/tous,οὗτος,pronoun,e)/xein,ἔχω,verb,ta\,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,par',παρά,preposition,w(=n,ὅς,pronoun,w)fei/leto,ὀφείλω,verb,kai\,καί,conjunction,labei=n,λαμβάνω,verb,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,me\n,μέν,particle,toi/nun,τοίνυν,particle,*fere/nikos,Φερένικος,proper,h)\,ἠέ,conjunction,tw=n,ὁ,article,a)delfw=n,ἀδελφή,noun,tis,τις,pronoun,e)teleu/thsen,τελευτάω,verb,oi(,ὁ,article,pai=des,παῖς,adjective,oi(,ὁ,article,tou/twn,οὗτος,pronoun,ou)k,οὐ,adverb,e)kei=nos,ἐκεῖνος,pronoun,e)gi/gneto,γίγνομαι,verb,ku/rios,κῦρος,noun,tw=n,ὁ,article,kataleifqe/ntwn,καταλιμπάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mw=n,ἐγώ,pronoun,de\,δέ,particle,toiau/th|,τοιοῦτος,adjective,tu/xh|,τύχη,noun,xrhsame/nwn,χράω,verb,*klew/numos,Κλεώνυμος,proper,a(pa/ntwn,ἅπας,adjective,e)gi/gneto,γίγνομαι,verb,klhrono/mos,κληρονόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,ga\r,γάρ,particle,pai=des,παῖς,adjective,h(mi=n,ἐγώ,pronoun,h)=san,εἰμί,verb,ou)/t',οὔτε,adverb,a)/lloi,ἄλλος,adjective,suggenei=s,συγγενεύς,noun,a)ll',ἀλλά,adverb,e)kei=nos,ἐκεῖνος,pronoun,kai\,καί,conjunction,ge/nei,γένος,noun,prosh/kwn,προσήκω,verb,e)gguta/tw,ἐγγύτατος,adjective,kai\,καί,conjunction,th=|,ὁ,article,xrei/a|,χρεία,noun,pa/ntwn,πᾶς,adjective,h)=n,εἰμί,verb,oi)keio/tatos,οἰκεῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,dia\,διά,preposition,tau=ta,οὗτος,pronoun,kai\,καί,conjunction,oi(,ὁ,article,no/moi,νόμος,noun,dedw/kasin,δίδωμι,verb,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,h(mei=s,ἐγώ,pronoun,ou)de/n',οὐδείς,pronoun,lta)\ngt,,,a)/llon,ἄλλος,adjective,h)ciw/samen,ἀξιόω,verb,tau/ths,οὗτος,pronoun,th=s,ὁ,article,dwrea=s,δωρεά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,dh/pou,δήπου,particle,zw=ntes,ζάω,verb,me\n,μέν,particle,ou(/tws,οὕτως,adverb,a)\n,ἄν,particle,e)nexeiri/samen,ἐγχειρίζω,verb,au)tw=|,αὐτός,pronoun,th\n,ὁ,article,ou)si/an,οὐσία,adjective,w(/ste,ὥστε,conjunction,peri\,περί,preposition,tw=n,ὁ,article,h(mete/rwn,ἡμέτερος,adjective,kuriwte/ran,κύριος,adjective,ei)=nai,εἰμί,verb,th\n,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,dia/noian,διάνοια,noun,th=s,ὁ,article,h(mete/ras,au)tw=n,αὐτός,pronoun,a)poqnh/|skontes,ἀποθνήσκω,verb,de\,δέ,particle,a)/llous,ἄλλος,adjective,klhrono/mous,κληρόνομος,noun,e)boulh/qhmen,βούλομαι,verb,ltei)=naigt,,,au)tw=n,αὐτός,pronoun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,to\n,ὁ,article,pa/ntwn,πᾶς,adjective,oi)keio/taton,οἰκεῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἡμέτερος,adjective,,,,,,,,,,,,,,,,,
w(/sq',ὥστε,conjunction,h(ma=s,ἐγώ,pronoun,me\n,μέν,particle,e)n,ἐν,preposition,a)mfote/rois,ἀμφότερος,adjective,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,kai\,καί,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,dou=nai,δίδωμι,verb,kai\,καί,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,labei=n,λαμβάνω,verb,oi)kei/ous,οἰκεῖος,adjective,o)/ntas,εἰμί,verb,eu(rh/sete,εὑρίσκω,verb,tou/tous,οὗτος,pronoun,de\,δέ,particle,nu=n,νῦν,adverb,me\n,a)naisxuntou=ntas,ἀναισχυντέω,verb,kai\,καί,conjunction,th\n,ὁ,article,oi)keio/thta,οἰκειότης,noun,kai\,καί,conjunction,th\n,ὁ,article,a)gxistei/an,ἀγχιστεία,noun,le/gontas,λέγω,verb,o(/ti,ὅστις,pronoun,lh/yesqai/,λαμβάνω,verb,ti,τις,pronoun,prosdokw=sin,προσδοκάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,tw=|,ὁ,article,dou=nai,δίδωμι,verb,pollou\s,πολύς,adjective,a)\n,ἄν,particle,kai\,καί,conjunction,suggenei=s,συγγενεύς,noun,kai\,καί,conjunction,fi/lous,φίλος,adjective,e)kei/nou,ἐκεῖνος,pronoun,proei/lonto,προαιρέω,verb,oi)keiote/rous,οἰκεῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kefa/laion,κεφάλαιος,adjective,de\,δέ,particle,tw=n,ὁ,article,ei)rhme/nwn,ἐρῶ,verb,w(=|,ὅς,pronoun,pa/ntas,πᾶς,adjective,u(ma=s,σύ,pronoun,prose/xein,προσέχω,verb,dei=,δέομαι,verb,to\n,ὁ,article,nou=n,νόος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lte)ngt,,,o(/sw|,ὅσος,adjective,ga\r,γάρ,particle,a)\n,ἄν,particle,tau=ta,οὗτος,pronoun,le/gontes,λέγω,verb,a)pofai/nwsi,ἀποφαίνω,verb,kai\,καί,conjunction,peirw=ntai,πειράω,verb,pei/qein,πείθω,verb,u(ma=s,σύ,pronoun,w(s,ὡς,conjunction,e)kei=nos,ἐκεῖνος,pronoun,die/qeto,διατίθημι,verb,tau/tas,οὗτος,pronoun,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,kai\,καί,conjunction,ou)de\,οὐδέ,particle,pw/pote,πώποτε,adverb,u(/steron,ὕστερος,adjective,au)tw=|,meteme/lhse,μεταμέλομαι,verb,lta)lla\gt,,,kai\,καί,conjunction,nu=n,νῦν,adverb,e)bou/leto,βούλομαι,verb,h(ma=s,ἐγώ,pronoun,me\n,μέν,particle,mhde\n,μηδείς,pronoun,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,labei=n,λαμβάνω,verb,sfi/si,σφεῖς,pronoun,d',δέ,particle,au)toi=s,αὐτός,pronoun,bebaiw=sai,βεβαιόω,verb,th\n,ὁ,article,dwrea/n,δωρεά,noun,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,pa/nta,πᾶς,adjective,le/gontes,λέγω,verb,kai\,καί,conjunction,diisxurizo/menoi,διισχυρίζομαι,verb,mhde/teron,μηδέτερος,adjective,a)pofai/nwsi,ἀποφαίνω,verb,mh/q',μήτε,particle,w(s,ὡς,conjunction,e)ggute/rw,ἐγγύς,adverb,tw=|,ge/nei,γένος,noun,prosh/kousi,προσήκω,verb,mh/q',μήτε,particle,w(s,ὡς,conjunction,oi)keio/teron,οἰκεῖος,adjective,h(mw=n,ἐγώ,pronoun,pro\s,πρός,preposition,*klew/numon,Κλεώνυμος,proper,die/keinto,διάκειμαι,verb,u(mei=s,σύ,pronoun,e)nqumei=sqe,ἐνθυμέομαι,verb,o(/ti,ὅστις,pronoun,e)kei/nou,ἐκεῖνος,pronoun,kathgorou=sin,κατηγορέω,verb,a)ll',ἀλλά,adverb,ou)x,οὐ,adverb,w(s,ὡς,conjunction,di/kaio/n,δίκαιος,adjective,αὐτός,pronoun,ὁ,article,e)sti,εἰμί,verb,to\,ὁ,article,pra=gma,πρᾶγμα,noun,dida/skousin,διδάσκω,verb,u(ma=s,σύ,pronoun
