word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS
n,,,sofistou=,σοφιστής,noun,de/,δέ,particle,tinos,τις,pronoun,ei)po/ntos,εἶπον,verb,pa/ntwn,πᾶς,adjective,lo/gos,λόγος,noun,e)sti\,εἰμί,verb,kra/tiston,κράτιστος,adjective,ou)kou=n,οὐκοῦν,adverb,e)/fh,φημί,verb,su\,e)a\n,ἐάν,conjunction,siwpa=|s,σιωπάω,verb,ou)deno\s,οὐδείς,pronoun,a)/cios,ἄξιος,adjective,ei)=,εἶμι,verb,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,*)argei=oi,Ἀργεῖος,proper,meta\,μετά,preposition,th\n,ὁ,article,h(=ttan,ἧσσα,noun,a)ph/ntwn,ἀπαντάω,verb,au)tw=|,αὐτός,pronoun,pa/lin,πάλιν,adverb,qrasu/teron,θρασύς,adjective,tarattome/nous,ταράσσω,verb,o(rw=n,tou\s,ὁ,article,summa/xous,σύμμαχος,adjective,qarrei=te,θαρσέω,verb,ei)=pen,εἶπον,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,,,,,,,,,,,,,,,,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/pou,ὅπου,adverb,ga\r,γάρ,particle,h(mei=s,ἐγώ,pronoun,oi(,ἕ,pronoun,nikw=ntes,νικάω,verb,o)rrwdou=men,ὀρρωδέω,verb,ti/,τίς,pronoun,dokei=te,δοκέω,verb,poiei=n,ποιέω,verb,tou\s,ὁ,article,u(f',ὑπό,preposition,h(mw=n,nenikhme/nous,νικάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,de\,δέ,particle,to\n,ὁ,article,e)k,ἐκ,preposition,tw=n,ὁ,article,*)abdh/rwn,Ἄβδηρος,proper,presbeuth/n,πρεσβευτής,noun,o(/te,ὅτε,conjunction,katepau/sato,καταπαύω,verb,polla\,πολύς,adjective,ei)pw/n,εἶπον,verb,e)rwtw=nta,t,,,i/,,,toi=s,ὁ,article,poli/tais,πολίτης,noun,a)paggei/lh|,ἀπαγγέλλω,verb,o(/ti,ὅστις,pronoun,e)/fh,φημί,verb,o(/son,ὅσος,adjective,su\,σύ,pronoun,xro/non,χρόνος,noun,le/gein,λέγω,verb,ἐρωτάω,verb,e)/xrh|zes,χρῄζω,verb,tosou=ton,τοσοῦτος,adjective,e)gw\,ἐγώ,pronoun,siwpw=n,σιωπάω,verb,h)/kouon,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)painou/ntwn,ἐπαινέω,verb,de/,δέ,particle,tinwn,τις,pronoun,*)hlei/ous,Ἠλεῖος,proper,o(/ti,ὅστις,pronoun,dikaio/tatoi/,δίκαιος,adjective,ei)si,εἰμί,verb,peri\,περί,preposition,to\n,ὁ,article,a)gw=na,ἀγών,noun,tw=n,ὁ,article,*)olumpi/wn,kai\,καί,conjunction,ti/,τίς,pronoun,me/ga,μέγας,adverb,ei)=pen,εἶπον,verb,h)\,ἠέ,conjunction,qaumasto\n,θαυμαστός,adjective,poiou=sin,ποιέω,verb,ei),εἰ,conjunction,e)n,ἐν,preposition,e)/tesi,ἔτος,noun,pe/nte,πέντε,adverb,Ὀλύμπια,proper,mia=|,εἷς,adjective,mo/non,μόνος,adjective,h(me/ra|,ἡμέρα,noun,dikaiosu/nh|,δικαιοσύνη,noun,xrw=ntai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n,,,pro\s,πρός,preposition,de\,δέ,particle,tou\s,ὁ,article,fa/skontas,φάσκω,verb,o(/ti,ὅστις,pronoun,fqonou=si/,φθονέω,verb,tines,τις,pronoun,au)tw=|,αὐτός,pronoun,tw=n,ὁ,article,e)k,ἐκ,preposition,th=s,e(te/ras,ἕτερος,adjective,oi)ki/as,οἰκία,noun,ou)kou=n,οὐκοῦν,adverb,e)/fh,φημί,verb,ta\,ὁ,article,i)/dia,ἴδιος,adjective,au)tou\s,αὐτός,pronoun,kaka\,κακός,adjective,luph/sei,λυπέω,verb,kai\,καί,conjunction,pro\s,πρός,preposition,ὁ,article,tou/tois,οὗτος,pronoun,ta/,τίς,pronoun,te,τε,particle,e)ma\,ἐμός,adjective,kai\,καί,conjunction,ta\,ὁ,article,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,fi/lwn,φίλος,adjective,a)gaqa/,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sumbouleu/ontos,συμβουλεύω,verb,de/,δέ,particle,tinos,τις,pronoun,o(/ti,ὅστις,pronoun,dei=,δέομαι,verb,toi=s,ὁ,article,feu/gousi,φεύγω,verb,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,dido/nai,δίδωμι,verb,di/odon,δίοδος,noun,kai\,pw=s,πῶς,adverb,e)/fh,φημί,verb,toi=s,ὁ,article,dia\,διά,preposition,deili/an,δειλία,noun,feu/gousi,φεύγω,verb,mh\,μή,conjunction,maxo/menoi,μάχομαι,verb,toi=s,ὁ,article,di',διά,preposition,a)ndrei/an,ἀνδρεία,noun,καί,conjunction,me/nousi,μένω,verb,maxhso/meqa,μάχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*proferome/nou,προφέρω,verb,de/,δέ,particle,tinos,τις,pronoun,peri\,περί,preposition,th=s,ὁ,article,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,e)leuqeri/as,ἐλευθερία,noun,ou)k,οὐ,adverb,a)gennh=,ἀγεννής,adverb,me/n,μέν,particle,dusxerh=,d',δέ,particle,e)pitelesqh=nai,ἐπιτελέω,verb,prosde/ontai/,προσδέομαι,verb,sou,σύ,pronoun,w)=,ὦ,interjection,ce/ne,ξένος,noun,e)/fh,φημί,verb,oi(,ἕ,pronoun,lo/goi,λόγος,noun,duna/mews,δύναμις,adjective,kai\,καί,conjunction,δυσχερής,adverb,xrhma/twn,χρῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/gontos,λέγω,verb,de/,δέ,particle,tinos,τις,pronoun,o(/ti,ὅστις,pronoun,*fi/lippos,Φίλιππος,proper,au)toi=s,αὐτός,pronoun,a)nepi/baton,ἀνεπίβατος,adjective,th\n,ὁ,article,*(ella/da,Ἑλλάς,proper,poih/sei,ποιέω,verb,i(kanh\,ἱκανός,adjective,h(mi=n,e)/fh,φημί,verb,w)=,ὦ,interjection,ce/ne,ξένος,noun,h(,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,i)di/a|,ἴδιος,adjective,a)nastrofh/,ἀναστροφή,noun,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
presbeuth\s,πρεσβευτής,noun,e)k,ἐκ,preposition,*peri/nqou,Πέρινθος,proper,parageno/menos,παραγίγνομαι,verb,ei)s,εἰς,preposition,*lakedai/mona,Λακεδαίμων,proper,e)makrhgo/rei,μακρηγορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,e)pau/sato,ἐπαύω,verb,le/gwn,λέγω,verb,kai\,καί,conjunction,h)rw/ta,ἐρωτάω,verb,to\n,ὁ,article,*)=agin,Ἄγις,proper,ti/,τίς,pronoun,dei=,δέομαι,verb,toi=s,ὁ,article,*perinqi/ois,a)paggei=lai,ἀπαγγέλλω,verb,ti/,τίς,pronoun,d',δέ,particle,a)/llo,ἄλλος,adjective,e)/fh,φημί,verb,h)\,ἠέ,conjunction,o(/ti,ὅστις,pronoun,su\,σύ,pronoun,me\n,μέν,particle,mo/lis,μόλις,adverb,e)pau/sw,ἐπαύω,verb,Περίνθιος,proper,le/gwn,λέγω,verb,e)gw\,ἐγώ,pronoun,d',δέ,particle,e)siw/pwn,σιωπάω,verb,presbeu/wn,πρεσβεύω,verb,de\,δέ,particle,mo/nos,μόνος,adjective,h(=ke,ἥκω,verb,pro\s,πρός,preposition,*fi/lippon,Φίλιππος,proper,ei)po/ntos,εἶπον,verb,d',δέ,particle,e)kei/nou,ἐκεῖνος,pronoun,ti/,τίς,pronoun,tou=to,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/nos,μόνος,adjective,h(/keis,ἥκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/fh,φημί,verb,kai\,καί,conjunction,ga\r,γάρ,particle,pro\s,πρός,preposition,e(/na,ἕνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fh/santos,φημί,verb,de/,δέ,particle,tinos,τις,pronoun,tw=n,ὁ,article,presbute/rwn,πρέσβυς,noun,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,ghraio\n,γηραιός,adjective,o)/nta,εἰμί,verb,e)peidh\,ἐπεί,conjunction,ta\,ὁ,article,a)rxai=a,no/mima,νόμιμος,adjective,e)kluo/mena,ἐκλύω,verb,e(w/ra,ὁράω,verb,a)/lla,ἄλλος,adjective,de\,δέ,particle,pareisduo/mena,παρεισδύνω,verb,moxqhra/,μοχθηρός,adjective,dio/ti,διότι,conjunction,ta\,ὁ,article,a)/nw,ἄνω,adverb,ka/tw,κάτος,adjective,ἀρχαῖος,adjective,h)/dh,ἤδη,adverb,gi/gnetai,γίγνομαι,verb,e)n,ἐν,preposition,th=|,ὁ,article,*spa/rth|,Σπάρτη,proper,pai/zwn,παίω,verb,ei)=pe,εἶπον,verb,kata\,κατά,preposition,lo/gon,λόγος,noun,ou(/tw,οὕτως,adverb,probai/nei,προβαίνω,verb,ta\,ὁ,article,pra/gmata,πρᾶγμα,noun,ei),εἰ,conjunction,tou=to,οὗτος,pronoun,gi/netai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,e)gw\,ἐγώ,pronoun,pai=s,πᾶς,adjective,w)\n,εἰμί,verb,h)/kouon,ἀκούω,verb,para\,παρά,preposition,tou=,ὁ,article,patro/s,πατήρ,noun,o(/ti,ὅστις,pronoun,ta\,ὁ,article,a)/nw,ka/tw,κάτος,adjective,ge/gone,γίγνομαι,verb,par',παρά,preposition,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,ἄνω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/fh,φημί,verb,de\,δέ,particle,kai\,καί,conjunction,to\n,ὁ,article,pate/ra,πατήρ,noun,au)tw=|,αὐτός,pronoun,paidi\,παῖς,adjective,o)/nti,εἰμί,verb,tou=to,οὗτος,pronoun,ei)rhke/nai,ἐρῶ,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,ou),οὐ,adverb,xrh\,χρή,verb,qauma/zein,θαυμάζω,verb,ei),εἰ,conjunction,xei/rw,χείρων,adverb,ta\,ὁ,article,meta\,μετά,preposition,tau=ta,οὗτος,pronoun,tw=n,ὁ,article,prote/rwn,πρότερος,adjective,a)ll',ei)/,εἰ,conjunction,pou,πού,adverb,belti/w,βελτίων,adverb,kai\,καί,conjunction,paraplh/sia,παραπλήσιος,adjective,ge/noito,γίγνομαι,verb,,,,,,,,,,,,,,,,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)rwthqei\s,ἐρωτάω,verb,de\,δέ,particle,pw=s,πῶς,adverb,a)/n,ἄν,particle,tis,τις,pronoun,e)leu/qeros,ἐλεύθερος,adjective,diame/noi,διαμένω,verb,qana/tou,θάνατος,adjective,katafronw=n,καταφρονέω,verb,e)/fh,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)=agis,Ἄγις,proper,o(,ὁ,article,new/teros,νέος,adjective,*dhma/dou,Δημάδης,proper,le/gontos,λέγω,verb,o(/ti,ὅστις,pronoun,ta\,ὁ,article,*lakwnika\,Λακωνικός,adjective,ci/fh,ξίφος,noun,dia\,διά,preposition,mikro/thta,μικρότης,noun,katapi/nousin,oi(,ὁ,article,qaumatopoioi/,θαυματοποιός,adjective,kai\,καί,conjunction,mh/n,μήν,particle,e)/fh,φημί,verb,oi(,ὁ,article,*lakedaimo/nioi,Λακεδαιμόνιος,proper,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,toi=s,ὁ,article,ci/fesin,ξίφος,noun,καταπίνω,verb,e)fiknou=ntai,ἐφικνέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,de\,δέ,particle,a)/nqrwpon,ἄνθρωπος,noun,ponhro\n,πονηρός,adjective,e)rwtw=nta,ἐρωτάω,verb,polla/kis,πολλάκις,adverb,ti/s,τίς,pronoun,a)/ristos,ἄριστος,adjective,ei)/h,ἀίω,verb,*spartia/ths,Σπαρτιάτης,proper,ei)=pen,εἶπον,verb,o(,soi\,σύ,pronoun,a)nomoio/tatos,ἀνόμοιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
