word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
kai\,καί,conjunction,to\,ὁ,article,pro\s,πρός,preposition,tou\s,xaleph/nantas,χαλεπαίνω,verb,kai\,plhmmelh/santas,πλημμελέω,verb,eu)anaklh/tws,εὐανάκλητος,adjective,ὁ,article,καί,conjunction,kai\,καί,conjunction,eu)dialla/ktws,εὐδιάλλακτος,adjective,e)peida\n,ἐπειδάν,conjunction,ta/xista,τάχιστος,adjective,au)toi\,αὐτός,pronoun,e)panelqei=n,ἐπανέρχομαι,verb,e)qelh/swsi,ἐθέλω,verb,diakei=sqai,διάκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,a)kribw=s,ἀκριβῶς,adverb,a)naginw/skein,kai\,καί,conjunction,mh\,a)rkei=sqai,ἀρκέω,verb,perinoou=nta,περινοέω,verb,ἀναγιγνώσκω,verb,μή,conjunction,o(losxerw=s,ὁλοσχερής,adverb,mhde\,μηδέ,particle,toi=s,ὁ,article,perilalou=si,περιλαλέω,verb,taxe/ws,ταχέως,adverb,sugkatati/qesqai,συγκατατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,e)ntuxei=n,ἐντυγχάνω,verb,toi=s,*)epikthtei/ois,,,u(pomnh/masin,w(=n,ὅς,pronoun,oi)/koqen,οἴκοθεν,adverb,ὁ,article,ὑπόμνημα,noun,mete/dwken,μεταδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*para\,πηρός,adjective,*)apollwni/ou,Ἀπολλώνιον,proper,to\,ὁ,article,e)leu/qeron,kai\,καί,conjunction,a)namfibo/lws,a)ku/beuton,ἀκύβευτος,adjective,kai\,καί,conjunction,ἐλεύθερος,adjective,ἀναμφίβολος,adjective,pro\s,πρός,preposition,mhde\n,μηδείς,pronoun,a)/llo,ἄλλος,adjective,a)poble/pein,ἀποβλέπω,verb,mhde\,μηδέ,particle,e)p',ἐπί,preposition,o)li/gon,ὀλίγος,adjective,h)\,ἠέ,conjunction,pro\s,πρός,preposition,to\n,ὁ,article,lo/gon,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,a)ei\,ἀεί,adverb,o(/moion,e)n,ἐν,preposition,a)lghdo/sin,o)cei/ais,ὀξύς,adjective,e)n,ἐν,preposition,ὅμοιος,adjective,ἀλγηδών,noun,a)pobolh=|,ἀποβολεύς,noun,te/knou,τέκνον,noun,e)n,ἐν,preposition,makrai=s,μακρός,adjective,no/sois,νόσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,e)pi\,ἐπί,preposition,paradei/gmatos,zw=ntos,ζάω,verb,i)dei=n,e)nargw=s,ἐναργής,adverb,o(/ti,ὅστις,pronoun,παράδειγμα,noun,εἶδον,verb,du/natai,δύναμαι,verb,o(,ὁ,article,au)to\s,αὐτός,pronoun,sfodro/tatos,σφοδρός,adjective,ei)=nai,εἰμί,verb,kai\,καί,conjunction,a)neime/nos,ἀνίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,e)n,ἐν,preposition,tai=s,e)chgh/sesi,ἐξήγησις,noun,mh\,dusxerantiko/n,δυσχεραντικός,adjective,,,,ὁ,article,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,i)dei=n,εἶδον,verb,a)/nqrwpon,safw=s,σαφής,adverb,e)la/xiston,tw=n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,ἄνθρωπος,noun,ἐλάχιστος,adjective,kalw=n,κάλη,adjective,h(gou/menon,ἡγέομαι,verb,th\n,ὁ,article,e)mpeiri/an,ἐμπειρία,noun,kai\,καί,conjunction,th\n,ὁ,article,e)ntre/xeian,ἐντρέχεια,noun,th\n,ὁ,article,peri\,περί,preposition,to\,ὁ,article,paradido/nai,παραδίδωμι,verb,ta\,ὁ,article,qewrh/mata,θεώρημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,maqei=n,μανθάνω,verb,pw=s,dei=,δέομαι,verb,lamba/nein,ta\s,ὁ,article,dokou/sas,δοκέω,verb,πῶς,adverb,λαμβάνω,verb,xa/ritas,χάρις,noun,para\,παρά,preposition,fi/lwn,φίλος,adjective,mh/te,μήτε,particle,e)chttw/menon,ἐξηττάομαι,verb,dia\,διά,preposition,tau=ta,οὗτος,pronoun,mh/te,μήτε,particle,a)naisqh/tws,ἀναίσθητος,adjective,parape/mponta,παραπέμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*para\,πηρός,adjective,*se/ctou,Σέξτος,proper,to\,ὁ,article,eu)mene/s,,,,,,,,,,,εὐμενής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,para/deigma,παράδειγμα,noun,tou=,oi)/kou,οἶκος,noun,tou=,patronomoume/nou,πατρονομέομαι,verb,,,,ὁ,article,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,th\n,ὁ,article,e)/nnoian,ἔννοια,noun,tou=,kata\,κατά,preposition,fu/sin,zh=n,ζάω,verb,,,,ὁ,article,φύσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,semno\n,σεμνός,adjective,a)pla/stws,,,,,,,,,,,ἄπλαστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,stoxastiko\n,στοχαστικός,adjective,tw=n,fi/lwn,φίλος,adjective,khdemonikw=s,,,,,,,ὁ,article,κηδεμονικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,a)nektiko\n,ἀνεκτικός,adjective,tw=n,i)diwtw=n,ἰδιώτης,noun,kai\,to\,ὁ,article,a)qew/rhton,ἀθεώρητος,adjective,ὁ,article,καί,conjunction,oi)ome/nwn,οἴομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,pro\s,πρός,preposition,pa/ntas,eu)a/rmoston,εὐάρμοστος,adjective,w(/ste,kolakei/as,κολακεία,noun,me\n,μέν,particle,πᾶς,adjective,ὥστε,conjunction,pa/shs,πᾶς,adjective,proshneste/ran,προσηνής,adverb,ei)=nai,εἰμί,verb,th\n,ὁ,article,o(mili/an,ὁμιλία,noun,au)tou=,αὐτός,pronoun,ai)desimw/taton,αἰδέσιμος,adjective,de\,δέ,particle,au)toi=s,αὐτός,pronoun,e)kei/nois,ἐκεῖνος,pronoun,par),πηρός,adjective,au)to\n,αὐτός,pronoun,e)kei=non,ἐκεῖνος,pronoun,to\n,ὁ,article,kairo\n,καιρός,noun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,katalhptikw=s,καταληπτικός,adjective,kai\,o(dw=|,ὁδός,adjective,e)ceuretiko/n,te,τε,particle,kai\,καί,conjunction,καί,conjunction,ἐξευρετικός,adjective,taktiko\n,τακτικός,adjective,tw=n,ὁ,article,ei)s,εἰς,preposition,bi/on,βίος,adjective,a)nagkai/wn,ἀναγκαῖος,adjective,dogma/twn,δόγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,mhde\,μηδέ,particle,e)/mfasi/n,pote,ποτέ,particle,o)rgh=s,h)\,ἠέ,conjunction,a)/llou,ἄλλος,adjective,ἔμφασις,noun,ὀργή,noun,tino\s,τις,pronoun,pa/qous,πάθος,adjective,parasxei=n,παρέχω,verb,a)lla\,ἀλλά,adverb,a(/ma,ἅμα,adverb,me\n,μέν,particle,a)paqe/staton,ἀπαθής,adverb,ei)=nai,εἰμί,verb,a(/ma,ἅμα,adverb,de\,δέ,particle,filostorgo/taton,φιλόστοργος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,eu)/fhmon,εὔφημος,adjective,a)yofhti\,kai\,καί,conjunction,to\,polumaqe\s,πολυμαθής,adverb,a)nepifa/ntws,ἀνεπίφαντος,adjective,ἀψοφητί,adverb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*para\,πηρός,adjective,*)aleca/ndrou,Ἀλέξανδρος,proper,tou=,ὁ,article,grammatikou=,to\,ὁ,article,a)nepi/plhkton,kai\,καί,conjunction,to\,ὁ,article,γραμματικός,adjective,ἀνεπίπληκτος,adjective,mh\,μή,conjunction,o)neidistikw=s,ὀνειδιστικός,adjective,e)pilamba/nesqai,ἐπιλαμβάνω,verb,tw=n,ὁ,article,ba/rbaron,βάρβαρος,adjective,h)\,ἠέ,conjunction,so/loiko/n,σόλοικος,adjective,ti,τις,pronoun,h)\,ἠέ,conjunction,a)phxe\s,ἀπηχής,adverb,proenegkame/nwn,προφέρω,verb,a)ll',ἀλλά,adverb,e)pideci/ws,ἐπιδέξιος,adjective,au)to\,αὐτός,pronoun,mo/non,μόνος,adjective,e)kei=no,ἐκεῖνος,pronoun,o(\,ὅς,pronoun,e)/dei,δέω,verb,ei)rh=sqai,ἐρῶ,verb,profe/resqai,προφέρω,verb,e)n,ἐν,preposition,tro/pw|,τρόπος,noun,a)pokri/sews,ἀπόκρισις,noun,h)\,ἠέ,conjunction,sunepimarturh/sews,συνεπιμαρτύρησις,noun,h)\,ἠέ,conjunction,sundialh/yews,συνδιάληψις,noun,peri\,περί,preposition,au)tou=,αὐτός,pronoun,tou=,ὁ,article,pra/gmatos,πρᾶγμα,noun,ou)xi\,οὐ,adverb,peri\,περί,preposition,tou=,ὁ,article,r(h/matos,ῥῆμα,noun,h)\,ἠέ,conjunction,di),διά,preposition,e(te/ras,ἕτερος,adjective,tino\s,τις,pronoun,toiau/ths,τοιοῦτος,adjective,e)mmelou=s,ἐμμελής,adjective,parupomnh/sews,παρυπόμνησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*para\,πηρός,adjective,*fro/ntwnos,,,to\,ὁ,article,e)pisth=sai,oi(/a,οἷος,adjective,h(,turannikh\,τυραννικός,adjective,baskani/a,βασκανία,noun,ἐφίστημι,verb,ὁ,article,kai\,καί,conjunction,poikili/a,ποικιλία,noun,kai\,καί,conjunction,u(po/krisis,ὑπόκρισις,noun,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,w(s,ὡς,conjunction,e)pi/pan,ἐπίπαν,adverb,oi(,ἕ,pronoun,kalou/menoi,καλέω,verb,ou(=toi,οὗτος,pronoun,par),πηρός,adjective,h(mi=n,ἐγώ,pronoun,eu)patri/dai,εὐπατρίδης,noun,a)storgo/teroi/,ἄστοργος,adjective,pws,πως,particle,ei)si/,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*para\,πηρός,adjective,*)aleca/ndrou,Ἀλέξανδρος,proper,tou=,ὁ,article,*platwnikou=,to\,ὁ,article,mh\,polla/kis,πολλάκις,adverb,mhde\,μηδέ,particle,Πλατωνικός,adjective,μή,conjunction,xwri\s,χωρίς,adverb,a)na/gkhs,ἀνάγκη,noun,le/gein,λέγω,verb,pro/s,πρός,preposition,tina,τις,pronoun,h)\,ἠέ,conjunction,e)n,ἐν,preposition,e)pistolh=|,ἐπιστολεύς,noun,gra/fein,γράφω,verb,o(/ti,ὅστις,pronoun,a)/sxolo/s,ἄσχολος,adjective,ei)mi,εἰμί,verb,mhde\,μηδέ,particle,dia\,διά,preposition,tou/tou,οὗτος,pronoun,tou=,ὁ,article,tro/pou,τρόπος,noun,sunexw=s,συνεχής,adverb,paraitei=sqai,παραιτέομαι,verb,ta\,ὁ,article,kata\,κατά,preposition,ta\s,ὁ,article,pro\s,πρός,preposition,tou\s,ὁ,article,sumbiou=ntas,συμβιόω,verb,sxe/seis,σχέσις,noun,kaqh/konta,καθήκω,verb,proballo/menon,προβάλλω,verb,ta\,ὁ,article,periestw=ta,περιίστημι,verb,pra/gmata,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*para\,πηρός,adjective,*katou/lou,κατουλόομαι,verb,to\,ὁ,article,mh\,o)ligw/rws,ὀλίγωρος,adjective,e)/xein,fi/lou,φίλος,adjective,ai)tiwme/nou,αἰτιάομαι,verb,μή,conjunction,ἔχω,verb,ti,τις,pronoun,ka)\n,κἀν,conjunction,tu/xh|,τυγχάνω,verb,a)lo/gws,ἄλογος,adjective,ai)tiw/menos,αἰτιάομαι,verb,a)lla\,ἀλλά,adverb,peira=sqai,πειράω,verb,a)pokaqista/nai,ἀποκαθίστημι,verb,e)pi\,ἐπί,preposition,to\,ὁ,article,su/nhqes,σύνηθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,peri\,περί,preposition,tw=n,didaska/lwn,διδάσκαλος,noun,e)kqu/mws,eu)/fhmon,εὔφημος,adjective,oi(=a,οἷος,adjective,ὁ,article,ἔκθυμος,adjective,ta\,ὁ,article,peri\,περί,preposition,*domiti/ou,,,kai\,καί,conjunction,*)aqhnodo/tou,,,a)pomnhmoneuo/mena,ἀπομνημονεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
