word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/lemma/@_entry,word/12/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS
kai\,καί,conjunction,ta/de,ὅδε,pronoun,de\,δέ,particle,metece/teroi,μετεξέτεροι,adjective,*)indw=n,Ἰνδή,proper,peri\,περί,preposition,*(hrakle/os,,,le/gousin,λέγω,verb,e)pelqo/nta,ἐπέρχομαι,verb,au)to\n,αὐτός,pronoun,pa=san,πᾶς,adjective,gh=n,kai\,qa/lassan,θάλασσα,noun,kai\,kaqh/ranta,καθαίρω,verb,o(/,ὅς,pronoun,ti,τις,pronoun,γῆ,noun,καί,conjunction,καί,conjunction,per,πέρ,particle,kako/n,κακός,adjective,kaino\n,καινός,adjective,ei)=dos,εἶδος,noun,e)ceurei=n,ἐξευρίσκω,verb,e)n,ἐν,preposition,th=|,ὁ,article,qala/ssh|,θάλασσα,noun,ko/smou,κόσμος,noun,gunaikhi/ou,γυναικεῖος,adjective,o(/ntina,ὅστις,pronoun,kai\,καί,conjunction,e)s,εἰς,preposition,tou=to,οὗτος,pronoun,e)/ti,ἔτι,adverb,oi(/,ἕ,pronoun,te,τε,particle,e)c,ἐκ,preposition,*)indw=n,Ἰνδή,proper,th=s,ὁ,article,xw/rhs,χώρα,noun,ta\,ὁ,article,a)gw/gima,ἀγώγιμος,adjective,par',παρά,preposition,h(me/as,ἐγώ,pronoun,a)gine/ontes,ἀγινέω,verb,spoudh=|,σπουδή,noun,w)neo/menoi,ὠνέομαι,verb,e)kkomi/zousi,ἐκκομίζω,verb,kai\,καί,conjunction,*(ellh/nwn,Ἕλλην,proper,de\,δέ,particle,pa/lai,πάλαι,adverb,kai\,καί,conjunction,*(rwmai/wn,,,nu=n,νῦν,adverb,o(/soi,ὅσος,adjective,polukte/anoi,πολυκτέανος,adjective,kai\,καί,conjunction,eu)dai/mones,εὐδαίμων,adjective,me/zoni,μέγας,adverb,e)/ti,ἔτι,adverb,spoudh=|,σπουδή,noun,w)ne/ontai,ὠνέομαι,verb,to\n,ὁ,article,margari/thn,μαργαρίτης,adjective,dh\,δή,particle,ta\n,ὁ,article,qala/ssion,θαλάσσιος,adjective,ou(/tw,οὕτως,adverb,th=|,ὁ,article,*)indw=n,Ἰνδή,proper,glw/ssh|,γλῶσσα,noun,kaleo/menon,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,ga\r,γάρ,particle,*(hrakle/a,Ἡράκλεα,proper,w(s,ὡς,conjunction,kalo/n,καλός,noun,oi(,ἕ,pronoun,e)fa/nh,φαίνω,verb,to\,ὁ,article,fo/rhma,φόρημα,noun,e)k,ἐκ,preposition,pa/shs,πᾶς,adjective,qala/sshs,e)s,th\n,ὁ,article,*)indw=n,dunagine/ein,,,to\n,ὁ,article,margari/thn,μαργαρίτης,adjective,θάλασσα,noun,εἰς,preposition,Ἰνδή,proper,dh\,δή,particle,tou=ton,οὗτος,pronoun,th=|,ὁ,article,qugatri\,θυγάτηρ,adjective,th=|,ὁ,article,e(wutou=,ἑαυτοῦ,pronoun,ei)=nai,εἰμί,verb,ko/smon,κόσμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,le/gei,λέγω,verb,*megasqe/nhs,Μεγασθένης,proper,qhreu/esqai,θηρεύω,verb,au)tou=,αὐτός,pronoun,th\n,ὁ,article,ko/gxhn,κόγχη,noun,diktu/oisi,δίκτυον,noun,ne/mesqai,νέμω,verb,de\,δέ,particle,kata\,κατά,preposition,twu)to\,polla\s,ko/gxas,κόγχη,noun,kata/per,ta\s,ὁ,article,meli/ssas,μέλισσα,noun,,,,αὐτός,pronoun,πολύς,adjective,καθά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)=nai,εἰμί,verb,ga\r,γάρ,particle,kai\,καί,conjunction,toi=si,ὁ,article,margari/th|si,μαργαρίτης,adjective,basile/a,βασιλεύς,noun,h)\,ἠέ,conjunction,basi/lissan,βασιλίζω,verb,w(s,ὡς,conjunction,th=|si,ὁ,article,meli/ssh|si,,,,,,,,,,,,,,,μέλισσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(/stis,ὅστις,pronoun,me\n,μέν,particle,e)kei=non,ἐκεῖνος,pronoun,kat',κατά,preposition,e)pituxi/hn,ἐπιτυχία,noun,sulla/boi,συλλαμβάνω,verb,tou=ton,οὗτος,pronoun,me\n,μέν,particle,eu)pete/ws,εὐπετής,adverb,periba/llein,περιβάλλω,verb,kai\,to\,a)/llo,ἄλλος,adjective,smh=nos,tw=n,ὁ,article,margarite/wn,μαργαρίτης,adjective,,,,καί,conjunction,ὁ,article,σμῆνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,diafu/goi,διαφεύγω,verb,sfa=s,σφεῖς,pronoun,o(,ὁ,article,basileu/s,βασιλεύς,noun,tou/toisi,οὗτος,pronoun,de\,δέ,particle,ou)ke/ti,οὐκέτι,adverb,qhratou\s,θηρατός,adjective,ei)=nai,εἰμί,verb,tou\s,a)/llous,,,,,,,,,,,,,,ὁ,article,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,e(lo/ntas,αἱρέω,verb,de\,δέ,particle,periora=n,περιοράω,verb,katasaph=nai/,κατασήπω,verb,sfisi,σφεῖς,pronoun,th\n,ὁ,article,sa/rka,σάρξ,adjective,tw=|,ὁ,article,de\,δέ,particle,o)ste/w|,ὀστέον,noun,e)s,ko/smon,xra=sqai,χράομαι,verb,,,,,,,,,,,εἰς,preposition,κόσμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)=nai,εἰμί,verb,ga\r,γάρ,particle,kai\,καί,conjunction,par',παρά,preposition,*)indoi=si,Ἰνδός,proper,to\n,ὁ,article,margari/thn,μαργαρίτης,adjective,trista/sion,τριστάσιος,adjective,kata\,κατά,preposition,timh\n,τιμή,noun,pro\s,xrusi/on,to\,ὁ,article,a)/pefqon,kai\,καί,conjunction,tou=to,οὗτος,pronoun,e)n,ἐν,preposition,πρός,preposition,χρυσίον,noun,ἄπεφθος,adjective,th=|,ὁ,article,*)indw=n,Ἰνδή,proper,gh=|,γῆ,noun,o)russo/menon,ὀρύσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,th=|,ὁ,article,xw/rh|,χώρα,noun,tau/th|,οὗτος,pronoun,i(/na,ἵνα,conjunction,e)basi/leusen,βασιλεύω,verb,h(,ὁ,article,quga/thr,θυγάτηρ,adjective,tou=,ὁ,article,*(hrakle/os,,,ta\s,me\n,gunai=kas,γυνή,noun,e(ptae/teas,e)ou/sas,εἰμί,verb,e)s,εἰς,preposition,w(/rhn,ὥρα,adjective,ὁ,article,μέν,particle,ἑπταέτης,noun,ga/mou,γάμος,adjective,i)e/nai,εἶμι,verb,tou\s,ὁ,article,de\,δέ,particle,a)/ndras,ἀνήρ,noun,tessara/konta,τεσσαράκοντα,adjective,e)/tea,ἔτης,noun,ta\,ὁ,article,plei=sta,πλεῖστος,adjective,biw/skesqai,βιώσκομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,u(pe\r,ὑπέρ,preposition,tou/tou,οὗτος,pronoun,lego/menon,λέγω,verb,lo/gon,λόγος,noun,ei)=nai,εἰμί,verb,para\,παρά,preposition,*)indoi=sin,Ἰνδός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(hrakle/a,Ἡράκλεα,proper,o)yigo/nou,ὀψίγονος,adjective,oi(,ἕ,pronoun,genome/nhs,γίγνομαι,verb,th=s,ὁ,article,paido/s,παῖς,adjective,e)pei/,ἐπεί,conjunction,te,τε,particle,dh\,δή,particle,e)ggu\s,ἐγγύς,adverb,e)/maqen,μανθάνω,verb,e(wutw=|,e)ou=san,th\n,ὁ,article,teleuth/n,ou)k,οὐ,adverb,e)/xonta,ἔχω,verb,o(/tw|,ὅστις,pronoun,ἑαυτοῦ,pronoun,εἰμί,verb,τελευτή,noun,a)ndri\,ἀνδρίς,noun,e)kdw=|,ἐκδίδωμι,verb,th\n,ὁ,article,pai=da,παῖς,adjective,e(wutou=,ἑαυτοῦ,pronoun,e)paci/w|,ἐπάξιος,adjective,au)to\n,αὐτός,pronoun,migh=nai,μίγνυμι,verb,th=|,ὁ,article,paidi\,παῖς,adjective,e(ptae/tei+,ἑπταετής,adjective,e)ou/sh|,εἰμί,verb,w(s,ὡς,conjunction,ge/nos,γένος,noun,e)c,ἐκ,preposition,ou(=,ἕ,pronoun,te,τε,particle,ka)kei/nhs,ἐκεῖνος,pronoun,u(polei/pesqai,ὑπολείπω,verb,*)indw=n,Ἰνδή,proper,basile/as,βασιλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poih=sai,ποιέω,verb,w)=n,οὖν,particle,au)th\n,αὐτός,pronoun,*(hrakle/a,Ἡράκλεα,proper,w(rai/hn,ὡραῖος,adjective,ga/mou,γάμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)k,ἐκ,preposition,tou=de,ὅδε,pronoun,a(/pan,ἅπας,adjective,to\,ὁ,article,ge/nostou=to,,,o(/tou,ὅστις,pronoun,h(,ὁ,article,*pandai/h,,,u(ph=rce,ὑπάρχω,verb,twu)to\n,αὐτός,pronoun,tou=to,ge/ras,e)/xein,ἔχω,verb,para\,*(hrakle/os,,,,,,,,,οὗτος,pronoun,γέρας,adjective,παρά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,de\,δέ,particle,doke/ei,δοκέω,verb,ei)/per,εἴπερ,conjunction,w)=n,οὖν,particle,ta\,ὁ,article,e)s,εἰς,preposition,toso/nde,τοσόσδε,adjective,a)/topa,ἄτοπος,adjective,*(hrakle/hs,Ἡράκλεα,proper,oi(=o/s,οἷος,adjective,te,h)=n,e)cerga/zesqai,ἐξεργάζομαι,verb,ka)/n,e(wuto\n,ἑαυτοῦ,pronoun,a)pofh=nai,ἀποφαίνω,verb,makrobiw/teron,μακρόβιος,adjective,τε,particle,εἰμί,verb,κἀν,conjunction,w(s,ὡς,conjunction,w(rai/h|,ὡραῖος,adjective,migh=nai,μίγνυμι,verb,th=|,ὁ,article,paidi/,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ga\r,γάρ,particle,ei),εἰ,conjunction,ta\,ὁ,article,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,w(/rhs,ὥρα,adjective,tw=n,ὁ,article,tau/th|,οὗτος,pronoun,pai/dwn,παῖς,adjective,a)treke/a,ἀτρεκής,adjective,e)s,twu)to\n,fe/rein,φέρω,verb,doke/ei,e)/moige,ἐγώ,pronoun,e)s,εἰς,preposition,o(/,ὅς,pronoun,εἰς,preposition,αὐτός,pronoun,δοκέω,verb,ti,τις,pronoun,per,πέρ,particle,kai\,καί,conjunction,to\,ὁ,article,u(pe\r,ὑπέρ,preposition,tw=n,ὁ,article,a)ndrw=n,ἀνήρ,noun,th=s,ὁ,article,h(liki/hs,ἡλικία,noun,o(/ti,ὅστις,pronoun,tessarakontou/tees,,,a)poqnh/skousin,ἀποθνήσκω,verb,oi(,ὁ,article,presbu/tatoi,πρέσβυς,noun,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(=s,,,ga\r,γάρ,particle,to/,ὁ,article,te,τε,particle,gh=ras,γῆρας,noun,tosw=|de,τοσόσδε,adjective,taxu/teron,ταχύς,adjective,e)pe/rxetai,ἐπέρχομαι,verb,kai\,καί,conjunction,o(,ὁ,article,qa/natos,θάνατος,adjective,o(mou=,tw=|,gh/rai+,γῆρας,noun,pa/ntws,kou,πού,adverb,kai\,καί,conjunction,h(,ὁ,article,ὁμοῦ,adverb,ὁ,article,πάντως,adverb,a)kmh\,ἀκμή,noun,pro\s,πρός,preposition,lo/gon,λόγος,noun,tou=,ὁ,article,te/leos,τέλος,noun,taxute/rh,ταχύς,adjective,e)panqe/ei,ἐπανθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,triakontou/tees,τριακονταετής,adjective,me\n,μέν,particle,w)moge/rontes,ὠμογέρων,noun,a)/n,ἄν,particle,kou,πού,adverb,ei)=en,εἰμί,verb,au)toi=sin,αὐτός,pronoun,oi(,ὁ,article,a)/ndres,ἀνήρ,noun,ei)/kosi,εἴκοσι,verb,de\,e)/tea,gegono/tes,γίγνομαι,verb,oi(,e)/cw,ἔξω,adverb,h(/bhs,ἥβη,noun,nehni/skoi,νεανίσκος,noun,δέ,particle,ἔτης,noun,ὁ,article,h(,ὁ,article,de\,δέ,particle,a)krota/th,ἄκρος,adjective,h(/bh,ἥβη,noun,a)mfi\,ἀμφί,preposition,ta\,ὁ,article,pentekai/deka,πεντεκαίδεκα,noun,e)/tea,ἔτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,th=|si,ὁ,article,gunaici\n,γυνή,noun,w(/rh,ὥρα,adjective,ga/mou,γάμος,adjective,kata\,κατά,preposition,lo/gon,λόγος,noun,a)/n,ἄν,particle,e)s,εἰς,preposition,ta\,ὁ,article,e(pta\,ἑπτά,noun,e)/tea,sumbai/noi,,,,,,,,,,,,,,ἔτης,noun,συμβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,tou\s,ὁ,article,karpou\s,καρπός,noun,e)n,ἐν,preposition,tau/th|,οὗτος,pronoun,th=|,ὁ,article,xw/rh|,χώρα,noun,pepai/nesqai/,πεπαίνω,verb,te,τε,particle,taxu/teron,ταχύς,adjective,tw=n,a)/llh|,w(uto\s,αὐτός,pronoun,ou(=tos,*megasqe/nhs,Μεγασθένης,proper,a)ne/graye,ἀναγράφω,verb,kai\,καί,conjunction,ὁ,article,ἄλλῃ,adverb,οὗτος,pronoun,fqi/nein,φθίω,verb,taxu/teron,ταχύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,me\n,μέν,particle,dh\,δή,particle,*dionu/sou,Διόνυσος,proper,basile/as,βασιλεύς,noun,h)ri/qmeon,ἀριθμέω,verb,*)indoi\,Ἰνδός,proper,e)s,εἰς,preposition,*sandra/kotton,,,trei=s,τρέω,verb,kai\,καί,conjunction,penth/konta,kai\,e(kato/n,ἑκατόν,noun,e)/tea,de\,δέ,particle,du/o,δύο,adjective,kai\,καί,conjunction,πεντήκοντα,verb,καί,conjunction,ἔτης,noun,tessara/konta,τεσσαράκοντα,adjective,kai\,καί,conjunction,e(cakisxi/lia,ἑξακισχίλιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
