word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS
*danao\s,Δαναός,proper,de\,δέ,particle,a(/ma,ἅμα,adverb,me\n,μέν,particle,a)pistw=n,ἀπιστέω,verb,au)tw=n,αὐτός,pronoun,toi=s,ὁ,article,e)pagge/lmasin,ἐπάγγελμα,noun,a(/ma,ἅμα,adverb,de\,δέ,particle,kai\,καί,conjunction,mnhsikakw=n,μνησικακέω,verb,peri\,περί,preposition,th=s,ὁ,article,fugh=s,φυγή,noun,w(molo/gei,ὁμολογέω,verb,tou\s,ὁ,article,ga/mous,γάμος,adjective,kai\,καί,conjunction,dieklh/rou,διακληρόω,verb,ta\s,ὁ,article,ko/ras,κόρη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(upermnh/stran,Ὑπερμνήστρη,proper,me\n,μέν,particle,ou)=n,οὖν,particle,th\n,ὁ,article,presbute/ran,πρέσβυς,noun,e)cei=lon,ἐξαιρέω,verb,*lugkei=,Λυγκεύς,proper,kai\,καί,conjunction,*gorgofo/nhn,Γοργοφόνη,proper,*prwtei=,Πρωτεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,ga\r,γάρ,particle,e)k,ἐκ,preposition,basili/dos,βασιλίς,noun,gunaiko\s,γυνή,noun,*)argufi/hs,Ἀργυφίη,proper,e)gego/neisan,γίγνομαι,verb,*ai)gu/ptw|,Αἴγυπτος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,loipw=n,λοιπός,adjective,e)/laxon,λαγχάνω,verb,*bou/siris,Βούσιρις,proper,me\n,μέν,particle,kai\,καί,conjunction,*)egke/lados,Ἐγκέλαδος,proper,kai\,καί,conjunction,*lu/kos,Λύκος,proper,kai\,καί,conjunction,*dai/+frwn,Δαΐφρων,proper,ta\s,ὁ,article,*danaw=|,Δαναός,proper,gennhqei/sas,γεννάω,verb,e)c,ἐκ,preposition,*eu)rw/phs,Εὐρώπη,proper,*au)toma/thn,Αὐτομάτη,proper,*)amumw/nhn,Ἀμυμώνη,proper,*)agauh\n,Ἀγαυή,proper,*skaih/n,Σκαίη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(=tai,οὗτος,pronoun,de\,δέ,particle,e)k,ἐκ,preposition,basili/dos,βασιλίς,noun,e)ge/nonto,γίγνομαι,verb,*danaw=|,Δαναός,proper,e)k,ἐκ,preposition,de\,δέ,particle,*)elefanti/dos,Ἐλεφαντίς,proper,*gorgofo/nh,Γοργοφόνη,proper,kai\,καί,conjunction,*(upermnh/stra,Ὑπερμνήστρη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/istros,Ἴστρος,proper,de\,δέ,particle,*(ippoda/meian,Ἱπποδάμεια,proper,*xalkw/dwn,Χαλκώδων,proper,*(rodi/an,,,*)agh/nwr,Ἀγήνωρ,proper,*kleopa/tran,Κλεοπάτρη,proper,*xai=tos,Χαῖτος,proper,*)asteri/an,Ἀστερίη,proper,*diokorusth\s,Διοκορυστής,proper,*(ippodamei/an,Ἱπποδαμείη,proper,*)/alkhs,Ἄλκης,proper,*glau/khn,Γλαύκη,proper,*)alkmh/nwr,Ἀλκμήνωρ,proper,*(ippome/dousan,Ἱππομεδούσα,proper,*(ippo/qoos,Ἱππόθοος,proper,*go/rghn,Γόργη,proper,*eu)xh/nwr,Εὐχήνωρ,proper,*)ifime/dousan,Ἰφιμεδούσα,proper,*(ippo/lutos,Ἱππόλυτος,proper,*(ro/dhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,me\n,μέν,particle,oi(,ὁ,article,de/ka,δέκα,verb,e)c,ἐκ,preposition,*)arabi/as,Ἀράβιος,proper,gunaiko/s,γυνή,noun,ai(,ὁ,article,de\,δέ,particle,parqe/noi,παρθένος,noun,e)c,ἐκ,preposition,*(amadrua/dwn,Ἁμαδρυάδες,proper,numfw=n,νύμφη,noun,ai(,ὁ,article,me\n,μέν,particle,*)atlantei/hs,Ἀτλάντειος,proper,ai(,ὁ,article,de\,δέ,particle,e)k,ἐκ,preposition,*foi/bhs,Φοίβη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)agapto/lemos,Ἀγαπτόλεμος,proper,de\,δέ,particle,e)/laxe,λαγχάνω,verb,*peirh/nhn,Πειρήνη,proper,*kerke/ths,Κερκέτης,proper,de\,δέ,particle,*dw/rion,Δώριος,proper,*eu)ruda/mas,Εὐρυδάμας,proper,*fa/rtin,Φάρτις,proper,*ai)/gios,Αἴγιος,proper,*mnh/stran,Μνήστρη,proper,*)/argios,Ἄργος,proper,*eu)i/pphn,Εὐίππη,proper,*)arxe/laos,Ἀρχέλαος,proper,*)anacibi/hn,Ἀναξιβίη,proper,*mene/maxos,Μενέμαχος,proper,*nhlw/,Νηλώ,proper,oi(,ἕ,pronoun,me\n,μέν,particle,e(pta\,ἑπτά,noun,e)k,ἐκ,preposition,*foini/sshs,Φοῖνιξ,proper,gunaiko/s,γυνή,noun,ai(,ὁ,article,de\,δέ,particle,parqe/noi,παρθένος,noun,*ai)qiopi/dos,Αἰθίοψ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)klhrwti\,ἀκληρωτί,adverb,de\,δέ,particle,e)/laxon,λαγχάνω,verb,di',διά,preposition,o(mwnumi/an,ὁμωνυμία,noun,ta\s,ὁ,article,*me/mfidos,Μέμφις,proper,oi(,ὁ,article,e)k,ἐκ,preposition,*turi/as,Τύριος,proper,*kleito\s,Κλειτός,proper,*kleith/n,Κλειτή,proper,*sqe/nelos,Σθένελος,proper,*sqene/lhn,Σθένελη,proper,*xru/sippos,Χρύσιππος,proper,*xrusi/pphn,Χρυσίππη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,e)k,ἐκ,preposition,*kalia/dnhs,Καλιάδνη,proper,nhi/dos,Ναιάς,proper,nu/mfhs,νύμφη,noun,pai=des,παῖς,adjective,dw/deka,δώδεκα,adjective,e)klhrw/santo,κληρόω,verb,peri\,περί,preposition,tw=n,ὁ,article,e)k,ἐκ,preposition,*polucou=s,Πολυξώ,proper,nhi/dos,Ναιάς,proper,nu/mfhs,νύμφη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=san,εἰμί,verb,de\,δέ,particle,oi(,ἕ,pronoun,me\n,μέν,particle,pai=des,παῖς,adjective,*eu)ru/loxos,Εὐρύλοχος,proper,*fa/nths,Φάντης,proper,*perisqe/nhs,Περισθένης,proper,*(/ermos,Ἕρμος,proper,*dru/as,Δρύας,proper,*potamw\n,Ποταμών,proper,*kisseu\s,Κισσεύς,proper,*li/cos,Λίξος,proper,*)/imbros,Ἴμβρος,proper,*bromi/os,Βρομίος,proper,*polu/ktwr,Πολύκτωρ,proper,*xqoni/os,Χθονίος,proper,ai(,ὁ,article,de\,δέ,particle,ko/rai,κόρη,noun,*au)tono/h,Αὐτονόη,proper,*qeanw\,Θεανώ,proper,*)hle/ktra,Ἠλέκτρη,proper,*kleopa/tra,Κλεοπάτρη,proper,*eu)rudi/kh,Εὐρυδίκη,proper,*glauki/pph,Γλαυκίππη,proper,*)anqh/leia,Ἀνθηλεία,proper,*kleodw/rh,Κλεοδώρη,proper,*eu)i/pph,Εὐίππη,proper,*)eratw\,Ἐρατός,proper,*stu/gnh,Στύγνη,proper,*bru/kh,Βρύκη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,e)k,ἐκ,preposition,*gorgo/nos,Γοργώ,proper,*ai)gu/ptw|,Αἴγυπτος,proper,geno/menoi,γίγνομαι,verb,e)klhrw/santo,κληρόω,verb,peri\,περί,preposition,tw=n,ὁ,article,e)k,ἐκ,preposition,*pieri/as,Πιερία,proper,kai\,καί,conjunction,lagxa/nei,λαγχάνω,verb,*peri/fas,Περίφας,proper,me\n,μέν,particle,*)aktai/hn,Ἀκταίη,proper,*oi)neu\s,Οἰνεύς,proper,de\,δέ,particle,*poda/rkhn,Ποδάρκης,proper,*ai)/guptos,Αἴγυπτος,proper,*diwci/pphn,Διωξίππη,proper,*mena/lkhs,Μενάλκης,proper,*)adi/thn,Ἀδίτη,proper,*la/mpos,Λάμπος,proper,*)wkupe/thn,Ὠκυπέτη,proper,*)/idmwn,Ἴδμων,proper,*pula/rghn,Πυλάργη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,de/,δέ,particle,ei)si,εἰμί,verb,new/tatoi,νέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/idas,Ἴδη,proper,*(ippodi/khn,Ἱπποδίκη,proper,*dai/+frwn,Δαΐφρων,proper,*)adia/nthn,Ἀδιάντη,proper,au(=tai,οὗτος,pronoun,de\,δέ,particle,e)k,ἐκ,preposition,mhtro\s,μήτηρ,noun,e)ge/nonto,γίγνομαι,verb,*(/ershs),ἕρση,noun,*pandi/wn,Πάνδια,proper,*kallidi/khn,Καλλιδίκη,proper,*)/arbhlos,Ἄρβηλος,proper,*oi)/mhn,Οἴμη,proper,*(upe/rbios,Ὑπέρβιος,proper,*kelainw/,Κελαινώ,proper,*(ippokorusth\s,Ἱπποκορυστής,proper,*(uperi/pphn,Ὑπερίππη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,e)c,ἐκ,preposition,*(hfaisti/nhs,Ἡφαιστίνη,proper,ai(,ὁ,article,de\,δέ,particle,e)k,ἐκ,preposition,*krinou=s,Κρινώ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,e)klhrw/santo,κληρόω,verb,tou\s,ὁ,article,ga/mous,γάμος,adjective,e(stia/sas,ἑστιάω,verb,e)gxeiri/dia,ἐγχειρίδιον,noun,di/dwsi,δίδωμι,verb,tai=s,ὁ,article,qugatra/sin,θυγάτηρ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,koimwme/nous,κοιμάω,verb,tou\s,ὁ,article,numfi/ous,νυμφίος,adjective,a)pe/kteinan,ἀποκτείνω,verb,plh\n,πλήν,preposition,*(upermnh/stras,Ὑπερμνήστρη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
