word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/76/lemma/@_entry,word/76/lemma/@_POS,word/89/lemma/@_entry,word/89/lemma/@_POS
w(s,ὡς,conjunction,d',δέ,particle,ou)/te,fo/nos,φόνος,noun,a)/llos,ἄλλος,adjective,ou)/q',οὔτε,adverb,a(rpagh/,tinos,τις,pronoun,e)gi/neto,γίγνομαι,verb,tw=n,ὁ,article,keime/nwn,κεῖμαι,verb,qarrou=ntes,θαρσέω,verb,a)ne/bainon,ἀναβαίνω,verb,oi(/,ἕ,pronoun,te,bouleutai\,βουλευτής,noun,kai\,καί,conjunction,tw=n,ὁ,article,dhmotw=n,δημότης,noun,polloi\,πολύς,adjective,pro\s,πρός,preposition,tou\s,ὁ,article,a)/ndras,ἀνήρ,noun,ei)s,οὔτε,adverb,ἁρπαγή,noun,τε,particle,εἰς,preposition,to\,ὁ,article,*kapetw/lion,Καπετώλιον,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(qroisqe/ntos,ἀθροίζω,verb,de\,δέ,particle,tou=,plh/qous,πλῆθος,noun,diele/xqh,διαλέγω,verb,*brou=tos,,,e)pagwga\,tou=,ὁ,article,dh/mou,δῆμος,noun,kai\,καί,conjunction,pre/ponta,πρέπω,verb,toi=s,ὁ,article,pepragme/nois,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἐπαγωγός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)painou/ntwn,ἐπαινέω,verb,de\,δέ,particle,kai\,katie/nai,κάτειμι,verb,bow/ntwn,βάζω,verb,qarrou=ntes,θαρσέω,verb,kate/bainon,ei)s,εἰς,preposition,a)gora/n,ἀγορά,noun,oi(,ἕ,pronoun,me\n,μέν,particle,a)/lloi,ἄλλος,adjective,sunepo/menoi,συνέπομαι,verb,met',μετά,preposition,a)llh/lwn,*brou=ton,,,de\,δέ,particle,polloi\,πολύς,adjective,tw=n,ὁ,article,e)pifanw=n,ἐπιφαίνω,verb,perie/pontes,περιέπω,verb,e)n,ἐν,preposition,me/sw|,μέσος,adjective,pa/nu,καί,conjunction,καταβαίνω,verb,ἀλλήλων,pronoun,πάνυ,adverb,lamprw=s,λαμπρός,adjective,kath=gon,κατάγω,verb,a)po\,ἀπό,preposition,th=s,ὁ,article,a)/kras,ἄκρος,adjective,kai\,καί,conjunction,kate/sthsan,καθίστημι,verb,e)pi\,ἐπί,preposition,tw=n,ὁ,article,e)mbo/lwn,ἔμβολον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,de\,δέ,particle,th\n,o)/yin,ὄψις,noun,oi(,ὁ,article,polloi/,πολύς,adjective,kai/per,miga/des,μιγάς,noun,o)/ntes,εἰμί,verb,kai\,καί,conjunction,pareskeuasme/noi,παρασκευάζω,verb,qorubei=n,θορυβέω,verb,die/tresan,διατρέω,verb,kai\,καί,conjunction,to\,me/llon,μέλλω,verb,e)de/xonto,δέχομαι,verb,ko/smw|,κόσμος,noun,kai\,καί,conjunction,siwph=|,σιωπή,noun,,,,,,,,,,,ὁ,article,καίπερ,particle,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proelqo/ntos,προέρχομαι,verb,d',δέ,particle,au)tou=,pa/ntes,πᾶς,adjective,h(suxi/an,ἡσυχία,noun,tw=|,ὁ,article,lo/gw|,pare/sxon,παρέχω,verb,o(/ti,ὅστις,pronoun,d',δέ,particle,ou),οὐ,adverb,pa=si,πᾶς,adjective,pro\s,πρός,preposition,h(donh\n,ἡδονά,noun,e)gego/nei,to\,ὁ,article,e)/rgon,ἔργον,noun,e)dh/lwsan,δηλόω,verb,a)rcame/nou,ἄρχω,verb,le/gein,λέγω,verb,*ki/nna,κίννα,noun,kai\,καί,conjunction,kathgorei=n,κατηγορέω,verb,*kai/saros,αὐτός,pronoun,λόγος,noun,γίγνομαι,verb,Καῖσαρ,proper,a)narrhgnu/menoi,ἀναρρήγνυμι,verb,pro\s,πρός,preposition,o)rgh\n,ὀργή,noun,kai\,καί,conjunction,kakw=s,κακός,adjective,to\n,ὁ,article,*ki/nnan,κίννα,noun,le/gontes,λέγω,verb,w(/ste,ὥστε,conjunction,pa/lin,πάλιν,adverb,tou\s,ὁ,article,a)/ndras,ἀνήρ,noun,ei)s,εἰς,preposition,to\,ὁ,article,*kapetw/lion,Καπετώλιον,proper,a)pelqei=n,ἀπέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqa,ἔνθα,adverb,dh\,δή,particle,dediw\s,poliorki/an,πολιορκία,noun,o(,ὁ,article,*brou=tos,,,a)pe/pempe,tou\s,ὁ,article,a)ri/stous,ἄριστος,adjective,tw=n,ὁ,article,sunanaba/ntwn,συναναβαίνω,verb,ou)k,οὐ,adverb,a)ciw=n,ἀξιάω,verb,th=s,ὁ,article,ai)ti/as,mh\,μή,conjunction,mete/xontas,μετέχω,verb,au)tou\s,αὐτός,pronoun,sunupodu/esqai,συνυποδύομαι,verb,to\n,ὁ,article,ki/ndunon,κίνδυνος,noun,,,,,,,,δείδω,verb,ἀποπέμπω,verb,αἰτία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,a)lla\,th=|,ὁ,article,u(sterai/a|,ὑστεραῖος,adjective,th=s,ὁ,article,boulh=s,sunelqou/shs,συνέρχομαι,verb,ei)s,εἰς,preposition,to\,ὁ,article,th=s,ὁ,article,*gh=s,Γαῖα,proper,i(ero/n,ἱερόν,noun,*)antwni/ou,Ἀντώνιος,proper,de\,kai\,καί,conjunction,*pla/gkou,,,kai\,καί,conjunction,*kike/rwnos,,,ei)po/ntwn,εἶπον,verb,peri\,περί,preposition,a)mnhsti/as,ἀμνηστία,noun,kai\,καί,conjunction,o(monoi/as,ἀλλά,adverb,βουλεύς,noun,δέ,particle,ὁμόνοια,noun,e)/doce,δοκέω,verb,mh\,μή,conjunction,mo/non,μόνος,adjective,a)/deian,ἄδεια,noun,ei)=nai,εἰμί,verb,toi=s,ὁ,article,a)ndra/sin,ἀνήρ,noun,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,gnw/mhn,γνώμη,noun,u(pe\r,ὑπέρ,preposition,timw=n,τιμή,noun,proqei=nai,προτίθημι,verb,tou\s,ὁ,article,u(pa/tous,ὕπατος,adjective,kai\,καί,conjunction,tau=t',οὗτος,pronoun,e)piyhfisa/menoi,ἐπιψηφίζω,verb,dielu/qhsan,διαλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)antwni/ou,Ἀντώνιος,proper,de\,δέ,particle,to\n,ui(o\n,υἱός,noun,ei)s,εἰς,preposition,to\,ὁ,article,*kapetw/lion,o(mhreu/sonta,ὁμηρεύω,verb,pe/myantos,πέμπω,verb,kath=lqon,κατέρχομαι,verb,oi(,ὁ,article,peri\,περί,preposition,*brou=ton,,,a)spasmoi/,ἀσπασμός,noun,te,kai\,καί,conjunction,deciw/seis,δεξίωσις,noun,e)ge/nonto,γίγνομαι,verb,pa/ntwn,πᾶς,adjective,a)nameixqentwn,,,,,,,,,,,,,ὁ,article,Καπετώλιον,proper,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*ka/ssion,Κάσσιος,proper,me\n,*)antw/nios,Ἀντώνιος,proper,ei(sti/a,ἑστιάω,verb,paralabw/n,παραλαμβάνω,verb,*brou=ton,de\,δέ,particle,*le/pidos,,,tou\s,ὁ,article,de\,δέ,particle,a)/llous,ἄλλος,adjective,w(/s,ὡς,conjunction,tis,τις,pronoun,ei)=xe,pro\s,πρός,preposition,e(/kaston,ἕκαστος,adjective,h)\,ἠέ,conjunction,sunhqei/as,συνήθεια,noun,h)\,ἠέ,conjunction,filofrosu/nhs,φιλοφροσύνη,noun,,,,,,,,μέν,particle,,,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/ma,ἅμα,adverb,d',δέ,particle,h(me/ra|,pa/lin,πάλιν,adverb,sunelqo/ntes,συνέρχομαι,verb,oi(,ὁ,article,bouleutai\,prw=ton,πρότερος,adjective,me\n,μέν,particle,*)antwni/w|,Ἀντώνιος,proper,tima\s,τιμή,noun,e)/dosan,δίδωμι,verb,w(s,ὡς,conjunction,katapau/santi,καταπαύω,verb,pole/mwn,e)mfuli/wn,ἐμφύλιος,adjective,a)rxh/n,ἀρχή,noun,e)/peita,ἔπειτα,adverb,tw=n,ὁ,article,peri\,περί,preposition,*brou=ton,,,h)=san,εἰμί,verb,e)/painoi,ἔπαινος,noun,tw=n,ἡμέρα,noun,βουλευτής,noun,πόλεμος,noun,ὁ,article,paro/ntwn,πάρειμι,verb,kai\,καί,conjunction,te/los,τέλος,noun,e)parxiw=n,ἐπαρχία,noun,dianomai/,διανομή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*brou/tw|,,,me\n,μέν,particle,ga\r,e)yhfi/santo,ψηφίζομαι,verb,*krh/thn,Κρήτη,proper,*kassi/w|,Κάσσιος,proper,de\,*libu/hn,Λιβύη,proper,*trebwni/w|,,,de\,δέ,particle,*)asi/an,Ἄσιος,proper,kai\,καί,conjunction,*ki/mbrw|,,,*biquni/an,Βιθυνίη,proper,tw=|,d',δέ,particle,e(te/rw|,ἕτερος,adjective,*brou/tw|,,,th\n,ὁ,article,peri\,περί,preposition,to\n,ὁ,article,*)hridano\n,Ἠριδανός,proper,*galati/an,Γαλατίη,proper,,γάρ,particle,δέ,particle,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tau=ta,peri\,περί,preposition,tw=n,ὁ,article,*kai/saros,Καῖσαρ,proper,diaqhkw=n,kai\,καί,conjunction,tafh=s,ταφεύς,noun,au)tou=,αὐτός,pronoun,lo/gwn,λόγος,noun,e)mpeso/ntwn,ἐμπίτνω,verb,kai\,καί,conjunction,tw=n,ὁ,article,peri\,to\n,ὁ,article,*)antw/nion,Ἀντώνιος,proper,a)ciou/ntwn,ἀξιόω,verb,ta/s,ὁ,article,te,τε,particle,diaqh/kas,διαθήκη,noun,a)nagnwsqh=nai,ἀναγιγνώσκω,verb,kai\,καί,conjunction,tou=,οὗτος,pronoun,διαθήκη,noun,περί,preposition,ὁ,article,sw/matos,σῶμα,adjective,e)kfora\n,ἐκφορά,noun,gene/sqai,γίγνομαι,verb,mh\,μή,conjunction,kekrumme/nhn,κρύπτω,verb,mhd',μηδέ,particle,a)/timon,ἄτιμος,adjective,w(s,ὡς,conjunction,mh\,μή,conjunction,kai\,καί,conjunction,tou=to,οὗτος,pronoun,parocu/nh|,παροξύνω,verb,to\n,ὁ,article,dh=mon,δῆμος,noun,*ka/ssios,Κάσσιος,proper,me\n,μέν,particle,i)sxurw=s,ἰσχυρός,adjective,a)nte/legen,ἀντιλέγω,verb,ei)=ce,εἴκω,verb,de\,δέ,particle,*brou=tos,,,kai\,καί,conjunction,sunexw/rhse,συγχωρέω,verb,deu/teron,δεύτερος,adjective,a(martei=n,ἁμαρτάνω,verb,tou=to,οὗτος,pronoun,do/cas,δοκέω,verb,kai\,καί,conjunction,ga\r,γάρ,particle,*)antwni/ou,Ἀντώνιος,proper,feisa/menos,φείδομαι,verb,ai)ti/an,αἰτία,noun,e)/sxen,ἔχω,verb,e)piteixi/sai,ἐπιτειχίζω,verb,th=|,ὁ,article,sunwmosi/a|,συνωμοσία,adjective,baru\n,βαρύς,adjective,kai\,καί,conjunction,du/smaxon,δύσμαχος,adjective,pole/mion,πολέμιος,adjective,kai\,καί,conjunction,ta\,ὁ,article,peri\,περί,preposition,th\n,ὁ,article,tafh\n,ταφή,noun,o(\n,ὅς,pronoun,o(,ὁ,article,*)antw/nios,Ἀντώνιος,proper,h)ci/ou,ἀξιόω,verb,tro/pon,τρόπος,noun,e)a/sas,ἀίω,verb,gene/sqai,γίγνομαι,verb,tou=,panto\s,πᾶς,adjective,sfalh=nai,σφάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,
prw=ton,πρότερος,adjective,me\n,μέν,particle,ga\r,e)n,ἐν,preposition,tai=s,ὁ,article,diaqh/kais,διαθήκη,noun,dedome/nwn,kat',κατά,preposition,a)/ndra,ἀνήρ,noun,*(rwmai/ois,,,pa=si,πᾶς,adjective,draxmw=n,δραχμή,noun,e(bdomh/konta,ἑβδομήκοντα,verb,pe/nte,πέντε,adverb,kai\,tw=|,ὁ,article,dh/mw|,δῆμος,noun,tw=n,ὁ,article,pe/ran,πέρα,adjective,tou=,ὁ,article,potamou=,ποταμός,noun,kh/pwn,κῆπος,noun,a)poleleimme/nwn,ἀπολείπω,verb,ou(=,γάρ,particle,δίδωμι,verb,καί,conjunction,ἕ,pronoun,nu=n,νῦν,adverb,e)sti,εἰμί,verb,*tu/xhs,Τύχη,proper,i(ero/n,ἱερόν,noun,eu)/noia,εὔνοια,noun,qaumasth\,θαυμαστός,adjective,kai\,καί,conjunction,po/qos,πόθος,noun,au)tou=,αὐτός,pronoun,tou\s,ὁ,article,poli/tas,πολίτης,noun,ei(=len,αἱρέω,verb,e)/peita,ἔπειτα,adverb,tou=,ὁ,article,sw/matos,σῶμα,adjective,ei)s,εἰς,preposition,th\n,ὁ,article,a)gora\n,ἀγορά,noun,komisqe/ntos,κομίζω,verb,*)antw/nios,Ἀντώνιος,proper,e)/painon,ἔπαινος,noun,w(/sper,ὥσπερ,adverb,e)/qos,ἔθος,noun,e)sti\,εἰμί,verb,diecelqw/n,διεξέρχομαι,verb,kai\,καί,conjunction,ta\,ὁ,article,plh/qh,πλῆθος,noun,kinou/mena,κινέω,verb,pro\s,πρός,preposition,to\n,ὁ,article,lo/gon,λόγος,noun,o(rw=n,ὁράω,verb,ei)s,εἰς,preposition,oi)=kton,οἶκτος,noun,mete/bale,μεταβάλλω,verb,kai\,καί,conjunction,th\n,ὁ,article,e)sqh=ta,ἐσθής,noun,labw\n,λαμβάνω,verb,th\n,ὁ,article,*kai/saros,Καῖσαρ,proper,h(|magme/nhn,αἱμάσσω,verb,a)ne/ptucen,ἀναπτύσσω,verb,e)pideiknu/menos,ἐπιδείκνυμι,verb,ta/s,ὁ,article,diakopa\s,διακοπή,noun,kai\,καί,conjunction,tw=n,ὁ,article,trauma/twn,τραῦμα,noun,to\,ὁ,article,plh=qos,πλῆθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,ou)=n,οὖν,particle,i)dei=n,ou)de\n,οὐδείς,pronoun,e)/ti,ἔτι,adverb,ko/smw|,κόσμος,noun,gino/menon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἶδον,verb,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
