word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS
ei),εἰ,conjunction,de\,δέ,particle,a)lhqei=s,ἀληθής,adjective,oi(,ὁ,article,*pinda/rou,Πίνδαρος,proper,lo/goi,λόγος,noun,kai\,καί,conjunction,*pla/twnos,kai\,καί,conjunction,Πλάτων,proper,panto\s,πᾶς,adjective,tou=,ὁ,article,peri\,*)ale/candron,Ἀλέξανδρος,proper,e)rgasthri/ou,ἐργαστήριον,noun,kai\,καί,conjunction,diatribai/,διατριβή,noun,tine/s,τις,pronoun,ei)si,εἰμί,verb,tw=n,ὁ,article,e)n,ἐν,preposition,*(/aidou,Ἅιδης,proper,h)=,ἦ,adverb,περί,preposition,pou,πού,adverb,nu=n,νῦν,adverb,poihtw=n,ποιητής,noun,te,τε,particle,xorou\s,χορός,noun,ei)ko\s,ἔοικα,verb,i(/stasqai,ἵστημι,verb,peri\,περί,preposition,e)kei=non,ἐκεῖνος,pronoun,a)rxome/nwn,ἄρχω,verb,a)po\,ἀπό,preposition,*(omh/rou,Ὅμηρος,proper,th\n,ὁ,article,decia\n,δεξιός,adjective,proteino/ntwn,προτείνω,verb,kai\,καί,conjunction,logopoiw=n,λογοποιέω,verb,kai\,καί,conjunction,suggrafe/wn,συγγραφεύς,noun,kai\,καί,conjunction,a(pa/ntwn,ἅπας,adjective,w(s,ὡς,conjunction,au(to\n,ἑαυτοῦ,pronoun,e(ka/stou,ἕκαστος,adjective,kalou=ntos,καλέω,verb,kai\,καί,conjunction,meq',μετά,preposition,au(tou=,ἑαυτοῦ,pronoun,skhnou=sqai,σκηνόω,verb,keleu/ontos,κελεύω,verb,tainiou/ntwn,ταινιόω,verb,a)nadou/ntwn,ἀναδέω,verb,kai\,καί,conjunction,ou),οὐ,adverb,dh/,δή,particle,toi,τοι,particle,meta\,μετά,preposition,kri/sew/s,κρίσις,adjective,te,τε,particle,kai\,καί,conjunction,a)mfisbhth/sews,ἀμφισβήτησις,noun,pro\s,πρός,preposition,e(/teron,ἕτερος,adjective,a)ll',ἀλλά,adverb,a)po\,ἀπό,preposition,th=s,ὁ,article,prw/ths,πρότερος,adjective,boh=s,βοείη,noun,,,,,,
oi)=mai,οἴομαι,verb,de\,δέ,particle,ou)de\,οὐδέ,particle,katabh/sesqai,καθάπτω,verb,pollw=n,πολύς,adjective,e)tw=n,ἔται,noun,kefalh\n,κεφαλή,noun,a)cio/xrew,pro\s,πρός,preposition,ἀξιόχρεως,adjective,tou=ton,οὗτος,pronoun,a)gwni/sasqai,ἀγωνίζομαι,verb,a)ll',ei)=nai,εἰμί,verb,dihnekh=,διηνεκής,adverb,to\n,ὁ,article,qro/non,θρόνον,noun,au)tou=,αὐτός,pronoun,w(s,ὡς,conjunction,a)ri/stou,ἄριστος,adjective,kh/rukos,κῆρυξ,noun,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,ἀλλά,adverb,kai\,καί,conjunction,prohghtou=,προηγητής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhdei\s,μηδείς,pronoun,d',δέ,particle,u(mw=n,σύ,pronoun,nemesh/sh|,νεμεσάω,verb,ei),εἰ,conjunction,metacu\,μεταξύ,adverb,gra/fwn,γράφω,verb,pro\s,u(ma=s,σύ,pronoun,πρός,preposition,tau=ta,οὗτος,pronoun,a)pefqegca/mhn,ἀποφθέγγομαι,verb,e)pei\,kai\,καί,conjunction,au)th=s,αὐτός,pronoun,th=s,ὁ,article,e)pistolh=s,ἐπιστολεύς,noun,ai)/tion,αἴτιος,adjective,to\,ὁ,article,bou/lesqai,βούλομαι,verb,peri\,περί,preposition,e)kei/nou,ἐκεῖνος,pronoun,kai\,καί,conjunction,ἐπεί,conjunction,a)kou/ein,ἀκούω,verb,kai\,καί,conjunction,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,ou)de\,οὐδέ,particle,da/knesqai/,δάκνω,verb,ge,γε,particle,e)pi\,ἐπί,preposition,tw=|,ὁ,article,a)ndri\,e)/gklhma,ἔγκλημα,noun,ἀνδρίς,noun,ou)d',οὐδέ,particle,ei),εἰ,conjunction,thlikou=tos,w)\n,εἰμί,verb,oi)/xetai,οἴχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,τηλικοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/lista,μάλιστα,adverb,me\n,μέν,particle,ga\r,γάρ,particle,ou),οὐ,adverb,ta\,ὁ,article,new/tata,νέος,adjective,ei)ko\s,ἔοικα,verb,a)spa/zesqai,a)lla\,ἀλλά,adverb,ἀσπάζομαι,verb,ta\,ὁ,article,spoudaio/tata,σπουδαῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,kai\,καί,conjunction,h(,ὁ,article,zhmi/a,ζημία,noun,tosou/tw|,τοσοῦτος,adjective,mei/zwn,μέγας,adverb,o(/sw|,ὅσος,adjective,mei=zon,kai\,καί,conjunction,μέγας,adverb,spaniw/teron,σπάνιος,adjective,to\,ὁ,article,e(/rmaion,a)/ndra,ἀνήρ,noun,e)n,ἐν,preposition,tou/tw|,οὗτος,pronoun,gh/rws,γῆρας,noun,i)dei=n,εἶδον,verb,ou(/tw,οὕτως,adverb,toi=s,ὁ,article,pa=si,πᾶς,adjective,pra/ttonta,πράσσω,verb,kai\,καί,conjunction,ἕρμαιον,noun,dia\,διά,preposition,pa/ntwn,πᾶς,adjective,sw/zonta,σώζω,verb,th\n,ὁ,article,e(/cin,ἕξις,noun,u(giei/as,ὑγίεια,noun,mnh/mhs,μνήμη,noun,sune/sews,σύνεσις,noun,faidro/thtos,φαιδρότης,noun,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polu\,πολύς,adjective,ga\r,γάρ,particle,ma=llon,μᾶλλον,adverb,e)/ti,ἔτι,adverb,zw=ntos,ζάω,verb,ei)ko\s,ἔοικα,verb,a)gwnia=sai,ἀγωνιάω,verb,mh/,pote,ποτέ,particle,μή,conjunction,a)pallagei/h,ἀπαλλάσσω,verb,kai\,καί,conjunction,prosora=n,e(/ws,ἕως,conjunction,e)nh=n,ἔνειμι,verb,w(/sper,ὥσπερ,adverb,a)/llo,ἄλλος,adjective,ti,τις,pronoun,a)gaphto\n,ἀγαπητός,adjective,h)\,ἠέ,conjunction,teleuth/santos,τελευτάω,verb,th\n,ὁ,article,h(liki/an,ἡλικία,noun,προσοράω,verb,u(pologi/zesqai,ὑπολογίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,tau=ta,οὗτος,pronoun,me\n,μέν,particle,ou),οὐ,adverb,de/os,δέος,noun,mh/,μή,conjunction,tis,τις,pronoun,u(mw=n,e)pitimh/sh|,ἐπιτιμάω,verb,σύ,pronoun,ou(\s,ὅς,pronoun,a(/pan,ἅπας,adjective,a)kou/w,kai\,καί,conjunction,poiei=n,ποιέω,verb,kai\,καί,conjunction,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pistre/yw,ἐπιστρέφω,verb,de\,δέ,particle,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,au)=qis,αὖθις,adverb,tw=|,ὁ,article,lo/gw|,λόγος,noun,braxe/a,d',δέ,particle,βραχύς,adjective,e)/stai,εἰμί,verb,ta\,ὁ,article,loipa/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λοιπός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fhmi\,φημί,verb,ga\r,γάρ,particle,u(ma=s,σύ,pronoun,toi=s,ὁ,article,te,τε,particle,a)/llois,ἄλλος,adjective,a(/pasi,ἅπας,adjective,dikai/ws,e)kei=non,ἐκεῖνος,pronoun,δίκαιος,adjective,tima=n,τιμάω,verb,kai\,καί,conjunction,tw=n,oi)kei/wn,οἰκεῖος,adjective,au)tou=,αὐτός,pronoun,memnhme/nous,μιμνήσκω,verb,o)rqo/tata,ὀρθός,adjective,poiei=n,ποιέω,verb,kai\,καί,conjunction,prosh/konta,προσήκω,verb,th=|,ὁ,article,pa/sh|,πᾶς,adjective,gnw/mh|,γνώμη,noun,ὁ,article,gunai=ka,γυνή,noun,me\n,μέν,particle,th\n,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,kaqa/per,καθά,adverb,tina\,τις,pronoun,i(era\n,ἱερός,adjective,nomi/zontas,νομίζω,verb,kai\,καί,conjunction,a)gaqou=,ἀγαθός,adjective,tinos,τις,pronoun,dai/monos,δαίμων,adjective,lh=cin,λῆξις,noun,ei),εἰ,conjunction,qe/mis,θέμις,noun,ei)pei=n,εἶπον,verb,suggenei=s,συγγενεύς,noun,de\,δέ,particle,tou\s,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,ka/llista,κάλλιστα,adverb,u(pomnh/mata,ὑπόμνημα,noun,e)kei/nou,ἐκεῖνος,pronoun,nomi/zontas,νομίζω,verb,pai=das,παῖς,adjective,de\,δέ,particle,tou\s,ὁ,article,me\n,μέν,particle,presbute/rous,πρέσβυς,noun,di',διά,preposition,ai)dou=s,αἰδώ,noun,a(pa/shs,ἅπας,adjective,a)/gontas,ἄγω,verb,to\n,ὁ,article,de\,δέ,particle,new/taton,νέος,adjective,e)ktre/fontas,ἐκτρέφω,verb,te/ws,τέως,adverb,proqumo/tata,πρόθυμος,adjective,kai\,καί,conjunction,e)pitropeu/ontas,ἐπιτροπεύω,verb,dhmosi/a|,δημόσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,
sumbe/bhke,συμβαίνω,verb,de\,δέ,particle,au)tw=|,αὐτός,pronoun,pa/qos,πάθος,adjective,ou),οὐ,adverb,faulo/taton,φαῦλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plei/stous,πλεῖστος,adjective,ga\r,γάρ,particle,*(ellh/nwn,Ἕλλην,proper,paideu/sas,παιδεύω,verb,o(,ὁ,article,path\r,πατήρ,noun,au)tou=,αὐτός,pronoun,kai\,pai=da/s,παῖς,adjective,καί,conjunction,te,τε,particle,w(=n,ὅς,pronoun,e)pai/deuse,paideu=sai,παιδεύω,verb,e)fiko/menos,ἐφικνέομαι,verb,to\n,ὁ,article,ui(o\n,υἱός,noun,ou)k,οὐ,adverb,e)ci/keto,ἐξικνέομαι,verb,to\n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,a)ll',ἀλλά,adverb,e(te/rou,ἕτερος,adjective,παιδεύω,verb,dei=tai,δέομαι,verb,didaska/lou,διδάσκαλος,noun,o(,ὁ,article,tou=,ὁ,article,koinou=,κοινός,adjective,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mei=s,σύ,pronoun,de\,δέ,particle,kai\,καί,conjunction,tau/thn,οὗτος,pronoun,th\n,ὁ,article,sumfora\n,συμφορά,noun,kai\,καί,conjunction,pa=san,th\n,ὁ,article,πᾶς,adjective,peri\,περί,preposition,to\,ὁ,article,sumbebhko\s,dusxe/reian,δυσχέρεια,noun,a)nasw/sasqe,ἀνασῴζω,verb,w(s,ὡς,conjunction,e)n,ἐν,preposition,pate/rwn,πατήρ,noun,moi/ra|,μοῖρα,adjective,proestw=tes,προίστημι,verb,sunelo/nti,συναιρέω,verb,d',δέ,particle,ei)pei=n,εἶπον,verb,συμβαίνω,verb,th\n,ὁ,article,e(sti/an,ἑστία,noun,th\n,ὁ,article,*)aleca/ndrou,Ἀλέξανδρος,proper,dhmosi/an,δημόσιος,adjective,u(mw=n,σύ,pronoun,nomi/zontes,νομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parakeleu/sasqai,παρακελεύομαι,verb,de/,δέ,particle,moi,ἐγώ,pronoun,tau=ta,οὗτος,pronoun,a)nagkai=on,ἀναγκαῖος,adjective,o(/per,ὅσπερ,adjective,ge,γε,particle,kai\,e)n,ἐν,preposition,καί,conjunction,a)rxh=|,ἀρχή,noun,th=s,ὁ,article,e)pistolh=s,ei)=pon,εἶπον,verb,h)\,ἠέ,conjunction,o(/,ὅς,pronoun,ti,τις,pronoun,bou/lesqe,βούλομαι,verb,kalei=n,καλέω,verb,to\,ὁ,article,bibli/on,βιβλίον,noun,pollaxh=,πολλαχῆ,adverb,moi,ἐγώ,pronoun,ἐπιστολεύς,noun,ta)kei/nou,ἐκεῖνος,pronoun,prosh=ken,προσήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,kai\,καί,conjunction,th=s,ὁ,article,fili/as,φιλία,noun,h(\n,ὅς,pronoun,e)fi/loun,φιλέω,verb,e)kei=non,ἐκεῖνος,pronoun,pre/pontas,tou\s,ὁ,article,πρέπω,verb,karpou\s,καρπός,noun,e)komizo/mhn,κομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,d',δέ,particle,h)=san,εἰμί,verb,ou)x,οὐ,adverb,h(=tton,ἥσσων,adverb,filou=nta,φιλέω,verb,e)fi/loun,φιλέω,verb,e)/deice,de\,δέ,particle,δείκνυμι,verb,xwri\s,χωρίς,adverb,tw=n,ὁ,article,a)/llwn,kai\,καί,conjunction,oi(=s,ὅς,pronoun,o(/te,ὅτε,conjunction,e)no/soun,νοσέω,verb,e)n,ἐν,preposition,*(rw/mh|,,,e)/pracen,πράσσω,verb,ou)de\n,οὐδείς,pronoun,o(/,ὅς,pronoun,ti,τις,pronoun,ἄλλος,adjective,ou),οὐ,adverb,gigno/menos,γίγνομαι,verb,tw=n,ὁ,article,ei)s,εἰς,preposition,swthri/an,σωτηρία,noun,e)/moige,ἐγώ,pronoun,kai\,καί,conjunction,tou=,ὁ,article,ge,γε,particle,ei)s,εἰς,preposition,th\n,ὁ,article,oi)kei/an,οἰκεῖος,adjective,swqh=nai,σώζω,verb,meta\,μετά,preposition,tou\s,ὁ,article,qeou\s,θεός,noun,au)to\s,αὐτός,pronoun,ai)tiw/tatos,αἴτιος,adjective,kate/sth,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,ta/,τίς,pronoun,ge,γε,particle,u(/steron,ὕστερος,adjective,ti/,τίς,pronoun,tis,τις,pronoun,a)\n,le/goi,λέγω,verb,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)ni/ase,ἀνιάω,verb,de/,δέ,particle,me,ἐγώ,pronoun,kai\,καί,conjunction,h(,ὁ,article,para/klhsis,παράκλησις,noun,au)tou=,αὐτός,pronoun,muri/a,ga\r,γάρ,particle,μυρίος,adjective,dh\,δή,particle,e)pi\,ἐπί,preposition,muri/ois,kai\,καί,conjunction,au)to\s,αὐτός,pronoun,parw\n,πάρειμι,verb,kai\,καί,conjunction,dia\,διά,preposition,gramma/twn,γράμμα,noun,u(/steron,ὕστερος,adjective,h)/|tei,αἰτέω,verb,me,ἐγώ,pronoun,tw=n,ὁ,article,μυρίος,adjective,suggramma/twn,σύγγραμμα,noun,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,a)naqei=nai,ἀνατίθημι,verb,meta\,μετά,preposition,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,bibli/wn,βιβλίον,noun,u(mi=n,σύ,pronoun,e)paggello/menos,ἐπαγγέλλω,verb,ta/cin,τάξις,noun,au)toi=s,αὐτός,pronoun,th\n,ὁ,article,prw/thn,πρότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,e)/ti,ἔτι,adverb,e)piske/yasqai,ἐπισκέπτομαι,verb,au)ta\,αὐτός,pronoun,xrh/|zwn,χρῄζω,verb,ou)k,οὐ,adverb,ei)=xon,u(pakou=sai,ὑπακούω,verb,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,ou)/te,οὔτε,adverb,a)ne/grayen,ἀναγράφω,verb,*)ale/candros,Ἀλέξανδρος,proper,bibli/a,βιβλίον,noun,h(me/tera,ἡμέτερος,adjective,ou)/te,οὔτε,adverb,e)/gnw,ta\,ὁ,article,γιγνώσκω,verb,plei/w,πλέως,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mh\n,μήν,particle,th/n,ὁ,article,ge,γε,particle,yh=fon,ψῆφος,noun,h(\n,ὅς,pronoun,h)/negken,φέρω,verb,a)ei\,peri\,περί,preposition,ἀεί,adverb,tw=n,ὁ,article,lo/gwn,λόγος,noun,tw=n,h(mete/rwn,ἡμέτερος,adjective,fqo/nou,φθόνος,noun,me\n,μέν,particle,ou)k,οὐ,adverb,oi)=da,οἶδα,verb,ei),εἰ,conjunction,krei/ttw,κρείσσων,verb,mei/zw,μέγας,adverb,de\,δέ,particle,u(perbolh=s,ὑπερβολή,noun,ὁ,article,h)/negken,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,pa/nta,πᾶς,adjective,kai\,καί,conjunction,memnh=sqai/,μιμνήσκω,verb,me,ἐγώ,pronoun,e)kei/nou,ἐκεῖνος,pronoun,kai\,καί,conjunction,sumfora\n,ou),οὐ,adverb,συμφορά,noun,fau/lhn,φαῦλος,adjective,a)/gein,ἄγω,verb,to\,sumbebhko\s,συμβαίνω,verb,poiei=,ποιέω,verb,kai\,καί,conjunction,prose/ti,προσέτι,adverb,mh\,μή,conjunction,dokei=n,δοκέω,verb,polupragmonei=n,πολυπραγμονέω,verb,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,nuni\,νυνί,adverb,ὁ,article,dialego/menon,διαλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
