word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS
o(ko/sos,ὁπόσος,adjective,de\,δέ,particle,e)s,εἰς,preposition,a)gaqo\n,ἀγαθός,adjective,tre/petai,τρέπω,verb,e)piflegmai/nei,ἐπιφλεγμαίνω,verb,pa/nta,πᾶς,adjective,e)s,εἰς,preposition,a(/per,ὅς,pronoun,e)s,εἰς,preposition,to\,ὁ,article,e)/cw,ἔξω,adverb,h(,ὁ,article,flegmon,,,h\,,,e)cwkei/lei,,,w(s,ὡς,conjunction,kuna/gxhn,κυνάγχη,noun,a)po\,ἀπό,preposition,suna/gxhs,συνάγχη,noun,gi/gnesqai,γίγνομαι,verb,a)gaqo\n,ἀγαθός,adjective,de\,δέ,particle,kai\,καί,conjunction,e)n,ἐν,preposition,qw/rhki,θώραξ,noun,oi)/dhma,kartero\n,καρτερός,adjective,οἴδημα,noun,h)\,ἠέ,conjunction,e)rusi/pelas,,,e)mfane/ws,ἐμφανής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,i)htro\s,ἰατρός,noun,de\,δέ,particle,a)gaqo\s,ἀγαθός,adjective,h)\,ἠέ,conjunction,siku/h|,σικύα,noun,ei)s,εἰς,preposition,to\n,ὁ,article,qw/rhka,θώραξ,noun,to\,ὁ,article,kako\n,κακός,adjective,a)nh/gage,ἀνάγω,verb,h)\,ἠέ,conjunction,si/nhpi,,,e)s,εἰς,preposition,ta\,ὁ,article,ste/rna,στέρνον,noun,kai\,καί,conjunction,e)s,εἰς,preposition,ta\,ὁ,article,para\,παρά,preposition,gna/qous,γνάθος,adjective,me/rea,μέρος,noun,e)piqei\s,ἐπιτίθημι,verb,ei(/lkuse,ἕλκω,verb,e)/cw,ἔξω,adverb,kai\,die/pneuse,διαπνέω,verb,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metecete/roisi,μετεξέτεροι,adjective,de\,δέ,particle,e)s,εἰς,preposition,me\n,μέν,particle,braxu\,βραχύς,adjective,to\,ὁ,article,kako\n,κακός,adjective,u(po\,ὑπό,preposition,toute/wn,οὗτος,pronoun,a)pela/qh,ἀπελαύνω,verb,e)/cw,ἔξω,adverb,a)petaqe\n,,,de\,δέ,particle,a)qro/ws,ἀθρόος,adjective,e)palindro/mhse,παλινδρομέω,verb,kai\,καί,conjunction,e)/pnice,πνίγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
profa/sies,πρόφασις,noun,de\,δέ,particle,muri/ai,μυρίος,adjective,yu/cies,ψῦξις,noun,ma=llon,μᾶλλον,adverb,h(=sson,ἥσσων,adverb,e)kkau/sies,ἔκκαυσις,noun,plhgai\,πληγή,noun,o)ste/wn,ὀστέον,noun,i)xqu/wn,ἰχθύς,noun,diapa/rsies,διάπαρσις,noun,e)s,εἰς,preposition,ta\,ὁ,article,pari/sqmia,παρίσθμιον,noun,yuxroposi/ai,ψυχροποσία,noun,me/qai,μέθη,noun,plhsmonai\,πλησμονή,noun,kai\,καί,conjunction,ta\,ὁ,article,a)po\,ἀπό,preposition,th=s,ὁ,article,a)napnoh=s,ἀναπνοή,noun,kaka/,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,a)po\,ἀπό,preposition,th=s,ὁ,article,u(perw/hs,ὑπερωέω,verb,e)kkreme\n,,,sw=ma,σῶμα,adjective,sterro\n,στερρός,adjective,meshgu\tw=n,,,parisqmi/wn,παρίσθμιον,noun,ki/wn,κίων,adjective,kai\,καί,conjunction,gargarew\n,γαργαρεών,noun,kale/etai,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stafulh\,σταφυλή,noun,ga\r,γάρ,particle,pa/qeo/s,πάθος,adjective,e)stin,εἰμί,verb,ou)/noma,ὄνομα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neu=ron,νεῦρον,noun,de/,δέ,particle,e)sti,εἰμί,verb,h(,ὁ,article,kioni\s,κιονίς,noun,th\n,ὁ,article,fu/sin,φύσις,noun,a)ll',ἀλλά,adverb,u(gro/n,ὑγρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,ga\r,γάρ,particle,u(grw=|,ὑγρός,adjective,ke/etai,κέω,verb,xwri/w|,χωρίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/de,ὅδε,pronoun,ou)=n,οὖν,particle,o(,ὁ,article,gargare,,,w\n,,,pleu=na,πλείων,verb,pa/sxei,πάσχω,verb,pa/qea,πάθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,e)pi\,ἐπί,preposition,flegmon,,,h=|,,,paxu/netai,παχύνω,verb,i)=sos,ἴσος,adjective,a)po\,ἀπό,preposition,th=s,ὁ,article,ba/sios,βάσις,adjective,a)/xri,ἄχρι,adverb,tou=,ὁ,article,pe/ratos,πέρας,noun,a)/krou,ἄκρον,noun,e)pimh/khs,ἐπιμήκης,adjective,gigno/menos,γίγνομαι,verb,kai\,καί,conjunction,e)ru/qhma,ἐρύθημα,noun,i)/sxei,ἴσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ki/wn,κίων,adjective,de\,δέ,particle,tou=de,ὅδε,pronoun,tou=,ὁ,article,pa/qeos,πάθος,adjective,h(,ὁ,article,e)pi/klhsis,ἐπίκλησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,kata\,κατά,preposition,pe/ras,πέρας,noun,mou=non,μόνος,adjective,stroggu/,,,lletai,,,kai\,καί,conjunction,mege/qei+,μέγεθος,adjective,pelidno\s,πελιδνός,adjective,gi/gnetai,γίγνομαι,verb,kai\,καί,conjunction,u(pomelan,,,i/zei,,,stafulh\,σταφυλή,noun,e)pw/numon,ἐπώνυμος,adjective,to/de,ὅδε,pronoun,to\,ὁ,article,pa/qos,πάθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nta,πᾶς,adjective,ga\r,γάρ,particle,i)/kela,ἴκελος,adjective,au)te/h|,,,kai\,καί,conjunction,sxh=ma,σχῆμα,noun,kai\,καί,conjunction,xroih\,χροιά,adjective,kai\,καί,conjunction,me/geqos,μέγεθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri/ton,τρίτος,adjective,pa/qos,πάθος,adjective,e)sti\,εἰμί,verb,u(me/nwn,ὑμήν,noun,e)/nqa,ἔνθα,adverb,kai\,καί,conjunction,e)/nqa,ἔνθα,adverb,oi(=o/n,οἷος,adjective,ti,τις,pronoun,le/pea,,,plate/a,πλατύς,adjective,h)\,ἠέ,conjunction,nukteri/dwn,νυκτερίς,noun,pte/ruges,πτέρυξ,adjective,e)kfai/nontai,ἐκφαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(ma/ntion,ἱμάντιον,noun,to/de,ὅδε,pronoun,kale/etai,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(ma=si,ἱμάς,noun,ga\r,γάρ,particle,i)/kelai,ἴκελος,adjective,ai(,ὁ,article,tw=n,ὁ,article,u(me/nwn,ὑμήν,noun,ei)s,εἰς,preposition,pla/tos,πλάτος,adjective,e(caplw/sies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)i,,,de\,δέ,particle,e)s,εἰς,preposition,lepto\n,λεπτόν,noun,kai\,καί,conjunction,eu)mh/kh,εὐμήκης,adjective,u(me/na,ὑμήν,noun,teleuta=|,τελευτάω,verb,kioni\s,κιονίς,noun,oi(=o/n,οἷος,adjective,ti,τις,pronoun,ou)ri/axon,οὐρίαχος,adjective,kata\,κατά,preposition,pe/ras,πέρας,noun,i)/sxousa,ἴσχω,verb,kra/spedon,κράσπεδον,noun,th\n,ὁ,article,e)pwnumi/hn,ἐπωνυμία,noun,i)/sxei,ἴσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gi/gnetai,γίγνομαι,verb,de\,δέ,particle,to/de,ὅδε,pronoun,kai\,καί,conjunction,au)toma/tws,αὐτόματος,adjective,me\n,μέν,particle,e)k,ἐκ,preposition,*reu/matos,,,o(/kwsper,ὅπως,conjunction,kai\,καί,conjunction,e(/tera,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,a)po\,ἀπό,preposition,tomh=s,τομεύς,noun,e)pikarsi/hs,ἐπικάρσιος,adjective,e)gkatalipo/ntos,ἐγκαταλείπω,verb,tou=,ὁ,article,i)htrou=,ἰατρός,noun,u(me/na,ὑμήν,noun,kata\,κατά,preposition,mi/an,εἷς,adjective,pleurh/n,πλευρά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,dikro/a,δίκροος,adjective,u(me/si,ὑμήν,noun,dissoi=si,δισσός,adjective,e)kkreme/si,ἐκκρεμής,adverb,e)/nqa,ἔνθα,adverb,kai\,καί,conjunction,e)/nqa,ἔνθα,adverb,gi/gnhtai,γίγνομαι,verb,ou)/noma,ὄνομα,adjective,me\n,μέν,particle,ou)k,οὐ,adverb,i)/sxei,ἴσχω,verb,to/de,ὅδε,pronoun,pa/qos,πάθος,adjective,e)/kdhlon,ἔκδηλος,adjective,a(/panti,ἅπας,adjective,de\,δέ,particle,*rhi/+dion,,,qehsame/nw|,,,gignw/skein,γιγνώσκω,verb,pni\c,πνίξ,adjective,de\,δέ,particle,e)p',ἐπί,preposition,au)te/oisi,,,pa=si,kai\,καί,conjunction,πᾶς,adjective,h(/kista,ἥκιστος,adjective,*rhi+di/ws,,,katapi/nous,,,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bh\c,βήξ,adjective,e)pi\,ἐπί,preposition,pa=si,πᾶς,adjective,me\n,μέν,particle,ma/lista,μάλιστα,adverb,de\,δέ,particle,e)pi\,ἐπί,preposition,toi=si,ὁ,article,i(manti/oisi,ἱμάντιον,noun,kai\,καί,conjunction,e)pi\,ἐπί,preposition,toi=s,ὁ,article,kraspe/doisi,κράσπεδον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gargalismo\s,γαργαλισμός,noun,ga\r,γάρ,particle,th=s,ὁ,article,a)rthri/hs,ἀρτηρία,noun,a)po\,ἀπό,preposition,tw=n,ὁ,article,u(me/nwn,ὑμήν,noun,gi/gnetai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sq',ἔσθω,verb,o(/ph,ὅπη,adverb,de\,δέ,particle,kai\,καί,conjunction,e)nsta/zei,ἐνστάζω,verb,ti,τις,pronoun,tou=,ὁ,article,u(grou=,ὑγρός,adjective,la/qrh,λάθρῃ,adverb,e)s,εἰς,preposition,th\n,ὁ,article,a)rthri/hn,ἀρτηρία,noun,o(/qen,ὅθεν,adverb,a)nabh/ssousi,ἀναβήσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,de\,δέ,particle,th=|,ὁ,article,stafulh=|,σταφυλή,noun,kai\,καί,conjunction,tw=|,ὁ,article,ki/oni,κίων,adjective,du/spnoia,δύσπνοια,noun,e)pi\,ἐπί,preposition,ma=llon,μᾶλλον,adverb,kai\,καί,conjunction,ka/rta,κάρτα,adverb,ponhrh\,πονηρός,adjective,kata/posis,κατάποσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,e)s,εἰς,preposition,ta\s,ὁ,article,*ri=nas,,,e)pi\,ἐπί,preposition,tw=nde,ὅδε,pronoun,to\,ὁ,article,u(gro\n,ὑγρός,adjective,a)naqli/betai,ἀναθλίβω,verb,sumpaqi/h|,,,tw=n,ὁ,article,parisqmi/wn,παρίσθμιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghraioi=si,γηραιός,adjective,o(,ὁ,article,ki/wn,κίων,adjective,sunh/qhs,συνήθης,adverb,stafulh\,σταφυλή,noun,de\,δέ,particle,ne/oisi,νέω,verb,kai\,καί,conjunction,a)kma/zousi,ἀκμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polu/aimoi,πολύαιμος,adjective,ga\r,γάρ,particle,kai\,καί,conjunction,e)piflegmai/nei,ἐπιφλεγμαίνω,verb,ma=llon,μᾶλλον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(ba/skousi,ἡβάσκω,verb,de\,δέ,particle,kai\,καί,conjunction,paisi\,παῖς,adjective,ta\,ὁ,article,u(menw/dea,ὑμενώδης,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/mnein,τέμνω,verb,de\,δέ,particle,pa/nta,πᾶς,adjective,a)sine/a,ἀσινής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
