word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS
kai\,καί,conjunction,ga\r,γάρ,particle,h)=n,εἰμί,verb,h)/dh,ἤδη,adverb,xeimw=nos,χειμών,noun,w(/ra,ὥρα,adjective,a)pe/xei,ἀπέχω,verb,de\,δέ,particle,th=s,ὁ,article,po/lews,πόλις,adjective,ou),οὐ,adverb,polu/,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ntau=qa,ἐνταῦθα,adverb,prw=ton,πρότερος,adjective,o(,ὁ,article,swth\r,σωτήρ,noun,xrhmati/zein,χρηματίζω,verb,h)/rcato,ἄρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nupo/dhto/n,ἀνυπόδητος,adjective,te,τε,particle,ga\r,γάρ,particle,proelqei=n,προέρχομαι,verb,e)pe/tace,ἐπιτάσσω,verb,kai\,καί,conjunction,e)bo/wn,βοάω,verb,dh\,δή,particle,e)n,ἐν,preposition,tw=|,ὁ,article,o)nei/rati,ὄνειρος,noun,w(s,ὡς,conjunction,a)\n,ἄν,particle,u(/par,ὕπαρ,noun,te,τε,particle,kai\,καί,conjunction,e)p',ἐπί,preposition,o)nei/rati,ὄνειρος,noun,tetelesme/nw|,τελέω,verb,me/gas,μέγας,adverb,o(,ὁ,article,*)asklhpio\s,Ἀσκληπιός,proper,tete/lestai,τελέω,verb,to\,ὁ,article,pro/stagma,πρόσταγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=q',οὗτος,pronoun,a(/ma,ἅμα,adverb,proi+w\n,πρόειμι,verb,e)do/koun,δοκέω,verb,boa=n,βοάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,tau=ta,οὗτος,pronoun,klh=sis,κλῆσις,noun,kai\,καί,conjunction,a)/ficis,ἄφιξις,adjective,a)po\,ἀπό,preposition,*smu/rnhs,Σμύρνα,proper,ei)s,εἰς,preposition,*pe/rgamon,Πέργαμον,proper,meta\,μετά,preposition,th=s,ὁ,article,a)gaqh=s,ἀγαθός,adjective,tu/xhs,τύχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,e)nteu=qen,ἐντεῦθεν,adverb,e)/sti,εἰμί,verb,me\n,μέν,particle,ou),οὐ,adverb,kat',κατά,preposition,a)/nqrwpon,ἄνθρωπος,noun,dihgh/sasqai,διηγέομαι,verb,e)gxeirhte/on,ἐγχειρητέον,adjective,de\,δέ,particle,w(/sper,ὥσπερ,adverb,u(peqe/mhn,ὑποτίθημι,verb,e)c,ἐκ,preposition,e)pidromh=s,ἐπιδρομή,noun,e)/nia,ἔνιοι,adjective,au)tw=n,αὐτός,pronoun,dielqei=n,διέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de/,δέ,particle,tis,τις,pronoun,ta\,ὁ,article,a)kribe/stata,ἀκριβής,adjective,gnw=nai,γιγνώσκω,verb,boulh/setai,βούλομαι,verb,tw=n,ὁ,article,gegenhme/nwn,γίγνομαι,verb,h(mi=n,ἐγώ,pronoun,para\,παρά,preposition,tou=,ὁ,article,qeou=,θεός,noun,w(/ra,ὥρα,adjective,ta\s,ὁ,article,difqe/ras,διφθέρα,noun,au)tw=|,αὐτός,pronoun,zhtei=n,ζητέω,verb,kai\,καί,conjunction,ta\,ὁ,article,o)nei/rata,ὄνειρος,noun,au)ta/,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,i)a/mata,ἴαμα,noun,panto\s,πᾶς,adjective,ei)/dous,εἶδος,noun,kai\,καί,conjunction,dialo/gous,διάλογος,noun,tina\s,τις,pronoun,eu(rh/sei,εὑρίσκω,verb,kai\,καί,conjunction,lo/gous,λόγος,noun,e)n,ἐν,preposition,mh/kei,μῆκος,adjective,kai\,καί,conjunction,fa/smata,φάσμα,adjective,pantoi=a,παντοῖος,adjective,kai\,καί,conjunction,prorrh/seis,πρόρρησις,noun,a(pa/sas,ἅπας,adjective,kai\,καί,conjunction,xrhsmw|di/as,χρησμῳδία,noun,peri\,περί,preposition,pantodapw=n,παντοδαπός,adjective,pragma/twn,πρᾶγμα,noun,ta\s,ὁ,article,me\n,μέν,particle,kataloga/dhn,καταλογάδην,adverb,ta\s,ὁ,article,de\,δέ,particle,e)n,ἐν,preposition,me/trois,μέτρον,noun,gegonui/as,γίγνομαι,verb,kai\,καί,conjunction,xari/twn,χάρις,noun,pa/nt',πᾶς,adjective,a)/cia,ἄξιος,adjective,tw=|,ὁ,article,qew=|,θεός,noun,meizo/nwn,μέγας,adverb,h)/,ἠέ,conjunction,tis,τις,pronoun,a)\n,ἄν,particle,ei)ka/sai,εἰκάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,de\,δέ,particle,e)nqe/nde,ἐνθένδε,adverb,poqe\n,πίνω,verb,a)rcw/meqa,ἄρχω,verb,w(s,ὡς,conjunction,e)peidh\,ἐπεί,conjunction,e)geno/meqa,γίγνομαι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,i(erw=|,ἱερόν,noun,th=|,ὁ,article,prw/th|,πρότερος,adjective,tw=n,ὁ,article,nuktw=n,νύξ,adjective,fanei\s,φαίνω,verb,o(,ὁ,article,qeo\s,θεός,noun,tw=|,ὁ,article,trofei=,τροφεύς,noun,mou,ἐγώ,pronoun,e)n,ἐν,preposition,tw=|,ὁ,article,*salbi/ou,,,tou=,ὁ,article,nu=n,νῦν,adverb,u(pa/tou,ὕπατος,adjective,sxh/mati,σχῆμα,noun,o(/stis,ὅστις,pronoun,de\,δέ,particle,o(,ὁ,article,*sa/lbios,,,ou)/pw,οὔπω,adverb,to/te,τότε,adverb,ge,γε,particle,h)/|deimen,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,e)tu/gxane,τυγχάνω,verb,prosedreu/wn,προσεδρεύω,verb,tw=|,ὁ,article,qew=|,θεός,noun,kat',κατά,preposition,e)kei=non,ἐκεῖνος,pronoun,to\n,ὁ,article,xro/non,χρόνος,noun,e)/fh,φημί,verb,d',δέ,particle,ou)=n,οὖν,particle,o(,ὁ,article,trofeu\s,τροφεύς,noun,w(s,ὡς,conjunction,e)n,ἐν,preposition,tou/tw|,οὗτος,pronoun,dh\,δή,particle,tw=|,ὁ,article,sxh/mati,σχῆμα,noun,dialexqei/h,διαλέγω,verb,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,peri\,περί,preposition,tw=n,ὁ,article,lo/gwn,λόγος,noun,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,a)/lla,ἄλλος,adjective,te,τε,particle,dh\,δή,particle,oi)=mai,οἴομαι,verb,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,e)pishmh/naito,ἐπισημαίνω,verb,w(di\,ὡδί,adverb,le/gwn,λέγω,verb,i(eroi\,ἱερός,adjective,lo/goi,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,me\n,μέν,particle,ei)s,εἰς,preposition,tosou=ton,τοσοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tau=ta,οὗτος,pronoun,e)di/dou,δίδωμι,verb,ta\,ὁ,article,i)a/mata,ἴαμα,noun,au)tw=|,αὐτός,pronoun,moi,ἐγώ,pronoun,w(=n,ὅς,pronoun,prw=ton,πρότερος,adjective,h)=n,εἰμί,verb,w(s,ὡς,conjunction,e)/gwge,ἐγώ,pronoun,me/mnhmai,μιμνήσκω,verb,o(,ὁ,article,tou=,ὁ,article,balsa/mou,βάλσαμον,noun,o)po\s,ὄψ,noun,ei)=nai,εἰμί,verb,d',δέ,particle,au)to\n,αὐτός,pronoun,dwrea\n,δωρεά,noun,tou=,ὁ,article,*telesfo/rou,Τελεσφόρος,proper,tou=,ὁ,article,*pergamhnou=,Περγαμηνός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/dei,δέω,verb,d',δέ,particle,au)tw=|,αὐτός,pronoun,xrh=sqai,χράομαι,verb,lou/menon,λόω,verb,e)cio/nta,ἔξειμι,verb,e)k,ἐκ,preposition,tou=,ὁ,article,qermou=,θερμός,adjective,u(/datos,ὕδωρ,noun,ei)s,εἰς,preposition,to\,ὁ,article,yuxro/n,ψυχρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,r(u/mmata,ῥύμμα,noun,a)/tta,ἄττα,interjection,dia\,διά,preposition,stafi/dwn,σταφίς,noun,te,τε,particle,kai\,καί,conjunction,e(te/rwn,ἕτερος,adjective,mikta\,μικτός,adjective,e)/peita,ἔπειτα,adverb,muri/a,μυρίος,adjective,e)pi\,ἐπί,preposition,muri/ois,μυρίος,adjective,a(\,ὅς,pronoun,pa/nta,πᾶς,adjective,parei\s,παρίημι,verb,a)nagkai/ws,ἀναγκαῖος,adjective,tw=n,ὁ,article,parado/cwn,παράδοξος,adjective,mnhsqh=nai,μιμνήσκω,verb,bou/lomai,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/qen,πόθεν,adverb,ou)=n,οὖν,particle,tis,τις,pronoun,a)/rchtai,ἄρχω,verb,pollw=n,πολύς,adjective,te,τε,particle,kai\,καί,conjunction,pantoi/wn,παντοῖος,adjective,o)/ntwn,εἰμί,verb,kai\,καί,conjunction,a(/ma,ἅμα,adverb,ou)k,οὐ,adverb,e)n,ἐν,preposition,mnh/mh|,μνήμη,noun,pa/ntwn,πᾶς,adjective,plh/n,πλήν,preposition,ge,γε,particle,dh\,δή,particle,th=s,ὁ,article,xa/ritos,χάρις,noun,th=s,ὁ,article,u(pe\r,ὑπέρ,preposition,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/pemye/,πέμπω,verb,me,ἐγώ,pronoun,ei)s,εἰς,preposition,*xi/on,Χίος,proper,fh/sas,φημί,verb,pe/mpein,πέμπω,verb,kaqa/rsews,κάθαρσις,noun,e(/neka,ἕνεκα,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ph/|eimen,,,ou)=n,οὖν,particle,th\n,ὁ,article,e)pi\,ἐπί,preposition,*smu/rnhs,Σμύρνα,proper,kai\,καί,conjunction,ma/la,μάλα,adverb,e)n,ἐν,preposition,a)hdi/a|,ἀηδία,noun,poiou/menoi,ποιέω,verb,kai\,καί,conjunction,nomi/zontes,νομίζω,verb,a)/neu,ἄνευ,preposition,prosta/tou,προστάτης,noun,gi/gnesqai,γίγνομαι,verb,kai\,καί,conjunction,w(s,ὡς,conjunction,a)lhqw=s,ἀληθής,adjective,e)f',ἐπί,preposition,h(mw=n,ἐγώ,pronoun,au)tw=n,αὐτός,pronoun,plei=n,πλέω,verb,e)peidh\,ἐπεί,conjunction,tou=,ὁ,article,i(erou=,ἱερόν,noun,e)gigno/meqa,γίγνομαι,verb,e)/cw,ἔξω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\n,ὅς,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,tro/pon,τρόπος,noun,a(/pantes,ἅπας,adjective,e)cepla/ghsan,ἐκπλήσσω,verb,e)n,ἐν,preposition,th=|,ὁ,article,*smu/rnh|,Σμύρνα,proper,w(s,ὡς,conjunction,ei)=don,εἶδον,verb,fane/nta,φαίνω,verb,par',παρά,preposition,e)lpi/das,ἐλπίς,noun,au)toi=s,αὐτός,pronoun,ti/,τίς,pronoun,tis,τις,pronoun,a)\n,ἄν,particle,le/goi,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,e)geno/meqa,γίγνομαι,verb,e)n,ἐν,preposition,*klazomenai=s,Κλαζομεναί,proper,e)do/kei,δοκέω,verb,xrh=nai,χρή,verb,peraiw/sasqai,περαιόω,verb,eu)qu\,εὐθύς,adjective,*fwkai/as,Φώκαια,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)peidh\,ἐπεί,conjunction,h)=men,εἰμί,verb,peri\,περί,preposition,ta\s,ὁ,article,nh/sous,νῆσος,noun,*drumou=san,,,kai\,καί,conjunction,*ph/lhn,,,au)/ra,αὔρα,noun,tis,τις,pronoun,eu)/rou,ἐύρρους,adjective,u(ph/rxeto,ὑπάρχω,verb,kai\,καί,conjunction,peraite/rw,περαίτερος,adjective,proi+o/ntwn,πρόειμι,verb,eu)=ros,εὖρος,noun,h)/dh,ἤδη,adverb,lampro\s,λαμπρός,adjective,kai\,καί,conjunction,te/los,τέλος,noun,e)cerra/gh,ἐξαράσσω,verb,pneu=ma,πνεῦμα,noun,e)cai/sion,ἐξαίσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,ploi=on,πλοῖον,noun,e)k,ἐκ,preposition,prw/|ras,πρῷρα,noun,a)rqe\n,ἀραρίσκω,verb,e)pi\,ἐπί,preposition,pru/mnan,πρύμνα,adjective,w)/klase,ὀκλάζω,verb,kai\,καί,conjunction,mikrou=,μικρός,adjective,kate/du,καταδύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,e)peklu/zeto,ἐπικλύζω,verb,e)/nqen,ἔνθεν,adverb,kai\,καί,conjunction,e)/nqen,ἔνθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,a)pestra/fh,ἀποστρέφω,verb,e)/cw,ἔξω,adverb,pro\s,πρός,preposition,to\,ὁ,article,pe/lagos,πέλαγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(drw\s,ἱδρώς,noun,de\,δέ,particle,kai\,καί,conjunction,qo/rubos,θόρυβος,noun,nautw=n,ναύτης,noun,kai\,καί,conjunction,boai\,βοή,noun,pa=sai,πᾶς,adjective,tw=n,ὁ,article,e)mpleo/ntwn,ἐμπλέω,verb,sune/pleon,συμπλέω,verb,ga\r,γάρ,particle,dh\,δή,particle,kai\,καί,conjunction,tw=n,ὁ,article,e)pithdei/wn,ἐπιτήδειος,adjective,tine/s,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,de\,δέ,particle,tosou=ton,τοσοῦτος,adjective,h)/rkesen,ἀρκέω,verb,ei)pei=n,εἶπον,verb,w)=,ὦ,interjection,*)asklhpie/,Ἀσκληπιός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla\,πολύς,adjective,de\,δέ,particle,kai\,καί,conjunction,pantoi=a,παντοῖος,adjective,kinduneu/santes,κινδυνεύω,verb,kai\,καί,conjunction,te/los,τέλος,noun,peri\,περί,preposition,au)th\n,αὐτός,pronoun,th\n,ὁ,article,katagwgh\n,καταγωγή,noun,muria/kis,μυριάκις,adverb,a)natrape/ntes,ἀνατρέπω,verb,kai\,καί,conjunction,a)pwsqe/ntes,ἀπωθέω,verb,kai\,καί,conjunction,pollh\n,πολύς,adjective,a)gwni/an,ἀγωνιάω,verb,toi=s,ὁ,article,o(rw=si,ὁράω,verb,parasxo/ntes,παρέχω,verb,diesw/qhmen,διασῴζω,verb,a)gaphtw=s,ἀγαπητός,adjective,kai\,καί,conjunction,mo/lis,μόλις,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,nu\c,νύξ,adjective,h(=ke,ἥκω,verb,th/n,ὁ,article,te,τε,particle,ka/qarsin,κάθαρσις,noun,o(,ὁ,article,qeo\s,θεός,noun,keleu/ei,κελεύω,verb,poiei=sqai,ποιέω,verb,shmh/nas,σημαίνω,verb,a)f',ἀπό,preposition,w(=n,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)ge/neto,γίγνομαι,verb,me/ntoi,μέντοι,particle,ou)de\n,οὐδείς,pronoun,e)la/ttwn,ἐλάσσων,adjective,h)\,ἠέ,conjunction,u(po\,ὑπό,preposition,e)llebo/rou,ἑλλέβορος,noun,w(s,ὡς,conjunction,e)/faskon,φάσκω,verb,oi(,ἕ,pronoun,tou/tou,οὗτος,pronoun,e)/mpeiroi,ἔμπειρος,adjective,a(/te,ἅτε,adverb,kai\,καί,conjunction,u(po\,ὑπό,preposition,tou=,ὁ,article,kludwni/ou,κλυδώνιον,noun,pa/ntwn,πᾶς,adjective,kekinhme/nwn,κινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
