word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS
th=le,τῆλε,adverb,d',δέ,particle,a)p',ἀπό,preposition,ai)qome/nwn,αἴθω,verb,dai/+dwn,δαίς,adjective,se/las,σέλας,adjective,ei)lu/faze,εἰλυφάζω,verb,xersi\n,χείρ,noun,e)/ni,ἐν,preposition,dmw|w=n,δμωή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tai\,ὁ,article,d',δέ,particle,a)glai/+h|,ἀγλαία,noun,teqalui=ai,θάλλω,verb,pro/sq',πρόσθεν,adverb,e)/kion,κέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|sin,ὁ,article,de\,δέ,particle,xoroi\,χορός,noun,pai/zontes,παίω,verb,e(/ponto,ἕπομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi\,σύ,pronoun,me\n,μέν,particle,u(po\,ὑπό,preposition,ligurw=n,λιγυρός,adjective,suri/ggwn,σῦριγξ,noun,i(/esan,ἵημι,verb,au)dh\n,αὐδή,noun,e)c,ἐκ,preposition,a(palw=n,ἁπαλός,adjective,stoma/twn,στόμα,noun,peri\,περί,preposition,de/,δέ,particle,sfisin,σφεῖς,pronoun,a)/gnuto,ἄγνυμι,verb,h)xw/,ἠχώ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(\,ὅς,pronoun,d',δέ,particle,u(po\,ὑπό,preposition,formi/ggwn,φόρμιγξ,noun,a)/nagon,ἀνάγω,verb,xoro\n,χορός,noun,i(mero/enta,ἱμερόεις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqen,ἔνθεν,adverb,d',δέ,particle,au)=q',αὖθι,adverb,e(te/rwqe,ἑτέρωθεν,adverb,ne/oi,νέος,adjective,kw/mazon,κωμάζω,verb,u(p',ὑπό,preposition,au)lou=,αὐλός,noun,toi/,σύ,pronoun,ge,γε,particle,me\n,μέν,particle,au)=,αὖ,interjection,pai/zontes,παίω,verb,u(p',ὑπό,preposition,o)rxhqmw=|,ὀρχηθμός,noun,kai\,καί,conjunction,a)oidh=|,ἀοιδός,noun,toi/,τοι,particle,ge,γε,particle,me\n,μέν,particle,au)=,αὖ,interjection,gelo/wntes,γελάω,verb,u(p',ὑπό,preposition,au)lhth=ri,αὐλητήρ,noun,e(/kastos,ἕκαστος,adjective,pro/sq',πρόσθεν,adverb,e)/kion,κέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=san,πᾶς,adjective,de\,δέ,particle,po/lin,πόλις,adjective,qali/ai,θαλία,noun,te,τε,particle,xoroi/,χορός,noun,te,τε,particle,a)glai/+ai,ἀγλαία,noun,t',τε,particle,ei)=xon,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi\,σύ,pronoun,d',δέ,particle,au)=,αὖ,interjection,propa/roiqe,προπάροιθε,preposition,po/lhos,πόλις,adjective,nw=q',νῶτον,noun,i(/ppwn,ἵππος,noun,e)piba/ntes,ἐπιβαίνω,verb,e)qu/neon,θυνέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,a)roth=res,ἀροτήρ,adjective,h)/reikon,ἐρέικω,verb,xqo/na,χθών,noun,di=an,δῖος,adjective,e)pistola/dhn,ἐπιστολάδην,adverb,de\,δέ,particle,xitw=nas,χιτών,adjective,e)sta/lat',σταλάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,e)/hn,εἰμί,verb,baqu\,βαθύς,adjective,lh/ion,λήιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(/,ἕ,pronoun,ge,γε,particle,me\n,μέν,particle,h)/mwn,ἀμάω,verb,ai)xmh=|s,αἰχμή,noun,o)cei/h|si,ὀξύς,adjective,korwnio/wnta,κορωνιάω,verb,pe/thla,πέτηλος,adjective,briqo/mena,βρίθω,verb,staxu/wn,στάχυς,adjective,w(s,ὡς,conjunction,ei),εἰ,conjunction,*dhmh/teros,Δημήτηρ,proper,a)kth/n,ἀκτή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,d',δέ,particle,a)/r',ἄρα,particle,e)n,ἐν,preposition,e)lledanoi=si,ἑλλεδανός,noun,de/on,δέω,verb,kai\,καί,conjunction,e)/pitnon,πίπτω,verb,a)lwh/n,ἀλωή,noun,oi(\,ἕ,pronoun,d',δέ,particle,e)tru/gwn,τρυγάω,verb,oi)/nas,οἴνη,noun,drepa/nas,δρεπάνη,adjective,e)n,ἐν,preposition,xersi\n,χείρ,noun,e)/xontes,ἔχω,verb,oi(\,ἕ,pronoun,d',δέ,particle,au)=t',αὖτε,adverb,e)s,εἰς,preposition,tala/rous,τάλαρος,noun,e)fo/reun,ἐφοράω,verb,u(po\,ὑπό,preposition,trughth/rwn,τρυγητήρ,noun,leukou\s,λευκός,adjective,kai\,καί,conjunction,me/lanas,μέλας,adjective,bo/truas,βότρυς,adjective,mega/lwn,μέγας,adverb,a)po\,ἀπό,preposition,o)/rxwn,ὄρχος,noun,briqome/nwn,βρίθω,verb,fu/lloisi,φύλλον,noun,kai\,καί,conjunction,a)rgure/h|s,ἀργύρεος,adjective,e(li/kessin,ἕλιξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,d',δέ,particle,au)=t',αὖτε,adverb,e)s,εἰς,preposition,tala/rous,τάλαρος,noun,e)fo/reun,ἐφοράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
para\,παρά,preposition,de/,δέ,particle,sfisin,σφεῖς,pronoun,o)/rxos,ὄρχος,noun,xru/seos,χρύσεος,adjective,h)=n,εἰμί,verb,kluta\,κλυτός,adjective,e)/rga,ἔργον,noun,peri/fronos,περίφρων,noun,*(hfai/stoio,Ἥφαιστος,proper,seio/menos,σείω,verb,fu/lloisi,φύλλον,noun,kai\,καί,conjunction,a)rgure/h|si,ἀργύρεος,adjective,ka/maci,κάμαξ,noun,briqo/menos,βρίθω,verb,stafulh=|si,σταφυλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mela/nqhsa/n,μελαίνω,verb,ge,γε,particle,me\n,μέν,particle,ai(/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(/,ἕ,pronoun,ge,γε,particle,me\n,μέν,particle,e)tra/peon,τραπέω,verb,toi\,σύ,pronoun,d',δέ,particle,h)/ruon,ἀρύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,d',δέ,particle,e)ma/xonto,μάχομαι,verb,pu/c,πύξ,adverb,te,τε,particle,kai\,καί,conjunction,e(lkhdo/n,ἑλκηδόν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi\,σύ,pronoun,d',δέ,particle,w)ku/podas,ὠκύπους,noun,lago\s,λαγῶς,noun,h(/|reun,αἱρέω,verb,a)/ndres,ἀνήρ,noun,qhreutai/,θηρευτής,noun,kai\,καί,conjunction,karxaro/donte,καρχαρόδους,noun,ku/ne,κύων,noun,pro/,πρό,preposition,i(e/menoi,ἵημι,verb,mape/ein,μάρπτω,verb,oi(\,ἕ,pronoun,d',δέ,particle,i(e/menoi,ἵημι,verb,u(palu/cai,ὑπαλύσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa\r,παρά,preposition,d',δέ,particle,au)toi=s,αὐτός,pronoun,i(pph=es,ἱππεύς,noun,e)/xon,ἔχω,verb,po/non,πόνος,noun,a)mfi\,ἀμφί,preposition,d',δέ,particle,a)e/qlw|,ἆθλον,noun,dh=rin,δῆρις,noun,e)/xon,ἔχω,verb,kai\,καί,conjunction,mo/xqon,μόχθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)upleke/wn,ἐυπλεκής,adjective,d',δέ,particle,e)pi\,ἐπί,preposition,di/frwn,δίφρος,noun,h(ni/oxoi,ἡνίοχος,adjective,bebaw=tes,βαίνω,verb,e)fi/esan,ἐφίημι,verb,w)ke/as,ὠκύς,adjective,i(/ppous,ἵππος,noun,r(uta\,ῥυτή,noun,xalai/nontes,χαλαίνω,verb,ta\,ὁ,article,d',δέ,particle,e)pikrote/onta,ἐπικροτέω,verb,pe/tonto,πέτομαι,verb,a(/rmata,ἅρμα,noun,kollh/ent',κολλήεις,adjective,e)pi\,ἐπί,preposition,de\,δέ,particle,plh=mnai,πλήμνη,noun,me/g',μέγας,adverb,a)u/teun,ἀυτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,me\n,μέν,particle,a)/r',ἄρα,particle,a)i/dion,ἀίδιος,adjective,ei)=xon,ἔχω,verb,po/non,πόνος,noun,ou)de/,οὐδέ,particle,pote/,ποτέ,particle,sfin,σφεῖς,pronoun,ni/kh,νίκη,noun,e)phnu/sqh,ἐπανύω,verb,a)ll',ἀλλά,adverb,a)/kriton,ἄκριτος,adverb,ei)=xon,ἔχω,verb,a)/eqlon,ἆθλον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=sin,τίς,pronoun,de\,δέ,particle,proe/keito,πρόκειμαι,verb,me/gas,μέγας,adverb,tri/pos,τρίπος,noun,e)nto\s,ἐντός,adverb,a)gw=nos,ἀγών,noun,xru/seios,χρύσεος,adjective,kluta\,κλυτός,adjective,e)/rga,ἔργον,noun,peri/fronos,περίφρων,noun,*(hfai/stoio,Ἥφαιστος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfi\,ἀμφί,preposition,d',δέ,particle,i)/tun,ἴτυς,adjective,r(e/en,ῥέω,verb,*)wkeano\s,Ὠκεανός,proper,plh/qonti,πλήθω,verb,e)oikw/s,ἔοικα,verb,pa=n,πᾶς,adjective,de\,δέ,particle,sunei=xe,συνόχωκα,verb,sa/kos,σάκκος,noun,poludai/dalon,πολυδαίδαλος,adjective,oi(\,ἕ,pronoun,de\,δέ,particle,kat',κατά,preposition,au)to\n,αὐτός,pronoun,ku/knoi,κύκνος,noun,a)ersipo/tai,ἀερσιπότης,noun,mega/l',μέγας,adverb,h)/puon,ἠπύω,verb,oi(/,ἕ,pronoun,r(a/,ἄρα,particle,te,τε,particle,polloi\,πολύς,adjective,nh=xon,νήχω,verb,e)p',ἐπί,preposition,a)/kron,ἄκρος,adjective,u(/dwr,ὕδωρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
para\,παρά,preposition,d',δέ,particle,i)xqu/es,ἰχθύς,noun,e)klone/onto,κλονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qau=ma,θαῦμα,noun,i)dei=n,εἶδον,verb,kai\,καί,conjunction,*zhni\,Ζεύς,proper,baruktu/pw|,βαρύκτυπος,adjective,ou(=,ἕ,pronoun,dia\,διά,preposition,boula\s,βουλή,noun,*(/hfaistos,Ἥφαιστος,proper,poi/hse,ποιέω,verb,sa/kos,σάκκος,noun,me/ga,μέγας,adverb,te,τε,particle,stibaro/n,στιβαρός,adjective,te,τε,particle,a)rsa/menos,ἄρδω,verb,pala/mh|si,παλάμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me\n,μέν,particle,*dio\s,Ζεύς,proper,a)/lkimos,ἄλκιμος,adjective,ui(o\s,υἱός,noun,pa/llen,πάλλω,verb,e)pikrate/ws,ἐπικρατής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,d',δέ,particle,i(ppei/ou,ἵππειος,adjective,qo/re,θρῴσκω,verb,di/frou,δίφρος,noun,ei)/kelos,εἴκελος,adjective,a)steroph=|,ἀστεροπή,noun,patro\s,πατήρ,noun,*dio\s,Ζεύς,proper,ai)gio/xoio,αἰγίοχος,adjective,kou=fa,κοῦφος,adjective,biba/s,βίβημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,d',δέ,particle,h(ni/oxos,ἡνίοχος,adjective,kratero\s,κρατερός,adjective,*)io/laos,Ἰόλαος,proper,di/frou,δίφρος,noun,e)pembebaw\s,ἐπεμβαίνω,verb,i)qu/neto,ἰθύνω,verb,kampu/lon,καμπύλος,adjective,a(/rma,ἅρμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gxi/molon,ἀγχίμολος,adjective,de/,δέ,particle,sf',σφεῖς,pronoun,h)=lqe,ἔρχομαι,verb,qea\,θεά,noun,glaukw=pis,γλαυκῶπις,noun,*)aqh/nh,Ἀθήνευς,proper,kai/,καί,conjunction,sfeas,σφεῖς,pronoun,qarsu/nousa,θαρσύνω,verb,e)/pea,ἔπος,adjective,ptero/enta,πτερόεις,adjective,proshu/da,προσαυδάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xai/rete,χαίρω,verb,*lugkh=os,Λυγκεύς,proper,geneh\,γενεά,noun,thlekleitoi=o,τηλεκλειτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,dh\,δή,particle,*zeu\s,Ζεύς,proper,kra/tos,κράτος,noun,u)/mmi,σύ,pronoun,didoi=,δίδωμι,verb,maka/ressin,μάκαρ,noun,a)na/sswn,ἀνάσσω,verb,*ku/knon,Κύκνος,proper,t',τε,particle,e)cenarei=n,ἐξεναίρω,verb,kai\,καί,conjunction,a)po\,ἀπό,preposition,kluta\,κλυτός,adjective,teu/xea,τεῦχος,noun,du=sai,δύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llo,ἄλλος,adjective,de\,δέ,particle,toi/,τοι,particle,ti,τις,pronoun,e)/pos,ἔπος,adjective,e)re/w,ἐρέω,verb,me/ga,μέγας,adverb,fe/rtate,φέρτατος,adjective,law=n,λαός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=t',εὖτε,conjunction,a)\n,ἄν,particle,dh\,δή,particle,*ku/knon,Κύκνος,proper,glukerh=s,γλυκερός,adjective,ai)w=nos,αἰών,noun,a)me/rsh|s,ἀμέρδω,verb,to\n,ὁ,article,me\n,μέν,particle,e)/peit',ἔπειτα,adverb,au)tou=,αὐτός,pronoun,lipe/ein,λείπω,verb,kai\,καί,conjunction,teu/xea,τεῦχος,noun,toi=o,ὁ,article,au)to\s,αὐτός,pronoun,de\,δέ,particle,brotoloigo\n,βροτολοιγός,adjective,*)/arhn,Ἄρης,proper,e)pio/nta,ἔπειμι,verb,dokeu/sas,δοκέω,verb,e)/nqa,ἔνθα,adverb,ke,ἄν,particle,gumnwqe/nta,γυμνόω,verb,sa/keus,σάκος,adjective,u(/po,ὑπό,preposition,daidale/oio,δαιδάλεος,adjective,o)fqalmoi=sin,ὀφθαλμός,noun,i)/dh|s,εἶδον,verb,e)/nq',ἔνθα,adverb,ou)ta/men,οὐτάω,verb,o)ce/i,ὀξύς,adjective,xalkw=|,χαλκός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)\y,ἄψ,adverb,d',δέ,particle,a)naxa/ssasqai,ἀναχάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,ou)/,οὐ,adverb,nu/,νῦν,adverb,toi,σύ,pronoun,ai)/simo/n,αἴσιμος,adjective,e)stin,εἰμί,verb,ou)/q',οὔτε,adverb,i(/ppous,ἵππος,noun,e(le/ein,αἱρέω,verb,ou)/te,οὔτε,adverb,kluta\,κλυτός,adjective,teu/xea,τεῦχος,noun,toi=o,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(\s,ὅς,pronoun,ei)pou=s',εἶπον,verb,e)s,εἰς,preposition,di/fron,δίφρος,noun,e)bh/sato,βαίνω,verb,di=a,δῖος,adjective,qea/wn,θέα,noun,ni/khn,νίκη,noun,a)qana/th|s,ἀθάνατος,adjective,xersi\n,χείρ,noun,kai\,καί,conjunction,ku=dos,κῦδος,noun,e)/xousa,ἔχω,verb,e)ssume/nws,ἐσσύμενος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/te,τότε,adverb,dh/,δή,particle,r(a,ἄρα,particle,dio/gnhtos,Διόγνητος,proper,*)io/laos,Ἰόλαος,proper,smerdale/on,σμερδαλέος,adjective,i(/ppoisin,ἵππος,noun,e)ke/kleto,κέλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
