word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
plei/w,πλέως,adjective,te,τε,particle,ga\r,γάρ,particle,xro/non,χρόνος,noun,diarke/sei,διαρκέω,verb,kai\,καί,conjunction,paramenei=,παραμένω,verb,kai\,καί,conjunction,a(/ma,ἅμα,adverb,w(s,ὡς,conjunction,mh\,μή,conjunction,h(,ὁ,article,a)tmi\s,ἀτμίς,adjective,pro\s,πρός,preposition,to\,pneu=ma,πνεῦμα,noun,tou=,ὁ,article,ka/mnontos,κάμνω,verb,prosfe/rhtai,προσφέρω,verb,h)\n,ἐάν,conjunction,a)/ra,ἄρα,particle,mh\,μή,conjunction,ὁ,article,doke/h|,δοκέω,verb,kai\,καί,conjunction,tou=to,οὗτος,pronoun,xrh/simon,χρήσιμος,adjective,pro/s,πρός,preposition,ti,τις,pronoun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,ga\r,γάρ,particle,o(/te,ὅτε,conjunction,dei=,δέομαι,verb,pro/s,πρός,preposition,ti,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,de\,δέ,particle,kai\,καί,conjunction,kriqai\,κριθή,noun,h)\,ἠέ,conjunction,o)/roboi,ὄροβος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,o)/cei,ὄξος,noun,kekrhme/nw|,χράω,verb,smikrw=|,μικρός,adjective,o)cu/teron,ὀξύς,adjective,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,a)/n,ἄν,particle,tis,τις,pronoun,pi/oi,πίνω,verb,die/nta,δίεμαι,verb,kai\,καί,conjunction,a)naze/santa,ἀναζέω,verb,e)s,εἰς,preposition,marsi/ppia,katar)*ra/yanta,,,prostiqe/nai,προστίθημι,verb,,,,,,,,,,,,,,,,μαρσίππιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pi/tura,πίτυρον,adjective,to\n,ὁ,article,au)to\n,αὐτός,pronoun,tro/pon,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puri/h,πυρία,noun,de\,δέ,particle,chrh\,ξηρός,adjective,a(/les,ἅλς,adjective,ke/gxroi,κέγχρος,noun,pefrugme/noi,φρύγω,verb,e)n,ἐν,preposition,ei)rine/oisi,ἐρίνεος,adjective,marsippi/oisin,μαρσίππιον,noun,e)pithdeio/tatoi,ἐπιτήδειος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,kou=fon,κοῦφος,adjective,kai\,καί,conjunction,proshne\s,προσηνής,adverb,o(,ὁ,article,ke/gxros,κέγχρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lu/ei,λύω,verb,de\,δέ,particle,ma/lqacis,μάλθαξις,noun,h(,ὁ,article,toih/de,τοιόσδε,adjective,kai\,καί,conjunction,ta\s,ὁ,article,pro\s,πρός,preposition,klhda,,,peraiou/sas,περαιόω,verb,a)lghdo/nas,ἀλγηδών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tomh\,τομή,noun,me/ntoi,μέντοι,particle,ge,γε,particle,ou)x,οὐ,adverb,dmoi/ws,,,lu/ei,λύω,verb,o)du/nhn,ὀδύνη,noun,h)\n,ἐάν,conjunction,mh\,μή,conjunction,pro\s,πρός,preposition,th\n,ὁ,article,klhda,,,perai/nh|,περαίνω,verb,h(,ὁ,article,o)du/nh,,,,,,,,,,,,,,,,,,,,,,ὀδύνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,mh\,μή,conjunction,lu/htai,λύω,verb,pro\s,πρός,preposition,ta\,ὁ,article,qerma/smata,θέρμασμα,noun,o(,ὁ,article,po/nos,πόνος,noun,ou),οὐ,adverb,xrh\,χρή,verb,polu\n,πολύς,adjective,xro/non,χρόνος,noun,qermai/nein,θερμαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,chrantiko\n,ξηραντικός,adjective,tou=,ὁ,article,pleu/monos,πλεύμων,adjective,tou=to/,οὗτος,pronoun,e)sti,εἰμί,verb,kai\,καί,conjunction,e)mpuhtiko/n,ἐμπυητικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,h)\n,ἐάν,conjunction,me\n,μέν,particle,shmai/nh|,σημαίνω,verb,h(,ὁ,article,o)du/nh,ὀδύνη,noun,e)s,εἰς,preposition,th\n,ὁ,article,klhda,,,h)\,ἠέ,conjunction,e)s,εἰς,preposition,to\n,ὁ,article,braxi/ona,βραχίων,adjective,ba/ros,βάρος,noun,h)\,peri\,περί,preposition,mazo\n,μαστός,noun,h)\,ἠέ,conjunction,u(pe\r,ὑπέρ,preposition,tw=n,ὁ,article,frenw=n,φρήν,noun,ta/menin,,,ἠέ,conjunction,xrh\,χρή,verb,th\n,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,a)gkw=ni,ἀγκών,noun,fle/ba,φλέψ,noun,th\n,ὁ,article,e)/sw,ἔσω,adjective,kai\,καί,conjunction,mh\,μή,conjunction,o)kne/einsuxno\n,,,a)faire/ein,ἀφαιρέω,verb,to\,ὁ,article,ai(=ma,αἷμα,noun,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,e)ruqro/teron,ἐρυθρός,adjective,pollw=|,πολύς,adjective,*ruh=|,,,a)nti\,ἀντί,preposition,kaqarou=,καθαρός,adjective,te,τε,particle,kai\e)ruqrou=,,,pelio/n,πελιός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfo/tera,ἀμφότερος,adjective,ga\r,γάρ,particle,gi/gnetai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,u(po\,ὑπό,preposition,ta\s,ὁ,article,fre/nas,φρήν,noun,h)=|,εἰμί,verb,to\,ὁ,article,a)/lghma,ἄλγημα,noun,e)s,εἰς,preposition,de\,δέ,particle,th\n,ὁ,article,klhda,,,mh\,μή,conjunction,shmai/nh|,σημαίνω,verb,malqa/ssein,dei=,δέομαι,verb,th\n,ὁ,article,koili/hn,κοιλία,noun,h)\,ἠέ,conjunction,me/lani,μέλας,adjective,e)llebo/rw|,ἑλλέβορος,noun,h)\,ἠέ,conjunction,μαλθάσσω,verb,pepli/w|,πέπλιον,noun,me/lani,μέλας,adjective,me\n,μέν,particle,dau=kon,δαῦκον,noun,h)\,ἠέ,conjunction,se/seli,σέσελις,noun,h)\,ἠέ,conjunction,ku/minon,κύμινον,adjective,h)\,ἠέ,conjunction,a)/nnhson,ἄνηθον,noun,h)\,ἠέ,conjunction,a)/llo,ἄλλος,adjective,ti,τις,pronoun,tw=n,ὁ,article,eu)wde/wn,εὐώδης,adverb,mi/sgonta,μίγνυμι,verb,pepli/w|,πέπλιον,noun,de\,δέ,particle,o)po\n,ὀπός,noun,silfi/ou,σίλφιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,misgo/mena,μίγνυμι,verb,a)llh/loisin,ἀλλήλων,pronoun,o(moio/tropa,ὁμοιότροπος,adjective,tau=ta/,οὗτος,pronoun,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/gei,ἄγω,verb,de\,δέ,particle,me/las,μέλας,adjective,me\n,μέν,particle,kalli/w,καλλίας,noun,kai\,καί,conjunction,krisimw/tera,κρίσιμος,adjective,pepli/ou,πέπλιον,noun,pe/plion,πέπλιον,noun,de\,δέ,particle,me/lanos,μέλας,adjective,ma=llon,μᾶλλον,adverb,fuse/wn,φῦσα,noun,katar)*rhktiko/n,,,e)stin,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/mfw,ἄμφω,noun,de\,δέ,particle,tau=ta,οὗτος,pronoun,o)du/nhn,ὀδύνη,noun,pau/ei,παύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pau/ei,παύω,verb,de\,δέ,particle,kai\,καί,conjunction,a)/lla,ἄλλος,adjective,polla,,,tw=n,ὁ,article,u(phla/twn,ὑπήλατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kra/tista,κράτιστος,adjective,de\,δέ,particle,tau=ta,οὗτος,pronoun,w(=n,ὅς,pronoun,e)gw\,ἐγώ,pronoun,oi)=da,οἶδα,verb,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,kai\,καί,conjunction,ta\,ὁ,article,e)n,ἐν,preposition,toi=si,ὁ,article,*rofh/masi,,,dido/mena,δίδωμι,verb,u(ph/lata,ὑπήλατος,adjective,a)rh/gei,ἀρήγω,verb,o(ko/sa,ὁπόσος,adjective,mh\,μή,conjunction,a)/gan,ἄγαν,adverb,e)sti\n,εἰμί,verb,a)hde/a,ἀηδής,adjective,h)\,dia\,διά,preposition,pikro/thta,πικρότης,noun,h)\,ἠέ,conjunction,di',διά,preposition,a)/llhn,ἄλλος,adjective,tina\,τις,pronoun,a)hdi/hn,ἀηδία,noun,ἠέ,conjunction,h)\,ἠέ,conjunction,dia\,διά,preposition,plh=qos,πλῆθος,noun,h)\,ἠέ,conjunction,xroih\n,χροιά,adjective,h)\,ἠέ,conjunction,u(poyi/hn,ὑποψία,noun,tina/,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,me\n,μέν,particle,ptisa/nhs,πτισάνης,noun,o(ko/tan,,,pi/h,πῖος,adjective,to\,ὁ,article,fa/rmakon,φάρμακον,noun,e)pir)*rofh=|n,,,au)ti/ka,αὐτίκα,adverb,xrh\,χρή,verb,dido/nai,δίδωμι,verb,mhde\n,μηδείς,pronoun,e)/lasson,ἐλάσσων,adjective,a)ci/ws,ἄξιος,adjective,lo/gou,h)\,ἠέ,conjunction,o(ko/son,ὁπόσος,adjective,ei)/qisto,ἐθίζω,verb,,,,,,,,,,,,,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,kai\,καί,conjunction,kata\,κατά,preposition,lo/gon,λόγος,noun,e)sti\,εἰμί,verb,meshgu\,μεσηγύ,adverb,th=s,ὁ,article,kaqa/rsios,καθάρσιος,adjective,mh\,μή,conjunction,dido/nai,δίδωμι,verb,*rofh=|n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/tan,,,de\,δέ,particle,lh/ch|,λαγχάνω,verb,h(,ὁ,article,ka/qarsis,κάθαρσις,noun,to/te,τότε,adverb,e)/lasson,ἐλάσσων,adjective,*rofee/tw,,,h)\,ἠέ,conjunction,o(ko/son,ὁπόσος,adjective,ei)/qisto,ἐθίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tou=to,οὗτος,pronoun,a)nage/tw,ἀνάγω,verb,ai)ei\,ἀεί,adverb,e)pi\,ἐπί,preposition,to\,ὁ,article,plei=on,πλέως,adjective,h)\n,ἐάν,conjunction,h(/,ὅς,pronoun,te,τε,particle,o)du/nh,ὀδύνη,noun,pepaume/nh,παύω,verb,h)=|,εἰμί,verb,kai\,mhde\n,μηδείς,pronoun,a)/llo,ἄλλος,adjective,e)nantiw=tai,ἐναντιόομαι,verb,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wu(to\s,,,de/,δέ,particle,moi,ἐγώ,pronoun,lo/gos,λόγος,noun,e)sti\,εἰμί,verb,kai\,καί,conjunction,h)\n,ἐάν,conjunction,xulw=|,χυλός,noun,p,,,nhs,,,de/h|,δέομαι,verb,xre/esqaifhmi\,,,ga\r,γάρ,particle,a)/meinon,ἀμείνων,adjective,ei)=nai,au)ti/ka,αὐτίκα,adverb,a)/rcasqai,ἄρχω,verb,*rofh=|n,,,to\,ὁ,article,e)pi/pan,ἐπίπαν,adverb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,εἰμί,verb,prokeneaggh/santa,προκενεαγγέω,verb,a)/rcasqai,ἄρχω,verb,tou=,ὁ,article,*rofh/matos,,,h)\,ἠέ,conjunction,tritai=on,τριταῖος,adjective,h)\,ἠέ,conjunction,tetartai=on,τεταρταῖος,adjective,h)\,ἠέ,conjunction,pemptai=on,πεμπταῖος,adjective,h)\,ἠέ,conjunction,e(ktai=on,ἑκταῖος,adjective,h)\,ἠέ,conjunction,e(bdomai=on,ἑβδομαῖον,noun,h)/n,ἐάν,conjunction,ge,γε,particle,mh\,μή,conjunction,prokriqh=|,προκρίνω,verb,h(,ὁ,article,nou=sos,νόσος,noun,e)n,ἐν,preposition,toute/w|,,,tw=|,ὁ,article,xro/nw)|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,proparaskeuai\,προπαρασκευή,noun,kai\,καί,conjunction,e)pi\,ἐπί,preposition,toute/oisi,,,paraplh/sioi,παραπλήσιος,adjective,poihte/ai,ποιητέος,adjective,o(koi=ai,ὁποῖος,adjective,ei)/rhntai,ἐρῶ,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
