word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/63/lemma/@_entry,word/63/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS
ei)=des,εἶδον,verb,a)\n,ἄν,particle,kai\,καί,conjunction,potamou\s,ποταμός,noun,tupou=nta,τυπόω,verb,to\n,ὁ,article,xalko\n,χαλκός,noun,e)k,ἐκ,preposition,phgw=n,πηγή,noun,e)pi\,ἐπί,preposition,ta\,ὁ,article,me/lh,μέλη,noun,r(e/ontas,ῥέω,verb,kai\,καί,conjunction,ku=ma,κῦμα,noun,qala/sshs,θάλασσα,noun,e)/rwti,ἔρως,noun,th=s,ὁ,article,w)|dh=s,ἀοιδός,noun,u(you/menon,ὑψόω,verb,kai\,καί,conjunction,pe/tras,πέτρα,noun,ai)sqh/sei,αἴσθησις,noun,plhttome/nas,πλήσσω,verb,mousikh=s,μουσική,noun,kai\,καί,conjunction,pa=san,πᾶς,adjective,bla/sthn,βλάστη,noun,w(/rion,ὥριος,adjective,e)c,ἐκ,preposition,h)qw=n,ἦθος,adjective,e)pi\,ἐπί,preposition,th\n,ὁ,article,mou=san,Μοῦσα,proper,th\n,ὁ,article,*)orfikh\n,Ὀρφικός,adjective,speu/dousan,σπεύδω,verb,kai\,καί,conjunction,ou)de\n,οὐδείς,pronoun,me\n,μέν,particle,h)=n,εἰμί,verb,to\,ὁ,article,h)xou=n,ἠχώ,noun,ou)de\,οὐδέ,particle,th\n,ὁ,article,a(rmoni/an,ἁρμονία,noun,th\n,ὁ,article,lurw|do\n,λυραοιδός,noun,e)gei=ron,ἐγείρω,verb,h(,ὁ,article,te/xnh,τέχνη,noun,de\,δέ,particle,e)n,ἐν,preposition,toi=s,ὁ,article,zw/|ois,ζώιον,noun,tou=,ὁ,article,peri\,περί,preposition,th\n,ὁ,article,mousikh\n,μουσικός,adjective,e)/rwtos,ἔρως,noun,ta\,ὁ,article,pa/qh,πάθη,noun,katemh/nue,καταμηνύω,verb,kai\,e)n,ἐν,preposition,tw=|,ὁ,article,xalkw=|,χαλκός,noun,ta\s,ὁ,article,h(dona\s,ἡδονά,noun,e)poi/ei,ποιέω,verb,fai/nesqai,φαίνω,verb,kai\,καί,conjunction,καί,conjunction,ta\,ὁ,article,e)panqou=nta,ἐπανθέω,verb,th=|,ὁ,article,ai)sqh/sei,αἴσθησις,noun,tw=n,ὁ,article,zw/|wn,ζώιον,noun,qelkth/ria,θελκτήριον,noun,a)rrh/tws,ἄρρητος,adjective,e)ce/fainen,ἐκφαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*daida/lw|,Δαίδαλος,proper,me\n,μέν,particle,e)ch=n,ἔξεστι,verb,ei),εἰ,conjunction,dei=,δέομαι,verb,tw=|,ὁ,article,peri\,περί,preposition,*krh/thn,Κρήτη,proper,pisteu/ein,πιστεύω,verb,qau/mati,θαῦμα,noun,kinou/mena,κινέω,verb,mhxana=sqai,μηχανάομαι,verb,'ta)\,ἒ,interjection,poih/mata,ποίημα,noun,kai\,καί,conjunction,pro\s,πρός,preposition,a)nqrwpi/nhn,ἀνθρώπινος,adjective,ai)/sqhsin,αἴσθησις,noun,e)kbia/zesqai,ἐκβιάζω,verb,to\n,ὁ,article,xruso/n,χρυσός,noun,ai(,ὁ,article,de\,δέ,particle,dh\,δή,particle,*pracite/leioi,,,xei=res,χείρ,noun,zwtika\,ζωτικός,adjective,dio/lou,διόλου,adverb,kateskeu/azon,κατασκευάζω,verb,ta\,ὁ,article,texnh/mata,τέχνημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/lsos,ἄλσος,noun,h)=n,εἰμί,verb,kai\,καί,conjunction,*dio/nusos,Διόνυσος,proper,ei(sth/kei,ἵστημι,verb,h)iqe/ou,ἠίθεος,noun,sxh=ma,σχῆμα,noun,mimou/menos,μιμέομαι,verb,ou(/tw,οὕτως,adverb,me\n,μέν,particle,a(palo/s,ἁπαλός,adjective,w(s,ὡς,conjunction,pro\s,πρός,preposition,sa/rka,σάρξ,adjective,metarruqmi/zesqai,μεταρρυθμίζω,verb,to\n,ὁ,article,xalko/n,χαλκός,noun,ou(/tw,οὕτως,adverb,de\,δέ,particle,u(gro\n,ὑγρός,adjective,kai\,καί,conjunction,kexalasme/non,χαλάω,verb,e)/xwn,ἔχω,verb,to\,ὁ,article,sw=ma,σῶμα,adjective,w(s,ὡς,conjunction,e)c,ἐκ,preposition,e(te/ras,ἕτερος,adjective,u(/lhs,ὕλη,noun,a)lla\,ἀλλά,adverb,mh\,μή,conjunction,xalkou=,χαλκός,noun,pefukw/s,φύω,verb,o(\s,ὅς,pronoun,xalko\s,χαλκός,noun,me\n,μέν,particle,w)\n,εἰμί,verb,h)ruqrai/neto,ἐρυθραίνομαι,verb,zwh=s,ζωή,noun,de\,δέ,particle,metousi/an,μετουσία,noun,ou)k,οὐ,adverb,e)/xwn,ἔχω,verb,e)bou/leto,βούλομαι,verb,'zwh=s',ζωός,adjective,th\n,ὁ,article,i)de/an,ἰδέα,noun,deiknu/nai,δείκνυμι,verb,a(yame/nw|,ἅπτω,verb,de/,δέ,particle,soi,σύ,pronoun,pro\s,πρός,preposition,th\n,ὁ,article,a)kmh\n,ἀκμή,noun,u(pecani/stato,ὑπεξανίσταμαι,verb,kai\,καί,conjunction,o)/ntws,ὄντως,adverb,me\n,μέν,particle,h)=n,εἰμί,verb,o(,ὁ,article,xalko\s,χαλκός,noun,stegano/s,στεγανός,adjective,u(po\,ὑπό,preposition,de\,th=s,ὁ,article,te/xnhs,τέχνη,noun,malatto/menos,μαλάσσω,verb,ei)s,εἰς,preposition,sa/rka,σάρξ,adjective,a)pedi/draske,ἀποδιδράσκω,verb,th=s,ὁ,article,xeiro\s,χείρ,noun,δέ,particle,th\n,ὁ,article,ai)/sqhsin,αἴσθησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,de\,δέ,particle,a)nqhro/s,ἀνθηρός,adjective,a(bro/thtos,ἁβρότης,noun,ge/mwn,γέμω,verb,i(me/rw|,ἵμερος,adjective,r(eo/menos,ῥέομαι,verb,oi(=on,οἷος,adjective,au)to\n,αὐτός,pronoun,*eu)ripi/dhs,Εὐριπίδης,proper,e)n,ἐν,preposition,*ba/kxais,Βάκχη,proper,ei)dopoih/sas,εἰδοποιέω,verb,e)ce/fhne,ἐκφαίνω,verb,kisso\s,κισσός,noun,d',δέ,particle,au)to\n,αὐτός,pronoun,e)/stefe,στέφω,verb,periqe/wn,περιθέω,verb,e)n,ἐν,preposition,ku/klw|,κύκλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,kisso\s,κισσός,noun,h)=n,εἰμί,verb,o(,ὁ,article,xalko\s,χαλκός,noun,ei)s,εἰς,preposition,klw=nas,κλών,adjective,kampto/menos,κάμπτω,verb,kai\,καί,conjunction,tw=n,ὁ,article,bostru/xwn,βόστρυχος,noun,tou\s,ὁ,article,e(likth=ras,ἑλικτήρ,noun,e)k,ἐκ,preposition,metw/pou,μέτωπον,noun,kexume/nous,χέω,verb,a)naste/llwn,ἀναστέλλω,verb,ge/lwtos,γέλως,noun,de\,δέ,particle,e)/mplews,ἔμπλεος,adjective,o(\,ὅς,pronoun,dh\,δή,particle,kai\,καί,conjunction,panto\s,πᾶς,adjective,h)=n,εἰμί,verb,e)pe/keina,ἐπέκεινα,adverb,qau/matos,θαῦμα,noun,h(donh=s,ἡδονά,noun,a)fie/nai,ἀφίημι,verb,th\n,ὁ,article,u(/lhn,ὕλη,noun,tekmh/ria,τεκμήριον,noun,kai\,καί,conjunction,th\n,ὁ,article,paqw=n,πάθος,adjective,dh/lwsin,δήλωσις,noun,u(pokri/nesqai,ὑποκρίνομαι,verb,to\n,ὁ,article,xalko/n,χαλκός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nebri\s,νεβρίς,noun,de\,δέ,particle,au)to\n,αὐτός,pronoun,e)/skepen,σκέπτομαι,verb,ou)x,οὐ,adverb,oi(/an,οἷος,adjective,ei)/wqen,ἔθω,verb,o(,ὁ,article,*dio/nusos,Διόνυσος,proper,e)ca/ptesqai,ἐξάπτω,verb,a)ll',ἀλλά,adverb,ei)s,εἰς,preposition,th\n,ὁ,article,th=s,ὁ,article,dora=s,δορά,noun,mi/mhsin,μίμησις,noun,o(,ὁ,article,xalko\s,χαλκός,noun,meteba/lleto,μεταβάλλω,verb,ei(sth/kei,ἵστημι,verb,de\,δέ,particle,th\n,ὁ,article,laia\n,λαιός,noun,e)perei/dwn,ἐπερείδω,verb,tw=|,ὁ,article,qu/rsw|,θύρσος,noun,o(,ὁ,article,de\,δέ,particle,qu/rsos,θύρσος,noun,h)pa/ta,ἀπατάω,verb,th\n,ὁ,article,ai)/sqhsin,αἴσθησις,noun,kai\,καί,conjunction,e)k,ἐκ,preposition,xalkou=,χαλκός,noun,pepoihme/nos,ποιέω,verb,xloero/n,χλοερός,adjective,ti,τις,pronoun,kai\,καί,conjunction,teqhlo\s,θάλλω,verb,a)posti/lbein,ἀποστίλβω,verb,e)doca/zeto,δοξάζω,verb,pro\s,πρός,preposition,tau/thn,οὗτος,pronoun,a)meibo/menos,ἀμείβω,verb,th\n,ὁ,article,u(/lhn,ὕλη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/mma,ὄμμα,noun,de\,δέ,particle,h)=n,εἰμί,verb,puri\,πῦρ,noun,diauge/s,διαυγής,adverb,maniko\n,μανικός,adjective,i)dei=n,εἶδον,verb,kai\,καί,conjunction,ga\r,γάρ,particle,to\,ὁ,article,bakxeu/simon,Βακχεύσιμος,proper,o(,ὁ,article,xalko\s,χαλκός,noun,e)nedei/knuto,ἐνδείκνυμι,verb,kai\,καί,conjunction,e)piqeia/zein,ἐπιθειάζω,verb,e)do/kei,δοκέω,verb,w(/sper,ὥσπερ,adverb,oi)=mai,οἴομαι,verb,tou=,ὁ,article,*pracite/lous,Πραξιτέλης,proper,kai\,καί,conjunction,to\n,ὁ,article,bakxei=on,Βάκχειος,proper,oi)=stron,οἶστρος,noun,e)gkatami=cai,ἐγκαταμίγνυμαι,verb,dunhqe/ntos,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)qe/lw,ἐθέλω,verb,soi,σύ,pronoun,kai\,καί,conjunction,to\,ὁ,article,*me/mnonos,Μέμνων,proper,a)fhgh/sasqai,ἀφηγέομαι,verb,qau=ma,θαῦμα,noun,kai\,καί,conjunction,ga\r,γάρ,particle,o)/ntws,ὄντως,adverb,para/docos,παράδοξος,adjective,h(,ὁ,article,te/xnh,τέχνη,noun,kai\,καί,conjunction,krei/ttwn,κρείσσων,verb,a)nqrwpi/nhs,ἀνθρώπινος,adjective,xeiro/s,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,*tiqwnou=,Τιθωνός,proper,*me/mnonos,Μέμνων,proper,ei)kw\n,εἰκών,noun,h)=n,εἰμί,verb,e)n,ἐν,preposition,*ai)qiopi/a|,Αἰθιόπιος,proper,e)k,ἐκ,preposition,li/qou,λίθος,adjective,pepoihme/nh,ποιέω,verb,ou),οὐ,adverb,mh\n,μείς,adjective,e)n,ἐν,preposition,toi=s,ὁ,article,oi)kei/ois,οἰκεῖος,adjective,o(/rois,ὅρος,adjective,e)/mene,μένω,verb,ou)de\,οὐδέ,particle,to\,ὁ,article,th=s,ὁ,article,fu/sews,φύσις,noun,sighlo\n,σιγηλός,adjective,h)nei/xeto,ἀνέχω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,li/qos,λίθος,adjective,w)\n,εἰμί,verb,ei)=xen,ἔχω,verb,e)cousi/an,ἐξουσία,noun,fwnh=s,φωνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,me\n,μέν,particle,ga\r,γάρ,particle,a)ni/sxousan,ἀνίσχω,verb,th\n,ὁ,article,*(hme/ran,ἥμερος,adjective,prosefqe/ggeto,προσφθέγγομαι,verb,e)pishmai/nwn,ἐπισημαίνω,verb,th=|,ὁ,article,fwnh=|,φωνή,noun,th\n,ὁ,article,xara\n,χαρά,noun,kai\,καί,conjunction,e)pi\,ἐπί,preposition,tai=s,ὁ,article,th=s,ὁ,article,mhtro\s,μήτηρ,noun,parousi/ais,παρουσία,noun,faidruno/menos,φαιδρύνω,verb,nu=n,νῦν,adverb,de\,δέ,particle,a)poklinome/nhs,ἀποκλίνω,verb,ei)s,εἰς,preposition,nu/kta,νύξ,adjective,e)leeino/n,ἐλεεινός,adjective,ti,τις,pronoun,kai\,καί,conjunction,a)lgeino\n,ἀλγεινός,adjective,e)/stene,στένω,verb,pro\s,πρός,preposition,th\n,ὁ,article,a)pousi/an,ἀπουσία,noun,a)niw/menos,ἀνιάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)po/rei,ἀπορέω,verb,de\,δέ,particle,ou)de\,οὐδέ,particle,dakru/wn,δάκρυον,noun,o(,ὁ,article,li/qos,λίθος,adjective,a)ll',ἀλλά,adverb,ei)=xen,ἔχω,verb,u(phretou/mena,ὑπηρετέω,verb,th=|,ὁ,article,boulh/sei,βούλομαι,verb,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,kai\,καί,conjunction,h(,ὁ,article,ei)kw\n,εἰκών,noun,mo/nw|,μόνος,adjective,me\n,μέν,particle,tou=,ὁ,article,a)nqrwpi/nou,ἀνθρώπινος,adjective,dialla/ttein,διαλλάσσω,verb,moi,ἐγώ,pronoun,e)do/kei,δοκέω,verb,sw/mati,σῶμα,adjective,u(po\,ὑπό,preposition,de\,δέ,particle,yuxh=s,ψυχή,noun,tino\s,τις,pronoun,kai\,καί,conjunction,o(moi/as,ὅμοιος,adjective,proaire/sews,προαίρεσις,noun,a)gome/nh,ἄγω,verb,kathuqu/neto,κατευθύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=xe,ἔχω,verb,gou=n,γοῦν,particle,kai\,καί,conjunction,ta\,ὁ,article,lupou=nta,λυπέω,verb,e)gkekrame/na,ἐγκεράννυμι,verb,kai\,καί,conjunction,pa/lin,πάλιν,adverb,h(donh=s,ἡδονά,noun,ai)/sqhsis,αἴσθησις,noun,au)to\n,αὐτός,pronoun,katela/mbanen,καταλαμβάνω,verb,u(p',ὑπό,preposition,a)mfote/rwn,ἀμφότερος,adjective,tw=n,ὁ,article,paqw=n,πάθος,adjective,plhtto/menon,πλήσσω,verb,kai\,καί,conjunction,h(,ὁ,article,me\n,μέν,particle,fu/sis,φύσις,noun,th\n,ὁ,article,li/qwn,λίθος,adjective,ge/nesin,γένεσις,noun,a)/fqoggon,ἄφθογγος,adjective,proh/gage,προάγω,verb,kai\,καί,conjunction,kwfh\n,κωφός,adjective,kai\,καί,conjunction,mh/te,μήτε,particle,u(po\,ὑπό,preposition,lu/phs,λύπη,noun,e)qe/lousan,ἐθέλω,verb,dioikei=sqai,διοικέω,verb,mh/te,μήτε,particle,ei)dui=an,οἶδα,verb,h(sqh=nai,ἥδομαι,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,pa/sais,πᾶς,adjective,tu/xais,τύχη,noun,a)/trwton,ἄτρωτος,adjective,e)kei/nw|,ἐκεῖνος,pronoun,de\,δέ,particle,tw=|,ὁ,article,*me/mnonos,Μέμνων,proper,li/qw|,λίθος,adjective,kai\,καί,conjunction,h(donh\n,ἡδονά,noun,pare/dwken,παραδίδωμι,verb,h(,ὁ,article,te/xnh,τέχνη,noun,kai\,καί,conjunction,pe/tran,πέτρα,noun,a)ne/micen,ἀναμίγνυμι,verb,a)/lgei,ἄλγος,noun,kai\,καί,conjunction,mo/nhn,μόνος,adjective,tau/thn,οὗτος,pronoun,e)pista/meqa,ἐφίστημι,verb,th\n,ὁ,article,te/xnhn,τέχνη,noun,noh/mata,νόημα,noun,tw=|,li/qw|,λίθος,adjective,kai\,καί,conjunction,fwnh\n,φωνή,noun,e)nqei=san,ἐντίθημι,verb,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,*dai/dalos,Δαίδαλος,proper,me/xri,μέχρι,preposition,me\n,μέν,particle,kinh/sews,κίνησις,adjective,e)neanieu/eto,νεανιεύομαι,verb,kai\,καί,conjunction,du/namin,δύναμις,adjective,ei)=xen,ἔχω,verb,h(,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,te/xnh,τέχνη,noun,e)cista/nai,ἐξίστημι,verb,ta\s,ὁ,article,u(/las,ὕλη,noun,kai\,καί,conjunction,ei)s,εἰς,preposition,xorei/an,χορεία,noun,kinei=n,κινέω,verb,a)mh/xanon,ἀμήχανος,adjective,de\,δέ,particle,h)=n,εἰμί,verb,kai\,καί,conjunction,pantelw=s,παντελής,adverb,a)/poron,ἄπορος,adjective,kai\,καί,conjunction,fwnh=s,φωνή,noun,me/toxa,μέτοχος,adjective,pragmateu/esqai,πραγματεύομαι,verb,ta\,ὁ,article,poih/mata,ποίημα,noun,ai(,ὁ,article,de\,δέ,particle,*ai)qio/pwn,Αἰθίοψ,proper,xei=res,χείρ,noun,po/rous,πόρος,noun,tw=n,ὁ,article,a)mhxa/nwn,ἀμήχανος,adjective,e)ceurou=sai,ἐξευρίσκω,verb,kai\,καί,conjunction,th\n,ὁ,article,a)fqoggi/an,ἀφθογγία,noun,e)ceni/khsan,ἐκνικάω,verb,tou=,ὁ,article,li/qou,λίθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
