word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/27/lemma/@_entry,word/27/lemma/@_POS
tou\s,ὁ,article,de\,δέ,particle,pa/nu,πάνυ,adverb,semnw=s,σεμνός,adjective,o(,ὁ,article,*(hsi/odos,Ἡσίοδος,proper,a(gnou/s,prosei=pe,προσεῖπον,verb,ploutodo/tas,πλουτοδότης,noun,kai\,καί,conjunction,tou=to,οὗτος,pronoun,ge/ras,γέρας,adjective,basilh/ion,βασίλειος,adjective,e)/xontas,ἔχω,verb,basilikou=,βασιλικός,adjective,tou=,ὁ,article,eu)=,εὖ,adverb,poiei=n,ποιέω,verb,o)/ntos,εἰμί,verb,,,,,,,,,,,,,,,,,,,ἁγνός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)si\,εἰμί,verb,ga/r,γάρ,particle,w(s,ὡς,conjunction,a)nqrw/pois,ἄνθρωπος,noun,kai\,καί,conjunction,dai/mosin,δαίμων,adjective,a)reth=s,diaforai\,διαφορά,noun,kai\,καί,conjunction,tou=,ὁ,article,paqhtikou=,παθητικός,adjective,kai\,καί,conjunction,a)lo/gou,ἄλογος,adjective,toi=s,ὁ,article,me\n,μέν,particle,a)sqene\s,ἀσθενής,adjective,kai\,καί,conjunction,a)mauro\n,ἀμαυρός,adjective,e)/ti,ἔτι,adverb,lei/yanon,λείψανον,noun,w(/sper,ὥσπερ,adverb,peri/ttwma,περίσσωμα,noun,toi=s,ὁ,article,de\,δέ,particle,polu\,πολύς,adjective,ἀρετή,noun,kai\,καί,conjunction,duskata/sbeston,δυσκατάσβεστος,adjective,e)/nestin,w(=n,ὅς,pronoun,i)/xnh,ἴχνος,noun,kai\,καί,conjunction,su/mbola,σύμβολον,noun,pollaxou=,πολλαχοῦ,adverb,qusi/ai,θυσία,noun,kai\,καί,conjunction,teletai\,τελετή,noun,kai\,καί,conjunction,muqologi/ai,μυθολογία,noun,sw/|zousi,σώζω,verb,kai\,καί,conjunction,diafula/ttousin,διαφυλάσσω,verb,e)ndiesparme/na,ἐνδιασπείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔνειμι,verb
peri\,περί,preposition,me\n,μέν,particle,ou)=n,οὖν,particle,tw=n,ὁ,article,mustikw=n,μυστικός,adjective,e)n,ἐν,preposition,oi(=s,ta\s,ὁ,article,megi/stas,μέγας,adverb,e)mfa/seis,ἔμφασις,noun,kai\,καί,conjunction,diafa/seis,διάφασις,noun,labei=n,λαμβάνω,verb,e)/sti,εἰμί,verb,th=s,ὁ,article,peri\,περί,preposition,daimo/nwn,δαίμων,adjective,a)lhqei/as,ἀλήθεια,adjective,eu)/stoma/,εὔστομος,adjective,moi,ἐγώ,pronoun,kei/sqw,κέω,verb,kaq',κατά,preposition,*(hro/doton,Ἡρόδοτος,proper,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(orta\s,ἑορτή,adjective,de\,δέ,particle,kai\,καί,conjunction,qusi/as,θυσία,noun,w(/sper,ὥσπερ,adverb,h(me/ras,ἡμέρα,noun,a)pofra/das,kai\,καί,conjunction,skuqrwpa/s,,,e)n,ἐν,preposition,ai(=s,ὅς,pronoun,w)mofagi/ai,ὠμοφαγία,noun,kai\,καί,conjunction,diaspasmoi\,διασπασμός,noun,nhstei=ai/,νηστεία,noun,te,τε,particle,kai\,καί,conjunction,kopetoi/,κοπετός,noun,pollaxou=,πολλαχοῦ,adverb,de\,δέ,particle,pa/lin,πάλιν,adverb,ai)sxrologi/ai,αἰσχρολογία,noun,pro\s,πρός,preposition,i(eroi=s,ἱερός,adjective,mani/ai,μανία,noun,ἀποφράς,noun,t',τε,particle,a)lalai\,ἀλαλή,noun,t',o)rino/menai,ὀρίνω,verb,r(iyau/xeni,ῥιψαύχην,noun,su\n,σύν,preposition,klo/nw|,κλόνος,noun,qew=n,θέα,noun,me\n,μέν,particle,ou)deni\,οὐδείς,pronoun,daimo/nwn,δαίμων,adjective,de\,δέ,particle,fau/lwn,φαῦλος,adjective,a)potroph=s,ἀποτροπή,noun,e(/neka,ἕνεκα,preposition,fh/saim',φημί,verb,a)\n,ἄν,particle,telei=sqai,τέλλω,verb,meili/xia,μειλίχιος,adjective,kai\,καί,conjunction,paramu/qia,παραμύθιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τε,particle
kai\,καί,conjunction,ta\s,ὁ,article,pa/lai,πάλαι,adverb,poioume/nas,ποιέω,verb,a)nqrwpoqusi/as,ἀνθρωποθυσία,noun,ou)/te,οὔτε,adverb,qeou\s,a)paitei=n,ἀπαιτέω,verb,h)\,ἠέ,conjunction,prosde/xesqai,προσδέχομαι,verb,piqano/n,πιθανός,adjective,e)stin,εἰμί,verb,ou)/te,οὔτε,adverb,ma/thn,μάτην,adverb,a)\n,ἄν,particle,e)de/xonto,δέχομαι,verb,basilei=s,βασιλεύς,noun,kai\,καί,conjunction,strathgoi\,στρατηγός,noun,pai=das,παῖς,adjective,au(tw=n,ἑαυτοῦ,pronoun,e)pidido/ntes,ἐπιδίδωμι,verb,kai\,καί,conjunction,katarxo/menoi,κατάρχω,verb,kai\,καί,conjunction,θεός,noun,sfa/ttontes,σφάζω,verb,a)lla\,ἀλλά,adverb,xalepw=n,kai\,καί,conjunction,dustro/pwn,δύστροπος,adjective,o)rga\s,ὀργάς,noun,kai\,καί,conjunction,baruqumi/as,βαρυθυμία,noun,a)fosiou/menoi,ἀφοσιόω,verb,kai\,καί,conjunction,a)popimpla/ntes,ἀποπίμπλημι,verb,a)lasto/rwn,ἀλάστωρ,noun,e)ni/wn,ἔνιοι,adjective,de\,δέ,particle,manikou\s,μανικός,adjective,kai\,καί,conjunction,turannikou\s,τυραννικός,adjective,e)/rwtas,ἔρως,noun,ou),οὐ,adverb,duname/nwn,δύναμαι,verb,ou)de\,οὐδέ,particle,boulome/nwn,βούλομαι,verb,sw/masi,σῶμα,adjective,kai\,καί,conjunction,dia\,διά,preposition,swma/twn,σῶμα,adjective,o(milei=n,ὁμιλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χαλεπός,adjective
a)ll',ἀλλά,adverb,w(/sper,ὥσπερ,adverb,*(hraklh=s,Ἡρακλέης,proper,*oi)xali/an,Οἰχαλία,proper,e)polio/rkei,πολιορκέω,verb,dia\,διά,preposition,parqe/non,ou(/tws,οὕτως,adverb,i)sxuroi\,ἰσχυρός,adjective,kai\,καί,conjunction,bi/aioi,βίαιος,adjective,dai/mones,δαίμων,adjective,e)caitou/menoi,ἐξαιτέω,verb,yuxh\n,ψυχή,noun,a)nqrwpi/nhn,ἀνθρώπινος,adjective,periexome/nhn,περιέχω,verb,sw/mati,σῶμα,adjective,loimou/s,λοιμός,noun,te,τε,particle,po/lesi,πόλις,adjective,kai\,καί,conjunction,gh=s,γῆ,noun,a)fori/as,ἀφορία,noun,e)pa/gousi,ἐπάγω,verb,kai\,καί,conjunction,παρθένος,noun,pole/mous,πόλεμος,noun,kai\,καί,conjunction,sta/seis,tara/ttousin,ταράσσω,verb,a)/xri,ἄχρι,adverb,ou(=,ἕ,pronoun,la/bwsi,λαμβάνω,verb,kai\,καί,conjunction,tu/xwsin,τυγχάνω,verb,ou)=,οὐ,adverb,e)rw=sin,ἐράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,στάσις,adjective
e)/nioi,ἔνιοι,adjective,de\,δέ,particle,tou)nanti/on,ἐναντίος,adjective,e)/paqon,πάσχω,verb,w(/sper,ὥσπερ,adverb,e)n,ἐν,preposition,*krh/th|,xro/non,χρόνος,noun,suxno\n,συχνός,adjective,dia/gwn,διάγω,verb,e)/gnwn,γιγνώσκω,verb,a)/topo/n,ἄτοπος,adjective,tina,τις,pronoun,teloume/nhn,τέλλω,verb,e(orth/n,ἑορτή,adjective,e)n,ἐν,preposition,h(=|,ὅς,pronoun,kai\,καί,conjunction,ei)/dwlon,εἴδωλον,noun,a)ndro\s,ἀνήρ,noun,a)ke/falon,ἀκέφαλος,adjective,a)nadeiknu/ousi,ἀναδείκνυμι,verb,kai\,καί,conjunction,le/gousin,λέγω,verb,w(s,ὡς,conjunction,Κρήτη,proper,ou(=tos,οὗτος,pronoun,h)=n,εἰμί,verb,*mo/los,o(,ὁ,article,*mhrio/nou,Μηριόνης,proper,path/r,πατήρ,noun,nu/mfh|,νύμφη,noun,de\,δέ,particle,pro\s,πρός,preposition,bi/an,βία,adjective,suggeno/menos,συγγίγνομαι,verb,a)ke/falos,ἀκέφαλος,adjective,eu(reqei/h,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Μόλος,proper
kai\,καί,conjunction,mh\n,μείς,adjective,o(/sas,ὅσος,adjective,e)/n,ἐν,preposition,te,τε,particle,mu/qois,μῦθος,noun,kai\,u(/mnois,ὕμνος,noun,le/gousi,λέγω,verb,kai\,καί,conjunction,a)/|dousi,ἀείδω,verb,tou=to,οὗτος,pronoun,me\n,μέν,particle,a(rpaga\s,ἁρπαγή,noun,tou=to,οὗτος,pronoun,de\,δέ,particle,pla/nas,πλάνη,noun,qew=n,θέα,noun,kru/yeis,κρύπτω,verb,te,τε,particle,kai\,καί,conjunction,fuga\s,φυγάς,noun,kai\,καί,conjunction,latrei/as,λατρεία,noun,ou),οὐ,adverb,καί,conjunction,qew=n,θέα,noun,ei)sin,εἰμί,verb,a)lla\,daimo/nwn,δαίμων,adjective,paqh/mata,πάθημα,noun,kai\,καί,conjunction,tu/xai,τύχη,noun,mnhmoneuo/menai,μνημονεύω,verb,di',διά,preposition,a)reth\n,ἀρετή,noun,kai\,καί,conjunction,du/namin,δύναμις,adjective,au)tw=n,αὐτός,pronoun,kai\,καί,conjunction,ou)/t',οὔτε,adverb,*ai)sxu/los,Αἰσχύλος,proper,ei)=pen,εἶπον,verb,a(gno/n,ἁγνός,adjective,t',τε,particle,*)apo/llw,Ἀπόλλων,proper,fuga/d',φυγάς,noun,a)p',ἀπό,preposition,ou)ranou=,οὐρανός,noun,qeo/n,θεός,noun,ou)/t',οὔτε,adverb,o(,ὁ,article,*sofokle/ous,Σοφοκλέης,proper,*)/admhtos,Ἄδμητος,proper,ou(mo\s,ἐμός,adjective,d',δέ,particle,a)le/ktwr,ἀλέκτωρ,adjective,au)to\n,αὐτός,pronoun,h)=ge,ἄγω,verb,pro\s,πρός,preposition,mu/lhn,μύλη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb
plei=ston,πλεῖστος,adjective,de\,δέ,particle,th=s,ὁ,article,a)lhqei/as,ἀλήθεια,adjective,diamarta/nousin,διαμαρτάνω,verb,oi(,ὁ,article,*delfw=n,qeolo/goi,,,nomi/zontes,νομίζω,verb,e)ntau=qa/,ἐνταῦθα,adverb,pote,ποτέ,particle,pro\s,πρός,preposition,o)/fin,ὄφις,noun,tw=|,ὁ,article,qew=|,θεός,noun,peri\,περί,preposition,tou=,ὁ,article,xrhsthri/ou,χρηστήριον,noun,ma/xhn,μάχη,noun,gene/sqai,γίγνομαι,verb,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,poihta\s,ποιητής,noun,kai\,καί,conjunction,logogra/fous,λογόγραφος,noun,Δελφοί,proper,e)n,ἐν,preposition,qea/trois,θέατρον,noun,a)gwnizome/nous,le/gein,λέγω,verb,e)w=ntes,ἀίω,verb,w(/sper,ὥσπερ,adverb,e)pi/thdes,ἐπίτηδες,adverb,a)ntimarturou=ntas,ἀντιμαρτυρέω,verb,w(=n,ὅς,pronoun,drw=sin,δράω,verb,i(eroi=s,ἱερός,adjective,toi=s,ὁ,article,a(giwta/tois,ἅγιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀγωνίζομαι,verb
qauma/santos,θαυμάζω,verb,de\,δέ,particle,tou=,ὁ,article,*fili/ppou,Φίλιππος,proper,parh=n,πάρειμι,verb,ga\r,γάρ,particle,o(,suggrafeu\s',συγγραφεύς,noun,kai\,καί,conjunction,puqome/nou,πύθω,verb,ti/sin,τίσις,adjective,a)ntimarturei=n,ἀντιμαρτυρέω,verb,qei/ois,θεῖος,noun,oi)/etai,οἴομαι,verb,tou\s,ὁ,article,a)gwnizome/nous,ἀγωνίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tois,οὗτος,pronoun,e)/fh,φημί,verb,toi=s,ὁ,article,peri\,περί,preposition,to\,ὁ,article,xrhsth/rion,χρηστήριον,noun,oi(=s,a)/rti,ἄρτι,adverb,tou\s,ὁ,article,e)/cw,ἔξω,adverb,*pulw=n,Πύλαι,proper,pa/ntas,πᾶς,adjective,*(/ellhnas,Ἕλλην,proper,h(,ὁ,article,po/lis,πόλις,adjective,katorgia/zousa,κατοργιάζω,verb,me/xri,μέχρι,preposition,*tempw=n,Τέμπη,proper,e)lh/laken,ἐλαύνω,verb,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/,ὅς,pronoun,te,τε,particle,ga\r,γάρ,particle,i(stame/nh,ἵστημι,verb,kalia\s,καλιά,noun,e)ntau=qa,ἐνταῦθα,adverb,peri\,th\n,ὁ,article,a(/lw,ἅλως,noun,di',διά,preposition,e)nne/a,ἐννέα,verb,e)tw=n,ἔται,noun,ou),οὐ,adverb,fwlew/dhs,,,tou=,ὁ,article,dra/kontos,δράκων,noun,xeia/,χειά,noun,a)lla\,ἀλλά,adverb,mi/mhma,μίμημα,noun,turannikh=s,τυραννικός,adjective,h)\,ἠέ,conjunction,basilikh=s,βασιλικός,adjective,e)stin,εἰμί,verb,oi)kh/sews,οἴκησις,noun,,,,περί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
