word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/lemma/@_entry,word/12/lemma/@_POS,word/19/lemma/@_entry,word/19/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/36/lemma/@_entry,word/36/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/45/lemma/@_entry,word/45/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS
kai\,καί,conjunction,o(,ὁ,article,me\n,μέν,particle,dia\,διά,preposition,th\n,ὁ,article,qei/an,e)ne/rgeian,ἐνέργεια,noun,a)/fwnos,ἄφωνος,adjective,kai\,καί,conjunction,pa/shs,πᾶς,adjective,e)sterhme/nos,στερέω,verb,e)lpi/dos,kai\,swthri/as,σωτηρία,noun,e)/rripto,ῥίπτω,verb,oi(,ὁ,article,de\,δέ,particle,to\n,ὁ,article,ku/rion,κύριος,adjective,eu)lo/goun,to\n,ὁ,article,paradoca/zonta,παραδοξάζω,verb,to\n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,to/pon,τόπος,noun,kai\,καί,conjunction,to\,ὁ,article,mikrw=|,μικρός,adjective,pro/teron,πρότερος,adjective,de/ous,δέος,noun,kai\,καί,conjunction,taraxh=s,ταραχή,noun,ge/mon,γέμος,noun,i(ero\n,ἱερός,adjective,tou=,pantokra/toros,παντοκράτωρ,adjective,e)pifane/ntos,kuri/ou,κύριος,adjective,xara=s,kai\,καί,conjunction,eu)frosu/nhs,εὐφροσύνη,noun,e)peplh/rwto,ἐπιπληρόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θεῖος,adjective,ἐλπίς,noun,καί,conjunction,εὐλογέω,verb,ὁ,article,ἐπιφαίνω,verb,χαρά,noun,,,,,,,,,,,,,,,,,,,,
taxu\,ταχύς,adjective,de/,δέ,particle,tines,τις,pronoun,tw=n,ὁ,article,tou=,ὁ,article,*(hliodw/rou,sunh/qwn,σύνηθέω,verb,h)ci/oun,ἀξιόω,verb,to\n,ὁ,article,*onian,,,e)pikale/sasqai,ἐπικαλέω,verb,to\n,u(/yiston,kai\,καί,conjunction,to\,ὁ,article,zh=n,ζάω,verb,xari/sasqai,χαρίζομαι,verb,tw=|,ὁ,article,pantelw=s,παντελής,adverb,e)n,e)sxa/th|,σχέθω,verb,pnoh=|,πνοή,noun,keime/nw|,κεῖμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἡλιόδωρος,proper,ὁ,article,ὕψιστος,adjective,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/poptos,ὕποπτος,adjective,de\,δέ,particle,geno/menos,γίγνομαι,verb,o(,ὁ,article,a)rxiereu\s,ἀρχιερεύς,adjective,mh/pote,dia/lhmyin,,,o(,ὁ,article,basileu\s,βασιλεύς,noun,sxh=|,ἔχω,verb,kakourgi/an,κακουργία,noun,tina\,peri\,to\n,ὁ,article,*(hlio/dwron,Ἡλιόδωρος,proper,u(po\,ὑπό,preposition,tw=n,ὁ,article,*ioudai/wn,,,suntetele/sqai,συντελέω,verb,prosh/gagen,qusi/an,θυσία,noun,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,tou=,ὁ,article,a)ndro\s,ἀνήρ,noun,swthri/as,σωτηρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μήποτε,adverb,τις,pronoun,περί,preposition,προσάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
poioume/nou,ποιέω,verb,de\,δέ,particle,tou=,ὁ,article,a)rxiere/ws,ἀρχιερεύς,adjective,to\n,ὁ,article,i(lasmo\n,oi(,ὁ,article,au)toi\,αὐτός,pronoun,neani/ai,νεανίης,noun,pa/lin,πάλιν,adverb,e)fa/nhsan,φαίνω,verb,tw=|,*(hliodw/rw|,e)n,ἐν,preposition,tai=s,ὁ,article,au)tai=s,αὐτός,pronoun,e)sqh/sesin,ἔσθησις,noun,e)stolisme/noi,στολίζω,verb,kai\,καί,conjunction,sta/ntes,ei)=pon,εἶπον,verb,*polla\s,πολύς,adjective,*onia,,,tw=|,ὁ,article,a)rxierei=,ἀρχιερεύς,adjective,xa/ritas,χάρις,noun,e)/xe,ἔχω,verb,dia\,διά,preposition,ga\r,γάρ,particle,au)to/n,αὐτός,pronoun,soi,σύ,pronoun,kexa/ristai,χαρίζομαι,verb,to\,ὁ,article,zh=n,ζάω,verb,o(,ku/rios,κῦρος,noun,su\,de\,δέ,particle,e)c,ou)ranou=,οὐρανός,noun,memastigwme/nos,μαστιγόω,verb,dia/ggelle,διαγγέλλω,verb,pa=si,πᾶς,adjective,to\,ὁ,article,megalei=on,μεγαλεῖος,adjective,tou=,qeou=,θεός,noun,kra/tos,κράτος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἱλασμός,adjective,ὁ,article,Ἡλιόδωρος,proper,ἵστημι,verb,ὁ,article,σύ,pronoun,ἐκ,preposition,ὁ,article,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,de\,δέ,particle,ei)po/ntes,εἶπον,verb,a)fanei=s,ἀφανής,adjective,e)ge/nonto,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*(hlio/dwros,Ἡλιόδωρος,proper,qusi/an,θυσία,noun,a)nene/gkas,ἀναφέρω,verb,tw=|,kuri/w|,κύριος,adjective,kai\,καί,conjunction,eu)xa\s,εὐχή,noun,megi/stas,μέγας,adverb,eu)ca/menos,εὔχομαι,verb,tw=|,to\,zh=n,ζάω,verb,peripoih/santi,περιποιέω,verb,kai\,καί,conjunction,to\n,ὁ,article,*onian,,,a)podeca/menos,ἀποδέχομαι,verb,a)nestratope/deusen,pro\s,πρός,preposition,to\n,ὁ,article,basile/a,βασιλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὁ,article,ὁ,article,ἀναστρατοπεδεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
e)cemartu/rei,ἐκμαρτυρέω,verb,de\,δέ,particle,pa=sin,πᾶς,adjective,a(/per,ὅς,pronoun,h)=n,εἰμί,verb,u(p',o)/yin,ὄψις,noun,teqeame/nos,θεάομαι,verb,e)/rga,ἔργον,noun,tou=,ὁ,article,megi/stou,μέγας,adverb,qeou=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὑπό,preposition,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,basile/ws,βασιλεύς,noun,e)perwth/santos,ἐπερωτάω,verb,to\n,ὁ,article,*(hlio/dwron,poi=o/s,ποῖος,adjective,tis,τις,pronoun,ei)/h,ἀίω,verb,e)pith/deios,ἐπιτήδειος,adjective,e)/ti,ἔτι,adverb,a(/pac,diapemfqh=nai,ei)s,εἰς,preposition,*ieroso/luma,,,e)/fhsen,φημί,verb,*ei)/,εἰ,conjunction,tina,τις,pronoun,e)/xeis,ἔχω,verb,pole/mion,h)\,ἠέ,conjunction,pragma/twn,πρᾶγμα,noun,e)pi/boulon,ἐπίβουλος,adjective,pe/myon,πέμπω,verb,au)to\n,αὐτός,pronoun,e)kei=,ἐκεῖ,adverb,kai\,καί,conjunction,memastigwme/non,μαστιγόω,verb,au)to\n,αὐτός,pronoun,prosde/ch|,προσδέχομαι,verb,e)a/nper,ἐάν,conjunction,kai\,καί,conjunction,diaswqh=|,διασῴζω,verb,dia\,διά,preposition,to\,peri\,περί,preposition,to\n,to/pon,τόπος,noun,a)lhqw=s,ei)=nai/,εἰμί,verb,tina,τις,pronoun,qeou=,θεός,noun,du/namin,δύναμις,adjective,au)to\s,αὐτός,pronoun,ga\r,γάρ,particle,o(,th\n,ὁ,article,katoiki/an,κατοικία,noun,e)poura/nion,ἐπουράνιος,adjective,e)/xwn,ἔχω,verb,e)po/pths,ἐπόπτης,noun,e)sti\n,εἰμί,verb,kai\,καί,conjunction,bohqo\s,βοηθός,adjective,e)kei/nou,ἐκεῖνος,pronoun,tou=,ὁ,article,to/pou,τόπος,noun,kai\,καί,conjunction,tou\s,ὁ,article,paraginome/nous,παραγίγνομαι,verb,e)pi\,ἐπί,preposition,kakw/sei,κάκωσις,noun,tu/ptwn,τύπτω,verb,a)pollu/ei,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἡλιόδωρος,proper,ἅπαξ,adverb,διαπέμπω,verb,πολέμιος,adjective,ὁ,article,ὁ,article,ἀληθής,adjective,ὁ,article,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,me\n,μέν,particle,kata\,κατά,preposition,*(hlio/dwron,Ἡλιόδωρος,proper,kai\,th\n,ὁ,article,tou=,ὁ,article,gazofulaki/ou,γαζοφυλάκιον,adjective,th/rhsin,τήρησις,noun,ou(/tws,οὕτως,adverb,e)xw/rhsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,χωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(o,ὁ,article,de\,δέ,particle,proeirhme/nos,προερέω,verb,*simwn,,,o(,ὁ,article,tw=n,xrhma/twn,χρῆμα,adjective,kai\,καί,conjunction,th=s,ὁ,article,patri/dos,πατρίς,adjective,e)ndei/kths,,,gegonw\s,e)kakolo/gei,to\n,ὁ,article,*onian,,,w(s,ὡς,conjunction,au)to/s,αὐτός,pronoun,te,τε,particle,ei)/h,ἀίω,verb,to\n,*(hlio/dwron,Ἡλιόδωρος,proper,e)piseseikw\s,ἐπισείω,verb,kai\,καί,conjunction,tw=n,ὁ,article,kakw=n,κακός,adjective,dhmiourgo\s,δημιουργός,noun,kaqesthkw/s,καθίστημι,verb,kai\,καί,conjunction,to\n,ὁ,article,eu)erge/thn,εὐεργέτης,noun,th=s,ὁ,article,po/lews,πόλις,adjective,kai\,καί,conjunction,to\n,ὁ,article,khdemo/na,tw=n,ὁ,article,o(moeqnw=n,kai\,καί,conjunction,zhlwth\n,tw=n,ὁ,article,no/mwn,νόμος,noun,e)pi/boulon,ἐπίβουλος,adjective,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,e)to/lma,τολμάω,verb,le/gein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,γίγνομαι,verb,κακολογέω,verb,ὁ,article,κηδεμών,noun,ὁμοεθνής,adjective,ζηλωτής,noun,λέγω,verb,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,de\,δέ,particle,e)/xqras,ἔχθρα,noun,e)pi\,ἐπί,preposition,tosou=ton,τοσοῦτος,adjective,probainou/shs,w(/ste,ὥστε,conjunction,kai\,καί,conjunction,dia/,διά,preposition,tinos,τις,pronoun,tw=n,ὁ,article,u(po\,tou=,*simwnos,,,dedokimasme/nwn,δοκιμάζω,verb,fo/nous,φόνος,noun,suntelei=sqai,συντελέω,verb,sunorw=n,συνοράω,verb,o(,ὁ,article,*onias,to\,ὁ,article,xalepo\n,χαλεπός,adjective,th=s,ὁ,article,filoneiki/as,φιλονεικία,noun,kai\,καί,conjunction,*)apollw/nion,Ἀπολλώνιον,proper,*menesqe/ws,Μενεσθεύς,proper,to\n,ὁ,article,*koi/lhs,Κοίλη,proper,*suri/as,Σύριος,proper,kai\,καί,conjunction,*foini/khs,Φοινίκη,proper,strathgo\n,στρατηγός,noun,sunau/conta,συναυξάνω,verb,th\n,kaki/an,κακία,noun,tou=,*simwnos,,,pro\s,to\n,ὁ,article,basile/a,βασιλεύς,noun,diekomi/sqh,διακομίζω,verb,ou),οὐ,adverb,gino/menos,γίγνομαι,verb,tw=n,ὁ,article,politw=n,kath/goros,κατήγορος,noun,to\,ὁ,article,de\,δέ,particle,su/mforon,σύμφορος,adjective,koinh=|,κοινῇ,adverb,kai\,καί,conjunction,kat',κατά,preposition,i)di/an,ἴδιος,adjective,panti\,πᾶς,adjective,tw=|,ὁ,article,plh/qei,πλῆθος,noun,skopw=n,σκοπάω,verb,e(w/ra,ὁράω,verb,ga\r,γάρ,particle,a)/neu,ἄνευ,preposition,basilikh=s,βασιλικός,adjective,pronoi/as,πρόνοια,noun,a)du/naton,ἀδύνατος,adjective,ei)=nai,εἰμί,verb,tuxei=n,τυγχάνω,verb,ei)rh/nhs,εἰρήνη,noun,e)/ti,ἔτι,adverb,ta\,ὁ,article,pra/gmata,πρᾶγμα,noun,kai\,καί,conjunction,to\n,ὁ,article,*simwna,,,pau=lan,παῦλα,noun,ou),οὐ,adverb,lhmyo/menon,,,th=s,ὁ,article,a)noi/as,ἄνοια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,προβαίνω,verb,ὑπό,preposition,ὁ,article,,,ὁ,article,ὁ,article,πρός,preposition,πολίτης,noun,,,,,,,,,,,,,,,,,,
*metalla/cantos,μεταλήγω,verb,de\,δέ,particle,to\n,ὁ,article,bi/on,βίος,adjective,*seleu/kou,Σέλευκος,proper,kai\,paralabo/ntos,παραλαμβάνω,verb,th\n,ὁ,article,basilei/an,βασιλεία,noun,*)antio/xou,Ἀντίοχος,proper,tou=,ὁ,article,prosagoreuqe/ntos,*)epifanou=s,u(peno/qeusen,ὑπονοθεύω,verb,*)ia/swn,Ἴασος,proper,o(,ὁ,article,a)delfo\s,ἀδελφός,adjective,*oniou,,,th\n,ὁ,article,a)rxierwsu/nhn,e)paggeila/menos,ἐπαγγέλλω,verb,tw=|,ὁ,article,basilei=,βασιλεύς,noun,di',διά,preposition,e)nteu/cews,ἔντευξις,noun,a)rguri/ou,ἀργύριον,adjective,ta/lanta,τάλαντον,noun,e(ch/konta,ἑξήκοντα,adjective,pro\s,πρός,preposition,toi=s,ὁ,article,triakosi/ois,τριακόσιοι,adjective,kai\,καί,conjunction,proso/dou,πρόσοδος,noun,tino\s,τις,pronoun,a)/llhs,ta/lanta,τάλαντον,noun,o)gdoh/konta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,προσαγορεύω,verb,ἐπιφανής,adverb,ἀρχιερωσύνη,noun,ἄλλος,adjective,ὀγδοήκοντα,noun,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,de\,δέ,particle,tou/tois,οὗτος,pronoun,u(pisxnei=to,ὑποσχέθω,verb,kai\,καί,conjunction,e(/tera,diagra/fein,διαγράφω,verb,penth/konta,πεντήκοντα,verb,pro\s,πρός,preposition,toi=s,ὁ,article,e(kato/n,ἑκατόν,noun,e)a\n,e)pixwrhqh=|,dia\,διά,preposition,th=s,ὁ,article,e)cousi/as,ἐξουσία,noun,au)tou=,αὐτός,pronoun,gumna/sion,γυμνάσιον,noun,kai\,καί,conjunction,e)fhbei=on,au)tw=|,αὐτός,pronoun,susth/sasqai,συνίστημι,verb,kai\,καί,conjunction,tou\s,ὁ,article,e)n,ἐν,preposition,*ierosolu/mois,,,*)antioxei=s,ἀντοχέομαι,verb,a)nagra/yai,ἀναγράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕτερος,adjective,ἐάν,conjunction,ἐπιχωρέω,verb,ἐφηβεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pineu/santos,ἐπινέω,verb,de\,δέ,particle,tou=,ὁ,article,basile/ws,βασιλεύς,noun,kai\,καί,conjunction,th=s,a)rxh=s,ἀρχή,noun,krath/sas,κρατέω,verb,eu)qe/ws,εὐθύς,adverb,pro\s,πρός,preposition,to\n,ὁ,article,*(ellhniko\n,xarakth=ra,tou\s,ὁ,article,o(mofu/lous,ὁμόφυλος,adjective,mete/sthse,μεθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,Ἑλληνικός,adjective,χαρακτήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,kei/mena,κεῖμαι,verb,toi=s,ὁ,article,*ioudai/ois,,,fila/nqrwpa,basilika\,βασιλικός,adjective,dia\,διά,preposition,*iwa/nnou,,,tou=,ὁ,article,patro\s,πατήρ,noun,*eu)pole/mou,tou=,poihsame/nou,ποιέω,verb,th\n,ὁ,article,presbei/an,πρεσβεία,noun,u(pe\r,ὑπέρ,preposition,fili/as,φιλία,noun,kai\,καί,conjunction,summaxi/as,pro\s,πρός,preposition,tou\s,ὁ,article,*(rwmai/ous,,,parw/sas,παρόω,verb,kai\,καί,conjunction,ta\s,ὁ,article,me\n,μέν,particle,nomi/mous,νόμιμος,adjective,katalu/wn,καταλύω,verb,politei/as,πολιτεία,noun,parano/mous,παράνομος,adjective,e)qismou\s,ἐθισμός,noun,e)kai/nizen,καινίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φιλάνθρωπον,noun,Εὐπόλεμος,proper,ὁ,article,συμμαχία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
