word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS
ou(=tos,οὗτος,pronoun,katagnou\s,καταγιγνώσκω,verb,tou=,ὁ,article,ge/rontos,γέρων,noun,tou\s,ὁ,article,tro/pous,τρόπος,noun,o(,ὁ,article,bursopaflagw/n,βυρσοπαφλαγών,noun,u(popesw\n,ὑποπίπτω,verb,to\n,ὁ,article,despo/thn,δεσπότης,adjective,h)/|kall',αἰκάλλω,verb,e)qw/peu',θωπεύω,verb,e)kola/keu',κολακεύω,verb,e)chpa/ta,ἐξαπατάω,verb,koskulmati/ois,κοσκυλμάτια,noun,a)/kroisi,ἄκρον,noun,toiauti\,τοιοῦτος,adjective,le/gwn,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,*dh=me,Δῆμος,proper,lou=sai,λόω,verb,prw=ton,πρότερος,adjective,e)kdika/sas,ἐκδικάζω,verb,mi/an,εἷς,adjective,e)nqou=,ἔρχομαι,verb,r(o/fhson,ῥοφάω,verb,e)/ntrag',ἐντραγεῖν,verb,e)/xe,ἔχω,verb,triw/bolon,τριώβολον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bou/lei,βούλομαι,verb,paraqw=,παραθέω,verb,soi,σύ,pronoun,do/rpon,δόρπον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=t',εἶτα,adverb,a)narpa/sas,ἀναρπάζω,verb,o(/,ὅς,pronoun,ti,τις,pronoun,a)/n,ἄν,particle,tis,τις,pronoun,h(mw=n,ἐγώ,pronoun,skeua/sh|,σκευάζω,verb,tw=|,ὁ,article,despo/th|,δεσπότης,adjective,*paflagw\n,Παφλαγών,proper,kexa/ristai,χαρίζομαι,verb,tou=to,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,prw/hn,πρώην,adverb,g',γε,particle,e)mou=,ἐγώ,pronoun,ma=zan,μᾶζα,noun,memaxo/tos,μάσσω,verb,e)n,ἐν,preposition,*pu/lw|,Πύλος,proper,*lakwnikh/n,Λακωνικός,adjective,panourgo/tata/,πάνουργος,adjective,pws,πως,particle,peridramw\n,περιτρέχω,verb,u(farpa/sas,ὑφαρπάζω,verb,au)to\s,αὐτός,pronoun,pare/qhke,παρατίθημι,verb,th\n,ὁ,article,u(p',ὑπό,preposition,e)mou=,ἐγώ,pronoun,memagme/nhn,μάσσω,verb,h(ma=s,ἐγώ,pronoun,d',δέ,particle,a)pelau/nei,ἀπελαύνω,verb,kou)k,οὐ,adverb,e)a=|,ἀίω,verb,to\n,ὁ,article,despo/thn,δεσπότης,adjective,a)/llon,ἄλλος,adjective,qerapeu/ein,θεραπεύω,verb,a)lla\,ἀλλά,adverb,bursi/nhn,βυρσίνη,noun,e)/xwn,ἔχω,verb,deipnou=ntos,δειπνέω,verb,e(stw\s,ἵστημι,verb,a)posobei=,ἀποσοβέω,verb,tou\s,ὁ,article,r(h/toras,ῥήτωρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/|dei,ἀείδω,verb,de\,δέ,particle,xrhsmou/s,χρησμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,ge/rwn,γέρων,noun,sibullia=|,σιβυλλιάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,au)to\n,αὐτός,pronoun,w(s,ὡς,conjunction,o(ra=|,ὁράω,verb,memakkoako/ta,μακκοάω,verb,te/xnhn,τέχνη,noun,pepoi/htai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,ga\r,γάρ,particle,e)/ndon,ἔνδον,adverb,a)/ntikrus,ἄντικρυς,adverb,yeudh=,ψευδής,adverb,diaba/llei,διαβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)=|ta,εἶτα,adverb,mastigou/meqa,μαστιγόω,verb,h(mei=s,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*paflagw\n,Παφλαγών,proper,de\,δέ,particle,periqe/wn,περιθέω,verb,tou\s,ὁ,article,oi)ke/tas,οἰκέτης,noun,ai)tei=,αἰτέω,verb,tara/ttei,ταράσσω,verb,dwrodokei=,δωροδοκέω,verb,le/gwn,λέγω,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ra=te,ὁράω,verb,to\n,ὁ,article,*(/ulan,Ὕλη,proper,di',διά,preposition,e)me\,ἐγώ,pronoun,mastigou/menon,μαστιγόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,mh/,μή,conjunction,m',ἐγώ,pronoun,a)napei/set',ἀναπείθω,verb,a)poqanei=sqe,ἀποθνήσκω,verb,th/meron',σήμερον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,de\,δέ,particle,di/domen,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh/,μή,conjunction,patou/menoi,πατέομαι,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,ge/rontos,γέρων,noun,o)ktapla/sion,ὀκταπλάσιος,adjective,xe/zomen,χέζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,ou)=n,οὖν,particle,a)nu/sante,ἀνύω,verb,fronti/swmen,φροντίζω,verb,w)=gaqe/,ἀγαθός,adjective,poi/an,ποῖος,adjective,o(do\n,ὁδός,adjective,nw\,ἐγώ,pronoun,trepte/on,τρεπτέον,adjective,kai\,καί,conjunction,pro\s,πρός,preposition,ti/na,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kra/tist',κράτιστος,adjective,e)kei/nhn,ἐκεῖνος,pronoun,th\n,ὁ,article,mo/lwmen,βλώσκω,verb,w)=gaqe/,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)x,οὐ,adverb,oi(=o/n,οἷος,adjective,te,τε,particle,to\n,ὁ,article,*paflago/n',Παφλαγών,proper,ou)de\n,οὐδείς,pronoun,laqei=n,λανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)fora=|,ἐφοράω,verb,ga\r,γάρ,particle,ou(=tos,οὗτος,pronoun,pa/nt',πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xei,ἔχω,verb,ga\r,γάρ,particle,to\,ὁ,article,ske/los,σκέλος,noun,to\,ὁ,article,me\n,μέν,particle,e)n,ἐν,preposition,*pu/lw|,Πύλος,proper,to\,ὁ,article,d',δέ,particle,e(\teron,ἕτερος,adjective,e)n,ἐν,preposition,th)kklhsi/a|,ἐκκλησία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toso/nde,τοσόσδε,adjective,d',δέ,particle,au)tou=,αὐτός,pronoun,bh=ma,βῆμα,noun,diabebhko/tos,διαβαίνω,verb,o(,ὁ,article,prwkto/s,πρωκτός,noun,e)stin,εἰμί,verb,au)to/xrhm',αὐτόχρημα,adverb,e)n,ἐν,preposition,*xa/osin,Χάος,proper,tw\,ὁ,article,xei=r',χείρ,noun,e)n,ἐν,preposition,*ai)twloi=s,Αἰτωλός,proper,o(,ὁ,article,nou=s,νόος,adjective,d',δέ,particle,e)n,ἐν,preposition,*klwpidw=n,κλωπίδαι,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kra/tiston,κράτιστος,adjective,ou)=n,οὖν,particle,nw=|n,ἐγώ,pronoun,a)poqanei=n,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,sko/pei,σκοπάω,verb,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,a)poqa/noimen,ἀποθνήσκω,verb,a)ndrikw/tata,ἀνδρικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,dh=ta,δῆτα,adverb,pw=s,πῶς,adverb,ge/noit',γίγνομαι,verb,a)\n,ἄν,particle,a)ndrikw/tata,ἀνδρικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be/ltiston,βέλτιστος,adjective,h(mi=n,ἐγώ,pronoun,ai(=ma,αἷμα,noun,tau/reion,ταύρειος,adjective,piei=n,πίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,*qemistokle/ous,Θεμιστοκλέης,proper,ga\r,γάρ,particle,qa/natos,θάνατος,adjective,ai(retw/teros,αἱρετός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma\,μά,particle,*di/',Δίη,proper,a)ll',ἀλλά,adverb,a)/kraton,ἄκρατος,adjective,oi)=non,οἶνον,noun,a)gaqou=,ἀγαθός,adjective,dai/monos,δαίμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/sws,ἴσως,adverb,ga\r,γάρ,particle,a)\n,ἄν,particle,xrhsto/n,χρηστός,adjective,ti,τις,pronoun,bouleusai/meqa,βουλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)dou/,ἰδού,adverb,g',γε,particle,a)/kraton,ἄκρατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,po/tou,πότης,noun,gou=n,γοῦν,particle,e)sti/,εἰμί,verb,soi,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,d',δέ,particle,a)\n,ἄν,particle,mequ/wn,μεθύω,verb,xrhsto/n,χρηστός,adjective,ti,τις,pronoun,bouleu/sait',βουλεύω,verb,a)nh/r,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/lhqes,ἀληθής,adjective,ou(=tos,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krounoxutrolh/raion,κρουνοχυτρολήραιος,noun,ei)=,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=non,οἶνον,noun,su\,σύ,pronoun,tolma=|s,τολμάω,verb,ei)s,εἰς,preposition,e)pi/noian,ἐπίνοια,noun,loidorei=n,λοιδορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/nou,οἶνον,noun,ga\r,γάρ,particle,eu(/rois,εὑρίσκω,verb,a)/n,ἄν,particle,ti,τις,pronoun,praktikw/teron,πρακτικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ra=|s,ὁράω,verb,o(/tan,ὅταν,conjunction,pi/nwsin,πίνω,verb,a)/nqrwpoi,ἄνθρωπος,noun,to/te,τότε,adverb,ploutou=si,πλουτέω,verb,diapra/ttousi,διαπράσσω,verb,nikw=sin,νικάω,verb,di/kas,δίκη,adjective,eu)daimonou=sin,εὐδαιμονέω,verb,w)felou=si,ὠφελέω,verb,tou\s,ὁ,article,fi/lous,φῖλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)ce/negke/,ἐκφέρω,verb,moi,ἐγώ,pronoun,taxe/ws,ταχέως,adverb,oi)/nou,οἶνον,noun,xoa=,χοῦς,noun,to\n,ὁ,article,nou=n,νόος,adjective,i(/n',ἵνα,conjunction,a)/rdw,ἄρδω,verb,kai\,καί,conjunction,le/gw,λέγω,verb,ti,τις,pronoun,decio/n,δεξιός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/moi,οἴμοι,interjection,ti/,τίς,pronoun,poq',ποτέ,particle,h(ma=s,ἐγώ,pronoun,e)rga/sei,ἐργάζομαι,verb,tw=|,ὁ,article,sw=|,σός,adjective,po/tw|,πότος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)/negk',φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,kataklinh/somai,κατακλίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,ga\r,γάρ,particle,mequsqw=,μεθύσκω,verb,pa/nta,πᾶς,adjective,tauti\,οὗτος,pronoun,katapa/sw,καταπάσσω,verb,bouleumati/wn,βούλευμα,noun,kai\,καί,conjunction,gnwmidi/wn,γνωμίδιον,noun,kai\,καί,conjunction,noidi/wn,νοίδιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,eu)tuxw=s,εὐτυχής,adjective,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,e)lh/fqhn,λαμβάνω,verb,e)/ndoqen,ἔνδοθεν,adverb,kle/ptwn,κλέπτω,verb,to\n,ὁ,article,oi)=non,οἶνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)pe/,εἶπον,verb,moi,ἐγώ,pronoun,*paflagw\n,Παφλαγών,proper,ti/,τίς,pronoun,dra=|,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi/pasta,ἐπίπαστος,adjective,lei/cas,λείχω,verb,dhmio/praq',δημιόπρατα,noun,o(,ὁ,article,ba/skanos,βάσκανος,noun,r(e/gkei,ῥέγκος,noun,mequ/wn,μεθύω,verb,e)n,ἐν,preposition,tai=si,ὁ,article,bu/rsais,βύρσα,noun,u(/ptios,ὕπτιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/qi,εἶμι,verb,nun,νῦν,adverb,a)/kraton,ἄκρατος,adjective,e)gka/naco/n,ἐγκανάσσω,verb,moi,ἐγώ,pronoun,polu\n,πολύς,adjective,spondh/n,σπονδή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labe\,λαμβάνω,verb,dh\,δή,particle,kai\,καί,conjunction,spei=son,σπένδω,verb,a)gaqou=,ἀγαθός,adjective,dai/monos,δαίμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/lx',ἕλκω,verb,e(/lke,ἕλκω,verb,th\n,ὁ,article,tou=,ὁ,article,dai/monos,δαίμων,adjective,tou=,ὁ,article,*pramni/ou,Πράμνειος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,dai=mon,δαίμων,adjective,a)gaqe\,ἀγαθός,adjective,so\n,σός,adjective,to\,ὁ,article,bou/leum',βούλευμα,noun,ou)k,οὐ,adverb,e)mo/n,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/p',εἶπον,verb,a)ntibolw=,ἀντιβολέω,verb,ti/,τίς,pronoun,e)/sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
