word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/4/lemma/@_entry,word/4/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS
o(/ti,ὅστις,pronoun,de\,δέ,particle,kata\,κατά,preposition,th\n,ὁ,article,suggrafh\n,ou)d',οὐδέ,particle,o(tiou=n,ὁτιοῦν,adverb,pepoih/kasin,ποιέω,verb,a)ll',ἀλλά,adverb,eu)qu\s,εὐθύς,adverb,a)p',ἀπό,preposition,συγγραφή,noun,a)rxh=s,ἀρχή,noun,a)rca/menoi,ἄρχω,verb,e)kakote/xnoun,κακοτεχνέω,verb,kai\,καί,conjunction,e)pebou/leuon,ἐπιβουλεύω,verb,mhde\n,μηδείς,pronoun,u(gie\s,ὑγιής,adverb,poiei=n,ποιέω,verb,u(po/,ὑπό,preposition,te,τε,particle,tw=n,ὁ,article,marturiw=n,μαρτυρία,noun,kai\,καί,conjunction,au)toi\,αὐτός,pronoun,u(f',ὑπό,preposition,e(autw=n,ἑαυτοῦ,pronoun,e)le/gxontai,ἐλέγχω,verb,ou(twsi\,οὑτωσί,adverb,katafanw=s,καταφανής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,de\,δέ,particle,pa/ntwn,πᾶς,adjective,deino/taton,δεινός,adjective,diepra/cato,*la/kritos,Λάκριτος,proper,ou(tosi/,οὗτος,pronoun,dei=,δέομαι,verb,u(ma=s,σύ,pronoun,a)kou=sai,ἀκέω,verb,,,,διαπράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,ga\r,γάρ,particle,h)=n,εἰμί,verb,o(,ὁ,article,pa/nta,tau=ta,οὗτος,pronoun,dioikw=n,διοικέω,verb,,,,,,,,,,,,,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peidh\,ἐπεί,conjunction,ga\r,γάρ,particle,a)fi/konto,ἀφικνέομαι,verb,deu=ro,δεῦρο,adverb,ei)s,me\n,μέν,particle,to\,ὁ,article,u(me/teron,ὑμέτερος,adjective,e)mpo/rion,ἐμπόριον,noun,ou),οὐ,adverb,kataple/ousin,καταπλέω,verb,εἰς,preposition,ei)s,εἰς,preposition,fwrw=n,φωράω,verb,de\,δέ,particle,lime/na,λιμήν,noun,o(rmi/zontai,ὁρμίζω,verb,o(/s,ὅς,pronoun,e)stin,εἰμί,verb,e)/cw,ἔξω,adverb,tw=n,ὁ,article,shmei/wn,σημεῖον,noun,tou=,ὁ,article,u(mete/rou,ὑμέτερος,adjective,e)mpori/ou,ἐμπόριον,noun,kai\,καί,conjunction,e)/stin,εἰμί,verb,o(/moion,ὅμοιος,adjective,ei)s,εἰς,preposition,fwrw=n,φώρ,noun,lime/na,λιμήν,noun,o(rmi/sasqai,ὁρμίζω,verb,w(/sper,ὥσπερ,adverb,a)\n,ἄν,particle,ei)/,εἰ,conjunction,tis,τις,pronoun,ei)s,εἰς,preposition,*ai)/ginan,Αἴγινα,proper,h)\,ἠέ,conjunction,ei)s,εἰς,preposition,*me/gara,Μέγαρα,proper,o(rmi/saito,ὁρμίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/cesti,ἔξεστι,verb,ga\r,γάρ,particle,a)poplei=n,ἀποπλέω,verb,e)k,ἐκ,preposition,tou=,lime/nos,λιμήν,noun,tou/tou,οὗτος,pronoun,o(/poi,ὅποι,adverb,a)/n,ἄν,particle,tis,τις,pronoun,bou/lhtai,βούλομαι,verb,ὁ,article,kai\,καί,conjunction,o(phni/k',ὁπηνίκα,adverb,a)\n,ἄν,particle,dokh=|,δοκάζω,verb,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,me\n,μέν,particle,ploi=on,πλοῖον,noun,w(/rmei,e)ntau=qa,ἐνταῦθα,adverb,plei/ous,πλέως,adjective,h)\,ἠέ,conjunction,pe/nte,πέντε,adverb,kai\,καί,conjunction,ei)/kosin,εἴκοσι,verb,ὁρμάω,verb,h(me/ras,ἡμέρα,noun,ou(=toi,οὗτος,pronoun,de\,δέ,particle,periepa/toun,περιπατέω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,dei/gmati,δεῖγμα,noun,tw=|,ὁ,article,h(mete/rw|,ἡμέτερος,adjective,kai\,καί,conjunction,h(mei=s,ἐγώ,pronoun,prosio/ntes,πρόσειμι,verb,dielego/meqa,διαλέγω,verb,kai\,καί,conjunction,e)keleu/omen,κελεύω,verb,tou/tous,οὗτος,pronoun,e)pimelei=sqai,ἐπιμελέομαι,verb,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,w(s,ὡς,conjunction,ta/xista,τάχιστος,adjective,a)pola/bwmen,ἀπολαμβάνω,verb,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,de\,δέ,particle,w(molo/goun,ὁμολογέω,verb,te,τε,particle,kai\,e)/legon,λέγω,verb,o(/ti,ὅστις,pronoun,au)ta\,αὐτός,pronoun,tau=ta,οὗτος,pronoun,perai/noien,περαίνω,verb,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(mei=s,ἐγώ,pronoun,tou/tois,οὗτος,pronoun,prosh=|men,πρόσειμι,verb,kai\,a(/ma,ἅμα,adverb,e)peskopou=men,ἐπισκοπέω,verb,ei)/,εἰ,conjunction,ti,τις,pronoun,e)cairou=ntai/,ἐξαιρέω,verb,poqen,ποθεν,particle,καί,conjunction,e)k,ἐκ,preposition,ploi/ou,πλοῖον,noun,h)\,ἠέ,conjunction,penthkosteu/ontai,πεντηκοστεύομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peidh\,ἐπεί,conjunction,de\,δέ,particle,h(me/rai,ἡμέρα,noun,te,τε,particle,h)=san,suxnai\,συχνός,adjective,e)pidhmou=si,ἐπιδημέω,verb,tou/tois,οὗτος,pronoun,h(mei=s,ἐγώ,pronoun,te,τε,particle,ou)d',οὐδέ,particle,εἰμί,verb,o(tiou=n,ὁτιοῦν,adverb,eu(ri/skomen,εὑρίσκω,verb,ou)/t',οὔτε,adverb,e)ch|rhme/non,ἐξαιρέω,verb,ou)/te,οὔτε,adverb,pepenthkosteume/non,πεντηκοστεύομαι,verb,e)pi\,ἐπί,preposition,tw=|,ὁ,article,o)no/mati,ὄνομα,adjective,tw=|,ὁ,article,tou/twn,οὗτος,pronoun,e)ntau=qa,ἐνταῦθα,adverb,h)/dh,ἤδη,adverb,ma=llon,μᾶλλον,adverb,prosekei/meqa,πρόσκειμαι,verb,a)paitou=ntes,ἀπαιτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)peidh\,ἐπεί,conjunction,h)nwxlou=men,ἀνοχλέω,verb,au)toi=s,αὐτός,pronoun,a)pokri/netai,*la/kritos,Λάκριτος,proper,ou(tosi/,οὗτος,pronoun,a(delfo\s,ἀδελφός,adjective,o(,ὁ,article,*)arte/mwnos,Ἀρτέμων,proper,o(/ti,ὅστις,pronoun,ἀποκρίνω,verb,ou)k,οὐ,adverb,a)\n,ἄν,particle,oi(=oi/,οἷος,adjective,t',τε,particle,ei)/hsan,εἰμί,verb,a)podou=nai,ἀποδίδωμι,verb,a)ll',ἀλλά,adverb,a)po/lwlen,ἀπόλλυμι,verb,a(/panta,ἅπας,adjective,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/fh,φημί,verb,*la/kritos,Λάκριτος,proper,di/kaio/n,δίκαιος,adjective,ti,e)/xein,ἔχω,verb,le/gein,λέγω,verb,peri\,περί,preposition,tou/twn,οὗτος,pronoun,,,,,,,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(mei=s,ἐγώ,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,h)ganaktou=men,ἀγανακτέω,verb,e)pi\,ἐπί,preposition,toi=s,ὁ,article,legome/nois,λέγω,verb,ple/on,πλέος,adjective,de\,δέ,particle,δικαστής,noun,ou)de\n,οὐδείς,pronoun,h)=n,εἰμί,verb,a)ganaktou=sin,ἀγανακτέω,verb,h(mi=n,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tois,οὗτος,pronoun,ga\r,γάρ,particle,ou)d',οὐδέ,particle,o(tiou=n,ὁτιοῦν,adverb,e)/melen,,,,,,,,,,,,,,,,,,,μέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,d',δέ,particle,h(=tton,ἥσσων,adverb,h)rwtw=men,ἐρωτάω,verb,au)tou/s,o(/ntina,ὅστις,pronoun,tro/pon,τρόπος,noun,a)polwlo/ta,ἀπόλλυμι,verb,ei)/h,ἀίω,verb,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*la/kritos,Λάκριτος,proper,de\,δέ,particle,ou(tosi\,οὗτος,pronoun,nauagh=sai,ναυαγέω,verb,e)/fh,to\,ὁ,article,ploi=on,πλοῖον,noun,paraple/on,παραπλέω,verb,e)k,ἐκ,preposition,*pantikapai/ou,,,ei)s,εἰς,preposition,φημί,verb,*qeodosi/an,θεοδοσία,noun,nauagh/santos,ναυαγέω,verb,de\,δέ,particle,tou=,ὁ,article,ploi/ou,πλοῖον,noun,a)polwle/nai,ἀπόλλυμι,verb,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,toi=s,ὁ,article,a)delfoi=s,ἀδελφός,adjective,toi=s,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,a(\,ὅς,pronoun,e)/tuxen,τυγχάνω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,ploi/w|,πλοῖον,noun,e)no/nta,ἔνειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nei=nai,ἐνίημι,verb,de\,δέ,particle,ta/rixo/s,τάριχος,noun,te,τε,particle,kai\,oi)=non,οἶνον,noun,*kw=|on,Κῷον,proper,kai\,καί,conjunction,a)/ll',ἄλλος,adjective,a)/tta,ἄττα,interjection,kai\,καί,conjunction,καί,conjunction,tau=ta,οὗτος,pronoun,e)/fasan,φημί,verb,pa/nta,πᾶς,adjective,a)ntifortisqe/nta,ἀντιφορτίζομαι,verb,me/llein,μέλλω,verb,a)pa/gein,ἀπάγω,verb,*)aqh/naze,Ἀθήναζε,adverb,ei),εἰ,conjunction,mh\,μή,conjunction,a)pw/leto,ἀπόλλυμι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,ploi/w|,πλοῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a(\,ὅς,pronoun,me\n,μέν,particle,e)/legen,λέγω,verb,tau=t',h)=n,εἰμί,verb,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/cion,ἄξιος,adjective,de\,δέ,particle,a)kou=sai,ἀκέω,verb,th\n,ὁ,article,bdeluri/an,tw=n,ὁ,article,a)nqrw/pwn,ἄνθρωπος,noun,tou/twn,οὗτος,pronoun,kai\,καί,conjunction,th\n,ὁ,article,yeudologi/an,ψευδολογία,noun,βδελυρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
