word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS
w(=n,ὅς,pronoun,lhfqe/ntwn,λαμβάνω,verb,o(mologi/an,ὁμολογία,noun,e)pi\,ἐπί,preposition,th=|,ὁ,article,tw=n,ὁ,article,pai/dwn,παῖς,adjective,swthri/a|,σωτηρία,noun,poihsa/menoi,ποιέω,verb,kai\,καί,conjunction,ta\,ὁ,article,e(autw=n,ἑαυτοῦ,pronoun,e)n,ἐν,preposition,pe/nq',πέντε,adverb,h(me/rais,ἡμέρα,noun,e)kkomisa/menoi,ἐκκομίζω,verb,pare/dwkan,παραδίδωμι,verb,th\n,ὁ,article,a)kro/polin,ἀκρόπολις,noun,toi=s,ὁ,article,*)aqhnai/ois,Ἀθήναια,proper,e)pi\,*(arpakti/dou,,,a)/rxontos,ἄρχω,verb,katasxo/ntes,κατέχω,verb,th\n,ὁ,article,turanni/da,τυραννίς,noun,meta\,μετά,preposition,th\n,ὁ,article,tou=,ὁ,article,ἐπί,preposition,patro\s,πατήρ,noun,teleuth\n,τελευτή,noun,e)/th,ἔτης,noun,ma/lista,μάλιστα,adverb,e(ptakai/deka,ἑπτακαίδεκα,noun,ta\,ὁ,article,de\,δέ,particle,su/mpanta,σύμπας,adjective,su\n,σύν,preposition,oi(=s,ὅς,pronoun,o(,ὁ,article,path\r,πατήρ,noun,h)=rcen,ἄρχω,verb,e(no\s,εἷς,adjective,dei=,δέομαι,verb,penth/konta,πεντήκοντα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kataluqei/shs,καταλύω,verb,de\,δέ,particle,th=s,ὁ,article,turanni/dos,τυραννίς,noun,e)stasi/azon,στασιάζω,verb,pro\s,πρός,preposition,a)llh/lous,ἀλλήλων,pronoun,*)isago/ras,Ἰσαγόρης,proper,o(,ὁ,article,*teisa/ndrou,Τείσανδρος,proper,fi/los,φίλος,adjective,w)\n,εἰμί,verb,tw=n,ὁ,article,tura/nnwn,τύραννος,noun,kai\,καί,conjunction,*kleisqe/nhs,Κλεισθένης,proper,tou=,ὁ,article,ge/nous,γένος,noun,w)\n,εἰμί,verb,tw=n,ὁ,article,*)alkmewnidw=n,Ἀλκμαιωνίδαι,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(ttw/menos,ἡσσάομαι,verb,de\,δέ,particle,tai=s,ὁ,article,e(tairei/ais,ἑταιρεία,noun,o(,ὁ,article,*kleisqe/nhs,Κλεισθένης,proper,proshga/geto,προσάγω,verb,to\n,ὁ,article,dh=mon,δῆμος,noun,a)podidou\s,ἀποδίδωμι,verb,tw=|,ὁ,article,plh/qei,πλῆθος,noun,th\n,ὁ,article,politei/an,πολιτεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*)isago/ras,Ἰσαγόρης,proper,e)pileipo/menos,ἐπιλείπω,verb,th=|,ὁ,article,duna/mei,δύναμις,adjective,pa/lin,πάλιν,adverb,e)pikalesa/menos,ἐπικαλέω,verb,to\n,ὁ,article,*kleome/nhn,Κλεομένης,proper,o)/nta,εἰμί,verb,e(autw=|,ἑαυτοῦ,pronoun,ce/non,ξένος,noun,sune/peisen,συμπείθω,verb,e)lau/nein,ἐλαύνω,verb,to\,ὁ,article,a(/gos,ἄγος,noun,dia\,διά,preposition,to\,ὁ,article,tou\s,ὁ,article,*)alkmewni/das,Ἀλκμαιωνίδαι,proper,dokei=n,ei)=nai,εἰμί,verb,tw=n,ὁ,article,e)nagw=n,ἐναγής,adjective,,,,,,,,,,,,,,,,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(pecelqo/ntos,ὑπεξέρχομαι,verb,de\,δέ,particle,tou=,ὁ,article,*kleisqe/nous,Κλεισθένης,proper,a)fiko/menos,ἀφικνέομαι,verb,o(,ὁ,article,*kleome/nhs,Κλεομένης,proper,met',μετά,preposition,o)li/gwn,ὀλίγος,adjective,h(ghla/tei,ἁγηλατέω,verb,tw=n,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,e(ptakosi/as,ἑπτακόσιοι,adjective,oi)ki/as,οἰκία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,de\,δέ,particle,diapraca/menos,διαπράσσω,verb,th\n,ὁ,article,me\n,μέν,particle,boulh\n,βουλή,noun,e)peira=to,πειράω,verb,katalu/ein,καταλύω,verb,*)isago/ran,Ἰσαγόρης,proper,de\,δέ,particle,kai\,καί,conjunction,triakosi/ous,τριακόσιοι,adjective,tw=n,ὁ,article,fi/lwn,φίλος,adjective,met',μετά,preposition,au)tou=,αὐτός,pronoun,kuri/ous,κύριος,adjective,kaqista/nai,καθίστημι,verb,th=s,ὁ,article,po/lews,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,de\,δέ,particle,boulh=s,βουλεύς,noun,a)ntista/shs,ἀνθίστημι,verb,kai\,καί,conjunction,sunaqroisqe/ntos,συναθροίζω,verb,tou=,ὁ,article,plh/qous,πλῆθος,noun,oi(,ὁ,article,me\n,μέν,particle,peri\,περί,preposition,to\n,ὁ,article,*kleome/nhn,Κλεομένης,proper,kai\,καί,conjunction,*)isago/ran,Ἰσαγόρης,proper,kate/fugon,καταφεύγω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,a)kro/polin,ἀκρόπολις,noun,o(,ὁ,article,de\,δέ,particle,dh=mos,du/o,δύο,adjective,me\n,μέν,particle,h(me/ras,ἡμέρα,noun,proskaqezo/menos,προσκαθέζομαι,verb,e)polio/rkei,πολιορκέω,verb,th=|,ὁ,article,de\,δέ,particle,tri/th|,τρίτος,adjective,δῆμος,noun,*kleome/nhn,Κλεομένης,proper,me\n,μέν,particle,kai\,καί,conjunction,tou\s,ὁ,article,met',μετά,preposition,au)tou=,αὐτός,pronoun,pa/ntas,πᾶς,adjective,a)fei=san,ἀφίημι,verb,u(pospo/ndous,ὑπόσπονδος,adjective,*kleisqe/nhn,Κλεισθένης,proper,de\,δέ,particle,kai\,καί,conjunction,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,fuga/das,φυγάς,noun,metepe/myanto,μεταπέμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katasxo/ntos,κατέχω,verb,de\,δέ,particle,tou=,ὁ,article,dh/mou,δῆμος,noun,ta\,ὁ,article,pra/gmata,πρᾶγμα,noun,*kleisqe/nhs,Κλεισθένης,proper,h(gemw\n,ἡγεμών,noun,h)=n,εἰμί,verb,kai\,καί,conjunction,tou=,ὁ,article,dh/mou,δῆμος,noun,prosta/ths,προστάτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)tiw/tatoi,αἴτιος,adjective,ga\r,γάρ,particle,sxedo\n,σχεδόν,adverb,e)ge/nonto,γίγνομαι,verb,th=s,ὁ,article,e)kbolh=s,ἐκβολεύς,noun,tw=n,ὁ,article,tura/nnwn,τύραννος,noun,oi(,ὁ,article,*)alkmewni/dai,Ἀλκμαιωνίδαι,proper,kai\,καί,conjunction,stasia/zontes,στασιάζω,verb,ta\,ὁ,article,polla\,πολύς,adjective,diete/lesan,διατελέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,de\,δέ,particle,pro/teron,πρότερος,adjective,tw=n,ὁ,article,*)alkmewnidw=n,Ἀλκμαιωνίδαι,proper,*kh/dwn,κήδω,verb,e)pe/qeto,ἐπιτίθημι,verb,toi=s,ὁ,article,tura/nnois,τύραννος,noun,dio\,διό,conjunction,kai\,καί,conjunction,h)=|don,ἀείδω,verb,kai\,καί,conjunction,ei)s,εἰς,preposition,tou=ton,οὗτος,pronoun,e)n,ἐν,preposition,toi=s,ὁ,article,skolioi=s,σκολιός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/gxei,ἔγχος,noun,kai\,καί,conjunction,*kh/dwni,,,dia/kone,διάκονος,noun,mhd',μηδέ,particle,e)pilh/qou,ἐπίληθος,adjective,ei),εἰ,conjunction,xrh\,χρή,verb,toi=s,ὁ,article,a)gaqoi=s,ἀγαθός,adjective,a)ndra/sin,ἀνήρ,noun,oi)noxoei=n,οἰνοχοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,me\n,μέν,particle,ou)=n,οὖν,particle,tau/tas,οὗτος,pronoun,ta\s,ὁ,article,ai)ti/as,αἰτία,noun,e)pi/steuen,πιστεύω,verb,o(,ὁ,article,dh=mos,δῆμος,noun,tw=|,ὁ,article,*kleisqe/nei,Κλεισθένης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/te,τότε,adverb,de\,δέ,particle,tou=,ὁ,article,plh/qous,πλῆθος,noun,proesthkw/s,προίστημι,verb,e)/tei,ἔτος,noun,teta/rtw|,τέταρτος,adjective,meta\,μετά,preposition,th\n,ὁ,article,tw=n,ὁ,article,tura/nnwn,τύραννος,noun,kata/lusin,κατάλυσις,noun,e)pi\,ἐπί,preposition,*)isago/rou,Ἰσαγόρης,proper,a)/rxontos,ἄρχω,verb,prw=ton,πρότερος,adjective,me\n,μέν,particle,sune/neime,συννέμω,verb,pa/ntas,πᾶς,adjective,ei)s,εἰς,preposition,de/ka,δέκα,verb,fula\s,a)nti\,ἀντί,preposition,tw=n,ὁ,article,tetta/rwn,τέσσαρες,noun,a)namei=cai,ἀναμίγνυμι,verb,boulo/menos,βούλομαι,verb,o(/pws,ὅπως,conjunction,meta/sxwsi,μετέχω,verb,plei/ous,πλέως,adjective,φυλή,noun,th=s,ὁ,article,politei/as,πολιτεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/qen,ὅθεν,adverb,e)le/xqh,λέγω,verb,kai\,καί,conjunction,to\,ὁ,article,mh\,μή,conjunction,fulokrinei=n,φυλοκρινέω,verb,pro\s,πρός,preposition,tou\s,ὁ,article,e)ceta/zein,ἐξετάζω,verb,ta\,ὁ,article,ge/nh,γένος,noun,boulome/nous,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,th\n,ὁ,article,boulh\n,βουλή,noun,pentakosi/ous,πεντακόσιοι,adjective,a)nti\,ἀντί,preposition,tetrakosi/wn,τετρακόσιοι,adjective,kate/sthsen,καθίστημι,verb,penth/konta,πεντήκοντα,verb,e)c,ἐκ,preposition,e(ka/sths,ἕκαστος,adjective,fulh=s,φυλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/te,τότε,adverb,d',δέ,particle,h)=san,εἰμί,verb,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,tou=to,οὗτος,pronoun,de\,δέ,particle,ou)k,οὐ,adverb,ei)s,εἰς,preposition,dw/deka,δώδεκα,adjective,fula\s,φυλή,noun,sune/tacen,συντάσσω,verb,o(/pws,ὅπως,conjunction,au)tw=|,αὐτός,pronoun,mh\,μή,conjunction,sumbai/nh|,συμβαίνω,verb,meri/zein,μερίζω,verb,pro\s,πρός,preposition,ta\s,ὁ,article,prou+parxou/sas,προυπάρχω,verb,trittu=s,τριττύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=san,εἰμί,verb,ga\r,γάρ,particle,e)k,ἐκ,preposition,d,,,fulw=n,φυλή,noun,dw/deka,δώδεκα,adjective,trittu/es,τριττύς,adjective,w(/st',ὥστε,conjunction,ou),οὐ,adverb,sune/pipten,συμπίτνω,verb,a)\n,ἄν,particle,a)nami/sgesqai,ἀναμίγνυμι,verb,to\,ὁ,article,plh=qos,πλῆθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
die/neime,διανέμω,verb,de\,δέ,particle,kai\,καί,conjunction,th\n,ὁ,article,xw/ran,χώρα,noun,kata\,κατά,preposition,dh/mous,δῆμος,noun,tria/konta,τριάκοντα,noun,me/rh,μέρα,noun,de/ka,δέκα,verb,me\n,μέν,particle,tw=n,ὁ,article,peri\,περί,preposition,to\,ὁ,article,a)/stu,ἄστυ,noun,de/ka,δέκα,verb,de\,δέ,particle,th=s,ὁ,article,parali/as,παράλιος,adjective,de/ka,δέκα,verb,de\,δέ,particle,th=s,mesogei/ou,μεσόγαιος,adjective,kai\,καί,conjunction,tau/tas,οὗτος,pronoun,e)ponoma/sas,ἐπονομάζω,verb,trittu=s,τριττύς,adjective,e)klh/rwsen,κληρόω,verb,trei=s,τρέω,verb,ei)s,εἰς,preposition,ὁ,article,th\n,ὁ,article,fulh\n,φυλή,noun,e(ka/sthn,ἕκαστος,adjective,o(/pws,ὅπως,conjunction,e(ka/sth,ἕκαστος,adjective,mete/xh|,μετέχω,verb,pa/ntwn,πᾶς,adjective,tw=n,ὁ,article,to/pwn,τόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dhmo/tas,δημότης,noun,e)poi/hsen,ποιέω,verb,a)llh/lwn,ἀλλήλων,pronoun,tou\s,ὁ,article,oi)kou=ntas,οἰκέω,verb,e)n,ἐν,preposition,e(ka/stw|,ἕκαστος,adjective,tw=n,ὁ,article,dh/mwn,δῆμος,noun,i(/na,ἵνα,conjunction,mh\,μή,conjunction,patro/qen,πατρόθεν,adverb,prosagoreu/ontes,προσαγορεύω,verb,e)cele/gxwsin,ἐξελέγχω,verb,tou\s,ὁ,article,neopoli/tas,νεοπολίτης,noun,a)lla\,ἀλλά,adverb,tw=n,ὁ,article,dh/mwn,δῆμος,noun,a)nagoreu/wsin,ἀναγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/qen,ὅθεν,adverb,kai\,καί,conjunction,kalou=sin,καλέω,verb,*)aqhnai=oi,Ἀθηναῖος,proper,sfa=s,σφεῖς,pronoun,au)tou\s,αὐτός,pronoun,tw=n,ὁ,article,dh/mwn,δῆμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kate/sthse,καθίστημι,verb,de\,δέ,particle,kai\,καί,conjunction,dhma/rxous,δήμαρχος,noun,th\n,ὁ,article,au)th\n,αὐτός,pronoun,e)/xontas,ἔχω,verb,e)pime/leian,ἐπιμέλεια,noun,toi=s,ὁ,article,pro/teron,πρότερος,adjective,naukra/rois,ναύκραρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
