word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS
pa/nta,πᾶς,adjective,ei)=pen,εἶπον,verb,e)n,ἐν,preposition,tw=|,ὁ,article,basilikw=s,βασιλικός,adjective,e)/nesti,ἔνειμι,verb,qauma/sas,kai\,καί,conjunction,th\n,su/nesin,σύνεσις,noun,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,th\n,ὁ,article,a)ndragaqi/an,ἀνδραγαθία,noun,plei/ona,πλείων,verb,xw/ran,χώρα,noun,h(=s,ὅς,pronoun,pro/teron,πρότερος,adjective,ei)=xe,ἔχω,verb,prose/qhke,προστίθημι,verb,puqo/menos,πύθω,verb,de\,δέ,particle,u(po/,ὑπό,preposition,tinos,τις,pronoun,loidorei=sqai,λοιδορέω,verb,basiliko/n,βασιλικός,adjective,e)/fh,φημί,verb,e)sti\n,εἰμί,verb,eu)=,εὖ,adverb,poiou=nta,ποιέω,verb,kakw=s,κακός,adjective,a)kou/ein,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θαυμάζω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,
a)poqnh/|skwn,ἀποθνήσκω,verb,de\,δέ,particle,pro\s,πρός,preposition,tou\s,ὁ,article,e(tai/rous,ἑταῖρος,noun,a)pidw\n,ἀπεῖδον,verb,e)/fh,me/gan,μέγας,adverb,o(rw=,mou,ἐγώ,pronoun,to\n,ὁ,article,e)pita/fion,ἐπιτάφιος,adjective,e)so/menon,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φημί,verb,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,
teleuth/santos,τελευτάω,verb,de\,δέ,particle,au)tou=,αὐτός,pronoun,*dhma/dhs,Δημάδης,proper,o(,ὁ,article,r(h/twr,ῥήτωρ,noun,o(/moion,e)/fh,φημί,verb,dia\,th\n,ὁ,article,a)narxi/an,ἀναρχία,noun,o(ra=sqai,ὁράω,verb,to\,ὁ,article,strato/pedon,στρατόπεδον,noun,tw=n,ὁ,article,*makedo/nwn,Μακεδών,proper,e)ktetuflwme/nw|,ἐκτυφλόω,verb,tw=|,ὁ,article,*ku/klwpi,Κύκλωψ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅμοιος,adjective,διά,preposition,,,,,,,,,,,,,,,,,,,,,
*ptolemai=os,Πτολεμαῖος,proper,o(,ὁ,article,*la/gou,Λάγος,proper,ta\,ὁ,article,polla\,πολύς,adjective,para\,παρά,preposition,toi=s,fi/lois,φίλος,adjective,e)dei/pnei,kai\,καί,conjunction,e)ka/qeuden,κατακαθεύδω,verb,ei),εἰ,conjunction,de/,δέ,particle,pote,ποτέ,particle,deipni/zoi,δειπνίζω,verb,toi=s,ὁ,article,e)kei/nwn,ἐκεῖνος,pronoun,e)xrh=to,χράομαι,verb,metapempo/menos,μεταπέμπω,verb,e)kpw/mata,ἔκπωμα,noun,kai\,καί,conjunction,strw/mata,στρῶμα,noun,kai\,καί,conjunction,trape/zas,τράπεζα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,δειπνέω,verb,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,de\,δέ,particle,ou)k,οὐ,adverb,e)ke/kthto,κτάομαι,verb,plei/w,πλέως,adjective,tw=n,ὁ,article,a)nagkai/wn,a)lla\,ἀλλά,adverb,tou=,ploutei=n,πλουτέω,verb,e)/lege,λέγω,verb,to\,ὁ,article,plouti/zein,πλουτίζω,verb,ei)=nai,εἰμί,verb,basilikw/teron,βασιλικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀναγκαῖον,noun,ὁ,article,,,,,,,,,,,,,,,,,,,,,
*)anti/gonos,Ἀντίγονος,proper,ei)se/pratte,εἰσπράσσω,verb,xrh/mata,χρῆμα,adjective,sunto/nws,σύντονος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)po/ntos,εἶπον,verb,de/,δέ,particle,tinos,τις,pronoun,a)ll',ἀλλά,adverb,ou)k,οὐ,adverb,*)ale/candros,Ἀλέξανδρος,proper,h)=n,toiou=tos,τοιοῦτος,adjective,ei)ko/tws,ei)=pen,εἶπον,verb,e)kei=nos,ἐκεῖνος,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,e)qe/rize,θερίζω,verb,th\n,ὁ,article,*)asi/an,Ἄσιος,proper,e)gw\,ἐγώ,pronoun,de\,δέ,particle,kalamw=mai,καλαμόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,ἐοικότως,adverb,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,stratiwtw=n,στρατιώτης,adjective,i)dw/n,εἶδον,verb,tinas,τις,pronoun,e)n,ἐν,preposition,toi=s,qw/raci,θώραξ,noun,kai\,toi=s,ὁ,article,kra/nesi,κράνος,adjective,sfairi/zontas,σφαιρίζω,verb,h(/sqh,ἕζομαι,verb,kai\,καί,conjunction,tou\s,ὁ,article,h(gemo/nas,ἡγεμών,noun,au)tw=n,αὐτός,pronoun,metepe/mpeto,μεταπέμπω,verb,e)paine/sai,ἐπαινέω,verb,boulo/menos,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,καί,conjunction,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,h)/kousen,ἀκούω,verb,o(/ti,ὅστις,pronoun,pi/nousin,πίνω,verb,ta\s,ὁ,article,e)kei/nwn,h(gemoni/as,ἡγεμονία,noun,toi=s,stratiw/tais,στρατιώτης,adjective,e)/dwke,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκεῖνος,pronoun,ὁ,article,,,,,,,,,,,,,,,,,,,,,
qaumazo/ntwn,θαυμάζω,verb,de\,δέ,particle,pa/ntwn,πᾶς,adjective,o(/ti,ὅστις,pronoun,ge/rwn,γέρων,noun,geno/menos,γίγνομαι,verb,h)pi/ws,e)xrh=to,χράομαι,verb,kai\,pra/ws,πρᾶος,adjective,toi=s,ὁ,article,pra/gmasi,πρᾶγμα,noun,pro/teron,πρότερος,adjective,me\n,μέν,particle,ga/r,γάρ,particle,ei)=pe,εἶπον,verb,duna/mews,δύναμις,adjective,e)deo/mhn,δέομαι,verb,nu=n,νῦν,adverb,de\,δέ,particle,do/chs,δόξα,noun,kai\,καί,conjunction,eu)noi/as,εὔνοια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἤπιος,adjective,καί,conjunction,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,de\,δέ,particle,to\n,ὁ,article,ui(o\n,υἱός,noun,*fi/lippon,Φίλιππος,proper,puqo/menon,πύθω,verb,pleio/nwn,paro/ntwn,πάρειμι,verb,po/te,me/llomen,μέλλω,verb,a)nazeugnu/nai,ἀναζεύγνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πλείων,verb,πότε,adverb,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,de/doikas,δείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=pe,εἶπον,verb,mh\,μή,conjunction,mo/nos,μόνος,adjective,th=s,ὁ,article,sa/lpiggos,σάλπιγξ,noun,ou)k,οὐ,adverb,a)kou/sh|s,spouda/santos,σπουδάζω,verb,de\,tou=,ὁ,article,neani/skou,νεάνισκος,noun,labei=n,λαμβάνω,verb,kata/lusin,κατάλυσις,noun,para\,παρά,preposition,gunaiki\,γυνή,noun,xh/ra|,χήρα,noun,trei=s,τρέω,verb,e)xou/sh|,ἔχω,verb,qugate/ras,θυγάτηρ,adjective,eu)prepei=s,εὐπρεπέω,verb,kale/sas,καλέω,verb,to\n,ὁ,article,e)pi\,ἐπί,preposition,tw=n,ὁ,article,ceni/wn,ξένιος,adjective,ei)=pen,εἶπον,verb,ou)k,οὐ,adverb,e)ca/ceis,ἐξάγνυμι,verb,mou,ἐγώ,pronoun,to\n,ὁ,article,ui(o\n,υἱός,noun,a)po\,ἀπό,preposition,th=s,ὁ,article,stenoxwri/as,στενοχωρία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀέκων,adjective,δέ,particle,,,,,,,,,,,,,,,,,,,,,
nosh/sas,νοσέω,verb,de\,δέ,particle,makra\n,μακράν,adverb,no/son,νόσος,noun,w(s,ὡς,conjunction,a)ne/rrwsen,ἀναρρώννυμι,verb,ou)de/n,e)/fh,φημί,verb,xei=ron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐδείς,pronoun,χείρων,adverb,,,,,,,,,,,,,,,,,,,,,
u(pe/mnhse,ὑπομιμνήσκω,verb,ga\r,γάρ,particle,h(ma=s,ἐγώ,pronoun,h(,ὁ,article,no/sos,νόσος,noun,mh\,μή,conjunction,me/ga,fronei=n,φρονέω,verb,w(s,o)/ntas,εἰμί,verb,qnhtou/s,θνητός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέγας,adverb,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,
*(ermodo/tou,,,de\,δέ,particle,au)to\n,αὐτός,pronoun,e)n,ἐν,preposition,toi=s,ὁ,article,poih/masin,ποίημα,noun,*(hli/ou,pai=da,παῖς,adjective,gra/yantos,ou),οὐ,adverb,tau=ta/,οὗτος,pronoun,moi,ἐγώ,pronoun,e)/fh,φημί,verb,su/noiden,σύνοιδα,verb,o(,ὁ,article,lasanofo/ros,λασανοφόρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἥλιος,proper,γράφω,verb,,,,,,,,,,,,,,,,,,,,,
ei)po/ntos,εἶπον,verb,de/,δέ,particle,tinos,τις,pronoun,o(/ti,ὅστις,pronoun,pa/nta,πᾶς,adjective,kala\,καλός,noun,kai\,di/kaia,δίκαιος,adjective,toi=s,basileu=si,βασιλεύς,noun,nai\,ναί,adverb,ma\,μά,particle,*di/a,Δίη,proper,ei)=pe,εἶπον,verb,toi=s,ὁ,article,tw=n,ὁ,article,barba/rwn,βάρβαρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ὁ,article,,,,,,,,,,,,,,,,,,,,,
h(mi=n,ἐγώ,pronoun,de\,δέ,particle,mo/na,μόνος,adjective,kala\,καλός,noun,ta\,ὁ,article,kala\,καλός,noun,kai\,mo/na,μόνος,adjective,di/kaia,ta\,ὁ,article,di/kaia,δίκαιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,δίκαιος,adjective,,,,,,,,,,,,,,,,,,,,,
*marsu/ou,Μαρσύης,proper,tou=,ὁ,article,a)delfou=,ἀδελφός,adjective,di/khn,δίκη,adjective,e)/xontos,ἔχω,verb,a)ciou=ntos,ἀξιόω,verb,de\,th\n,ὁ,article,kri/sin,au)tw=|,αὐτός,pronoun,gene/sqai,γίγνομαι,verb,kat',κατά,preposition,oi)ki/an,οἰκία,noun,e)/stai,εἰμί,verb,me\n,μέν,particle,ou)=n,οὖν,particle,ei)=pen,εἶπον,verb,e)n,ἐν,preposition,th=|,ὁ,article,a)gora=|,ἀγορά,noun,kai\,καί,conjunction,pa/ntwn,πᾶς,adjective,a)kouo/ntwn,ἀκούω,verb,ei),εἰ,conjunction,mhde\n,μηδείς,pronoun,a)dikou=men,ἀδικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,κρίσις,adjective,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de/,δέ,particle,pote,ποτέ,particle,xeimw=nos,χειμών,noun,e)n,ἐν,preposition,to/pois,τόπος,noun,spani/zousi,tw=n,ὁ,article,e)pithdei/wn,h)na/gkase,ἀναγκάζω,verb,katazeu=cai,καταζεύγνυμι,verb,kai\,καί,conjunction,tw=n,ὁ,article,stratiwtw=n,στρατιώτης,adjective,tines,τις,pronoun,e)loido/roun,λοιδορέω,verb,au)to\n,αὐτός,pronoun,a)gnoou=ntes,ἀγνοέω,verb,o(/ti,ὅστις,pronoun,plhsi/on,πλησίος,adjective,e)sti/n,εἰμί,verb,th=|,ὁ,article,bakthri/a|,βακτηρία,noun,th\n,ὁ,article,skhnh\n,σκηνή,noun,diastei/las,διαστέλλω,verb,oi)mw/cete,οἰμώσσω,verb,ei)=pen,εἶπον,verb,ei),εἰ,conjunction,mh\,μή,conjunction,makro/teron,μακρός,adjective,a)posta/ntes,ἀφίστημι,verb,loidorh/sete,λοιδορέω,verb,h(ma=s,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σπανίζω,verb,ἐπιτήδειος,adjective,,,,,,,,,,,,,,,,,,,,,
*)aristodh/mou,Ἀριστόδημος,proper,de\,δέ,particle,tw=n,ὁ,article,fi/lwn,φίλων,noun,tino\s,τις,pronoun,e)k,ἐκ,preposition,magei/rou,gegone/nai,γίγνομαι,verb,dokou=ntos,sumbouleu/ontos,συμβουλεύω,verb,de\,δέ,particle,au)tw=|,αὐτός,pronoun,tw=n,ὁ,article,a)nalwma/twn,ἀνάλωμα,adjective,kai\,καί,conjunction,tw=n,ὁ,article,dwrew=n,δωρεά,noun,a)fairei=n,ἀφαιρέω,verb,oi(,ὁ,article,lo/goi,λόγος,noun,sou,σύ,pronoun,ei)=pen,εἶπον,verb,w)=,ὦ,interjection,*)aristo/dhme,Ἀριστόδημος,proper,perizw/matos,περίζωμα,noun,o)/zousin,ὄζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μάγειρος,noun,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,
*)aqhnai/wn,Ἀθήναια,proper,de\,δέ,particle,dou=lon,δοῦλος,noun,au)tou=,αὐτός,pronoun,timw/menon,τιμάω,verb,ei)s,εἰς,preposition,th\n,politei/an,πολιτεία,noun,w(s,e)leu/qeron,ἐλεύθερος,adjective,e)ggraya/ntwn,ἐγγράφω,verb,ou)k,οὐ,adverb,a)/n,ἄν,particle,ei)=pen,εἶπον,verb,e)boulo/mhn,βούλομαι,verb,e(/na,ἕνος,adjective,*)aqhnai=on,Ἀθηναῖος,proper,u(p',ὑπό,preposition,e)mou=,ἐγώ,pronoun,mastigou=sqai,μαστιγόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,
neani/skou,νεάνισκος,noun,de/,δέ,particle,tinos,τις,pronoun,tw=n,ὁ,article,*)anacime/nous,Ἀναξιμένης,proper,tou=,ὁ,article,r(h/toros,maqhtw=n,μαθητής,noun,lo/gon,e)skemme/non,σκέπτομαι,verb,e)k,ἐκ,preposition,paraskeuh=s,παρασκευή,noun,ei)po/ntos,εἶπον,verb,e)p',ἐπί,preposition,au)tou=,αὐτός,pronoun,boulo/meno/s,βούλομαι,verb,ti,τις,pronoun,maqei=n,μανθάνω,verb,h)rw/thsen,ἐρωτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ῥήτωρ,noun,λόγος,noun,,,,,,,,,,,,,,,,,,,,,
a)posiwph/santos,ἀποσιωπάω,verb,de\,δέ,particle,tou=,ὁ,article,neani/skou,νεάνισκος,noun,ti/,τίς,pronoun,le/geis,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=pen,εἶπον,verb,h)\,ἠέ,conjunction,tau=t',οὗτος,pronoun,e)sti\,εἰμί,verb,ta)n,ἐν,preposition,de/ltoisin,δέλτος,adjective,e)ggegramme/na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγγράφω,verb,,,,,,,,,,,,,,,,,,,,,,,
tau=t',οὗτος,pronoun,e)sti\,εἰμί,verb,ta)n,ἐν,preposition,de/ltoisin,δέλτος,adjective,e)ggegramme/na,ἐγγράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(te/rou,ἕτερος,adjective,de\,δέ,particle,r(h/toros,ῥήτωρ,noun,a)kou/wn,ἀκούω,verb,le/gontos,λέγω,verb,o(/ti,ὅστις,pronoun,xionobo/los,h(,ὁ,article,w(/ra,genome/nh,γίγνομαι,verb,lipobotanei=n,λιποβοτανέω,verb,e)poi/hse,ποιέω,verb,th\n,ὁ,article,xw/ran,χώρα,noun,ou),οὐ,adverb,pau/sh|,παύω,verb,moi,ἐγώ,pronoun,ei)=pen,εἶπον,verb,w(s,ὡς,conjunction,o)/xlw|,ὄχλος,noun,xrw/menos,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χιονοβόλος,adjective,ὥρα,adjective,,,,,,,,,,,,,,,,,,,,,
