word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/44/lemma/@_entry,word/44/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/52/lemma/@_entry,word/52/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS
*kai\,καί,conjunction,o(,ὁ,article,lo/gos,λόγος,noun,de\,δέ,particle,w(sau/tws,ὡσαύτως,adverb,ou)de\n,οὐδείς,pronoun,ga\r,γάρ,particle,u(pome/nei,ὑπομένω,verb,tw=n,ὁ,article,mori/wn,μόριον,noun,au)tou=,αὐτός,pronoun,a)ll',ἀλλά,adverb,ei)/rhtai/,ἔρομαι,verb,te,τε,particle,kai\,καί,conjunction,ou)k,e)/stin,εἰμί,verb,e)/ti,ἔτι,adverb,tou=to,οὗτος,pronoun,labei=n,λαμβάνω,verb,w(/ste,ὥστε,conjunction,ou)k,οὐ,adverb,a)\n,ἄν,particle,ei)/h,ἀίω,verb,qe/sis,θέσις,noun,tw=n,ὁ,article,mori/wn,μόριον,noun,au)tou=,αὐτός,pronoun,ei)/ge,εἰ,conjunction,mhde\n,μηδείς,pronoun,u(pome/nei,ὑπομένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ta\,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,e)k,ἐκ,preposition,qe/sin,θέσις,noun,e)xo/ntwn,ἔχω,verb,tw=n,ὁ,article,mori/wn,μόριον,noun,sune/sthke,συνίστημι,verb,ta\,ὁ,article,de\,δέ,particle,ou)k,οὐ,adverb,e)c,ἐκ,preposition,e)xo/ntwn,ἔχω,verb,qe/sin,θέσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kuri/ws,κύριος,adjective,de\,δέ,particle,posa\,ποσός,adjective,tau=ta,οὗτος,pronoun,mo/na,μόνος,adjective,le/getai,λέγω,verb,ta\,ὁ,article,ei)rhme/na,ἐρῶ,verb,ta\,ὁ,article,de\,δέ,particle,a)/lla,ἄλλος,adjective,pa/nta,πᾶς,adjective,kata\,κατά,preposition,sumbebhko/s,συμβαίνω,verb,ei)s,εἰς,preposition,tau=ta,ga\r,γάρ,particle,ble/pontes,βλέπω,verb,kai\,καί,conjunction,ta)=lla,ἄλλος,adjective,posa\,ποσός,adjective,le/gomen,λέγω,verb,oi(=on,οἷος,adjective,polu\,πολύς,adjective,to\,ὁ,article,leuko\n,λευκός,adjective,le/getai,λέγω,verb,tw=i,τίς,pronoun,th\n,ὁ,article,e)pifa/neian,ἐπιφάνεια,noun,pollh\n,πολύς,adjective,ei)=nai,εἰμί,verb,kai\,καί,conjunction,h(,ὁ,article,pra=cis,πρᾶξις,adjective,makra\,μακρός,adjective,tw=i,τίς,pronoun,ge,γε,particle,to\n,ὁ,article,xro/non,χρόνος,noun,polu\n,πολύς,adjective,ei)=nai,εἰμί,verb,kai\,καί,conjunction,h(,ὁ,article,ki/nhsis,pollh/,πολύς,adjective,ou),οὐ,adverb,ga\r,γάρ,particle,kaq',κατά,preposition,au(to\,ἑαυτοῦ,pronoun,οὗτος,pronoun,κίνησις,adjective,e(/kaston,ἕκαστος,adjective,tou/twn,οὗτος,pronoun,poso\n,le/getai,λέγω,verb,oi(=on,οἷος,adjective,e)a\n,ἐάν,conjunction,a)podidw=i,ἀποδίδωμι,verb,tis,τις,pronoun,ποσός,adjective,po/sh,πόσις,noun,tis,τις,pronoun,h(,ὁ,article,pra=ci/s,πρᾶξις,adjective,e)sti,εἰμί,verb,tw=i,τίς,pronoun,xro/nwi,χρόνος,noun,o(riei=,ὁρίζω,verb,e)niausi/an,ἐνιαύσιος,adjective,h)\,ἠέ,conjunction,ou(/tw,οὕτως,adverb,pws,πως,particle,a)podidou/s,ἀποδίδωμι,verb,kai\,καί,conjunction,to\,ὁ,article,leuko\n,λευκός,adjective,poso/n,ποσός,adjective,ti,τις,pronoun,a)podidou\s,ἀποδίδωμι,verb,th=i,τῇ,adverb,e)pifanei/ai,ἐπιφάνεια,noun,o(riei=,ὁρίζω,verb,o(/sh,ὅσος,adjective,ga\r,γάρ,particle,a)\n,ἄν,particle,h(,ὁ,article,e)pifa/neia,ἐπιφάνεια,noun,h)=i,εἰμί,verb,tosou=ton,τοσοῦτος,adjective,kai\,καί,conjunction,to\,ὁ,article,leuko\n,λευκός,adjective,fh/sei,φημί,verb,ei)=nai,εἰμί,verb,w(/ste,ὥστε,conjunction,mo/na,μόνος,adjective,kuri/ws,κυρίως,adverb,kai\,καί,conjunction,kaq',κατά,preposition,au(ta\,ἑαυτοῦ,pronoun,posa\,ποσός,adjective,le/getai,λέγω,verb,ta\,ὁ,article,ei)rhme/na,ἐρῶ,verb,tw=n,ὁ,article,de\,δέ,particle,a)/llwn,ἄλλος,adjective,ou)de\n,οὐδείς,pronoun,au)to\,αὐτός,pronoun,kaq',κατά,preposition,au(to/,ἑαυτοῦ,pronoun,a)ll',ἀλλά,adverb,ei),εἰ,conjunction,a)/ra,ἄρα,particle,kata\,κατά,preposition,sumbebhko/s,συμβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,
*)/eti,ἔτι,adverb,tw=i,τίς,pronoun,posw=i,ποσός,adjective,ou)de/n,οὐδείς,pronoun,e)stin,εἰμί,verb,e)nanti/on,ἐναντίος,adjective,e)pi\,ἐπί,preposition,me\n,μέν,particle,ga\r,γάρ,particle,tw=n,ὁ,article,a)fwrisme/nwn,ἀφορίζω,verb,fanero\n,φανερός,adjective,o(/ti,ὅστις,pronoun,ou)de/n,οὐδείς,pronoun,e)stin,εἰμί,verb,e)nanti/on,oi(=on,οἷος,adjective,tw=i,τίς,pronoun,diph/xei,δίπηχυς,adjective,h)\,ἠέ,conjunction,triph/xei,τρίπηχυς,adjective,h)\,ἠέ,conjunction,th=i,τῇ,adverb,e)pifanei/ai,ἐπιφάνεια,noun,h)\,ἠέ,conjunction,tw=n,ὁ,article,toiou/twn,τοιοῦτος,adjective,tini/,τις,pronoun,ou)de\n,οὐδείς,pronoun,ga/r,γάρ,particle,e)stin,εἰμί,verb,e)nanti/on),ἐναντίος,adjective,ei),εἰ,conjunction,mh\,μή,conjunction,to\,ὁ,article,polu\,πολύς,adjective,tw=i,ὁ,article,o)li/gwi,ὀλίγος,adjective,fai/h,φημί,verb,tis,τις,pronoun,ei)=nai,εἰμί,verb,e)nanti/on,ἐναντίον,adverb,h)\,ἠέ,conjunction,to\,ὁ,article,me/ga,tw=i,ὁ,article,mikrw=i,μικρός,adjective,,,,,,,,,,ἐναντίος,adjective,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,de\,δέ,particle,ou)de/n,οὐδείς,pronoun,e)sti,εἰμί,verb,poso\n,ποσός,adjective,a)lla\,ἀλλά,adverb,tw=n,ὁ,article,pro/s,πρός,preposition,ti,τις,pronoun,ou)de\n,οὐδείς,pronoun,ga\r,γάρ,particle,au)to\,αὐτός,pronoun,kaq',κατά,preposition,au(to\,ἑαυτοῦ,pronoun,me/ga,μέγας,adverb,le/getai,h)\,ἠέ,conjunction,mikro/n,μικρός,adjective,a)lla\,ἀλλά,adverb,pro\s,πρός,preposition,e(/teron,ἕτερος,adjective,a)nafe/retai,ἀναφέρω,verb,oi(=on,οἷος,adjective,o)/ros,ὄρος,adjective,me\n,μέν,particle,mikro\n,μικρός,adjective,le/getai,λέγω,verb,ke/gxros,κέγχρος,noun,de\,δέ,particle,mega/lh,μέγας,adverb,tw=i,τίς,pronoun,th\n,ὁ,article,me\n,μέν,particle,tw=n,ὁ,article,o(mogenw=n,ὁμογενής,adverb,mei=zon,μέγας,adverb,ei)=nai,εἰμί,verb,to\,ὁ,article,de\,δέ,particle,e)/latton,ἐλάσσων,adjective,tw=n,ὁ,article,o(mogenw=n,ὁμογενής,adverb,ou)kou=n,οὐκοῦν,adverb,pro\s,πρός,preposition,e(/teron,h(,ὁ,article,a)nafora/,ἀναφορά,noun,e)pei\,ἐπεί,conjunction,ei)/ge,εἰ,conjunction,kaq',κατά,preposition,λέγω,verb,ἕτερος,adjective,au(to\,ἑαυτοῦ,pronoun,mikro\n,μικρός,adjective,h)\,me/ga,μέγας,adverb,e)le/geto,λέγω,verb,ou)k,οὐ,adverb,a)/n,ἄν,particle,pote,ποτέ,particle,ἠέ,conjunction,to\,ὁ,article,me\n,μέν,particle,o)/ros,ὄρος,adjective,mikro\n,μικρός,adjective,e)le/geto,λέγω,verb,h(,ὁ,article,de\,δέ,particle,ke/gxros,κέγχρος,noun,mega/lh,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/lin,πάλιν,adverb,e)n,ἐν,preposition,me\n,μέν,particle,th=i,τῇ,adverb,kw/mhi,κώμη,noun,pollou/s,πολύς,adjective,famen,φημί,verb,a)nqrw/pous,ἄνθρωπος,noun,ei)=nai,εἰμί,verb,e)n,ἐν,preposition,*)aqh/nais,Ἀθήνη,proper,de\,δέ,particle,o)li/gous,ὀλίγος,adjective,pollaplasi/ous,πολλαπλάσιος,adjective,au)tw=n,αὐτός,pronoun,o)/ntas,kai\,καί,conjunction,e)n,ἐν,preposition,me\n,μέν,particle,th=i,τῇ,adverb,oi)ki/ai,οἰκία,noun,pollou/s,πολύς,adjective,e)n,ἐν,preposition,de\,δέ,particle,tw=i,τίς,pronoun,qea/trwi,θέατρον,noun,o)li/gous,ὀλίγος,adjective,pollw=i,πολύς,adjective,plei/ous,πλέως,adjective,o)/ntas,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/eti,ἔτι,adverb,to\,ὁ,article,me\n,μέν,particle,di/phxu,δίπηχυς,adjective,kai\,καί,conjunction,tri/phxu,τρίπηχυς,adjective,kai\,καί,conjunction,e(/kaston,ἕκαστος,adjective,tw=n,ὁ,article,toiou/twn,τοιοῦτος,adjective,poso\n,ποσός,adjective,shmai/nei,σημαίνω,verb,to\,ὁ,article,de\,δέ,particle,me/ga,μέγας,adverb,h)\,mikro\n,μικρός,adjective,ou),οὐ,adverb,shmai/nei,σημαίνω,verb,poso\n,ποσός,adjective,a)lla\,ἀλλά,adverb,ma=llon,μᾶλλον,adverb,pro/s,πρός,preposition,ti,τις,pronoun,pro\s,πρός,preposition,ga\r,γάρ,particle,e(/teron,ἕτερος,adjective,qewrei=tai,θεωρέω,verb,to\,ὁ,article,me/ga,μέγας,adverb,kai\,καί,conjunction,to\,ὁ,article,mikro/n,μικρός,adjective,w(/ste,ὥστε,conjunction,fanero\n,φανερός,adjective,o(/ti,ὅστις,pronoun,tau=ta,οὗτος,pronoun,tw=n,ὁ,article,pro/s,πρός,preposition,ti/,τίς,pronoun,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,e)a/n,ἐάν,conjunction,te,τε,particle,tiqh=i,τιθή,noun,tis,τις,pronoun,au)ta\,αὐτός,pronoun,posa\,ποσός,adjective,ei)=nai,εἰμί,verb,e)a/n,ἐάν,conjunction,te,τε,particle,mh\,μή,conjunction,tiqh=i,τιθή,noun,ou)k,οὐ,adverb,e)/stin,εἰμί,verb,au)toi=s,αὐτός,pronoun,e)nanti/on,ou)de/n,οὐδείς,pronoun,o(\,ὅς,pronoun,ga\r,γάρ,particle,mh\,μή,conjunction,e)/stin,εἰμί,verb,au)to\,αὐτός,pronoun,kaq',κατά,preposition,au(to\,ἑαυτοῦ,pronoun,labei=n,λαμβάνω,verb,a)lla\,ἀλλά,adverb,pro\s,πρός,preposition,e(/teron,ἕτερος,adjective,a)nafe/ronta,ἀναφέρω,verb,pw=s,πῶς,adverb,a)\n,ἄν,particle,ei)/h,ἀίω,verb,tou/twi,οὗτος,pronoun,ti,τις,pronoun,e)nanti/on,ἐναντίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐναντίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,ei),εἰ,conjunction,e)/stai,εἰμί,verb,to\,ὁ,article,me/ga,μέγας,adverb,kai\,καί,conjunction,to\,ὁ,article,mikro\n,μικρός,adjective,e)nanti/a,ἐναντίος,adjective,sumbh/setai,συμβαίνω,verb,to\,ὁ,article,au)to\,αὐτός,pronoun,a(/ma,ἅμα,adverb,ta\,ὁ,article,e)nanti/a,ἐναντίος,adjective,e)pide/xesqai,kai\,καί,conjunction,au)ta\,αὐτός,pronoun,au(toi=s,ἑαυτοῦ,pronoun,ei)=nai,εἰμί,verb,e)nanti/a,ἐναντίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπιδέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sumbai/nei,συμβαίνω,verb,ga\r,γάρ,particle,a(/ma,ἅμα,adverb,to\,ὁ,article,au)to\,αὐτός,pronoun,me/ga,μέγας,adverb,te,τε,particle,kai\,καί,conjunction,mikro\n,μικρός,adjective,ei)=nai,εἰμί,verb,e)/sti,εἰμί,verb,ga\r,γάρ,particle,pro\s,πρός,preposition,me\n,μέν,particle,tou=to,οὗτος,pronoun,mikro/n,pro\s,πρός,preposition,e(/teron,ἕτερος,adjective,de\,δέ,particle,to\,ὁ,article,au)to\,αὐτός,pronoun,tou=to,οὗτος,pronoun,me/ga,μέγας,adverb,w(/ste,ὥστε,conjunction,to\,ὁ,article,au)to\,αὐτός,pronoun,kai\,καί,conjunction,me/ga,μέγας,adverb,kai\,καί,conjunction,mikro\n,μικρός,adjective,kata\,κατά,preposition,to\n,ὁ,article,au)to\n,αὐτός,pronoun,xro/non,χρόνος,noun,ei)=nai,εἰμί,verb,sumbai/nei,συμβαίνω,verb,w(/ste,ὥστε,conjunction,a(/ma,ἅμα,adverb,ta\,ὁ,article,e)nanti/a,ἐναντίος,adjective,e)pide/xesqai,ἐπιδέχομαι,verb,a)ll',ἀλλά,adverb,ou)de\n,οὐδείς,pronoun,dokei=,δοκέω,verb,a(/ma,ta\,ὁ,article,e)nanti/a,ἐναντίος,adjective,e)pide/xesqai,ἐπιδέχομαι,verb,oi(=on,οἷος,adjective,e)pi\,ἐπί,preposition,μικρός,adjective,ἅμα,adverb,th=s,ὁ,article,ou)si/as,οὐσία,adjective,dektikh\,me\n,μέν,particle,tw=n,ὁ,article,e)nanti/wn,ἐναντίος,adjective,dokei=,δοκέω,verb,ei)=nai,εἰμί,verb,δεκτικός,adjective,a)ll',ἀλλά,adverb,ou)/ti,οὔτι,adverb,ge,γε,particle,a(/ma,ἅμα,adverb,nosei=,νοσέω,verb,kai\,καί,conjunction,u(giai/nei,ὑγιαίνω,verb,ou)de\,οὐδέ,particle,leuko\n,λευκός,adjective,kai\,καί,conjunction,me/lan,μέλας,adjective,e)sti\n,εἰμί,verb,a(/ma,ἅμα,adverb,ou)de\,οὐδέ,particle,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,ou)de\n,οὐδείς,pronoun,a(/ma,ἅμα,adverb,ta\,ὁ,article,e)nanti/a,ἐναντίος,adjective,e)pide/xetai,ἐπιδέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
