word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS
ei),εἰ,conjunction,toi/nun,τοίνυν,particle,kai\,καί,conjunction,toiou=toi,τοιοῦτος,adjective,ta\s,ὁ,article,fu/seis,φύσις,noun,peri\,περί,preposition,a)llh/lous,ἀλλήλων,pronoun,ei)si\,εἰμί,verb,kai\,καί,conjunction,e)/xqrai,ἔχθρα,noun,pro\s,πρός,preposition,*)apollo/dwron,Ἀπολλόδωρος,proper,to\n,ὁ,article,e)me\,ἐγώ,pronoun,poihsa/menon,ποιέω,verb,u(ph=rxon,ὑπάρχω,verb,au)toi=s,αὐτός,pronoun,thlikau=tai,τηλικοῦτος,adjective,to\,ὁ,article,me/geqos,μέγεθος,adjective,ti/,τίς,pronoun,be/ltion,βελτίων,adverb,a)\n,ἄν,particle,e)/pracen,πράσσω,verb,h)\,ἠέ,conjunction,tau=ta,οὗτος,pronoun,bouleusa/menos,βουλεύω,verb,a(/per,ὅς,pronoun,e)poi/hsen,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,nh\,νή,preposition,*di/a,Δίη,proper,paidi/on,παιδίον,noun,e)poih/sato,ποιέω,verb,labw\n,λαμβάνω,verb,para/,παρά,preposition,tou,τις,pronoun,tw=n,ὁ,article,fi/lwn,φίλος,adjective,o)/ntwn,εἰμί,verb,kai\,καί,conjunction,tou/tw|,οὗτος,pronoun,th\n,ὁ,article,ou)si/an,οὐσία,adjective,e)/dwken,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,kai\,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=t',οὗτος,pronoun,h)=n,εἰμί,verb,a)/dhlon,ἄδηλος,adjective,kai\,καί,conjunction,toi=s,ὁ,article,gennh/sasin,γεννάω,verb,ei)/te,εἴτε,adverb,spoudai=on,σπουδαῖος,adjective,ei)/te,εἴτε,adverb,mhdeno\s,μηδείς,pronoun,a)/cion,ἄξιος,adjective,e)/mellen,μέλλω,verb,e)/sesqai,εἰμί,verb,dia\,διά,preposition,th\n,ὁ,article,h(liki/an,ἡλικία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)mou=,ἐγώ,pronoun,de\,δέ,particle,pei=ran,πεῖρα,noun,ei)lh/fei,λαμβάνω,verb,dokimasi/an,δοκιμασία,noun,i(kanh\n,ἱκανός,adjective,labw/n,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/s,εἰς,preposition,te,τε,particle,ga\r,γάρ,particle,to\n,ὁ,article,pate/ra,πατήρ,noun,kai\,καί,conjunction,th\n,ὁ,article,mhte/ra,μήτηρ,noun,oi(=os,οἷος,adjective,h)=n,εἰμί,verb,a)kribw=s,ἀκριβῶς,adverb,h)/|dei,οἶδα,verb,tw=n,ὁ,article,t',τε,particle,oi)kei/wn,οἰκεῖος,adjective,e)pimelh=,ἐπιμελής,adverb,kai\,καί,conjunction,ta)mautou=,ἐμαυτοῦ,pronoun,pra/ttein,πράσσω,verb,e)pista/menon,ἐφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,a)rxh=|,ἀρχή,noun,te,τε,particle,qesmoqeth/sas,θεσμοθετέω,verb,w(s,ὡς,conjunction,e)geno/mhn,γίγνομαι,verb,ou)k,οὐ,adverb,a)/dikos,ἄδικος,adjective,ou)de\,οὐδέ,particle,pleone/kths,πλεονέκτης,noun,h)pi/stato,ἐπίσταμαι,verb,safw=s,σαφής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/st',ὥστε,conjunction,ou)k,οὐ,adverb,a)gnow=n,ἀγνοέω,verb,a)lla\,ἀλλά,adverb,safw=s,σαφής,adverb,ei)dw\s,οἶδα,verb,e)poi/ei,ποιέω,verb,me,ἐγώ,pronoun,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,ku/rion,κύριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,ou)de\,οὐδέ,particle,a)llo/trion,ἀλλότριος,adjective,a)ll',ἀλλά,adverb,o)/nta,εἰμί,verb,a)delfidou=n,ἀδελφιδέος,noun,ou)d',οὐδέ,particle,au)=,αὖ,interjection,mikra\,μικρός,adjective,peponqw\s,πάσχω,verb,a)lla\,ἀλλά,adverb,mega/la,μέγας,adverb,a)gaqa\,ἀγαθός,adjective,u(f',ὑπό,preposition,h(mw=n,ἐγώ,pronoun,ou)d',οὐδέ,particle,au)=,αὖ,interjection,a)filo/timon,ἀφιλότιμος,adjective,o(\s,ὅς,pronoun,ta\,ὁ,article,o)/nta,εἰμί,verb,a)faniei=n,ἀφανίζω,verb,e)/mellon,μέλλω,verb,w(/sper,ὥσπερ,adverb,ou(=toi,οὗτος,pronoun,ta\,ὁ,article,tou=,ὁ,article,klh/rou,κλῆρος,adjective,pepoih/kasin,ποιέω,verb,a)lla\,ἀλλά,adverb,boulhso/menon,βούλομαι,verb,kai\,καί,conjunction,trihrarxei=n,τριηραρχέω,verb,kai\,καί,conjunction,polemei=n,πολεμέω,verb,kai\,καί,conjunction,xorhgei=n,χορηγέω,verb,kai\,pa/nq',πᾶς,adjective,u(mi=n,σύ,pronoun,ta\,ὁ,article,prostatto/mena,προστάσσω,verb,poiei=n,ποιέω,verb,καί,conjunction,w(/sper,ὥσπερ,adverb,ka)kei=nos,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,ei),εἰ,conjunction,kai\,καί,conjunction,suggenh\s,συγγενής,adverb,kai\,καί,conjunction,fi/los,φίλος,adjective,kai\,καί,conjunction,eu)erge/ths,εὐεργέτης,noun,kai\,καί,conjunction,filo/timos,φιλότιμος,adjective,kai\,καί,conjunction,dedokimasme/nos,δοκιμάζω,verb,u(ph=rxon,ὑπάρχω,verb,toiou=tos,τοιοῦτος,adjective,ei)=nai,εἰμί,verb,ti/s,τίς,pronoun,lta)\ngt,,,a)mfisbhth/seie,ἀμφισβητέω,verb,mh\,μή,conjunction,ou)k,οὐ,adverb,a)ndro\s,ἀνήρ,noun,eu)=,εὖ,adverb,fronou=ntos,φρονέω,verb,ei)=nai,εἰμί,verb,tau/thn,οὗτος,pronoun,th\n,ὁ,article,poi/hsin,ποίησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,toi/nun,τοίνυν,particle,e(/n,εἷς,adjective,ge,γε,particle,tw=n,ὁ,article,u(p',ὑπό,preposition,e)kei/nou,ἐκεῖνος,pronoun,dokimasqe/ntwn,δοκιμάζω,verb,h)/dh,ἤδη,adverb,pepoi/hka,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gegumnasia/rxhka,γυμνασιαρχέω,verb,ga\r,γάρ,particle,ei)s,εἰς,preposition,*promh/qeia,Προμήθεια,proper,tou=de,ὅδε,pronoun,tou=,ὁ,article,e)niautou=,ἐνιαυτός,noun,filoti/mws,φιλότιμος,adjective,w(s,ὡς,conjunction,oi(,ὁ,article,fule/tai,φυλέτης,noun,pa/ntes,πᾶς,adjective,i)/sasin,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,a)lhqh=,ἀληθής,adjective,le/gw,λέγω,verb,ka/lei,καλέω,verb,moi,ἐγώ,pronoun,tou/twn,οὗτος,pronoun,tou\s,ὁ,article,ma/rturas,μάρτυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me\n,μέν,particle,h(me/tera,ἡμέτερος,adjective,di/kaia,δίκαιος,adjective,kaq',κατά,preposition,a(\,ὅς,pronoun,proshko/ntws,προσηκόντως,adverb,e)/xein,ἔχω,verb,fame\n,φημί,verb,to\n,ὁ,article,klh=ron,κλῆρος,adjective,tau=t',οὗτος,pronoun,e)sti/n,εἰμί,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deo/meqa,δέομαι,verb,d',δέ,particle,u(mw=n,σύ,pronoun,bohqei=n,βοηθέω,verb,h(mi=n,ἐγώ,pronoun,kai\,καί,conjunction,e(/neka,ἕνεκα,preposition,*)apollodw/rou,Ἀπολλόδωρος,proper,kai\,καί,conjunction,e(/neka,ἕνεκα,preposition,tou=,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,patro/s,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)xrh/stous,ἄχρηστος,adjective,au)tou\s,αὐτός,pronoun,eu(rh/sete,εὑρίσκω,verb,poli/tas,πολίτης,noun,a)ll',ἀλλά,adverb,w(s,ὡς,conjunction,oi(=o/n,οἷος,adjective,t',σύ,pronoun,ei)s,εἰς,preposition,ta\,ὁ,article,u(me/tera,ὑμέτερος,adjective,proqumota/tous,πρόθυμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,path\r,πατήρ,noun,au)tou=,αὐτός,pronoun,ta/s,ὁ,article,te,τε,particle,a)/llas,ἄλλος,adjective,a(pa/sas,ἅπας,adjective,lh|tourgi/as,λειτουργία,noun,lelh|tou/rghke,λειτουργέω,verb,kai\,καί,conjunction,trihrarxw=n,τριηραρχέω,verb,to\n,ὁ,article,pa/nta,πᾶς,adjective,xro/non,χρόνος,noun,diete/lesen,διατελέω,verb,ou)k,οὐ,adverb,e)k,ἐκ,preposition,summori/as,συμμορία,noun,th\n,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nau=n,ναῦς,noun,poihsa/menos,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,oi(,ἕ,pronoun,nu=n,νῦν,adverb,a)ll',ἀλλά,adverb,e)k,ἐκ,preposition,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,dapanw=n,δαπανάω,verb,ou)de\,οὐδέ,particle,deu/teros,δεύτερος,adjective,au)to\s,αὐτός,pronoun,w)\n,εἰμί,verb,a)lla\,ἀλλά,adverb,kata\,κατά,preposition,mo/nas,μόνος,adjective,ou)de\,οὐδέ,particle,du/o,δύο,adjective,e)/th,ἔτης,noun,dialipw\n,διαλείπω,verb,a)lla\,ἀλλά,adverb,sunexw=s,συνεχής,adverb,ou)d',οὐδέ,particle,a)fosiou/menos,ἀφοσιόω,verb,a)ll',ἀλλά,adverb,w(s,ὡς,conjunction,oi(=o/n,οἷος,adjective,t',τε,particle,a)/rista,ἄριστος,adjective,paraskeuazo/menos,παρασκευάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nq',ἀντί,preposition,w(=n,ὅς,pronoun,u(mei=s,σύ,pronoun,ka)kei=non,ἐκεῖνος,pronoun,e)tima=te,τιμάω,verb,memnhme/noi,μιμνήσκω,verb,tou/twn,οὗτος,pronoun,tw=n,ὁ,article,e)/rgwn,ἔργον,noun,kai\,καί,conjunction,to\n,ὁ,article,u(o\n,υἱός,noun,au)tou=,αὐτός,pronoun,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,a)posterou/menon,ἀποστερέω,verb,e)sw/sate,εἰσωθέω,verb,tou\s,ὁ,article,e)/xontas,ἔχω,verb,a)podou=nai,ἀποδίδωμι,verb,ta\,ὁ,article,o)/nt',εἰμί,verb,au)tw=|,αὐτός,pronoun,katanagka/santes,καταναγκάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,kai\,καί,conjunction,au)to\s,αὐτός,pronoun,*)apollo/dwros,Ἀπολλόδωρος,proper,ou)x,οὐ,adverb,w(/sper,ὥσπερ,adverb,*prona/phs,,,a)pegra/yato,ἀπογράφω,verb,me\n,μέν,particle,ti/mhma,τίμημα,noun,mikro/n,μικρός,adjective,w(s,ὡς,conjunction,i(ppa/da,ἱππάς,noun,de\,δέ,particle,telw=n,τέλος,noun,a)/rxein,ἄρχω,verb,h)ci/ou,ἀξιόω,verb,ta\s,ὁ,article,a)rxa/s,ἀρχή,noun,ou)de\,οὐδέ,particle,bi/a|,βία,adjective,me\n,μέν,particle,e)zh/tei,ζητέω,verb,ta\,ὁ,article,a)llo/tri',ἀλλότριος,adjective,e)/xein,ἔχω,verb,u(ma=s,σύ,pronoun,d',δέ,particle,w)/|eto,οἴομαι,verb,dei=n,δέω,verb,mhde\n,μηδείς,pronoun,w)felei=n,ὠφελέω,verb,a)lla\,ἀλλά,adverb,fanera\,φανερός,adjective,ta\,ὁ,article,o)/nta,εἰμί,verb,katasth/sas,καθίστημι,verb,u(mi=n,o(/sa,ὅσος,adjective,prosta/ttoite,προστάσσω,verb,pa/nq',πᾶς,adjective,u(phre/tei,ὑπηρετέω,verb,filoti/mws,φιλότιμος,adjective,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de/n,οὐδείς,pronoun,t',τε,particle,a)dikw=n,ἀδικέω,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,filoti/mws,φιλότιμος,adjective,e)peira=to,πειράω,verb,zh=n,ζάω,verb,ei)s,εἰς,preposition,au(to\n,ἑαυτοῦ,pronoun,me\n,μέν,particle,ta\,ὁ,article,me/tria,μέτριος,adjective,a)nali/skein,ἀναλίσκω,verb,oi)o/menos,οἴομαι,verb,dei=n,δέω,verb,ta\,ὁ,article,d',δέ,particle,a)/lla,ἄλλος,adjective,th=|,ὁ,article,po/lei,πόλις,adjective,peripoiei=n,περιποιέω,verb,i(/na,ἵνα,conjunction,e)carkoi/h,ἐξαρκέω,verb,pro\s,πρός,preposition,ta\s,ὁ,article,dapa/nas,δαπάνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,ti/na,τίς,pronoun,lh|tourgi/an,λειτουργία,noun,ou)k,οὐ,adverb,e)celh|tou/rghsen,ἐκλειτουργέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ti/na,τίς,pronoun,ei)sfora\n,εἰσφορά,noun,ou)k,οὐ,adverb,e)n,ἐν,preposition,prw/tois,πρότερος,adjective,ei)sh/negken,εἰσφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ti/,τίς,pronoun,parale/loipen,παραλείπω,verb,w(=n,ὅς,pronoun,prosh=ken,προσήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/s,ὅς,pronoun,ge,γε,particle,kai\,καί,conjunction,paidikw=|,παιδικόν,noun,xorw=|,χορός,noun,xorhgw=n,χορηγός,noun,e)ni/khsen,νικάω,verb,w(=n,ὅς,pronoun,mnhmei=a,μνημεῖον,noun,th=s,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,filotimi/as,φιλοτιμία,noun,o(,ὁ,article,tri/pous,τρίπος,noun,e)kei=nos,ἐκεῖνος,pronoun,e(/sthke,ἵστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,ti/,τίς,pronoun,xrh\,χρή,verb,to\n,ὁ,article,me/trion,μέτριος,adjective,poli/thn,πολίτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)x,οὐ,adverb,ou(=,ἕ,pronoun,me\n,μέν,particle,e(/teroi,ἕτερος,adjective,ta\,ὁ,article,mh\,μή,conjunction,prosh/kont',προσήκω,verb,e)bia/zonto,βιάζω,verb,lamba/nein,λαμβάνω,verb,tou/twn,οὗτος,pronoun,mhde\n,μηδείς,pronoun,poiei=n,ποιέω,verb,ta\,ὁ,article,d',δέ,particle,e(autou=,ἑαυτοῦ,pronoun,peira=sqai,πειράω,verb,sw/zein,σώζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=,ἕ,pronoun,d',δέ,particle,h(,ὁ,article,po/lis,πόλις,adjective,dei=tai,δέομαι,verb,xrhma/twn,χρῆμα,adjective,e)n,ἐν,preposition,prw/tois,πρότερος,adjective,ei)sfe/rein,εἰσφέρω,verb,kai\,καί,conjunction,mhde\n,μηδείς,pronoun,a)pokru/ptesqai,ἀποκρύπτω,verb,tw=n,ὁ,article,o)/ntwn,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei=nos,ἐκεῖνος,pronoun,toi/nun,τοίνυν,particle,toiou=tos,τοιοῦτος,adjective,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nq',ἀντί,preposition,w(=n,ὅς,pronoun,dikai/ws,δίκαιος,adjective,a)\n,ἄν,particle,au)tw=|,αὐτός,pronoun,tau/thn,οὗτος,pronoun,th\n,ὁ,article,xa/rin,χάρις,noun,a)podoi/hte,ἀποδέω,verb,th\n,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,gnw/mhn,γνώμη,noun,peri\,περί,preposition,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,kuri/an,κυρία,noun,ei)=nai,εἰμί,verb,poih/santes,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
