word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS
w(/st',ὥστε,conjunction,e)qau/mazon,θαυμάζω,verb,w(s,ὡς,conjunction,au)to/maton,αὐτόματος,adjective,to\,ὁ,article,a)=|sma,ἄεισμα,noun,ei)s,εἰς,preposition,me/son,μέσος,adjective,h(=ke,ἥκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/lin,πάλιν,adverb,de\,δέ,particle,w(s,ὡς,conjunction,geneqli/wn,γενέθλιος,adjective,prosio/ntwn,πρόσειμι,verb,prope/mpein,προπέμπω,verb,ei)s,εἰς,preposition,to\,ὁ,article,i(ero\n,ἱερόν,noun,tou\s,ὁ,article,oi)ke/tas,οἰκέτης,noun,a)pokomi/zontas,ἀποκομίζω,verb,dh/,δή,particle,tina,τις,pronoun,kai\,καί,conjunction,a(/ma,ἅμα,adverb,gra/mmata,γράμμα,noun,e)ggra/fein,ἐγγράφω,verb,e)p',ἐπί,preposition,au)tw=n,αὐτός,pronoun,w(=n,ὅς,pronoun,a)peko/mizon,ἀποκομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,filotexnei=n,φιλοτεχνέω,verb,u(pe\r,ὑπέρ,preposition,sumbou/lou,σύμβουλος,noun,a)gaqou=,ἀγαθός,adjective,o(/pws,ὅπως,conjunction,xorhgh/seien,χορηγέω,verb,o(/swn,ὅσος,adjective,e)/dei,δέω,verb,tw=|,ὁ,article,lo/gw|,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri/th|,τρίτος,adjective,lu/xnwn,λύχνον,noun,ei)sfora/,εἰσφορά,noun,tis,τις,pronoun,e)fai/neto,φαίνω,verb,ei)s,εἰς,preposition,to\,ὁ,article,i(ero\n,ἱερόν,noun,u(po\,ὑπό,preposition,tou=,ὁ,article,qurwrou=,θυρωρός,noun,kat',κατά,preposition,eu)xh\n,εὐχή,noun,u(pe\r,ὑπέρ,preposition,e)mou=,ἐγώ,pronoun,kai\,καί,conjunction,e)mei=n,ἐμέω,verb,e)/dei,δέω,verb,h)/mesa,ἐμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/mpth|,πέμπτος,adjective,qeoi=s,θεός,noun,e)do/koun,δοκέω,verb,eu)/xesqai,εὔχομαι,verb,ta\,ὁ,article,me\n,μέν,particle,oi(=s,ὅς,pronoun,ei)/wqa,ἔθω,verb,koinh=|,κοινός,adjective,pa/lin,πάλιν,adverb,de\,δέ,particle,i)di/a|,ἴδιος,adjective,*dii\,Ζεύς,proper,kai\,καί,conjunction,*)/arei,Ἄρης,proper,kai\,καί,conjunction,qeoi=s,θεός,noun,oi(\,ἕ,pronoun,*suri/an,Σύριος,proper,e)/xousi,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,paraplh/sia,παραπλήσιος,adjective,ta)kei=,ἐκεῖ,adverb,toi=s,ὁ,article,oi)/koi,οἴκοι,adverb,kata\,κατά,preposition,th\n,ὁ,article,oi)/khsin,οἴκησις,noun,e)fai/neto,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,meta\,μετά,preposition,tou=to,οὗτος,pronoun,e)gi/gneto,γίγνομαι,verb,h(,ὁ,article,pro/sodos,πρόσοδος,noun,h(,ὁ,article,pro\s,πρός,preposition,to\n,ὁ,article,au)tokra/tora,αὐτοκράτωρ,adjective,e)pepo/mfein,πέμπω,verb,de\,δέ,particle,w(s,ὡς,conjunction,to\n,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,*suri/a|,Σύριος,proper,to/te,τότε,adverb,au)tokra/tora,αὐτοκράτωρ,adjective,kai\,καί,conjunction,sune/bh,συμβαίνω,verb,kalw=s,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(bdo/mh|,ἕβδομος,adjective,e)/n,ἐν,preposition,tini,τις,pronoun,a)poduthri/w|,ἀποδυτήριον,noun,balanei/ou,βαλανεῖον,noun,*xari/dhmon,Χαρίδημος,proper,i)dei=n,εἶδον,verb,to\n,ὁ,article,r(h/tora,ῥήτωρ,noun,to\n,ὁ,article,e)k,ἐκ,preposition,*foini/khs,Φοινίκη,proper,faidro/n,φαιδρός,adjective,te,τε,particle,kai\,καί,conjunction,a)/rti,ἄρτι,adverb,leloume/non,λούω,verb,kai\,καί,conjunction,fa/nai,φαίνω,verb,dh\,δή,particle,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,a(/ma,ἅμα,adverb,th=|,ὁ,article,prosrh/sei,πρόσρησις,noun,ou(twsi\,οὑτωσί,adverb,o(/ti,ὅστις,pronoun,prw|ai/teron,πρωί,adverb,lou/saito,λούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,au)to\s,αὐτός,pronoun,a(/ma,ἅμα,adverb,a)podu/esqai,ἀποδύω,verb,e)lousa/mhn,λούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pa/lin,πάλιν,adverb,th=|,ὁ,article,deka/th|,δέκατος,adjective,tou=,ὁ,article,mhno\s,μείς,adjective,e)do/kei,δοκέω,verb,moi,ἐγώ,pronoun,*)antwni=nos,,,o(,ὁ,article,*puqodw/rou,Πυθόδωρος,proper,diale/gesqai,διαλέγω,verb,peri\,περί,preposition,*numfw=n,Νύμφης,proper,e)pai/nwn,ἔπαινος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)pei=n,εἶπον,verb,ou)=n,οὖν,particle,kai\,καί,conjunction,au)to\s,αὐτός,pronoun,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,ei)=en,εἰμί,verb,qeai\,θεά,noun,xarie/sterai,χαρίεις,adjective,pa/ntws,πάντως,adverb,de\,δέ,particle,ei)=nai,εἰμί,verb,kai\,καί,conjunction,tw=|,ὁ,article,e)pieikei=,ἐπιεικής,adjective,a)polau/ein,ἀπολαύω,verb,au)tw=n,αὐτός,pronoun,ei),εἰ,conjunction,kai\,καί,conjunction,mh\,μή,conjunction,polla\,πολύς,adjective,loume/nw|,λόω,verb,ta/,τίς,pronoun,ge,γε,particle,me/tria,μέτριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta/,οὗτος,pronoun,te,τε,particle,dh\,δή,particle,kai\,καί,conjunction,u(giei/as,ὑγίεια,noun,e)do/koun,δοκέω,verb,ti,τις,pronoun,le/gein,λέγω,verb,e)gkw/mion,ἐγκώμιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dwdeka/th|,δωδέκατος,adjective,e)do/koun,δοκέω,verb,*)antwni=non,,,to\n,ὁ,article,au)tokra/tora,αὐτοκράτωρ,adjective,to\n,ὁ,article,presbu/teron,πρέσβυς,noun,kai\,καί,conjunction,to\n,ὁ,article,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,basile/a,βασιλεύς,noun,sponda\s,σπονδή,noun,kai\,καί,conjunction,fili/an,φιλία,noun,pepoih=sqai,ποιέω,verb,pro\s,πρός,preposition,a)llh/lous,ἀλλήλων,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosio/ntwn,πρόσειμι,verb,de\,δέ,particle,tw=n,ὁ,article,peri\,περί,preposition,to\n,ὁ,article,*bolo/geson,,,fwnh\n,φωνή,noun,ei)=nai,εἰμί,verb,ou)k,οὐ,adverb,o)li/ghn,ὀλίγος,adjective,kai\,καί,conjunction,dokei=n,δοκέω,verb,au)tou\s,αὐτός,pronoun,e(llhni/zein,ἑλληνίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,a)fike/sqai,ἀφικνέομαι,verb,par',παρά,preposition,e)me\,ἐγώ,pronoun,a)mfote/rous,ἀμφότερος,adjective,meta\,μετά,preposition,tou=,ὁ,article,sxh/matos,σχῆμα,noun,tou=,ὁ,article,basilikou=,βασιλικός,adjective,kai\,καί,conjunction,ei)=nai,εἰμί,verb,to/n,ὁ,article,te,τε,particle,*)antwni=non,,,e)pieikw=s,ἐπιεικής,adjective,e)n,ἐν,preposition,a)kmh=|,ἀκμή,noun,ka)kei=non,ἐκεῖνος,pronoun,blosuro/n,βλοσυρός,adjective,ti,τις,pronoun,i)dei=n,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaqe/zesqai,καθέζομαι,verb,de/,δέ,particle,mou,ἐγώ,pronoun,au)to\n,αὐτός,pronoun,ou)k,οὐ,adverb,a)po\,ἀπό,preposition,pollou=,πολύς,adjective,e(te/rwqen,ἑτέρωθεν,adverb,de\,δέ,particle,e)n,ἐν,preposition,qro/nw|,θρόνον,noun,to\n,ὁ,article,*)antwni=non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)do/kei,δοκέω,verb,de/,δέ,particle,moi,ἐγώ,pronoun,kai\,καί,conjunction,i)atrikw=n,ἰατρικός,adjective,tinw=n,τις,pronoun,e)mpei/rws,ἔμπειρος,adjective,e)/xein,ἔχω,verb,o(,ὁ,article,*mh=dos,Μῆδος,proper,deciou/menos,δεξιόομαι,verb,de/,δέ,particle,me,ἐγώ,pronoun,ei)pei=n,εἶπον,verb,po/te,πότε,adverb,h(mi=n,ἐγώ,pronoun,a)nagignw/skeis,ἀναγιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,h(sqh=nai/,ἥδομαι,verb,te,τε,particle,tw=|,ὁ,article,r(h/mati,ῥῆμα,noun,kai\,καί,conjunction,fa/nai,φαίνω,verb,o(/tan,ὅταν,conjunction,u(mei=s,σύ,pronoun,keleu/hte,κελεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,oi(,ἕ,pronoun,me\n,μέν,particle,pareskeua/zonto,παρασκευάζω,verb,pro\s,πρός,preposition,th\n,ὁ,article,a)kro/asin,ἀκρόασις,noun,e)gw\,ἐγώ,pronoun,de\,δέ,particle,a)ph/|ein,ἄπειμι,verb,e)kle/cwn,ἐκλέγω,verb,tw=n,ὁ,article,bibli/wn,βιβλίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,moi,ἐγώ,pronoun,e)/doce,δοκέω,verb,pro/logo/n,πρόλογος,noun,tina,τις,pronoun,w(s,ὡς,conjunction,e)n,ἐν,preposition,braxei=,βραχύς,adjective,sunqei=nai,συντίθημι,verb,ei)s,εἰς,preposition,au)tou\s,αὐτός,pronoun,kai\,καί,conjunction,ei)=xen,ἔχω,verb,ou(/tw,οὕτως,adverb,pws,πως,particle,e)do/koun,δοκέω,verb,de\,δέ,particle,kai\,καί,conjunction,pa/nu,πάνυ,adverb,tou=,ὁ,article,sunteqe/ntos,συντίθημι,verb,a(/pantos,ἅπας,adjective,mnhmoneu/ein,μνημονεύω,verb,a(\,ὅς,pronoun,d',δέ,particle,ou)=n,οὖν,particle,dieswsa/mhn,διασῴζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,me/n,μέν,particle,tis,τις,pronoun,kai\,καί,conjunction,a)/llos,ἄλλος,adjective,xrhstou=,χρηστός,adjective,tinos,τις,pronoun,au)tw=|,αὐτός,pronoun,sumba/ntos,συμβαίνω,verb,kai\,καί,conjunction,boulo/menos,βούλομαι,verb,e)ndei/casqai,ἐνδείκνυμι,verb,th\n,ὁ,article,h(donh\n,ἡδονά,noun,ei)=pen,εἶπον,verb,w(s,ὡς,conjunction,a)/ra,ἄρος,adjective,ei)/h,ἀίω,verb,plei=n,πλέω,verb,h)\,ἠέ,conjunction,dipla/sios,διπλάσιος,adjective,gegonw\s,γίγνομαι,verb,a)/llos,ἄλλος,adjective,de/,δέ,particle,tis,τις,pronoun,w(s,ὡς,conjunction,e)n,ἐν,preposition,maka/rwn,μάκαρος,adjective,nh/sois,νῆσος,noun,ei)=nai,εἰμί,verb,dokoi/h,δοκέω,verb,e)gw\,ἐγώ,pronoun,de\,δέ,particle,kai\,καί,conjunction,au)to\s,αὐτός,pronoun,ou(/tws,οὕτως,adverb,u(po\,ὑπό,preposition,th=s,ὁ,article,parou/shs,πάρειμι,verb,h(me/ras,ἡμέρα,noun,te,τε,particle,kai\,καί,conjunction,tu/xhs,τύχη,noun,dia/keimai,διάκειμαι,verb,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a(/ma,ἅμα,adverb,e)skopou/mhn,σκοπάω,verb,ei),εἰ,conjunction,koinou=n,κοινόω,verb,xrh\,χρή,verb,to\n,ὁ,article,lo/gon,λόγος,noun,h)\,ἠέ,conjunction,ple/on,πλέος,adjective,tw=|,ὁ,article,par',παρά,preposition,h(mi=n,ἐγώ,pronoun,basilei=,βασιλεύς,noun,ne/mein,νέμω,verb,e)/peita,ἔπειτα,adverb,ou(/tws,οὕτως,adverb,e)fe/pesqai,ἐφέπω,verb,ta\,ὁ,article,pro\s,πρός,preposition,to\n,ὁ,article,e(/teron,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=pon,εἶπον,verb,de\,δέ,particle,ou(/tw,οὕτως,adverb,pws,πως,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/st',ὥστε,conjunction,e)/fhn,φημί,verb,ei),εἰ,conjunction,mh\,μή,conjunction,gegumnasme/nos,γυμνάζω,verb,h)=n,εἰμί,verb,e)n,ἐν,preposition,qei/ais,θεία,noun,o)/yesin,ὄψις,noun,ou)k,οὐ,adverb,a)/n,ἄν,particle,moi,ἐγώ,pronoun,dokw=,δοκάζω,verb,r(a|di/ws,ῥᾴδιος,adjective,ou)de\,οὐδέ,particle,pro\s,πρός,preposition,au)th\n,αὐτός,pronoun,th\n,ὁ,article,pro/soyin,πρόσοψις,noun,a)ntisxei=n,ἀντέχω,verb,ou(/tw,οὕτως,adverb,moi,ἐγώ,pronoun,dokei=,δοκέω,verb,qaumasth/,θαυμαστός,adjective,tis,τις,pronoun,ei)=nai,εἰμί,verb,kai\,καί,conjunction,krei/ttwn,κρείσσων,verb,h)\,ἠέ,conjunction,kat',κατά,preposition,a)/nqrwpon,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/legon,λέγω,verb,de\,δέ,particle,qei/as,θεῖος,adjective,o)/yeis,ὄψις,noun,ma/lista,μάλιστα,adverb,dh\,δή,particle,e)ndeiknu/menos,ἐνδείκνυμι,verb,to\n,ὁ,article,*)asklhpio\n,Ἀσκληπιός,proper,kai\,καί,conjunction,to\n,ὁ,article,*sa/rapin,Σάραπις,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tauti\,οὗτος,pronoun,me\n,μέν,particle,toiau=ta,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,bibli/wn,βιβλίον,noun,te/ws,τέως,adverb,me\n,μέν,particle,e)kle/gein,ἐκλέγω,verb,h)ci/oun,ἀξιόω,verb,e)/peita,ἔπειτα,adverb,e)/doce/,δοκέω,verb,moi,ἐγώ,pronoun,to\,ὁ,article,kibw/tion,κιβώτιον,noun,komi/zein,κομίζω,verb,kai\,καί,conjunction,e)p',ἐπί,preposition,au)toi=s,αὐτός,pronoun,poih/sasqai,ποιέω,verb,a)nele/sqai,ἀναιρέω,verb,o(/,ὅς,pronoun,ti,τις,pronoun,a)\n,ἄν,particle,bou/lwntai,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,ga\r,γάρ,particle,kai\,καί,conjunction,a)/llws,ἄλλως,adverb,xa/rin,χάρις,noun,tina\,τις,pronoun,e)/xein,ἔχω,verb,kai\,καί,conjunction,a(/ma,ἅμα,adverb,ou(/tw,οὕτως,adverb,ma/lista,μάλιστα,adverb,au)tou\s,αὐτός,pronoun,e)kplh=cai,ἐκπλήσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,kai\,καί,conjunction,u(/steron,ὕστερος,adjective,w(s,ὡς,conjunction,o)nei/rata,ὄνειρος,noun,fanqe/nta,φαίνω,verb,pro\s,πρός,preposition,*pe/lopa,Πέλοψ,proper,kata\,κατά,preposition,r(h=ma,ῥῆμα,noun,e)do/koun,δοκέω,verb,dihgei=sqai,διηγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/steron,ὕστερος,adjective,de\,δέ,particle,e)/doca,δοκέω,verb,leloume/nw|,λούω,verb,moi,ἐγώ,pronoun,prosfe/resqai,προσφέρω,verb,tote\,τοτέ,adverb,me\n,μέν,particle,w(s,ὡς,conjunction,u(/dwr,ὕδωρ,noun,yuxro\n,ψυχρός,adjective,tote\,τοτέ,adverb,de\,δέ,particle,w(s,ὡς,conjunction,ga/la,γάλα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfignoei=n,ἀμφιγνοέω,verb,ou)=n,οὖν,particle,kai\,καί,conjunction,le/gein,λέγω,verb,dh\,δή,particle,pro\s,πρός,preposition,*zw/simon,Ζώσιμος,proper,o(/ti,ὅστις,pronoun,ou)/te,οὔτε,adverb,diyw/|hn,,,ou)/te,οὔτε,adverb,peinw/|hn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ou)=n,οὖν,particle,a)/n,ἄν,particle,tis,τις,pronoun,e)sqi/oi,ἐσθίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,meta\,μετά,preposition,tou=to,οὗτος,pronoun,e)kurou=to,κυρόω,verb,h(,ὁ,article,a)siti/a,ἀσιτία,noun,kai\,καί,conjunction,o(,ὁ,article,i(ereu\s,ἱερεύς,adjective,e)do/kei,δοκέω,verb,mou,ἐγώ,pronoun,ta\,ὁ,article,xei/lh,χεῖλος,noun,e)kmuzei=n,ἐκμυζάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(/th,οὗτος,pronoun,me\n,μέν,particle,a)siti/as,ἀσιτία,noun,h(,ὁ,article,de\,δέ,particle,e)piou=sa,ἔπειμι,verb,a)lousi/as,ἀλουσία,noun,h(,ὁ,article,de\,δέ,particle,a)p',ἀπό,preposition,e)kei/nhs,ἐκεῖνος,pronoun,a)lousi/as,ἀλουσία,noun,kai\,καί,conjunction,e)me/tou,ἔμετος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/mpth|,πέμπτος,adjective,e)pi\,ἐπί,preposition,de/ka,δέκα,verb,e)do/koun,δοκέω,verb,to\n,ὁ,article,h(gemo/na,ἡγεμών,noun,e)piste/llonta/,ἐπιστέλλω,verb,moi,ἐγώ,pronoun,th\n,ὁ,article,pro/rrhsin,πρόρρησις,noun,ou(/tw,οὕτως,adverb,poih/sasqai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
