word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/28/@_form,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/lemma/@_entry,word/28/lemma/@_POS,word/31/lemma/@_entry,word/31/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS,word/135/@_form,word/135/lemma/@_entry,word/135/lemma/@_POS,word/136/@_form,word/136/lemma/@_entry,word/136/lemma/@_POS,word/137/@_form,word/137/lemma/@_entry,word/137/lemma/@_POS,word/138/@_form,word/138/lemma/@_entry,word/138/lemma/@_POS,word/139/@_form,word/139/lemma/@_entry,word/139/lemma/@_POS,word/140/@_form,word/140/lemma/@_entry,word/140/lemma/@_POS,word/141/@_form,word/141/lemma/@_entry,word/141/lemma/@_POS,word/142/@_form,word/142/lemma/@_entry,word/142/lemma/@_POS
dio/per,διόπερ,conjunction,xrh\,χρή,verb,kai\,καί,conjunction,th\n,ὁ,article,o(do\n,ὁδός,adjective,tekmairo/menon,τεκμαίρομαι,verb,o(/qen,ὅθεν,adverb,e)codeu=sai,ἐξοδάω,verb,dei=,δέομαι,verb,kai\,καί,conjunction,tw=n,ὁ,article,stadi/wn,στάδιον,noun,kai\,καί,conjunction,th=s,ὁ,article,w(/ras,ὥρα,adjective,stoxazo/menon,στοχάζομαι,verb,o(/son,ὅσος,adjective,ei)s,εἰς,preposition,th\n,ὁ,article,porei/an,πορεία,noun,a)nalw/sei,ἀναλίσκω,verb,kai\,καί,conjunction,a)po\,ἀπό,preposition,tw=n,ὁ,article,a)/strwn,ἄστρον,noun,o(rw=nta,ὁράω,verb,po/son,πόσος,adjective,to\,parw|xhko\s,h)/dh,ἤδη,adverb,kai\,καί,conjunction,po/son,to\,ὁ,article,a)poleipo/menon,ἀπολείπω,verb,me/ros,μέρος,noun,ou(/tws,οὕτως,adverb,a)kribw=s,ἀκριβῶς,adverb,sullogisa/menon,συλλογίζομαι,verb,i(/na,ἵνα,conjunction,mh/te,μήτε,particle,fqa/sh|,φθάνω,verb,mh/te,μήτε,particle,bradu/nh|,βραδύνω,verb,pro\s,πρός,preposition,au)th\n,αὐτός,pronoun,h(/kein,ἥκω,verb,th\n,ὁ,article,w(/ran,ὥρα,adjective,tou=,ὁ,article,suntetagme/nou,συντάσσω,verb,kairou=,καιρός,noun,kai\,καί,conjunction,e)/ti,ἔτι,adverb,prosio/nta,πρόσειμι,verb,a)kou/esqai,ἀκούω,verb,kai\,καί,conjunction,e)nto\s,ἐντός,adverb,ei)=nai,εἰμί,verb,tw=n,ὁ,article,teixw=n,τεῖχος,noun,,,,,,,ὁ,article,,,πόσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ei),εἰ,conjunction,d),δέ,particle,h(me/ras,ἡμέρα,noun,a)nasth/sas,ἀνίστημι,verb,a)/goi,ἄγω,verb,stra/teuma,στράτευμα,adjective,po/leis,πόλις,adjective,e)k,ἐκ,preposition,prodosi/as,προδοσία,noun,lhyo/menos,λαμβάνω,verb,kata\,κατά,preposition,th\n,ὁ,article,sugkeime/nhn,σύγκειμαι,verb,w(/ran,ὥρα,adjective,tou\s,ὁ,article,kata\,κατά,preposition,th\n,ὁ,article,o(do\n,ὁδός,adjective,u(popi/ptontas,ὑποπίπτω,verb,a(/pantas,ἅπας,adjective,proaposte/llwn,προαποστέλλω,verb,i(ppei=s,ἱππεύς,noun,sullambane/tw,συλλαμβάνω,verb,mh/,μή,conjunction,tis,τις,pronoun,tw=n,ὁ,article,e)pi\,ἐπί,preposition,th=s,xw/ras,fqa/sas,φθάνω,verb,a)podramw\n,ἀποτρέχω,verb,mhnu/sh|,th\n,ὁ,article,e)/fodon,ἔφοδος,noun,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,a)ll),ἀλλά,adverb,ai)fnidi/ws,αἰφνίδιος,adverb,a)fula/ktois,ἀφύλακτος,adjective,h(,ὁ,article,e)pifa/neia,ἐπιφάνεια,noun,ge/nhtai,γίγνομαι,verb,tou=,ὁ,article,strateu/matos,στράτευμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,χώρα,noun,μηνύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pelqo/nta,ἐπέρχομαι,verb,d),δέ,particle,e)cai/fnhs,ἐξαίφνης,adverb,a)prosdokh/tois,ἀπροσδόκητος,adjective,xrh/,χρή,verb,ka)\n,κἀν,conjunction,mh\,μή,conjunction,kata\,κατά,preposition,prodosi/an,προδοσία,noun,me/llh|,μέλλω,verb,lamba/nein,λαμβάνω,verb,a)ll),ἀλλά,adverb,e)k,ἐκ,preposition,prorrh/sews,πρόρρησις,noun,a)gwni/zesqai,ἀγωνίζομαι,verb,dia\,διά,preposition,ma/xhs,μάχη,noun,mh\,μή,conjunction,a)naba/llesqai,ἀναβάλλω,verb,a)ll),ἀλλά,adverb,w(s,ὡς,conjunction,o(/ti,ὅστις,pronoun,ma/lista,μάλιστα,adverb,fqa/nein,φθάνω,verb,prosba/llonta,προσδαίω,verb,ei)/te,εἴτε,adverb,frouri/w|,φρούριον,noun,ei)/te,xa/raki,ei)/te,εἴτε,adverb,po/lei,πόλις,adjective,ma/lista,d),δέ,particle,o(/t),ὅστε,pronoun,a)\n,ἄν,particle,o)li/gon,ὀλίγος,adjective,ei)=nai,εἰμί,verb,dokh=|,δοκάζω,verb,to\,ὁ,article,fi/lion,φίλιος,adjective,stra/teuma,στράτευμα,adjective,kai\,καί,conjunction,tw=n,ὁ,article,e)xqrw=n,ἐχθρός,adjective,e)lattou/menon,ἐλασσόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἴτε,adverb,χάραξ,noun,μάλιστα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,ga\r,γάρ,particle,a)pro/lhptoi,ἀπρόληπτος,adjective,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,e)pifa/neiai,ἐπιφάνεια,noun,dia\,διά,preposition,to\,ὁ,article,para/logon,παράλογος,adjective,e)kplh/ttousi,ἐκπλήσσω,verb,tou\s,ὁ,article,e)nanti/ous,ἐναντίος,adjective,ka)\n,κἀν,conjunction,w)=si,εἰμί,verb,krei/ttous,κρείσσων,verb,e(/ws,ἕως,conjunction,a)/n,ἄν,particle,ge,γε,particle,sunqewrh/swsin,συνθεωρέω,verb,au(tou\s,ἑαυτοῦ,pronoun,kai\,καί,conjunction,bouleu/sasqai,βουλεύω,verb,kai\,καί,conjunction,a)naqarrh=sai,ἀναθαρσέω,verb,kairo\n,καιρός,noun,la/bwsi,λαμβάνω,verb,kata\,κατά,preposition,mikro\n,a)nagka/zontai,katafronei=n,καταφρονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μικρός,adjective,ἀναγκάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,e)ni/ote,ἐνίοτε,adverb,ta\,ὁ,article,prw=ta,πρότερος,adjective,kai\,καί,conjunction,a)rxo/mena,ἄρχω,verb,foberw/tera,φοβερός,adjective,tw=n,ὁ,article,xronizome/nwn,χρονίζω,verb,ei)=nai,εἰμί,verb,dokei=,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,polla/kis,πολλάκις,adverb,h)/dh,ἤδη,adverb,tine\s,τις,pronoun,tw=|,ὁ,article,parado/cw|,παράδοξος,adjective,th=s,ὁ,article,e)pifanei/as,ἐπιφάνεια,noun,kataplhca/menoi,καταπλήσσω,verb,tou\s,ὁ,article,e)nanti/ous,ἐναντίος,adjective,h)\,ἠέ,conjunction,taxu\,ταχύς,adjective,kai\,καί,conjunction,a)/kontas,ἄκων,noun,u(pe/tacan,ὑποτάσσω,verb,h)\,ἠέ,conjunction,poiei=n,ποιέω,verb,e(ko/ntas,ἑκών,adjective,h)na/gkasan,ἀναγκάζω,verb,ta\,ὁ,article,prostatto/mena,προστάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*poliorki/a,πολιορκία,noun,de\,δέ,particle,stratiwtw=n,στρατιώτης,adjective,a)ndri/an,ἀνδρεία,noun,e)pizhtei=,ἐπιζητέω,verb,kai\,καί,conjunction,strathgikh\n,στρατηγικός,adjective,e)pi/noian,ἐπίνοια,noun,kai\,καί,conjunction,mhxanhma/twn,μηχάνημα,noun,paraskeuh/n,παρασκευή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)sfalh\s,ἀσφαλής,adjective,me/ntoi,μέντοι,particle,kai\,καί,conjunction,mh\,μή,conjunction,h(=tton,ἥσσων,adverb,a)proo/ratos,ἀπροόρατος,adjective,tw=n,ὁ,article,poliorkoume/nwn,πολιορκέω,verb,e)/stw,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,e)pibouleuo/menon,ἐπιβουλεύω,verb,o(/t),ὅστε,pronoun,a)\n,ἄν,particle,oi(=,ἕ,pronoun,kakou=,κακός,adjective,tugxa/nei,τυγχάνω,verb,ginw/skh|,γιγνώσκω,verb,threi=,τηρέω,verb,ma=llon,μᾶλλον,adverb,to\,ὁ,article,e)pibouleu=on,ἐπιβουλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,e)/cw,ἔξω,adverb,kindu/nou,κίνδυνος,noun,dokw=n,δοκάζω,verb,ei)=nai,εἰμί,verb,pra/ttei,πράσσω,verb,ti,τις,pronoun,tw=n,ὁ,article,prokeime/nwn,πρόκειμαι,verb,o(po/t),ὁπότε,adverb,a)\n,ἄν,particle,au)tw=|,αὐτός,pronoun,do/ch|,δόξα,noun,o(,ὁ,article,d),δέ,particle,e)n,ἐν,preposition,au)tw=|,αὐτός,pronoun,tw=|,ὁ,article,kinduneu/ein,κινδυνεύω,verb,u(pa/rxwn,ὑπάρχω,verb,zhtei=,ζητέω,verb,fqa/sas,φθάνω,verb,dra=sai,δράω,verb,o(po/t),ὁπότε,adverb,a)\n,ἄν,particle,kairo\n,la/bh|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καιρός,noun,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,xrh\,χρή,verb,to\n,ὁ,article,poliorkou=nta,πολιορκέω,verb,kai\,καί,conjunction,ta/frw|,τάφρος,noun,kai\,καί,conjunction,xa/raki,χάραξ,noun,kai\,καί,conjunction,fulakai=s,φυλακή,noun,to\,ὁ,article,i)/dion,ἴδιος,adjective,a)sfali/zesqai,ἀσφαλίζομαι,verb,strato/pedon,στρατόπεδον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
