word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/20/lemma/@_entry,word/20/lemma/@_POS,word/22/lemma/@_entry,word/22/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/52/lemma/@_entry,word/52/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS
o(/pou,ὅπου,adverb,te,τε,particle,sunaspismou=,συνασπισμός,noun,deh/seien,δέω,verb,ou(=to/s,οὗτος,pronoun,e)stin,εἰμί,verb,o(,ὁ,article,ma/lista,μάλιστα,adverb,e)s,εἰς,preposition,pukno/thta,πυκνότης,noun,tou\s,ὁ,article,pro\,πρό,preposition,e(autou=,ἑαυτοῦ,pronoun,tetagme/nous,τάσσω,verb,suna/gwn,συνάγω,verb,o(\,ὅς,pronoun,th\n,ὁ,article,pa=san,πᾶς,adjective,i)sxu\n,ἰσχύς,noun,tw=|,ὁ,article,sunta/gmati,tou/tw|,οὗτος,pronoun,pare/xetai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύνταγμα,noun,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/s,ὁ,article,ge,γε,particle,mh\n,μήν,particle,yilou\s,ψιλός,adjective,a)/llote,ἄλλοτε,adverb,a)/llh|,ἄλλῃ,adverb,takte/on,τακτέον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llote,ἄλλοτε,adverb,ga\r,γάρ,particle,a)/llh|,ἄλλῃ,adverb,w)fe/limoi,ὠφέλιμος,adjective,gi/gnontai,γίγνομαι,verb,tetagme/noi,τάσσω,verb,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,h)\,ἠέ,conjunction,ta\,ὁ,article,th=s,ὁ,article,xw/ras,χώρα,noun,e)/xh|,ἔχω,verb,i(/na,ἵνα,conjunction,h(,ὁ,article,para/tacis,παράταξις,noun,gi/gnetai,γίγνομαι,verb,h)\,ἠέ,conjunction,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,h(,paraskeuh/,παρασκευή,noun,pro\s,ou(/stinas,ὅστις,pronoun,a)ntitasso/meqa,ἀντιτάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pote\,ποτός,adjective,me\n,μέν,particle,ga\r,γάρ,particle,proteta/xqai,προτάσσω,verb,deh/sei,δέησις,noun,th=s,ὁ,article,fa/laggos,φάλαγξ,noun,a)/llote,ἄλλοτε,adverb,de\,δέ,particle,e)n,ἐν,preposition,toi=s,ὁ,article,decioi=s,δεξιός,adjective,nu=n,νῦν,adverb,de\,δέ,particle,e)n,ἐν,preposition,toi=s,ὁ,article,eu)wnu/mois,εὐώνυμος,adjective,teta/xqai,τάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,polu\,πολύς,adjective,de\,δέ,particle,kai\,καί,conjunction,kato/pin,κατόπιν,adverb,tw=n,ὁ,article,o(plitw=n,ὁπλίτης,noun,i(sta/menoi,ἵστημι,verb,w)felou=sin,ὠφελέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,de\,δέ,particle,kai\,καί,conjunction,e)s,εἰς,preposition,lo/xous,λόχος,noun,kataxwrisqe/ntwn,καταχωρίζω,verb,tw=n,ὁ,article,pezw=n,πεζός,adjective,lo/xoi,λόχος,noun,tw=n,ὁ,article,yilw=n,ψιλός,adjective,pareneblh/qhsan,παρεμβάλλω,verb,e)nalla/c,ἐναλλάξ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,de\,δέ,particle,a)riqmo\n,ἀριθμός,adjective,ta/cew/s,τάξις,noun,te,τε,particle,e(ka/sths,ἕκαστος,adjective,kai\,καί,conjunction,ta\,ὁ,article,o)no/mata,ὄνομα,adjective,au)th=s,αὐτός,pronoun,te,τε,particle,kai\,καί,conjunction,tw=n,ὁ,article,h(goume/nwn,ἡγέομαι,verb,h)/dh,ἤδη,adverb,lekte/on,λεκτέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ta,πρότερος,adjective,me\n,μέν,particle,dh\,δή,particle,e)pi\,ἐπί,preposition,tw=n,ὁ,article,pezw=n,πεζός,adjective,h(mi/seas,ἥμισυς,adjective,tou\s,ὁ,article,yilou/s,ψιλός,adjective,famen,φημί,verb,xrh=nai,χρή,verb,e)/xein,ἔχω,verb,ei),εἰ,conjunction,su/mmetroi,σύμμετρος,adverb,e)/sontai,εἰμί,verb,pro\s,πρός,preposition,to\,ὁ,article,e)/rgon,ἔργον,noun,kai\,καί,conjunction,tou\s,ὁ,article,lo/xous,au)tw=n,αὐτός,pronoun,ou)xi\,e(kkai/deka,ἑκκαίδεκα,noun,a)ndrw=n,ἀνήρ,noun,xrh\,χρή,verb,ei)=nai,εἰμί,verb,a)ll',ἀλλά,adverb,o)ktw/,ὀκτώ,adverb,w(/ste,ὥστε,conjunction,tou\s,ὁ,article,xili/ous,χίλιοι,adjective,kai\,καί,conjunction,te/ssaras,τέσσαρες,noun,kai\,καί,conjunction,ei)/kosi,εἴκοσι,verb,lo/xous,λόχος,noun,to\n,ὁ,article,h(/misun,ἥμισυς,adjective,a)riqmo\n,ἀριθμός,adjective,e)kpimpla/nai,ἐκπίμπλημι,verb,th=s,ὁ,article,λόχος,noun,οὐ,adverb,pezikh=s,πεζικός,adjective,fa/laggos,φάλαγξ,noun,kai\,καί,conjunction,ei)=nai,εἰμί,verb,a)ndrw=n,ἀνήρ,noun,o)ktakisxili/wn,ὀκτακισχίλιοι,adjective,kai\,καί,conjunction,e(kato\n,ἑκατόν,noun,kai\,καί,conjunction,duoi=n,δύο,adjective,e)pi\,toi=s,ὁ,article,e)nenh/konta,ἐνενήκοντα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)no/mata,ὄνομα,adjective,de\,δέ,particle,au)tw=n,αὐτός,pronoun,kai\,καί,conjunction,ta/ceis,τάξις,noun,ai(/de,ὅδε,pronoun,ei)si/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,te/ssares,τέσσαρες,noun,lo/xoi,λόχος,noun,tw=n,ὁ,article,yilw=n,ψιλός,adjective,kalou=ntai,καλέω,verb,su/stasis,σύστασις,noun,kai\,καί,conjunction,ei)si\n,εἰμί,verb,a)ndrw=n,ἀνήρ,noun,du/o,δύο,adjective,kai\,καί,conjunction,tria/konta,τριάκοντα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,du/o,δύο,adjective,susta/seis,σύστασις,noun,penthkontarxi/a,πεντηκονταρχία,noun,tessa/rwn,τέσσαρες,noun,kai\,καί,conjunction,e(ch/konta,ἑξήκοντα,adjective,a)ndrw=n,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,du/o,δύο,adjective,penthkontarxi/ai,πεντηκονταρχία,noun,e(katontarxi/a,ἑκατονταρχία,noun,o)ktw\,ὀκτώ,adverb,kai\,καί,conjunction,ei)/kosin,εἴκοσι,verb,a)ndrw=n,ἀνήρ,noun,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaq',κατά,preposition,e(ka/sthn,ἕκαστος,adjective,de\,δέ,particle,e(katontarxi/an,ἑκατονταρχία,noun,e)/ktaktoi,ἔκτακτος,adjective,a)/ndres,ἀνήρ,noun,te/ssares,τέσσαρες,noun,e)/stwn,εἰμί,verb,shmeiofo/ros,σημειοφόρος,noun,kai\,καί,conjunction,salpigkth\s,σαλπιγκτής,noun,kai\,καί,conjunction,u(phre/ths,ὑπηρετέω,verb,kai\,καί,conjunction,stratokh/ruc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,du/o,δύο,adjective,e(katontarxi/ai,ἑκατονταρχία,noun,ei)si\,εἰμί,verb,me\n,μέν,particle,a)ndrw=n,ἀνήρ,noun,e(\c,ἕξ,adjective,kai\,καί,conjunction,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,diakosi/wn,διακόσιοι,adjective,kalei=tai,καλέω,verb,de\,δέ,particle,to\,ὁ,article,su/ntagma,σύνταγμα,noun,yilagi/a,ψιλαγία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,du/o,δύο,adjective,yilagi/ai,ψιλαγία,noun,cenagi/a,ξεναγία,noun,dw/deka,δώδεκα,adjective,a)ndrw=n,ἀνήρ,noun,kai\,καί,conjunction,pentakosi/wn,πεντακόσιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,du/o,δύο,adjective,cenagi/ai,ξεναγία,noun,a)ndrw=n,ἀνήρ,noun,tessa/rwn,τέσσαρες,noun,kai\,καί,conjunction,ei)/kosi,εἴκοσι,verb,kai\,καί,conjunction,xili/wn,χίλιοι,adjective,su/stremma,σύστρεμμα,noun,kalei=tai,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,du/o,δύο,adjective,sustre/mmata,σύστρεμμα,noun,e)picenagi/a,ἐπιξεναγία,noun,o)noma/zetai,ὀνομάζω,verb,o)ktw\,ὀκτώ,adverb,kai\,καί,conjunction,tessara/konta,τεσσαράκοντα,adjective,a)ndrw=n,ἀνήρ,noun,kai\,καί,conjunction,disxili/wn,δισχίλιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,du/o,δύο,adjective,e)picenagi/ai,ἐπιξεναγία,noun,sti=fos,στῖφος,noun,e(\c,ἕξ,adjective,kai\,καί,conjunction,e)nenh/konta,ἐνενήκοντα,verb,a)ndrw=n,ἀνήρ,noun,kai\,καί,conjunction,tetrakisxili/wn,τετρακισχίλιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,dh\,δή,particle,du/o,δύο,adjective,sti/fh,στῖφος,noun,e)pi/tagma,ἐπίταγμα,noun,o)noma/zousi,ὀνομάζω,verb,lo/xwn,λόχος,noun,me\n,μέν,particle,tessa/rwn,τέσσαρες,noun,kai\,καί,conjunction,ei)/kosi,εἴκοσι,verb,kai\,καί,conjunction,xili/wn,χίλιοι,adjective,a)ndrw=n,ἀνήρ,noun,de\,δέ,particle,o)ktakisxili/wn,ὀκτακισχίλιοι,adjective,e(kato\n,ἑκατόν,noun,e)nenh/konta,ἐνενήκοντα,verb,duoi=n,δύο,adjective,e)po/ntoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔπειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=,δέομαι,verb,de\,δέ,particle,kai\,καί,conjunction,tou/tois,οὗτος,pronoun,sunteta/xqai,συντάσσω,verb,a)/ndras,ἀνήρ,noun,o)ktw\,ὀκτώ,adverb,e)pile/ktous,ἐπίλεκτος,adjective,w(=n,ὅς,pronoun,te/ssares,τέσσαρες,noun,me\n,μέν,particle,e)/sontai,εἰμί,verb,e)picenagoi/,ἐπιξεναγός,noun,te/ssares,τέσσαρες,noun,de\,δέ,particle,sustremma/tarxoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)fe/limoi,ὠφέλιμος,adjective,d',δέ,particle,e)n,ἐν,preposition,ma/xh|,μάχη,noun,toco/tai,τοξότης,noun,te,τε,particle,kai\,καί,conjunction,a)kontistai\,ἀκοντιστής,noun,kai\,καί,conjunction,sfendonh=tai,σφενδονάω,verb,kai\,καί,conjunction,pa/ntes,πᾶς,adjective,o(/soi,ὅσος,adjective,e(khbo/lois,ἑκηβόλος,adjective,o(/plois,ὅπλον,noun,diaxrw=ntai,διαχράομαι,verb,pollaxh=,πολλαχῆ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,o(/pla,ὅπλον,noun,suntri=yai,συντρίβω,verb,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,i(kanoi/,ἱκανός,adjective,ma/lista,μάλιστα,adverb,de\,δέ,particle,oi(,ἕ,pronoun,toi=s,ὁ,article,li/qois,λίθος,adjective,a)krobolizo/menoi,ἀκροβολίζομαι,verb,kai\,καί,conjunction,trau/mata,τραῦμα,noun,e)k,ἐκ,preposition,makrou=,μακρός,adjective,e)mbalei=n,ἐμβάλλω,verb,ei),εἰ,conjunction,de\,δέ,particle,biaiote/ra,plhgh\,πληγή,noun,ge/noito,kai\,καί,conjunction,katakanei=n,κατακαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βίαιος,adjective,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh/simoi,χρήσιμος,adjective,d',δέ,particle,e)kkale/sasqai,ἐκκαλέω,verb,e)k,ἐκ,preposition,xwri/ou,χωρίον,noun,o)xurou=,ὀχυρός,adjective,polemi/ous,πολέμιος,adjective,tw=|,ὁ,article,dia\,διά,preposition,makrou=,μακρός,adjective,ta\,ὁ,article,be/lh,βέλος,noun,a)fie/ntes,ἀφίημι,verb,e)lpi/da,ἐλπίς,noun,pare/xein,παρέχω,verb,o(/ti,ὅστις,pronoun,e)pio/ntas,ἔπειμι,verb,ou)k,οὐ,adverb,a)\n,ἄν,particle,de/cainto,δέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
