word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/56/lemma/@_entry,word/56/lemma/@_POS,word/62/lemma/@_entry,word/62/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS
h(\,ὅς,pronoun,d',δέ,particle,a)rhto\n,ἀρατός,adverb,a)/lhs,ἄλη,noun,a)pepau/sato,ἀποπαύω,verb,lugrh=s,λυγρός,adjective,e(/zeto,ἕζομαι,verb,d',δέ,particle,*)inwpoi=o,Ἰνωπός,proper,para\,παρά,preposition,rr(o/on,,,o(/nte,ὅστε,pronoun,ba/qiston,βαθύς,adjective,gai=a,γαῖα,noun,to/t',τότε,adverb,e)cani/hsin,ἐξάνειμι,verb,o(/te,ὅτε,conjunction,plh/qonti,πλήθω,verb,r(ee/qrwi,,,*nei=los,Νεῖλος,proper,a)po\,ἀπό,preposition,krhmnoi=o,κρημνός,noun,kate/rxetai,κατέρχομαι,verb,*ai)qioph=os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lu/sato,λύω,verb,de\,δέ,particle,zw/nhn,ζώνη,noun,a)po\,ἀπό,preposition,d',δέ,particle,e)kli/qh,κλίνω,verb,e)/mpalin,ἔμπαλιν,adverb,w)/mois,ὦμος,noun,foi/nikos,φοῖνιξ,noun,poti\,πρός,preposition,pre/mnon,πρέμνον,noun,a)mhxani/hs,ἀμηχανία,noun,u(po\,ὑπό,preposition,lugrh=s,λυγρός,adjective,teirome/nh,τείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no/tios,νότιος,adjective,de\,δέ,particle,dia\,διά,preposition,xroo\s,χρώς,noun,e)/rreen,ἔρρω,verb,i(drw/s,ἱδρώς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=pe,εἶπον,verb,d',δέ,particle,a)lusqmai/nousa,,,'ti/,τίς,pronoun,mhte/ra,μήτηρ,noun,kou=re,κόρος,noun,baru/neis,βαρύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(/th,οὗτος,pronoun,toi,τοι,particle,fi/le,φίλος,adjective,nh=sos,νῆσος,noun,e)piplw/ousa,ἐπιπλέω,verb,qala/sshi,θάλασσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gei/neo,γείνομαι,verb,gei/neo,γείνομαι,verb,kou=re,κόρος,noun,kai\,καί,conjunction,h)/pios,ἤπιος,adjective,e)/ciqi,ἔξειμι,verb,ko/lpou',κόλπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu/mfa,νύμφη,noun,*dio\s,Ζεύς,proper,baru/qume,βαρύθυμος,adjective,su\,σύ,pronoun,d',δέ,particle,ou)k,οὐ,adverb,a)/r',ἄρα,particle,e)/melles,μέλλω,verb,a)/pustos,ἄπυστος,adjective,dh\n,δήν,adverb,e)/menai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi/h,τοῖος,adjective,se,σύ,pronoun,prose/dramen,προστρέχω,verb,a)ggeliw=tis,ἀγγελιώτης,noun,ei)=pe,εἶπον,verb,d',δέ,particle,e)/t',ἔτι,adverb,a)sqmai/nousa,ἀσθμαίνω,verb,fo/bwi,φόβος,noun,d',δέ,particle,a)nemi/sgeto,ἀναμίγνυμι,verb,mu=qos,μῦθος,noun,'*(/hrh,,,timhe/ssa,τιμήεις,adjective,polu\,πολύς,adjective,prou)/xousa,προέχω,verb,qea/wn,θέα,noun,sh\,σός,adjective,me\n,μέν,particle,e)gw/,ἐγώ,pronoun,sa\,σός,adjective,de\,δέ,particle,pa/nta,πᾶς,adjective,su\,σύ,pronoun,de\,δέ,particle,krei/ousa,κρείουσα,noun,ka/qhsai,κάθημαι,verb,gnhsi/h,γνήσιος,adjective,*ou)lu/mpoio,Ὄλυμπος,proper,kai\,καί,conjunction,ou),οὐ,adverb,xe/ra,χείρ,noun,dei/dimen,δείδω,verb,a)/llhn,ἄλλος,adjective,qhlute/rhn,θῆλυς,adjective,su\,σύ,pronoun,d',δέ,particle,a)/nassa,ἄνασσα,adjective,to\n,ὁ,article,ai)/tion,αἴτιος,adjective,ei)/seai,εἶμι,verb,o)rgh=s,ὀργή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*lhtw/,Λητώ,proper,toi,τοι,particle,mi/trhn,μίτρα,noun,a)nalu/etai,ἀναλύω,verb,e)/ndoqi,ἔνδοθι,adverb,nh/sou,νῆσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llai,ἄλλος,adjective,me\n,μέν,particle,pa=sai/,πᾶς,adjective,min,μιν,pronoun,a)pe/stugon,ἀποστυγέω,verb,ou)d',οὐδέ,particle,e)de/xonto,δέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)asteri/h,Ἀστερίη,proper,d',δέ,particle,o)nomasti\,ὀνομαστί,adverb,parerxome/nhn,παρέρχομαι,verb,e)ka/lessen,καλέω,verb,*)asteri/h,Ἀστερίη,proper,po/ntoio,πόντος,noun,kako\n,κακός,adjective,sa/ron,σάρον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=sqa,οἶδα,verb,kai\,καί,conjunction,au)th/,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,fi/lh,φίλος,adjective,du/nasai,δύναμαι,verb,ga/r,γάρ,particle,a)mu/nein,ἀμύνω,verb,po/tnia,πότνια,noun,dou/lois,δοῦλος,noun,u(mete/rois,ὑμέτερος,adjective,oi(\,ἕ,pronoun,sei=o,σύ,pronoun,pe/don,πέδον,noun,pate/ousin,πατέω,verb,e)fetmh=i',ἐφετμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,kai\,καί,conjunction,u(po\,ὑπό,preposition,xru/seion,χρύσεος,adjective,e)de/qlion,ἐδέθλιον,noun,i(=ze,ἵζω,verb,ku/wn,κύων,noun,w(/s,ὡς,conjunction,*)arte/midos,Ἄρτεμις,proper,h(/tis,ὅστις,pronoun,te,τε,particle,qoh=s,θοός,adjective,o(/te,ὅτε,conjunction,pau/setai,παύω,verb,a)/grhs,ἄγρα,noun,i(/zei,ἵζω,verb,qhrh/teira,,,par',παρά,preposition,i)/xnesin,ἴχνος,noun,ou)/ata,οὖς,noun,d',δέ,particle,au)th=s,αὐτός,pronoun,o)rqa\,ὀρθός,adjective,ma/l',μάλα,adverb,ai)e\n,ἀεί,adverb,e(toi=ma,ἑτοῖμος,adjective,qeh=s,θεά,noun,u(pode/xqai,ὑποδέχομαι,verb,o)moklh/n,ὁμοκλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=i,τῇ,adverb,i)ke/lh,ἴκελος,adjective,*qau/mantos,Θαύμας,proper,u(po\,ὑπό,preposition,qro/non,θρόνον,noun,i(/zeto,ἵζω,verb,kou/rh,κόρη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei/nh,ἐκεῖνος,pronoun,d',δέ,particle,ou)de/pote,οὐδέποτε,adverb,sfete/rhs,σφέτερος,adjective,e)pilh/qetai,ἐπιλανθάνομαι,verb,e(/drhs,ἕδρα,noun,ou)d',οὐδέ,particle,o(/te,ὅτε,conjunction,oi(,ὁ,article,lhqai=on,λήθαιος,adjective,e)pi\,ἐπί,preposition,ptero\n,πτερόν,noun,u(/pnos,ὕπνος,noun,e)rei/sei,ἐρείδω,verb,a)ll',ἀλλά,adverb,au)tou=,αὐτός,pronoun,mega/loio,μέγας,adverb,poti\,πρός,preposition,glwxi=na,γλωχίν,noun,qro/noio,θρόνον,noun,tutqo\n,τυτθός,adjective,a)pokli/nasa,ἀποκλίνω,verb,karh/ata,κάρα,noun,le/xrios,λέχριος,adjective,eu(/dei,εὕδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de/,οὐδέ,particle,pote,ποτέ,particle,zw/nhn,ζώνη,noun,a)nalu/etai,ἀναλύω,verb,ou)de\,οὐδέ,particle,taxei/as,ταχύς,adjective,e)ndromi/das,ἐνδρομίς,noun,mh/,μή,conjunction,oi(/,ἕ,pronoun,ti,τις,pronoun,kai\,καί,conjunction,ai)fni/dion,ἀφνίδιος,adjective,e)/pos,ἔπος,adjective,ei)/phi,εἶπον,verb,despo/tis,δεσπότις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,ὅς,pronoun,d',δέ,particle,a)legeino\n,ἀλεγεινός,adjective,a)lasth/sasa,ἀλαστέω,verb,proshu/da,προσαυδάω,verb,'ou(/tw,οὕτως,adverb,nu=n,νῦν,adverb,w)=,ὦ,interjection,*zhno\s,Ζεύς,proper,o)nei/dea,ὄνειδος,noun,kai\,καί,conjunction,game/oisqe,γαμέω,verb,la/qria,λάθριος,adjective,kai\,καί,conjunction,ti/ktoite,τίκτω,verb,kekrumme/na,κρύπτω,verb,mhd',μηδέ,particle,o(/qi,ὅθι,adverb,deilai/,δειλός,adjective,dustoke/es,δυστοκεύς,noun,moge/ousin,μογέω,verb,a)letri/des,ἀλετρίς,noun,a)ll',ἀλλά,adverb,o(/qi,ὅθι,adverb,fw=kai,φώκη,noun,ei)na/liai,ἐνάλιος,adjective,ti/ktousin,τίκτω,verb,e)ni\,ἐν,preposition,spila/dessin,σπιλάς,noun,e)rh/mois,ἐρῆμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)asteri/hi,,,d',δέ,particle,ou)de/n,οὐδείς,pronoun,ti,τις,pronoun,baru/nomai,βαρύνω,verb,ei(/neka,ἕνεκα,preposition,th=sde,ὅδε,pronoun,a)mplaki/hs,ἀμπλάκημα,noun,ou)d',οὐδέ,particle,e)/stin,εἰμί,verb,o(/pws,ὅπως,conjunction,a)poqu/mia,ἀποθύμιος,adjective,r(e/cw,ῥέζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/ssa,τόσος,adjective,de/w,δέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/la,μάλα,adverb,ga/r,γάρ,particle,te,τε,particle,kakw=s,κακός,adjective,e)xari/ssato,χαρίζομαι,verb,*lhtoi=,Λητώ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla/,ἀλλά,adverb,min,μιν,pronoun,e)/kpaglo/n,ἔκπαγλος,adjective,ti,τις,pronoun,sebi/zomai,σεβίζω,verb,ou(/nek',οὕνεκα,conjunction,e)mei=o,ἐγώ,pronoun,de/mnion,δέμνιον,noun,ou)k,οὐ,adverb,e)pa/thse,πατέω,verb,*dio\s,Ζεύς,proper,d',δέ,particle,a)nqei/leto,ἀνθαιρέομαι,verb,po/nton',πόντος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,ὅς,pronoun,me\n,μέν,particle,e)/fh,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ku/knoi,κύκνος,noun,de\,δέ,particle,qeou=,θεός,noun,me/lpontes,μέλπω,verb,a)/ozoi,ἄοζος,noun,*mhio/nion,,,*paktwlo\n,Πακτωλός,proper,e)kuklw/santo,κυκλόω,verb,lipo/ntes,λείπω,verb,e(bdoma/kis,ἑβδομάκις,adverb,peri\,περί,preposition,*dh=lon,Δῆλος,proper,e)ph/eisan,ἐπαείδω,verb,de\,δέ,particle,loxei/hi,,,*mousa/wn,Μοῦσα,proper,o)/rniqes,ὄρνις,noun,a)oido/tatoi,ἀοιδός,adjective,petehnw=n,πετεινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqen,ἔνθεν,adverb,o(,ὁ,article,pai=s,πᾶς,adjective,tossa/sde,τοσόσδε,adjective,lu/rhi,,,e)nedh/sato,ἐνδέω,verb,xorda/s,χορδή,noun,u(/steron,ὕστερος,adjective,o(ssa/ki,ὁσάκις,adverb,ku/knoi,κύκνος,noun,e)p',ἐπί,preposition,w)di/nessin,ὠδίς,adjective,a)/eisan,ἀείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/gdoon,ὄγδοος,adjective,ou)ke/t',οὐκέτι,adverb,a)/eisan,ἀείδω,verb,o(\,ὅς,pronoun,d',δέ,particle,e)/kqoren,ἐκθρῴσκω,verb,ai(\,ὅς,pronoun,d',δέ,particle,e)pi\,ἐπί,preposition,makro\n,μακρός,adjective,nu/mfai,νύμφη,noun,*dhlia/des,Δηλιάς,proper,potamou=,ποταμός,noun,ge/nos,γένος,noun,a)rxai/oio,ἀρχαῖος,adjective,ei)=pan,εἶπον,verb,*)eleiqui/hs,Ἐλείθυια,proper,i(ero\n,ἱερός,adjective,me/los,μέλος,noun,au)ti/ka,αὐτίκα,adverb,d',δέ,particle,ai)qh/r,αἰθήρ,noun,xa/lkeos,χάλκεος,adjective,a)nth/xhse,ἀντηχέω,verb,diaprusi/hn,διαπρύσιος,adjective,o)lolugh/n,ὀλολυγή,noun,ou)d',οὐδέ,particle,*(/hrh,Ἥρα,proper,neme/shsen,νεμεσάω,verb,e)pei\,ἐπεί,conjunction,xo/lon,χόλος,noun,e)ce/leto,ἐξαιρέω,verb,*zeu/s,Ζεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
