word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/30/lemma/@_entry,word/30/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/51/lemma/@_entry,word/51/lemma/@_POS
ou),οὐ,adverb,de\,δέ,particle,e)sidei=n,εἰσεῖδον,verb,ti,τις,pronoun,h)\,ἠέ,conjunction,a)kou=sai,ἀκέω,verb,terpno\n,τερπνός,adjective,eu)/foroi,εὔφορος,adjective,ka/kodmoi,κάκοδμος,adjective,th\n,ὁ,article,o)/sfrhsin,ὄσφρησις,noun,kai\,καί,conjunction,ou)/te,οὔτε,adverb,ti,τις,pronoun,eu)w=des,εὐώδης,adverb,au)te/ous,,,te/rpei,τέρπος,noun,e)ktre/pontai,ἐκτρέπω,verb,de\,δέ,particle,kai\,καί,conjunction,ta\,ὁ,article,kakw/dea,κακώδης,adjective,a)/xqontai,ἄχθομαι,verb,tw=|,ὁ,article,bi/w|,βίος,adjective,qanatw=si,θανατάω,verb,w(/nqrwpoi,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)ti/h,αἰτία,noun,de\,δέ,particle,toute/wn,οὗτος,pronoun,cu\n,σύν,preposition,chro/thti,ξηρότης,noun,yu/cis,ψῦξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,dhqu/nh|,δηθύνω,verb,kai\,καί,conjunction,e)s,εἰς,preposition,me/zon,μέγας,adverb,e(/rph|,ἕρπω,verb,e)pi\,ἐπί,preposition,toi=si,ὁ,article,po/noisi,πόνος,noun,to\,ὁ,article,pa/qos,πάθος,adjective,sko/twma,σκότωμα,noun,gi/gnetai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,zo/fos,ζόφος,noun,ta\s,ὁ,article,o)/yias,ὄψις,noun,sxh=|,ἔχω,verb,kai\,καί,conjunction,di=nos,δῖνος,noun,a)mfi\,ἀμφί,preposition,th\n,ὁ,article,kefalh\n,κεφαλή,noun,e(li/sshtai,ἑλίσσω,verb,kai\,καί,conjunction,w)=ta,οὖς,noun,bombe/h|,βομβέω,verb,o(/kws,ὅπως,conjunction,*reo/ntwn,,,kanaxhdo\n,καναχηδόν,adverb,potamw=n,ποταμός,noun,h)\,ἠέ,conjunction,oi(=on,οἷος,adjective,a)/nemos,ἄνεμος,noun,i(sti/oisi,ἱστίον,noun,e)gkubernh=,,,h)\,ἠέ,conjunction,au)lw=n,αὐλή,noun,h)\,ἠέ,conjunction,kai\,καί,conjunction,suri/ggwn,σῦριγξ,noun,e)noph\,ἐνοπή,noun,h)\,ἠέ,conjunction,trismou=,a(ma/chs,ἄμαξα,noun,i)axh\,ἰαχή,noun,o)noma/zo,,,men,,,sko/twma,σκότωμα,noun,to\,ὁ,article,pa/qos,πάθος,adjective,kako\n,κακός,adjective,me\n,μέν,particle,kh)\n,ἐν,preposition,su/mptwma,σύμπτωμα,noun,kefalh=s,κεφαλή,noun,kako\n,κακός,adjective,de\,δέ,particle,kh)\n,ἐν,preposition,e)k,ἐκ,preposition,diade/cios,διάδεξις,noun,kefalai/hs,κεφάλαιος,adjective,τρισμός,adjective,h)\,ἠέ,conjunction,e)c,ἐκ,preposition,e(wute/hs,xroni/ou,χρόνιος,adjective,nou/sou,νόσος,noun,fu/h|,φύω,verb,,
h)\n,ἐάν,conjunction,ga\r,γάρ,particle,ta/de,ὅδε,pronoun,me\n,μέν,particle,mh\,μή,conjunction,a)pogi/gnhtai,ἀπογίγνομαι,verb,mi/mnh|,μίμνω,verb,de\,δέ,particle,h(,ὁ,article,skotodi/nh,σκοτοδινέω,verb,h)\,ἠέ,conjunction,xro/nw|,χρόνος,noun,makrw=|,μακρός,adjective,telewqh=|,τελειόω,verb,toi=si,ὁ,article,i)di/oisi,ἴδιος,adjective,sumptw/masi,σύμπτωμα,noun,ou)/,οὐ,adverb,tinos,τις,pronoun,a)keome/nou,ἀκέομαι,verb,pa/qos,πάθος,adjective,to\,ὁ,article,sko/twma,σκότωμα,noun,gi/gnetai,γίγνομαι,verb,e)p',ἐπί,preposition,ai)ti/h|,αἰτία,noun,u(grh=|,ὑγρός,adjective,te,τε,particle,kai\,καί,conjunction,yuxrh=|,ψυχρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,kai\,καί,conjunction,a)rxh\,ἀρχή,noun,paqe/wn,πάθη,noun,a)/llwn,ἄλλος,adjective,h)\n,ἐάν,conjunction,e)s,εἰς,preposition,a)nh/keston,ἀνήκεστος,adjective,traph=|,τέρπω,verb,mani/hs,μανία,noun,melagxoli/hs,μελαγχολία,noun,e)pilhyi/hs,ἐπιληψία,noun,prosepigignome/nwn,προσεπιγίγνομαι,verb,e(ka/sth|,ἕκαστος,adjective,tw=n,ὁ,article,i)di/wn,ἴδιος,adjective,cumptwma/twn,σύμπτωμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skota/matos,,,de\,δέ,particle,h(,ὁ,article,i)de/a,ἰδέα,noun,ba/ros,βάρος,noun,th=s,ὁ,article,kefalh=s,κεφαλή,noun,o)fqalmw=n,ὀφθαλμός,noun,marmarugai\,μαρμαρυγή,noun,e)pi\,ἐπί,preposition,pollw=|,πολύς,adjective,tw=|,ὁ,article,skotw/dei+,σκοτώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gnwsi/h,ἀγνωσία,noun,e(wute/wn,ἑαυτοῦ,pronoun,te,τε,particle,kai\,καί,conjunction,tw=n,ὁ,article,pe/las,πέλας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h)\n,ἐάν,conjunction,e)p',ἐπί,preposition,au)ch/sei,αὔξησις,noun,h(,ὁ,article,nou=sos,νόσος,noun,gi/gnhtai,γίγνομαι,verb,ta/,τίς,pronoun,te,τε,particle,gui=a,γυῖον,noun,lu/ontai,λύω,verb,kai\,καί,conjunction,e(/rpontai,ἕρπω,verb,xamai/,χαμαί,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nauti/h,ναυτία,noun,kai\,καί,conjunction,e)/metos,ἔμετος,noun,fle/gmat,,,os,,,h)\,ἠέ,conjunction,xolwde/wn,χολώδης,adjective,canqw=n,ξανθός,adjective,h)\,ἠέ,conjunction,mela/nwn,μέλας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=te,εὖτε,conjunction,e)pi\,ἐπί,preposition,me\n,μέν,particle,canqh=|,ξανθός,adjective,xolh=|,χολή,noun,mani/ai,μανία,noun,gi/gnontai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,de\,δέ,particle,toi=si,ὁ,article,me/lasi,μέλας,adjective,melagxoli/h,μελαγχολία,noun,e)pi\,ἐπί,preposition,de\,δέ,particle,tw=|,ὁ,article,fle/gmati,φλέγμα,noun,h(,ὁ,article,e)pilhyi/h,ἐπιληψία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pasw=n,πᾶς,adjective,ga\r,γάρ,particle,h(/de,ὅδε,pronoun,nou/swn,νόσος,noun,troph/,τροπή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poiki/lon,ποικίλος,adjective,h)de\,ἠδέ,conjunction,a)llo/koton,ἀλλόκοτος,adjective,kako\n,κακός,adjective,h(,ὁ,article,e)pilhyi/h,ἐπιληψία,noun,qhriw=des,θηριώδης,adverb,me\n,μέν,particle,e)n,ἐν,preposition,parocusmoi=si,παροξυσμός,noun,kai\,καί,conjunction,ka/tocu,κάτοξυς,adjective,kai\,καί,conjunction,o)le/qrion,ὀλέθριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/kteine,ἐκτείνω,verb,ga/r,γάρ,particle,kote,ποτέ,particle,parocusmo\s,παροξυσμός,noun,ei(=s,εἷς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,mele/th|si,μελέτη,noun,fe/rh|,φέρω,verb,w(/nqrwpos,ἄνθρωπος,noun,zh=|,ζάω,verb,me\n,μέν,particle,ai)/sxea,αἶσχος,noun,kai\,καί,conjunction,o)nei/dea,ὄνειδος,noun,kai\,καί,conjunction,a)/lgea,ἄλγος,noun,fe/rwn,φέρω,verb,*rhi+di/ws,,,de\,δέ,particle,ou)k,οὐ,adverb,a)/peisi,ἄπειμι,verb,h(,ὁ,article,nou=sos,νόσος,noun,a)lla\,ἀλλά,adverb,e)n,ἐν,preposition,h(liki/h|si/,ἡλικία,noun,te,τε,particle,th=|si,ὁ,article,krei/ttosi,κρείσσων,verb,e)noike/ei,ἐνοικέω,verb,kai\,καί,conjunction,w(/rh|,ὥρα,adjective,th=|,ὁ,article,w(rai/h|,ὡραῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cundiaita=tai/,συνδιαιτάομαι,verb,te,τε,particle,paisi\,παῖς,adjective,kai\,καί,conjunction,meiraki/oisi,μειράκιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)chla/qh,ἐξελαύνω,verb,de/,δέ,particle,kote,ποτέ,particle,u(p',ὑπό,preposition,eu)tuxi/hs,εὐτυχία,noun,di',διά,preposition,a)/llhs,ἄλλος,adjective,h(liki/hs,ἡλικία,noun,me/zonos,μέγας,adverb,eu)=te,εὖτε,conjunction,tw=|,ὁ,article,ka/llei+,κάλλος,noun,sune/ceisi,συνέξειμι,verb,th=s,ὁ,article,w(/rhs,ὥρα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,kai\,καί,conjunction,to/te,τότε,adverb,metecete/rous,μετεξέτεροι,adjective,ai)sxrou\s,αἰσχρός,adjective,a)podei/casa,ἀποδείκνυμι,verb,a)po/llusi,ἀπόλλυμι,verb,tou\s,ὁ,article,pai=das,παῖς,adjective,fqo/nw|,φθόνος,noun,tou=,ὁ,article,ka/lleos,κάλλος,noun,h)\,ἠέ,conjunction,xeiro\s,χείρ,noun,a)krasi/h|,ἀκρασία,noun,h)\,ἠέ,conjunction,prosw/pou,πρόσωπον,noun,diastrofh=|,διαστροφή,noun,h)\,ἠέ,conjunction,phrw/si,,,tino\s,τις,pronoun,ai)sqh/sios,αἴσθησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,fwleu/sh|,φωλέω,verb,to\,ὁ,article,kako\n,κακός,adjective,e)s,εἰς,preposition,*ri/zhn,,,ou)/te,οὔτε,adverb,i)htrw=|,ἰατρός,noun,ou)/te,οὔτε,adverb,h(liki/hs,ἡλικία,noun,metabolai=s,μεταβολή,noun,e)s,εἰς,preposition,e)/codon,ἔξοδος,noun,pei/qetai,πείθω,verb,a)lla\,ἀλλά,adverb,cumbioi=,συμβιόω,verb,me/sfi,,,qana/tou,θάνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poti\,πρός,preposition,kai\,καί,conjunction,e)pi/ponos,ἐπίπονος,adjective,h(,ὁ,article,nou=sos,νόσος,noun,spasmoi=si,σπασμός,noun,kai\,καί,conjunction,diastrofh=|si,διαστροφή,noun,mele/wn,μέλη,noun,te,τε,particle,kai\,καί,conjunction,o)/yios,ὄψις,noun,e)/treye,τρέπω,verb,de/,δέ,particle,kote,ποτέ,particle,kai\,καί,conjunction,gnw/mhn,γνώμη,noun,e)s,εἰς,preposition,mani/hn,μανία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)terph\s,ἀτερπής,adverb,me\n,μέν,particle,h(,ὁ,article,tou=,ὁ,article,parocusmou=,παροξυσμός,noun,qe/h,θεάω,verb,ai)sxrh\,αἰσχρός,adjective,de\,δέ,particle,kai\,καί,conjunction,h(,ὁ,article,a)po/leiyis,ἀπόλειψις,noun,au)te/ou,,,e)pi\,ἐπί,preposition,a)fo/dw|,ἄφοδος,noun,kai\,καί,conjunction,ou)/roisi,οὖρον,noun,kai\,καί,conjunction,au)toma/tw|,αὐτόματος,adjective,koili/h|,κοιλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,kai\,καί,conjunction,a)/docos,ἄδοξος,adjective,h(,ὁ,article,cummorfh/,συμμορφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doke/ei,δοκέω,verb,ga\r,γάρ,particle,toi=si,τίς,pronoun,e)s,εἰς,preposition,th\n,ὁ,article,selh/nhn,σελήνη,noun,a)litroi=si,ἀλιτρός,adjective,a)fiknei=,ἀφικνέομαι,verb,sqai,,,h(,ὁ,article,nou=sos,νόσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou)/neken,ἕνεκα,preposition,i(erh\n,ἱερός,adjective,kiklh/skousi,κικλήσκω,verb,th\n,ὁ,article,pa/qhn,πάθη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,di',διά,preposition,a)/llas,ἄλλος,adjective,profa/sias,πρόφασις,noun,h)\,ἠέ,conjunction,me/geqos,μέγεθος,adjective,tou=,ὁ,article,kakou=,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(ero\n,ἱερός,adjective,ga\r,γάρ,particle,to\,ὁ,article,me/ga,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,i)h/sios,,,ou)k,οὐ,adverb,a)nqrwpi/nhs,ἀνθρώπινος,adjective,a)lla\,ἀλλά,adverb,qei/hs,τίθημι,verb,h)\,ἠέ,conjunction,dai/monos,δαίμων,adjective,do/chs,δόξα,noun,e)s,εἰς,preposition,to\n,ὁ,article,a)/nqrwpon,ἄνθρωπος,noun,ei)so/dou,εἴσοδος,noun,h)\,ἠέ,conjunction,cumpa/ntwn,σύμπας,adjective,o(mou=,ὁμοῦ,adverb,th/nde,ὅδε,pronoun,e)ki/klhskon,κικλήσκω,verb,i(erh/n,ἱερός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/sa,ὁπόσος,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,o)cei/h|,ὀξύς,adjective,gi/gnetai,γίγνομαι,verb,th=|,ὁ,article,nou/sw|,νόσος,noun,pro/sqen,πρόσθεν,adverb,moi,ἐγώ,pronoun,le/lektai,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)n,ἐν,preposition,xro/nw|,χρόνος,noun,mi/mnh|,μίμνω,verb,ou)de\,οὐδέ,particle,e)pi\,ἐπί,preposition,toi=si,ὁ,article,dialei/mmasi,διάλειμμα,noun,a)sine/es,ἀσινής,adverb,nwqroi\,νωθρός,adjective,a)/qumoi,ἄθυμος,adjective,kathfe/es,κατηφής,adjective,e)ca/nqrwpoi,ἐξάνθρωπος,adjective,a)/miktoi,ἄμικτος,adjective,ou)de\,οὐδέ,particle,h(liki/h|si,ἡλικία,noun,meili/xioi,μειλίχιος,adjective,a)/grupnoi,ἄγρυπνος,adjective,duso/neiroi,δυσόνειρος,adjective,polloi=si,πολύς,adjective,a)lloko/toisi,ἀλλόκοτος,adjective,a)po/sitoi,ἀπόσιτος,adjective,pe/yai,πέσσω,verb,kakoi\,κακός,adjective,a)/xrooi,ἄχροος,adjective,molibdw/dees,,,dusmaqe/es,δυσμαθής,adverb,nwqei/h|,νώθεια,noun,gnw/mhs,γνώμη,noun,te,kai\,καί,conjunction,ai)sqh/sios,αἴσθησις,noun,baruh/kooi,βαρυήκοος,adjective,h)=xoi,ἦχος,noun,bo/mboi,βόμβος,noun,a)na\,ἀνά,preposition,th\n,ὁ,article,kefalh/n,κεφαλή,noun,glw=ssa,γλῶσσα,noun,a)safh\s,ἀσαφής,adverb,kai\,καί,conjunction,para/foros,παράφορος,adjective,,,,,,,,,,,,,,,,,,,τε,particle,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,u(po\,ὑπό,preposition,th=s,ὁ,article,diaqe/sios,διάθεσις,noun,th=s,ὁ,article,nou/sou,νόσος,noun,h)\,ἠέ,conjunction,u(po\,ὑπό,preposition,trwma/twn,τραῦμα,noun,e)n,ἐν,preposition,th=|si,ὁ,article,katalh/yesi,κατάληψις,noun,spasmw/dees,σπασμώδης,adverb,glw=ssa,γλῶσσα,noun,me\n,μέν,particle,strwfa=tai,στρωφάω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,sto/mati,στόμα,noun,poiki/lws,ποικίλος,adjective,u(potei/netai,ὑποτείνω,verb,de/,δέ,particle,kote,ποτέ,particle,kai\,καί,conjunction,th\n,ὁ,article,dia/noian,διάνοια,noun,h(,ὁ,article,nou=sos,νόσος,noun,w(s,ὡς,conjunction,ta\,ὁ,article,pa/nta,mwrai/nein,μωραίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πᾶς,adjective,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,toi=sde,ὅδε,pronoun,ai)ti/h,αἰτία,noun,cu\n,σύν,preposition,u(gro/thti,ὑγρότης,noun,yu/cis,ψῦξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*me/lainaxolh\,,,e)n,ἐν,preposition,me\n,μέν,particle,o)ce/si,ὀξύς,adjective,a)/nwqen,ἄνωθεν,adverb,fanei=sa,φαίνω,verb,ka/rta,κάρτα,adverb,o)le/qrion,ὀλέθριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka/tw,κάτος,adjective,de\,δέ,particle,e)ciou=sa,ἔξειμι,verb,ou),οὐ,adverb,ka/rta,κάρτα,adverb,a)nw/leqron,ἀνώλεθρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
