word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS
a)ll',ἀλλά,adverb,ou)k,οὐ,adverb,a)\n,ἄν,particle,ei)/pois,εἶπον,verb,kai\,καί,conjunction,neottia\n,w)|ou=,gegone/nai,γίγνομαι,verb,pro/teron,πρότερος,adjective,kai\,καί,conjunction,spa/rgana,σπάργανον,noun,pai/dwn,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,νεοσσιά,noun,ᾠόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,gh=,γῆ,noun,fhsi\n,φημί,verb,o(,ὁ,article,*pla/twn,gunai=ka,gh=n,γῆ,noun,de\,δέ,particle,gunh\,γυνή,noun,mimei=tai,μιμέομαι,verb,kai\,καί,conjunction,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,qhle/wn,θῆλυς,adjective,e(/kaston,ἕκαστος,adjective,,,,,,,,,,,,,,,,Πλάτων,proper,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,prw/thn,πρότερος,adjective,ge/nesin,γένεσις,noun,ei)ko/s,ἔοικα,verb,e)stin,εἰμί,verb,e)k,gh=s,teleio/thti,τελειότης,noun,kai\,καί,conjunction,r(w/mh|,ῥώμη,noun,tou=,ὁ,article,gennw=ntos,γεννάω,verb,au)totelh=,αὐτοτελής,adverb,kai\,καί,conjunction,a)prosdea=,ἀπροσδεής,adverb,gene/sqai,γίγνομαι,verb,toiou/twn,τοιοῦτος,adjective,o)rga/nwn,ὄργανον,noun,kai\,καί,conjunction,stegasma/twn,στέγασμα,noun,kai\,καί,conjunction,ἐκ,preposition,γῆ,noun,a)ggei/wn,ἀγγεῖον,noun,mh\,μή,conjunction,deome/nhn,δέομαι,verb,a(\,ὅς,pronoun,nu=n,νῦν,adverb,h(,ὁ,article,fu/sis,φύσις,noun,e)n,ἐν,preposition,toi=s,ὁ,article,ti/ktousin,τίκτω,verb,e)rga/zetai,ἐργάζομαι,verb,kai\,καί,conjunction,mhxana=tai,μηχανάομαι,verb,di',διά,preposition,a)sqe/neian,ἀσθένεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*swsikle/a,Σωσικλῆς,proper,to\n,ὁ,article,*korwnh=qen,,,*puqi/ois,Πύθια,proper,nenikhko/ta,νικάω,verb,poihta/s,ei(stiw=men,ta\,ὁ,article,e)pini/kia,ἐπινίκιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ποιητής,noun,ἑστιάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,gumnikou=,γυμνικός,adjective,a)gw=nos,ἀγών,noun,e)ggu\s,ἐγγύς,adverb,o)/ntos,o(,plei=stos,πλεῖστος,adjective,h)=n,εἰμί,verb,lo/gos,λόγος,noun,peri\,περί,preposition,tw=n,ὁ,article,palaistw=n,παλαιστή,noun,polloi\,πολύς,adjective,ga\r,γάρ,particle,e)tu/gxanon,τυγχάνω,verb,a)figme/noi,ἀφίζω,verb,kai\,καί,conjunction,e)/ndocoi,ἔνδοξος,adjective,,,,,,,εἰμί,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parw\n,πάρειμι,verb,ou)=n,οὖν,particle,o(,ὁ,article,*lusi/maxos,Λυσίμαχος,proper,ei(=s,εἷς,adjective,tw=n,*)amfiktuo/nwn,e)pimelhth/s,ἐπιμελητής,noun,e)/nagxos,ἔναγχος,adverb,e)/fh,φημί,verb,grammatikou=,γραμματικός,adjective,tinos,τις,pronoun,a)kou=sai,ἀκέω,verb,th\n,ὁ,article,pa/lhn,πάλα,noun,a)rxaiota/thn,ἀρχαῖος,adjective,a)qlhma/twn,ἄθλημα,noun,pa/ntwn,πᾶς,adjective,a)pofai/nontos,ἀποφαίνω,verb,w(s,ὡς,conjunction,kai\,καί,conjunction,ὁ,article,Ἀμφικτύονες,proper,tou)/noma,ὄνομα,adjective,marturei=n,μαρτυρέω,verb,e)pieikw=s,ἐπιεικής,adjective,ga\r,γάρ,particle,a)polau/ein,ἀπολαύω,verb,ta\,ὁ,article,new/tera,νέος,adjective,pra/gmata,πρᾶγμα,noun,keime/nwn,κεῖμαι,verb,e)n,ἐν,preposition,toi=s,ὁ,article,palaiote/rois,παλαιός,adjective,o)noma/twn,ὄνομα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/s,ὡς,conjunction,pou,πού,adverb,kai\,καί,conjunction,to\n,ὁ,article,au)lo\n,αὐλός,noun,h(rmo/sqai,le/gousi,kai\,καί,conjunction,krou/mata,κροῦμα,adjective,ta\,ὁ,article,au)lh/mata,αὔλημα,noun,kalou=sin,καλέω,verb,a)po\,ἀπό,preposition,th=s,ὁ,article,lu/ras,λύρα,adjective,lamba/nontes,λαμβάνω,verb,ta\s,ὁ,article,proshgori/as,προσηγορία,noun,,,,,,,,,,ἁρμόζω,verb,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,ou)=n,οὖν,particle,to/pon,τόπος,noun,e)n,ἐν,preposition,w(=|,ὅς,pronoun,gumna/zontai,pa/ntes,oi(,ὁ,article,a)qlhtai/,ἀθλητής,adjective,palai/stran,παλαίστρα,noun,kalou=si,καλέω,verb,th=s,ὁ,article,pa/lhs,πάλα,noun,tou)/noma,ὄνομα,adjective,kthsame/nhs,κτάομαι,verb,to\,ὁ,article,prw=ton,πρότερος,adjective,,,,,,,,,,,,,γυμνάζω,verb,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,kai\,καί,conjunction,toi=s,ὁ,article,au)=qis,αὖθις,adverb,e)feureqei=sin,ἐφευρίσκω,verb,e)mparasxei=n,tou=t',e)/fhn,φημί,verb,e)gw\,ἐγώ,pronoun,to\,ὁ,article,martu/rion,μαρτύριον,adjective,ou)k,οὐ,adverb,i)sxuro\n,ἰσχυρός,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,ἐμπαρέχω,verb,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keklh=sqai,καλέω,verb,ga\r,γάρ,particle,a)po\,ἀπό,preposition,th=s,ὁ,article,pa/lhs,πάλα,noun,th\n,palai/stran,ou)x,οὐ,adverb,o(/ti,ὅστις,pronoun,presbu/tato/n,πρέσβυς,noun,e)sti,εἰμί,verb,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,a)ll',ἀλλά,adverb,o(/ti,ὅστις,pronoun,mo/non,μόνος,adjective,tw=n,ὁ,article,th=s,ὁ,article,a)gwni/as,ἀγωνία,noun,ei)dw=n,εἶδος,noun,phlou=,πηλός,noun,ὁ,article,παλαίστρα,noun,kai\,καί,conjunction,koni/stras,κόνιστρα,noun,kai\,καί,conjunction,khrw/matos,κήρωμα,noun,tugxa/nei,τυγχάνω,verb,deo/menon,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,ga\r,γάρ,particle,dro/mon,δρόμος,noun,ou)/te,οὔτε,adverb,pugmh\n,πυγμή,noun,e)n,palai/strais,diaponou=sin,διαπονέω,verb,a)lla\,ἀλλά,adverb,pa/lhs,πάλα,noun,kai\,καί,conjunction,pagkrati/ou,παγκράτιον,noun,to\,ὁ,article,peri\,περί,preposition,ta\s,ὁ,article,kuli/seis,κύλισις,noun,o(/ti,ὅστις,pronoun,ga\r,γάρ,particle,me/miktai,μίγνυμι,verb,to\,ὁ,article,pagkra/tion,παγκράτιον,noun,ἐν,preposition,παλαίστρα,noun,e)/k,ἐκ,preposition,te,τε,particle,pugmh=s,πυγμή,noun,kai\,καί,conjunction,pa/lhs,πάλα,noun,dh=lo/n,δῆλος,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llws,ἄλλως,adverb,de\,δέ,particle,pw=s,πῶς,adverb,e)/fhn,φημί,verb,lo/gon,λόγος,noun,e)/xei,texnikw/taton,kai\,καί,conjunction,panourgo/taton,πάνουργος,adjective,tw=n,ὁ,article,a)qlhma/twn,ἄθλημα,noun,th\n,ὁ,article,pa/lhn,πάλα,noun,ou)=san,εἰμί,verb,a(/ma,ἅμα,adverb,kai\,καί,conjunction,presbu/taton,πρέσβυς,noun,ei)=nai,εἰμί,verb,,,,,,,,,,ἔχω,verb,τεχνικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,a(plou=n,ἁπλόος,adjective,kai\,καί,conjunction,a)/texnon,ἄτεχνος,adverb,kai\,bi/a|,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,meqo/dw|,μέθοδος,noun,peraino/menon,περαίνω,verb,ai(,ὁ,article,xrei=ai,χρεία,noun,prw=ton,πρότερος,adjective,e)kfe/rousin,ἐκφέρω,verb,e)mou=,ἐγώ,pronoun,de\,δέ,particle,tau=t',οὗτος,pronoun,ei)po/ntos,εἶπον,verb,o(,ὁ,article,*swsiklh=s,Σωσικλῆς,proper,καί,conjunction,βία,adjective,o)rqw=s,ὀρθός,adjective,e)/fh,φημί,verb,le/geis,λέγω,verb,kai\,καί,conjunction,sumba/llomai/,συμβάλλω,verb,soi,σύ,pronoun,pi/stin,πίστις,noun,a)po\,ἀπό,preposition,tou=,ὁ,article,o)no/matos,ὄνομα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,ga\r,γάρ,particle,pa/lh,πάλα,noun,moi,ἐγώ,pronoun,dokei=,δοκέω,verb,tw=|,paleu/ein,o(/per,ὅσπερ,adjective,e)sti\,εἰμί,verb,dolou=n,δολόω,verb,kai\,καί,conjunction,kataba/llein,καταβάλλω,verb,di',διά,preposition,a)pa/ths,ἀπάτη,noun,keklh=sqai,καλέω,verb,kai\,καί,conjunction,o(,ὁ,article,*fili=nos,Φιλῖνος,proper,e)moi\,ἐγώ,pronoun,d',δέ,particle,ei)=pen,εἶπον,verb,ὁ,article,παλεύω,verb,a)po\,ἀπό,preposition,th=s,ὁ,article,palaisth=s,παλαιστή,noun,tou/tw|,οὗτος,pronoun,ga\r,γάρ,particle,ma/lista,μάλιστα,adverb,tw=|,ὁ,article,me/rei,μέρος,noun,toi=n,ὁ,article,xeroi=n,χείρ,noun,e)nergou=sin,ἐνεργέω,verb,oi(,ἕ,pronoun,palai/ontes,παλαίω,verb,w(/sper,ὥσπερ,adverb,oi(,ἕ,pronoun,pukteu/ontes,πυκτεύω,verb,au)=,αὖ,interjection,pa/lin,πάλιν,adverb,th=|,ὁ,article,pugmh=|,πυγμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,ka)kei=no,ἐκεῖνος,pronoun,pugmh\,πυγμή,noun,kai\,καί,conjunction,tou=to,οὗτος,pronoun,pa/lh,proshgo/reutai,tou)/rgon,ἔργον,noun,ou),οὐ,adverb,mh\n,μείς,adjective,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,to\,ὁ,article,sumpa/sai,συμπάσσω,verb,tw=n,ὁ,article,poihtw=n,ποιητής,noun,kai\,καί,conjunction,katapa/sai,καταπάσσω,verb,palu=nai,παλύνω,verb,lego/ntwn,λέγω,verb,w(=|,ὅς,pronoun,πάλα,noun,προσαγορεύω,verb,ma/lista,μάλιστα,adverb,xrwme/nous,χράομαι,verb,tou\s,ὁ,article,palaista\s,παλαιστή,noun,o(rw=men,ὁράω,verb,e)/sti,εἰμί,verb,kai\,καί,conjunction,tau/th|,ταύτῃ,adverb,prosa/gein,προσάγω,verb,th\n,ὁ,article,e)tumo/thta,ἐτυμότης,noun,tou=,ὁ,article,o)no/matos,ὄνομα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sko/pei,σκοπάω,verb,d',δέ,particle,e)/ti,ἔτι,adverb,ei)=pe,εἶπον,verb,mh\,μή,conjunction,toi=s,me\n,dromeu=sin,δρομόω,verb,e)/rgon,ἔργον,noun,e)sti\n,εἰμί,verb,o(/ti,ὅστις,pronoun,plei=ston,πλεῖστος,adjective,a)polipei=n,ἀπολείπω,verb,kai\,καί,conjunction,porrwta/tw,προσωτέρω,adverb,diasth=nai,διίστημι,verb,tou\s,ὁ,article,de\,δέ,particle,pu/ktas,πύκτης,noun,ou)de\,οὐδέ,particle,pa/nu,πάνυ,adverb,ὁ,article,μέν,particle,boulome/nous,βούλομαι,verb,e)w=sin,ἀίω,verb,oi(,ὁ,article,brabeutai\,βραβεύς,noun,sumple/kesqai,συμπλέκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/nous,μόνος,adjective,de\,δέ,particle,tou\s,ὁ,article,palaista\s,παλαιστή,noun,o(rw=men,ὁράω,verb,a)llh/lous,a)gkalizome/nous,kai\,καί,conjunction,perilamba/nontas,περιλάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλήλων,pronoun,ἀγκαλίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
