word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS
a)nh\r,ἀνήρ,noun,*lakedaimo/nios,Λακεδαιμόνιος,proper,me/xri,μέχρι,preposition,gh/rws,γῆρας,noun,fula/cas,φυλάσσω,verb,th\n,ὁ,article,a)spi/da,ἀσπίς,noun,h(de/ws,ἡδέως,adverb,me\n,μέν,particle,a)\n,ἄν,particle,tou\s,ὁ,article,gumnou\s,γυμνός,adjective,tou/tous,οὗτος,pronoun,a)pe/kteina,ἀποκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/stis,ὅστις,pronoun,de\,δέ,particle,kai\,καί,conjunction,ta\s,ὁ,article,diale/ceis,διάλεξις,noun,o(/de,ὅδε,pronoun,o(,ὁ,article,a)nh\r,ἀνήρ,noun,e)ge/neto,γίγνομαι,verb,cumbalei=n,συμβάλλω,verb,e)stin,εἰμί,verb,e)k,ἐκ,preposition,tw=nde,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dida/skwn,διδάσκω,verb,ga\r,γάρ,particle,peri\,περί,preposition,th=s,ὁ,article,tw=n,ὁ,article,sofistw=n,σοφιστής,noun,te/xnhs,τέχνη,noun,w(s,ὡς,conjunction,pollh\,πολύς,adjective,kai\,καί,conjunction,poiki/lh,ποικίλος,adjective,para/deigma,παράδειγμα,noun,tou=,ὁ,article,lo/gou,λόγος,noun,th\n,ὁ,article,i)=rin,ἶρις,noun,e)poih/sato,ποιέω,verb,kai\,καί,conjunction,h)/rcato,ἄρχω,verb,th=s,ὁ,article,diale/cews,διάλεξις,noun,w(=de,ὧδε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,th\n,ὁ,article,i)=rin,ἶρις,noun,i)dw/n,εἶδον,verb,w(s,ὡς,conjunction,e(\n,εἷς,adjective,xrw=ma,χρῶμα,noun,ou)k,οὐ,adverb,ei)=den,εἶδον,verb,w(s,ὡς,conjunction,qauma/sai,θαυμάζω,verb,o(,ὁ,article,de/,δέ,particle,o(/sa,ὅσος,adjective,xrw/mata,χρῶμα,noun,ma=llon,μᾶλλον,adverb,e)qau/masen,θαυμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,th\n,ὁ,article,dia/lecin,διάλεξις,noun,tau/thn,οὗτος,pronoun,*)alkino/w|,Ἀλκίνοος,proper,tw=|,ὁ,article,*stwikw=|,στωικός,adjective,a)natiqe/ntes,ἀνατίθημι,verb,diamarta/nousi,διαμαρτάνω,verb,me\n,μέν,particle,i)de/as,ἰδέα,noun,lo/gou,λόγος,noun,diamarta/nousi,διαμαρτάνω,verb,de\,δέ,particle,a)lhqei/as,ἀλήθεια,adjective,a)dikw/tatoi,ἄδικος,adjective,d',δέ,particle,a)nqrw/pwn,ἄνθρωπος,noun,ei)si\,εἰμί,verb,prosafairou/menoi,προσαφαιρέομαι,verb,to\n,ὁ,article,sofisth\n,σοφιστής,noun,kai\,καί,conjunction,ta\,ὁ,article,oi=kei=a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,tw=n,ὁ,article,o)fru/wn,ὀφρύς,noun,h)=qos,ἦθος,adjective,kai\,καί,conjunction,h(,ὁ,article,tou=,ὁ,article,prosw/pou,πρόσωπον,noun,su/nnoia,σύννοια,noun,sofisth\n,σοφιστής,noun,e)dh/lou,βούλομαι,verb,to\n,ὁ,article,*ma/rkon,Μάρκος,proper,kai\,καί,conjunction,ga\r,γάρ,particle,e)tu/gxanen,τυγχάνω,verb,a)ei/,ἀεί,adverb,ti,τις,pronoun,e)piskopw=n,ἐπισκοπέω,verb,th=|,ὁ,article,gnw/mh|,γνώμη,noun,kai\,καί,conjunction,a)napaideu/wn,ἀναπαιδεύω,verb,e(auto\n,ἑαυτοῦ,pronoun,toi=s,ὁ,article,e)s,εἰς,preposition,to\,ὁ,article,sxedia/zein,σχεδιάζω,verb,a)/gousi,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=to,οὗτος,pronoun,e)dhlou=to,δηλόω,verb,me\n,μέν,particle,th=|,ὁ,article,tw=n,ὁ,article,o)fqalmw=n,ὀφθαλμός,noun,sta/sei,στάσις,adjective,pephgo/twn,πήγνυμι,verb,ta\,ὁ,article,polla\,πολύς,adjective,e)s,εἰς,preposition,a)porrh/tous,ἀπόρρητος,adjective,e)nnoi/as,ἔννοια,noun,w(mologh/qh,ὁμολογέω,verb,de\,δέ,particle,kai\,καί,conjunction,u(po\,ὑπό,preposition,tou=,ὁ,article,a)ndro/s,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)rome/nou,ἔρομαι,verb,ga/r,γάρ,particle,tinos,τις,pronoun,au)to\n,αὐτός,pronoun,tw=n,ὁ,article,e)pithdei/wn,ἐπιτήδειος,adjective,o(/pws,ὅπως,conjunction,xqe\s,χθές,adverb,e)mele/ta,μελετάω,verb,e)p',ἐπί,preposition,e)mautou=,ἐμαυτοῦ,pronoun,me\n,μέν,particle,e)/fh,φημί,verb,lo/gou,λόγος,noun,a)ci/ws,ἄξιος,adjective,e)pi\,ἐπί,preposition,de\,δέ,particle,tw=n,ὁ,article,gnwri/mwn,γνώριμος,adjective,h(=tton,ἥσσων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qauma/santos,θαυμάζω,verb,de\,δέ,particle,th\n,ὁ,article,a)po/krisin,ἀπόκρισις,noun,e)gw\,ἐγώ,pronoun,e)/fh,φημί,verb,o(,ὁ,article,*ma/rkos,Μάρκος,proper,kai\,καί,conjunction,th=|,ὁ,article,siwph=|,σιωπή,noun,e)nergw=|,ἐνεργός,adjective,xrw=mai,χράομαι,verb,kai\,καί,conjunction,gumna/zousi/,γυμνάζω,verb,me,ἐγώ,pronoun,du/o,δύο,adjective,u(poqe/seis,ὑπόθεσις,noun,kai\,καί,conjunction,trei=s,τρέω,verb,u(po\,ὑπό,preposition,th\n,ὁ,article,mi/an,εἷς,adjective,h(\n,ὅς,pronoun,e)s,εἰς,preposition,to\,ὁ,article,koino\n,κοινός,adjective,a)gwni/zomai,ἀγωνίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geneia/dos,γενειάς,noun,de\,δέ,particle,kai\,καί,conjunction,ko/mhs,κόμη,noun,au)xmhrw=s,αὐχμηρός,adjective,ei)=xen,ἔχω,verb,o(/qen,ὅθεν,adverb,a)groiko/teros,ἄγροικος,adjective,a)ndro\s,ἀνήρ,noun,pepnume/nou,πέπνυμαι,verb,e)do/kei,δοκέω,verb,toi=s,ὁ,article,polloi=s,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
touti\,οὗτος,pronoun,de\,δέ,particle,kai\,καί,conjunction,*pole/mwn,Πολέμων,proper,o(,ὁ,article,sofisth\s,σοφιστής,noun,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,e)/paqen,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parh=lqe,παρέρχομαι,verb,me\n,μέν,particle,ga\r,γάρ,particle,e)s,εἰς,preposition,th\n,ὁ,article,tou=,ὁ,article,*pole/mwnos,,,diatribh\n,διατριβή,noun,o)nomasto\s,ὀνομαστός,adjective,h)/dh,ἤδη,adverb,w)/n,εἰμί,verb,cugkaqhme/nwn,συγκάθημαι,verb,de\,δέ,particle,tw=n,ὁ,article,e)s,εἰς,preposition,th\n,ὁ,article,a)kro/asin,ἀκρόασις,noun,a)phnthko/twn,ἀπαντάω,verb,a)nagnou/s,ἀναγιγνώσκω,verb,tis,τις,pronoun,au)to\n,αὐτός,pronoun,tw=n,ὁ,article,e)s,εἰς,preposition,to\,ὁ,article,*buza/ntion,Βυζάντιος,proper,pepleuko/twn,πλέω,verb,diemh/nuse,διαμηνύω,verb,tw=|,ὁ,article,pe/las,πέλας,adverb,o(,ὁ,article,de\,δέ,particle,tw=|,ὁ,article,plhsi/on,πλησίος,adjective,kai\,καί,conjunction,diedo/qh,διαδίδωμι,verb,e)s,εἰς,preposition,pa/ntas,πᾶς,adjective,o(/ti,ὅστις,pronoun,o(,*buza/ntios,Βυζάντιος,proper,ei)/h,ἀίω,verb,sofisth/s,σοφιστής,noun,o(/qen,ὅθεν,adverb,tou=,ὁ,article,*pole/mwnos,,,ai)tou=ntos,αἰτέω,verb,ta\s,ὁ,article,u(poqe/seis,ὑπόθεσις,noun,e)pestre/fonto,ἐπιστρέφω,verb,ὁ,article,pa/ntes,πᾶς,adjective,e)s,εἰς,preposition,to\n,ὁ,article,*ma/rkon,Μάρκος,proper,i(/na,ἵνα,conjunction,proba/loi,προβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,*pole/mwnos,,,ei)po/ntos,εἶπον,verb,ti/,τίς,pronoun,e)s,εἰς,preposition,to\n,ὁ,article,a)/groikon,ἄγροικος,adjective,o(ra=te,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,dw/sei,δίδωμι,verb,ge,γε,particle,ou(=tos,οὗτος,pronoun,u(po/qesin,ὑπόθεσις,noun,o(,ὁ,article,*ma/rkos,Μάρκος,proper,e)pa/ras,ἐπαίρω,verb,th\n,ὁ,article,fwnh/n,φωνή,noun,w(/sper,ὥσπερ,adverb,ei)w/qei,ἔθω,verb,kai\,καί,conjunction,a)naku/yas,ἀνακύπτω,verb,kai\,καί,conjunction,probalou=mai,προβάλλω,verb,e)/fh,φημί,verb,kai\,καί,conjunction,meleth/somai,μελετάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqen,ἔνθεν,adverb,e(lw\n,αἱρέω,verb,o(,ὁ,article,*pole/mwn,Πολέμων,proper,kai\,καί,conjunction,cuniei\s,συνίημι,verb,dwria/zontos,Δωριάζω,verb,diele/xqh,διαλέγω,verb,e)s,εἰς,preposition,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,polla/,πολύς,adjective,te,τε,particle,kai\,καί,conjunction,qauma/sia,θαυμάσιος,adjective,e)fiei\s,ἐφίημι,verb,tw=|,ὁ,article,kairw=|,καιρός,noun,meleth/sas,μελετάω,verb,de\,δέ,particle,kai\,καί,conjunction,meletw=ntos,μελετάω,verb,a)kroasa/menos,ἀκροάομαι,verb,kai\,καί,conjunction,e)qauma/sqh,θαυμάζω,verb,kai\,καί,conjunction,e)qau/masen,θαυμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
