word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS
oi(\,ἕ,pronoun,d',δέ,particle,ou),οὐ,adverb,me/nousi,μένω,verb,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,quosko/wn,θυοσκόος,noun,boula/s,βουλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,o)/rfnh|,ὄρφνη,noun,drape/ths,δραπέτης,noun,me/ga,μέγας,adverb,sqe/nei,σθένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w(s,ὡς,conjunction,ta/xista,τάχιστος,adjective,xrh\,χρή,verb,paragge/llein,παραγγέλλω,verb,stratw=|,στρατός,noun,teu/xh,τεῦχος,noun,pro/xeira,πρόχειρος,adjective,lamba/nein,λαμβάνω,verb,lh=cai/,λήγω,verb,q',τε,particle,u(/pnou,ὕπνον,noun,w(s,ὡς,conjunction,a)/n,ἄν,particle,tis,τις,pronoun,au)tw=n,αὐτός,pronoun,kai\,καί,conjunction,new\s,ναός,noun,qrw/|skwn,θρῴσκω,verb,e)/pi,ἐπί,preposition,nw=ton,νῶτον,noun,xaraxqei\s,kli/makas,κλῖμαξ,noun,χαράσσω,verb,r(a/nh|,ῥαίνω,verb,fo/nw|,φόνος,noun,oi(\,ἕ,pronoun,d',δέ,particle,e)n,ἐν,preposition,bro/xoisi,βρόχος,noun,de/smioi,δέσμιος,adjective,lelhmme/noi,λαμβάνω,verb,*frugw=n,Φρύξ,proper,a)rou/ras,ἄρουρα,adjective,e)kma/qwsi,ἐκμανθάνω,verb,gaponei=n,γεωπονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/ektor,Ἕκτωρ,proper,taxu/neis,ταχύνω,verb,pri\n,πρίν,adverb,maqei=n,μανθάνω,verb,to\,ὁ,article,drw/menon,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/ndres,ἀνήρ,noun,ga\r,γάρ,particle,ei),εἰ,conjunction,feu/gousin,φεύγω,verb,ou)k,οὐ,adverb,i)/smen,οἶδα,verb,torw=s,τορός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ga\r,γάρ,particle,pu/r',πῦρ,noun,ai)/qein,αἴθω,verb,pro/fasis,πρόφασις,noun,*)argei/wn,Ἀργᾶς,proper,strato/n,στρατός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,oi)=d',οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/popton,ὕποπτος,adjective,d',δέ,particle,e)sti\,εἰμί,verb,ka/rt',κάρτα,adverb,e)mh=|,ἐμός,adjective,freni/,φρήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nt',πᾶς,adjective,a)\n,ἄν,particle,fobhqei\s,φοβέω,verb,i)/sqi,εἰμί,verb,deimai/nwn,δειμαίνω,verb,to/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/pw,οὔπω,adverb,pri\n,πρίν,adverb,h(=yan,ἅπτω,verb,pole/mioi,πολέμιος,adjective,toso/nde,τοσόσδε,adjective,fw=s,φάος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,w(=de/,ὧδε,adverb,g',γε,particle,ai)sxrw=s,αἰσχρός,adjective,e)/peson,ἐφέζομαι,verb,e)n,ἐν,preposition,troph=|,τροπή,noun,doro/s,δόρυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,tau=t',οὗτος,pronoun,e)/pracas,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,loipa\,λοιπός,adjective,nu=n,νῦν,adverb,sko/pei,σκοπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(plou=s,ἁπλόος,adjective,e)p',ἐπί,preposition,e)xqroi=s,ἐχθρός,adjective,mu=qos,μῦθος,noun,o(pli/zein,ὁπλίζω,verb,xe/ra,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,o(/d',ὅδε,pronoun,*ai)ne/as,Αἰνείας,proper,kai\,καί,conjunction,ma/la,μάλα,adverb,spoudh=|,σπουδή,noun,podo\s,πούς,noun,stei/xei,στείχω,verb,ne/on,νέος,adjective,ti,τις,pronoun,pra=gm',πρᾶγμα,noun,e)/xwn,ἔχω,verb,fi/lois,φίλος,adjective,fra/sai,φράζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/ektor,Ἕκτωρ,proper,ti/,τίς,pronoun,xrh=ma,χρῆμα,adjective,nu/kteroi,νύκτερος,adjective,kata\,κατά,preposition,strato\n,στρατός,noun,ta\s,ὁ,article,sa\s,σός,adjective,pro\s,πρός,preposition,eu)na\s,εὐνή,noun,fu/lakes,φύλαξ,noun,e)lqo/ntes,ἔρχομαι,verb,fo/bw|,φόβος,noun,nukthgorou=si,νυκτηγορέω,verb,kai\,καί,conjunction,keki/nhtai,κινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ai)ne/a,Αἰνείας,proper,pu/kaze,πυκάζω,verb,teu/xesin,τεῦχος,noun,de/mas,δέμας,noun,se/qen,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,e)/sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mw=n,μῶν,adverb,tis,τις,pronoun,polemi/wn,πολέμιος,adjective,a)gge/lletai,ἀγγέλλω,verb,do/los,δόλος,noun,krufai=os,κρυφαῖος,adjective,e(sta/nai,ἵστημι,verb,kat',κατά,preposition,eu)fro/nhn,εὐφρόνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feu/gousin,φεύγω,verb,a(/ndres,ἀνήρ,noun,ka)pibai/nousin,ἐπιβαίνω,verb,new=n,ναός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,tou=d',ὅδε,pronoun,a)\n,ἄν,particle,ei)/pois,εἶπον,verb,a)sfale\s,ἀσφαλής,adjective,tekmh/rion,τεκμήριον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)/qousi,αἴθω,verb,pa=san,πᾶς,adjective,nu/kta,νύξ,adjective,lampa/das,λαμπάς,noun,puro/s,πῦρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,moi,ἐγώ,pronoun,dokou=sin,δοκέω,verb,ou),οὐ,adverb,menei=n,μένω,verb,e)s,εἰς,preposition,au)/rion,αὔριον,adverb,a)ll',ἀλλά,adverb,e)kke/antes,ἐκκαίω,verb,pu/rs',πυρσός,noun,e)p',ἐπί,preposition,eu)se/lmwn,εὔσελμος,adjective,new=n,ναός,noun,fugh=|,φυγή,noun,pro\s,πρός,preposition,oi)/kous,οἶκος,noun,th=sd',ὅδε,pronoun,a)formh/sein,ἀφορμάω,verb,xqono/s,χθών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,w(s,ὡς,conjunction,ti/,τίς,pronoun,dra/swn,δράω,verb,pro\s,πρός,preposition,ta/d',ὅδε,pronoun,o(pli/zh|,ὁπλίζω,verb,xe/ras,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feu/gontas,φεύγω,verb,au)tou\s,αὐτός,pronoun,ka)piqrw/|skontas,,,new=n,ναός,noun,lo/gxh|,λόγχη,noun,kaqe/cw,κατέχω,verb,ka)pikei/somai,ἐπίκειμαι,verb,baru/s,βαρύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)sxro\n,αἰσχρός,adjective,ga\r,γάρ,particle,h(mi=n,ἐγώ,pronoun,kai\,καί,conjunction,pro\s,πρός,preposition,ai)sxu/nh|,αἰσχύνη,adjective,kako/n,κακός,adjective,qeou=,θεός,noun,dido/ntos,δίδωμι,verb,polemi/ous,πολέμιος,adjective,a)/neu,ἄνευ,preposition,ma/xhs,μάχη,noun,feu/gein,φεύγω,verb,e)a=sai,ἀίω,verb,polla\,πολύς,adjective,dra/santas,δράω,verb,kaka/,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/q',εἴθε,interjection,h)=sq',ἔσθω,verb,a)nh\r,ἀνήρ,noun,eu)/boulos,εὔβουλος,adjective,w(s,ὡς,conjunction,dra=sai,δράω,verb,xeri/,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou),οὐ,adverb,ga\r,γάρ,particle,au(to\s,αὐτός,pronoun,pa/nt',πᾶς,adjective,e)pi/stasqai,ἐφίστημι,verb,brotw=n,βροτός,noun,pe/fuken,φύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llw|,ἄλλος,adjective,d',δέ,particle,a)/llo,ἄλλος,adjective,pro/skeitai,πρόσκειμαι,verb,ge/ras,γέρας,adjective,se\,σύ,pronoun,me\n,μέν,particle,ma/xesqai,μάχομαι,verb,tou\s,ὁ,article,de\,δέ,particle,bouleu/ein,βουλεύω,verb,kalw=s,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/stis,ὅστις,pronoun,puro\s,πῦρ,noun,lampth=ras,λαμπτήρ,noun,e)ch/rqhs,ἐξαίρω,verb,klu/wn,κλύω,verb,fle/gein,φλέγω,verb,*)axaiou/s,Ἀχαιός,proper,kai\,καί,conjunction,strato\n,στρατός,noun,me/lleis,μέλλω,verb,a)/gein,ἄγω,verb,ta/frous,τάφρος,noun,u(perba\s,ὑπερβαίνω,verb,nukto\s,νύξ,adjective,e)n,ἐν,preposition,katasta/sei,κατάστασις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,pera/sas,περάω,verb,koi=lon,κόιλος,adjective,au)lw/nwn,αὐλών,noun,ba/qos,βάθος,adjective,ei),εἰ,conjunction,mh\,μή,conjunction,kurh/seis,κυρέω,verb,polemi/ous,πολέμιος,adjective,a)po\,ἀπό,preposition,xqono\s,χθών,noun,feu/gontas,φεύγω,verb,a)lla\,ἀλλά,adverb,so\n,σός,adjective,ble/pontas,βλέπω,verb,e)s,εἰς,preposition,do/ru,δόρυ,noun,nikw/menos,νικάω,verb,me\n,μέν,particle,ou)/ti,οὔτι,adverb,mh\,μή,conjunction,mo/lh|s,pa/lin,πάλιν,adverb,βλώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,ga\r,γάρ,particle,pera/sei,πέρασις,noun,sko/lopas,σκόλοψ,noun,e)n,ἐν,preposition,troph=|,τροπή,noun,strato/s,στρατός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,d',δέ,particle,au)=,αὖ,interjection,gefu/ras,γέφυρα,adjective,diabalou=s',διαβάλλω,verb,i(pphla/tai,ἱππηλάτης,noun,h)\n,ἐάν,conjunction,a)=ra,ἆρα,particle,mh\,μή,conjunction,qrau/santes,θραύω,verb,a)ntu/gwn,ἄντυξ,noun,xno/as,χνόη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikw=n,νικάω,verb,d',δέ,particle,e)/fedron,ἔφεδρος,adjective,pai=d',παῖς,adjective,e)/xeis,ἔχω,verb,to\n,ὁ,article,*phle/ws,Πηλεύς,proper,o(/s,ὅς,pronoun,s',σύ,pronoun,ou)k,οὐ,adverb,e)a/sei,ἀίω,verb,nausi\n,ναῦς,noun,e)mbalei=n,ἐμβάλλω,verb,flo/ga,φλόξ,noun,ou)d',οὐδέ,particle,w(=d',ὧδε,adverb,*)axaiou/s,Ἀχαιός,proper,w(s,ὡς,conjunction,dokei=s,δοκέω,verb,a)narpa/sai,ἀναρπάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)/qwn,αἴθω,verb,ga\r,γάρ,particle,a(nh\r,ἀνήρ,noun,kai\,καί,conjunction,pepu/rgwtai,πυργόω,verb,xeri/,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,strato\n,στρατός,noun,me\n,μέν,particle,h(/suxon,ἥσυχος,adjective,par',παρά,preposition,a)spi/das,ἀσπίς,noun,eu(/dein,εὕδω,verb,e)w=men,ἀίω,verb,e)k,ἐκ,preposition,ko/pwn,κόπος,noun,a)reifa/twn,ἀρείφατος,adjective,kata/skopon,κατάσκοπος,noun,de\,δέ,particle,polemi/wn,πολέμιος,adjective,o(\s,ὅς,pronoun,a)\n,ἄν,particle,qe/lh|,ἐθέλω,verb,pe/mpein,πέμπω,verb,dokei=,δοκέω,verb,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)\n,κἀν,conjunction,me\n,μέν,particle,ai)/rwntai,αἴρω,verb,fugh/n,φυγή,noun,stei/xontes,στείχω,verb,e)mpe/swmen,ἐμπίτνω,verb,*)argei/wn,Ἀργᾶς,proper,stratw=|,στρατός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,e)s,εἰς,preposition,do/lon,δόλος,noun,tin',τις,pronoun,h(/d',ὅδε,pronoun,a)/gei,ἄγω,verb,fruktwri/a,φρυκτωρία,noun,maqo/ntes,μανθάνω,verb,e)xqrw=n,ἐχθρός,adjective,mhxana\s,μηχανή,noun,katasko/pou,κατάσκοπος,noun,bouleuso/mesqa,βουλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th/nd',ὅδε,pronoun,e)/xw,ἔχω,verb,gnw/mhn,γνώμη,noun,a)/nac,ἄναξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/de,ὅδε,pronoun,dokei=,δοκέω,verb,ta/de,ὅδε,pronoun,metaqe/menos,μετατίθημι,verb,no/ei,νοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfalera\,σφαλερός,adjective,d',δέ,particle,ou),οὐ,adverb,filw=,φιλέω,verb,strathgw=n,στρατηγός,noun,kra/th,κράτος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga\r,γάρ,particle,a)/meinon,ἀμείνων,adjective,h)\,ἠέ,conjunction,taxuba/tan,ταχυβάτης,adjective,new=n,ναός,noun,kato/ptan,κατόπτης,noun,molei=n,βλώσκω,verb,pe/las,πέλας,adverb,o(/,ὅς,pronoun,ti/,τίς,pronoun,pot',ποτέ,particle,a)/ra,ἄρα,particle,dai/+ois,δάιος,adjective,pura\,πυρά,noun,kat',κατά,preposition,a)nti/prw|ra,ἀντίπρῳρος,adjective,nausta/qmwn,ναύσταθμον,noun,dai/etai,δαίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nika=t',νικάω,verb,e)peidh\,ἐπεί,conjunction,pa=sin,πᾶς,adjective,a(nda/nei,ἁνδάνω,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stei/xwn,στείχω,verb,de\,δέ,particle,koi/ma,κοιμάω,verb,summa/xous,σύμμαχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
