word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS,word/91/lemma/@_entry,word/91/lemma/@_POS
katasxo/nti,κατέχω,verb,de\,δέ,particle,au)tw=|,αὐτός,pronoun,tai=s,ὁ,article,me\n,μέν,particle,ei)s,εἰς,preposition,*)itu/khn,nausi/,ναῦς,noun,tai=s,ὁ,article,de\,δέ,particle,ei)s,εἰς,preposition,*karxhdo/na,Καρχηδών,proper,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,a)posta/ntes,ἀφίστημι,verb,e(ptakisxi/lioi,ἑπτακισχίλιοι,adjective,prosexw/rhsan,προσχωρέω,verb,au)to\s,αὐτός,pronoun,de\,δέ,particle,h)=gen,ἄγω,verb,e(\c,ἕξ,adjective,e)ntelh=,ἐντελής,adverb,ta/gmata,τάγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sumbh=nai,συμβαίνω,verb,de\,δέ,particle,au)tw=|,αὐτός,pronoun,pra=gma,πρᾶγμα,noun,geloi=on,γέλοιος,adjective,i(storou=si,ἱστορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stratiw=tai,στρατιώτης,adjective,ga/r,γάρ,particle,tines,τις,pronoun,w(s,ὡς,conjunction,e)/oike,ἔοικα,verb,qhsaurw=|,θησαυρός,noun,peripeso/ntes,e)/labon,λαμβάνω,verb,suxna\,συχνός,adjective,xrh/mata,χρῆμα,adjective,tou=,ὁ,article,de\,δέ,particle,pra/gmatos,πρᾶγμα,noun,genome/nou,γίγνομαι,verb,fanerou=,φανερός,adjective,do/ca,δόξα,noun,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,pare/sth,παρίστημι,verb,pa=si,πᾶς,adjective,xrhma/twn,χρῆμα,adjective,mesto\n,μεστός,adjective,ei)=nai,εἰμί,verb,to\n,ὁ,article,to/pon,τόπος,noun,e)n,ἐν,preposition,tai=s,ὁ,article,pote,ποτέ,particle,tu/xais,τύχη,noun,tw=n,ὁ,article,*karxhdoni/wn,Καρχηδόνιος,proper,a)poteqeime/nwn,ἀποτίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,περιπίπτω,verb,,,,
ou)de\n,οὐδείς,pronoun,ou)=n,οὖν,particle,o(,ὁ,article,*pomph/i+os,Πομπήιος,proper,ei)=xe,ἔχω,verb,xrh=sqai,χράομαι,verb,toi=s,stratiw/tais,στρατιώτης,adjective,e)pi\,ἐπί,preposition,polla\s,πολύς,adjective,h(me/ras,ἡμέρα,noun,qhsaurou\s,θησαυρός,noun,zhtou=sin,ζητέω,verb,a)lla\,ἀλλά,adverb,perih/|ei,περεῖμι,verb,gelw=n,γελάω,verb,kai\,καί,conjunction,qew/menos,θεάομαι,verb,o(mou=,ὁμοῦ,adverb,muria/das,μυριάς,noun,tosau/tas,τοσοῦτος,adjective,o)russou/sas,ὀρύσσω,verb,kai\,καί,conjunction,strefou/sas,στρέφω,verb,to\,ὁ,article,pedi/on,πεδίον,noun,e(/ws,ἕως,conjunction,a)peipo/ntes,ἀπεῖπον,verb,e)ke/leuon,κελεύω,verb,au(tou\s,ἑαυτοῦ,pronoun,a)/gein,ἄγω,verb,o(/ph,ὅπη,adverb,bou/letai,βούλομαι,verb,to\n,ὁ,article,*pomph/i+on,Πομπήιος,proper,w(s,ὡς,conjunction,di/khn,δίκη,adjective,i(kanh\n,th=s,ὁ,article,a)belteri/as,ἀβελτερία,noun,dedwko/tas,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἱκανός,adjective,,
*)antitetagme/nou,ἀντιτάσσω,verb,de\,δέ,particle,tou=,ὁ,article,*dometi/ou,,,kai\,καί,conjunction,xara/dran,χαράδρα,noun,tina\,probeblhme/nou,προβάλλω,verb,xaleph\n,χαλεπός,adjective,pera=sai,περάω,verb,kai\,καί,conjunction,traxei=an,τραχύς,adjective,o)/mbros,ὄμβρος,noun,a(/ma,ἅμα,adverb,pneu/mati,πνεῦμα,noun,polu\s,πολύς,adjective,e(/wqen,ἕωθεν,adverb,a)rca/menos,ἄρχω,verb,katei=xen,κατέχω,verb,w(/ste,ὥστε,conjunction,a)pogno/nta,ἀπογιγνώσκω,verb,th=s,ὁ,article,h(me/ras,ἡμέρα,noun,e)kei/nhs,ἐκεῖνος,pronoun,maxe/sasqai,μάχομαι,verb,to\n,ὁ,article,*dome/tion,,,a)nazugh\n,ἀναζυγή,noun,paraggei=lai,παραγγέλλω,verb,*pomph/i+os,Πομπήιος,proper,de\,δέ,particle,tou=ton,οὗτος,pronoun,au(tou=,ἑαυτοῦ,pronoun,poiou/menos,ποιέω,verb,to\n,ὁ,article,kairo\n,καιρός,noun,o)ce/ws,ὀξέως,adverb,e)ph/|ei,kai\,καί,conjunction,die/baine,διαβαίνω,verb,th\n,ὁ,article,xara/dran,χαράδρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,ἔπειμι,verb,,
oi(,ὁ,article,de\,δέ,particle,a)ta/ktws,ἄτακτος,adjective,kai\,καί,conjunction,qorubou/menoi,θορυβέω,verb,kai\,καί,conjunction,ou),pa/ntes,πᾶς,adjective,ou)de\,οὐδέ,particle,o(malw=s,ὁμαλός,adjective,u(fi/stanto,ὑφίστημι,verb,kai\,καί,conjunction,to\,ὁ,article,pneu=ma,πνεῦμα,noun,perih/|ei,περεῖμι,verb,th\n,ὁ,article,za/lhn,ζάλη,adjective,au)toi=s,αὐτός,pronoun,prosba/llon,προσδαίω,verb,e)nanti/an,ἐναντίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,
ou),οὐ,adverb,mh\n,μήν,particle,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,tou\s,ὁ,article,*(rwmai/ous,,,o(,xeimw\n,χειμών,noun,e)ta/racen,ταράσσω,verb,ou),οὐ,adverb,kaqorw=ntas,καθοράω,verb,a)llh/lous,ἀλλήλων,pronoun,a)kribw=s,ἀκριβῶς,adverb,au)to/s,αὐτός,pronoun,te,τε,particle,*pomph/i+os,Πομπήιος,proper,e)kindu/neusen,κινδυνεύω,verb,a)gnohqei\s,ἀγνοέω,verb,a)poqanei=n,ἀποθνήσκω,verb,e)rwtw=nti,ἐρωτάω,verb,stratiw/th|,στρατιώτης,adjective,to\,ὁ,article,su/nqhma,σύνθημα,noun,bra/dion,βραδύς,adjective,a)pokrina/menos,ἀποκρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,
w)sa/menoi,ὠθέω,verb,de\,δέ,particle,pollw=|,πολύς,adjective,fo/nw|,φόνος,noun,tou\s,ὁ,article,polemi/ous,πολέμιος,adjective,'le/gontai,ga\r,γάρ,particle,a)po\,ἀπό,preposition,dismuri/wn,δισμύριοι,adjective,trisxi/lioi,τρισχίλιοι,adjective,diafugei=n',διαφεύγω,verb,au)tokra/tora,αὐτοκράτωρ,adjective,to\n,ὁ,article,*pomph/i+on,Πομπήιος,proper,h)spa/santo,ἀσπάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,,,,
fh/santos,φημί,verb,de\,δέ,particle,e)kei/nou,ἐκεῖνος,pronoun,mh\,μή,conjunction,de/xesqai,δέχομαι,verb,th\n,ὁ,article,timh\n,e(/ws,ἕως,conjunction,o)rqo\n,ὀρθός,adjective,e(/sthke,ἵστημι,verb,to\,ὁ,article,strato/pedon,στρατόπεδον,noun,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,ei),εἰ,conjunction,de\,δέ,particle,au)to\n,αὐτός,pronoun,a)ciou=si,ἀξιόω,verb,tau/ths,οὗτος,pronoun,th=s,ὁ,article,proshgori/as,προσηγορία,noun,e)kei=no,ἐκεῖνος,pronoun,xrh=nai,χρή,verb,pro/teron,πρότερος,adjective,katabalei=n,καταβάλλω,verb,w(/rmhsan,ὁρμάω,verb,eu)qu\s,εὐθύς,adverb,e)pi\,ἐπί,preposition,to\n,ὁ,article,xa/raka,χάραξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τιμή,noun,,,,
kai\,καί,conjunction,*pomph/i+os,Πομπήιος,proper,a)/neu,ἄνευ,preposition,kra/nous,κράνος,adjective,h)gwni/zeto,ἀγωνίζομαι,verb,dedoikw\s,δείδω,verb,to\,pro/teron,πρότερος,adjective,pa/qos,πάθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,
a(li/sketai,ἁλίσκομαι,verb,dh\,δή,particle,to\,ὁ,article,strato/pedon,στρατόπεδον,noun,kai\,καί,conjunction,a)poqnh/skei,ἀποθνήσκω,verb,*dome/tios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,po/lewn,πόλις,adjective,ai(,ὁ,article,me\n,μέν,particle,eu)qu\s,εὐθύς,adverb,u(ph/kouon,ai(,ὁ,article,de\,δέ,particle,kata\,κατά,preposition,kra/tos,κράτος,noun,e)lh/fqhsan,λαμβάνω,verb,ei(=le,αἱρέω,verb,de\,δέ,particle,kai\,καί,conjunction,tw=n,ὁ,article,basile/wn,βασίλη,noun,*)ia/rfan,,,to\n,ὁ,article,summaxh/santa,συμμαχέω,verb,*dometi/w|,,,th\n,ὁ,article,de\,δέ,particle,basilei/an,βασιλεία,noun,*)ia/mya|,,,pare/dwke,παραδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὑπακούω,verb,,,,
xrw/menos,χράομαι,verb,de\,δέ,particle,th=|,ὁ,article,tu/xh|,τύχη,noun,kai\,καί,conjunction,th=|,ὁ,article,r(u/mh|,tou=,ὁ,article,strateu/matos,στράτευμα,adjective,ei)s,εἰς,preposition,th\n,ὁ,article,*nomadikh\n,νομαδικός,adjective,e)ne/bale,ἐμβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ῥύμη,adjective,,,,
