word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS
w)=,ὦ,interjection,*simmi/a,Σιμμίας,proper,*galaci/dwron,,,e)a/swmen,pai/zonta,παίω,verb,kataba/llein,καταβάλλω,verb,tosou=to,τοσοῦτος,adjective,mantei/as,μαντεία,noun,e)/rgon,ἔργον,noun,ei)s,εἰς,preposition,ptarmou\s,πταρμός,noun,kai\,καί,conjunction,klhdo/nas,κληδών,noun,oi(=s,ὅς,pronoun,kai\,καί,conjunction,oi(,ὁ,article,polloi\,πολύς,adjective,kai\,καί,conjunction,ἀίω,verb,i)diw=tai,ἰδιώτης,noun,peri\,περί,preposition,mikra\,μικρός,adjective,prosxrw=ntai,προσχράομαι,verb,kai\,καί,conjunction,pai/zontes,παίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,de\,δέ,particle,ki/ndunoi,κίνδυνος,noun,baru/teroi,kai\,καί,conjunction,mei/zones,μέγας,adverb,katala/bwsi,καταλαμβάνω,verb,pra/ceis,πρᾶξις,adjective,e)kei=no,ἐκεῖνος,pronoun,gi/gnetai,γίγνομαι,verb,to\,ὁ,article,*eu)ripi/deion,Εὐριπίδειος,proper,ou)dei\s,οὐδείς,pronoun,sidh/rou,σίδηρον,noun,tau=ta,οὗτος,pronoun,mwrai/nei,μωραίνω,verb,pe/las,πέλας,adverb,,,,βαρύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,*galaci/dwros,,,*simmi/ou,me/n,μέν,particle,e)/fh,φημί,verb,*feido/lae,,,peri\,περί,preposition,tou/twn,οὗτος,pronoun,ei)/,εἰ,conjunction,ti,τις,pronoun,*swkra/tous,Σωκράτης,proper,au)to\s,αὐτός,pronoun,le/gontos,λέγω,verb,h)/kousen,ἀκούω,verb,e(/toimos,ἑτοῖμος,adjective,a)kroa=sqai,ἀκροάομαι,verb,kai\,καί,conjunction,Σιμμίας,proper,pei/qesqai,πείθω,verb,meq',μετά,preposition,u(mw=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,u(po\,ὑπό,preposition,sou=,lelegme/na,λέγω,verb,kai\,καί,conjunction,*polu/mnios,,,ou),οὐ,adverb,xalepo\n,χαλεπός,adjective,a)nelei=n,ἀναιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ga\r,γάρ,particle,e)n,ἐν,preposition,i)atrikh=|,sfugmo\s,σφυγμός,noun,h)\,ἠέ,conjunction,flu/ktaina,φλύκταινα,noun,mikro\n,μικρός,adjective,ou),οὐ,adverb,mikrou=,μικρός,adjective,de\,δέ,particle,shmei=o/n,σημεῖον,noun,e)sti,εἰμί,verb,kai\,καί,conjunction,kubernh/th|,κυβερνήτης,noun,pela/gous,πέλαγος,noun,fqo/ggos,φθόγγος,noun,o)/rniqos,ὄρνις,noun,ἰατρικός,adjective,h)\,ἠέ,conjunction,diadromh\,διαδρομή,noun,knhki/dos,,,a)raia=s,ἀραιός,adjective,pneu=ma,πνεῦμα,noun,shmai/nei,σημαίνω,verb,kai\,καί,conjunction,ki/nhsin,κίνησις,adjective,traxute/ran,τραχύς,adjective,qala/sshs,θάλασσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,mantikh=|,μαντικός,adjective,yuxh=|,ψυχή,noun,ptarmo\s,h)\,ἠέ,conjunction,klhdw\n,κληδών,noun,ou),οὐ,adverb,me/ga,μέγας,adverb,kaq',κατά,preposition,au(to\,ἑαυτοῦ,pronoun,su/mbolon,σύμβολον,noun,de\,δέ,particle,mega/lou,μέγας,adverb,sumptw/matos,σύμπτωμα,noun,,,,,,,,,,,,,πταρμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)demia=s,οὐδείς,pronoun,ga\r,γάρ,particle,te/xnhs,τέχνη,noun,katafronei=tai,to\,ὁ,article,mikroi=s,μικρός,adjective,mega/la,μέγας,adverb,kai\,καί,conjunction,di',διά,preposition,o)li/gwn,ὀλίγος,adjective,polla\,πολύς,adjective,promhnu/ein,προμηνύω,verb,,,,,,,,,,,,,,,,,,,καταφρονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w(/sper,ὥσπερ,adverb,ei)/,εἰ,conjunction,tis,a)/peiros,ἄπειρος,adjective,gramma/twn,γράμμα,noun,duna/mews,δύναμις,adjective,o(rw=n,ὁράω,verb,o)li/ga,ὀλίγος,adjective,plh/qei,πλῆθος,noun,kai\,καί,conjunction,fau=la,φαῦλος,adjective,th\n,ὁ,article,morfh\n,μορφή,noun,a)pistoi/h,ἀπιστέω,verb,a)/ndra,ἀνήρ,noun,grammatiko\n,γραμματικός,adjective,e)k,ἐκ,preposition,τις,pronoun,tou/twn,οὗτος,pronoun,a)nale/gesqai,ἀναλέγω,verb,pole/mous,πόλεμος,noun,mega/lous,μέγας,adverb,oi(\,ἕ,pronoun,toi=s,ὁ,article,pa/lai,πάλαι,adverb,sune/tuxon,συντυγχάνω,verb,kai\,καί,conjunction,kti/seis,κτίσις,adjective,po/lewn,πόλις,adjective,pra/ceis,πρᾶξις,adjective,te,τε,particle,kai\,καί,conjunction,paqh/mata,πάθημα,noun,basile/wn,βασίλη,noun,ei)=ta,εἶτα,adverb,fai/h,φημί,verb,fwnh\n,φωνή,noun,h)\,ἠέ,conjunction,o(/moio/n,ὅμοιος,adjective,ti,τις,pronoun,mhnu/ein,μηνύω,verb,kai\,καί,conjunction,katale/gein,καταλέγω,verb,e)kei/nw|,ἐκεῖνος,pronoun,tw=n,ὁ,article,i(storikw=n,ἱστορικός,adjective,tou/twn,οὗτος,pronoun,e(/kaston,ἕκαστος,adjective,h(du\s,ἡδύς,adjective,a)/n,ἄν,particle,w)=,ὦ,interjection,fi/le,φίλος,adjective,ge/lws,γέλως,noun,soi,σύ,pronoun,tou=,ὁ,article,a)nqrw/pou,ἄνθρωπος,noun,th=s,ὁ,article,a)peiri/as,ἀπειρία,noun,e)pe/lqoi,ἐπέρχομαι,verb,ou(/tw,οὕτως,adverb,sko/pei,σκοπάω,verb,mh\,μή,conjunction,kai\,καί,conjunction,h(mei=s,ἐγώ,pronoun,tw=n,ὁ,article,mantikw=n,μαντικός,adjective,e(ka/stou,ἕκαστος,adjective,th\n,ὁ,article,du/namin,δύναμις,adjective,a)gnoou=ntes,ἀγνοέω,verb,h(=|,ὅς,pronoun,sumba/llei,συμβάλλω,verb,pro\s,πρός,preposition,to\,ὁ,article,me/llon,μέλλω,verb,eu)h/qws,εὐήθης,adjective,a)ganaktw=men,ἀγανακτέω,verb,ei),εἰ,conjunction,nou=n,νόος,adjective,e)/xwn,ἔχω,verb,a)/nqrwpos,ἄνθρωπος,noun,e)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,a)pofai/netai/,ἀποφαίνω,verb,ti,τις,pronoun,peri\,περί,preposition,tw=n,ὁ,article,a)dh/lwn,ἄδηλος,adjective,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,fa/skwn,φάσκω,verb,au)to\s,αὐτός,pronoun,ou),οὐ,adverb,ptarmo\n,πταρμός,noun,ou)de\,οὐδέ,particle,fwnh\n,φωνή,noun,a)lla\,ἀλλά,adverb,daimo/nion,δαιμόνιον,noun,au)tw=|,αὐτός,pronoun,tw=n,ὁ,article,pra/cewn,πρᾶξις,adjective,u(fhgei=sqai,ὑφηγέομαι,verb
me/teimi,μέτειμι,verb,ga\r,γάρ,particle,h)/dh,ἤδη,adverb,pro\s,se/,σύ,pronoun,w)=,ὦ,interjection,*polu/mni,,,qauma/zonta,θαυμάζω,verb,*swkra/tous,Σωκράτης,proper,a)ndro\s,ἀνήρ,noun,a)tufi/a|,ἀτυφία,noun,kai\,καί,conjunction,a)felei/a|,ἀφέλεια,noun,ma/lista,μάλιστα,adverb,dh\,δή,particle,filosofi/an,φιλοσοφία,noun,e)canqrwpi/santos,ἐξανθρωπίζω,verb,ei),εἰ,conjunction,πρός,preposition,mh\,μή,conjunction,ptarmo\n,πταρμός,noun,mhde\,μηδέ,particle,klhdo/na,κληδών,noun,to\,ὁ,article,shmei=on,σημεῖον,noun,a)lla\,ἀλλά,adverb,tragikw=s,τραγικός,adjective,pa/nu,πάνυ,adverb,to\,ὁ,article,daimo/nion,δαιμόνιον,noun,w)no/mazen,ὀνομάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,ga\r,γάρ,particle,a)\n,ἄν,particle,tou)nanti/on,e)qau/mazon,θαυμάζω,verb,a)ndro\s,ἀνήρ,noun,a)/krou,ἄκρον,noun,diale/gesqai,διαλέγω,verb,kai\,καί,conjunction,kratei=n,κρατέω,verb,o)noma/twn,ὄνομα,adjective,w(/sper,ὥσπερ,adverb,*swkra/ths,Σωκράτης,proper,ei),εἰ,conjunction,mh\,μή,conjunction,to\,ὁ,article,daimo/nion,δαιμόνιον,noun,a)lla\,ἀλλά,adverb,ἐναντίος,adjective,to\n,ὁ,article,ptarmo\n,πταρμός,noun,au(tw=|,ἑαυτοῦ,pronoun,shmai/nein,σημαίνω,verb,e)/legen,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,ei)/,εἰ,conjunction,tis,τις,pronoun,u(po\,tou=,ὁ,article,be/lous,βέλος,noun,fai/h,φημί,verb,tetrw=sqai,τιτρώσκω,verb,mh\,μή,conjunction,tw=|,ὁ,article,be/lei,βέλος,noun,u(po\,ὑπό,preposition,tou=,ὁ,article,balo/ntos,βάλλω,verb,memetrh=sqai,μετρέω,verb,d',δέ,particle,au)=,αὖ,interjection,to\,ὁ,article,ὑπό,preposition,ba/ros,βάρος,noun,u(po\,ὑπό,preposition,tou=,ὁ,article,zugou=,ζυγόν,noun,mh\,μή,conjunction,tw=|,ὁ,article,zugw=|,ζυγόν,noun,u(po\,ὑπό,preposition,tou=,ὁ,article,i(sta/ntos,ἵστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,tou=,ὁ,article,o)rga/nou,to\,ὁ,article,e)/rgon,ἔργον,noun,a)ll',ἀλλά,adverb,ou(=,ἕ,pronoun,kai\,καί,conjunction,to\,ὁ,article,o)/rganon,ὄργανον,noun,w(=|,ὅς,pronoun,xrh=tai,χράομαι,verb,pro\s,πρός,preposition,to\,ὁ,article,e)/rgon,ἔργον,noun,,,,,,,ὄργανον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/rganon,ὄργανον,noun,de/,δέ,particle,ti,τις,pronoun,kai\,to\,ὁ,article,shmei=on,σημεῖον,noun,w(=|,ὅς,pronoun,xrh=tai,χράομαι,verb,to\,ὁ,article,shmai=non,σημαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(/per,ὅσπερ,adjective,ei)=pon,εἶπον,verb,ei)/,ti,τις,pronoun,*simmi/as,Σιμμίας,proper,e)/xoi,ἔχω,verb,le/gein,λέγω,verb,a)kouste/on,ἀκουστέον,adjective,w(s,ὡς,conjunction,ei)do/tos,οἶδα,verb,a)kribe/steron,ἀκριβής,adjective,,,,,,,,,,,,,,,,,,,εἰ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,*qeo/kritos,Θεόκριτος,proper,pro/tero/n,g',γε,particle,e)/fh,φημί,verb,tou\s,ὁ,article,ei)sio/ntas,εἴσειμι,verb,oi(/tine/s,ὅστις,pronoun,ei)sin,εἰμί,verb,a)poskeyame/nois,ἀποσκέπτομαι,verb,ma=llon,μᾶλλον,adverb,de\,δέ,particle,to\n,ὁ,article,ce/non,ξένος,noun,o(\n,ὅς,pronoun,e)/oiken,ἔοικα,verb,h(mi=n,ἐγώ,pronoun,πρότερος,adjective,*)epameinw/ndas,Ἐπαμεινώνδης,proper,o(di\,ὅδε,pronoun,komi/zein,κομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)poble/yantes,ἀποβλέπω,verb,ou)=n,οὖν,particle,pro\s,πρός,preposition,ta\s,qu/ras,θύρα,noun,e(wrw=men,ὁράω,verb,h(gou/menon,ἡγέομαι,verb,me\n,μέν,particle,to\n,ὁ,article,*)epameinw/ndan,Ἐπαμεινώνδης,proper,kai\,καί,conjunction,sunestw/twn,συνίστημι,verb,fi/lwn,φίλος,adjective,*)ismhno/dwron,,,kai\,καί,conjunction,*bakxuli/dan,Βακχυλίδης,proper,kai\,καί,conjunction,*me/lisson,Μέλισσος,proper,ὁ,article,to\n,ὁ,article,au)lhth/n,αὐλητής,noun,e(po/menon,ἕπομαι,verb,de\,δέ,particle,to\n,ὁ,article,ce/non,ξένος,noun,ou)k,οὐ,adverb,a)gennh=,ἀγεννής,adverb,to\,ὁ,article,ei)=dos,εἶδος,noun,a)lla\,ἀλλά,adverb,prao/thta,πραότης,noun,kai\,καί,conjunction,filofrosu/nhn,φιλοφροσύνη,noun,tou=,ὁ,article,h)/qous,ἦθος,adjective,u(pofai/nonta,ὑποφαίνω,verb,kai\,καί,conjunction,semnw=s,σεμνός,adjective,a)mpexo/menon,ἀμπέχω,verb,to\,ὁ,article,sw=ma,σῶμα,adjective,kaqi/santos,καθίζω,verb,ou)=n,οὖν,particle,e)kei/nou,ἐκεῖνος,pronoun,me\n,μέν,particle,au)tou=,αὐτός,pronoun,para\,παρά,preposition,to\n,ὁ,article,*simmi/an,Σιμμίας,proper,tou=,ὁ,article,d',δέ,particle,a)delfou=,ἀδελφός,adjective,par',παρά,preposition,e)me\,ἐγώ,pronoun,tw=n,ὁ,article,d',δέ,particle,a)/llwn,ἄλλος,adjective,w(s,ὡς,conjunction,e(/kastos,ἕκαστος,adjective,e)/tuxe,τυγχάνω,verb,kai\,καί,conjunction,genome/nhs,γίγνομαι,verb,siwph=s,σιωπή,noun,o(,ὁ,article,*simmi/as,Σιμμίας,proper,to\n,ὁ,article,a)delfo\n,ἀδελφός,adjective,h(mw=n,ἐγώ,pronoun,kale/sas,καλέω,verb,ei)=en,εἰμί,verb,ei)=pen,εἶπον,verb,w)=,ὦ,interjection,*)epameinw/nda,Ἐπαμεινώνδης,proper,ti/na,τίς,pronoun,xrh\,χρή,verb,to\n,ὁ,article,ce/non,ξένος,noun,kai\,καί,conjunction,pw=s,πῶς,adverb,kai\,καί,conjunction,po/qen,πόθεν,adverb,prosagoreu/ein,προσαγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
