word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS
dw/sei,δίδωμι,verb,ga\r,γάρ,particle,ei)selqo/nti,εἰσέρχομαι,verb,mantei=on,μαντεῖον,noun,to/de,ὅδε,pronoun,*cou/qw|,Ξοῦθος,proper,to\n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,pai=da,παῖς,adjective,kai\,καί,conjunction,pefuke/nai,φύω,verb,kei/nou,ἐκεῖνος,pronoun,sfe,σφεῖς,pronoun,fh/sei,φημί,verb,mhtro\s,μήτηρ,noun,w(s,ὡς,conjunction,e)lqw\n,ἔρχομαι,verb,do/mous,δόμος,noun,gnwsqh=|,γιγνώσκω,verb,*kreou/sh|,Κρεούσα,proper,kai\,καί,conjunction,ga/moi,γάμος,adjective,te,τε,particle,*loci/ou,Λοξίας,proper,kruptoi\,κρυπτός,adjective,ge/nwntai,γίγνομαι,verb,pai=s,πᾶς,adjective,t',τε,particle,e)/xh|,ἔχω,verb,ta\,ὁ,article,pro/sfora,πρόσφορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/iwna,Ἴων,proper,d',δέ,particle,au)to/n,αὐτός,pronoun,kti/stor',κτίστωρ,noun,*)asia/dos,Ἄσιας,proper,xqono/s,χθών,noun,o)/noma,ὄνομα,adjective,keklh=sqai,καλέω,verb,qh/setai,τίθημι,verb,kaq',κατά,preposition,*(ella/da,Ἑλλάς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)s,εἰς,preposition,dafnw/dh,δαφνώδης,adjective,gu/ala,γύαλον,adjective,bh/somai,βαίνω,verb,ta/de,ὅδε,pronoun,to\,ὁ,article,kranqe\n,κραίνω,verb,w(s,ὡς,conjunction,a)\n,ἄν,particle,e)kma/qw,ἐκμανθάνω,verb,paido\s,παῖς,adjective,pe/ri,περί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rw=,ὁράω,verb,ga\r,γάρ,particle,e)kbai/nonta,ἐκβαίνω,verb,*loci/ou,Λοξίας,proper,go/non,γόνος,noun,to/nd',ὅδε,pronoun,w(s,ὡς,conjunction,pro\,πρό,preposition,naou=,ναός,noun,lampra\,λαμπρός,adjective,qh=|,θάομαι,verb,pulw/mata,πύλωμα,adjective,da/fnhs,δάφνη,noun,kla/doisin,κλάδος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/noma,ὄνομα,adjective,d',δέ,particle,ou(=,ἕ,pronoun,me/llei,μέλλω,verb,tuxei=n,τυγχάνω,verb,*)/iwn',Ἴων,proper,e)gw/,ἐγώ,pronoun,nin,νιν,pronoun,prw=tos,πρότερος,adjective,o)noma/zw,ὀνομάζω,verb,qew=n,θέα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/rmata,ἅρμα,noun,me\n,μέν,particle,ta/de,ὅδε,pronoun,lampra\,λαμπρός,adjective,teqri/ppwn,τέθριππος,adjective,*(/hlios,Ἥλιος,proper,h)/dh,ἤδη,adverb,la/mpei,λάμπω,verb,kata\,κατά,preposition,gh=n,γῆ,noun,a)/stra,ἄστρον,noun,de\,δέ,particle,feu/gei,φεύγω,verb,puri\,πῦρ,noun,tw=|d',ὅδε,pronoun,ai)qe/ros,αἰθήρ,noun,e)s,εἰς,preposition,nu/xq',νύξ,adjective,i(era/n,ἱερά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*parnhsia/des,,,d',δέ,particle,a)/batoi,ἄβατος,adjective,korufai\,κορυφή,noun,katalampo/menai,καταλάμπω,verb,th\n,ὁ,article,h(meri/an,ἡμερία,noun,a(yi=da,ἁψίς,noun,brotoi=si,βροτός,noun,de/xontai,δέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smu/rnhs,σμύρνα,noun,d',δέ,particle,a)nu/drou,ἄνυδρος,adjective,kapno\s,καπνός,noun,ei)s,εἰς,preposition,o)ro/fous,ὄροφος,noun,*foi/bou,Φοῖβος,proper,pe/tatai,πέτομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qa/ssei,θάσσω,verb,de\,δέ,particle,gunh\,γυνή,noun,tri/poda,τρίπους,adjective,za/qeon,ζάθεος,adjective,*delfi/s,Δελφικός,adjective,a)ei/dous',ἀείδω,verb,*(/ellhsi,Ἕλλην,proper,boa/s,βοή,noun,a(\s,ὅς,pronoun,a)\n,ἄν,particle,*)apo/llwn,Ἀπόλλων,proper,keladh/sh|,κελαδέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w)=,ὦ,interjection,*foi/bou,Φοῖβος,proper,*delfoi\,Δελφοί,proper,qe/rapes,θέραψ,noun,ta\s,ὁ,article,*kastali/as,Κασταλία,proper,a)rguroeidei=s,ἀργυροειδής,adjective,bai/nete,βαίνω,verb,di/nas,δίνη,noun,kaqarai=s,καθαρός,adjective,de\,δέ,particle,dro/sois,δρόσος,noun,a)fudrana/menoi,ἀφυδραίνω,verb,stei/xete,στείχω,verb,naou/s,ναός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sto/ma,στόμα,noun,t',τε,particle,eu)/fhmon,εὔφημος,adjective,frourei=n,φρουρέω,verb,a)gaqo/n,ἀγαθός,adjective,fh/mas,φήμη,noun,t',τε,particle,a)gaqa\s,ἀγαθός,adjective,toi=s,ὁ,article,e)qe/lousin,ἐθέλω,verb,manteu/esqai,μαντεύομαι,verb,glw/sshs,γλῶσσα,noun,i)di/as,ἴδιος,adjective,a)pofai/nein,ἀποφαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,de/,δέ,particle,po/nous,πόνος,noun,ou(\s,ὅς,pronoun,e)k,ἐκ,preposition,paido\s,παῖς,adjective,moxqou=men,μοχθέω,verb,a)ei/,ἀεί,adverb,pto/rqoisi,πτόρθος,noun,da/fnhs,δάφνη,noun,ste/fesi/n,στέφος,noun,q',τε,particle,i(eroi=s,ἱερός,adjective,e)so/dous,ἔσοδος,noun,*foi/bou,Φοῖβος,proper,kaqara\s,καθαρός,adjective,qh/somen,τίθημι,verb,u(grai=s,ὑγρός,adjective,te,τε,particle,pe/don,πέδον,noun,r(ani/sin,ῥανίς,noun,notero/n,νοτερός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pthnw=n,πτηνός,adjective,t',τε,particle,a)ge/las,ἀγέλη,noun,ai(\,ὅς,pronoun,bla/ptousin,βλάπτω,verb,se/mn',σεμνός,adjective,a)naqh/mata,ἀνάθημα,noun,to/coisin,τόξον,noun,e)moi=s,ἐμός,adjective,fuga/das,φυγάς,noun,qh/somen,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ga\r,γάρ,particle,a)mh/twr,ἀμήτωρ,adjective,a)pa/twr,ἀπάτωρ,noun,te,τε,particle,gegw\s,γίγνομαι,verb,tou\s,ὁ,article,qre/yantas,τρέφω,verb,*foi/bou,Φοῖβος,proper,naou\s,ναός,noun,qerapeu/w,θεραπεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/g',ἄγε,adverb,w)=,ὦ,interjection,nehqale\s,νεηθαλής,adjective,w)=,ὦ,interjection,kalli/stas,καλός,noun,propo/leuma,προπόλευμα,noun,da/fnas,δάφνη,noun,a(\,ὅς,pronoun,ta\n,ὁ,article,*foi/bou,Φοῖβος,proper,qume/lan,θυμέλη,noun,sai/reis,σαίρω,verb,u(po\,ὑπό,preposition,naoi=s,ναός,noun,kh/pwn,κῆπος,noun,e)c,ἐκ,preposition,a)qana/twn,ἀθάνατος,adjective,i(/na,ἵνα,conjunction,dro/soi,δρόσος,noun,te/ggous',τέγγω,verb,i(erai/,ἱερά,noun,r(oa\n,ῥοή,noun,a)e/naon,ἀέναος,adjective,paga=n,πηγή,noun,e)kproi+ei=sai,ἐκπροίημι,verb,mursi/nas,μυρσίνη,noun,i(era\n,ἱερός,adjective,fo/ban,φόβη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(=|,ὅς,pronoun,sai/rw,σαίρω,verb,da/pedon,δάπεδον,noun,qeou=,θεός,noun,paname/rios,πανημέριος,adjective,a(/m',ἅμα,adverb,a(li/ou,ἥλιος,noun,pte/rugi,πτέρυξ,adjective,qoa=|,θοός,adjective,latreu/wn,λατρεύω,verb,to\,ὁ,article,kat',κατά,preposition,h)=mar,ἦμαρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,*paia\n,Παιάν,proper,w)=,ὦ,interjection,*paia/n,Παιάν,proper,eu)ai/wn,εὐαίων,noun,eu)ai/wn,εὐαίων,noun,ei)/hs,ἀίω,verb,w)=,ὦ,interjection,*latou=s,Λητώ,proper,pai=,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalo/n,καλός,noun,ge,γε,particle,to\n,ὁ,article,po/non,πόνος,noun,w)=,ὦ,interjection,*foi=be,Φοῖβος,proper,soi\,σύ,pronoun,pro\,πρό,preposition,do/mwn,δόμος,noun,latreu/w,λατρεύω,verb,timw=n,τιμάω,verb,mantei=on,μαντεῖον,noun,e(/dran,ἕδρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kleino\s,κλεινός,adjective,d',δέ,particle,o(,ὁ,article,po/nos,πόνος,noun,moi,ἐγώ,pronoun,qeoi=sin,θεός,noun,dou/lan,δούλη,noun,xe/r',χείρ,noun,e)/xein,ἔχω,verb,ou),οὐ,adverb,qnatoi=s,θνητός,adjective,a)ll',ἀλλά,adverb,a)qana/tois,ἀθάνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)fa/mous,εὔφημος,adjective,de\,δέ,particle,po/nous,πόνος,noun,moxqei=n,μοχθέω,verb,ou)k,οὐ,adverb,a)poka/mnw,ἀποκάμνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*foi=bo/s,Φοῖβος,proper,moi,ἐγώ,pronoun,gene/twr,γενέτης,noun,path/r,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,bo/skonta,βόσκω,verb,ga\r,γάρ,particle,eu)logw=,εὐλογέω,verb,to\,ὁ,article,d',δέ,particle,w)fe/limon,ὠφέλιμος,adjective,e)moi\,ἐγώ,pronoun,pate/ros,πατήρ,noun,o)/noma,ὄνομα,adjective,le/gw,λέγω,verb,*foi/bou,Φοῖβος,proper,tou=,ὁ,article,kata\,κατά,preposition,nao/n,ναός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,*paia\n,Παιάν,proper,w)=,ὦ,interjection,*paia/n,Παιάν,proper,eu)ai/wn,εὐαίων,noun,eu)ai/wn,εὐαίων,noun,ei)/hs,ἀίω,verb,w)=,ὦ,interjection,*latou=s,Λητώ,proper,pai=,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)kpau/sw,ἐκπαύω,verb,ga\r,γάρ,particle,mo/xqous,μόχθος,noun,da/fnas,δάφνη,noun,o(lkoi=s,ὁλκός,noun,xruse/wn,χρύσεος,adjective,d',δέ,particle,e)k,ἐκ,preposition,teuxe/wn,τεῦχος,noun,r(i/yw,ῥίπτω,verb,*gai/as,Γαῖα,proper,paga/n,πηγή,noun,a(\n,ὅς,pronoun,a)poxeu/ontai,ἀποχέω,verb,*kastali/as,Κασταλία,proper,di=nai,δίνη,noun,notero\n,νοτερός,adjective,u(/dwr,ὕδωρ,noun,ba/llwn,βάλλω,verb,o(/sios,ὅσιος,adjective,a)p',ἀπό,preposition,eu)na=s,εὐνή,noun,w)/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/q',εἴθε,interjection,ou(/tws,οὕτως,adverb,ai)ei\,ἀεί,adverb,*foi/bw|,Φοῖβος,proper,latreu/wn,λατρεύω,verb,mh\,μή,conjunction,pausai/man,παύω,verb,h)\,ἠέ,conjunction,pausai/man,παύω,verb,a)gaqa=|,,,moi/ra|,μοῖρα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/a,ἔα,interjection,e)/a,ἔα,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foitw=s',φοιτάω,verb,h)/dh,ἤδη,adverb,lei/pousi/n,λείπω,verb,te,τε,particle,ptanoi\,πτηνός,adjective,*parnasou=,Παρνασός,proper,koi/tas,κοίτη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)dw=,αὐδάομαι,verb,mh\,μή,conjunction,xri/mptein,χρίμπτω,verb,qrigkoi=s,θριγκός,noun,mhd',μηδέ,particle,e)s,εἰς,preposition,xrush/reis,χρυσήρης,adjective,oi)/kous,οἶκος,noun,ma/ryw,μάρπτω,verb,s',σύ,pronoun,au)=,αὖ,interjection,to/cois,τόξον,noun,w)=,ὦ,interjection,*zhno\s,Ζεύς,proper,kh=ruc,κῆρυξ,noun,o)rni/qwn,ὄρνις,noun,gamfhlai=s,γαμφηλαί,noun,i)sxu\n,ἰσχύς,noun,nikw=n,νικάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/de,ὅδε,pronoun,pro\s,πρός,preposition,qume/las,θυμέλη,noun,a)/llos,ἄλλος,adjective,e)re/ssei,ἐρέσσω,verb,ku/knos,κύκνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,a)/lla|,ἄλλος,adjective,foinikofah=,φοινικοφαής,adjective,po/da,πούς,noun,kinh/seis,κίνησις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de/n,οὐδείς,pronoun,s',σύ,pronoun,a(,ὁ,article,fo/rmigc,φόρμιγξ,noun,a(,ὁ,article,*foi/bou,Φοῖβος,proper,su/mmolpos,σύμμολπος,adjective,to/cwn,τόξον,noun,r(u/sait',ῥύομαι,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/rage,παράγω,verb,pte/rugas,πτέρυξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
li/mnas,λίμνη,noun,e)pi/ba,ἐπιβαίνω,verb,ta=s,ὁ,article,*dhlia/dos,Δηλιάς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(ma/ceis,αἵμαξις,noun,ei),εἰ,conjunction,mh\,μή,conjunction,pei/sh|,πάσχω,verb,ta\s,ὁ,article,kallifqo/ggous,καλλίφθογγος,adjective,w)|da/s,ἀοιδός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/a,ἔα,interjection,e)/a,ἔα,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
