word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/10/lemma/@_entry,word/10/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS
meta\,μετά,preposition,de\,δέ,particle,tau=ta,οὗτος,pronoun,e)nauma/xhsan,ναυμαχέω,verb,xro/non,χρόνος,noun,polu/n,πολύς,adjective,prw=ton,πρότερος,adjective,me\n,μέν,particle,a(qro/ai,ἀθρόος,adjective,e)/peita,ἔπειτα,adverb,de\,dieskedasme/nai,διασκεδάννυμι,verb,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,*kallikrati/das,Καλλικρατίδης,proper,te,τε,particle,e)mbalou/shs,ἐμβάλλω,verb,th=s,ὁ,article,new\s,ναός,noun,a)popesw\n,ἀποπίπτω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,qa/lattan,h)fani/sqh,ἀφανίζω,verb,*prwto/maxo/s,Πρωτόμαχος,proper,te,τε,particle,θάλασσα,noun,kai\,καί,conjunction,oi(,ὁ,article,met',μετά,preposition,au)tou=,αὐτός,pronoun,tw=|,ὁ,article,deciw=|,δεξιός,adjective,to\,ὁ,article,eu)w/numon,εὐώνυμος,adjective,e)ni/khsan,νικάω,verb,e)nteu=qen,ἐντεῦθεν,adverb,fugh\,φυγή,noun,tw=n,ὁ,article,*peloponnhsi/wn,Πελοποννήσιοι,proper,e)ge/neto,γίγνομαι,verb,ei)s,εἰς,preposition,*xi/on,Χίος,proper,plei/stwn,πλεῖστος,adjective,de\,δέ,particle,kai\,καί,conjunction,ei)s,εἰς,preposition,*fw/kaian,Φώκαια,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,*)aqhnai=oi,Ἀθηναῖος,proper,pa/lin,πάλιν,adverb,ei)s,εἰς,preposition,ta\s,ὁ,article,*)arginou/sas,Ἀργίνουσαι,proper,kate/pleusan,καταπλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pw/lonto,ἀπόλλυμι,verb,de\,δέ,particle,tw=n,ὁ,article,me\n,μέν,particle,*)aqhnai/wn,Ἀθήναια,proper,nh=es,ναῦς,noun,pe/nte,πέντε,adverb,kai\,καί,conjunction,ei)/kosin,εἴκοσι,verb,au)toi=s,αὐτός,pronoun,a)ndra/sin,e)kto\s,ἐκτός,adverb,o)li/gwn,ὀλίγος,adjective,tw=n,ὁ,article,ἀνήρ,noun,pro\s,πρός,preposition,th\n,ὁ,article,gh=n,γῆ,noun,prosenexqe/ntwn,προσφέρω,verb,tw=n,ὁ,article,de\,δέ,particle,*peloponnhsi/wn,Πελοποννήσιοι,proper,*lakwnikai\,Λακωνικός,adjective,me\n,μέν,particle,e)nne/a,ἐννέα,verb,pasw=n,πᾶς,adjective,ou)sw=n,εἰμί,verb,de/ka,δέκα,verb,tw=n,ὁ,article,d',δέ,particle,a)/llwn,ἄλλος,adjective,summa/xwn,σύμμαχος,adjective,plei/ous,πλέως,adjective,h)\,ἠέ,conjunction,e(ch/konta,ἑξήκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/doce,δοκέω,verb,de\,δέ,particle,kai\,καί,conjunction,toi=s,ὁ,article,tw=n,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,strathgoi=s,στρατηγός,noun,e(pta\,ἑπτά,noun,me\n,μέν,particle,kai\,καί,conjunction,tettara/konta,nausi\,ναῦς,noun,*qhrame/nhn,Θηραμένης,proper,te,τε,particle,τεσσαράκοντα,adjective,kai\,καί,conjunction,*qrasu/boulon,Θρασυβούλος,proper,trihra/rxous,τριήραρχος,noun,o)/ntas,εἰμί,verb,kai\,καί,conjunction,tw=n,ὁ,article,tacia/rxwn,ταξίαρχος,noun,tina\s,τις,pronoun,plei=n,πλέω,verb,e)pi\,ἐπί,preposition,ta\s,ὁ,article,katadedukui/as,καταδύω,verb,nau=s,ναῦς,noun,kai\,καί,conjunction,tou\s,ὁ,article,e)p',ἐπί,preposition,au)tw=n,αὐτός,pronoun,a)nqrw/pous,ἄνθρωπος,noun,tai=s,ὁ,article,de\,δέ,particle,a)/llais,ἄλλος,adjective,e)pi\,ἐπί,preposition,ta\s,ὁ,article,met',μετά,preposition,*)eteoni/kou,Ἐτεόνικος,proper,th=|,ὁ,article,*mutilh/nh|,Μυτιλήνη,proper,e)formou/sas,ἐφορμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,de\,δέ,particle,boulome/nous,βούλομαι,verb,poiei=n,ποιέω,verb,a)/nemos,ἄνεμος,noun,kai\,καί,conjunction,xeimw\n,χειμών,noun,diekw/lusen,διακωλύω,verb,au)tou\s,αὐτός,pronoun,me/gas,μέγας,adverb,geno/menos,,,,,,,,,,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropai=on,τροπαῖος,adjective,de\,δέ,particle,sth/santes,ἵστημι,verb,au)tou=,αὐτός,pronoun,hu)li/zonto,αὐλίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,d',δέ,particle,*)eteoni/kw|,Ἐτεόνικος,proper,o(,ὁ,article,u(phretiko\s,ὑπηρετικός,adjective,ke/lhs,κέλης,noun,pa/nta,πᾶς,adjective,e)ch/ggeile,ἐξαγγέλλω,verb,ta\,ὁ,article,peri\,περί,preposition,th\n,naumaxi/an,ναυμαχία,noun,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,au)to\n,αὐτός,pronoun,pa/lin,πάλιν,adverb,e)ce/pemyen,ἐκπέμπω,verb,ei)pw\n,εἶπον,verb,toi=s,ὁ,article,e)nou=si,ἔνειμι,verb,siwph=|,σιωπή,noun,e)kplei=n,ἐκπλέω,verb,kai\,mhdeni\,μηδείς,pronoun,diale/gesqai,διαλέγω,verb,paraxrh=ma,παραχρῆμα,adverb,καί,conjunction,de\,δέ,particle,au)=qis,αὖθις,adverb,plei=n,πλέω,verb,ei)s,εἰς,preposition,to\,ὁ,article,e(autw=n,ἑαυτοῦ,pronoun,strato/pedon,στρατόπεδον,noun,e)stefanwme/nous,στεφανόω,verb,kai\,καί,conjunction,bow=ntas,βοάω,verb,o(/ti,ὅστις,pronoun,*kallikrati/das,Καλλικρατίδης,proper,neni/khke,νικάω,verb,naumaxw=n,ναυμαχέω,verb,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,ai(,ὁ,article,tw=n,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,nh=es,ναῦς,noun,a)polw/lasin,ἀπόλλυμι,verb,a(/pasai,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,oi(,ἕ,pronoun,me\n,μέν,particle,tou=t',οὗτος,pronoun,e)poi/oun,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,d',δέ,particle,e)peidh\,ἐπεί,conjunction,e)kei=noi,ἐκεῖνος,pronoun,kate/pleon,καταπλέω,verb,e)/que,θύω,verb,ta\,ὁ,article,eu)agge/lia,εὐαγγέλιον,noun,kai\,καί,conjunction,toi=s,ὁ,article,stratiw/tais,parh/ggeile,παραγγέλλω,verb,deipnopoiei=sqai,δειπνοποιέω,verb,kai\,καί,conjunction,στρατιώτης,adjective,toi=s,ὁ,article,e)mpo/rois,ἔμπορος,adjective,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,siwph=|,σιωπή,noun,e)nqeme/nous,ἐντίθημι,verb,ei)s,εἰς,preposition,ta\,ὁ,article,ploi=a,πλοῖον,noun,a)poplei=n,ἀποπλέω,verb,ei)s,εἰς,preposition,*xi/on,Χίος,proper,h)=n,εἰμί,verb,de\,δέ,particle,to\,ὁ,article,pneu=ma,πνεῦμα,noun,ou)/rion),οὐρέω,verb,kai\,καί,conjunction,ta\s,ὁ,article,trih/reis,τριήρης,noun,th\n,ὁ,article,taxi/sthn,τάχιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,de\,δέ,particle,to\,ὁ,article,pezo\n,πεζός,adjective,a)ph=gen,ἀπάγω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,*mh/qumnan,Μήθυμνα,proper,to\,ὁ,article,strato/pedon,στρατόπεδον,noun,e)mprh/sas,,,,,,,,,,ἐμπίμπρημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ko/nwn,Κόνων,proper,de\,δέ,particle,kaqelku/sas,καθέλκω,verb,ta\s,ὁ,article,nau=s,ναῦς,noun,e)pei\,ἐπεί,conjunction,oi(/,ἕ,pronoun,te,τε,particle,pole/mioi,πολέμιος,adjective,a)pededra/kesan,ἀποδιδράσκω,verb,kai\,o(,ὁ,article,a)/nemos,ἄνεμος,noun,eu)diai/teros,εὔδιος,adjective,καί,conjunction,h)=n,εἰμί,verb,a)panth/sas,ἀπαντάω,verb,toi=s,ὁ,article,*)aqhnai/ois,Ἀθήναια,proper,h)/dh,ἤδη,adverb,a)nhgme/nois,ἀνάγω,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,*)arginousw=n,Ἀργίνουσαι,proper,e)/frase,φράζω,verb,ta\,ὁ,article,peri\,περί,preposition,tou=,ὁ,article,*)eteoni/kou,Ἐτεόνικος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,*)aqhnai=oi,Ἀθηναῖος,proper,kate/pleusan,καταπλέω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,*mutilh/nhn,Μυτιλήνη,proper,e)kei=qen,ἐκεῖθεν,adverb,d',δέ,particle,e)panh/xqhsan,ἐπανάγω,verb,ei)s,th\n,ὁ,article,*xi/on,Χίος,proper,kai\,καί,conjunction,εἰς,preposition,ou)de\n,οὐδείς,pronoun,diapraca/menoi,διαπράσσω,verb,a)pe/pleusan,ἀποπλέω,verb,e)pi\,ἐπί,preposition,*sa/mou,Σάμος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,e)n,ἐν,preposition,oi)/kw|,οἶκος,noun,tou/tous,οὗτος,pronoun,me\n,μέν,particle,tou\s,ὁ,article,strathgou\s,στρατηγός,noun,e)/pausan,ἐπαύω,verb,plh\n,πλήν,preposition,*ko/nwnos,,,,,,,,,,Κόνων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,de\,δέ,particle,tou/tw|,οὗτος,pronoun,ei(/lonto,αἱρέω,verb,*)adei/manton,Ἀδείμαντος,proper,kai\,καί,conjunction,tri/ton,τρίτος,adjective,*filokle/a,Φιλοκλέης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,naumaxhsa/ntwn,ναυμαχέω,verb,strathgw=n,στρατηγός,noun,*prwto/maxos,Πρωτόμαχος,proper,me\n,μέν,particle,kai\,καί,conjunction,*)aristoge/nhs,Ἀριστογένης,proper,ou)k,οὐ,adverb,a)ph=lqon,ἀπέρχομαι,verb,ei)s,*)aqh/nas,Ἀθήνευς,proper,tw=n,ὁ,article,de\,δέ,particle,εἰς,preposition,e(\c,ἕξ,adjective,katapleusa/ntwn,καταπλέω,verb,*perikle/ous,Περικλέης,proper,kai\,καί,conjunction,*diome/dontos,,,kai\,καί,conjunction,*lusi/ou,Λυσίας,proper,kai\,καί,conjunction,*)aristokra/tous,Ἀριστοκράτης,proper,kai\,καί,conjunction,*qrasu/llou,Θράσυλλος,proper,kai\,καί,conjunction,*)erasini/dou,Ἐρασινίδης,proper,*)arxe/dhmos,Ἀρχέδημος,proper,o(,ὁ,article,tou=,ὁ,article,dh/mou,δῆμος,noun,to/te,τότε,adverb,proesthkw\s,προίστημι,verb,e)n,ἐν,preposition,*)aqh/nais,Ἀθήνη,proper,kai\,καί,conjunction,th=s,ὁ,article,diwbeli/as,διωβελία,noun,e)pimelo/menos,ἐπιμελέομαι,verb,*)erasini/dh|,Ἐρασινίδης,proper,e)pibolh\n,ἐπιβολή,noun,e)pibalw\n,ἐπιβάλλω,verb,kathgo/rei,κατηγορέω,verb,e)n,ἐν,preposition,dikasthri/w|,δικαστήριον,noun,fa/skwn,φάσκω,verb,e)c,ἐκ,preposition,*(ellhspo/ntou,Ἑλλήσποντος,proper,au)to\n,αὐτός,pronoun,e)/xein,ἔχω,verb,xrh/mata,χρῆμα,adjective,o)/nta,εἰμί,verb,tou=,ὁ,article,dh/mou,δῆμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kathgo/rei,κατηγορέω,verb,de\,δέ,particle,kai\,καί,conjunction,peri\,περί,preposition,th=s,ὁ,article,strathgi/as,στρατηγία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
