word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS
ei)=ta,εἶτα,adverb,para\,παρά,preposition,tou/tou,οὗτος,pronoun,o(,h(me/teros,ἡμέτερος,adjective,qei=os,θεῖος,noun,h)ci/wsen,ἀξιόω,verb,a)\n,e)gguh/sasqai,ἐγγυάω,verb,th\n,ὁ,article,a)delfh/n,ἀδελφή,noun,o(\s,ὅς,pronoun,au)to\s,αὐτός,pronoun,ceni/as,ξενία,noun,feu/gwn,φεύγω,verb,u(po\,ὑπό,preposition,e(no\s,εἷς,adjective,tw=n,ὁ,article,frato/rwn,φράτηρ,noun,w(=n,ὅς,pronoun,fhsin,φημί,verb,au(tou=,ἑαυτοῦ,pronoun,ei)=nai,εἰμί,verb,para\,παρά,preposition,te/ttaras,τέσσαρες,noun,yh/fous,ψῆφος,noun,mete/sxe,μετέχω,verb,th=s,ὁ,article,po/lews,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,w(s,ὡς,conjunction,a)lhqh=,ἀληθής,adjective,le/gw,a)nagi/gnwske,ἀναγιγνώσκω,verb,th\n,ὁ,article,marturi/an,μαρτυρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,toi/nun,τοίνυν,particle,tw=|,ὁ,article,h(mete/rw|,qei/w|,θεῖος,noun,a)/proikon,ἄπροικος,adjective,th\n,ὁ,article,a)delfh\n,th\n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,memartu/rhken,μαρτυρέω,verb,e)gguh=sai,ἐγγυάω,verb,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,th=s,ὁ,article,proiko\s,προίξ,adjective,ei)s,εἰς,preposition,au)to\n,αὐτός,pronoun,gignome/nhs,γίγνομαι,verb,ei)/,εἰ,conjunction,ti,τις,pronoun,e)/paqen,πάσχω,verb,h(,ὁ,article,gunh\,γυνή,noun,pri\n,πρίν,adverb,gene/sqai,γίγνομαι,verb,pai=das,παῖς,adjective,au)th=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἡμέτερος,adjective,ἀδελφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labe\,λαμβάνω,verb,dh\,δή,particle,kai\,καί,conjunction,a)na/gnwqi,tou\s,ὁ,article,no/mous,νόμος,noun,tousdi\,ὅδε,pronoun,au)toi=s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀναγιγνώσκω,verb,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dokei=,δοκέω,verb,a)\n,ἄν,particle,u(mi=n,σύ,pronoun,ou(/tws,o)ligw/rws,ὀλίγωρος,adjective,e)/xein,ἔχω,verb,xrhma/twn,χρῆμα,adjective,*niko/dhmos,w(/ste,ὥστε,conjunction,ei),εἰ,conjunction,h)=n,εἰμί,verb,a)lhqe\s,ἀληθής,adjective,to\,ὁ,article,pra=gma,πρᾶγμα,noun,ou)k,οὐ,adverb,a)\n,ἄν,particle,sfo/dra,σφόδρα,adverb,diakribw/sasqai,διακριβόω,verb,peri\,περί,preposition,tw=n,ὁ,article,e(autw=|,ἑαυτοῦ,pronoun,sumfero/ntwn,συμφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὕτως,adverb,Νικόδημος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nai\,ναί,adverb,ma\,μά,particle,*di/a,Δίη,proper,w(s,e)/gwg',ἐγώ,pronoun,oi)=mai,οἴομαι,verb,e)pei\,ἐπεί,conjunction,kai\,oi(,ὁ,article,e)pi\,ἐπί,preposition,pallaki/a|,παλλακία,noun,dido/ntes,δίδωμι,verb,ta\s,ὁ,article,e(autw=n,ἑαυτοῦ,pronoun,pa/ntes,πᾶς,adjective,pro/teron,πρότερος,adjective,diomologou=ntai,διομολογέω,verb,peri\,περί,preposition,tw=n,ὁ,article,doqhsome/nwn,δίδωμι,verb,tai=s,ὁ,article,pallakai=s,παλλακή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*niko/dhmos,Νικόδημος,proper,de\,δέ,particle,e)ggua=n,ἐγγύα,noun,me/llwn,ltw(/sgt,,,fhsi,φημί,verb,th\n,ὁ,article,a)delfh\n,th\n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,mo/non,μόνος,adjective,to\,ὁ,article,kata\,κατά,preposition,tou\s,ὁ,article,no/mous,νόμος,noun,e)gguh=sai,ἐγγυάω,verb,diepra/cato,διαπράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέλλω,verb,ἀδελφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\s,ὅς,pronoun,e)p',ἐπί,preposition,o)li/gw|,ὀλίγος,adjective,a)rguri/w|,ou(=,ἕ,pronoun,e)piqumw=n,ἐπιθυμέω,verb,le/gei,λέγω,verb,pro\s,u(ma=s,σύ,pronoun,sfo/dra,σφόδρα,adverb,bou/letai,βούλομαι,verb,ponhro\s,πονηρός,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀργύριον,adjective,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,me\n,μέν,particle,ou)=n,οὖν,particle,th=s,tou/tou,οὗτος,pronoun,ponhri/as,πονηρία,noun,kai\,καί,conjunction,siwpw=ntos,e)mou=,ἐγώ,pronoun,oi(,ὁ,article,polloi\,πολύς,adjective,gignw/skousin,γιγνώσκω,verb,u(mw=n,σύ,pronoun,w(/ste,ὥστε,conjunction,ou)k,οὐ,adverb,a)porw=,ἀφοράω,verb,ge,γε,particle,martu/rwn,μάρτυρος,noun,o(/tan,ὅταν,conjunction,ti,τις,pronoun,le/gw,λέγω,verb,peri\,περί,preposition,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,σιωπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bou/lomai,βούλομαι,verb,de\,δέ,particle,prw=ton,πρότερος,adjective,e)k,tw=n,ὁ,article,toiw=nde,τοιόσδε,adjective,e)cele/gcai,ἐξελέγχω,verb,tou=ton,a)naisxunto/taton,ἀναίσχυντος,adjective,th=|,ὁ,article,marturi/a|,μαρτυρία,noun,o)/nta,εἰμί,verb,tau/th|,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκ,preposition,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/re,φέρω,verb,ga/r,γάρ,particle,w)=,ὦ,interjection,*niko/dhme,ei),εἰ,conjunction,h)=sqa,εἰμί,verb,h)gguhkw\s,ἐγγυάω,verb,tw=|,*pu/rrw|,Πύρρος,proper,th\n,ὁ,article,a)delfh\n,ἀδελφή,noun,kai\,καί,conjunction,ei),εἰ,conjunction,h)/|deis,οἶδα,verb,e)c,ἐκ,preposition,au)th=s,αὐτός,pronoun,qugate/ra,θυγάτηρ,adjective,gnhsi/an,γνήσιος,adjective,kataleipome/nhn,καταλιμπάνω,verb,pw=s,πῶς,adverb,e)pe/treyas,ἐπιτρέπω,verb,tw=|,ὁ,article,h(mete/rw|,ἡμέτερος,adjective,a)delfw=|,ἀδελφός,adjective,e)pidika/sasqai,ἐπιδικάζω,verb,tou=,ὁ,article,klh/rou,κλῆρος,adjective,a)/neu,ἄνευ,preposition,th=s,ὁ,article,gnhsi/as,γνήσιος,adjective,qugatro/s,θυγάτηρ,adjective,h(\n,ὅς,pronoun,fh\|s,φημί,verb,tw=|,ὁ,article,h(mete/rw|,ἡμέτερος,adjective,qei/w|,θεῖος,noun,kataleifqh=nai,καταλιμπάνω,verb,,,,,,,,,,,,,Νικόδημος,proper,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ou)k,οὐ,adverb,h)/|deis,οἶδα,verb,e)n,th=|,ὁ,article,e)pidikasi/a|,ἐπιδικασία,noun,tou=,ὁ,article,klh/rou,no/qhn,νόθος,adjective,kaqistame/nhn,καθίστημι,verb,th\n,ὁ,article,a)delfidh=n,ἀδελφιδῆ,noun,th\n,ὁ,article,sautou=,σαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,κλῆρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(po/te,ὁπότε,adverb,ga/r,γάρ,particle,tis,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pedika/zeto,ἐπιδικάζω,verb,tou=,ὁ,article,klh/rou,κλῆρος,adjective,no/qhn,th\n,ὁ,article,qugate/ra,θυγάτηρ,adjective,tou=,ὁ,article,katalipo/ntos,to\n,ὁ,article,klh=ron,κλῆρος,adjective,kaqi/sth,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νόθος,adjective,καταλιμπάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,de\,δέ,particle,pro/teron,πρότερος,adjective,o(,*pu/rros,Πύρρος,proper,o(,ὁ,article,poihsa/menos,ποιέω,verb,to\n,a)delfo\n,ἀδελφός,adjective,to\n,ὁ,article,e)mo\n,ἐμός,adjective,u(o\n,υἱός,noun,au(tw=|,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,ga\r,γάρ,particle,diaqe/sqai,διατίθημι,verb,ou)/te,dou=nai,δίδωμι,verb,ou)deni\,οὐδείς,pronoun,ou)de\n,οὐδείς,pronoun,e)/cesti,tw=n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,a)/neu,ἄνευ,preposition,tw=n,ὁ,article,qugate/rwn,θυγάτηρ,adjective,e)a/n,ἐάν,conjunction,tis,τις,pronoun,katalipw\n,καταλιμπάνω,verb,gnhsi/as,γνήσιος,adjective,teleuta=|,τελευτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὔτε,adverb,ἔξεστι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gnw/sesqe,γιγνώσκω,verb,de\,δέ,particle,au)tw=n,αὐτός,pronoun,a)kou/santes,tw=n,ὁ,article,no/mwn,νόμος,noun,a)nagignwskome/nwn,ἀναγιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nagi/gnwske,ἀναγιγνώσκω,verb,tou/sde,ὅδε,pronoun,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dokei=,δοκέω,verb,a)\n,ἄν,particle,u(mi=n,σύ,pronoun,o(,memarturhkw\s,μαρτυρέω,verb,e)gguh=sai,ἐγγυάω,verb,e)pitre/yai,ἐπιτρέπω,verb,a)/n,ti,τις,pronoun,tou/twn,οὗτος,pronoun,gi/gnesqai,γίγνομαι,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)pi\,ἐπί,preposition,tou=,ὁ,article,klh/rou,κλῆρος,adjective,th=|,ὁ,article,lh/cei,λαγχάνω,verb,h(\n,ὅς,pronoun,o(,ὁ,article,*)/endios,Ἔνδιος,proper,laxw\n,λαγχάνω,verb,e)pedika/zeto,ἐπιδικάζω,verb,a)mfisbhth=sai,ἀμφισβητέω,verb,a)\n,ἄν,particle,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,a)delfidh=s,ἀδελφιδῆ,noun,th=s,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,kai\,καί,conjunction,ou)k,οὐ,adverb,a)\n,ἄν,particle,diamarturh=sai,διαμαρτυρέω,verb,mh\,μή,conjunction,e)pi/dikon,ἐπίδικος,adjective,tw=|,ὁ,article,*)endi/w|,Ἔνδιος,proper,to\n,ὁ,article,e)kei/nhs,ἐκεῖνος,pronoun,ὁ,article,ἄν,particle,patrw=|on,πατρῷος,adjective,klh=ron,κλῆρος,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mh\n,μήν,particle,w(/s,ὅς,pronoun,ge,e)pedika/sato,ἐπιδικάζω,verb,o(,ὁ,article,h(me/teros,ἡμέτερος,adjective,a)delfo\s,tou=,ὁ,article,klh/rou,κλῆρος,adjective,kai\,καί,conjunction,ou)k,οὐ,adverb,h)mfisbh/thsen,ἀμφισβητέω,verb,ou)dei\s,οὐδείς,pronoun,e)kei/nw|,ἐκεῖνος,pronoun,a)nagi/gnwske,ἀναγιγνώσκω,verb,th\n,ὁ,article,marturi/an,μαρτυρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γε,particle,ἀδελφός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genome/nhs,γίγνομαι,verb,toi/nun,τοίνυν,particle,th=s,ὁ,article,e)pidikasi/as,tau/ths,οὗτος,pronoun,ou)k,οὐ,adverb,e)to/lmhsen,τολμάω,verb,a)mfisbhth=sai,tou=,ὁ,article,klh/rou,κλῆρος,adjective,*niko/dhmos,Νικόδημος,proper,ou)de\,οὐδέ,particle,diamarturh=sai,διαμαρτυρέω,verb,th\n,ὁ,article,a)delfidh=n,ἀδελφιδῆ,noun,th\n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,gnhsi/an,γνήσιος,adjective,qugate/ra,θυγάτηρ,adjective,*pu/rrw|,Πύρρος,proper,kataleifqh=nai,καταλιμπάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπιδικασία,noun,ἀμφισβητέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,me\n,μέν,particle,ou)=n,οὖν,particle,th=s,e)pidikasi/as,ἐπιδικασία,noun,e)/xoi,ἔχω,verb,a)/n,ἄν,particle,tis,yeu=dos,ψεῦδος,noun,profasi/sasqai,προφασίζομαι,verb,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ga\r,γάρ,particle,laqei=n,λανθάνω,verb,sfa=s,prospoih/sait',προσποιέω,verb,a)\n,ἄν,particle,ou(=tos,οὗτος,pronoun,h)\,kai\,καί,conjunction,yeu/desqai,ψεύδω,verb,ai)tiw=|t',αἰτιάομαι,verb,a)\n,ἄν,particle,h(ma=s,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σφεῖς,pronoun,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
