word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/29/lemma/@_entry,word/29/lemma/@_POS
o(,ὁ,article,de\,δέ,particle,*dei/narxos,Δείναρχος,proper,ou)/te,οὔτε,adverb,o(/moios,ὅμοιος,adjective,e)n,ἐν,preposition,a(/pasi/n,ἅπας,adjective,e)stin,εἰμί,verb,ou)/t',οὔτε,adverb,i)di/ou,ἴδιος,adjective,tino\s,τις,pronoun,eu(reth/s,εὑρετής,noun,di',διά,preposition,ou(=,ἕ,pronoun,gnw/setai/,γιγνώσκω,verb,tis,τις,pronoun,au)to\n,αὐτός,pronoun,a)kribw=s,ἀκριβῶς,adverb,h)\,ἠέ,conjunction,tou=ton,οὗτος,pronoun,to\n,ὁ,article,tro/pon,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polu\,πολύς,adjective,ga\r,γάρ,particle,e)mfai/nei,ἐμφαίνω,verb,mimh/seis,μίμησις,noun,te,τε,particle,kai\,καί,conjunction,au)tw=n,αὐτός,pronoun,w(s,ὡς,conjunction,pro\s,πρός,preposition,tw=n,ὁ,article,lo/gwn,λόγος,noun,ta)rxe/tupon,ἀρχέτυπον,noun,diafora/n,διαφορά,noun,w(s,ὡς,conjunction,kai\,καί,conjunction,e)pi\,ἐπί,preposition,tw=n,ὁ,article,*)isokra/tous,Ἰσοκράτης,proper,maqhtw=n,μαθητής,noun,kai\,καί,conjunction,au)tou=,αὐτός,pronoun,tou=,ὁ,article,*)isokra/tous,Ἰσοκράτης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stwsan,εἰμί,verb,dh/,δή,particle,tines,τις,pronoun,e)pigrafo/menoi,ἐπιγράφω,verb,lo/goi,λόγος,noun,w(s,ὡς,conjunction,o)/ntes,εἰμί,verb,*deina/rxou,Δείναρχος,proper,pollh\n,πολύς,adjective,e)/xontes,ἔχω,verb,pro\s,πρός,preposition,ta\,ὁ,article,*lusiaka\,,,o(moio/thta,ὁμοιότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,o(,ὁ,article,boulo/menos,βούλομαι,verb,poiei=sqai,ποιέω,verb,th\n,ὁ,article,dia/gnwsin,διάγνωσις,noun,prw=ton,πρότερος,adjective,me\n,μέν,particle,th\n,ὁ,article,i)dio/thta,ἰδιότης,adjective,tou=,ὁ,article,a)ndro\s,ἀνήρ,noun,e)kei/nou,ἐκεῖνος,pronoun,qewrei/tw,θεωρέω,verb,e)/peit',ἔπειτα,adverb,e)a\n,ἐάν,conjunction,me\n,μέν,particle,a)reth/n,ἀρετή,noun,te,τε,particle,kai\,καί,conjunction,xa/rin,χάρις,noun,toi=s,ὁ,article,lo/gois,λόγος,noun,e)panqou=san,ἐπανθέω,verb,i)/dh|,εἶδον,verb,kai\,καί,conjunction,th\n,ὁ,article,tw=n,ὁ,article,o)noma/twn,ὄνομα,adjective,e)klogh\n,e)nou=san,ἔνειμι,verb,kai\,καί,conjunction,to\,ὁ,article,mhde\n,μηδείς,pronoun,a)/yuxon,ἄψυχος,adjective,ei)=nai,εἰμί,verb,tw=n,ὁ,article,legome/nwn,λέγω,verb,qarrw=n,θάρσος,noun,lege/tw,λέγω,verb,tou/tous,οὗτος,pronoun,*lusi/ou,Λυσίας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκλογή,noun
e)a\n,ἐάν,conjunction,de\,δέ,particle,mh/te,μήτε,particle,to\,ὁ,article,xa/rien,χαρίεις,adjective,o(/moion,ὅμοιος,adjective,eu(ri/skh|,εὑρίσκω,verb,mh/te,μήτε,particle,to\,ὁ,article,piqano\n,πιθανός,adjective,kai\,καί,conjunction,to\,ὁ,article,tw=n,ὁ,article,o)noma/twn,ὄνομα,adjective,a)kribe\s,ἀκριβής,adjective,mh/te,μήτε,particle,to\,ὁ,article,th=s,ὁ,article,a)lhqei/as,ἀλήθεια,adjective,a(pto/menon,ἅπτω,verb,e)n,ἐν,preposition,toi=s,ὁ,article,*deina/rxou,Δείναρχος,proper,lo/gois,λόγος,noun,au)tou\s,αὐτός,pronoun,e)a/tw,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(moi/ws,ὅμοιος,adjective,kai\,καί,conjunction,e)pi\,ἐπί,preposition,tw=n,ὁ,article,*(uperei/dou,Ὑπερείδης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,th=s,ὁ,article,me\n,μέν,particle,le/cews,λέξις,noun,to\,ὁ,article,i)sxuro/n,ἰσχυρός,adjective,th=s,ὁ,article,de\,δέ,particle,sunqe/sews,σύνθεσις,noun,to\,ὁ,article,a(plou=n,ἁπλόος,adjective,tw=n,ὁ,article,de\,δέ,particle,pragma/twn,πρᾶγμα,noun,to\,ὁ,article,eu)/kairon,εὔκαιρος,adjective,th=s,ὁ,article,de\,δέ,particle,kataskeuh=s,κατασκευή,noun,to\,ὁ,article,mh\,μή,conjunction,tragiko\n,τραγικός,adjective,mhde\,μηδέ,particle,o)gkw=des,ὀγκώδης,adjective,e)/xh|,ἔχω,verb,tau=ta,οὗτος,pronoun,ga\r,γάρ,particle,me/gista,μέγας,adverb,e)kei/nou,ἐκεῖνος,pronoun,tou=,a)ndro\s,ἀνήρ,noun,i)/dia/,ἴδιος,adjective,e)stin,εἰμί,verb,*(uperei/dou,Ὑπερείδης,proper,lege/tw,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article
e)a\n,ἐάν,conjunction,de\,δέ,particle,e)ndeeste/rws,ἐνδεής,adjective,e)n,ἐν,preposition,au)toi=s,αὐτός,pronoun,tou/tois,οὗτος,pronoun,e)/xh|,ἔχω,verb,ka)\n,κἀν,conjunction,ta\,ὁ,article,a)/lla,ἄλλος,adjective,pa/nta,πᾶς,adjective,mh\,μή,conjunction,fau/lws,φαῦλος,adjective,h)=|,εἰμί,verb,gegramme/na,γράφω,verb,e)n,ἐν,preposition,toi=s,ὁ,article,*deina/rxou,Δείναρχος,proper,pa/lin,πάλιν,adverb,a)nagrafe/tw,ἀναγράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,d',δέ,particle,au)to\,αὐτός,pronoun,kai\,καί,conjunction,peri\,περί,preposition,*dhmosqe/nous,Δημοσθένης,proper,u(polamba/nomen,ὑπολαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,me\n,μέν,particle,kai\,καί,conjunction,h(,ὁ,article,th=s,ὁ,article,le/cews,λέξις,noun,megalopre/peia,μεγαλοπρέπεια,noun,kai\,καί,conjunction,h(,ὁ,article,th=s,ὁ,article,sunqe/sews,σύνθεσις,noun,e)callagh\,ἐξαλλαγή,noun,kai\,καί,conjunction,to\,ὁ,article,tw=n,ὁ,article,paqw=n,πάθος,adjective,e)/myuxon,ἔμψυχος,adjective,kai\,καί,conjunction,to\,ὁ,article,dia\,διά,preposition,pa/shs,πᾶς,adjective,kerai/as,κεραία,noun,dih=kon,διήκω,verb,pikro\n,πικρός,adjective,kai\,καί,conjunction,noero\n,νοερός,adjective,to/,ὁ,article,te,τε,particle,pneu=ma,πνεῦμα,noun,kai\,h(,ὁ,article,deino/ths,δεινότης,noun,pa=si,πᾶς,adjective,pare/phtai,παρέπομαι,verb,mhqe\n,μηδείς,pronoun,e)/ti,ἔτι,adverb,to\,ὁ,article,kwlu=on,κωλύω,verb,e)/stw,εἰμί,verb,e)n,ἐν,preposition,toi=s,ὁ,article,*dhmosqe/nous,Δημοσθένης,proper,au)tou\s,αὐτός,pronoun,a)nagra/fein,ἀναγράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction
e)a\n,ἐάν,conjunction,d',δέ,particle,e)llei/ph|,ἐλλείπω,verb,to\,ὁ,article,e)n,ἐν,preposition,e(ka/stw|,ἕκαστος,adjective,tou/twn,οὗτος,pronoun,a)/kron,ἄκρος,adjective,h)\,ἠέ,conjunction,to\,ὁ,article,dia\,διά,preposition,pa/shs,πᾶς,adjective,i)de/as,ἰδέα,noun,o(/moion,ὅμοιος,adjective,mene/twsan,μένω,verb,e)n,ἐν,preposition,toi=s,ὁ,article,*deinarxei/ois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,kaqo/lou,καθόλου,adverb,ei)pei=n,εἶπον,verb,du/o,δύο,adjective,tro/pous,τρόπος,noun,th=s,ὁ,article,diafora=s,διαφορά,noun,w(s,ὡς,conjunction,pro\s,πρός,preposition,ta\,ὁ,article,a)rxai=a,ἀρχαῖος,adjective,mimh/sews,μίμησις,noun,eu(/roi,εὑρίσκω,verb,tis,τις,pronoun,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,o(\,ὅς,pronoun,me\n,μέν,particle,fusiko/s,φυσικός,adjective,te/,τε,particle,e)sti,εἰμί,verb,kai\,καί,conjunction,e)k,ἐκ,preposition,pollh=s,πολύς,adjective,kathxh/sews,κατήχησις,noun,kai\,καί,conjunction,suntrofi/as,συντροφία,noun,lambano/menos,λαμβάνω,verb,o(\,ὅς,pronoun,de\,δέ,particle,tou/tw|,οὗτος,pronoun,prosexh\s,προσεχής,adverb,e)k,ἐκ,preposition,tw=n,ὁ,article,th=s,ὁ,article,te/xnhs,τέχνη,noun,paraggelma/twn,παράγγελμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,me\n,μέν,particle,ou)=n,οὖν,particle,tou=,ὁ,article,prote/rou,πρότερος,adjective,ti/,τίς,pronoun,a)/n,ἄν,particle,tis,τις,pronoun,kai\,καί,conjunction,le/goi,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,de\,δέ,particle,tou=,ὁ,article,deute/rou,δεύτερος,adjective,ti/,τίς,pronoun,a)\n,ἄν,particle,e)/xoi,ἔχω,verb,tis,τις,pronoun,ei)pei=n,εἶπον,verb,h)\,ἠέ,conjunction,o(/ti,ὅστις,pronoun,pa=si,πᾶς,adjective,me\n,μέν,particle,toi=s,ὁ,article,a)rxetu/pois,ἀρχέτυπον,noun,au)tofuh/s,αὐτοφυής,adverb,tis,τις,pronoun,e)pipre/pei,ἐπιπρέπω,verb,xa/ris,χάρις,noun,kai\,καί,conjunction,w(/ra,ὥρα,adjective,toi=s,ὁ,article,d',δέ,particle,a)po\,ἀπό,preposition,tou/twn,οὗτος,pronoun,kateskeuasme/nois,κατασκευάζω,verb,ka)\n,κἀν,conjunction,e)p',ἐπί,preposition,a)/kron,ἄκρος,adjective,mimh/sews,e)/lqwsi,ἔρχομαι,verb,pro/sesti/n,πρόσειμι,verb,ti,τις,pronoun,o(/mws,ὅμως,conjunction,to\,ὁ,article,e)pitethdeume/non,ἐπιτηδεύω,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,e)k,ἐκ,preposition,fu/sews,φύσις,noun,u(pa/rxon,ὑπάρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μίμησις,noun
kai\,καί,conjunction,tou/tw|,οὗτος,pronoun,tw=|,ὁ,article,paragge/lmati,παράγγελμα,noun,ou),οὐ,adverb,r(h/tores,ῥήτωρ,noun,mo/non,μόνος,adjective,r(h/toras,ῥήτωρ,noun,diakri/nousin,διακρίνω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,zwgra/foi,ζωγράφος,noun,ta\,ὁ,article,*)apellou=,Ἀπελλᾶς,proper,kai\,καί,conjunction,tw=n,ὁ,article,e)kei=non,ἐκεῖνος,pronoun,mimhsame/nwn,μιμέομαι,verb,kai\,καί,conjunction,pla/stai,πλάστης,noun,ta\,ὁ,article,*poluklei/tou,Πολύκλειτος,proper,kai\,καί,conjunction,glufei=s,γλυφεύς,noun,ta\,ὁ,article,*feidi/ou,Φειδίης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,oi(,ἕ,pronoun,me\n,μέν,particle,*pla/twna,Πλάτων,proper,mimei=sqai,μιμέομαι,verb,le/gontes,λέγω,verb,kai\,καί,conjunction,to\,ὁ,article,me\n,μέν,particle,a)rxai=on,ἀρχαῖος,adjective,kai\,καί,conjunction,u(yhlo\n,ὑψηλός,adjective,kai\,καί,conjunction,eu)/xari,εὔχαρις,adjective,kai\,καί,conjunction,kalo\n,καλός,noun,ou),οὐ,adverb,duna/menoi,δύναμαι,verb,labei=n,λαμβάνω,verb,diqurambw/dh,διθυραμβώδης,adverb,de\,δέ,particle,o)no/mata,ὄνομα,adjective,kai\,καί,conjunction,fortika\,φορτικός,adjective,ei)sfe/rontes,εἰσφέρω,verb,kata\,κατά,preposition,tou=t',οὗτος,pronoun,e)le/gxontai,ἐλέγχω,verb,r(a|di/ws,ῥᾴδιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
