word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS
pou=,πού,adverb,pote,ποτέ,particle,qei/an,θεῖος,adjective,*(ele/nou,Ἕλενος,proper,yuxa\n,ψυχή,noun,kai\,καί,conjunction,*kasa/ndran,Κασάνδρη,proper,e)si/dw,εἰσεῖδον,verb,*trw|a/des,Τρῳάς,proper,w(/s,ὡς,conjunction,moi,ἐγώ,pronoun,kri/nwsin,κρίνω,verb,o)nei/rous,ὄνειρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=don,εἶδον,verb,ga\r,γάρ,particle,balia\n,βαλιός,adjective,e)/lafon,ἔλαφος,noun,lu/kou,λύκος,adjective,ai(/moni,αἵμων,noun,xala=|,χαλάω,verb,sfazome/nan,σφάζω,verb,a)p',ἀπό,preposition,e)mw=n,ἐμός,adjective,gona/twn,γόνυ,noun,spasqei=san,σπάω,verb,a)noi/ktws,ἄνοικτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to/de,ὅδε,pronoun,dei=ma/,δεῖμα,noun,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=lq',ἔρχομαι,verb,u(pe\r,ὑπέρ,preposition,a)/kras,ἄκρος,adjective,tu/mbou,τύμβος,noun,korufa=s,κορυφή,noun,fa/ntasm',φάντασμα,noun,*)axile/ws,Ἀχιλλεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/|tei,αἰτέω,verb,de\,δέ,particle,ge/ras,γέρας,adjective,tw=n,ὁ,article,polumo/xqwn,πολύμοχθος,adjective,tina\,τις,pronoun,*trwia/dwn,Τρῳάς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)p',ἀπό,preposition,e)ma=s,ἐμός,adjective,a)p',ἀπό,preposition,e)ma=s,ἐμός,adjective,ou)=n,οὖν,particle,to/de,ὅδε,pronoun,paido\s,παῖς,adjective,pe/myate,πέμπω,verb,dai/mones,δαίμων,adjective,i(keteu/w,ἱκετεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(eka/bh,Ἑκάβη,proper,spoudh=|,σπουδή,noun,pro/s,πρός,preposition,s',σύ,pronoun,e)lia/sqhn,λιάζομαι,verb,ta\s,ὁ,article,desposu/nous,δεσπόσυνος,adjective,skhna\s,σκηνή,noun,prolipou=s',προλείπω,verb,i(/n',ἵνα,conjunction,e)klhrw/qhn,κληρόω,verb,dou/lh,δούλη,noun,po/lews,πόλις,adjective,a)pelaunome/nh,ἀπελαύνω,verb,th=s,ὁ,article,*)ilia/dos,Ἰλιάς,proper,lo/gxhs,λόγχη,noun,ai)xmh=|,αἰχμή,noun,doriqh/ratos,δοριθήρατος,adjective,pro\s,πρός,preposition,*)axaiw=n,Ἀχαία,proper,ou)de\n,οὐδείς,pronoun,paqe/wn,πάθη,noun,a)pokoufi/zous',ἀποκουφίζω,verb,a)ll',ἀλλά,adverb,a)ggeli/as,ἀγγελία,noun,ba/ros,βάρος,noun,a)rame/nh,αἴρω,verb,me/ga,μέγας,adverb,soi/,σύ,pronoun,te,τε,particle,gu/nai,γυνή,noun,kh=ruc,κῆρυξ,noun,a)xe/wn,ἀχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,ga\r,γάρ,particle,*)axaiw=n,Ἀχαία,proper,plh/rei,πλήρης,adverb,cuno/dw|,σύνοδος,noun,le/getai,λέγω,verb,do/cai,δοκέω,verb,sh\n,σός,adjective,pai=d',παῖς,adjective,*)axilei=,Ἀχιλλεύς,proper,sfa/gion,σφάγιος,adjective,qe/sqai,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tu/mbou,τύμβος,noun,d',δέ,particle,e)piba\s,ἐπιβαίνω,verb,oi)=sq',οἶδα,verb,o(/te,ὅτε,conjunction,xruse/ois,χρύσεος,adjective,e)fa/nh,φαίνω,verb,su\n,σύν,preposition,o(/plois,ὅπλον,noun,ta\s,ὁ,article,pontopo/rous,ποντόπορος,adjective,d',δέ,particle,e)/sxe,ἔχω,verb,sxedi/as,σχεδία,noun,lai/fh,λαίφη,noun,proto/nois,πρότονοι,noun,e)pereidome/nas,ἐπερείδω,verb,ta/de,ὅδε,pronoun,qwu/+sswn,θωύσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*poi=,ποι,adverb,dh/,δή,particle,*danaoi/,Δαναός,proper,to\n,ὁ,article,e)mo\n,ἐμός,adjective,tu/mbon,τύμβος,noun,ste/llesq',στέλλω,verb,a)ge/raston,ἀγέραστος,adjective,a)fe/ntes,ἀφίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollh=s,πολύς,adjective,d',δέ,particle,e)/ridos,ἔρις,noun,sune/paise,συμπαίω,verb,klu/dwn,κλύδων,adjective,do/ca,δόξα,noun,d',δέ,particle,e)xw/rei,χωρέω,verb,di/x',δίχα,adverb,a)n',ἀνά,preposition,*(ellh/nwn,Ἕλλην,proper,strato\n,στρατός,noun,ai)xmhth/n,αἰχμητής,noun,toi=s,ὁ,article,me\n,μέν,particle,dido/nai,δίδωμι,verb,tu/mbw|,τύμβος,noun,sfa/gion,σφάγιος,adjective,toi=s,ὁ,article,d',δέ,particle,ou)xi\,οὐ,adverb,dokou=n,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,d',δέ,particle,o(,ὁ,article,to\,ὁ,article,me\n,μέν,particle,so\n,σός,adjective,speu/dwn,σπεύδω,verb,a)gaqo\n,ἀγαθός,adjective,th=s,ὁ,article,mantipo/lou,μαντιπόλος,adjective,*ba/kxhs,Βάκχη,proper,a)ne/xwn,ἀναχώννυμι,verb,le/ktr',λέκτρον,noun,*)agame/mnwn,Ἀγαμέμνων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw\,ὁ,article,*qhsei/da,Θησείδαι,proper,d',δέ,particle,o)/zw,ὄζος,noun,*)aqhnw=n,Ἀθήνη,proper,dissw=n,δισσός,adjective,mu/qwn,μῦθος,noun,r(h/tores,ῥήτωρ,noun,h)=san,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gnw/mh|,γνώμη,noun,de\,δέ,particle,mia=|,εἷς,adjective,sunexwrei/thn,συγχωρέω,verb,to\n,ὁ,article,*)axi/lleion,Ἀχίλλειος,proper,tu/mbon,τύμβος,noun,stefanou=n,στεφανόω,verb,ai(/mati,αἷμα,noun,xlwrw=|,χλωρός,adjective,ta\,ὁ,article,de\,δέ,particle,*kasa/ndras,Κασάνδρη,proper,le/ktr',λέκτρον,noun,ou)k,οὐ,adverb,e)fa/thn,φημί,verb,th=s,ὁ,article,*)axilei/as,,,pro/sqen,πρόσθεν,adverb,qh/sein,τίθημι,verb,pote\,ποτός,adjective,lo/gxhs,λόγχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spoudai\,σπουδή,noun,de\,δέ,particle,lo/gwn,λόγος,noun,katateinome/nwn,κατατείνω,verb,h)=san,εἰμί,verb,i)/sai,ἴσος,adjective,pws,πως,particle,pri\n,πρίν,adverb,o(,ὁ,article,poikilo/frwn,ποικιλόφρων,noun,ko/pis,κόπις,noun,h(dulo/gos,ἡδυλόγος,adjective,dhmoxaristh\s,δημοχαριστής,noun,*laertia/dhs,Λαερτιάδης,proper,pei/qei,πείθω,verb,stratia\n,στρατία,noun,mh\,μή,conjunction,to\n,ὁ,article,a)/riston,ἄριστος,adjective,*danaw=n,Δανάη,proper,pa/ntwn,πᾶς,adjective,dou/lwn,δοῦλος,noun,sfagi/wn,σφάγιον,noun,ei(/nek',ἕνεκα,preposition,a)pwqei=n,ἀπωθέω,verb,mhde/,μηδέ,particle,tin',τις,pronoun,ei)pei=n,εἶπον,verb,para\,παρά,preposition,*fersefo/nh|,Φερσέφασσα,proper,sta/nta,ἵστημι,verb,fqime/nwn,φθίω,verb,w(s,ὡς,conjunction,a)xa/ristoi,ἀχάριστος,adjective,*danaoi\,Δαναός,proper,*danaoi=s,Δαναός,proper,toi=s,ὁ,article,oi)xome/nois,οἴχομαι,verb,u(pe\r,*(ellh/nwn,Ἕλλην,proper,*troi/as,Τροία,proper,pedi/wn,πέδιον,noun,a)pe/bhsan,ἀποβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,ὑπέρ,preposition
h(/cei,ἥκω,verb,d',δέ,particle,*)oduseu\s,Ὀδυσσεύς,proper,o(/son,ὅσος,adjective,ou)k,οὐ,adverb,h)/dh,ἤδη,adverb,pw=lon,πῶλος,noun,a)fe/lcwn,ἀφέλκω,verb,sw=n,σός,adjective,a)po\,ἀπό,preposition,mastw=n,μαστός,noun,e)/k,ἐκ,preposition,te,τε,particle,geraia=s,γεραιός,adjective,xero\s,χείρ,noun,o(rmh/swn,ὁρμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,i)/qi,εἶμι,verb,naou/s,ναός,noun,i)/qi,εἶμι,verb,pro\s,πρός,preposition,bwmou/s,βωμός,noun,i(/z',ἵζω,verb,*)agame/mnonos,Ἀγαμέμνων,proper,i(ke/tis,ἱκέτις,noun,gona/twn,γόνυ,noun,kh/russe,κηρύσσω,verb,qeou\s,θεός,noun,tou/s,ὁ,article,t',τε,particle,ou)rani/das,οὐρανίς,noun,tou/s,ὁ,article,q',τε,particle,u(po\,ὑπό,preposition,gai=an,γαῖα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ga/r,γάρ,particle,se,σύ,pronoun,litai\,λιτή,noun,diakwlu/sous',διακωλύω,verb,o)rfano\n,ὀρφανός,adjective,ei)=nai,εἰμί,verb,paido\s,παῖς,adjective,mele/as,μέλεος,adjective,h)\,ἠέ,conjunction,dei=,δέομαι,verb,s',σύ,pronoun,e)pidei=n,ἐπεῖδον,verb,tu/mbou,τύμβος,noun,propeth=,προπετής,adverb,foinissome/nhn,φοινίσσω,verb,ai(/mati,αἷμα,noun,parqe/non,παρθένος,noun,e)k,ἐκ,preposition,xrusofo/rou,χρυσοφόρος,adjective,deirh=s,δειρή,noun,nasmw=|,νασμός,noun,melanaugei=,μελαναυγής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)\,οἰ,interjection,e)gw\,ἐγώ,pronoun,mele/a,μέλεος,adjective,ti/,τίς,pronoun,pot',ποτέ,particle,a)pu/sw,ἠπύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi/an,ποῖος,adjective,a)xw/,ἠχώ,noun,poi=on,ποῖος,adjective,o)durmo/n,ὀδυρμός,noun,deilai/a,δείλαιος,adjective,deilai/ou,δείλαιος,adjective,gh/rws,γῆρας,noun,doulei/as,δουλεία,noun,ou),οὐ,adverb,tlata=s,τλητός,adjective,ou),οὐ,adverb,ferta=s,φερτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,a)mu/nei,ἀμύνω,verb,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi/a,ποῖος,adjective,ge/nna,γέννας,noun,poi/a,ποῖος,adjective,de\,δέ,particle,po/lis,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frou=dos,φροῦδος,adjective,pre/sbus,πρέσβυς,noun,frou=doi,φροῦδος,adjective,pai=des,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi/an,ποῖος,adjective,h)\,ἠέ,conjunction,tau/tan,οὗτος,pronoun,h)\,ἠέ,conjunction,kei/nan,ἐκεῖνος,pronoun,stei/xw,στείχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi=,ποι,adverb,d',δέ,particle,h(/sw,ἕζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pou=,πού,adverb,tis,τις,pronoun,qew=n,θέα,noun,h)\,ἠέ,conjunction,daimo/nwn,δαίμων,adjective,e)parwgo/s,ἐπαρωγός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,ka/k',κάκη,noun,e)negkou=sai,φέρω,verb,*trw|a/des,Τρῳάς,proper,w)=,ὦ,interjection,ka/k',κάκη,noun,e)negkou=sai,φέρω,verb,ph/mat',πῆμα,adjective,a)pwle/sat',ἀπόλλυμι,verb,w)le/sat',ὄλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)ke/ti,οὐκέτι,adverb,moi,ἐγώ,pronoun,bi/os,βίος,adjective,a)gasto\s,ἀγαστός,adjective,e)n,ἐν,preposition,fa/ei,φάος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,tla/mwn,τλήμων,adjective,a(/ghsai/,ἁγέομαι,verb,moi,ἐγώ,pronoun,pou/s,πούς,noun,a(/ghsai,ἁγέομαι,verb,ta=|,ὁ,article,ghraia=|,γηραιός,adjective,pro\s,πρός,preposition,ta/nd',ὅδε,pronoun,au)la/n,αὐλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,te/knon,τέκνον,noun,w)=,ὦ,interjection,pai=,παῖς,adjective,dustanota/tas,δύστηνος,adjective,e)/celq',ἐξέρχομαι,verb,e)/celq',ἐξέρχομαι,verb,oi)/kwn,οἶκος,noun,a)/ie,ἀίω,verb,mate/ros,μήτηρ,noun,au)da/n,αὐδή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma=ter,μήτηρ,noun,ma=ter,μήτηρ,noun,ti/,τίς,pronoun,boa=|s,βοάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ne/on,νέος,adjective,karu/cas',καρύσσω,verb,oi)/kwn,οἶκος,noun,m',ἐγώ,pronoun,w(/st',ὥστε,conjunction,o)/rnin,ὄρνις,noun,qa/mbei,θαμβέω,verb,tw=|d',ὅδε,pronoun,e)ce/ptacas,ἐκπτήσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/moi,οἴμοι,interjection,te/knon,τέκνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,me,ἐγώ,pronoun,dusfhmei=s,δυσφημέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
froi/mia/,φροίμιον,noun,moi,ἐγώ,pronoun,kaka/,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)ai=,αἰαῖ,interjection,sa=s,σής,noun,yuxa=s,ψυχάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,kru/yh|s,κρύπτω,verb,daro/n,δηρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deimai/nw,δειμαίνω,verb,deimai/nw,δειμαίνω,verb,ma=ter,μήτηρ,noun,ti/,τίς,pronoun,pot',ποτέ,particle,a)naste/neis,ἀναστένω,verb,te/knon,τέκνον,noun,te/knon,τέκνον,noun,mele/as,μέλεος,adjective,matro\s,μήτηρ,noun,ti/,τίς,pronoun,de\,δέ,particle,to/d',ὅδε,pronoun,a)ggelei=s,ἀγγέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfa/cai,σφάζω,verb,s',σύ,pronoun,*)argei/wn,Ἀργᾶς,proper,koina\,κοινός,adjective,suntei/nei,συντείνω,verb,pro\s,πρός,preposition,tu/mbon,τύμβος,noun,gnw/ma,γνώμη,noun,*phlei/a|,,,ge/nna|,γέννας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/moi,οἴμοι,interjection,ma=ter,μήτηρ,noun,pw=s,πῶς,adverb,fqe/ggh|,φθέγγομαι,verb,a)me/garta,ἀμέγαρτος,adjective,kakw=n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
