word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/17/lemma/@_entry,word/17/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS,word/39/lemma/@_entry,word/39/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/42/lemma/@_entry,word/42/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/65/lemma/@_entry,word/65/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
a)naireqe/ntos,ἀναιρέω,verb,de\,δέ,particle,tou=,ὁ,article,*kai/saros,Καῖσαρ,proper,h(gou/menoi,ἡγέομαι,verb,th\n,ὁ,article,*(rwmai/wn,,,i)sxu\n,ἰσχύς,noun,e)n,ἐν,preposition,tw=|,ὁ,article,*kai/sari,Καῖσαρ,proper,gegone/nai,γίγνομαι,verb,te,τε,particle,kai\,καί,conjunction,diefqa/rqai,διαφθείρω,verb,ou)de\n,οὐδείς,pronoun,e)/ti,ἔτι,adverb,tou=,*ou)atini/ou,,,kath/kouon,κατακούω,verb,ou)/te,οὔτε,adverb,e)s,εἰς,preposition,tou\s,ὁ,article,fo/rous,φόρος,adjective,ou)/te,οὔτε,adverb,e)s,εἰς,preposition,ὁ,article,ta\,ὁ,article,a)/lla,ἄλλος,adjective,bia/zesqai,βιάζω,verb,de\,δέ,particle,e)gxeirou=ntos,ἐγχειρέω,verb,au)toi\,αὐτός,pronoun,pe/nte,πέντε,adverb,ta/ceis,e)pidramo/ntes,ἐπιτρέχω,verb,e)/fqeiran,φθείρω,verb,kai\,καί,conjunction,to\n,h(gou/menon,ἡγέομαι,verb,tw=n,ta/cewn,τάξις,noun,*bai/bion,τάξις,noun,ὁ,article,ὁ,article,,,a)/ndra,a)po\,ἀπό,preposition,boulh=s,βουλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*ou)ati/nios,,,me\n,μέν,particle,su\n,σύν,preposition,toi=s,ὁ,article,u(poloi/pois,ὑπόλοιπος,adjective,e)s,εἰς,preposition,*)epi/damnon,Ἐπίδαμνος,proper,a)nexw/rei,ἀναχωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,*(rwmai/wn,,,boulh\,βουλή,noun,to\n,ὁ,article,strato\n,στρατός,noun,to/nde,ὅδε,pronoun,kai\,καί,conjunction,*makedoni/an,Μακεδονία,proper,e)p',ἐπί,preposition,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,*)illuriou\s,Ἰλλυριός,proper,o(/swn,ὅσος,adjective,h)=rxon,ἄρχω,verb,e)nexei/rise,ἐγχειρίζω,verb,*brou/tw|,,,*kaipi/wni,tw=|,ὁ,article,ktei/nanti,κτείνω,verb,*ga/ion,Γαῗος,proper,o(/te,ὅτε,conjunction,per,πέρ,particle,kai\,καί,conjunction,*suri/an,Σύριος,proper,*kassi/w|,Κάσσιος,proper,,,kai\,καί,conjunction,tw=|de,ὅδε,pronoun,a)ndrofo/nw|,ἀνδροφόνος,adjective,*gai/+ou,Γαῗος,proper,genome/nw|,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,kai\,καί,conjunction,oi(/de,ὅδε,pronoun,polemou/menoi,πολεμέω,verb,pro\s,πρός,preposition,*)antwni/ou,Ἀντώνιος,proper,kai\,καί,conjunction,tou=,ὁ,article,deute/rou,δεύτερος,adjective,*kai/saros,Καῖσαρ,proper,tou=,ὁ,article,*sebastou=,σεβαστός,adjective,prosagoreuqe/ntos,προσαγορεύω,verb,e)s,εἰς,preposition,ou)de\n,οὐδείς,pronoun,e)sxo/lasan,σχολάζω,verb,*)illurioi=s,Ἰλλυρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,*pai/one/s,Παίων,proper,ei)sin,εἰμί,verb,e)/qnos,ἔθνος,adjective,me/ga,μέγας,adverb,para\,παρά,preposition,to\n,ὁ,article,*)/istron,Ἴστρος,proper,e)pi/mhkes,,,e)c,ἐκ,preposition,*)iapo/dwn,,,e)pi\,ἐπί,preposition,*darda/nous,Δάρδανος,proper,*pai/ones,Παίων,proper,me\n,μέν,particle,u(po\,ὑπό,preposition,tw=n,*(ellh/nwn,Ἕλλην,proper,lego/menoi,λέγω,verb,kai\,καί,conjunction,r(wmai+sti\,,,*panno/nioi,,,sunariqmou/menoi,συναριθμέω,verb,de\,δέ,particle,u(po\,ὑπό,preposition,ὁ,article,*(rwmai/wn,,,th=|,ὁ,article,*)illuri/di,Ἰλλυρίς,proper,w(s,ὡς,conjunction,proei=pon,προεῖπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,kai\,καί,conjunction,peri\,περί,preposition,tw=nde/,ὅδε,pronoun,moi,ἐγώ,pronoun,dokei=,δοκέω,verb,nu=n,νῦν,adverb,kata\,κατά,preposition,ta\,ὁ,article,*)illurika\,Ἰλλυρικός,adjective,ei)pei=n,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ndocoi,ἔνδοξος,adjective,d',δέ,particle,ei)si\n,εἰμί,verb,e)k,ἐκ,preposition,*makedo/nwn,Μακεδών,proper,di',διά,preposition,*)agria=nas,Ἀγριάν,proper,oi(\,ἕ,pronoun,ta\,ὁ,article,me/gista,μέγας,adverb,*fili/ppw|,Φίλιππος,proper,kai\,καί,conjunction,*)aleca/ndrw|,Ἀλέξανδρος,proper,katergasa/menoi,κατεργάζομαι,verb,*pai/one/s,Παίων,proper,ei)si,εἰμί,verb,tw=n,ὁ,article,ka/tw,*paio/nwn,Παίων,proper,*)illurioi=s,Ἰλλυρίζω,verb,e)/poikoi,ἔποικος,noun,,,,,,,,,,,,,,,,κάτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,d',δέ,particle,e)pi\,ἐπί,preposition,tou\s,ὁ,article,*pai/onas,Παίων,proper,e)stra/teuse,στρατεύω,verb,*kornh/lios,Κορνήλιος,proper,kakw=s,κακός,adjective,a)palla/cas,ἀπαλλάσσω,verb,me/ga,μέγας,adverb,de/os,δέος,noun,*paio/nwn,Παίων,proper,*)italoi=s,Ἰταλός,proper,a(/pasin,ἅπας,adjective,e)nepoi/hse,ἐμποιέω,verb,kai\,καί,conjunction,e)s,εἰς,preposition,polu\,toi=s,ὁ,article,e)/peita,ἔπειτα,adverb,u(pa/tois,ὕπατος,adjective,o)/knon,ὄκνος,noun,e)pi\,ἐπί,preposition,*pai/onas,Παίων,proper,e)lau/nein,ἐλαύνω,verb,,,,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me\n,μέν,particle,dh\,δή,particle,pa/lai,πάλαι,adverb,tosau=ta,τοσοῦτος,adjective,peri\,περί,preposition,*)illuriw=n,Ἰλλυρία,proper,kai\,καί,conjunction,*paio/nwn,Παίων,proper,e)/sxon,ἔχω,verb,eu(rei=n,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,toi=s,ὁ,article,u(pomnh/masi,ὑπόμνημα,noun,tou=,ὁ,article,deute/rou,δεύτερος,adjective,*kai/saros,Καῖσαρ,proper,tou=,ὁ,article,klhqe/ntos,καλέω,verb,*sebastou=,σεβαστός,adjective,palaio/teron,παλαιός,adjective,me\n,μέν,particle,ou)de\n,οὐδείς,pronoun,ou)d',οὐδέ,particle,e)n,ἐν,preposition,toi=sde,ὅδε,pronoun,peri\,περί,preposition,*paio/nwn,hu(=ron,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,Παίων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)illuriw=n,Ἰλλυρία,proper,de/,δέ,particle,moi,ἐγώ,pronoun,fai/netai,φαίνω,verb,xwri\s,χωρίς,adverb,tw=n,ὁ,article,ei)rhme/nwn,ἐρῶ,verb,e)qnw=n,ἔθνος,adjective,kai\,καί,conjunction,e(/tera,ἕτερος,adjective,*(rwmai/wn,,,prou+pakou=sai,ὑπακέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(/pws,ὅπως,conjunction,men,,,ou)k,οὐ,adverb,e)/gnwn,γιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)llotri/as,ἀλλότριος,adjective,pra/ceis,πρᾶξις,adjective,o(,ὁ,article,*sebasto/s,σεβαστός,adjective,a)lla\,ἀλλά,adverb,ta\s,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,sune/grafen,συγγράφω,verb,w(s,ὡς,conjunction,d',δέ,particle,a)posta/ntas,ἀφίστημι,verb,e)s,εἰς,preposition,tou\s,ὁ,article,fo/rous,φόρος,adjective,e)panh/gage,ἐπανάγω,verb,kai\,e(te/rous,ἕτερος,adjective,w(s,ὡς,conjunction,a)rxh=qen,ἀρχῆθεν,adverb,e)/ti,ἔτι,adverb,o)/ntas,εἰμί,verb,au)tono/mous,αὐτόνομος,adjective,ei(=le,αἱρέω,verb,kai\,καί,conjunction,καί,conjunction,pa/ntas,πᾶς,adjective,e)kratu/nato,κρατύνω,verb,o(/soi,ὅσος,adjective,ta\s,ὁ,article,korufa\s,κορυφάς,noun,oi)kou=si,οἰκέω,verb,tw=n,ὁ,article,*)/alpewn,ba/rbara,βάρβαρος,adjective,kai\,καί,conjunction,ma/xima,μάχιμος,adjective,e)/qnh,kai\,καί,conjunction,klopeu/onta,th\n,ὁ,article,*)itali/an,Ἄλπις,proper,ἔθνος,adjective,κλοπεύω,verb,Ἰταλία,proper,w(s,gei/tona,γείτων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,moi,ἐγώ,pronoun,qau=ma/,θαῦμα,noun,e)stin,εἰμί,verb,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,polloi\,πολύς,adjective,kai\,καί,conjunction,mega/loi,μέγας,adverb,*(rwmai/wn,,,stratoi\,στρατός,noun,e)pi\,ἐπί,preposition,*keltou\s,Κελτός,proper,kai\,καί,conjunction,*)/ibhras,Ἴβηρ,proper,dia\,διά,preposition,tw=n,ὁ,article,*)/alpewn,o(deu/ontes,ὁδεύω,verb,u(perei=don,ὑπερείδω,verb,ta/de,ὅδε,pronoun,ta\,ὁ,article,e)/qnh,ἔθνος,adjective,kai\,καί,conjunction,ou)de\,οὐδέ,particle,*ga/ios,Γαῗος,proper,Ἄλπις,proper,*kai=sar,Καῖσαρ,proper,eu)tuxe/statos,εὐτυχής,adjective,e)s,εἰς,preposition,pole/mous,πόλεμος,noun,a)nh/r,ἀνήρ,noun,e)ch/nusen,ἐξανύω,verb,au)ta/,αὐτός,pronoun,o(/te,*keltoi=s,Κελτός,proper,e)pole/mei,πολεμέω,verb,kai\,καί,conjunction,de/ka,e)/tesin,ἔτος,noun,a)mfi\,th/nde,ὅδε,pronoun,th\n,ὅτε,conjunction,δέκα,verb,ἀμφί,preposition,ὁ,article,xw/ran,e)xei/mazen,χειμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χώρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla/,ἀλλά,adverb,moi,ἐγώ,pronoun,dokou=sin,δοκέω,verb,oi(,ὁ,article,me/n,μέν,particle,e)f',ἐπί,preposition,a(\,ὅς,pronoun,h(|re/qhsan,αἱρέω,verb,e)peigo/menoi,ἐπείγω,verb,th=s,ὁ,article,dio/dou,δίοδος,noun,tw=n,ὁ,article,*)/alpewn,Ἄλπις,proper,mo/nhs,μόνος,adjective,fronti/sai,φροντίζω,verb,o(,ὁ,article,de\,δέ,particle,*ga/ios,a)mfi/,ἀμφί,preposition,te,τε,particle,ta\,ὁ,article,*keltika\,Κελτικός,adjective,gene/sqai,γίγνομαι,verb,kai\,καί,conjunction,th=s,ὁ,article,sta/sews,στάσις,adjective,Γαῗος,proper,tou=,ὁ,article,*pomphi/ou,Πομπήιος,proper,ta\,ὁ,article,*keltika\,Κελτικός,adjective,e)pilabou/shs,ἐπιλαμβάνω,verb,to\,ὁ,article,tou/twn,οὗτος,pronoun,te/los,u(perqe/sqai,ὑπερτίθημι,verb,,,,,,,,,,,,,,,,τέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fai/netai,φαίνω,verb,me\n,μέν,particle,ga\r,γάρ,particle,kai\,καί,conjunction,*)illuri/dos,Ἰλλυρίς,proper,a(/ma,ἅμα,adverb,*keltoi=s,Κελτός,proper,ai(reqei\s,αἱρέω,verb,a)/rxein,ἄρχω,verb,ou),οὐ,adverb,pa/shs,πᾶς,adjective,d',δέ,particle,a)/ra,ἄρα,particle,h)=rxen,ἄρχω,verb,a)ll',ἀλλά,adverb,o(/sh,ὅσος,adjective,tis,τις,pronoun,h)=n,to/te,τότε,adverb,*(rwmai/ois,,,*)illuri/s,Ἰλλυρίς,proper,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*sebasto\s,σεβαστός,adjective,pa/nta,πᾶς,adjective,e)xeirw/sato,χειρόω,verb,e)ntelw=s,ἐντελής,adverb,kai\,καί,conjunction,e)n,ἐν,preposition,parabolh=|,παραβολή,noun,th=s,ὁ,article,a)praci/as,ἀπραξία,noun,*)antwni/ou,Ἀντώνιος,proper,katelogi/sato,καταλογίζομαι,verb,th=|,ὁ,article,boulh=|,βουλεύς,noun,th\n,ὁ,article,*)itali/an,Ἰταλία,proper,h(merw=sai,dusma/xwn,δύσμαχος,adjective,e)qnw=n,ἔθνος,adjective,qamina\,θαμινός,adverb,e)noxlou/ntwn,ἐνοχλέω,verb,,,,,,,,,,,,,ἡμερόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ocuai/ous,,,me\n,μέν,particle,dh\,δή,particle,kai\,καί,conjunction,*perqehna/tas,,,kai\,καί,conjunction,*baqia/tas,,,kai\,καί,conjunction,*taulanti/ous,Ταυλάντιος,proper,kai\,καί,conjunction,*kambai/ous,,,kai\,καί,conjunction,*kina/mbrous,,,kai\,καί,conjunction,*merome/nnous,,,kai\,καί,conjunction,*purissai/ous,,,ei(=le,di',διά,preposition,o(/lhs,ὅλος,adjective,pei/ras,πεῖρα,noun,,,,,,,,,,,,,,,,αἱρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/rgw|,ἔργον,noun,de\,δέ,particle,mei/zoni,μέγας,adverb,e)lh/fqhsan,λαμβάνω,verb,kai\,καί,conjunction,fo/rous,φόρος,adjective,o(/sous,ὅσος,adjective,e)ce/lipon,ἐκλείπω,verb,h)nagka/sqhsan,ἀναγκάζω,verb,a)podou=nai,ἀποδίδωμι,verb,*doklea=tai/,,,te,τε,particle,kai\,καί,conjunction,*ka/rnoi,Κάρνος,proper,kai\,καί,conjunction,*)interfrouri=noi,,,kai\,καί,conjunction,*narh/sioi,kai\,καί,conjunction,*glintidi/wnes,,,kai\,καί,conjunction,*tauri/skoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,a(lo/ntwn,ἁλίσκομαι,verb,oi(,ὁ,article,o(/moroi,ὅμορος,adjective,prose/qento,προστίθημι,verb,au)tw=|,αὐτός,pronoun,kataplage/ntes,καταπλάσσω,verb,*(ippasi=noi/,,,te,τε,particle,kai\,καί,conjunction,*bessoi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(te/rous,ἕτερος,adjective,de\,δέ,particle,au)tw=n,αὐτός,pronoun,a)posta/ntas,ἀφίστημι,verb,*melithnou\s,,,kai\,καί,conjunction,*korkurhnou/s,,,oi(\,ἕ,pronoun,nh/sous,νῆσος,noun,w)/|koun,οἰκέω,verb,a)ne/sthsen,ἀνίστημι,verb,a)/rdhn,ἄρδην,adverb,o(/ti,ὅστις,pronoun,e)lh/|steuon,λῃστεύω,verb,th\n,ὁ,article,qa/lassan,θάλασσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
