word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS
me/lpe,μέλπω,verb,ge/nh,γένος,noun,skula/kwn,σκύλαξ,noun,te,τε,particle,kai\,καί,conjunction,i(/ppwn,ἵππος,noun,ai)o/la,αἰόλος,adjective,fu=la,φῦλον,noun,boula\s,βουλή,noun,w)kuno/ous,stibi/hs,στιβίη,noun,e)u+kerde/os,ἐυκερδής,adjective,e)/rga,ἔργον,noun,,,,,ὠκύνοος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xqea/,ἔχθος,noun,moi,ἐγώ,pronoun,qh/reia,θήρειος,adjective,le/gein,λέγω,verb,filo/thtas,φιλότης,noun,a)ei/dein,ἀείδω,verb,kai\,καί,conjunction,qala/mous,θάλαμος,adjective,e)n,ἐν,preposition,o)/ressin,a)dakru/toio,ἀδάκρυτος,adjective,*kuqei/rhs,,,kai\,καί,conjunction,toketou\s,τοκετός,noun,e)ni\,ὄρος,adjective,ἐν,preposition,qhrsi\n,θήρ,noun,a)maieu/toio,ἀμαίευτος,adjective,loxei/hs,λοχεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=ai,τοῖος,adjective,sunqesi/ai,συνθεσία,noun,*zhno\s,Ζεύς,proper,mega/loio,μέγας,adverb,qugatro/s,θυγάτηρ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/kluon,ἐκλύω,verb,a)ei/dw,ἀείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba/lloimi,βάλλω,verb,d',δέ,particle,e)pi/skopon,ἐπίσκοπος,adjective,h)xh/n,ἠχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/lla\,ἄλλος,adjective,su/,σύ,pronoun,g',γε,particle,a)ntoli/hqen,,,e)p',ἐπί,preposition,*)wkeano\n,Ὠκεανός,proper,basileu/wn,βασιλεύω,verb,eu)/dion,εὔδιος,adjective,a)mbrosi/h|sin,ἀμβροσία,noun,u(p',o)fru/si,ὀφρύς,noun,sh=|si,σός,adjective,geghqw/s,γηθέω,verb,deciterh\n,δεξιτερός,adjective,o)pa/saio,ὑπό,preposition,ὀπάζω,verb,pani/laon,πανίλαος,adjective,o)lbodo/teiran,ὀλβοδότειρα,noun,gai/h|,γαῖα,noun,kai\,καί,conjunction,poli/essi,πόλις,adjective,kai\,καί,conjunction,eu)qh/roisin,εὔθηρος,adjective,a)oidai=s,ἀοιδός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*trixqadi/hn,τριχθάδιος,adjective,qh/rhn,θήρα,noun,qeo\s,θεός,noun,w)/pasen,ὀπάζω,verb,a)nqrw/poisin,ἄνθρωπος,noun,h)eri/hn,ἠέριος,adjective,xqoni/hn,χθόνιος,adjective,te,τε,particle,kai\,καί,conjunction,ei)nali/hn,e)rateinh/n,ἐρατεινός,adjective,,,,,,,,,,,ἐνάλιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)k,οὐ,adverb,i)=sos,ἴσος,adjective,a)/eqlos,ἆθλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,po/qen,πόθεν,adverb,i)=sa,ἴσος,adjective,te/tuktai,τεύχω,verb,i)xqu\n,ἰχθύς,noun,a)spai/ronta,ἀσπαίρω,verb,buqw=n,βυθός,noun,a)pomhru/sasqai,ἀπομηρύομαι,verb,kai\,καί,conjunction,tanaou\s,o)/rniqas,ὄρνις,noun,a)p',ἀπό,preposition,h)e/ros,ἀήρ,adjective,ei)ru/sasqai,ἐρύω,verb,h)\,ταναός,adjective,ἠέ,conjunction,qhrsi\n,θήρ,noun,foni/oisin,φονάω,verb,e)n,ἐν,preposition,ou)/resi,ὄρος,adjective,dhri/sasqai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,me\n,μέν,particle,a)/r',ἄρα,particle,ou)d',οὐδέ,particle,a(lih=i+,ἁλιεύς,adjective,kai\,καί,conjunction,ou)k,οὐ,adverb,e)to\s,ἐτός,adverb,i)ceuth=ri,ἰξευτήρ,noun,a)/grh,no/sfi,νόσφι,preposition,po/noio,πόνος,noun,,,,,,,,ἀγρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/nw|,πόνος,noun,d',δέ,particle,a(/ma,ἅμα,adverb,te/ryis,τέρψις,noun,o)phdei=,ὀπαδέω,verb,mou/nh,μόνος,adjective,kai\,καί,conjunction,fo/nos,φόνος,noun,ou)/tis,οὔτις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nai/maktoi,ἀναίμακτος,adjective,de\,δέ,particle,pe/lontai,πέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/toi,ἤτοι,particle,o(,ὁ,article,me\n,μέν,particle,pe/trh|sin,πέτρα,noun,e)fh/menos,ἐπῆμαι,verb,a)gxia/loisi,ἀγχίαλος,adjective,gurale/ois,γυράλεος,adjective,dona/kessi,δόναξ,noun,kai\,καί,conjunction,a)gki/stroisi,dafoinoi=s,δαφοινός,adjective,a)/tromos,ἄτρομος,adjective,a)spalieu\s,ἀσπαλιεύς,noun,e)pedh/sato,ἐπιδέω,verb,dai/dalon,ἄγκιστρον,noun,δαίδαλος,adjective,i)xqu/n,ἰχθύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terpwlh\,τερπωλή,noun,d',δέ,particle,o(/te,ὅτε,conjunction,xalkou=,χαλκός,noun,u(pai\,ὑπό,preposition,genu/essi,γένυς,noun,torh/sas,τορέω,verb,u(/yi,ὕψι,adverb,ma/la,μάλα,adverb,qrw/skonta,buqw=n,βυθός,noun,u(/per,ὑπέρ,preposition,a)spai/ronta,ἀσπαίρω,verb,ei)na/lion,ἐνάλιος,adjective,fore/h|si,θρῴσκω,verb,φορέω,verb,di',διά,preposition,h)e/ros,ἀήρ,adjective,o)rxhsth=ra,ὀρχηστήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nai\,ναί,adverb,mh\n,μήν,particle,i)ceuth=ri,ἰξευτήρ,noun,po/nos,πόνος,noun,gluku/s,γλυκύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,ga\r,γάρ,particle,e)p',ἐπί,preposition,a)/grhn,ἄγρα,noun,ou)k,οὐ,adverb,a)/or,ἄορ,adjective,ou),οὐ,adverb,drepa/nhn,δρεπάνη,adjective,ou),οὐ,adverb,xa/lkea,dou=ra,δόρυ,noun,fe/rontai,φέρω,verb,a)ll',ἀλλά,adverb,au)toi=s,αὐτός,pronoun,e)pi\,χάλκεος,adjective,ἐπί,preposition,druma\,δρυμός,noun,sune/mporos,συνέμπορος,noun,e(/speto,ἕπομαι,verb,ki/rkos,κίρκος,noun,kai\,καί,conjunction,dolixai\,δολιχός,adjective,qw/migges,θῶμιγξ,noun,u(gro/s,ὑγρός,adjective,te,τε,particle,meli/xroos,μελίχροος,adjective,i)co\s,ἰξός,noun,oi(/,ἕ,pronoun,te,τε,particle,diheri/hn,διηέριος,adjective,do/nakes,δόναξ,noun,pate/ousin,πατέω,verb,a)tarpo/n,ἀτραπός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ta/de,ὅδε,pronoun,tolmh/seien,τολμάω,verb,a)ei/dein,ἀείδω,verb,i)sota/lanta,ἰσοτάλαντος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,basilh=i+,βασιλεύς,noun,le/onti,λέων,noun,ti/s,τίς,pronoun,ai)eto\n,ἀετός,noun,a)ntiba/loito,ἀντιβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w=|,εἷς,adjective,pordali/wn,,,de\,δέ,particle,ti/s,τίς,pronoun,a)/n,ἄν,particle,mu/rainan,μύραινα,noun,e)i/+skoi,ἐίσκω,verb,h)\,ἠέ,conjunction,qw=as,θώς,noun,ki/rkois,h)\,ἠέ,conjunction,r(inoke/rwtas,ῥινόκερως,noun,e)xi/nois,ἐχῖνος,noun,h)\,ἠέ,conjunction,la/ron,κίρκος,noun,λάρος,adjective,ai)ga/grois,αἴγαγρος,noun,h)\,ἠέ,conjunction,kh/tea,κῆτος,noun,pa/nt',πᾶς,adjective,e)le/fanti,ἐλέφας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qhrhth=re,θηρατήρ,noun,lu/kous,λύκος,adjective,o)/lesan,ὄλλυμι,verb,qu/nnous,θύννος,noun,a(lih=es,ἁλιεύς,adjective,a)greuth=res,ἀγρευτήρ,noun,o)/i+s,ὄις,noun,trh/rwnas,τρήρων,noun,e(/lon,αἱρέω,verb,donakh=es,a)/rkton,ἄρκτος,noun,e)pakth=res,ἐπακτήρ,noun,kai\,καί,conjunction,mormu/ron,μορμύρος,adjective,a)spalih=es,δονακεύς,noun,ἀσπαλιεύς,noun,ti/grin,τίγρις,noun,d',δέ,particle,i(pph=es,ἱππεύς,noun,kai\,καί,conjunction,trigli/das,τριγλίς,noun,i)xqubolh=es,ἰχθυβολεύς,noun,ka/prion,κάπριος,noun,i)xneuth=res,,,a)hdo/nas,ἀηδών,noun,i)ceuth=res,ἰξευτήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,su\,σύ,pronoun,me/n,μέν,particle,*nhreu=,Νηρεύς,proper,kai\,καί,conjunction,dai/mones,δαίμων,adjective,*)amfitri/ths,Ἀμφιτρίτη,proper,h)de\,ἠδέ,conjunction,filorni/qwn,φίλορνις,noun,*drua/dwn,xoro\s,χορός,noun,i(lh/koite,ἱλήκω,verb,,,,,,,,Δρυάς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh\,δή,particle,ga\r,γάρ,particle,e)pistrofa/dhn,ἐπιστροφάδην,adverb,me,ἐγώ,pronoun,fi/lai,φίλος,adjective,kale/ousin,καλέω,verb,a)oidai/,ἀοιδός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dai/mosi,δαίμων,adjective,qhrofo/noisi,θηροφόνος,adjective,pali/ntropos,παλίντροπος,adjective,e)/rxom',ἔρχομαι,verb,a)ei/swn,ἀείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ta,πρότερος,adjective,me\n,μέν,particle,ai)zhoi\,αἰζηός,noun,mh/,μή,conjunction,moi,ἐγώ,pronoun,ma/la,μάλα,adverb,pi/ones,πίων,adjective,e)/stwn,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,ga/r,γάρ,particle,toi,τοι,particle,skope/loisi,σκόπελον,noun,qorei=n,θρῴσκω,verb,me\n,μέν,particle,u(pei/roxon,ὑπέροχος,adjective,i(/ppon,ἵππος,noun,xreiw\,χρεώ,noun,a)nagkai/h,xreiw\,χρεώ,noun,d',δέ,particle,a)/ra,ἄρα,particle,ta/fron,τάφρος,noun,a(le/sqai,ἀνάγκη,noun,ἅλλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dhqa/ki,,,d',δέ,particle,e)n,ἐν,preposition,drumoi=sin,δρυμός,noun,a)na/gkh,ἀνάγκη,noun,qh=ra,θήρ,noun,di/esqai,δίεμαι,verb,possi\n,πούς,noun,e)lafri/zonta,ἐλαφρίζω,verb,kai\,eu)fo/rtois,εὔφορτος,adjective,mele/essi,μέλος,noun,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,mh\,μή,conjunction,piale/oi,πιαλέος,adjective,qh/rhs,θήρα,noun,e)pi\,ἐπί,preposition,mw=lon,μῶλος,noun,i)/oien,εἶμι,verb,mhd',μηδέ,particle,e)/ti,ἔτι,adverb,leptale/oi,,,,,,,,,,,,,,λεπταλέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga/r,γάρ,particle,pote,ποτέ,particle,dhri/sasqai,,,qhrsi\n,θήρ,noun,e)nuali/oisi,Ἐνυάλιος,proper,xrew\,χρεώ,noun,poluagre/a,πολυαγρής,adjective,fw=ta,φάος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou)/neka/,τούνεκα,adverb,moi,ἐγώ,pronoun,de/mas,δέμας,noun,w(=de,ὧδε,adverb,kerassa/menoi,κεράννυμι,verb,fore/oien,φορέω,verb,a)mfo/teron,ἀμφότερος,adjective,kraipno/n,κραιπνός,adjective,te,τε,particle,qe/ein,sqenaro/n,σθεναρός,adjective,te,τε,particle,ma/xesqai,μάχομαι,verb,,,,,θέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,d',δέ,particle,a)/ra,ἄρα,particle,deciterh=|,δεξιτερός,adjective,me\n,μέν,particle,e)pikrada/oien,ἐπικραδάω,verb,a)/kontas,ἄκων,noun,a)mfidu/mous,ἀμφίδυμος,adjective,tanaou/s,ταναός,adjective,drepa/nhn,d',δέ,particle,e)pi\,ἐπί,preposition,messo/qi,μεσσόθι,adverb,zw/nhs,ζώνη,noun,,δρεπάνη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,kai\,καί,conjunction,qh/ressi,θήρ,noun,pikro\n,πικρός,adjective,fo/non,φόνος,noun,e)ntu/nointo,ἐντύνω,verb,kai/,καί,conjunction,te,τε,particle,kakw=n,fore/oien,φορέω,verb,a)lechth/ria,ἀλεξητήριος,adjective,fwtw=n,φώς,adjective,,,,,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laih=|,λαιός,noun,de\,δέ,particle,pezo\s,πεζός,adjective,me\n,μέν,particle,a)/goi,ἄγω,verb,ku/nas,κύων,noun,i(ppela/ths,ἱππελάτης,adjective,de\,δέ,particle,i(/ppwn,ἵππος,noun,i)qu/neie,kubernhth=ra,κυβερνητήρ,noun,xalino/n,χαλινός,noun,,,,,,,,ἰθύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
