word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS,word/135/@_form,word/135/lemma/@_entry,word/135/lemma/@_POS,word/136/@_form,word/136/lemma/@_entry,word/136/lemma/@_POS,word/137/@_form,word/137/lemma/@_entry,word/137/lemma/@_POS,word/138/@_form,word/138/lemma/@_entry,word/138/lemma/@_POS,word/139/@_form,word/139/lemma/@_entry,word/139/lemma/@_POS,word/140/@_form,word/140/lemma/@_entry,word/140/lemma/@_POS,word/141/@_form,word/141/lemma/@_entry,word/141/lemma/@_POS
e)/nesti,ἔνειμι,verb,me/n,μέν,particle,pou,πού,adverb,tw=|,mu/rw|,μῦρος,noun,to\,eu)w=des,εὐώδης,adverb,e)/nesti,ἔνειμι,verb,d',δέ,particle,e)n,ἐν,preposition,a)ntido/tw|,ἀντίδοτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diafe/rei,διαφέρω,verb,d',δέ,particle,o(/ti,ὅστις,pronoun,tou=to,me\n,μέν,particle,pro\s,h(donh\n,ἡδονά,noun,kai\,καί,conjunction,pro\s,πρός,preposition,ou)de\n,οὐδείς,pronoun,e(/teron,ἕτερος,adjective,ge/gonen,γίγνομαι,verb,e)kei=,ἐκεῖ,adverb,de\,δέ,particle,to\,ὁ,article,kaqai=ron,καθαίρω,verb,h)\,ἠέ,conjunction,to\,ὁ,article,qermai=non,θερμαίνω,verb,οὗτος,pronoun,πρός,preposition,h)\,ἠέ,conjunction,to\,ὁ,article,sarkou=n,σαρκάω,verb,th=s,ὁ,article,duna/mews,δύναμις,adjective,a)/llws,ἄλλως,adverb,eu)w=de/s,εὐώδης,adverb,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/lin,πάλιν,adverb,oi(,ὁ,article,grafei=s,γραφεύς,noun,a)nqhra\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀνθηρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrw/mata,χρῶμα,noun,kai\,καί,conjunction,ba/mmata,βάμμα,noun,mignu/ousin,e)/sti,εἰμί,verb,de\,kai\,καί,conjunction,tw=n,ὁ,article,i)atrikw=n,ἰατρικός,adjective,farma/kwn,φάρμακον,noun,e)/nia,ἔνιοι,adjective,th\n,ὁ,article,o)/yin,ὄψις,noun,a)nqhra\,ἀνθηρός,adjective,kai\,καί,conjunction,th\n,ὁ,article,xro/an,χροιά,adjective,ou)k,οὐ,adverb,a)pa/nqrwpon,ἀπάνθρωπος,adjective,μίγνυμι,verb,δέ,particle,e)/xonta,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,toi/nun,τοίνυν,particle,diafe/rei,διαφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,dh=lon,δῆλος,adjective,o(/ti,ὅστις,pronoun,tw=|,te/lei,τέλος,noun,th=s,xrei/as,χρεία,noun,diakrinou=men,διακρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,o(moi/ws,ὅμοιος,adjective,ai(,ὁ,article,me\n,tw=n,ὁ,article,fi/lwn,xa/rites,χάρις,noun,e)pi\,ἐπί,preposition,kalw=|,καλός,noun,tini,τις,pronoun,kai\,καί,conjunction,w)feli/mw|,ὠφέλιμος,adjective,to\,ὁ,article,eu)frai=non,εὐφραίνω,verb,w(/sper,ὥσπερ,adverb,e)panqou=n,ἐπανθέω,verb,e)/xousin,ἔχω,verb,e)/sti,εἰμί,verb,d',δέ,particle,μέν,particle,φίλος,adjective,o(/te,ὅτε,conjunction,kai\,καί,conjunction,paidia=|,παιδιή,noun,kai\,καί,conjunction,trape/zh|,τράπεζα,noun,kai\,καί,conjunction,oi)/nw|,οἶνον,noun,kai\,καί,conjunction,nh\,νή,preposition,*di/a,Δίη,proper,ge/lwti,γέλως,noun,kai\,καί,conjunction,flua/rw|,φλύαρος,noun,pro\s,πρός,preposition,a)llh/lous,ἀλλήλων,pronoun,oi(=on,οἷος,adjective,h(du/smasin,ἥδυσμα,noun,e)xrh/santo,χράω,verb,tw=n,ὁ,article,kalw=n,κάλη,adjective,kai\,καί,conjunction,spoudai/wn,σπουδαῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,o(\,ὅς,pronoun,dh\,δή,particle,kai\,le/lektai,λέγω,verb,to\,mu/qoisin,μῦθος,noun,te/rponto,τέρπω,verb,pro\s,πρός,preposition,a)llh/lous,ἀλλήλων,pronoun,e)ne/pontes,ἐνέπω,verb,kai\,καί,conjunction,to\,ὁ,article,ou)de/,οὐδέ,particle,ken,ἄν,particle,a)/llo,ἄλλος,adjective,a)/mme,ἐγώ,pronoun,die/krinen,διακρίνω,verb,file/onte/,φιλέω,verb,καί,conjunction,ὁ,article,te,τε,particle,terpome/nw,τέρπω,verb,te,τε,particle,tou=,ὁ,article,de\,δέ,particle,ko/lakos,κόλαξ,noun,tou=t',οὗτος,pronoun,e)/rgon,ἔργον,noun,e)sti\,εἰμί,verb,kai\,καί,conjunction,te/los,τέλος,noun,a)ei/,ἀεί,adverb,tina,τις,pronoun,paidia\n,παιδιή,noun,h)\,ἠέ,conjunction,pra=cin,πρᾶξις,adjective,h)\,ἠέ,conjunction,lo/gon,λόγος,noun,e)f',ἐπί,preposition,h(donh=|,ἡδονά,noun,kai\,καί,conjunction,pro\s,πρός,preposition,h(donh\n,ἡδονά,noun,o)yopoiei=n,ὀψοποιέω,verb,kai\,καί,conjunction,karukeu/ein,καρυκεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunelo/nti,συναιρέω,verb,d',δέ,particle,ei)pei=n,εἶπον,verb,o(,me\n,μέν,particle,i(/n',h(du\s,ἡδύς,adjective,pa/nta,πᾶς,adjective,dei=n,δέω,verb,oi)/etai,οἴομαι,verb,poiei=n,ποιέω,verb,o(,ὁ,article,d',δέ,particle,a)ei\,ἀεί,adverb,poiw=n,ποιέω,verb,a(\,ὅς,pronoun,dei=,δέομαι,verb,polla/kis,πολλάκις,adverb,me\n,μέν,particle,ὁ,article,ἵνα,conjunction,h(du\s,ἡδύς,adjective,polla/kis,πολλάκις,adverb,d',δέ,particle,a)hdh/s,ἀηδής,adjective,e)stin,εἰμί,verb,ou),οὐ,adverb,tou=to,οὗτος,pronoun,boulo/menos,βούλομαι,verb,ei),εἰ,conjunction,de\,δέ,particle,be/ltion,βελτίων,adverb,ei)/h,ἀίω,verb,mhde\,μηδέ,particle,tou=to,οὗτος,pronoun,feu/gwn,φεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,ga\r,γάρ,particle,i)atro/s,ἰατρός,noun,a)\n,sumfe/rh|,συμφέρω,verb,kro/kon,h)\,ἠέ,conjunction,na/rdon,νάρδον,noun,e)pe/bale,ἐπιβάλλω,verb,kai\,καί,conjunction,nh\,νή,preposition,*di/a,Δίη,proper,polla/kis,πολλάκις,adverb,e)/louse,λούω,verb,proshnw=s,προσηνής,adverb,kai\,καί,conjunction,e)/qreye,τρέφω,verb,filanqrw/pws,φιλάνθρωπος,adjective,e)/sti,εἰμί,verb,ἄν,particle,κρόκος,noun,d',δέ,particle,o(/pou,ὅπου,adverb,tau=t',οὗτος,pronoun,e)a/sas,ἀίω,verb,kasto/rion,καστορίδες,noun,e)ne/seisen,ἐνσείω,verb,h)\,ἠέ,conjunction,po/lion,πόλιον,noun,baru/osmon,βαρύοσμος,adjective,o(\,ὅς,pronoun,dh\,δή,particle,r(i/giston,ῥίγιστος,adjective,o)/dwden,ὄζω,verb,o(/te,ὅτε,conjunction,su\n,σύν,preposition,e)pai(nw|,,,kai\,καί,conjunction,xa/riti,χάρις,noun,megalu/nwn,μεγαλύνω,verb,kai\,καί,conjunction,eu)frai/nwn,εὐφραίνω,verb,a)/gei,ἄγω,verb,pro\s,πρός,preposition,to\,ὁ,article,kalo/n,καλός,noun,w(/sper,ὥσπερ,adverb,ou(=tos,οὗτος,pronoun,*teu=kre,Τεῦκρος,proper,fi/lh,φίλος,adjective,kefalh/,κεφαλή,noun,*telamw/nie,Τελαμών,proper,koi/rane,κοίρανος,noun,law=n,λαός,noun,ba/ll',βάλλω,verb,ou(/tw,οὕτως,adverb,h)/,ἠέ,conjunction,tina,τις,pronoun,e)lle/boron,ἑλλέβορος,noun,e)kpiei=n,ἐκπίνω,verb,tri/yas,τρίβω,verb,h)na/gkasen,ἀναγκάζω,verb,ou)/t',οὔτε,adverb,e)ntau=qa,ἐνταῦθα,adverb,to\,ὁ,article,a)hde\s,ἀηδής,adjective,ou)/t',οὔτε,adverb,e)kei=,ἐκεῖ,adverb,to\,ὁ,article,h(du\,ἡδύς,adjective,poiou/menos,ποιέω,verb,te/los,τέλος,noun,a)ll',ἀλλά,adverb,e)f',ἐπί,preposition,e(\n,εἷς,adjective,di',διά,preposition,a)mfote/rwn,ἀμφότερος,adjective,e)pi\,ἐπί,preposition,to\,ὁ,article,sumfe/ron,συμφέρω,verb,a)/gwn,ἄγω,verb,to\n,ὁ,article,qerapeuo/menon,θεραπεύω,verb,ou(/tws,οὕτως,adverb,o(,ὁ,article,fi/los,φίλος,adjective,e)/sti,εἰμί,verb,me\n,μέν,particle,o(/te,ὅτε,conjunction,su\n,σύν,preposition,e)pai/nw|,ἔπαινος,noun,kai\,καί,conjunction,xa/riti,χάρις,noun,megalu/nwn,μεγαλύνω,verb,kai\,καί,conjunction,eu)frai/nwn,εὐφραίνω,verb,a)/gei,ἄγω,verb,pro\s,πρός,preposition,to\,ὁ,article,kalo/n,καλός,noun,w(/sper,ὥσπερ,adverb,ou(=tos,οὗτος,pronoun,kai\,καί,conjunction,*teu=kre,Τεῦκρος,proper,fi/lh,φίλος,adjective,kefalh/,κεφαλή,noun,*telamw/nie,Τελαμών,proper,koi/rane,κοίρανος,noun,law=n,λαός,noun,ba/ll',βάλλω,verb,ou(/tw',οὕτως,adverb,pw=s,πῶς,adverb,a)\n,ἄν,particle,e)/peit',ἔπειτα,adverb,*)odush=os,Ὀδυσσεύς,proper,e)gw\,ἐγώ,pronoun,qei/oio,θεῖος,adjective,laqoi/mhn,λανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
