word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS
tw=n,de\,δέ,particle,*lewxa/rous,Λεωχάρης,proper,i)di/wn,ἴδιος,adjective,ou)k,οὐ,adverb,e)piqumou=men,ἐπιθυμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dikaiogenhn,ga/r,γάρ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ou)/t',οὔτε,adverb,e)leei=n,ἐλεάω,verb,e)ste,εἰμί,verb,di/kaioi,δίκαιος,adjective,ltw(sgt,,,kakw=s,κακός,adjective,pra/ttonta,πράσσω,verb,kai\,καί,conjunction,peno/menon,πένομαι,verb,ou)/t',οὔτε,adverb,eu)=,εὖ,adverb,poiei=n,ποιέω,verb,w(s,ὡς,conjunction,a)gaqo/n,ἀγαθός,adjective,ti,τις,pronoun,ei)rgasme/non,ἐργάζομαι,verb,th\n,ὁ,article,po/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de/tera,ga\r,γάρ,particle,au)tw=|,αὐτός,pronoun,tou/twn,οὗτος,pronoun,u(pa/rxei,ὑπάρχω,verb,w(s,ὡς,conjunction,e)gw\,ἐγώ,pronoun,a)pofanw=,ἀποφαίνω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐδέτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/ma,de\,δέ,particle,kai\,καί,conjunction,plou/sion,πλούσιος,adjective,kai\,καί,conjunction,ponhro/taton,πονηρός,adjective,au)to\n,αὐτός,pronoun,o)/nta,εἰμί,verb,a)nqrw/pwn,ἄνθρωπος,noun,a)podei/cw,ἀποδείκνυμι,verb,kai\,καί,conjunction,ei)s,εἰς,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,kai\,καί,conjunction,ei)s,εἰς,preposition,tou\s,ὁ,article,prosh/kontas,προσήκω,verb,kai\,καί,conjunction,ei)s,εἰς,preposition,tou\s,ὁ,article,fi/lous,φῖλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,ἅμα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,ga\r,γάρ,particle,paralabw\n,παραλαμβάνω,verb,to\n,ὁ,article,klh=ron,κλῆρος,adjective,par',παρά,preposition,u(mw=n,σύ,pronoun,fe/ronta,φέρω,verb,mi/sqwsin,μίσθωσις,noun,tou=,ὁ,article,e)niautou=,ἐνιαυτός,noun,o)gdoh/konta,ὀγδοήκοντα,noun,mna=s,μνᾶ,noun,karpwsa/menos,καρπόω,verb,au)to\n,αὐτός,pronoun,de/ka,δέκα,verb,e)/th,ἔτης,noun,ou)/te,οὔτε,adverb,a)rgu/rion,ἀργύριον,adjective,o(mologei=,ὁμολογέω,verb,kekth=sqai,κτάομαι,verb,ou)/te,οὔτε,adverb,o(/poi,ὅποι,adverb,a)nh/lwsen,ἀναλίσκω,verb,e)/xoi,ἔχω,verb,a)\n,ἄν,particle,e)pidei=cai,ἐπιδείκνυμι,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/cion,de\,δέ,particle,kai\,καί,conjunction,u(mi=n,σύ,pronoun,logi/sasqai,λογίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄξιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,ga\r,γάρ,particle,th=|,ὁ,article,me\n,μέν,particle,fulh=|,φυλάζω,verb,ei)s,εἰς,preposition,*dionu/sia,Διονύσια,proper,xorhgh/sas,χορηγέω,verb,te/tartos,τέταρτος,adjective,e)ge/neto,γίγνομαι,verb,tragw|doi=s,τραγῳδός,noun,de\,δέ,particle,kai\,καί,conjunction,purrixistai=s,πυρριχιστής,noun,u(/statos,ὕστατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau/tas,de\,δέ,particle,mo/nas,μόνος,adjective,a)nagkasqei\s,ἀναγκάζω,verb,ltta\sgt,,,lh|tourgi/as,λειτουργία,noun,leitourgh=sai,λειτουργέω,verb,a)po\,ἀπό,preposition,tosau/ths,τοσοῦτος,adjective,proso/dou,πρόσοδος,noun,ou(/tw,οὕτως,adverb,kalw=s,καλός,noun,e)xorh/ghsen,χορηγέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,mh\n,μήν,particle,trihra/rxwn,τριήραρχος,noun,tosou/twn,τοσοῦτος,adjective,katastaqe/ntwn,καθίστημι,verb,ou)/t',οὔτε,adverb,au)to\s,αὐτός,pronoun,e)trihra/rxhsen,τριηραρχέω,verb,ou)/q',οὔτε,adverb,e(te/rw|,ἕτερος,adjective,sumbe/blhtai,συμβάλλω,verb,e)n,ἐν,preposition,toiou/tois,τοιοῦτος,adjective,kairoi=s,καιρός,noun,a)ll',ἀλλά,adverb,e(/teroi,ἕτερος,adjective,me\n,μέν,particle,ou)si/an,οὐσία,adjective,kekthme/noi,κτάομαι,verb,e)la/ttw,ἐλάσσων,adjective,h)\,ἠέ,conjunction,ou(=tos,οὗτος,pronoun,mi/sqwsin,μίσθωσις,noun,lamba/nei,λαμβάνω,verb,trihrarxou=si,τριηραρχέω,verb,,,,,,,,,,,,,,,,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ou)x,οὐ,adverb,o(,ὁ,article,path\r,πατήρ,noun,au)tw=|,αὐτός,pronoun,th\n,ὁ,article,pollh\n,πολύς,adjective,ou)si/an,οὐσία,adjective,kate/lipen,καταλιμπάνω,verb,a)ll',ἀλλά,adverb,u(mei=s,σύ,pronoun,e)/dote,δίδωμι,verb,th=|,ὁ,article,yh/fw|,ψῆφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καίτοι,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ei),εἰ,conjunction,kai\,καί,conjunction,mh\,μή,conjunction,poli/ths,πολίτης,noun,h)=n,εἰμί,verb,dia/,διά,preposition,ge,γε,particle,tou=to,οὗτος,pronoun,di/kaios,δίκαιος,adjective,h)=n,εἰμί,verb,th\n,ὁ,article,po/lin,πόλις,adjective,eu)=,εὖ,adverb,poiei=n,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὥστε,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)sforw=n,toi/nun,τοίνυν,particle,tosou/twn,τοσοῦτος,adjective,gegenhme/nwn,γίγνομαι,verb,pa=si,πᾶς,adjective,toi=s,ὁ,article,poli/tais,πολίτης,noun,ei)s,εἰς,preposition,to\n,ὁ,article,po/lemon,πόλεμος,noun,kai\,καί,conjunction,th\n,ὁ,article,swthri/an,σωτηρία,noun,th=s,ὁ,article,po/lews,πόλις,adjective,*dikaioge/nhs,Δικαιογένης,proper,ou)k,οὐ,adverb,e)/stin,εἰμί,verb,h(/ntina,ὅστις,pronoun,ei)senh/noxe,εἰσφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰσφορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plh\n,o(/te,ὅτε,conjunction,*le/xaion,Λέχαιον,proper,e(a/lw,ἁλίσκομαι,verb,klhqei\s,καλέω,verb,u(po\,ὑπό,preposition,e(te/rou,ἕτερος,adjective,e)pe/dwken,ἐπιδίδωμι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,dh/mw|,δῆμος,noun,triakosi/as,τριακόσιοι,adjective,draxma/s,δραχμή,noun,e)/latton,ἐλάσσων,adjective,h)\,ἠέ,conjunction,*klew/numos,Κλεώνυμος,proper,o(,ὁ,article,*krh/s,Κρής,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πλήν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,tou=to,οὗτος,pronoun,e)pe/dwken,ἐπιδίδωμι,verb,ou)k,οὐ,adverb,ei)sh/negken,εἰσφέρω,verb,a)ll',ἀλλά,adverb,e)p',ἐπί,preposition,ai)sxi/stw|,αἰσχρός,adjective,e)pigra/mmati,ἐπίγραμμα,noun,e)cete/qh,ἐκτίθημι,verb,au)tou=,αὐτός,pronoun,tou)/noma,ὄνομα,adjective,e)/mprosqen,ἔμπροσθεν,adverb,tw=n,ὁ,article,e)pwnu/mwn,ἐπώνυμος,adjective,o(/ti,ὅστις,pronoun,oi(/de,ὅδε,pronoun,ei)s,εἰς,preposition,swthri/an,σωτηρία,noun,th=s,ὁ,article,po/lews,πόλις,adjective,u(posxo/menoi,ὑπέχω,verb,tw=|,ὁ,article,dh/mw|,δῆμος,noun,ei)soi/sein,εἰσφέρω,verb,xrh/mata,χρῆμα,adjective,e)qelontai\,ἐθελοντής,noun,ou)k,οὐ,adverb,ei)sh/negkan,εἰσφέρω,verb,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,toi,τοι,particle,pw=s,πῶς,adverb,a)/cion,ἄξιος,adjective,qauma/zein,θαυμάζω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ei),εἰ,conjunction,e)me\,ἐγώ,pronoun,e)chpa/thsen,ἐξαπατάω,verb,e(/na,ἕνος,adjective,o)/nta,εἰμί,verb,o(\s,ὅς,pronoun,u(ma=s,σύ,pronoun,a(/pantas,ἅπας,adjective,a(/ma,ἅμα,adverb,suneilegme/nous,συλλέγω,verb,e)n,ἐν,preposition,th=|,ὁ,article,e)kklhsi/a|,ἐκκλησία,noun,toiau=ta,τοιοῦτος,adjective,e)poi/hse,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,καίτοι,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,tou/twn,οὗτος,pronoun,u(mi=n,σύ,pronoun,tou\s,ὁ,article,ma/rturas,μάρτυς,noun,pare/comai,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)s,me\n,μέν,particle,th\n,ὁ,article,po/lin,πόλις,adjective,ou(/tw,οὕτως,adverb,kai\,καί,conjunction,tosau=ta,τοσοῦτος,adjective,lelh|tou/rghke,λειτουργέω,verb,*dikaioge/nhs,Δικαιογένης,proper,a)po\,ἀπό,preposition,tosou/twn,τοσοῦτος,adjective,xrhma/twn,χρῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,de\,δέ,particle,tou\s,ὁ,article,prosh/kontas,προσήκω,verb,toiou=to/s,τοιοῦτος,adjective,e)stin,εἰμί,verb,oi(=on,οἷος,adjective,o(ra=te,ὁράω,verb,w(/ste,ὥστε,conjunction,tou\s,ὁ,article,me\n,μέν,particle,h(mw=n,ἐγώ,pronoun,a)fei/leto,ἀφαιρέω,verb,th\n,ὁ,article,ou)si/an,οὐσία,adjective,o(/ti,ὅστις,pronoun,mei=zon,μέγας,adverb,e)dunh/qh,δύναμαι,verb,tou\s,ὁ,article,de\,δέ,particle,periew/ra,περιοράω,verb,ei)s,εἰς,preposition,tou\s,ὁ,article,misqwtou\s,μισθωτός,adjective,i)o/ntas,εἶμι,verb,di',διά,preposition,e)/ndeian,ἔνδεια,noun,tw=n,ὁ,article,e)pithdei/wn,ἐπιτήδειος,adjective,,,,περί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,de\,δέ,particle,mhte/ra,μήτηρ,noun,th\n,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)tou=,kaqhme/nhn,κάθημαι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,th=s,ὁ,article,*ei)leiqui/as,Εἰλείθυια,proper,i(erw=|,ἱερόν,noun,pa/ntes,πᾶς,adjective,e(w/rwn,ὁράω,verb,kai\,καί,conjunction,tou/tw|,οὗτος,pronoun,e)gkalou=san,ἐγκαλέω,verb,a(\,ὅς,pronoun,e)gw\,ἐγώ,pronoun,ai)sxu/nomai,αἰσχύνω,verb,le/gein,λέγω,verb,ou(=tos,οὗτος,pronoun,de\,δέ,particle,poiw=n,ποιέω,verb,ou)k,οὐ,adverb,h)|sxu/neto,αἰσχύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,d',δέ,particle,e)pithdei/wn,ἐπιτήδειος,adjective,*me/lana,Μέλας,proper,me\n,μέν,particle,to\n,ὁ,article,*ai)gu/ption,Αἰγύπτιος,proper,w(=|,ὅς,pronoun,e)k,ἐκ,preposition,meiraki/ou,μειράκιον,noun,fi/los,φίλος,adjective,h)=n,εἰμί,verb,o(/per,ὅσπερ,adjective,e)/labe,λαμβάνω,verb,par',παρά,preposition,au)tou=,αὐτός,pronoun,a)rgu/rion,ἀργύριον,adjective,a)posterh/sas,ἀποστερέω,verb,e)/xqisto/s,ἔχθιστος,adjective,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,de\,δέ,particle,a)/llwn,ἄλλος,adjective,au)tou=,αὐτός,pronoun,fi/lwn,φίλος,adjective,oi(,ὁ,article,me\n,μέν,particle,ou)k,οὐ,adverb,a)pe/labon,ἀπολαμβάνω,verb,a(\,ὅς,pronoun,e)da/neisan,δανείζω,verb,oi(,ἕ,pronoun,d',δέ,particle,e)chpath/qhsan,ἐξαπατάω,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,e)/labon,λαμβάνω,verb,a(\,ὅς,pronoun,u(pe/seto,,,au)toi=s,αὐτός,pronoun,ei),εἰ,conjunction,e)pidika/saito,ἐπιδικάζω,verb,tou=,ὁ,article,klh/rou,κλῆρος,adjective,dw/sein,δίδωμι,verb,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,oi(,ὁ,article,h(me/teroi,ἡμέτερος,adjective,pro/gonoi,πρόγονος,adjective,oi(,ἕ,pronoun,tau=ta,οὗτος,pronoun,kthsa/menoi,κτάομαι,verb,kai\,καί,conjunction,katalipo/ntes,καταλιμπάνω,verb,pa/sas,πᾶς,adjective,me\n,μέν,particle,xorhgi/as,χορηγία,noun,e)xorh/ghsan,χορηγέω,verb,ei)sh/negkan,εἰσφέρω,verb,de\,δέ,particle,ei)s,εἰς,preposition,to\n,ὁ,article,po/lemon,πόλεμος,noun,xrh/mata,χρῆμα,adjective,polla\,πολύς,adjective,u(mi=n,σύ,pronoun,kai\,καί,conjunction,trihrarxou=ntes,τριηραρχέω,verb,ou)de/na,οὐδείς,pronoun,xro/non,χρόνος,noun,die/lipon,διαλείπω,verb,,,,,,,καίτοι,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,tou/twn,οὗτος,pronoun,martu/ria,μαρτύριον,adjective,e)n,ἐν,preposition,toi=s,ὁ,article,i(eroi=s,ἱερός,adjective,a)naqh/mata,ἀνάθημα,noun,e)kei=noi,ἐκεῖνος,pronoun,e)k,ἐκ,preposition,tw=n,ὁ,article,perio/ntwn,περάω,verb,mnhmei=a,μνημεῖον,noun,th=s,ὁ,article,au(tw=n,ἑαυτοῦ,pronoun,a)reth=s,ἀρετή,noun,a)ne/qesan,,,tou=to,οὗτος,pronoun,me\n,μέν,particle,e)n,ἐν,preposition,*dionu/sou,Διόνυσος,proper,tri/podas,τρίπους,adjective,ou(\s,ὅς,pronoun,xorhgou=ntes,χορηγέω,verb,kai\,καί,conjunction,nikw=ntes,νικάω,verb,e)/labon,λαμβάνω,verb,tou=to,οὗτος,pronoun,d',δέ,particle,e)n,ἐν,preposition,*puqi/ou,Πύθιον,proper,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,d',δέ,particle,e)n,ἐν,preposition,a)kropo/lei,ἀκρόπολις,noun,a)parxa\s,ἀπαρχή,noun,tw=n,ὁ,article,o)/ntwn,εἰμί,verb,a)naqe/ntes,ἀνατίθημι,verb,polloi=s,πολύς,adjective,w(s,ὡς,conjunction,a)po\,ἀπό,preposition,i)di/as,ἴδιος,adjective,kth/sews,κτῆσις,noun,a)ga/lmasi,ἄγαλμα,noun,xalkoi=s,χαλκός,noun,kai\,καί,conjunction,liqi/nois,λίθινος,adjective,kekosmh/kasi,κοσμέω,verb,to\,ὁ,article,i(ero/n,ἱερόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔτι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)toi\,d',δέ,particle,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,patri/dos,πατρίς,adjective,polemou=ntes,πολεμέω,verb,a)pe/qanon,ἀποθνήσκω,verb,*dikaioge/nhs,Δικαιογένης,proper,me\n,μέν,particle,o(,ὁ,article,*menece/nou,Μενέξενος,proper,tou=,ὁ,article,e)mou=,ἐγώ,pronoun,pa/ppou,πάππας,noun,path\r,πατήρ,noun,strathgw=n,στρατηγός,noun,o(/te,ὅτε,conjunction,h(,ὁ,article,e)n,ἐν,preposition,*)eleusi=ni,Ἐλευσίς,proper,ma/xh,μάχη,noun,e)ge/neto,γίγνομαι,verb,*mene/cenos,Μενέξενος,proper,d',δέ,particle,o(,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,u(o\s,ὗς,noun,fularxw=n,φυλαρχέω,verb,th=s,ὁ,article,*)olunqi/as,Ὀλύνθιος,proper,αὐτός,pronoun,e)n,ἐν,preposition,*spartw/lw|,Σπάρτωλος,proper,*dikaioge/nhs,Δικαιογένης,proper,de\,δέ,particle,o(,ὁ,article,*menece/nou,Μενέξενος,proper,trihrarxw=n,τριηραρχέω,verb,th=s,ὁ,article,*para/lou,Πάραλος,proper,e)n,ἐν,preposition,*kni/dw|,Κνίδος,proper,,,,,,,,,,,,,,,,,,,,,
to\n,me\n,μέν,particle,tou/twn,οὗτος,pronoun,oi)=kon,οἶκος,noun,su/,σύ,pronoun,w)=,ὦ,interjection,*dikaio/genes,,,paralabw\n,παραλαμβάνω,verb,kakw=s,κακός,adjective,kai\,καί,conjunction,ai)sxrw=s,αἰσχρός,adjective,diolw/lekas,διόλλυμι,verb,kai\,καί,conjunction,e)cargurisa/menos,ἐξαργυρίζω,verb,peni/an,πενία,noun,o)du/rh|,ὀδύρομαι,verb,poi=,ποι,adverb,a)nalw/sas,ἀναλίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,ga\r,γάρ,particle,ei)s,εἰς,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,ou)/te,οὔτε,adverb,ei)s,εἰς,preposition,tou\s,ὁ,article,fi/lous,φῖλος,noun,fanero\s,φανερός,adjective,ei)=,εἶμι,verb,dapanhqei\s,δαπανάω,verb,ou)de/n,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὔτε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,mh\n,μήν,particle,ou)/te,οὔτε,adverb,kaqippotro/fhkas,καθιπποτροφέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),ga\r,γάρ,particle,pw/pote,πώποτε,adverb,e)kth/sw,κτάομαι,verb,i(/ppon,ἵππος,noun,plei/onos,πλείων,verb,a)/cion,ἄξιος,adjective,h)\,ἠέ,conjunction,triw=n,τρεῖς,noun,mnw=n,μνᾶ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,katezeugotro/fhkas,καταζευγοτροφέω,verb,e)pei\,ἐπεί,conjunction,ou)de\,οὐδέ,particle,zeu=gos,ζεῦγος,noun,e)kth/sw,κτάομαι,verb,o)riko\n,ὀρικός,adjective,ou)depw/pote,οὐδεπώποτε,adverb,e)pi\,ἐπί,preposition,tosou/tois,τοσοῦτος,adjective,a)groi=s,ἀγρός,noun,kai\,καί,conjunction,kth/masin,κτῆμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὔτε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ou)d',οὐδέ,particle,e)k,ἐκ,preposition,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,e)lu/sw,ἐλύω,verb,ou)de/na,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
