word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/25/lemma/@_entry,word/25/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS
tou=ton,οὗτος,pronoun,kai\,καί,conjunction,tou\s,ὁ,article,sumpresbeuta\s,συμπρόειμι,verb,au)tou=,αὐτός,pronoun,fhsi\n,φημί,verb,*)androti/wn,Ἀνδροτίων,proper,e)n,ἐν,preposition,th=s,ὁ,article,*)atqi/dos,Ἀτθίς,proper,kai\,καί,conjunction,*filo/xoros,Φιλόχορος,proper,w(s,ὡς,conjunction,e(a/lwsa/n,ἁλίσκομαι,verb,te,τε,particle,kai\,καί,conjunction,a)pe/qanon,ἀποθνήσκω,verb,u(po\,ὑπό,preposition,*lakedaimoni/wn,Λακεδαιμόνιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh=mos,δῆμος,noun,th=s,ὁ,article,*)akamanti/dos,,,fulh=s,φυλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,dhmo/ths,δημότης,noun,*)agnou/sios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dhmosqe/nhs,Δημοσθένης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,u(pe\r,ὑπέρ,preposition,*kthsifw=ntos,Κτησιφῶν,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nti\,ἀντί,preposition,tou=,ὁ,article,a)logi/stws,ἀλόγιστος,adjective,kai\,καί,conjunction,a)bou/lws,ἄβουλος,adjective,*dhmosqe/nhs,Δημοσθένης,proper,e)n,ἐν,preposition,toi=s,ὁ,article,*filippikoi=s,φιλιππικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(uperei/dhs,Ὑπερείδης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,kata\,κατά,preposition,*polueu/ktou,Πολυεύκτος,proper,peri\,περί,preposition,tou=,ὁ,article,diagra/mmatos,διάγραμμα,noun,ou(=toi,οὗτος,pronoun,polla/kis,πολλάκις,adverb,a)gora\s,ἀγορά,noun,poiou=ntai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/pote,μήποτε,adverb,a)nti\,ἀντί,preposition,tou=,ὁ,article,suno/dous,σύνοδος,noun,nu=n,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shmai/nei,σημαίνω,verb,de\,δέ,particle,kai\,καί,conjunction,e(/tera,ἕτερος,adjective,tou)/noma,ὄνομα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,ta\,ὁ,article,kata\,κατά,preposition,th\n,ὁ,article,a)gora\n,ἀγορά,noun,w)/nia,ὤνιος,adjective,dioikou=ntes,διοικέω,verb,a)/rxontes,ἄρχων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dhmosqe/nhs,Δημοσθένης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,kata\,κατά,preposition,*timokra/tous,Τιμοκράτης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aristote/lhs,Ἀριστοτέλης,proper,d',δέ,particle,e)n,ἐν,preposition,*)aqhnai/wn,Ἀθήναια,proper,politei/a|,πολιτεία,noun,klhrou=sqai/,κληρόω,verb,fhsi,φημί,verb,me\n,μέν,particle,ei)s,εἰς,preposition,*peiraia=,Πειραιεύς,proper,de\,δέ,particle,ei)s,εἰς,preposition,a)/stu,ἄστυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nti\,ἀντί,preposition,tou=,ὁ,article,w)nh/sasqai,ὠνέομαι,verb,*(uperei/dhs,Ὑπερείδης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,*dhliakw=|,Δηλιακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=do/s,εἶδος,noun,ti,τις,pronoun,di/khs,δίκη,adjective,ou(/tw,οὕτως,adverb,kaloume/nhs,καλέω,verb,kata\,κατά,preposition,tw=n,ὁ,article,o)feilo/ntwn,ὀφείλω,verb,me\n,μέν,particle,tw=|,ὁ,article,dhmosi/w|,δημόσιος,adjective,kai\,καί,conjunction,dia\,διά,preposition,tou=to,οὗτος,pronoun,e)ggrafe/ntwn,ἐγγράφω,verb,ei)=ta,εἶτα,adverb,pri\n,πρίν,adverb,e)kti=sai,ἐκτίνω,verb,e)caleifqe/ntwn,ἐξαλείφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dida/skousi,διδάσκω,verb,de\,δέ,particle,tou=q',οὗτος,pronoun,ou(/tws,οὕτως,adverb,e)/xein,ἔχω,verb,*dhmosqe/nhs,Δημοσθένης,proper,te,τε,particle,h)\,ἠέ,conjunction,*dei/narxos,Δείναρχος,proper,e)n,ἐν,preposition,tw=|,ὁ,article,kata\,κατά,preposition,*qeokri/nou,Θεοκρίνης,proper,kai\,καί,conjunction,*lukou=rgos,Λυκοῦργος,proper,e)n,ἐν,preposition,tw=|,ὁ,article,kat',κατά,preposition,*)aristogei/tonos,Ἀριστογείτων,proper,e)/ti,ἔτι,adverb,te,τε,particle,*puqe/as,Πυθέης,proper,e)n,ἐν,preposition,th=|,ὁ,article,pro\s,πρός,preposition,th\n,e)/ndeicin,ἔνδειξις,noun,a)pologi/a|,ἀπολογία,noun,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ai)sxi/nhs,Αἰσχίνης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,kata\,κατά,preposition,*tima/rxou,Τίμαρχος,proper,tou\s,ὁ,article,sfo/dra,σφόδρα,adverb,e)ptohme/nous,πτοέω,verb,peri\,περί,preposition,ta\,ὁ,article,paidika\,παιδικόν,noun,kai\,καί,conjunction,xalepou\s,χαλεπός,adjective,paiderasta/s,παιδεραστής,noun,fhsi,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)/grion,ἄγριος,adjective,kubeuth\n,κυβευτής,noun,*me/nandros,Μένανδρος,proper,le/gei,λέγω,verb,to\n,ὁ,article,sfo/dra,σφόδρα,adverb,kubeu/ein,κυβεύω,verb,e)spoudako/ta,σπουδάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh=mos,δῆμος,noun,th=s,ὁ,article,*)erexqhi/+dos,,,fulh=s,φυλή,noun,kai\,καί,conjunction,o(,ὁ,article,dhmo/ths,δημότης,noun,*)agruleu/s,,,e)pi/rrhma,ἐπίρρημα,noun,de\,δέ,particle,topiko\n,τοπικός,adjective,*)agrulh=qen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dhmosqe/nhs,Δημοσθένης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,kata\,κατά,preposition,*meidi/ou,Μειδίης,proper,xorou\s,χορός,noun,i(sta/nai,ἵστημι,verb,kata\,κατά,preposition,ta\,ὁ,article,pa/tria,πάτριος,adjective,kai\,καί,conjunction,knisa=n,κνῖσα,adjective,a)guia=s,ἀγυιά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nioi,ἔνιοι,adjective,me\n,μέν,particle,o)cu/nousi,ὀξύνω,verb,qhlukw=s,θηλυκός,adjective,xrw/menoi,χράομαι,verb,oi(=on,οἷος,adjective,ta\s,ὁ,article,o(dou/s,ὁδός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be/ltion,βελτίων,adverb,de\,δέ,particle,perispa=n,περισπάω,verb,w(s,ὡς,conjunction,a)po\,ἀπό,preposition,tou=,ὁ,article,a)guieu/s,ἀγυιεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)guieu\s,ἀγυιεύς,noun,de/,δέ,particle,e)sti,εἰμί,verb,ki/wn,κίων,adjective,ei)s,εἰς,preposition,o)cu\,ὀξύς,adjective,lh/gwn,λήγω,verb,o(\n,ὅς,pronoun,i(sta=si,ἵστημι,verb,pro\,πρό,preposition,tw=n,ὁ,article,qurw=n,θύρα,noun,w(s,ὡς,conjunction,safe\s,σαφής,adverb,poiou=sin,ποιέω,verb,*)aristofa/nhs,Ἀριστοφάνης,proper,te,τε,particle,e)n,ἐν,preposition,*sfhci\,σφήξ,noun,kai\,καί,conjunction,*eu)/polis,Εὔπολις,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)di/ous,ἴδιος,adjective,de\,δέ,particle,ei)=nai,εἰμί,verb,fasin,φημί,verb,au)tou\s,αὐτός,pronoun,*)apo/llwnos,Ἀπόλλων,proper,oi(,ὁ,article,de\,δέ,particle,*dionu/sou,Διόνυσος,proper,oi(,ὁ,article,de\,δέ,particle,a)mfoi=n,ἄμφω,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stin,εἰμί,verb,ou)=n,οὖν,particle,to\,ὁ,article,o(lo/klhron,ὁλόκληρος,adjective,a)guie/as,ἀγυιεύς,noun,kai\,καί,conjunction,kata\,κατά,preposition,th\n,ὁ,article,*)attikw=n,Ἀττικός,adjective,dia/lekton,διάλεκτος,noun,a)guia=s,ἀγυιά,noun,kaqa\,καθά,adverb,kai\,καί,conjunction,*steiria=s,Στειριεύς,proper,kai\,καί,conjunction,*mhlia=s,Μηλιεύς,proper,kai\,καί,conjunction,ta\,ὁ,article,paraplh/sia,παραπλήσιος,adjective,le/gousin,λέγω,verb,e)n,ἐν,preposition,sunaloifh=|,σύναλοιφάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aristofa/nhs,Ἀριστοφάνης,proper,e)n,ἐν,preposition,*)/ornisi,ὄρνις,noun,mhlosfagei=n,μηλοσφαγέω,verb,te,τε,particle,bouqu/tois,βούθυτος,adjective,e)p',ἐπί,preposition,e)sxa/rais,ἐσχάρα,noun,knisa=n,κνῖσα,adjective,t',τε,particle,a)guia=s,ἀγυιά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasi\,φημί,verb,d',δέ,particle,au)to\,αὐτός,pronoun,i)/dion,ἴδιος,adjective,ei)=nai,εἰμί,verb,*dwrie/wn,Δώριος,proper,w(s,ὡς,conjunction,dh=lon,δῆλος,adjective,poiei=,ποιέω,verb,*dieuxi/das,Διευχίδας,proper,e)n,ἐν,preposition,th=|,ὁ,article,tw=n,ὁ,article,*megarikw=n,Μεγαρικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=en,εἰμί,verb,d',δέ,particle,a)\n,ἄν,particle,oi(,ὁ,article,para\,παρά,preposition,toi=s,ὁ,article,*)attikoi=s,Ἀττικός,adjective,lego/menoi,λέγω,verb,a)guiei=s,ἀγυιεύς,noun,oi(,ὁ,article,pro\,πρό,preposition,tw=n,ὁ,article,oi)kiw=n,οἰκία,noun,bwmoi\,βωμός,noun,w(/s,ὡς,conjunction,fasi,φημί,verb,*krati=nos,Κρατῖνος,proper,kai\,καί,conjunction,*me/nandros,Μένανδρος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*sofoklh=s,Σοφοκλέης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,*laoko/wnti,Λαοκόων,proper,meta/gwn,μετάγω,verb,ta\,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,e)/qh,ἔθος,noun,ei)s,εἰς,preposition,*troi/an,Τροία,proper,fhsi\,φημί,verb,la/mpei,λάμπω,verb,d',δέ,particle,a)guieu\s,ἀγυιεύς,noun,bwmo\s,βωμός,noun,a)tmi/zwn,ἀτμίζω,verb,puri\,πῦρ,noun,smu/rnhs,σμύρνα,noun,stalagmou\s,σταλαγμός,noun,barba/rwn,βάρβαρος,adjective,eu)osmi/as,εὐοσμία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dhmagwgo\s,δημαγωγός,noun,ou(=tos,οὗτος,pronoun,ou)k,οὐ,adverb,a)fanh/s,ἀφανής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dhmosqe/nhs,Δημοσθένης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,kata\,κατά,preposition,*timokra/tous,Τιμοκράτης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,a)gwni/zesqai,ἀγωνίζομαι,verb,*)isokra/ths,Ἰσοκράτης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,peri\,περί,preposition,th=s,ὁ,article,a)ntido/sews,ἀντίδοσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nti\,ἀντί,preposition,tou=,ὁ,article,a)gwnizo/menoi,ἀγωνίζομαι,verb,para\,παρά,preposition,tw=|,ὁ,article,au)tw=|,αὐτός,pronoun,e)n,ἐν,preposition,tw=|,ὁ,article,*panhgurikw=|,πανηγυρικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
