word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS
trihrarxou=ntos,ga/r,γάρ,particle,mou,ἐγώ,pronoun,e)pi\,ἐπί,preposition,*khfisodo/tou,Κηφισόδοτος,proper,a)/rxontos,ἄρχω,verb,kai\,καί,conjunction,lo/gou,λόγος,noun,a)paggelqe/ntos,ἀπαγγέλλω,verb,pro\s,πρός,preposition,tou\s,ὁ,article,oi)kei/ous,οἰκεῖος,adjective,w(s,ὡς,conjunction,a)/ra,ἄρα,particle,teteleuthkw\s,τελευτάω,verb,ei)/hn,εἰμί,verb,e)n,ἐν,preposition,th=|,ὁ,article,naumaxi/a|,ναυμαχία,noun,ou)/shs,εἰμί,verb,moi,ἐγώ,pronoun,parakataqh/khs,παρακαταθήκη,noun,par',παρά,preposition,*eu)ma/qei,,,τριηραρχέω,verb,tou/tw|,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/,te,τε,particle,ga\r,γάρ,particle,lo/gou,λόγος,noun,a)paggelqe/ntos,ἀπαγγέλλω,verb,kai\,καί,conjunction,to\,ὁ,article,w(s,ὡς,conjunction,a)/ra,ἄρος,adjective,teteleuthkw\s,τελευτάω,verb,ei)/hn,εἰμί,verb,kai\,καί,conjunction,to\,ὁ,article,ou)/shs,εἰμί,verb,e)moi\,ἐγώ,pronoun,parakataqh/khs,παρακαταθήκη,noun,ou)k,οὐ,adverb,a)\n,ἄν,particle,fai/hn,φημί,verb,e)/gwge,ἐγώ,pronoun,a)felw=s,ἀφελής,adjective,ei)rh=sqai,ἐρῶ,verb,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei/nws,ga\r,γάρ,particle,lego/mena,λέγω,verb,ma=llon,μᾶλλον,adverb,a)poi/hta,ἀποίητος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/te,ga\r,γάρ,particle,e)trihra/rxoun,τριηραρχέω,verb,kai\,καί,conjunction,a)phgge/lh,ἀπεγγελάω,verb,toi=s,ὁ,article,e)nqa/de,ἐνθάδε,adverb,w(s,ὡς,conjunction,a)/ra,ἄρα,particle,teteleuthkw\s,τελευτάω,verb,ei)/hn,εἰμί,verb,e)/xwn,ἔχω,verb,mou,ἐγώ,pronoun,parakataqh/khn,παρακαταθήκη,noun,*eu)ma/qhs,,,ou(tosi/,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,ὅτε,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,ta\,ὁ,article,loipa\,λοιπός,adjective,de\,δέ,particle,tw=n,ὁ,article,prooimi/wn,προοίμιον,noun,me/rh,μέρα,noun,par',παρά,preposition,w(=|,ὅς,pronoun,me\n,μέν,particle,a)fele/steron,ἀφελής,adjective,a)/n,ἄν,particle,tis,τις,pronoun,eu(/roi,εὑρίσκω,verb,lego/mena,λέγω,verb,par',παρά,preposition,w(=|,ὅς,pronoun,de\,δέ,particle,r(htorikw/teron,ῥητορικός,adjective,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,e(te/rw|,ἕτερος,adjective,de\,δέ,particle,a)gw=ni,ἀγών,noun,pa/lin,πάλιν,adverb,o(,ὁ,article,me\n,μέν,particle,*)isai=os,,,e)pitro/pw|,ἐπίτροπος,adjective,tini\,τις,pronoun,sunta/cas,συντάσσω,verb,a)pologi/an,ἀπολογία,noun,u(po\,ὑπό,preposition,tou=,ὁ,article,i)di/ou,ἴδιος,adjective,a)delfidou=,ἀδελφιδέος,noun,krinome/nw|,κρίνω,verb,toiau/th|,τοιοῦτος,adjective,ke/xrhtai,χράω,verb,th=|,ὁ,article,a)rxh=|,ἀρχή,noun,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)boulo/mhn,me/n,μέν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,mh\,μή,conjunction,li/an,λίαν,adverb,ou(/tws,οὕτως,adverb,*(agno/qeon,,,pro\s,πρός,preposition,xrh/mat',χρῆμα,adjective,e)/xein,ἔχω,verb,ai)sxrw=s,αἰσχρός,adjective,w(/ste,ὥστε,conjunction,toi=s,ὁ,article,a)llotri/ois,ἀλλότριος,adjective,e)pibouleu/ein,ἐπιβουλεύω,verb,kai\,καί,conjunction,di/kas,δίκη,adjective,toiau/tas,τοιοῦτος,adjective,lagxa/nein,λαγχάνω,verb,a)ll',ἀλλά,adverb,o)/nta,εἰμί,verb,ge,γε,particle,βούλομαι,verb,ou)=n,οὖν,particle,a)delfidou=n,ἀδελφιδέος,noun,e)mo\n,ἐμός,adjective,kai\,καί,conjunction,ku/rion,κύριος,adjective,th=s,ὁ,article,patrw/|as,πατρῷος,adjective,ou)si/as,οὐσία,adjective,ou),οὐ,adverb,mikra=s,μικρός,adjective,a)ll',ἀλλά,adverb,i(kanh=s,ἱκανός,adjective,w(/ste,ὥστε,conjunction,kai\,καί,conjunction,leitourgei=n,λειτουργέω,verb,u(f',ὑπό,preposition,h(mw=n,ἐγώ,pronoun,au)tw=|,αὐτός,pronoun,paradoqei/shs,παραδίδωμι,verb,tau/ths,οὗτος,pronoun,e)pimelei=sqai,ἐπιμελέομαι,verb,tw=n,ὁ,article,d',δέ,particle,e)mw=n,ἐμός,adjective,mh\,μή,conjunction,e)piqumei=n,ἐπιθυμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/na,belti/wn,βελτίων,adverb,t',τε,particle,e)do/kei,δοκέω,verb,pa=sin,πᾶς,adjective,ei)=nai,εἰμί,verb,sw/|zwn,σώζω,verb,au)th\n,αὐτός,pronoun,kai\,καί,conjunction,plei/w,πλέως,adjective,poiw=n,ποιέω,verb,xrhsimw/teron,χρήσιμος,adjective,u(mi=n,σύ,pronoun,poli/thn,πολίτης,noun,parei=xen,παρέχω,verb,e(auto/n,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,ἵνα,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,de\,δέ,particle,th\n,ὁ,article,me\n,μέν,particle,a)nh/|rhke,ἀναιρέω,verb,kai\,καί,conjunction,pe/prake,πιπράσκω,verb,kai\,καί,conjunction,ai)sxrw=s,αἰσχρός,adjective,kai\,καί,conjunction,kakw=s,κακός,adjective,diolw/leken,διόλλυμι,verb,w(s,ὡς,conjunction,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)boulo/mhn,βούλομαι,verb,pisteu/wn,πιστεύω,verb,d',δέ,particle,e(tairi/ais,ἑταιρεία,noun,kai\,καί,conjunction,lo/gwn,λόγος,noun,paraskeuai=s,παρασκευή,noun,e)pi\,ἐπί,preposition,th\n,ὁ,article,ἐπεί,conjunction,e)mh\n,ἐμός,adjective,e)lh/luqen,ἔρχομαι,verb,a)na/gkh,ἀνάγκη,noun,w(s,ὡς,conjunction,e)/oike,ἔοικα,verb,sumfora\n,συμφορά,noun,me\n,μέν,particle,ei)=nai,εἰμί,verb,nomi/zein,νομίζω,verb,o(/ti,ὅστις,pronoun,toiou=to/s,τοιοῦτος,adjective,e)stin,εἰμί,verb,oi)kei=os,οἰκεῖος,adjective,w)/n,εἰμί,verb,a)pologei=sqai,ἀπολογέομαι,verb,de\,δέ,particle,peri\,περί,preposition,w(=n,ὅς,pronoun,e)gke/klhke,ἐγκαλέω,verb,kai\,καί,conjunction,e)/cw,ἔξω,adverb,me,ἐγώ,pronoun,tou=,ὁ,article,pra/gmatos,πρᾶγμα,noun,diabe/blhken,διαβάλλω,verb,w(s,ὡς,conjunction,a)\n,ἄν,particle,ou)=n,οὖν,particle,dunw/meqa,δύναμαι,verb,proqumo/tata,πρόθυμος,adjective,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,δέ,particle,*lusi/as,Λυσίας,proper,a)ndri\,ἀνδρίς,noun,u(po\,ὑπό,preposition,tw=n,ὁ,article,a)delfw=n,ἀδελφή,noun,th=s,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,gunaiko\s,γυνή,noun,e)gkaloume/nw|,ἐγκαλέω,verb,kakh=s,κακός,adjective,e)pitroph=s,ἐπιτροπή,noun,suggra/yas,συγγράφω,verb,lo/gon,λόγος,noun,toiou/tw|,τοιοῦτος,adjective,ke/xrhtai,χράω,verb,tw=|,ὁ,article,prooimi/w|,προοίμιον,noun,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)x,i(kano/n,ἱκανός,adjective,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,toi=s,ὁ,article,e)pitro/pois,ἐπίτροπος,adjective,o(/sa,ὅσος,adjective,pra/gmata,πρᾶγμα,noun,dia\,διά,preposition,th\n,ὁ,article,e)pitropei/an,ἐπιτροπεία,noun,e)/xousin,ἔχω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,diasw/|zontes,διασῴζω,verb,ta\s,ὁ,article,tw=n,ὁ,article,fi/lwn,φίλος,adjective,ou)si/as,οὐσία,adjective,sukofantou=ntai,συκοφαντέω,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,o)rfanw=n,ὀρφανός,adjective,οὐ,adverb,polloi/,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/per,ka)moi\,ἐγώ,pronoun,nu=n,νῦν,adverb,sumbe/bhken,συμβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅσπερ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ga/r,γάρ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,kataleifqei\s,καταλιμπάνω,verb,e)pi/tropos,ἐπίτροπος,adjective,tw=n,ὁ,article,*(ippokra/tous,Ἱπποκράτης,proper,xrhma/twn,χρῆμα,adjective,kai\,καί,conjunction,diaxeiri/sas,διαχειρίζω,verb,o)rqw=s,ὀρθός,adjective,kai\,καί,conjunction,dikai/ws,δίκαιος,adjective,th\n,ὁ,article,ou)si/an,οὐσία,adjective,kai\,καί,conjunction,paradou\s,παραδίδωμι,verb,toi=s,ὁ,article,ui(oi=s,υἱός,noun,dokimasqei=si,δοκιμάζω,verb,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,ἐγώ,pronoun,w(=n,ὅς,pronoun,e)pi/tropos,ἐπίτροπος,adjective,katelei/fqhn,καταλιμπάνω,verb,sukofantou=mai,συκοφαντέω,verb,nu=n,νῦν,adverb,u(p',ὑπό,preposition,au)tw=n,αὐτός,pronoun,a)di/kws,ἄδικος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),pollw=n,πολύς,adjective,oi)=mai,οἴομαι,verb,dei=n,δέω,verb,lo/gwn,λόγος,noun,o(/ti,ὅστις,pronoun,tou=to,οὗτος,pronoun,me\n,μέν,particle,a)felw=s,ἀφελής,adjective,kai\,καί,conjunction,h(de/ws,ἡδέως,adverb,ei)/rhtai,ἔρομαι,verb,h)=qo/s,ἦθος,adjective,te,τε,particle,ou),οὐ,adverb,peplasme/non,πλάσσω,verb,a)lla\,ἀλλά,adverb,fusiko\n,φυσικός,adjective,e)pifai/nei,ἐπιφαίνω,verb,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
