word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/45/lemma/@_entry,word/45/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS
krath/santes,κρατέω,verb,ga\r,γάρ,particle,tw=n,ὁ,article,barba/rwn,βάρβαρος,adjective,kai\,καί,conjunction,zhtou=ntes,ζητέω,verb,w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,plei=ston,πλεῖστος,adjective,e)celqei=n,ἐξέρχομαι,verb,pleu/santes,πλέω,verb,ei)s,εἰς,preposition,*ai)/gupton,Αἴγυπτος,proper,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,diakosi/as,διακόσιοι,adjective,trih/reis,τριήρης,noun,duoi=n,δύο,adjective,sto/loin,στόλος,noun,a)peba/lomen,ἀποβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,o(/ti,ὅστις,pronoun,pollw=|,πολύς,adjective,r(a=|on,ῥάιος,adjective,tw=n,ὁ,article,barba/rwn,βάρβαρος,adjective,h)\,ἠέ,conjunction,*lakedaimoni/wn,Λακεδαιμόνιος,proper,kratei=n,κρατέω,verb,ti/s,τίς,pronoun,ou)k,οὐ,adverb,oi)=den,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,xrh\,χρή,verb,logi/zesqai,λογίζομαι,verb,kai\,καί,conjunction,mhde\n,μηδείς,pronoun,nu=n,νῦν,adverb,paqei=n,πάσχω,verb,paraplh/sion,παραπλήσιος,adjective,a)ll',ἀλλά,adverb,a)topw/taton,ἄτοπος,adjective,nomi/sai,νομίζω,verb,tw=n,ὁ,article,a(pa/ntwn,ἅπας,adjective,ei)=nai,εἰμί,verb,ei),εἰ,conjunction,*ni/saian,Νισαία,proper,me\n,μέν,particle,kai\,καί,conjunction,*phga\s,Πηγαί,proper,kai\,καί,conjunction,*)axai/+an,,,e)/xonte/s,ἔχω,verb,pote,ποτέ,particle,tou/twn,οὗτος,pronoun,e)qelontai\,ἐθελοντής,noun,parexwrh/samen,παραχωρέω,verb,plei/onos,πλείων,verb,a)ci/an,ἄξιος,adjective,th\n,ὁ,article,ei)rh/nhn,εἰρήνη,noun,tw=n,ὁ,article,a)po\,ἀπό,preposition,tou=,ὁ,article,pole/mou,πόλεμος,noun,pleoneciw=n,πλεονεξία,noun,h(gou/menoi,ἡγέομαι,verb,nuni\,νυνί,adverb,d',δέ,particle,e)co\n,ἔξεστι,verb,meta\,μετά,preposition,tou=,ὁ,article,mhde\n,μηδείς,pronoun,proe/sqai,προίημι,verb,tw=n,ὁ,article,u(parxo/ntwn,ὑπάρχω,verb,do/can,fronh/sews,φρόνησις,noun,a(/ma,ἅμα,adverb,kai\,καί,conjunction,duna/mews,δύναμις,adjective,proslabei=n,προσλαμβάνω,verb,ou)k,οὐ,adverb,δόξα,noun,e)qelh/somen,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)klei/pein,ἐκλείπω,verb,me/n,μέν,particle,pote,ποτέ,particle,th\n,ὁ,article,po/lin,πόλις,adjective,kai\,καί,conjunction,proi/+esqai,προίημι,verb,kai\,καί,conjunction,i(era\,ἱερά,noun,kai\,καί,conjunction,ta/fous,τάφος,noun,kai\,καί,conjunction,a(/ma,ἅμα,adverb,toi=s,ὁ,article,sw/masi,σῶμα,adjective,kai\,καί,conjunction,toi=s,ὁ,article,ou)=si,εἰμί,verb,kinduneu/ein,κινδυνεύω,verb,w)|o/meqa,οἴομαι,verb,dei=n,δέω,verb,th=s,ὁ,article,koinh=s,κοινός,adjective,swthri/as,σωτηρία,noun,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,e(/neka,ἕνεκα,preposition,e)co\n,ἔξεστι,verb,d',δέ,particle,e)n,ἐν,preposition,au)tw=|,αὐτός,pronoun,tw=|,ὁ,article,pau/sasqai,παύω,verb,kinduneu/ontas,κινδυνεύω,verb,sw=sai,σώζω,verb,ta\,ὁ,article,pra/gmat',πρᾶγμα,noun,au)toi=s,αὐτός,pronoun,ou),οὐ,adverb,tolmh/somen,τολμάω,verb,a)lla\,ἀλλά,adverb,tw=n,ὁ,article,me\n,μέν,particle,a)qlhtw=n,ἀθλητής,adjective,eu)=,bouleu/esqai,βουλεύω,verb,nomi/zomen,νομίζω,verb,oi(/tines,ὅστις,pronoun,a)\n,ἄν,particle,nikw=ntes,νικάω,verb,katalu/wsi,καταλύω,verb,εὖ,adverb,kai\,καί,conjunction,mh\,μή,conjunction,pro\s,πρός,preposition,a)na/gkhn,ἀνάγκη,noun,au)toi\,αὐτός,pronoun,d',δέ,particle,ou)x,οὐ,adverb,ou(/tw,οὕτως,adverb,pra/comen,πράσσω,verb,ou)d',οὐδέ,particle,ei)so/meqa,εἶμι,verb,o(/ti,ὅστις,pronoun,pro\s,πρός,preposition,me\n,μέν,particle,tou\s,ὁ,article,barba/rous,βάρβαρος,adjective,kai\,καί,conjunction,me/xri,μέχρι,preposition,tw=n,ὁ,article,e)sxa/twn,σχέθω,verb,i)/sws,ἴσως,adverb,prosh/kei,προσήκω,verb,proi+e/nai,πρόειμι,verb,tou\s,ὁ,article,de\,δέ,particle,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,pro\s,πρός,preposition,a)llh/lous,ἀλλήλων,pronoun,a)gw=nas,ἀγών,noun,toi=s,ὁ,article,stefani/tais,στεφανίτης,adjective,a)gw=si,ἀγών,noun,nomi/zein,νομίζω,verb,proseoike/nai,προσέοικα,verb,kai\,καί,conjunction,th\n,ὁ,article,ni/khn,νίκη,noun,a)poxrw=n,ἀποχράω,verb,h(gei=sqai,ἡγέομαι,verb,te/los,τέλος,noun,pe/ra,πέρα,adjective,de\,δέ,particle,mhde\n,μηδείς,pronoun,zhtei=n,ζητέω,verb
ei),εἰ,conjunction,d',δέ,particle,au)=,αὖ,interjection,ka)kei=non,ἐκεῖνος,pronoun,a)lhqh=,ἀληθής,adjective,xrh\,χρή,verb,nomi/zein,νομίζω,verb,to\n,ὁ,article,lo/gon,λόγος,noun,w(s,ὡς,conjunction,o(,ὁ,article,pro\s,πρός,preposition,a)llh/lous,ἀλλήλων,pronoun,po/lemos,πόλεμος,noun,toi=s,ὁ,article,*(/ellhsi,Ἕλλην,proper,sta/sei,στάσις,adjective,prose/oiken,προσέοικα,verb,a)/riston,ἄριστος,adjective,dh/,δή,particle,pou,πού,adverb,skopei=n,σκοπάω,verb,o(/pws,ὅπως,conjunction,tis,τις,pronoun,w(s,ὡς,conjunction,ta/xist',τάχιστος,adjective,au)to\n,αὐτός,pronoun,katalu/setai,καταλύω,verb,kai\,καί,conjunction,mh\,μή,conjunction,zhtei=n,ζητέω,verb,ei)s,εἰς,preposition,a)pe/ranton,ἀπέραντος,adjective,e)ktei/nein,ἐκτείνω,verb,ou(=,ἕ,pronoun,mhd',μηδέ,particle,a)/rcasqai,ἄρχω,verb,prosh=ke,προσήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,ei),εἰ,conjunction,pro/teron,πρότερος,adjective,dusko/lws,δύσκολος,adjective,tine\s,τις,pronoun,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,e)/sxon,ἔχω,verb,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,e)c,ἐκ,preposition,a)di/kwn,ἄδικος,adjective,u(ponoiw=n,ὑπόνοια,noun,nu=n,νῦν,adverb,ge,γε,particle,a(/pantes,ἅπας,adjective,swth=ras,σωτήρ,noun,e(autw=n,ἑαυτοῦ,pronoun,krinou=sin,κρίνω,verb,e)a\n,ἐάν,conjunction,au)tou\s,αὐτός,pronoun,pragma/twn,πρᾶγμα,noun,kai\,καί,conjunction,kakw=n,κακός,adjective,a)palla/chte,ἀπαλλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,toi=s,ὁ,article,kat',κατά,preposition,a)na/gkhn,ἀνάγκη,noun,dehqei=si,δέω,verb,th\n,ὁ,article,xa/rin,χάρις,noun,prosqh/sousin,προσθέω,verb,a)lla\,ἀλλά,adverb,toi=s,ὁ,article,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,ka)kei=na,ἐκεῖνος,pronoun,bouleu/sasqai,βουλεύω,verb,kuri/ois,κύριος,adjective,ou)=si,εἰμί,verb,ta\,ὁ,article,koinh=|,κοινῇ,adverb,sumfe/ronta,συμφέρω,verb,prokri/nasin,προκρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(gou=mai,ἡγέομαι,verb,d',δέ,particle,ei),εἰ,conjunction,me/n,μέν,particle,ti,τις,pronoun,pisto/n,πιστός,adjective,e)sti,εἰμί,verb,*lakedaimoni/ois,Λακεδαιμόνιος,proper,pantaxh=,πανταχῆ,adverb,kalw=s,καλός,noun,h(mi=n,ἐγώ,pronoun,e)/sesqai,εἰμί,verb,diegnwsme/na,διαγιγνώσκω,verb,ei),εἰ,conjunction,d',δέ,particle,au)=,αὖ,interjection,newteri/zein,νεωτερίζω,verb,e)gxeiroi=en,ἐγχειρέω,verb,ou)k,οὐ,adverb,ei)=nai,εἰμί,verb,krei/ttw,κρείσσων,verb,kat',κατά,preposition,au)tw=n,αὐτός,pronoun,labh/n,λαβή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,o(/tan,ὅταν,conjunction,me\n,μέν,particle,de/h|,δέομαι,verb,sw/zein,σώζω,verb,u(pe/rxontai,ὑπέρχομαι,verb,qarrh/santes,θαρσέω,verb,de\,δέ,particle,e)pi/asin,ἔπειμι,verb,ou)k,οὐ,adverb,e)/stin,εἰμί,verb,o(/pws,ὅπως,conjunction,ou)x,οὐ,adverb,h(mi=n,ἐγώ,pronoun,strathgh/sousin,στρατηγέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei/nous,ἐκεῖνος,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,o(mou=,ὁμοῦ,adverb,fau/lous,φαῦλος,adjective,te,τε,particle,h(gh/sontai,ἁγέομαι,verb,kai\,καί,conjunction,mish/sousin,μισέω,verb,a(/pantes,ἅπας,adjective,h(mi=n,ἐγώ,pronoun,de\,δέ,particle,met',μετά,preposition,eu)fhmi/as,εὐφημία,noun,o(/,ὅς,pronoun,ti,τις,pronoun,a)\n,ἄν,particle,oi(=oi/,οἷος,adjective,t',τε,particle,w)=sin,εἰμί,verb,u(phretei=n,ὑπηρετέω,verb,proqumh/sontai,προθυμέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qauma/zw,θαυμάζω,verb,d',δέ,particle,ei)/,εἰ,conjunction,tis,τις,pronoun,de/doike,δείδω,verb,me\n,μέν,particle,mh\,μή,conjunction,lu/swsi,λύω,verb,ta\s,ὁ,article,sponda\s,σπονδή,noun,polemei=n,πολεμέω,verb,d',δέ,particle,e)cepi/thdes,ἐξεπίτηδες,adverb,ai(rei=tai,αἱρέω,verb,kai\,καί,conjunction,mh\,μή,conjunction,logi/zetai,λογίζομαι,verb,tou)nanti/on,ἐναντίος,adjective,h)\,ἠέ,conjunction,bou/letai,βούλομαι,verb,poiw=n,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/pws,ὅπως,conjunction,ga\r,γάρ,particle,a)sfalw=s,ἀσφαλής,adjective,genh/sontai,γίγνομαι,verb,pra/ttein,πράσσω,verb,ou)k,οὐ,adverb,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,gene/sqai,γίγνομαι,verb,kwlu/ein,κωλύω,verb,prosh=ken,προσήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=mai,οἴομαι,verb,d',δέ,particle,ei),εἰ,conjunction,panou/rgous,πάνουργος,adjective,kai\,καί,conjunction,sfo/dra,σφόδρα,adverb,a)sfalei=s,ἀσφαλής,adjective,tis,τις,pronoun,h(gei=tai,ἡγέομαι,verb,*lakedaimoni/ous,Λακεδαιμόνιος,proper,u(po/,ὑπό,preposition,g',γε,particle,au)tw=n,αὐτός,pronoun,tw=n,ὁ,article,sumforw=n,συμφορά,noun,pepaideume/nous,παιδεύω,verb,e)/sesqai,εἰμί,verb,malakwte/rous,μαλακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rw=ntes,ὁράω,verb,ga\r,γάρ,particle,w(s,ὡς,conjunction,ou)de\,οὐδέ,particle,ta\,ὁ,article,pro/sqen,πρόσθεν,adverb,au)toi=s,αὐτός,pronoun,ei)s,εἰς,preposition,kalo\n,καλός,noun,h(=ken,ἥκω,verb,ei),εἰ,conjunction,mh\,μή,conjunction,e(ko/ntes,ἑκών,adjective,a)ll',ἀλλά,adverb,a)/kontes,ἄκων,noun,swfronh/sousi,σωφρονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decai/mhn,δέχομαι,verb,d',δέ,particle,a)\n,ἄν,particle,e)/gwge,ἐγώ,pronoun,kai\,καί,conjunction,deu/teron,δεύτερος,adjective,au)tw=n,αὐτός,pronoun,parakinhsa/ntwn,παρακινέω,verb,polemei=n,πολεμέω,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,nuni/,νυνί,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/te,τότε,adverb,me\n,μέν,particle,ga\r,γάρ,particle,th\n,ὁ,article,para\,παρά,preposition,tw=n,ὁ,article,qew=n,θέα,noun,au)=,αὖ,interjection,boh/qeian,βοήθεια,noun,prosupa/rcein,προσυπάρχω,verb,h(gou=mai,ἡγέομαι,verb,th=|,ὁ,article,po/lei,πόλις,adjective,nu=n,νῦν,adverb,d',δέ,particle,ou)de\n,οὐδείς,pronoun,ei)=nai,εἰμί,verb,tosou=ton,τοσοῦτος,adjective,a)nq',ἀντί,preposition,o(/tou,ὅστις,pronoun,prosh=ke,προσήκω,verb,peraite/rw,περαίτερος,adjective,tou=,ὁ,article,sunoi/sontos,συμφέρω,verb,filoneikei=n,φιλονεικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,ei)=pon,εἶπον,verb,a(\,ὅς,pronoun,be/ltista,βέλτιστος,adjective,h(gou/mhn,ἁγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
