word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS
a)/poron,ἄπορος,adjective,xrh=ma,χρῆμα,adjective,dustuxw=n,δυστυχής,adverb,do/mos,δόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,pai=,παῖς,adjective,*klutaimh/stras,Κλυταιμνήστρα,proper,te,τε,particle,kai\,καί,conjunction,*)agame/mnonos,Ἀγαμέμνων,proper,parqe/ne,παρθένος,noun,makro\n,μακρός,adjective,dh\,δή,particle,mh=kos,μῆκος,adjective,*)hle/ktra,Ἠλέκτρη,proper,xro/nou,χρόνος,noun,pw=s,πῶς,adverb,w)=,ὦ,interjection,ta/laina,τάλας,adjective,su/,σύ,pronoun,te,τε,particle,kasi/gnhto/s,κασίγνητος,noun,te,τε,particle,so\s,σός,adjective,tlh/mwn,τλήμων,adjective,*)ore/sths,Ὀρέστης,proper,mhtro\s,μήτηρ,noun,o(/de,ὅδε,pronoun,foneu\s,φονεύς,noun,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosfqe/gmasin,πρόσφθεγμα,noun,ga\r,γάρ,particle,ou),οὐ,adverb,miai/nomai,μιαίνω,verb,se/qen,σύ,pronoun,e)s,εἰς,preposition,*foi=bon,Φοῖβος,proper,a)nafe/rousa,ἀναφέρω,verb,th\n,ὁ,article,a(marti/an,ἁμαρτία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,ste/nw,στένω,verb,ge,γε,particle,to\n,ὁ,article,*klutaimh/stras,Κλυταιμνήστρα,proper,mo/ron,μόρον,noun,e)mh=s,ἐμός,adjective,a)delfh=s,ἀδελφή,noun,h(/n,ὅς,pronoun,e)pei\,ἐπεί,conjunction,pro\s,πρός,preposition,*)/ilion,Ἴλιον,proper,e)/pleus',πλέω,verb,o(/pws,ὅπως,conjunction,e)/pleusa,πλέω,verb,qeomanei=,θεομανής,adjective,po/tmw|,πότμος,noun,ou)k,οὐ,adverb,ei)=don,εἶδον,verb,a)poleifqei=sa,ἀπολείπω,verb,d',δέ,particle,ai)a/zw,αἰάζω,verb,tu/xas,τύχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(ele/nh,Ἑλένη,proper,ti/,τίς,pronoun,soi,σύ,pronoun,le/goim',λέγω,verb,a)\n,ἄν,particle,a(/,ὅς,pronoun,ge,γε,particle,parou=s',πάρειμι,verb,o(ra=|s,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,a)/upnos,ἄυπνος,adjective,pa/redros,πάρεδρος,adjective,a)qli/w|,ἄθλιος,adjective,nekrw=|,νεκρός,noun,nekro\s,νεκρός,noun,ga\r,γάρ,particle,ou(=tos,οὗτος,pronoun,ou(/neka,οὕνεκα,conjunction,smikra=s,μικρός,adjective,pnoh=s,πνοή,noun,qa/ssw,θάσσων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,τίς,pronoun,tou/tou,οὗτος,pronoun,d',δέ,particle,ou)k,οὐ,adverb,o)neidi/zw,ὀνειδίζω,verb,kaka/,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,ei)=,εἶμι,verb,makari/a,μακάριος,adjective,maka/rio/s,μακάριος,adjective,q',τε,particle,o(,ὁ,article,so\s,σός,adjective,po/sis,πόσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/son,πόσος,adjective,xro/non,χρόνος,noun,d',δέ,particle,e)n,ἐν,preposition,demni/ois,δέμνιον,noun,pe/ptwx',πίπτω,verb,o(/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)c,ἐκ,preposition,ou(=per,οὗπερ,adverb,ai(=ma,αἷμα,noun,gene/qlion,γενέθλιος,adjective,kath/nusen,κατανύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)\,ὦ,interjection,me/leos,μέλεος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,tekou=sa/,τίκτω,verb,q',τε,particle,w(s,ὡς,conjunction,diw/leto,διόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,e)/xei,ἔχω,verb,ta/d',ὅδε,pronoun,w(/st',ὥστε,conjunction,a)pei/rhken,ἀπεῖπον,verb,kakoi=s,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,qew=n,θέα,noun,pi/qoi',πίθος,adjective,a)\n,ἄν,particle,dh=ta/,δῆτα,adverb,moi/,ἐγώ,pronoun,ti,τις,pronoun,parqe/ne,παρθένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,a)/sxolo/s,ἄσχολος,adjective,ge,γε,particle,suggo/nou,σύγγονος,adjective,prosedri/a|,προσεδρεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bou/lh|,βούλομαι,verb,ta/fon,τάφος,noun,moi,ἐγώ,pronoun,pro\s,πρός,preposition,kasignh/ths,κασιγνήτη,noun,molei=n,βλώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhtro\s,μήτηρ,noun,keleu/eis,κελεύω,verb,th=s,ὁ,article,e)mh=s,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/nos,τίς,pronoun,xa/rin,χάρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ko/mhs,κόμη,noun,a)parxa\s,ἀπαρχή,noun,kai\,καί,conjunction,xoa\s,χοή,noun,fe/rous',φέρω,verb,e)ma/s,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soi\,σύ,pronoun,d',δέ,particle,ou)xi\,οὐ,adverb,qemito\n,θεμιτός,adverb,pro\s,πρός,preposition,fi/lwn,φίλος,adjective,stei/xein,στείχω,verb,ta/fon,τάφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=cai,δείκνυμι,verb,ga\r,γάρ,particle,*)argei/oisi,Ἀργεῖος,proper,sw=m',σῶμα,adjective,ai)sxu/nomai,αἰσχύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)ye/,ὀψέ,adverb,ge,γε,particle,fronei=s,φρονέω,verb,eu)=,εὖ,adverb,to/te,τότε,adverb,lipou=s',λείπω,verb,ai)sxrw=s,αἰσχρός,adjective,do/mous,δόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)rqw=s,ὀρθός,adjective,e)/lecas,λέγω,verb,ou),οὐ,adverb,fi/lws,φίλος,adjective,d',δέ,particle,e)moi\,ἐγώ,pronoun,le/geis,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)dw\s,αἰδώς,adjective,de\,δέ,particle,dh\,δή,particle,ti/s,τίς,pronoun,s',σύ,pronoun,e)s,εἰς,preposition,*mukhnai/ous,Μυκηναῖος,proper,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de/doika,δείδω,verb,pate/ras,πατήρ,noun,tw=n,ὁ,article,u(p',ὑπό,preposition,*)ili/w|,Ἴλιον,proper,nekrw=n,νεκρός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deino\n,δεινός,adjective,ga/r,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/argei,Ἄργος,proper,t',τε,particle,a)naboa=|,ἀναβοάω,verb,dia\,διά,preposition,sto/ma,στόμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/,σύ,pronoun,nun,νῦν,adverb,xa/rin,χάρις,noun,moi,ἐγώ,pronoun,to\n,ὁ,article,fo/bon,φόβος,noun,lu/sasa,λύω,verb,do/s,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,a)\n,ἄν,particle,dunai/mhn,δύναμαι,verb,mhtro\s,μήτηρ,noun,e)sble/yai,εἰσβλέπω,verb,ta/fon,τάφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)sxro/n,αἰσχρός,adjective,ge,γε,particle,me/ntoi,μέντοι,particle,prospo/lous,πρόσπολος,noun,fe/rein,φέρω,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,ou)xi\,οὐ,adverb,qugatro\s,θυγάτηρ,adjective,*(ermio/nhs,Ἑρμιόνη,proper,pe/mpeis,πέμπω,verb,de/mas,δέμας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,o)/xlon,ὄχλος,noun,e(/rpein,ἕρπω,verb,parqe/noisin,παρθένος,noun,ou),οὐ,adverb,kalo/n,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,ti/noi,τίνω,verb,g',γε,particle,a)\n,ἄν,particle,th=|,ὁ,article,teqnhkui/a|,θνήσκω,verb,trofa/s,τροφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)rqw=s,ὀρθός,adjective,e)/lecas,λέγω,verb,pei/qomai/,πείθω,verb,te/,τε,particle,soi,σύ,pronoun,ko/rh,κόρη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,te/knon,τέκνον,noun,e)/celq',ἐξέρχομαι,verb,*(ermio/nh,Ἑρμιόνη,proper,do/mwn,δόμος,noun,pa/ros,πάρος,preposition,kai\,καί,conjunction,labe\,λαμβάνω,verb,xoa\s,χοή,noun,ta/sd',ὅδε,pronoun,e)n,ἐν,preposition,xeroi=n,χείρ,noun,ko/mas,κόμη,noun,t',τε,particle,e)ma/s,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)lqou=sa,ἔρχομαι,verb,d',δέ,particle,a)mfi\,ἀμφί,preposition,to\n,ὁ,article,*klutaimh/stras,Κλυταιμνήστρα,proper,ta/fon,τάφος,noun,meli/krat',μελίκρατον,noun,a)/fes,ἀφίημι,verb,ga/laktos,γάλα,noun,oi)nwpo/n,οἰνωπός,adjective,t',τε,particle,a)/xnhn,ἄχνη,noun,kai\,καί,conjunction,sta=s',ἵστημι,verb,e)p',ἐπί,preposition,a)/krou,ἄκρον,noun,xw/matos,χῶμα,noun,le/con,λέγω,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(ele/nh,Ἑλένη,proper,s',σύ,pronoun,a)delfh\,ἀδελφή,noun,tai=sde,ὅδε,pronoun,dwrei=tai,δωρέομαι,verb,xoai=s,χοή,noun,fo/bw|,φόβος,noun,proselqei=n,προσέρχομαι,verb,mnh=ma,μνῆμα,noun,so/n,σός,adjective,tarbou=sa/,ταρβέω,verb,te,τε,particle,*)argei=on,Ἀργεῖος,proper,o)/xlon,ὄχλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preumenh=,πρευμενής,adverb,d',δέ,particle,a)/nwge/,ἄνωγα,verb,nin,νιν,pronoun,e)moi/,ἐγώ,pronoun,te,τε,particle,kai\,καί,conjunction,soi\,σύ,pronoun,kai\,καί,conjunction,po/sei,πόσις,noun,gnw/mhn,γνώμη,noun,e)/xein,ἔχω,verb,toi=n,ὁ,article,t',τε,particle,a)qli/oin,ἄθλιος,adjective,toi=nd',ὅδε,pronoun,ou(\s,ὅς,pronoun,a)pw/lesen,ἀπόλλυμι,verb,qeo/s,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,d',δέ,particle,ei)s,εἰς,preposition,a)delfh\n,ἀδελφή,noun,kairo\s,καιρός,noun,e)kponei=n,ἐκπονέω,verb,e)me/,ἐγώ,pronoun,a(/panq',ἅπας,adjective,u(pisxnou=,ὑποσχέθω,verb,nerte/rwn,νέρτερος,adjective,dwrh/mata,δώρημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/q',εἶμι,verb,w)=,ὦ,interjection,te/knon,τέκνον,noun,moi,ἐγώ,pronoun,speu=de,σπεύδω,verb,kai\,καί,conjunction,xoa\s,χοή,noun,ta/fw|,τάφος,noun,dou=s',δέω,verb,w(s,ὡς,conjunction,ta/xista,τάχιστος,adjective,th=s,ὁ,article,pa/lin,πάλιν,adverb,me/mnhs',μιμνήσκω,verb,o(dou=,ὁδός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,fu/sis,φύσις,noun,e)n,ἐν,preposition,a)nqrw/poisin,ἄνθρωπος,noun,w(s,ὡς,conjunction,me/g',μέγας,adverb,ei)=,εἶμι,verb,kako/n,κακός,adjective,swth/rio/n,σωτήριος,adjective,te,τε,particle,toi=s,ὁ,article,kalw=s,καλός,noun,kekthme/nois,κτάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/dete,εἶδον,verb,par',παρά,preposition,a)/kras,ἄκρος,adjective,w(s,ὡς,conjunction,a)pe/qrisen,ἀποθερίζω,verb,tri/xas,θρίξ,noun,sw/|zousa,σώζω,verb,ka/llos,κάλλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,d',δέ,particle,h(,ὁ,article,pa/lai,πάλαι,adverb,gunh/,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeoi/,θεός,noun,se,σύ,pronoun,mish/seian,μισέω,verb,w(/s,ὡς,conjunction,m',ἐγώ,pronoun,a)pw/lesas,ἀπόλλυμι,verb,kai\,καί,conjunction,to/nde,ὅδε,pronoun,pa=sa/n,πᾶς,adjective,q',τε,particle,*(ella/da,Ἑλλάς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,ta/lain',τάλας,adjective,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
