word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/63/@_form,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/lemma/@_entry,word/63/lemma/@_POS
tugxa/nein,τυγχάνω,verb,de\,δέ,particle,au)to\n,αὐτός,pronoun,feu/gonta,φεύγω,verb,to\n,ὁ,article,pate/ra,πατήρ,noun,dia\,διά,preposition,to\n,ὁ,article,*xrusi/ppou,Χρύσιππος,proper,qa/naton,θάνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,w(s,ὡς,conjunction,ou)ke/ti,οὐκέτι,adverb,a)nexw/rhsen,ἀναχωρέω,verb,*eu)rusqeu/s,Εὐρυσθεύς,proper,boulome/nwn,βούλομαι,verb,kai\,καί,conjunction,tw=n,ὁ,article,*mukhnai/wn,Μυκηναῖος,proper,fo/bw|,φόβος,noun,tw=n,ὁ,article,*(hrakleidw=n,Ἡράκλειδαι,proper,kai\,καί,conjunction,a(/ma,ἅμα,adverb,dunato\n,δυνατός,adjective,dokou=nta,δοκέω,verb,ei)=nai,εἰμί,verb,kai\,καί,conjunction,to\,ὁ,article,plh=qos,πλῆθος,noun,teqerapeuko/ta,θεραπεύω,verb,tw=n,ὁ,article,*mukhnai/wn,Μυκηναῖος,proper,te,τε,particle,kai\,καί,conjunction,o(/swn,ὅσος,adjective,*eu)rusqeu\s,Εὐρυσθεύς,proper,h)=rxen,ἄρχω,verb,th\n,ὁ,article,basilei/an,βασιλεία,noun,*)atre/a,Ἀτρεύς,proper,paralabei=n,παραλαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,oi(=s,ὅς,pronoun,de\,δέ,particle,skolia\,σκολιός,adjective,kai\,καί,conjunction,polu/plokos,πολύπλοκος,adjective,kai\,καί,conjunction,dusece/liktos,δυσεξέλικτος,adjective,h(,ὁ,article,tw=n,ὁ,article,e)nqumhma/twn,ἐνθύμημα,noun,kataskeuh\,κατασκευή,noun,gi/netai,γίγνομαι,verb,tou=ton,οὗτος,pronoun,to\n,ὁ,article,tro/pon,τρόπος,noun,e)/xei,ἔχω,verb,par',παρά,preposition,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei=tai,κέω,verb,de\,δέ,particle,e)n,ἐν,preposition,tw=|,ὁ,article,e)pitafi/w|,ἐπιτάφιος,adjective,h(,ὁ,article,le/cis,λέξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,de\,δέ,particle,tw=n,ὁ,article,e)nanti/wn,ἐναντίος,adjective,timwri/an,τιμωρία,noun,poqeinote/ran,ποθεινός,adjective,au)tw=n,αὐτός,pronoun,labo/ntes,λαμβάνω,verb,kai\,καί,conjunction,kindu/nwn,κίνδυνος,noun,a(/ma,ἅμα,adverb,to/nde,ὅδε,pronoun,ka/lliston,καλός,noun,nomi/santes,νομίζω,verb,e)boulh/qhsan,βούλομαι,verb,tou\s,ὁ,article,me\n,μέν,particle,timwrei=sqai,τιμωρέω,verb,tw=n,ὁ,article,d',δέ,particle,e)fi/esqai,ἐφίημι,verb,e)lpi/di,ἐλπίς,noun,me\n,μέν,particle,to\,ὁ,article,a)fane\s,ἀφανής,adjective,tou=,ὁ,article,katorqw/sein,κατορθόω,verb,e)pitre/yantes,ἐπιτρέπω,verb,e)/rgw|,ἔργον,noun,de\,δέ,particle,peri\,περί,preposition,tou=,ὁ,article,h)/dh,ἤδη,adverb,o(rwme/nou,ὁράω,verb,sfi/sin,σφεῖς,pronoun,au)toi=s,αὐτός,pronoun,a)ciou=ntes,ἀξιόω,verb,pepoiqe/nai,πείθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,tw=|,τίς,pronoun,a)mu/nesqai,ἀμύνω,verb,paqei=n,πάσχω,verb,ma=llon,μᾶλλον,adverb,h(ghsa/menoi,ἡγέομαι,verb,h)\,ἠέ,conjunction,e)ndo/ntes,ἐνδίδωμι,verb,sw/|zesqai,σώζω,verb,to\,ὁ,article,me\n,μέν,particle,ai)sxro\n,αἰσχρός,adjective,tou=,ὁ,article,lo/gou,λόγος,noun,e)/fugon,φεύγω,verb,to\,ὁ,article,d',δέ,particle,e)/rgon,ἔργον,noun,tw=|,ὁ,article,sw/mati,σῶμα,adjective,u(pe/meinan,ὑπομένω,verb,kai\,καί,conjunction,di',διά,preposition,e)laxi/stou,ἐλάχιστος,adjective,kairou=,καιρός,noun,tu/xhs,τύχη,noun,a(/ma,ἅμα,adverb,a)kmh=|,ἀκμή,noun,th=s,ὁ,article,do/chs,δόξα,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,tou=,ὁ,article,de/ous,δέος,noun,a)phlla/ghsan,ἀπαλλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau=ta/,τοιοῦτος,adjective,e)sti,εἰμί,verb,kai\,καί,conjunction,ta\,ὁ,article,peri\,περί,preposition,*qemistokle/ous,Θεμιστοκλέης,proper,ei)rhme/na,ἐρῶ,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,suggrafe/ws,συγγραφεύς,noun,e)n,ἐν,preposition,th=|,ὁ,article,prw/th|,πρότερος,adjective,bu/blw|,βύβλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,ga\r,γάρ,particle,o(,ὁ,article,*qemistoklh=s,Θεμιστοκλέης,proper,bebaio/tata,βέβαιος,adjective,dh\,δή,particle,fu/sews,φύσις,noun,i)sxu\n,ἰσχύς,noun,dhlw/sas,δηλόω,verb,kai\,καί,conjunction,diafero/ntws,διαφερόντως,adverb,ti,τις,pronoun,e)s,εἰς,preposition,au)to\,αὐτός,pronoun,ma=llon,μᾶλλον,adverb,e(te/rou,ἕτερος,adjective,a)/cios,ἄξιος,adjective,qauma/sai,θαυμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)kei/a|,οἰκεῖος,adjective,ga\r,γάρ,particle,cune/sei,σύνεσις,noun,kai\,καί,conjunction,ou)/te,οὔτε,adverb,promaqw\n,προμανθάνω,verb,ei)s,εἰς,preposition,au)th\n,αὐτός,pronoun,ou)qe\n,οὐδείς,pronoun,ou)/t',οὔτε,adverb,e)pimaqw\n,ἐπιμανθάνω,verb,tw=n,ὁ,article,te,τε,particle,paraxrh=ma,παραχρῆμα,adverb,di',διά,preposition,e)laxi/sths,ἐλάχιστος,adjective,boulh=s,βουλεύς,noun,kra/tistos,κράτιστος,adjective,gnw/mwn,γνώμων,noun,kai\,καί,conjunction,tw=n,ὁ,article,mello/ntwn,μέλλω,verb,e)pi\,ἐπί,preposition,plei=ston,πλεῖστος,adjective,tou=,ὁ,article,genhsome/nou,γίγνομαι,verb,a)/ristos,ἄριστος,adjective,ei)kasth/s,εἰκαστής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a(\,ὅς,pronoun,me\n,μέν,particle,meta\,μετά,preposition,xei=ras,χείρ,noun,e)/xoi,ἔχω,verb,kai\,καί,conjunction,e)chgh/sasqai,ἐξηγέομαι,verb,oi(=o/s,οἷος,adjective,te,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,de\,δέ,particle,a)/peiros,ἄπειρος,adjective,ei)/h,ἀίω,verb,kri=nai,κρίνω,verb,i(kanw=s,ἱκανός,adjective,ou)k,οὐ,adverb,a)ph/llakto,ἀπαλλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/,ὁ,article,te,τε,particle,a)/meinon,ἀμείνων,adjective,h)\,ἠέ,conjunction,xei=ron,χείρων,adverb,e)n,ἐν,preposition,tw=|,ὁ,article,a)fanei=,ἀφανής,adjective,e)/ti,ἔτι,adverb,proew/ra,προοράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,cu/mpan,σύμπας,adjective,ei)pei=n,εἶπον,verb,fu/sews,φύσις,noun,me\n,μέν,particle,duna/mei,δύναμις,adjective,mele/ths,μελέτη,noun,de\,δέ,particle,braxu/thti,βραχύτης,adjective,kra/tistos,κράτιστος,adjective,dh\,δή,particle,ou(=tos,οὗτος,pronoun,au)tosxedia/zein,αὐτοσχεδιάζω,verb,ta\,ὁ,article,de/onta,δέω,verb,e)ge/neto,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,meirakiw/deis,μειρακιώδης,adverb,sxhmatismoi\,σχηματισμός,noun,tw=n,ὁ,article,a)ntiqe/twn,ἀντίθετος,adjective,te,τε,particle,kai\,καί,conjunction,paromoiw/sewn,παρομοίωσις,noun,kai\,καί,conjunction,parisw/sewn,παρίσωσις,noun,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,oi(,ὁ,article,peri\,περί,preposition,to\n,ὁ,article,*gorgi/an,Γοργίης,proper,ma/lista,μάλιστα,adverb,e)pleo/nasan,πλεονάζω,verb,h(/kista,ἥκιστος,adjective,tw=|,ὁ,article,xarakth=ri,χαρακτήρ,noun,tou/tw|,οὗτος,pronoun,prosh/kontes,προσήκω,verb,au)sthra\n,αὐστηρός,adjective,e)/xonti,ἔχω,verb,th\n,ὁ,article,a)gwgh\n,ἀγωγή,noun,kai\,καί,conjunction,tou=,ὁ,article,komyou=,κομψός,adjective,plei=ston,πλεῖστος,adjective,a)festhko/ti,ἀφίστημι,verb,toiou=toi/,τοιοῦτος,adjective,tine/s,τις,pronoun,ei)si,εἰμί,verb,para\,παρά,preposition,tw=|,ὁ,article,suggrafei=,συγγραφεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fai/netai,φαίνω,verb,ga\r,γάρ,particle,h(,ὁ,article,nu=n,νῦν,adverb,kaloume/nh,καλέω,verb,*(ella\s,Ἑλλάς,proper,ou),οὐ,adverb,pa/lai,πάλαι,adverb,bebai/ws,βέβαιος,adjective,oi)koume/nh,οἰκουμένη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/ti,ἔτι,adverb,de/,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,me\n,μέν,particle,kai\,καί,conjunction,para\,παρά,preposition,du/namin,δύναμις,adjective,tolmhtai/,τολμητής,noun,kai\,καί,conjunction,para\,παρά,preposition,gnw/mhn,γνώμη,noun,kinduneutai/,κινδυνευτής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,d',δέ,particle,u(me/teron,ὑμέτερος,adjective,th=s,ὁ,article,te,τε,particle,duna/mews,δύναμις,adjective,e)ndea=,ἐνδεής,adjective,pra=cai,πράσσω,verb,th=s,ὁ,article,te,τε,particle,gnw/mhs,γνώμη,noun,mhde\,μηδέ,particle,toi=s,ὁ,article,bebai/ois,βέβαιος,adjective,pisteu=sai,πιστεύω,verb,tw=n,ὁ,article,de\,δέ,particle,deinw=n,δεινός,adjective,mhde/pote,μηδέποτε,adverb,oi)/esqai,οἴομαι,verb,a)poluqh/sesqai,ἀπολύω,verb,kai\,καί,conjunction,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,ta\s,ὁ,article,katalabou/sas,καταλαμβάνω,verb,th\n,ὁ,article,*(ella/da,Ἑλλάς,proper,sumfora\s,συμφορά,noun,dia\,διά,preposition,ta\s,ὁ,article,sta/seis,στάσις,adjective,e)pece/rxetai,ἐπεξέρχομαι,verb,toia/de,τοιόσδε,adjective,gra/fwn,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/lma,τόλμα,noun,me\n,μέν,particle,ga\r,γάρ,particle,a)lo/gistos,ἀλόγιστος,adjective,a)ndrei/a,ἀνδρεία,noun,file/tairos,φιλέταιρος,adjective,e)nomi/sqh,νομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/llhsis,μέλλησις,noun,de\,δέ,particle,promhqh\s,προμηθής,adverb,deili/a,δειλία,noun,eu)preph/s,εὐπρεπής,adverb,to\,ὁ,article,de\,δέ,particle,sw=fron,σώφρων,noun,pro/sxhma,πρόσχημα,noun,tou=,ὁ,article,a)na/ndrou,ἀνάνω,verb,kai\,καί,conjunction,to\,ὁ,article,ei)s,εἰς,preposition,a(/pan,ἅπας,adjective,cuneto\n,συνετός,adjective,e)pi\,ἐπί,preposition,pa=n,πᾶς,adjective,a)rgo/n,ἀργός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla\,πολύς,adjective,toiau=ta/,τοιοῦτος,adjective,tis,τις,pronoun,a)\n,ἄν,particle,eu(/roi,εὑρίσκω,verb,di',διά,preposition,o(/lhs,ὅλος,adjective,au)tou=,αὐτός,pronoun,th=s,ὁ,article,i(stori/as,ἱστορία,noun,lego/mena,λέγω,verb,i(kana\,ἱκανός,adjective,de\,δέ,particle,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,dei/gmatos,δεῖγμα,noun,e(/neka,ἕνεκα,preposition,ei)rh=sqai,ἐρῶ,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/exeis,ἔχω,verb,w)=,ὦ,interjection,fi/le,φίλος,adjective,*)ammai=e,,,ta\,ὁ,article,parathrh/mata,παρατήρημα,noun,kaq',κατά,preposition,e(/kaston,ἕκαστος,adjective,au)tw=n,αὐτός,pronoun,e)k,ἐκ,preposition,th=s,ὁ,article,koinh=s,κοινός,adjective,e)chtasme/na,ἐξετάζω,verb,pragmatei/as,πραγματεία,noun,w(s,ὡς,conjunction,e)pezh/teis,ἐπιζητέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
