word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS
i)/te,εἶμι,verb,ba/kxai,Βάκχη,proper,i)/te,εἶμι,verb,ba/kxai,Βάκχη,proper,*bro/mion,Βρόμιος,proper,pai=da,παῖς,adjective,qeo\n,θεός,noun,qeou=,θεός,noun,*dio/nuson,Διόνυσος,proper,kata/gousai,κατάγω,verb,*frugi/wn,Φρύγιος,proper,e)c,ἐκ,preposition,o)re/wn,ὄρος,adjective,*(ella/dos,Ἑλλάς,proper,ei)s,εἰς,preposition,eu)ruxo/rous,a)guia/s,ἀγυιά,noun,εὐρύχορος,adjective,to\n,ὁ,article,*bro/mion,Βρόμιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/n,ὅς,pronoun,pot',ποτέ,particle,e)/xous',ἔχω,verb,e)n,ἐν,preposition,w)di/nwn,ὠδίς,adjective,loxi/ais,λόχιος,adjective,a)na/gkaisi,ἀνάγκη,noun,ptame/nas,πέτομαι,verb,*dio\s,Ζεύς,proper,bronta=s,βροντάω,verb,nhdu/os,νηδύς,noun,e)/kbolon,ἔκβολος,adjective,ma/thr,μήτηρ,noun,e)/teken,τίκτω,verb,lipou=s',λείπω,verb,ai)w=na,kerauni/w|,κεραύνιος,adjective,αἰών,noun,plhga=|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loxi/ois,λοχέος,noun,d',δέ,particle,au)ti/ka,αὐτίκα,adverb,nin,νιν,pronoun,de/cato,δέχομαι,verb,qala/mais,θαλάμη,noun,*kroni/das,Κρονίδης,proper,*zeu/s,Ζεύς,proper,kata\,κατά,preposition,mhrw=|,μηρός,noun,de\,δέ,particle,kalu/yas,καλύπτω,verb,xruse/aisin,χρύσεος,adjective,sunerei/dei,συνερείδω,verb,pero/nais,περόνη,noun,krupto\n,a)f',ἀπό,preposition,κρυπτός,adjective,*(/hras,Ἥρα,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/teken,τίκτω,verb,d',δέ,particle,a(ni/ka,ἡνίκα,adverb,*moi=rai,Μοῖρα,proper,te/lesan,τελέω,verb,tauro/kerwn,ταυρόκερως,adjective,qeo\n,θεός,noun,stefa/nwse/n,στεφανόω,verb,te,τε,particle,drako/ntwn,δράκων,noun,stefa/nois,στέφανος,noun,e)/nqen,ἔνθεν,adverb,a)/gran,ἄγρα,noun,qhrotro/fon,θηροτρόφος,adjective,maina/des,μαινάς,noun,a)mfiba/llontai,ploka/mois,πλόκαμος,noun,ἀμφιβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,*seme/las,Σεμέλη,proper,trofoi\,τροφός,noun,*qh=bai,Θῆβαι,proper,stefanou=sqe,στεφανόω,verb,kissw=|,κισσός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bru/ete,βρύω,verb,bru/ete,βρύω,verb,xloh/rei,,,mi/laki,μῖλαξ,noun,kallika/rpw|,καλλίκαρπος,adjective,kai\,καί,conjunction,katabakxiou=sqe,καταβακχιόομαι,verb,druo\s,δρῦς,noun,h)\,ἠέ,conjunction,e)la/tas,ἐλάτης,noun,kla/doisi,κλάδος,adjective,stiktw=n,στίκτης,noun,t',τε,particle,e)nduta\,ἐνδυτός,adjective,nebri/dwn,νεβρίς,noun,ste/fete,leukotri/xwn,λευκόθριξ,adjective,στέφω,verb,ploka/mwn,πλόκαμος,noun,malloi=s,μαλλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfi\,ἀμφί,preposition,de\,δέ,particle,na/rqhkas,νάρθηξ,noun,u(brista\s,ὑβριστής,noun,o(siou=sq',ὁσιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ti/ka,αὐτίκα,adverb,ga=,γῆ,noun,pa=sa,πᾶς,adjective,xoreu/sei,χόρευσις,noun,*bro/mios,Βρόμιος,proper,o(/stis,ὅστις,pronoun,a)/gh|,ἄγω,verb,qia/sous,θίασος,noun,ei)s,εἰς,preposition,o)/ros,ὄρος,adjective,ei)s,εἰς,preposition,o)/ros,ὄρος,adjective,e)/nqa,ἔνθα,adverb,me/nei,μένω,verb,qhlugenh\s,θηλυγενής,adverb,o)/xlos,a)f',ἀπό,preposition,ὄχλος,noun,i(stw=n,ἱστός,noun,para\,παρά,preposition,kerki/dwn,κερκίς,noun,t',τε,particle,oi)strhqei\s,οἰστράω,verb,*dionu/sw|,Διόνυσος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,qala/meuma,θαλάμευμα,noun,*kourh/twn,κούρητες,noun,za/qeoi/,ζάθεος,adjective,te,τε,particle,*krh/tas,Κρήτη,proper,*diogene/tores,Διογενέτωρ,proper,e)/nauloi,ἔναυλος,noun,e)/nqa,ἔνθα,adverb,triko/ruqes,τρικόρυθος,adjective,a)/ntrois,ἄντρον,noun,burso/tonon,βυρσότονος,adjective,ku/klwma,κύκλωμα,noun,to/de,ὅδε,pronoun,moi,ἐγώ,pronoun,*koru/bantes,hu(=ron,εὑρίσκω,verb,Κορύβας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bakxei/a|,Βάκχειος,proper,d',δέ,particle,a)na\,ἀνά,preposition,sunto/nw|,σύντονος,adjective,ke/rasan,κεράννυμι,verb,a(dubo/a|,ἡδυβόης,noun,*frugi/wn,Φρύγιος,proper,au)lw=n,αὐλή,noun,pneu/mati,πνεῦμα,noun,matro/s,μήτηρ,noun,te,τε,particle,*(re/as,,,e)s,εἰς,preposition,xe/ra,χείρ,noun,qh=kan,τίθημι,verb,ktu/pon,eu)a/smasi,εὔασμα,noun,κτύπος,noun,*bakxa=n,Βάκχη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
para\,παρά,preposition,de\,δέ,particle,maino/menoi,μαίνομαι,verb,*sa/turoi,Σάτυρος,proper,mate/ros,μήτηρ,noun,e)canu/santo,ἐξανύω,verb,qea=s,θεά,noun,e)s,εἰς,preposition,de\,δέ,particle,xoreu/mata,χόρευμα,noun,sunh=yan,συνάπτω,verb,triethri/dwn,τριετηρίς,noun,ai(=s,ὅς,pronoun,xai/rei,χαίρω,verb,*dio/nusos,Διόνυσος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(du\s,ἡδύς,adjective,e)n,ἐν,preposition,o)/resin,ὄρος,adjective,o(/tan,ὅταν,conjunction,e)k,ἐκ,preposition,qia/swn,θίασος,noun,dromai/wn,δρομαῖος,adjective,pe/sh|,πίπτω,verb,pedo/se,πέδονδε,adverb,nebri/dos,νεβρίς,noun,e)/xwn,ἔχω,verb,i(ero\n,ἱερόν,noun,e)nduto/n,ἐνδυτός,adjective,a)greu/wn,ἀγρεύω,verb,ai(=ma,αἷμα,noun,tragokto/non,w)mofa/gon,ὠμοφάγος,adjective,,,xa/rin,χάρις,noun,i(e/menos,ἵημι,verb,e)s,εἰς,preposition,o)/rea,ὄρος,adjective,*fru/gia,Φρύγιος,proper,*lu/di',Λύδιος,proper,o(,ὁ,article,d',δέ,particle,e)/carxos,ἔξαρχος,noun,*bro/mios,Βρόμιος,proper,eu)oi(=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r(ei=,ῥέομαι,verb,de\,δέ,particle,ga/lakti,γάλα,noun,pe/don,πέδον,noun,r(ei=,ῥέομαι,verb,d',δέ,particle,oi)/nw|,οἶνον,noun,r(ei=,ῥέομαι,verb,de\,δέ,particle,melissa=n,μέλισσα,noun,ne/ktari,νέκταρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*suri/as,Σύριος,proper,d',δέ,particle,w(s,ὡς,conjunction,liba/nou,λίβανος,adjective,kapno\n,καπνός,noun,o(,ὁ,article,*bakxeu\s,Βακχεύς,proper,a)ne/xwn,ἀναχώννυμι,verb,pursw/dh,πυρσώδης,adjective,flo/ga,φλόξ,noun,peu/kas,πεύκη,noun,e)k,ἐκ,preposition,na/rqhkos,νάρθηξ,noun,a)i/ssei,ἀίσσω,verb,dro/mw|,δρόμος,noun,kai\,xoroi=sin,χορός,noun,καί,conjunction,plana/tas,πλανήτης,noun,e)reqi/zwn,ἐρεθίζω,verb,i)axai=s,ἰαχή,noun,t',τε,particle,a)napa/llwn,ἀναπάλλω,verb,trufero/n,τρυφερός,adjective,te,τε,particle,plo/kamon,πλόκαμος,noun,ei)s,εἰς,preposition,ai)qe/ra,αἰθήρ,noun,r(i/ptwn,ῥίπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/ma,ἅμα,adverb,d',δέ,particle,eu)a/smasi,εὔασμα,noun,toia/d',τοιόσδε,adjective,e)pibre/mei,ἐπιβρέμω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)=w,ὦ,interjection,i)/te,εἶμι,verb,ba/kxai,Βάκχη,proper,i)/te,εἶμι,verb,ba/kxai,Βάκχη,proper,*tmw/lou,Τμῶλος,proper,xrusoro/ou,χρυσορόης,noun,xlida=|,χλιδάω,verb,me/lpete,μέλπω,verb,to\n,ὁ,article,*dio/nuson,Διόνυσος,proper,barubro/mwn,βαρύβρομος,adjective,u(po\,ὑπό,preposition,tumpa/nwn,τύμπανον,noun,eu)/ia,,,to\n,eu)/ion,ἤιος,adjective,ὁ,article,a)gallo/menai,ἀγάλλω,verb,qeo\n,θεός,noun,e)n,ἐν,preposition,*frugi/aisi,Φρύγιος,proper,boai=s,βοείη,noun,e)nopai=si/,ἐνοπή,noun,te,τε,particle,lwto\s,λωτός,adjective,o(/tan,ὅταν,conjunction,eu)ke/lados,εὐκέλαδος,adjective,i(ero\s,ἱερός,adjective,i(era\,ἱερά,noun,pai/gmata,παῖγμα,noun,bre/mh|,,,su/noxa,σύνοχος,adjective,foita/sin,φοιτάς,noun,ei)s,εἰς,preposition,o)/ros,ὄρος,adjective,ei)s,εἰς,preposition,o)/ros,ὄρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(dome/na,ἥδομαι,verb,d',δέ,particle,a)/ra,ἄρα,particle,pw=los,πῶλος,noun,o(/pws,ὅπως,conjunction,a(/ma,ἅμα,adverb,mate/ri,μήτηρ,noun,forba/di,φορβάς,noun,kw=lon,κῶλον,noun,a)/gei,ἄγω,verb,taxu/poun,ταχύπους,noun,skirth/masi,σκίρτημα,noun,ba/kxa,Βακχάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,e)n,ἐν,preposition,pu/laisi,πύλη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ka/dmon,Κάδμος,proper,e)kka/lei,ἐκκαλέω,verb,do/mwn,δόμος,noun,*)agh/noros,Ἀγήνωρ,proper,pai=d',παῖς,adjective,o(\s,ὅς,pronoun,po/lin,πόλις,adjective,*sidwni/an,Σιδών,proper,lipw\n,λείπω,verb,e)pu/rgws',πυργόω,verb,a)/stu,ἄστυ,noun,*qhbai/wn,Θηβαῖος,proper,to/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/tw,εἶμι,verb,tis,τις,pronoun,ei)sa/ggelle,εἰσαγγέλλω,verb,*teiresi/as,Τειρεσίης,proper,o(/ti,ὅστις,pronoun,zhtei=,ζητέω,verb,nin,νιν,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=de,οἶδα,verb,d',δέ,particle,au)to\s,αὐτός,pronoun,w(=n,ὅς,pronoun,h(/kw,ἥκω,verb,pe/ri,περί,preposition,a(/,ὅς,pronoun,te,τε,particle,cuneqe/mhn,συντίθημι,verb,pre/sbus,πρέσβυς,noun,w)\n,εἰμί,verb,geraite/rw|,γεραιός,adjective,qu/rsous,θύρσος,noun,a)na/ptein,ἀνάπτω,verb,kai\,καί,conjunction,nebrw=n,dora\s,δορά,noun,νεβρός,noun,e)/xein,ἔχω,verb,stefanou=n,στεφανόω,verb,te,τε,particle,kra=ta,κράς,verb,kissi/nois,κίσσινος,adjective,blasth/masin,βλάστημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,fi/ltaq',φίλτατος,adjective,w(s,ὡς,conjunction,sh\n,σός,adjective,gh=run,γῆρυς,noun,h)|sqo/mhn,ἀίσθω,verb,klu/wn,κλύω,verb,sofh\n,σοφός,adjective,sofou=,σοφός,adjective,par',παρά,preposition,a)ndro/s,ἀνήρ,noun,e)n,ἐν,preposition,do/moisin,δόμος,noun,w)/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/kw,ἥκω,verb,d',δέ,particle,e(/toimos,ἑτοῖμος,adjective,th/nd',ὅδε,pronoun,e)/xwn,ἔχω,verb,skeuh\n,σκευή,noun,qeou=,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=,δέομαι,verb,ga/r,γάρ,particle,nin,νιν,pronoun,o)/nta,εἰμί,verb,pai=da,παῖς,adjective,qugatro\s,θυγάτηρ,adjective,e)c,ἐκ,preposition,e)mh=s,ἐμός,adjective,o(/son,ὅσος,adjective,kaq',κατά,preposition,h(ma=s,ἐγώ,pronoun,dunato\n,δυνατός,adjective,au)/cesqai,αὐξάνω,verb,me/gan,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi=,ποι,adverb,dei=,δέομαι,verb,xoreu/ein,χορεύω,verb,poi=,ποι,adverb,kaqista/nai,καθίστημι,verb,po/da,πούς,noun,kai\,καί,conjunction,kra=ta,κράς,verb,sei=sai,σείω,verb,polio/n,πολιός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)chgou=,ἐξηγέομαι,verb,su/,σύ,pronoun,moi,ἐγώ,pronoun,ge/rwn,γέρων,noun,ge/ronti,γέρων,noun,*teiresi/a,Τειρεσίης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,ga\r,γάρ,particle,sofo/s,σοφός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ou),οὐ,adverb,ka/moim',κάμνω,verb,a)\n,ἄν,particle,ou)/te,οὔτε,adverb,nu/kt',νύξ,adjective,ou)/q',οὔτε,adverb,h(me/ran,ἡμέρα,noun,qu/rsw|,θύρσος,noun,krotw=n,κροτέω,verb,gh=n,γῆ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pilelh/smeq',ἐπιλανθάνομαι,verb,h(de/ws,ἡδέως,adverb,ge/rontes,γέρων,noun,o)/ntes,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau)/t',ταυτός,adjective,e)moi\,ἐγώ,pronoun,pa/sxeis,πάσχω,verb,a)/ra,ἄρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,ga\r,γάρ,particle,h(bw=,ἡβός,adjective,ka)pixeirh/sw,ἐπιχειρέω,verb,xoroi=s,χορός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,o)/xoisin,ὄχος,noun,ei)s,εἰς,preposition,o)/ros,ὄρος,adjective,pera/somen,περάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)x,οὐ,adverb,o(moi/ws,ὅμοιος,adjective,a)\n,ἄν,particle,o(,ὁ,article,qeo\s,θεός,noun,timh\n,τιμή,noun,e)/xoi,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ge/rwn,γέρων,noun,ge/ronta,γέρων,noun,paidagwgh/sw,παιδαγωγέω,verb,s',σύ,pronoun,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,qeo\s,θεός,noun,a)moxqi\,ἀμοχθεί,adverb,kei=se,ἐκεῖσε,adverb,nw=|n,ἐγώ,pronoun,h(gh/setai,ἁγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/noi,μόνος,adjective,de\,δέ,particle,po/lews,πόλις,adjective,*bakxi/w|,Βάκχιος,proper,xoreu/somen,χορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
