word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/54/@_form,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/lemma/@_entry,word/54/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS,word/135/@_form,word/135/lemma/@_entry,word/135/lemma/@_POS,word/136/@_form,word/136/lemma/@_entry,word/136/lemma/@_POS,word/137/@_form,word/137/lemma/@_entry,word/137/lemma/@_POS,word/138/@_form,word/138/lemma/@_entry,word/138/lemma/@_POS,word/139/@_form,word/139/lemma/@_entry,word/139/lemma/@_POS,word/140/@_form,word/140/lemma/@_entry,word/140/lemma/@_POS,word/141/@_form,word/141/lemma/@_entry,word/141/lemma/@_POS
*karxhdo/nioi,Καρχηδόνιος,proper,de\,δέ,particle,tau=ta,οὗτος,pronoun,punqano/menoi,πυνθάνομαι,verb,*)asdrou/ban,Ἀσδρούβας,proper,me\n,μέν,particle,to\n,ὁ,article,*ge/skwnos,Γέσκων,proper,e)pi\,ἐπί,preposition,qh/ran,θήρα,noun,e)lefa/ntwn,ἐλέφας,adjective,e)ce/pempon,ἐκπέμπω,verb,*ma/gwni,Μάγων,proper,d',δέ,particle,a)mfi\,ἀμφί,preposition,th\n,*ligusti/nhn,Λιγυστίνη,proper,cenagou=nti,ξεναγέω,verb,pezou\s,πεζός,adjective,a)pe/stellon,ἀποστέλλω,verb,e)s,εἰς,preposition,e(cakisxili/ous,kai\,καί,conjunction,i(ppe/as,ἱππεύς,noun,o)ktakosi/ous,ὀκτακόσιοι,adjective,kai\,καί,conjunction,e)le/fantas,e(pta/,ἑπτά,noun,kai\,καί,conjunction,prose/tasson,προστάσσω,verb,au)tw=|,αὐτός,pronoun,meq',μετά,preposition,o(/swn,ὅσος,adjective,du/naito,δύναμαι,verb,a)/llwn,ἄλλος,adjective,e)sbalei=n,εἰσβάλλω,verb,e)s,εἰς,preposition,*turrhni/an,Τυρρήνιος,proper,i(/na,ἵνα,conjunction,to\n,ὁ,article,ὁ,article,ἑξακισχίλιοι,adjective,ἐλέφας,adjective,*skipi/wna,,,perispa/seien,περισπάω,verb,e)k,ἐκ,preposition,*libu/hs,Λιβύη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ma/gwn,Μάγος,proper,me\n,μέν,particle,dh\,δή,particle,kai\,καί,conjunction,to/te,τότε,adverb,e)bra/dunen,βραδύνω,verb,*)anni/ba|,Ἀννίβας,proper,te,τε,particle,sunelqei=n,συνέρχομαι,verb,ou),οὐ,adverb,duna/menos,δύναμαι,verb,polu\,πολύς,adjective,diestw=ti,διίστημι,verb,kai\,καί,conjunction,to\,ὁ,article,me/llon,a)ei\,ἀεί,adverb,periorw/menos,περιοράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)asdrou/bas,Ἀσδρούβας,proper,d',δέ,particle,a)po\,ἀπό,preposition,th=s,ὁ,article,qh/ras,θήρα,noun,e)panelqw\n,ἐπανέρχομαι,verb,kate/lege,καταλέγω,verb,*karxhdoni/wn,Καρχηδόνιος,proper,te,τε,particle,kai\,καί,conjunction,*libu/wn,Λίβυς,proper,e)s,εἰς,preposition,e(cakisxili/ous,ἑξακισχίλιοι,adjective,pezou\s,πεζός,adjective,e(kate/rwn,ἑκάτερος,adjective,kai\,i(ppe/as,ἱππεύς,noun,e(cakosi/ous,ἑξακόσιοι,adjective,dou/lous,δοῦλος,noun,te,τε,particle,h)go/raze,ἀγοράζω,verb,pentakisxili/ous,to\,ὁ,article,nautiko\n,ναυτικός,adjective,e)re/ssein,ἐρέσσω,verb,kai\,καί,conjunction,para\,tw=n,ὁ,article,*noma/dwn,νομάς,noun,e)/labe,λαμβάνω,verb,disxili/ous,δισχίλιοι,adjective,i(ppe/as,ἱππεύς,noun,kai\,καί,conjunction,ce/nous,ξένος,noun,e)misqou=to,μισθόω,verb,kai\,καί,conjunction,pa/ntas,πᾶς,adjective,e)gu/mnaze,γυμνάζω,verb,diakosi/ous,διακόσιοι,adjective,stadi/ous,στάδιον,noun,καί,conjunction,πεντακισχίλιοι,adjective,παρά,preposition,a)posxw\n,ἀπέχω,verb,a)po\,ἀπό,preposition,*karxhdo/nos,Καρχηδών,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*noma/dwn,νομάς,noun,de\,δέ,particle,tw=n,ὁ,article,e)n,ἐν,preposition,*libu/h|,Λιβύη,proper,duna/stai,δυνάστης,noun,me\n,μέν,particle,h)=san,εἰμί,verb,kata\,κατά,preposition,me/rh,μέρα,noun,polloi/,πολύς,adjective,*su/fac,Σύφαξ,proper,d',δέ,particle,u(pe\r,ὑπέρ,preposition,a(/pantas,ἅπας,adjective,kai\,timh\n,τιμή,noun,ei)=xe,ἔχω,verb,pro\s,πρός,preposition,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,e)pifanh=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ἐπιφανής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*massuli/wn,,,d',δέ,particle,au)=,αὖ,interjection,ge/nous,γένος,noun,a)lki/mou,ἄλκιμος,adjective,pai=s,πᾶς,adjective,h)=n,εἰμί,verb,tou=,ὁ,article,basile/ws,βασιλεύς,noun,*massana/sshs,Μασσανάσσης,proper,o(\s,ὅς,pronoun,e)te/qrapto,τρέφω,verb,me\n,μέν,particle,e)n,ἐν,preposition,*karxhdo/ni,Καρχηδών,proper,kai\,e)pepai/deuto,παιδεύω,verb,o)/nti,εἰμί,verb,d',δέ,particle,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,to\,sw=ma,σῶμα,adjective,kalw=|,καλός,noun,kai\,καί,conjunction,to\n,ὁ,article,tro/pon,a)ri/stw|,ἄριστος,adjective,*)asdrou/bas,Ἀσδρούβας,proper,o(,ὁ,article,*ge/skwnos,Γέσκων,proper,ou)deno\s,οὐδείς,pronoun,*karxhdoni/wn,Καρχηδόνιος,proper,deu/teros,δεύτερος,adjective,h)ggu/hse,ἐγγυάω,verb,th\n,ὁ,article,qugate/ra,θυγάτηρ,adjective,kai/per,καίπερ,particle,o)/nti,εἰμί,verb,*noma/di,νομάς,noun,καί,conjunction,ὁ,article,τρόπος,noun,*karxhdo/nios,Καρχηδόνιος,proper,w)/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,h)llu/hsen,,,e)ph/geto,ἐπάγω,verb,e)s,εἰς,preposition,*)ibhri/an,Ἰβηρίη,proper,strathgw=n,στρατηγός,noun,to\,ὁ,article,meira/kion,μειράκιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*su/fac,Σύφαξ,proper,de\,δέ,particle,knizo/,,,menos,,,u(p',ὑπό,preposition,e)/rwtos,ἔρως,noun,e)pi\,ἐπί,preposition,th=|,ὁ,article,paidi\,παῖς,adjective,ta\,ὁ,article,*karxhdoni/wn,Καρχηδόνιος,proper,e)lehla/tei,λεηλατέω,verb,kai\,καί,conjunction,*skipi/wni,,,diapleu/santi,διαπλέω,verb,pro\s,au)to\n,αὐτός,pronoun,e)c,ἐκ,preposition,*)ibhri/as,Ἰβηρίη,proper,sune/qeto,συντίθημι,verb,summaxh/sein,συμμαχέω,verb,e)pi\,*karxhdoni/ous,Καρχηδόνιος,proper,i)o/nti,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρός,preposition,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)sqo/menoi,αἰσθάνομαι,verb,d',δέ,particle,oi(,ὁ,article,*karxhdo/nioi,Καρχηδόνιος,proper,kai\,καί,conjunction,me/ga,μέγας,adverb,poiou/menoi,ποιέω,verb,e)s,εἰς,preposition,to\n,ὁ,article,pro\s,πρός,preposition,*(rwmai/ous,,,po/lemon,πόλεμος,noun,*su/faka,Σύφαξ,proper,proslabei=n,προσλαμβάνω,verb,e)ce/dosan,ἐκδίδωμι,verb,au)tw=|,th\n,ὁ,article,parqe/non,παρθένος,noun,a)gnoou/ntwn,ἀγνοέω,verb,kai\,καί,conjunction,o)/ntwn,εἰμί,verb,e)n,*)ibhri/a|,Ἰβηρίη,proper,*asdrou/bou,,,te,τε,particle,kai\,καί,conjunction,*massana/ssou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,ἐν,preposition,Μασσανάσσης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)f',ἐπί,preposition,oi(=s,ὅς,pronoun,o(,ὁ,article,*massana/sshs,Μασσανάσσης,proper,u(peralgw=n,ὑπεραλγέω,verb,suneti/qeto,συντίθημι,verb,kai\,καί,conjunction,o(/de,ὅδε,pronoun,e)n,ἐν,preposition,*)ibhri/a|,Ἰβηρίη,proper,tw=|,ὁ,article,*skipi/wni,,,lanqa/nwn,λανθάνω,verb,w(s,ὡς,conjunction,w)/|eto,οἴομαι,verb,*)asdrou/ban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἀσδρούβας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,ai)sqo/menos,αἰσθάνομαι,verb,bare/ws,βαρύς,adjective,me\n,μέν,particle,e)/feren,φέρω,verb,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,meiraki/ou,μειράκιον,noun,kai\,καί,conjunction,th=s,ὁ,article,qugatro/s,θυγάτηρ,adjective,u(brisme/noin,ὑβρίζω,verb,a)mfoi=n,ἄμφω,noun,h(gei=to,ἁγέομαι,verb,d',o(/mws,ὅμως,conjunction,th=|,ὁ,article,patri/di,πατρίς,adjective,sumfe/rein,συμφέρω,verb,e)kpodw\n,ἐκποδών,adverb,*massana/sshn,poih/sasqai,ποιέω,verb,kai\,καί,conjunction,e)panio/nti,ἐπάνειμι,verb,e)s,εἰς,preposition,*libu/hn,e)c,ἐκ,preposition,*)ibhri/as,Ἰβηρίη,proper,e)pi\,ἐπί,preposition,qana/tw|,θάνατος,adjective,tou=,ὁ,article,patro\s,πατήρ,noun,sune/pempe,συμπέμπω,verb,propompou\s,προπομπός,adjective,i(ppe/as,ἱππεύς,noun,oi(=s,ὅς,pronoun,ei)/rhto,ἐρῶ,verb,a)fanw=s,ἀφανής,adjective,e)pibouleu/ein,ἐπιβουλεύω,verb,δέ,particle,Μασσανάσσης,proper,Λιβύη,proper,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,ktei/nein,κτείνω,verb,o(/ph|,ὅπη,adverb,du/nainto,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,ai)sqo/menos,αἰσθάνομαι,verb,e)ce/fuge/,ἐκφεύγω,verb,te,τε,particle,kai\,καί,conjunction,th\n,ὁ,article,pa/trw/|an,,,a)rxh\n,ἀρχή,noun,e)kratu/neto,κρατύνω,verb,i(ppe/as,ἱππεύς,noun,a)qroi/zwn,ἀθροίζω,verb,oi(=s,ὅς,pronoun,h(me/ras,ἡμέρα,noun,te,τε,particle,kai\,nukto\s,νύξ,adjective,h)=n,εἰμί,verb,e)/rgon,ἔργον,noun,a)konti/ois,ἀκόντιον,noun,polloi=s,πολύς,adjective,xrwme/nous,e)pelau/nein,ἐπελαύνω,verb,a)ei\,ἀεί,adverb,kai\,καί,conjunction,a)naxwrei=n,ἀναχωρέω,verb,kai\,au)=qis,αὖθις,adverb,e)pelau/nein,ἐπελαύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,χράομαι,verb,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
