word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS
au)ta\r,ἀτάρ,particle,o(/,ὅς,pronoun,g',γε,particle,a)/llhn,ἄλλος,adjective,me\n,μέν,particle,nea/th|,νεάτη,noun,e)pitei/netai,ἐπιτείνω,verb,ou)rh=|,οὐρά,noun,a)/llhn,ἄλλος,adjective,de/,δέ,particle,spei/rh|,σπείρω,verb,perite/mnetai,περιτέμνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,me/n,μέν,particle,oi(,ὁ,article,a)/krh,ἄκρις,noun,ou)rh\,οὐρά,noun,pa\r,παρά,preposition,kefalh\n,κεφαλή,noun,*(eli/khs,Ἑλίκη,proper,a)popau/etai,ἀποπαύω,verb,*)/arktou,Ἄρκτος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spei/rh|,σπείρω,verb,d',δέ,particle,e)n,ἐν,preposition,*kuno/soura,Κυνοσούρα,proper,ka/rh,κάρα,noun,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de/,δέ,particle,kat',κατά,preposition,au)th\n,αὐτός,pronoun,ei)lei=tai,εἴλω,verb,kefalh\n,κεφαλή,noun,kai/,καί,conjunction,oi(,ὁ,article,podo\s,πούς,noun,e)/rxetai,ἔρχομαι,verb,a)/xris,ἄχρι,adverb,e)k,ἐκ,preposition,d',δέ,particle,au)=tis,αὖθις,adverb,pali/norsos,παλίνορσος,adjective,a)natre/xei,ἀνατρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,me/n,μέν,particle,e)kei/nh|,ἐκεῖνος,pronoun,oi)o/qen,οἰόθεν,adverb,ou)d',οὐδέ,particle,oi)=os,οἶος,adjective,kefalh=|,κεφαλή,noun,e)pila/mpetai,ἐπιλάμπω,verb,a)sth/r,ἀστήρ,noun,a)lla\,ἀλλά,adverb,du/o,δύο,adjective,krota/fois,κρόταφος,noun,du/o,δύο,adjective,d',δέ,particle,o)/mmasin,ὄμμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei(=s,εἷς,adjective,d',δέ,particle,u(pe/nerqen,ὑπένερθε,adverb,e)sxatih\n,ἐσχατιά,noun,e)pe/xei,ἐπιχέω,verb,ge/nuos,γένυς,noun,deinoi=o,δεινός,adjective,de/,δέ,particle,pa/mpan,πάμπαν,adverb,e)/oiken,ἔοικα,verb,loco\n,λοξός,adjective,d',δέ,particle,e)sti\,εἰμί,verb,ka/rh,κάρα,noun,neu/onti,νεύω,verb,de\,δέ,particle,pa/mpan,πάμπαν,adverb,e)/oiken,ἔοικα,verb,a)/krhn,ἄκρος,adjective,ei)s,εἰς,preposition,*(eli/khs,Ἑλίκη,proper,ou)rh/n,οὐρά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/la,μάλα,adverb,d',δέ,particle,e)sti\,εἰμί,verb,kat',κατά,preposition,i)qu/,εὐθύς,adjective,kai\,καί,conjunction,sto/ma,στόμα,noun,kai\,καί,conjunction,krota/foio,κρόταφος,noun,ta\,ὁ,article,decia\,δεξιός,adjective,neia/tw|,νέατος,adjective,ou)rh=|,οὐρά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei/nh,ἐκεῖνος,pronoun,pou,πού,adverb,kefalh\,κεφαλή,noun,th=|,ὁ,article,ni/ssetai,νίσσομαι,verb,h(=xi/,ἧχι,adverb,per,πέρ,particle,a)/krai,ἄκρος,adjective,mi/sgontai,μίγνυμι,verb,du/sie/s,δύσις,adjective,te,τε,particle,kai\,καί,conjunction,a)ntolai\,ἀνατολή,adjective,a)llh/lh|sin,ἀλλήλων,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*th=|d',ὅδε,pronoun,au)tou=,αὐτός,pronoun,moge/onti,μογέω,verb,kuli/ndetai,κυλίνδω,verb,a)ndri\,ἀνδρίς,noun,e)oiko\s,ἔοικα,verb,ei)/dwlon,εἴδωλον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me/n,μέν,particle,ou)/tis,οὔτις,pronoun,e)pi/statai,ἐφίστημι,verb,a)mfado\n,ἀμφαδόν,adverb,ei)pei=n,εἶπον,verb,ou)d',οὐδέ,particle,o(/tini,,,kre/matai,κρεμάννυμι,verb,kei=nos,ἐκεῖνος,pronoun,po/nw|,πόνος,noun,a)lla/,ἀλλά,adverb,min,μιν,pronoun,au(/tws,αὔτως,adverb,kale/ousi,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,d',δέ,particle,au)=t',αὖτε,adverb,e)n,ἐν,preposition,gou/nasi,γόνυ,noun,ka/mnon,κάμνω,verb,o)kla/zonti,ὀκλάζω,verb,e)/oiken,ἔοικα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)p',ἀπό,preposition,a)mfote/rwn,ἀμφότερος,adjective,de/,δέ,particle,oi(,ὁ,article,w)/mwn,ὦμος,noun,xei=res,χείρ,noun,a)ei/rontai,ἀείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/nutai/,τάνυμαι,verb,ge,γε,particle,me/n,μέν,particle,a)/lludis,ἄλλυδις,adverb,a)/llh,ἄλλος,adjective,o(/sson,ὅσος,adjective,e)s,εἰς,preposition,o)rguih/n,ὄργυια,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/ssw|,μέσος,adjective,d',δέ,particle,e)fu/perqe,ἐφύπερθε,adverb,karh/nw|,κάρηνον,noun,deciterou=,δεξιτερός,adjective,podo\s,πούς,noun,a)/kron,ἄκρος,adjective,e)/xei,ἔχω,verb,skolioi=o,σκολιός,adjective,*dra/kontos,Δράκων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)tou=,αὐτός,pronoun,ka)kei=nos,ἐκεῖνος,pronoun,to\n,ὁ,article,a)gano\s,ἀγανός,adjective,e)/qhken,τίθημι,verb,sh=m',σῆμα,adjective,e)/menai,εἰμί,verb,*dio/nusos,Διόνυσος,proper,a)poixome/nhs,ἀποίχομαι,verb,*)aria/dnhs,Ἀριάδνη,proper,nw/tw|,νῶτον,noun,u(postre/fetai,ὑποστρέφω,verb,kekmho/tos,κάμνω,verb,*ei)dw/loio,εἴδωλον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw/tw|,νῶτον,noun,me\n,μέν,particle,*ste/fanos,Στέφανος,proper,pela/ei,πελάω,verb,kefalh=|,κεφαλή,noun,ge,γε,particle,me\n,μέν,particle,a)/krh|,ἄκρος,adjective,ske/pteo,σκέπτομαι,verb,pa\r,παρά,preposition,kefalh\n,κεφαλή,noun,*)ofiou/xeon,ὀφιούχεος,adjective,e)k,ἐκ,preposition,d',δέ,particle,a)/r',ἄρα,particle,e)kei/nhs,ἐκεῖνος,pronoun,au)to\n,αὐτός,pronoun,e)pifra/ssaio,ἐπιφράζω,verb,faeino/menon,φαίνω,verb,toi=oi/,τοῖος,adjective,oi(,ὁ,article,kefalh=|,κεφαλή,noun,u(pokei/menoi,ὑπόκειμαι,verb,a)glaoi\,ἀγλαός,adjective,w)=moi,ὦμος,noun,ei)/dontai,εἴδομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei=noi/,ἐκεῖνος,pronoun,ge,γε,particle,kai\,καί,conjunction,a)\n,ἄν,particle,dixo/mhni,διχόμηνις,noun,selh/nh|,σελήνη,noun,ei)swpoi\,εἰσωπός,adjective,tele/qoien,τελέθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,xe/res,χείρ,noun,ou),οὐ,adverb,ma/la,μάλα,adverb,i)=sai,ἴσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lepth\,λεπτός,adjective,ga\r,γάρ,particle,kai\,καί,conjunction,th=|,ὁ,article,kai\,καί,conjunction,th=|,ὁ,article,e)pide/dromen,ἐπιτρέχω,verb,ai)/glh,αἴγλη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)/mphs,ἔμπας,adverb,ka)kei=nai,ἐκεῖνος,pronoun,e)po/yiai,ἐποψία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)lafrai/,ἐλαφρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfo/terai,ἀμφότερος,adjective,d',δέ,particle,*)/ofios,Ὄφις,proper,peponh/atai,πονέομαι,verb,o(/s,ὅς,pronoun,r(a/,ἄρα,particle,te,τε,particle,me/sson,μέσος,adjective,dineu/ei,δινεύω,verb,*)ofiou=xon,ὀφιοῦχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,e)mmene/s,ἐμμενής,adjective,eu)=,εὖ,adverb,e)parhrw\s,ἐπαραρίσκω,verb,possi\n,πούς,noun,e)piqli/bei,ἐπιθλίβω,verb,me/ga,μέγας,adverb,qhri/on,θηρίον,noun,a)mfote/roisin,ἀμφότερος,adjective,o)fqalmw=|,ὀφθαλμός,noun,te,τε,particle,kai\,καί,conjunction,e)n,ἐν,preposition,qw/rhki,θώραξ,noun,bebhkw\s,βαίνω,verb,o)rqo/s,ὀρθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta/r,ἀτάρ,particle,oi(,ἕ,pronoun,ge,γε,particle,du/w,δύο,adjective,stre/fetai,στρέφω,verb,meta\,μετά,preposition,xersi/n,χείρ,noun,deciterh=|,δεξιτερός,adjective,o)li/gos,ὀλίγος,adjective,skaih=|,σκαιός,adjective,ge,γε,particle,me\n,μέν,particle,u(yo/qi,ὑψόθι,adverb,pollo/s,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dh/,δή,particle,oi(,ὁ,article,*stefa/nw|,Στέφανος,proper,parake/klitai,παρακλίνω,verb,a)/kra,ἄκρον,noun,ge/neia,γένειον,noun,neio/qi,νειόθι,adverb,de\,δέ,particle,spei/rhs,σπεῖρα,noun,mega/las,μέγας,adverb,e)pimai/eo,ἐπιμαίομαι,verb,a)ll',ἀλλά,adverb,ai(,ὁ,article,me/n,μέν,particle,fae/wn,φάος,adjective,e)pideue/es,ἐπιδευής,adjective,ou)de\n,οὐδείς,pronoun,a)gauai/,ἀγαυός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)co/piqen,ἐξόπιθεν,adverb,d',δέ,particle,*(eli/khs,Ἑλίκη,proper,fe/retai,φέρω,verb,e)la/onti,ἐλαύνω,verb,e)oikw\s,ἔοικα,verb,to/n,ὁ,article,r(',ἄρα,particle,a)/ndres,ἀνήρ,noun,e)piklei/ousi,ἐπικλείω,verb,ou(/nex',οὕνεκα,conjunction,a(macai/hs,ἁμαξαῖος,adjective,e)pafw/menos,ἐπαφάω,verb,ei)/detai,εἴδομαι,verb,*)/arktou,Ἄρκτος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ma/la,μάλα,adverb,pa=s,πᾶς,adjective,a)ri/dhlos,ἀρίδηλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(po\,ὑπό,preposition,zw/nh|,ζώνη,noun,de/,δέ,particle,oi(,ὁ,article,au)to\s,αὐτός,pronoun,e)c,ἐκ,preposition,a)/llwn,ἄλλος,adjective,e(li/ssetai,ἑλίσσω,verb,a)mfado\n,ἀμφαδόν,adverb,a)sth/r,ἀστήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfote/roisi,ἀμφότερος,adjective,de\,δέ,particle,possi\n,πούς,noun,u(/po,ὑπό,preposition,ske/ptoio,σκέπτομαι,verb,*bow/tew,Βοώτης,proper,h(/,ὅς,pronoun,r(',ἄρα,particle,e)n,ἐν,preposition,xersi\,χείρ,noun,fe/rei,φέρω,verb,*sta/xun,στάχυς,adjective,ai)glh/enta,αἰγλήεις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/t',εἴτε,adverb,ou)=n,οὖν,particle,*)astrai/ou,Ἀστραῖος,proper,kei/nh,ἐκεῖνος,pronoun,ge/nos,γένος,noun,o(/n,ὅς,pronoun,r(a/,ἄρα,particle,te/,τε,particle,fasin,φημί,verb,a)/strwn,ἄστρον,noun,a)rxai=on,ἀρχαῖος,adjective,pate/r',πατήρ,noun,e)/mmenai,εἰμί,verb,ei)/te,εἴτε,adverb,teu,σύ,pronoun,a)/llou,ἄλλος,adjective,eu)/khlos,εὔκηλος,adjective,fore/oito,φορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
