word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS
'ou(=tos,οὗτος,pronoun,de\,δέ,particle,h)=n,εἰμί,verb,me/gas,μέγας,adverb,me\n,μέν,particle,ou)/,οὐ,adverb,kalo\s,καλός,noun,de/',δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,ga\r,γάρ,particle,mikro/thti,μικρότης,noun,kai\,καί,conjunction,a)pokoph=|,ἀποκόπτω,verb,tou=,ὁ,article,r(uqmou=,ῥυθμός,noun,sunanefa/nh,ἀναφανάω,verb,kai\,καί,conjunction,h(,ὁ,article,mikro/ths,μικρότης,noun,tou=,ὁ,article,potamou=,ποταμός,noun,kai\,καί,conjunction,xa/ris,χάρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,ou(/tws,οὕτως,adverb,e)ktei/nas,ἐκτείνω,verb,au)to\,αὐτός,pronoun,ei)=pen,εἶπον,verb,'ou(=tos,οὗτος,pronoun,de\,δέ,particle,mege/qei,μέγεθος,adjective,me\n,μέν,particle,h)=n,εἰμί,verb,e)la/ttwn,ἐλάσσων,adjective,tw=n,ὁ,article,pollw=n,πολύς,adjective,ka/llei,κάλλος,noun,de\,δέ,particle,u(pereba/lleto,ὑπερβάλλω,verb,pa/ntas',πᾶς,adjective,tou=,ὁ,article,pre/pontos,πρέπων,noun,a)petu/gxanen,ἀποτυγχάνω,verb,a)/n,ἄν,particle,kai\,καί,conjunction,e)gi/gneto,γίγνομαι,verb,o(,ὁ,article,lego/menos,λέγω,verb,yuxro/s,ψυχρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,peri\,περί,preposition,yuxro/thtos,ψυχρότης,noun,me\n,μέν,particle,u(/steron,ὕστερος,adjective,lekte/on,λεκτέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tw=n,ὁ,article,de\,δέ,particle,mikrw=n,μικρός,adjective,kw/lwn,κῶλον,noun,ka)n,ἐν,preposition,deino/thti,δεινότης,noun,xrh=si/s,χρῆσις,noun,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deino/teron,δεινός,adjective,ga\r,γάρ,particle,to\,ὁ,article,e)n,ἐν,preposition,o)li/gw|,ὀλίγος,adjective,polu\,πολύς,adjective,e)mfaino/menon,ἐμφαίνω,verb,kai\,καί,conjunction,sfodro/teron,σφοδρός,adjective,dio\,διό,conjunction,kai\,καί,conjunction,oi(,ὁ,article,*la/kwnes,Λάκων,proper,braxulo/goi,βραχυλόγος,adjective,u(po\,ὑπό,preposition,deino/thtos,δεινότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,me\n,μέν,particle,e)pita/ssein,ἐπιτάσσω,verb,su/ntomon,σύντομος,adjective,kai\,καί,conjunction,braxu/,βραχύς,adjective,kai\,καί,conjunction,pa=s,πᾶς,adjective,despo/ths,δεσπότης,adjective,dou/lw|,δοῦλος,noun,monosu/llabos,μονοσύλλαβος,adjective,to\,ὁ,article,de\,δέ,particle,i(keteu/ein,ἱκετεύω,verb,makro\n,μακρός,adjective,kai\,καί,conjunction,to\,ὁ,article,o)du/resqai,ὀδύρομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,*litai\,λιτή,noun,kaq',κατά,preposition,*(/omhron,Ὅμηρος,proper,kai\,καί,conjunction,xwlai\,χωλός,adjective,kai\,καί,conjunction,r(usai\,ῥυσός,adjective,u(po\,ὑπό,preposition,braduth=tos,βραδυτής,noun,toute/stin,,,u(po\,ὑπό,preposition,makrologi/as,μακρολογία,noun,kai\,καί,conjunction,oi(,ὁ,article,ge/rontes,γέρων,noun,makrolo/goi,μακρολόγος,adjective,dia\,διά,preposition,th\n,ὁ,article,a)sqe/neian,ἀσθένεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*para/deigma,παράδειγμα,noun,de\,δέ,particle,braxei/as,βραχύς,adjective,sunqe/sews,σύνθεσις,noun,to\,ὁ,article,'*lakedai/mo/nioi,,,*fili/ppw|,Φίλιππος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dionu/sios,Διονύσιος,proper,e)n,ἐν,preposition,*kori/nqw|',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polu\,πολύς,adjective,ga\r,γάρ,particle,deino/teron,δεινός,adjective,fai/netai,φαίνω,verb,r(hqe\n,ἐρῶ,verb,ou(/tw,οὕτως,adverb,braxe/ws,βραχύς,adjective,h)\,ἠέ,conjunction,ei)/per,εἴπερ,conjunction,au)to\,αὐτός,pronoun,makrw=s,μακρός,adjective,e)ktei/nantes,ἐκτείνω,verb,ei)=pon,εἶπον,verb,o(/ti,ὅστις,pronoun,o(,ὁ,article,*dionu/sio/s,Διονύσιος,proper,pote,ποτέ,particle,me/gas,μέγας,adverb,w)\n,εἰμί,verb,tu/rannos,τύραννος,noun,w(/sper,ὥσπερ,adverb,su\,σύ,pronoun,o(/mws,ὅμως,conjunction,nu=n,νῦν,adverb,i)diwteu/wn,ἰδιωτεύω,verb,oi)kei=,οἰκέω,verb,*ko/rinqon,Κόρινθος,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)/ti,ἔτι,adverb,dia\,διά,preposition,pollw=n,πολύς,adjective,r(hqe\n,ἐρῶ,verb,e)piplh/cei,ἐπίπληξις,noun,e)w/|kei,ἔοικα,verb,a)lla\,ἀλλά,adverb,dihgh/mati,διήγημα,noun,kai\,καί,conjunction,ma=llo/n,μᾶλλον,adverb,tini,τις,pronoun,dida/skonti,διδάσκω,verb,ou)k,οὐ,adverb,e)kfobou=nti,ἐκφοβέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,e)kteino/menon,ἐκτείνω,verb,e)klu/etai,ἐκλύω,verb,tou=,ὁ,article,lo/gou,λόγος,noun,to\,ὁ,article,qumiko\n,θυμικός,adjective,kai\,καί,conjunction,sfodro/n,σφοδρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,ta\,ὁ,article,qhri/a,θηρίον,noun,sustre/yanta,συστρέφω,verb,e(auta\,ἑαυτοῦ,pronoun,ma/xetai,μάχομαι,verb,toiau/th,τοιοῦτος,adjective,tis,τις,pronoun,a)\n,ἄν,particle,ei)/h,ἀίω,verb,sustrofh\,συστροφή,noun,kai\,καί,conjunction,lo/gou,λόγος,noun,kaqa/per,καθά,adverb,e)speirame/nou,σπειράομαι,verb,pro\s,πρός,preposition,deino/thta,δεινότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(h,ὁ,article,de\,δέ,particle,toiau/th,τοιοῦτος,adjective,braxu/ths,βραχύτης,adjective,kata\,κατά,preposition,th\n,ὁ,article,su/nqesin,σύνθεσις,noun,ko/mma,κόμμα,noun,o)noma/zetai,ὀνομάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ri/zontai,ὁρίζω,verb,d',δέ,particle,au)to\,αὐτός,pronoun,w(=de,ὧδε,adverb,ko/mma,κόμμα,noun,e)sti\n,εἰμί,verb,to\,ὁ,article,kw/lou,κῶλον,noun,e)/latton,ἐλάσσων,adjective,oi(=on,οἷος,adjective,to\,ὁ,article,proeirhme/non,προερέω,verb,to/,ὁ,article,te,τε,particle,'*dionu/sios,,,e)n,ἐν,preposition,*kori/nqw|',,,kai\,καί,conjunction,to\,ὁ,article,'gnw=qi,γιγνώσκω,verb,seauto/n',σαυτοῦ,pronoun,kai\,καί,conjunction,to\,ὁ,article,'e(/pou,ἕπομαι,verb,qew=|',θεάω,verb,ta\,ὁ,article,tw=n,ὁ,article,sofw=n,σοφός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,ga\r,γάρ,particle,kai\,καί,conjunction,a)pofqegmatiko\n,ἀποφθεγματικός,adjective,h(,ὁ,article,braxu/ths,βραχύτης,adjective,kai\,καί,conjunction,gnwmologiko/n,γνωμολογικός,adjective,kai\,καί,conjunction,sofw/teron,σοφός,adjective,to\,ὁ,article,e)n,ἐν,preposition,o)li/gw|,ὀλίγος,adjective,pollh\n,πολύς,adjective,dia/noian,διάνοια,noun,h)qroi=sqai,ἀθροίζω,verb,kaqa/per,καθά,adverb,e)n,ἐν,preposition,toi=s,ὁ,article,spe/rmasin,σπέρμα,noun,de/ndrwn,δένδρον,adjective,o(/lwn,ὅλος,adjective,duna/meis,δύναμις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,e)ktei/noito/,ἐκτείνω,verb,tis,τις,pronoun,th\n,ὁ,article,gnw/mhn,γνώμη,noun,e)n,ἐν,preposition,makroi=s,μακρός,adjective,didaskali/a,διδασκαλία,noun,gi/netai/,γίγνομαι,verb,tis,τις,pronoun,kai\,καί,conjunction,r(htorei/a,ῥητορεία,noun,a)nti\,ἀντί,preposition,gnw/mhs,γνώμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tw=n,ὁ,article,me/ntoi,μέντοι,particle,kw/lwn,κῶλον,noun,kai\,καί,conjunction,komma/twn,κόμμα,noun,toiou/twn,τοιοῦτος,adjective,suntiqeme/nwn,συντίθημι,verb,pro\s,πρός,preposition,a)/llhla,ἀλλήλων,pronoun,suni/stantai,συνίστημι,verb,ai(,ὁ,article,peri/odoi,περίοδος,noun,o)nomazo/menai,ὀνομάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stin,εἰμί,verb,ga\r,γάρ,particle,h(,ὁ,article,peri/odos,περίοδος,noun,su/sthma,σύστημα,noun,e)k,ἐκ,preposition,kw/lwn,κῶλον,noun,h)\,ἠέ,conjunction,komma/twn,κόμμα,noun,eu)katastro/fws,εὐκατάστροφος,adjective,ei)s,εἰς,preposition,th\n,ὁ,article,dia/noian,διάνοια,noun,th\n,ὁ,article,u(pokeime/nhn,ὑπόκειμαι,verb,a)phrtisme/non,ἀπαρτίζω,verb,oi(=on,οἷος,adjective,'ma/lista,μάλιστα,adverb,me\n,μέν,particle,ei(/neka,ἕνεκα,preposition,tou=,ὁ,article,nomi/zein,νομίζω,verb,sumfe/rein,συμφέρω,verb,th=|,ὁ,article,po/lei,πόλις,adjective,lelu/sqai,λύω,verb,to\n,ὁ,article,no/mon,νόμος,noun,ei)=ta,εἶτα,adverb,kai\,καί,conjunction,tou=,ὁ,article,paido\s,παῖς,adjective,ei(/neka,ἕνεκα,preposition,tou=,ὁ,article,*xabri/ou,Χαβρίης,proper,w(molo/ghsa,ὁμολογέω,verb,tou/tois,οὗτος,pronoun,w(s,ὡς,conjunction,a)\n,ἄν,particle,oi(=o/s,οἷος,adjective,te,τε,particle,w)=,ὦ,interjection,sunerei=n',συνεράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(/th,οὗτος,pronoun,ga\r,γάρ,particle,h(,ὁ,article,peri/odos,περίοδος,noun,e)k,ἐκ,preposition,triw=n,τρεῖς,noun,kw/lwn,κῶλον,noun,ou)=sa,εἰμί,verb,kamph/n,καμπή,noun,te/,τε,particle,tina,τις,pronoun,kai\,καί,conjunction,sustrofh\n,συστροφή,noun,e)/xei,ἔχω,verb,kata\,κατά,preposition,to\,ὁ,article,te/los,τέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aristote/lhs,Ἀριστοτέλης,proper,de\,δέ,particle,o(ri/zetai,ὁρίζω,verb,th\n,ὁ,article,peri/odon,περίοδος,noun,ou(/tws,οὕτως,adverb,'peri/odo/s,περίοδος,noun,e)sti,εἰμί,verb,le/cis,λέξις,noun,a)rxh\n,ἀρχή,noun,e)/xousa,ἔχω,verb,kai\,καί,conjunction,teleuth/n',τελευτή,noun,ma/la,μάλα,adverb,kalw=s,καλός,noun,kai\,καί,conjunction,prepo/ntws,πρεπόντως,adverb,o(risa/menos,ὁρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)qu\s,εὐθύς,adverb,ga\r,γάρ,particle,o(,ὁ,article,th\n,ὁ,article,peri/odon,περίοδος,noun,le/gwn,λέγω,verb,e)mfai/nei,ἐμφαίνω,verb,o(/ti,ὅστις,pronoun,h)=rktai/,ἄρχω,verb,poqen,ποθεν,particle,kai\,καί,conjunction,a)poteleuth/sei,ἀποτελευτάω,verb,poi,ποι,adverb,kai\,καί,conjunction,e)pei/getai,ἐπείγω,verb,ei)/s,εἰς,preposition,ti,τις,pronoun,te/los,τέλος,noun,w(/sper,ὥσπερ,adverb,oi(,ὁ,article,dromei=s,δρομεύς,noun,a)feqe/ntes,ἀφίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,e)kei/nwn,ἐκεῖνος,pronoun,sunemfai/netai,σύνεμφαίνω,verb,th=|,ὁ,article,a)rxh=|,ἀρχή,noun,tou=,ὁ,article,dro/mou,δρόμος,noun,to\,ὁ,article,te/los,τέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqen,ἔνθεν,adverb,kai\,καί,conjunction,peri/odos,περίοδος,noun,w)noma/sqh,ὀνομάζω,verb,a)peikasqei=sa,ἀπεικάζω,verb,tai=s,ὁ,article,o(doi=s,ὁδός,adjective,tai=s,ὁ,article,kukloeide/si,,,kai\,καί,conjunction,periwdeume/nais,περιοδεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaqo/lou,καθόλου,adverb,ou)de\n,οὐδείς,pronoun,h(,ὁ,article,peri/odo/s,περίοδος,noun,e)sti,εἰμί,verb,plh\n,πλήν,preposition,poia\,ποιός,adjective,su/nqesis,σύνθεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,gou=n,γοῦν,particle,luqei/h,λύω,verb,au)th=s,αὐτός,pronoun,to\,ὁ,article,periwdeume/non,περιοδεύω,verb,kai\,καί,conjunction,metasunteqei/h,μετασυντίθημι,verb,ta\,ὁ,article,me\n,μέν,particle,pra/gmata,πρᾶγμα,noun,me/nei,μένω,verb,ta\,ὁ,article,au)ta/,αὐτός,pronoun,peri/odos,περίοδος,noun,de\,δέ,particle,ou)k,οὐ,adverb,e)/stai,εἰμί,verb,oi(=on,οἷος,adjective,ei),εἰ,conjunction,th\n,ὁ,article,proeirhme/nhn,προερέω,verb,tis,τις,pronoun,tou=,ὁ,article,*dhmosqe/nous,Δημοσθένης,proper,peri/odon,περίοδος,noun,a)nastre/yas,ἀναστρέφω,verb,ei)/poi,εἶπον,verb,w(=de/,ὧδε,adverb,pws,πως,particle,'sunerw=,συνεράω,verb,tou/tois,οὗτος,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fi/los,φίλος,adjective,ga/r,γάρ,particle,moi/,ἐγώ,pronoun,e)stin,εἰμί,verb,o(,ὁ,article,ui(o\s,υἱός,noun,*xabri/ou,Χαβρίης,proper,polu\,πολύς,adjective,de\,δέ,particle,ma=llon,μᾶλλον,adverb,tou/tou,οὗτος,pronoun,h(,ὁ,article,po/lis,πόλις,adjective,h(=|,ὅς,pronoun,suneipei=n,συνεῖπον,verb,me,ἐγώ,pronoun,di/kaio/n,δίκαιος,adjective,e)stin',εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)/ti,ἔτι,adverb,ou)damou=,οὐδαμός,adverb,h(,ὁ,article,peri/odos,περίοδος,noun,eu(ri/sketai,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ge/nesis,γένεσις,noun,d',δέ,particle,au)th=s,αὐτός,pronoun,h(/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,e(rmhnei/as,ἑρμηνεία,noun,h(,ὁ,article,me\n,μέν,particle,o)noma/zetai,ὀνομάζω,verb,katestramme/nh,καταστρέφω,verb,oi(=on,οἷος,adjective,h(,ὁ,article,kata\,κατά,preposition,perio/dous,περίοδος,noun,e)/xousa,ἔχω,verb,w(s,ὡς,conjunction,h(,ὁ,article,tw=n,ὁ,article,*)isokratei/wn,Ἰσοκράτειος,proper,r(htoreiw=n,ῥητορεία,noun,kai\,καί,conjunction,*gorgi/ou,Γοργίης,proper,kai\,καί,conjunction,*)alkida/mantos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
