word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/2/lemma/@_entry,word/2/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/40/lemma/@_entry,word/40/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS
h)=,ἦ,adverb,pou/,πού,adverb,nin,e)/xqran,ἔχθρα,noun,th\n,ὁ,article,pri\n,πρίν,adverb,e)kbalou=sa,ἐκβάλλω,verb,nu=n,νῦν,adverb,e)s,εἰς,preposition,oi)=kton,οἶκτος,noun,h)=lqes,ἔρχομαι,verb,puri\,πῦρ,noun,kath|qalwme/nhs,,,,,,νιν,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei=se,ἐκεῖσε,adverb,prw=t',πρότερος,adjective,a)/nelqe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀνέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koinw/sh|,κοίνωσις,noun,lo/gous,λόγος,noun,kai\,sunqelh/seis,συνεθέλω,verb,a(\n,ὅς,pronoun,e)gw\,ἐγώ,pronoun,pra=cai,πράσσω,verb,qe/lw,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,dh\,δή,particle,kai\,to\,ὁ,article,so\n,σός,adjective,qe/lw,ἐθέλω,verb,maqei=n,μανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,*)axaiw=n,Ἀχαία,proper,h)=lqes,ou(/nek',οὕνεκα,conjunction,h)\,ἠέ,conjunction,*frugw=n,Φρύξ,proper,,,,,,,,,,,,,,,,,,,,,,,,,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,me\n,μέν,particle,pri\n,e)xqrou\s,ἐχθρός,adjective,*trw=as,Τρώς,proper,eu)fra=nai,εὐφραίνω,verb,qe/lw,ἐθέλω,verb,stratw=|,στρατός,noun,d',δέ,particle,*)axaiw=n,Ἀχαία,proper,no/ston,νόστος,noun,e)mbalei=n,ἐμβάλλω,verb,pikro/n,πικρός,adjective,,,,πρίν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,w(=de,phda=|s,πηδάω,verb,a)/llot',ἄλλοτε,adverb,ei)s,εἰς,preposition,a)/llous,ἄλλος,adjective,tro/pous,τρόπος,noun,misei=s,μισέω,verb,te,τε,particle,li/an,λίαν,adverb,kai\,καί,conjunction,filei=s,φιλέω,verb,o(\n,ὅς,pronoun,ὧδε,adverb,a)\n,tu/xh|s,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,oi)=sq',οἶδα,verb,u(brisqei=sa/n,me,ἐγώ,pronoun,kai\,καί,conjunction,naou\s,ναός,noun,e)mou/s,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,ὑβρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=d',οἶδα,verb,h(ni/k',ἡνίκα,adverb,*ai)/as,ei(=lke,ἕλκω,verb,*kasa/ndran,Κασάνδρη,proper,bi/a|,βία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,Αἴας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kou)de/n,οὐδείς,pronoun,g',γε,particle,*)axaiw=n,e)/paqen,πάσχω,verb,ou)d',οὐδέ,particle,h)/kous',ἀκούω,verb,u(/po,ὑπό,preposition,,,,,,,,,,,,,,,,,,,,,,Ἀχαία,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,e)/persa/n,g',γε,particle,*)/ilion,Ἴλιον,proper,tw=|,ὁ,article,sw=|,σός,adjective,sqe/nei,σθένος,noun,,,,,,,,,,,,,,,,,,,πέρθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiga/r,τοιγάρ,particle,sfe,σφεῖς,pronoun,su\n,soi\,σύ,pronoun,bou/lomai,βούλομαι,verb,dra=sai,δράω,verb,kakw=s,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,σύν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/toim',ἑτοῖμος,adjective,a(\,ὅς,pronoun,bou/lh|,ta)p',ἀπό,preposition,e)mou=,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dra/seis,δράω,verb,de\,δέ,particle,ti/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
du/snoston,δύσνοστος,adjective,au)toi=s,αὐτός,pronoun,no/ston,e)mbalei=n,ἐμβάλλω,verb,qe/lw,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,νόστος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,gh=|,γῆ,noun,meno/ntwn,h)\,ἠέ,conjunction,kaq',κατά,preposition,a(lmura\n,ἁλμυρός,adjective,a(/la,ἅλς,adjective,,,,,,,,,,,,,,,,,,,,,,μένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,pro\s,πρός,preposition,oi)/kous,naustolw=s',ναυστολέω,verb,a)p',ἀπό,preposition,*)ili/ou,Ἴλιον,proper,,,,,,,,,,,,,,,,,,,,,,,,,οἶκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*zeu\s,Ζεύς,proper,me\n,o)/mbron,ὄμβρος,noun,kai\,καί,conjunction,xa/lazan,χάλαζα,adjective,a)/speton,ἄσπετος,adjective,pe/myei,πέμπω,verb,dnofw/dh,δνοφώδης,adjective,t',τε,particle,ai)qe/ros,αἰθήρ,noun,fush/mata,φύσημα,noun,,,,,,,μέν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,de\,δέ,particle,dw/sein,fhsi\,φημί,verb,pu=r,πῦρ,noun,kerau/nion,κεραύνιον,noun,ba/llein,βάλλω,verb,*)axaiou\s,Ἀχαιός,proper,nau=s,ναῦς,noun,te,τε,particle,pimpra/nai,πίμπρημι,verb,puri/,πῦρ,noun,,,,,,,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,au)=,to\,ὁ,article,so/n,σός,adjective,para/sxes,παρέχω,verb,*ai)/gaion,,,po/ron,πόρος,noun,trikumi/ais,τρικυμία,noun,bre/monta,βρέμω,verb,kai\,καί,conjunction,di/nais,δίνη,noun,a(lo/s,ἅλς,adjective,plh=son,πίμπλημι,verb,αὖ,interjection,de\,nekrw=n,νεκρός,noun,koi=lon,κόιλος,adjective,*eu)boi/as,Εὔβοια,proper,muxo/n,μυχός,noun,w(s,ὡς,conjunction,a)\n,ἄν,particle,to\,ὁ,article,loipo\n,λοιπός,adjective,ta)/m',ἁμός,adjective,a)na/ktor',ἄναξ,noun,δέ,particle,eu)sebei=n,εὐσεβέω,verb,ei)dw=s',οἶδα,verb,*)axaioi/,Ἀχαιός,proper,qeou/s,θεός,noun,te,τε,particle,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,se/bein,σέβω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stai,εἰμί,verb,ta/d',ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,xa/ris,χάρις,noun,ga\r,ou),οὐ,adverb,makrw=n,μακρός,adjective,lo/gwn,λόγος,noun,dei=tai,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tara/cw,ταράσσω,verb,pe/lagos,πέλαγος,noun,*ai)gai/as,a(lo/s,ἅλς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Αἰγαῖος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ktai\,ἀκτή,noun,de\,δέ,particle,*muko/nou,*dh/lioi/,Δήλιος,proper,te,τε,particle,xoira/des,χοιράς,noun,*sku=ro/s,Σκῦρος,adverb,te,τε,particle,*lh=mno/s,Λῆμνος,proper,q',τε,particle,ai(,ὁ,article,*kafh/reioi/,,,t',τε,particle,a)/krai,ἄκρος,adjective,Μύκονος,proper,pollw=n,qano/ntwn,θνήσκω,verb,sw/maq',σῶμα,adjective,e(/cousin,ἔχω,verb,nekrw=n,νεκρός,noun,,,,,,,,,,,,,,,,,,,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e(/rp',ἕρπω,verb,*)/olumpon,kai\,καί,conjunction,kerauni/ous,κεραύνιος,adjective,bola\s,βολή,noun,labou=sa,λαμβάνω,verb,patro\s,πατήρ,noun,e)k,ἐκ,preposition,xerw=n,χείρ,noun,karado/kei,καραδοκέω,verb,o(/tan,ὅταν,conjunction,stra/teum',στράτευμα,adjective,*)argei=on,Ἀργεῖος,proper,Ὄλυμπος,proper,e)cih=|,ka/lws,κάλως,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐξιάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mw=ros,μωρός,adjective,de\,δέ,particle,qnhtw=n,o(/stis,ὅστις,pronoun,e)kporqei=,ἐκπορθέω,verb,po/leis,πόλις,adjective,naou/s,ναός,noun,te,τε,particle,tu/mbous,τύμβος,noun,q',τε,particle,i(era\,ἱερός,adjective,tw=n,ὁ,article,kekmhko/twn,κάμνω,verb,e)rhmi/a|,ἐρημία,noun,θνητός,adjective,dou\s,au)to\s,αὐτός,pronoun,w)/leq',ὄλλυμι,verb,u(/steron,ὕστερος,adjective,,,,,,,,,,,,,,,,,,,,,,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/na,ἄνα,adjective,du/sdaimon,δυσδαίμων,adjective,pedo/qen,kefalh/,κεφαλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πεδόθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pa/eire,ἐπαείρω,verb,de/rhn,δέρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)ke/ti,οὐκέτι,adverb,*troi/a,Τροία,proper,ta/de,kai\,καί,conjunction,basilh=s,βασιλεύς,noun,e)smen,εἰμί,verb,*troi/as,Τροία,proper,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metaballome/nou,μεταβάλλω,verb,dai/monos,δαίμων,adjective,a)ne/xou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀναχώννυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plei=,πλέω,verb,kata\,κατά,preposition,porqmo/n,plei=,πλέω,verb,kata\,κατά,preposition,dai/mona,δαίμων,adjective,mhde\,μηδέ,particle,prosi/stw,πρόσοιδα,verb,prw=|ran,πρῷρα,noun,bio/tou,βίοτος,noun,pro\s,πρός,preposition,ku=ma,κῦμα,noun,ple/ousa,πλέω,verb,tu/xaisin,τύχη,noun,πορθμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)ai=,αἰαῖ,interjection,ai)ai=,αἰαῖ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga\r,γάρ,particle,ou),pa/ra,παρά,preposition,moi,ἐγώ,pronoun,mele/a|,μέλεος,adjective,stena/xein,στενάχω,verb,h(=|,ὅς,pronoun,patri\s,πατρίς,adjective,e)/rrei,ἔρρω,verb,kai\,καί,conjunction,te/kna,τέκνον,noun,kai\,καί,conjunction,po/sis,πόσις,noun,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,polu\s,πολύς,adjective,o)/gkos,sustello/menos,συστέλλω,verb,progo/nwn,πρόγονος,adjective,w(s,ὡς,conjunction,ou)de\n,οὐδείς,pronoun,a)/r',ἄρα,particle,h)=sqa,εἰμί,verb,,,,,,,,,,,,,,,,ὄγκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,me,ἐγώ,pronoun,xrh\,siga=n,σιγάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,de\,δέ,particle,mh\,siga=n,σιγάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
du/sthnos,δύστηνος,adjective,e)gw\,ἐγώ,pronoun,th=s,barudai/monos,βαρυδαίμων,adjective,a)/rqrwn,ἄρθρον,noun,kli/sews,κλίσις,adjective,w(s,ὡς,conjunction,dia/keimai,διάκειμαι,verb,nw=t',νῶτον,noun,e)n,ἐν,preposition,sterroi=s,στερρός,adjective,le/ktroisi,λέκτρον,noun,taqei=s',τείνω,verb,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
