word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS
ta\,ὁ,article,de\,δέ,particle,a)po\,ἀπό,preposition,*bospo/rou,Βόσπορος,proper,tou=,ὁ,article,*qra|ki/ou,Θράκιος,proper,e)/ste,εἰμί,verb,e)pi\,ἐπί,preposition,*trapezou=nta,Τραπεζόεις,proper,po/lin,πόλις,adjective,w(=de,ὧδε,adverb,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata\,κατά,preposition,to\n,ὁ,article,*qra/|kion,Θράκιος,proper,*bo/sporon,Βόσπορος,proper,kai\,καί,conjunction,to\,ὁ,article,sto/ma,στόμα,noun,tou=,ὁ,article,*eu)cei/nou,Εὔξεινος,proper,*po/ntou,Πόντος,proper,e)n,ἐν,preposition,toi=s,ὁ,article,decioi=s,δεξιός,adjective,th=s,ὁ,article,*)asi/as,Ἄσιος,proper,me/resin,μέρος,noun,a(/per,ὅς,pronoun,e)sti\,εἰμί,verb,tou=,ὁ,article,*biqunw=n,,,e)/qnous,ἔθνος,adjective,kei=tai,κέω,verb,xwri/on,χωρίον,noun,lego/menon,λέγω,verb,*(iero/n,ἱερόν,noun,e)n,ἐν,preposition,w(=|,ὅς,pronoun,new/s,ναός,noun,e)sti,εἰμί,verb,*dio\s,Ζεύς,proper,*ou)ri/ou,οὔριον,noun,ou(/tw,οὕτως,adverb,prosagoreuome/nou,προσαγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,de\,δέ,particle,to\,ὁ,article,xwri/on,χωρίον,noun,a)feth/rio/n,ἀφετήριος,adjective,e)sti,εἰμί,verb,toi=s,ὁ,article,e)s,εἰς,preposition,to\n,ὁ,article,*po/nton,Πόντος,proper,ple/ousin,πλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)spleu/santi,,,de\,δέ,particle,e)s,εἰς,preposition,to\n,ὁ,article,*po/nton,Πόντος,proper,e)n,ἐν,preposition,decia=|,δεξιός,adjective,de\,δέ,particle,th\n,ὁ,article,*)asi/an,Ἄσιος,proper,e)/xonti,ἔχω,verb,kai\,καί,conjunction,periple/onti,περιπλέω,verb,to\,ὁ,article,e)xo/menon,ἔχω,verb,me/ros,μέρος,noun,tou=,ὁ,article,*biqunw=n,,,e)/qnous,ἔθνος,adjective,to\,ὁ,article,pro\s,πρός,preposition,to\n,ὁ,article,*po/nton,Πόντος,proper,kei/menon,κεῖμαι,verb,o(,ὁ,article,peri/plous,περίπλους,adjective,w(=de,ὧδε,adverb,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,*(iero\n,ἱερόν,noun,tou\,τις,pronoun,*dio\s,Ζεύς,proper,tou=,ὁ,article,*ou)ri/ou,οὔριον,noun,die/xei,διαχέω,verb,a)po\,ἀπό,preposition,*buzanti/ou,Βυζάντιος,proper,stadi/ous,στάδιον,noun,ei)/kosi,εἴκοσι,verb,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/stin,εἰμί,verb,*steno/taton,στενός,adjective,tau/th|,οὗτος,pronoun,to\,ὁ,article,sto/ma,στόμα,noun,tou=,ὁ,article,*po/ntou,Πόντος,proper,kalou/menon,καλέω,verb,kaq',κατά,preposition,o(/,ὅς,pronoun,ti,τις,pronoun,e)sba/llei,εἰσβάλλω,verb,e)s,εἰς,preposition,th\n,ὁ,article,*proponti/da,Προποντίς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,me\n,μέν,particle,ei)do/ti,οἶδα,verb,soi,σύ,pronoun,le/gw,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,tou=,ὁ,article,*(ierou=,ἱερόν,noun,ple/onti,πλέω,verb,e)n,ἐν,preposition,decia=|,δεξιός,adjective,*(rh/bas,,,potamo/s,ποταμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stadi/ous,στάδιον,noun,die/xei,διαχέω,verb,tou=,ὁ,article,*(ierou=,ἱερόν,noun,tou=,ὁ,article,*dio\s,Ζεύς,proper,e)nenh/konta,ἐνενήκοντα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,h(,ὁ,article,*me/laina,Μελαίνα,proper,a)/kra,ἄκρον,noun,w(=de,ὧδε,adverb,kaloume/nh,καλέω,verb,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,*melai/nhs,Μελαίνα,proper,a)/kras,ἄκρος,adjective,e)s,εἰς,preposition,*)arta/nhn,Ἀρτάνης,proper,potamo/n,ποταμός,noun,i(/na,ἵνα,conjunction,kai\,καί,conjunction,o(/rmos,ὅρμος,noun,nausi\,ναῦς,noun,smikrai=s,μικρός,adjective,pro\s,πρός,preposition,i(erw=|,ἱερόν,noun,*)afrodi/ths,Ἀφροδίτη,proper,penth/konta,πεντήκοντα,verb,a)/lloi,ἄλλος,adjective,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*)arta/nou,,,e)s,εἰς,preposition,*yi/llin,,,potamo\n,ποταμός,noun,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ploi=a,πλοῖον,noun,smikra\,μικρός,adjective,o(rmi/zoito,ὁρμίζω,verb,a)\n,ἄν,particle,pro\s,πρός,preposition,th=|,ὁ,article,pe/tra|,πέτρα,noun,th=|,ὁ,article,a)nexou/sh|,ἀνέχω,verb,ou),οὐ,adverb,po/rrw,πρόσω,adverb,a)po\,ἀπό,preposition,tou=,ὁ,article,potamou=,ποταμός,noun,tw=n,ὁ,article,e)kbolw=n,ἐκβολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*ka/lphs,κάλπη,noun,lime/na,λιμήν,noun,de/ka,δέκα,verb,kai\,καί,conjunction,diako/sioi,διακόσιοι,adjective,sta/dioi,στάδιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*ka/lphs,κάλπη,noun,limh\n,λιμήν,noun,o(poi=o/n,ὁποῖος,adjective,ti,τις,pronoun,xwri/on,χωρίον,noun,e)stin,εἰμί,verb,kai\,καί,conjunction,o(poi=os,ὁποῖος,adjective,o(/rmos,ὅρμος,noun,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,phgh\,πηγή,noun,e)n,ἐν,preposition,au)tw=|,αὐτός,pronoun,yuxrou=,ψυχρός,adjective,kai\,καί,conjunction,kaqarou=,καθαρός,adjective,u(/datos,ὕδωρ,noun,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,u(=lai,ὕλη,noun,pro\s,πρός,preposition,th=|,ὁ,article,qala/ssh|,θάλασσα,noun,cu/lwn,ξύλον,adjective,nauphghsi/mwn,ναυπηγήσιμος,adjective,kai\,καί,conjunction,au(=tai,οὗτος,pronoun,e)/nqhroi,ἔνθηρος,adjective,tau=ta,οὗτος,pronoun,*cenofw=nti,Ξενοφῶν,proper,tw=|,ὁ,article,presbute/rw|,πρέσβυς,noun,le/lektai,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,*ka/lphs,κάλπη,noun,lime/nos,λιμήν,noun,e)s,εἰς,preposition,*(ro/hn,,,sta/dioi,στάδιον,noun,ei)/kosin,εἴκοσι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/rmos,ὅρμος,noun,nausi\,ναῦς,noun,smikrai=s,μικρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,*(ro/hs,,,e)s,εἰς,preposition,*)apollwni/an,Ἀπολλώνιος,proper,nh=son,νῆσος,noun,smikra/n,μικρός,adjective,o)li/gon,ὀλίγος,adjective,die/xousan,διέχω,verb,th=s,ὁ,article,h)pei/rou,ἤπειρος,adjective,a)/lloi,ἄλλος,adjective,ei)/kosi,εἴκοσι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limh\n,λιμήν,noun,u(po\,ὑπό,preposition,th=|,ὁ,article,nhsi=di,νησίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/nqen,ἔνθεν,adverb,e)s,εἰς,preposition,*xhla\s,χηλή,noun,sta/dioi,στάδιον,noun,ei)/kosin,εἴκοσι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,*xhlw=n,χηλή,noun,o)gdoh/konta,ὀγδοήκοντα,noun,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,i(/naper,ἵνα,conjunction,*sagga/rios,Σαγγάριος,proper,potamo\s,ποταμός,noun,e)sba/llei,εἰσβάλλω,verb,e)s,εἰς,preposition,to\n,ὁ,article,*po/nton,Πόντος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,tou=,ὁ,article,*(upi/ou,ὑπιόω,verb,ta\s,ὁ,article,e)kbola\s,ἐκβολάς,noun,a)/lloi,ἄλλος,adjective,o)gdoh/konta,ὀγδοήκοντα,noun,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,de\,δέ,particle,*li/llion,,,e)mpo/rion,ἐμπόριον,noun,a)po\,ἀπό,preposition,tou=,ὁ,article,*(upi/ou,ὑπιόω,verb,sta/dioi,στάδιον,noun,e(kato/n,ἑκατόν,noun,kai\,καί,conjunction,a)po\,ἀπό,preposition,tou=,ὁ,article,*lilli/ou,,,e)s,εἰς,preposition,*)elai=on,,,e(ch/konta,ἑξήκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*ka/lhta,,,a)/llo,ἄλλος,adjective,e)mpo/rion,ἐμπόριον,noun,ei)/kosi,εἴκοσι,verb,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,*ka/lhtos,,,e)s,εἰς,preposition,*lu/kon,Λύκος,proper,potamo\n,ποταμός,noun,o)gdoh/konta,ὀγδοήκοντα,noun,a)po\,ἀπό,preposition,de\,δέ,particle,*lu/kou,Λύκης,proper,e)s,εἰς,preposition,*(hra/kleian,Ἡρακλεία,proper,po/lin,πόλις,adjective,*(ellhni/da,Ἑλληνίς,proper,*dwrikh/n,Δωρικός,adjective,*megare/wn,Μεγάρη,proper,a)/poikon,ἄποικος,adjective,sta/dioi,στάδιον,noun,ei)/kosin,εἴκοσι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,*(hraklei/a|,Ἡράκλειος,proper,o(/rmos,ὅρμος,noun,nausi/n,ναῦς,noun,a)po\,ἀπό,preposition,de\,δέ,particle,*(hraklei/as,Ἡράκλειος,proper,e)pi\,ἐπί,preposition,me\n,μέν,particle,to\,ὁ,article,*mhtrw=|on,μητρῷος,adjective,kalou/menon,καλέω,verb,sta/dioi,στάδιον,noun,o)gdoh/konta,ὀγδοήκοντα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,to\,ὁ,article,*posei/deion,,,tessara/konta,τεσσαράκοντα,adjective,kai\,καί,conjunction,e)/nqen,ἔνθεν,adverb,e)s,εἰς,preposition,*tundari/das,Τυνδάρεος,proper,pe/nte,πέντε,adverb,kai\,καί,conjunction,tessara/konta,τεσσαράκοντα,adjective,pe/nte,πέντε,adverb,de\,δέ,particle,kai\,καί,conjunction,de/ka,δέκα,verb,e)nqe/nde,ἐνθένδε,adverb,e)pi\,ἐπί,preposition,to\,ὁ,article,*numfai=on,νυμφαῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)po\,ἀπό,preposition,tou=,ὁ,article,*numfai/ou,Νύμφαιον,proper,e)pi\,ἐπί,preposition,to\n,ὁ,article,*)oci/nan,ὀξίνης,noun,potamo\n,ποταμός,noun,tria/konta,τριάκοντα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)po\,ἀπό,preposition,*)oci/na,ὀξίνης,noun,e)s,εἰς,preposition,*sandara/khn,σανδαράκη,adjective,e)nenh/konta,ἐνενήκοντα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*sandara/kh,σανδαράκη,adjective,o(/rmos,ὅρμος,noun,nausi\,ναῦς,noun,smikrai=s,μικρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*krhni/das,Κρηνίς,proper,e(ch/konta,ἑξήκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)po\,ἀπό,preposition,*krhni/dwn,Κρηνίς,proper,e)s,εἰς,preposition,*yu/llan,ψύλλα,noun,e)mpo/rion,ἐμπόριον,noun,tria/konta,τριάκοντα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*ti/on,τίω,verb,po/lin,πόλις,adjective,*(ellhni/da,Ἑλληνίς,proper,*)iwnikh/n,Ἰωνικός,adjective,e)pi\,ἐπί,preposition,qala/ssh|,θάλασσα,noun,oi)koume/nhn,οἰκουμένη,noun,*milhsi/wn,Μιλήσιος,proper,kai\,καί,conjunction,tau/thn,οὗτος,pronoun,a)/poikon,ἄποικος,adjective,e)nenh/konta,ἐνενήκοντα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*ti/ou,τίω,verb,e)s,εἰς,preposition,*billai=on,,,potamo\n,ποταμός,noun,sta/dioi,στάδιον,noun,ei)/kosin,εἴκοσι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*billai/ou,,,e)pi\,ἐπί,preposition,to\n,ὁ,article,*parqe/nion,Παρθένιος,proper,potamo\n,ποταμός,noun,sta/dioi,στάδιον,noun,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/xri,μέχρι,preposition,tou=de,ὅδε,pronoun,*qra=|kes,Θράκιος,proper,oi(,ὁ,article,*biqunoi\,,,ne/montai,νέμω,verb,w(=n,ὅς,pronoun,kai\,καί,conjunction,*cenofw=n,Ξενοφῶν,proper,e)n,ἐν,preposition,th=|,ὁ,article,suggrafh=|,συγγραφεύς,noun,mnh/mhn,μνήμη,noun,e)poih/sato,ποιέω,verb,o(/ti,ὅστις,pronoun,maximw/tatoi,μάχιμος,adjective,ei)=en,εἰμί,verb,tw=n,ὁ,article,kata\,κατά,preposition,th\n,ὁ,article,*)asi/an,Ἄσιος,proper,kai\,καί,conjunction,ta\,ὁ,article,polla\,πολύς,adjective,kaka\,κακός,adjective,h(,ὁ,article,stratia\,στρατία,noun,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,o(/ti,ὅστις,pronoun,e)n,ἐν,preposition,th=|de,ὅδε,pronoun,th=|,ὁ,article,xw/ra|,χώρα,noun,e)/paqen,πάσχω,verb,e)peidh\,ἐπεί,conjunction,a)pexwri/sqhsan,ἀποχωρίζω,verb,oi(,ὁ,article,*)arka/des,Ἀρκάς,proper,a)po/,ἀπό,preposition,te,τε,particle,th=s,ὁ,article,*xeiriso/fou,Χειρίσοφος,proper,kai\,καί,conjunction,th=s,ὁ,article,*cenofw=ntos,Ξενοφῶν,proper,meri/dos,μερίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,a)po\,ἀπό,preposition,tou=de,ὅδε,pronoun,h)/dh,ἤδη,adverb,*paflagoni/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
