word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/35/lemma/@_entry,word/35/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS
le/getai,λέγω,verb,de/,δέ,particle,pote,ποτέ,particle,to\n,ὁ,article,*di/wna,Δίων,proper,tou=,ὁ,article,*megare/ws,Μεγαρεύς,proper,*ptoiodw/rou,deo/menon,e)pi\,ἐπί,preposition,th\n,ὁ,article,oi)ki/an,οἰκία,noun,e)lqei=n,ἔρχομαι,verb,h)=n,εἰμί,verb,de/,δέ,particle,w(s,ὡς,conjunction,e)/oike,ἔοικα,verb,tw=n,ὁ,article,plousi/wn,πλούσιος,adjective,tis,τις,pronoun,kai\,καί,conjunction,dunatw=n,δυνάτης,noun,o(,ὁ,article,*ptoio/dwros,Πτοιόδωρος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Πτοιόδωρος,proper,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/xlon,ὄχλος,noun,ou)=n,οὖν,particle,e)pi\,ἐπί,preposition,qu/rais,θύρα,noun,i)dw\n,εἶδον,verb,o(,ὁ,article,*di/wn,Δίος,proper,kai\,plh=qos,a)sxoliw=n,ἀσχολία,noun,kai\,καί,conjunction,duse/nteukton,δυσέντευκτος,adjective,au)to\n,αὐτός,pronoun,kai\,καί,conjunction,duspro/sodon,δυσπρόσοδος,adjective,a)pidw\n,ἀπεῖδον,verb,pro\s,πρός,preposition,tou\s,ὁ,article,fi/lous,φῖλος,noun,dusxerai/nontas,δυσχεραίνω,verb,kai\,καί,conjunction,a)ganaktou=ntas,ἀγανακτέω,verb,ti/,τίς,pronoun,tou=ton,οὗτος,pronoun,e)/fh,φημί,verb,memfo/meqa,μέμφομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,πλῆθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,au)toi\,αὐτός,pronoun,pa/ntws,πάντως,adverb,e)n,ἐν,preposition,*surakou/sais,Συράκουσα,proper,o(/moia,ὅμοιος,adjective,tou/tois,e)poiou=men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,ἐποίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xro/nou,χρόνος,noun,de\,δέ,particle,proi+o/ntos,πρόειμι,verb,o(,ὁ,article,*dionu/sios,Διονύσιος,proper,zhlotupw=n,ζηλοτυπέω,verb,kai\,καί,conjunction,dedoikw\s,tou=,*di/wnos,Δίων,proper,th\n,ὁ,article,para\,παρά,preposition,toi=s,ὁ,article,*(/ellhsin,Ἕλλην,proper,eu)/noian,εὔνοια,noun,e)pau/sato,ἐπαύω,verb,ta\s,ὁ,article,proso/dous,πρόσοδος,noun,a)poste/llwn,ἀποστέλλω,verb,kai\,καί,conjunction,th\n,ὁ,article,ou)si/an,οὐσία,adjective,pare/dwken,παραδίδωμι,verb,i)di/ois,ἴδιος,adjective,e)pitro/pois,ἐπίτροπος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δείδω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boulo/menos,βούλομαι,verb,de\,δέ,particle,kai\,καί,conjunction,th\n,ὁ,article,ei)s,εἰς,preposition,tou\s,ὁ,article,filoso/fous,φιλόσοφος,noun,dia\,*pla/twna,kakodoci/an,κακοδοξία,noun,a)nama/xesqai,ἀναμάχομαι,verb,pollou\s,πολύς,adjective,sunh=ge,συνάγω,verb,tw=n,ὁ,article,pepaideu=sqai,παιδεύω,verb,dokou/ntwn,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διά,preposition,Πλάτων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filotimou/menos,φιλοτιμέομαι,verb,de\,δέ,particle,tw=|,ὁ,article,diale/gesqai,διαλέγω,verb,periei=nai,περίειμι,verb,pa/ntwn,πᾶς,adjective,h)nagka/zeto,ἀναγκάζω,verb,toi=s,*pla/twnos,parakou/smasi,παράκουσμα,noun,kakw=s,κακός,adjective,xrh=sqai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,Πλάτων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pa/lin,πάλιν,adverb,e)kei=non,ἐκεῖνος,pronoun,e)po/qei,ποθέω,verb,kai\,καί,conjunction,kategi/nwsken,καταγιγνώσκω,verb,au)to/s,αὐτός,pronoun,au(tou=,mh\,xrhsa/menos,χράω,verb,paro/nti,πάρειμι,verb,mhde\,μηδέ,particle,diakou/sas,διακούω,verb,o(/sa,ὅσος,adjective,kalw=s,καλός,noun,ei)=xen,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἑαυτοῦ,pronoun,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=a,οἷος,adjective,de\,δέ,particle,tu/rannos,τύραννος,noun,e)/mplhktos,ἔμπληκτος,adjective,a)ei\,ἀεί,adverb,tai=s,ὁ,article,e)piqumi/ais,ἐπιθυμία,noun,kai\,pro\s,pa=san,πᾶς,adjective,o)cu/rropos,ὀξύρροπος,adjective,spoudh/n,σπουδή,noun,eu)qu\s,εὐθύς,adverb,w(/rmhsen,ὁρμάω,verb,e)pi\,ἐπί,preposition,to\n,ὁ,article,*pla/twna,Πλάτων,proper,kai\,καί,conjunction,pa=san,πᾶς,adjective,mhxanh\n,μηχανή,noun,ai)/rwn,αἴρω,verb,sune/peise,συμπείθω,verb,tou\s,ὁ,article,peri\,περί,preposition,*)arxu/tan,Ἀρχύτης,proper,*puqagorikou\s,Πυθαγορικός,adjective,tw=n,ὁ,article,o(mologoume/nwn,ὁμολογέω,verb,a)nado/xous,ἀνάδοχος,adjective,genome/nous,γίγνομαι,verb,kalei=n,καλέω,verb,*pla/twna,Πλάτων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di',διά,preposition,e)kei/nou,ἐκεῖνος,pronoun,ga\r,γάρ,particle,au)toi=s,αὐτός,pronoun,e)gego/nei,γίγνομαι,verb,fili/a,φίλιος,adjective,kai\,καί,conjunction,ceni/a,to\,prw=ton,πρότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ξενία,noun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,e)/pemyan,πέμπω,verb,*)arxe/dhmon,Ἀρχέδημος,proper,par',παρά,preposition,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/pemye,πέμπω,verb,de\,δέ,particle,kai\,καί,conjunction,*dionu/sios,Διονύσιος,proper,trih/rh,τριήρης,noun,kai\,καί,conjunction,fi/lous,φίλος,adjective,dehsome/nous,tou=,*pla/twnos,Πλάτων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to/s,αὐτός,pronoun,te,τε,particle,safw=s,σαφής,adverb,kai\,καί,conjunction,diarrh/dhn,διαρρήδην,adverb,e)/grayen,γράφω,verb,w(s,ὡς,conjunction,ou)de\n,a)\n,ge/noito,γίγνομαι,verb,tw=n,ὁ,article,metri/wn,μέτριος,adjective,*di/wni,Δίων,proper,mh\,μή,conjunction,peisqe/ntos,πείθω,verb,*pla/twnos,Πλάτων,proper,e)lqei=n,ἔρχομαι,verb,ei)s,εἰς,preposition,*sikeli/an,Σικελία,proper,peisqe/ntos,πείθω,verb,de\,δέ,particle,pa/nta,πᾶς,adjective,pollai\,πολύς,adjective,d',δέ,particle,a)fi/konto,ἀφικνέομαι,verb,pro\s,πρός,preposition,*di/wna,Δίων,proper,para\,παρά,preposition,th=s,ὁ,article,a)delfh=s,ἀδελφή,noun,kai\,καί,conjunction,gunaiko\s,γυνή,noun,e)piskh/yeis,ἐπισκήπτω,verb,dei=sqai,δέομαι,verb,*pla/twnos,Πλάτων,proper,u(pakou=sai,*dionusi/w|,Διονύσιον,proper,kai\,καί,conjunction,mh\,μή,conjunction,pro/fasin,πρόφασις,noun,parasxei=n,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐδείς,pronoun,ἄν,particle,ὑπακούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,me\n,μέν,particle,dh/,δή,particle,fhsin,φημί,verb,o(,ὁ,article,*pla/twn,Πλάτων,proper,e)lqei=n,ἔρχομαι,verb,to\,tri/ton,ei)s,εἰς,preposition,to\n,ὁ,article,porqmo\n,πορθμός,noun,to\n,ὁ,article,peri\,περί,preposition,*sku/llan,Σκύλλα,proper,o)/fr',ὄφρα,conjunction,e)/ti,ἔτι,adverb,th\n,ὁ,article,o)loh\n,ὀλοός,adjective,a)nametrh/seie,ἀναμετρέω,verb,*xa/rubdin,Χάρυβδις,proper,e)lqw\n,ἔρχομαι,verb,de\,δέ,particle,mega/lhs,μέγας,adverb,me\n,μέν,particle,au)to\n,αὐτός,pronoun,e)ne/plhse,ἐμπίπλημι,verb,xara=s,χαρά,noun,mega/lhs,μέγας,adverb,de\,δέ,particle,pa/lin,πάλιν,adverb,e)lpi/dos,ἐλπίς,noun,*sikeli/an,Σικελία,proper,suneuxome/nhn,συνεύχομαι,verb,kai\,καί,conjunction,sumfilotimoume/nhn,*pla/twna,Πλάτων,proper,me\n,μέν,particle,*fili/stou,Φίλιστος,proper,perigene/sqai,περιγίγνομαι,verb,filosofi/an,φιλοσοφία,noun,de\,δέ,particle,turanni/dos,τυραννίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,τρίτος,adjective,συμφιλοτιμέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,de\,δέ,particle,pollh\,πολύς,adjective,me\n,μέν,particle,tw=n,ὁ,article,gunaikw=n,γυνή,noun,spoudh\,σπουδή,noun,peri\,au)to/n,e)cai/retos,ἐξαιρετός,adjective,de\,δέ,particle,para\,παρά,preposition,tw=|,ὁ,article,*dionusi/w|,Διονύσιον,proper,pi/stis,πίστις,noun,h(\n,ὅς,pronoun,ou)dei\s,οὐδείς,pronoun,a)/llos,ἄλλος,adjective,ei)=xen,ἔχω,verb,a)diereu/nhton,ἀδιερεύνητος,adjective,au)tw=|,αὐτός,pronoun,plhsia/zein,πλησιάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,περί,preposition,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dwrea\s,δωρεά,noun,de\,δέ,particle,xrhma/twn,χρῆμα,adjective,pollw=n,πολύς,adjective,kai\,καί,conjunction,polla/kis,πολλάκις,adverb,tou=,ὁ,article,me\n,dido/ntos,tou=,ὁ,article,de\,δέ,particle,mh\,μή,conjunction,dexome/nou,δέχομαι,verb,parw\n,πάρειμι,verb,*)ari/stippos,Ἀρίστιππος,proper,o(,ὁ,article,*kurhnai=os,Κυρηναῖος,proper,a)sfalw=s,ἀσφαλής,adjective,e)/fh,φημί,verb,megalo/yuxon,μεγαλόψυχος,adjective,ei)=nai,εἰμί,verb,*dionu/sion,Διονύσιον,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)toi=s,αὐτός,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,mikra\,μικρός,adjective,dido/nai,δίδωμι,verb,pleio/nwn,πλείων,verb,deome/nois,δέομαι,verb,*pla/twni,de\,polla\,πολύς,adjective,mhde\n,μηδείς,pronoun,lamba/nonti,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Πλάτων,proper,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
