word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS
o(,ὁ,article,leu/kaspis,λεύκασπις,noun,o)/rnutai,ὄρνυμι,verb,lao\s,λαός,noun,eu)treph\s,εὐτρεπής,adverb,e)pi\,ἐπί,preposition,po/lin,πόλις,adjective,diw/kwn,διώκω,verb,ti/s,τίς,pronoun,a)/ra,ἄρος,adjective,r(u/setai,ῥύομαι,verb,ti/s,τίς,pronoun,a)/r',ἄρα,particle,e)parke/sei,ἐπαρκέω,verb,qew=n,θέα,noun,h)\,ἠέ,conjunction,qea=n,θέα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/tera,πότερος,adjective,dh=t',δῆτα,adverb,e)gw\,ἐγώ,pronoun,pa/tria,πάτριος,adjective,potipe/sw,προσπίτνω,verb,bre/th,βρέτας,noun,daimo/nwn,δαίμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,ma/kares,μάκαρ,noun,eu)/edroi,εὔεδρος,adjective,a)kma/zei,ἀκμάζω,verb,brete/wn,βρέτας,noun,e)/xesqai,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,me/llomen,μέλλω,verb,a)ga/stonoi,ἀγάστονος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kou/et',ἀκούω,verb,h)\,ἠέ,conjunction,ou)k,οὐ,adverb,a)kou/et',ἀκούω,verb,a)spi/dwn,ἀσπίς,noun,ktu/pon,κτύπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/plwn,πέπλος,noun,kai\,καί,conjunction,stefe/wn,στέφος,noun,po/t',πότις,adjective,ei),εἰ,conjunction,mh\,μή,conjunction,nu=n,νῦν,adverb,a)mfi\,ἀμφί,preposition,lita/n',λιτανός,adjective,e(/comen,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ktu/pon,κτύπος,noun,de/dorka,δέρκομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/tagos,πάταγος,noun,ou)x,οὐ,adverb,e(no\s,εἷς,adjective,doro/s,δόρυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,r(e/ceis,ῥέζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prodw/seis,προδίδωμι,verb,palai/xqwn,παλαίχθων,noun,*)/arhs,Ἄρης,proper,ta\n,ὁ,article,tea/n,τεός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,xrusoph/lhc,χρυσοπήληξ,noun,dai=mon,δαίμων,adjective,e)/pid',ἐπεῖδον,verb,e)/pide,ἐπεῖδον,verb,po/lin,πόλις,adjective,a(/n,ὅς,pronoun,pot',ποτέ,particle,eu)filh/tan,εὐφίλητος,adjective,e)/qou,ἔθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeoi\,θεός,noun,polia/oxoi,πολιάοχος,adjective,pa/ntes,πᾶς,adjective,i)/te,εἶμι,verb,xqono\s,χθών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/dete,εἶδον,verb,parqe/nwn,παρθένος,noun,i(ke/sion,ἱκέσιος,adjective,lo/xon,λόχος,noun,doulosu/nas,δουλόσύνη,noun,u(/per,ὑπέρ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ku=ma,κῦμα,noun,peri\,περί,preposition,pto/lin,πόλις,adjective,doxmolo/fwn,δοχμόλοφος,adjective,a)ndrw=n,ἀνήρ,noun,kaxla/zei,καχλάζω,verb,pnoai=s,πνοή,noun,*)/areos,Ἄρεος,proper,o)ro/menon,ὄρνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w)=,ὦ,interjection,*zeu=,Ζεύς,proper,pantele/s,παντελής,adverb,pa/ntws,πάντως,adverb,a)/rhcon,ἀρήγω,verb,dai/+wn,δάιος,adjective,a(/lwsin,ἅλων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)arge/ioi,,,de\,δέ,particle,po/lisma,πόλισμα,noun,*ka/dmou,Κάδμος,proper,kuklou=ntai,κυκλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fo/bos,φόβος,noun,d',δέ,particle,a)rh/|wn,,,o(/plwn,ὅπλον,noun,dia\,διά,preposition,de/,δέ,particle,toi,τοι,particle,genu/wn,γένυς,noun,i(ppi/wn,ἵππιος,adjective,kinu/rontai,κινύρομαι,verb,fo/non,φόνος,noun,xalinoi/,χαλινός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(pta\,ἑπτά,noun,d',δέ,particle,a)ga/nores,,,pre/pontes,πρέπω,verb,stratou=,στρατός,noun,dorussoi=s,δορυσσόος,adjective,sagai=s,σαγή,noun,pu/lais,πύλη,adjective,e(bdo/mais,ἕβδομος,adjective,prosi/stantai,προσίστημι,verb,pa/lw|,πᾶλος,noun,laxo/ntes,λαγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/,σύ,pronoun,t',τε,particle,w)=,ὦ,interjection,*diogene\s,Διογενής,proper,filo/maxon,φιλόμαχος,adjective,kra/tos,κράτος,noun,r(usi/polis,ῥυσίπολις,adjective,genou=,γίγνομαι,verb,*palla/s,Παλλάς,proper,o(/,ὅς,pronoun,q',τε,particle,i(/ppios,ἵππιος,adjective,pontome/dwn,ποντομέδων,noun,a)/nac,ἄναξ,noun,i)xqubo/lw|,ἰχθύβολος,adjective,*poseida/wn,Ποσειδεών,proper,maxana=|,μηχανή,noun,e)pi/lusin,ἐπίλυσις,noun,fo/bwn,φόβος,noun,e)pi/lusin,ἐπίλυσις,noun,di/dou,δίδημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/,σύ,pronoun,t',τε,particle,*)/arhs,Ἄρης,proper,feu=,φεῦ,interjection,feu=,φεῦ,interjection,po/lin,πόλις,adjective,e)pw/numon,ἐπώνυμος,adjective,*ka/dmou,Κάδμος,proper,fu/lacon,φυλάσσω,verb,kh/desai/,κήδω,verb,t',τε,particle,e)nargw=s,ἐναργής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*ku/pris,Κύπρις,proper,a(/t',ἅτε,adverb,ei)=,εἶμι,verb,ge/nous,γένος,noun,proma/twr,προμήτωρ,noun,a)/leuson,ἀλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se/qen,σύ,pronoun,ga\r,γάρ,particle,e)c,ἐκ,preposition,ai(/matos,αἷμα,noun,gego/namen,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
litai=si/,λιτή,noun,se,σύ,pronoun,qeoklu/tois,θεόκλυτος,adjective,a)utou=sai,ἀυτέω,verb,pelazo/mesqa,πελάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,su/,σύ,pronoun,*lu/kei',Λύκειον,proper,a)/nac,ἄναξ,noun,*lu/keios,Λύκειος,proper,genou=,γίγνομαι,verb,stratw=|,στρατός,noun,dai/+w|,δάιος,adjective,sto/nwn,στόνος,noun,a)nti/tas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/,σύ,pronoun,t',τε,particle,w)=,ὦ,interjection,*latoge/neia,Λητογενής,proper,kou/ra,κόρη,noun,to/con,τόξον,noun,eu)tuka/zou,εὐτυκάζομαι,verb,e)\,ἒ,interjection,e)\,ἒ,interjection,e)\,ἒ,interjection,e)/,ἒ,interjection,o)/tobon,ὄτοβος,noun,a(rma/twn,ἅρμα,noun,a)mfi\,ἀμφί,preposition,po/lin,πόλις,adjective,klu/w,κλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,po/tni',πότνια,noun,*(/hra,Ἥρα,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/lakon,λάσκω,verb,a)co/nwn,ἄξων,noun,briqome/nwn,βρίθω,verb,xno/ai,χνόη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/artemi,Ἄρτεμις,proper,fi/la,φίλος,adjective,e)\,ἒ,interjection,e)\,ἒ,interjection,e)\,ἒ,interjection,e)/,ἒ,interjection,doriti/naktos,δοριτίνακτος,adjective,ai)qh\r,αἰθήρ,noun,d',δέ,particle,e)pimai/netai,ἐπιμαίνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,po/lis,πόλις,adjective,a)/mmi,ἐγώ,pronoun,pa/sxei,πάσχω,verb,ti/,τίς,pronoun,genh/setai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi=,ποι,adverb,d',δέ,particle,e)/ti,ἔτι,adverb,te/los,τέλος,noun,e)pa/gei,ἐπάγω,verb,qeo/s,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)\,ἒ,interjection,e)\,ἒ,interjection,e)\,ἒ,interjection,e)/,ἒ,interjection,a)krobo/lwn,ἀκρόβολος,adjective,d',δέ,particle,e)pa/lcewn,ἔπαλξις,noun,liqa\s,λιθάς,noun,e)/rxetai,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,fi/l',φίλος,adjective,*)/apollon,Ἀπόλλων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ko/nabos,κόναβος,noun,e)n,ἐν,preposition,pu/lais,πύλη,adjective,xalkode/twn,χαλκόδετος,adjective,sake/wn,σάκας,noun,pai=,παῖς,adjective,*dio/s,Ζεύς,proper,o(/qen,ὅθεν,adverb,polemo/kranton,πολεμόκραντος,adjective,a(gno\n,ἁγνός,adjective,te/los,τέλος,noun,e)n,ἐν,preposition,ma/xa|,μάχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/,σύ,pronoun,te,τε,particle,ma/kair',μάκαρ,noun,a)/nass',ἄνασσα,adjective,*)/ogka,Ὄγκα,proper,pro\,πρό,preposition,po/lews,πόλις,adjective,e(pta/pulon,ἑπτάπυλος,adjective,e(/dos,ἕδος,noun,e)pirru/ou,ἐπιρρύομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,panarkei=s,παναρκής,adjective,qeoi/,θεός,noun,i)w\,ἰώ,interjection,te/leioi,τέλειος,adjective,te/leiai/,τέλειος,adjective,te,τε,particle,ga=s,γῆ,noun,ta=sde,ὅδε,pronoun,purgofu/lakes,πυργοφύλαξ,adjective,po/lin,πόλις,adjective,dori/ponon,δορίπονος,adjective,mh\,μή,conjunction,prodw=q',προδίδωμι,verb,e(terofw/nw|,ἑτερόφωνος,adjective,stratw=|,στρατός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klu/ete,κλύω,verb,parqe/nwn,παρθένος,noun,klu/ete,κλύω,verb,pandi/kws,πάνδικος,adjective,xeiroto/nous,χειρότονος,adjective,lita/s,λιτή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,fi/loi,φίλος,adjective,dai/mones,δαίμων,adjective,luth/rioi/,λυτήριος,adjective,t',τε,particle,a)mfiba/ntes,ἀμφιβαίνω,verb,po/lin,πόλις,adjective,dei/caq',δείκνυμι,verb,w(s,ὡς,conjunction,filopo/leis,φιλόπολις,noun,me/lesqe/,μέλω,verb,q',τε,particle,i(erw=n,ἱερά,noun,dhmi/wn,δήμιος,adjective,melo/menoi,μέλω,verb,d',δέ,particle,a)rh/cate,ἀρήγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filoqu/twn,φιλόθυτα,noun,de/,δέ,particle,toi,τοι,particle,po/leos,πόλις,adjective,o)rgi/wn,ὄργια,noun,mnh/stores,μνήστωρ,noun,e)ste/,εἰμί,verb,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(ma=s,σύ,pronoun,e)rwtw=,ἐρωτάω,verb,qre/mmat',θρέμμα,noun,ou)k,οὐ,adverb,a)nasxeta/,ἀνασχετός,adverb,h)=,ἦ,adverb,tau=t',οὗτος,pronoun,a)/rista,ἄριστος,adjective,kai\,καί,conjunction,po/lei,πόλις,adjective,swth/ria,σωτήριος,adjective,stratw=|,στρατός,noun,te,τε,particle,qa/rsos,θάρσος,noun,tw=|de,ὅδε,pronoun,purghroume/nw|,πυργηρέομαι,verb,bre/th,βρέτας,noun,pesou/sas,πίπτω,verb,pro\s,πρός,preposition,polissou/xwn,πολισσοῦχος,adjective,qew=n,θέα,noun,au)/ein,αὔω,verb,laka/zein,λακάζω,verb,swfro/nwn,σώφρων,noun,mish/mata,μίσημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/t',μήτε,particle,e)n,ἐν,preposition,kakoi=si,κακός,adjective,mh/t',μήτε,particle,e)n,ἐν,preposition,eu)estoi=,εὐεστώ,noun,fi/lh|,φίλος,adjective,cu/noikos,σύνοικος,adjective,ei)/hn,εἰμί,verb,tw=|,ὁ,article,gunaikei/w|,γυναικεῖος,adjective,ge/nei,γένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kratou=sa,κρατέω,verb,me\n,μέν,particle,ga\r,γάρ,particle,ou)x,οὐ,adverb,o(milhto\n,ὁμιλητός,adjective,qra/sos,θράσος,adjective,dei/sasa,δείδω,verb,d',δέ,particle,oi)/kw|,οἶκος,noun,kai\,καί,conjunction,po/lei,πόλις,adjective,ple/on,πλέος,adjective,kako/n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nu=n,νῦν,adverb,poli/tais,πολίτης,noun,ta/sde,ὅδε,pronoun,diadro/mous,διάδρομος,adjective,fuga\s,φυγάς,noun,qei=sai,τίθημι,verb,dierroqh/sat',διαρροθέω,verb,a)/yuxon,ἄψυχος,adjective,ka/khn,κάκη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,tw=n,ὁ,article,qu/raqen,θύραθεν,adverb,d',δέ,particle,w(s,ὡς,conjunction,a)/rist',ἄριστος,adjective,o)fe/lletai,ὀφέλλω,verb,au)toi\,αὐτός,pronoun,d',δέ,particle,u(p',ὑπό,preposition,au)tw=n,αὐτός,pronoun,e)/ndoqen,ἔνδοθεν,adverb,porqou/meqa,πορθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau=ta/,τοιοῦτος,adjective,ta)\n,ἄν,particle,gunaici\,γυνή,noun,sunnai/wn,συνναίω,verb,e)/xois,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei),εἰ,conjunction,mh/,μή,conjunction,tis,τις,pronoun,a)rxh=s,ἀρχή,noun,th=s,ὁ,article,e)mh=s,ἐμός,adjective,a)kou/setai,ἀκούω,verb,a)nh\r,ἀνήρ,noun,gunh/,γυνή,noun,te,τε,particle,xw)/,ὅς,pronoun,ti,τις,pronoun,tw=n,ὁ,article,metai/xmion,μεταίχμιος,adjective,yh=fos,ψῆφος,noun,kat',κατά,preposition,au)tw=n,αὐτός,pronoun,o)leqri/a,ὀλέθριος,adjective,bouleu/setai,βουλεύω,verb,leusth=ra,λευστήρ,noun,dh/mou,δῆμος,noun,d',δέ,particle,ou)/,οὐ,adverb,ti,τις,pronoun,mh\,μή,conjunction,fu/gh|,φεύγω,verb,mo/ron,μόρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/lei,μέλω,verb,ga\r,γάρ,particle,a)ndri/,ἀνδρίς,noun,mh\,μή,conjunction,gunh\,γυνή,noun,bouleue/tw,βουλεύω,verb,ta)/cwqen,ἔξωθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ndon,ἔνδον,adverb,d',δέ,particle,ou)=sa,εἰμί,verb,mh\,μή,conjunction,bla/bhn,βλάβος,noun,ti/qei,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/kousas,ἀκούω,verb,h)\,ἠέ,conjunction,ou)k,οὐ,adverb,h)/kousas,ἀκούω,verb,h)\,ἠέ,conjunction,kwfh=|,κωφός,adjective,le/gw,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,fi/lon,φίλος,adjective,*oi)di/pou,Οἰδίπους,proper,te/kos,τέκος,noun,e)/deis',δείδω,verb,a)kou/sasa,ἀκούω,verb,to\n,ὁ,article,a(rmato/ktupon,ἁρματόκτυπος,adjective,o)/tobon,ὄτοβος,noun,o)/tobon,ὄτοβος,noun,o(/te,ὅτε,conjunction,te,τε,particle,su/rigges,σῦριγξ,noun,e)/klagcan,κλάζω,verb,e(li/troxoi,ἑλίτροχος,adjective,i(ppikw=n,ἱππικός,adjective,t',τε,particle,a)pu/an,,,phdali/wn,πηδάλιον,adjective,dia\,διά,preposition,sto/ma,στόμα,noun,purigeneta=n,πυριγενέτης,noun,xalinw=n,χαλινός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ou)=n,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
