word/0/@_form,word/1/@_form,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/lemma/@_entry,word/1/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS
kai\,h)rw/thsan,au)to\n,αὐτός,pronoun,kai\,καί,conjunction,ei)=pan,εἶπον,verb,au)tw=|,αὐτός,pronoun,*ti/,τίς,pronoun,ou)=n,οὖν,particle,bapti/zeis,βαπτίζω,verb,ei),εἰ,conjunction,su\,σύ,pronoun,ou)k,οὐ,adverb,ei)=,εἶμι,verb,o(,ὁ,article,xristo\s,χριστός,adjective,ou)de\,οὐδέ,particle,*)hlei/as,Ἠλεῖος,proper,καί,conjunction,ἐρωτάω,verb,ou)de\,οὐδέ,particle,o(,ὁ,article,profh/ths,προφήτης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pekri/qh,au)toi=s,o(,ὁ,article,*)iwa/nhs,,,le/gwn,λέγω,verb,*)egw\,ἐγώ,pronoun,bapti/zw,βαπτίζω,verb,e)n,ἐν,preposition,u(/dati,ὕδωρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,ἀποκρίνω,verb,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/sos,u(mw=n,sth/kei,στήκω,verb,o(\n,ὅς,pronoun,u(mei=s,σύ,pronoun,ou)k,οὐ,adverb,oi)/date,οἶδα,verb,o)pi/sw,ὀπίσω,adverb,mou,ἐγώ,pronoun,e)rxo/menos,ἔρχομαι,verb,ou(=,ἕ,pronoun,ou)k,οὐ,adverb,ei)mi\,εἰμί,verb,e)gw\,ἐγώ,pronoun,a)/cios,ἄξιος,adjective,i(/na,ἵνα,conjunction,lu/sw,λύω,verb,μέσος,adjective,σύ,pronoun,au)tou=,αὐτός,pronoun,to\n,ὁ,article,i(ma/nta,ἱμάς,noun,tou=,ὁ,article,u(podh/matos,ὑπόδημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tau=ta,e)n,*bhqani/a|,,,e)ge/neto,γίγνομαι,verb,pe/ran,πέρα,adjective,tou=,ὁ,article,*)iorda/nou,,,o(/pou,ὅπου,adverb,h)=n,εἰμί,verb,o(,ὁ,article,*)iwa/nhs,,,bapti/zwn,βαπτίζω,verb,,,,,,,,,,,,,,,,οὗτος,pronoun,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*th=|,e)pau/rion,ble/pei,βλέπω,verb,to\n,ὁ,article,*)ihsou=n,Ἰησοῦς,proper,e)rxo/menon,ἔρχομαι,verb,pro\s,πρός,preposition,au)to/n,αὐτός,pronoun,kai\,καί,conjunction,le/gei,λέγω,verb,*)/ide,εἶδον,verb,o(,ὁ,article,a)mno\s,ἀμνός,noun,tou=,ὁ,article,qeou=,θεός,noun,o(,ὁ,article,ai)/rwn,αἴρω,verb,ὁ,article,ἐπαύριον,adverb,th\n,ὁ,article,a(marti/an,ἁμαρτία,noun,tou=,ὁ,article,ko/smou,κόσμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=to/s,e)stin,u(pe\r,ὑπέρ,preposition,ou(=,ἕ,pronoun,e)gw\,ἐγώ,pronoun,ei)=pon,εἶπον,verb,*)opi/sw,ὀπίσω,adverb,mou,ἐγώ,pronoun,e)/rxetai,ἔρχομαι,verb,a)nh\r,ἀνήρ,noun,o(\s,ὅς,pronoun,e)/mprosqe/n,ἔμπροσθεν,adverb,mou,ἐγώ,pronoun,ge/gonen,γίγνομαι,verb,o(/ti,ὅστις,pronoun,prw=to/s,πρότερος,adjective,mou,ἐγώ,pronoun,οὗτος,pronoun,εἰμί,verb,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ou)k,h)/|dein,οἶδα,verb,au)to/n,αὐτός,pronoun,a)ll',ἀλλά,adverb,i(/na,ἵνα,conjunction,fanerwqh=|,φανερόω,verb,tw=|,ὁ,article,*)israh\l,,,dia\,διά,preposition,tou=to,οὗτος,pronoun,h)=lqon,ἔρχομαι,verb,e)gw\,ἐγώ,pronoun,e)n,ἐν,preposition,u(/dati,ὕδωρ,noun,bapti/zwn,βαπτίζω,verb,,,,ἐγώ,pronoun,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,e)martu/rhsen,*)iwa/nhs,,,le/gwn,λέγω,verb,o(/ti,ὅστις,pronoun,*teqe/amai,θεάομαι,verb,to\,ὁ,article,pneu=ma,πνεῦμα,noun,katabai=non,καταβαίνω,verb,w(s,ὡς,conjunction,peristera\n,περιστερά,noun,e)c,ἐκ,preposition,ou)ranou=,οὐρανός,noun,kai\,καί,conjunction,e)/meinen,μένω,verb,e)p',ἐπί,preposition,au)to/n,αὐτός,pronoun,καί,conjunction,μαρτυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ou)k,h)/|dein,οἶδα,verb,au)to/n,αὐτός,pronoun,a)ll',ἀλλά,adverb,o(,ὁ,article,pe/myas,πέμπω,verb,me,ἐγώ,pronoun,bapti/zein,βαπτίζω,verb,e)n,ἐν,preposition,u(/dati,ὕδωρ,noun,e)kei=no/s,ἐκεῖνος,pronoun,moi,ἐγώ,pronoun,ei)=pen,εἶπον,verb,*)ef',ἐπί,preposition,o(\n,ὅς,pronoun,a)\n,ἄν,particle,ἐγώ,pronoun,οὐ,adverb,i)/dh|s,εἶδον,verb,to\,ὁ,article,pneu=ma,πνεῦμα,noun,katabai=non,καταβαίνω,verb,kai\,καί,conjunction,me/non,μένω,verb,e)p',ἐπί,preposition,au)to/n,αὐτός,pronoun,ou(=to/s,οὗτος,pronoun,e)stin,εἰμί,verb,o(,ὁ,article,bapti/zwn,βαπτίζω,verb,e)n,ἐν,preposition,pneu/mati,πνεῦμα,noun,a(gi/w|,ἅγιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,e(w/raka,kai\,καί,conjunction,memartu/rhka,μαρτυρέω,verb,o(/ti,ὅστις,pronoun,ou(=to/s,οὗτος,pronoun,e)stin,εἰμί,verb,o(,ὁ,article,ui(o\s,υἱός,noun,tou=,ὁ,article,qeou=,θεός,noun,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*th=|,e)pau/rion,pa/lin,πάλιν,adverb,i(sth/kei,,,*)iwa/nhs,,,kai\,καί,conjunction,e)k,ἐκ,preposition,tw=n,ὁ,article,maqhtw=n,μαθητής,noun,au)tou=,αὐτός,pronoun,du/o,δύο,adjective,kai\,καί,conjunction,e)mble/yas,ἐμβλέπω,verb,tw=|,ὁ,article,*)ihsou=,Ἰησοῦς,proper,peripatou=nti,περιπατέω,verb,le/gei,λέγω,verb,ὁ,article,ἐπαύριον,adverb,*)/ide,εἶδον,verb,o(,ὁ,article,a)mno\s,ἀμνός,noun,tou=,ὁ,article,qeou=,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,h)/kousan,oi(,ὁ,article,du/o,δύο,adjective,maqhtai\,μαθητής,noun,au)tou=,αὐτός,pronoun,lalou=ntos,λαλέω,verb,kai\,καί,conjunction,h)kolou/qhsan,ἀκολουθέω,verb,tw=|,ὁ,article,*)ihsou=,Ἰησοῦς,proper,,,,,,,,,,,,,,,,,,,καί,conjunction,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strafei\s,de\,o(,ὁ,article,*)ihsou=s,Ἰησοῦς,proper,kai\,καί,conjunction,qeasa/menos,θεάομαι,verb,au)tou\s,αὐτός,pronoun,a)kolouqou=ntas,ἀκολουθέω,verb,le/gei,λέγω,verb,au)toi=s,αὐτός,pronoun,*ti/,τίς,pronoun,zhtei=te,ζητέω,verb,,,,,,,,,,,,,,,,στράπτω,verb,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,de\,ei)=pan,εἶπον,verb,au)tw=|,αὐτός,pronoun,*(rabbei/,,,o(\,ὅς,pronoun,le/getai,λέγω,verb,meqermhneuo/menon,μεθερμηνεύω,verb,*dida/skale',διδάσκαλος,noun,pou=,πού,adverb,me/neis,μένω,verb,,,,,,,,,,,,,,,,,,,ὁ,article,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/gei,au)toi=s,*)/erxesqe,ἔρχομαι,verb,kai\,καί,conjunction,o)/yesqe,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=lqan,ou)=n,kai\,καί,conjunction,ei)=dan,,,pou=,πού,adverb,me/nei,μένω,verb,kai\,καί,conjunction,par',παρά,preposition,au)tw=|,αὐτός,pronoun,e)/meinan,μένω,verb,th\n,ὁ,article,h(me/ran,ἡμέρα,noun,e)kei/nhn,ἐκεῖνος,pronoun,,,,,,,,,,,,,ἔρχομαι,verb,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ra,h)=n,w(s,ὡς,conjunction,deka/th,δέκατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὥρα,adjective,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)=hn,*)andre/as,o(,ὁ,article,a)delfo\s,ἀδελφός,adjective,*si/mwnos,Σίμων,proper,*pe/trou,Πέτρος,proper,ei(=s,εἷς,adjective,e)k,ἐκ,preposition,tw=n,ὁ,article,du/o,δύο,adjective,tw=n,ὁ,article,a)kousa/ntwn,ἀκούω,verb,para\,παρά,preposition,*)iwa/nou,,,kai\,καί,conjunction,a)kolouqhsa/ntwn,ἀκολουθέω,verb,au)tw=|,αὐτός,pronoun,εἰμί,verb,Ἀνδρέης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu(ri/skei,ou(=tos,prw=ton,πρότερος,adjective,to\n,ὁ,article,a)delfo\n,ἀδελφός,adjective,to\n,ὁ,article,i)/dion,ἴδιος,adjective,*si/mwna,Σίμων,proper,kai\,καί,conjunction,le/gei,λέγω,verb,au)tw=|,αὐτός,pronoun,*eu(rh/kamen,εὑρίσκω,verb,to\n,ὁ,article,*messi/an,,,o(/,ὅς,pronoun,e)stin,εἰμί,verb,meqermhneuo/menon,μεθερμηνεύω,verb,εὑρίσκω,verb,οὗτος,pronoun,*xristo/s',χριστός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/gagen,au)to\n,pro\s,πρός,preposition,to\n,ὁ,article,*)ihsou=n,Ἰησοῦς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄγω,verb,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)mble/yas,au)tw=|,o(,ὁ,article,*)ihsou=s,Ἰησοῦς,proper,ei)=pen,εἶπον,verb,*su\,σύ,pronoun,ei)=,εἶμι,verb,*si/mwn,Σίμων,proper,o(,ὁ,article,ui(o\s,υἱός,noun,*)iwa/nou,,,su\,σύ,pronoun,klhqh/sh|,καλέω,verb,*khfa=so(\,,,e(rmhneu/etai,ἑρμηνεύω,verb,*pe/tros',πέτρος,noun,,,,ἐμβλέπω,verb,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*th=|,e)pau/rion,h)qe/lhsen,ἐθέλω,verb,e)celqei=n,ἐξέρχομαι,verb,ei)s,εἰς,preposition,th\n,ὁ,article,*galilai/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἐπαύριον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,eu(ri/skei,*fi/lippon,Φίλιππος,proper,kai\,καί,conjunction,le/gei,λέγω,verb,au)tw=|,αὐτός,pronoun,o(,ὁ,article,*)ihsou=s,Ἰησοῦς,proper,*)akolou/qei,ἀκολουθέω,verb,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,de\,o(,ὁ,article,*fi/lippos,Φίλιππος,proper,a)po\,ἀπό,preposition,*bhqsaida/,,,e)k,ἐκ,preposition,th=s,ὁ,article,po/lews,πόλις,adjective,*)andre/ou,Ἀνδρέης,proper,kai\,καί,conjunction,*pe/trou,Πέτρος,proper,,,,,,,,,,,,,,,,εἰμί,verb,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu(ri/skei,*fi/lippos,to\n,ὁ,article,*naqanah\l,,,kai\,καί,conjunction,le/gei,λέγω,verb,au)tw=|,αὐτός,pronoun,*(\on,ὅς,pronoun,e)/grayen,γράφω,verb,*mwush=s,,,e)n,ἐν,preposition,tw=|,ὁ,article,no/mw|,νόμος,noun,kai\,καί,conjunction,oi(,ὁ,article,profh=tai,προφήτης,adjective,eu(rh/kamen,εὑρίσκω,verb,εὑρίσκω,verb,Φίλιππος,proper,*)ihsou=n,Ἰησοῦς,proper,ui(o\n,υἱός,noun,tou=,ὁ,article,*)iwsh\f,,,to\n,ὁ,article,a)po\,ἀπό,preposition,*nazare/t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,ei)=pen,au)tw=|,αὐτός,pronoun,*naqanah/l,,,*)ek,ἐκ,preposition,*nazare\t,,,du/natai/,δύναμαι,verb,ti,τις,pronoun,a)gaqo\n,ἀγαθός,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/gei,au)tw=|,o(,ὁ,article,*fi/lippos,Φίλιππος,proper,*)/erxou,ἔρχομαι,verb,kai\,καί,conjunction,i)/de,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=den,*)ihsou=s,to\n,ὁ,article,*naqanah\l,,,e)rxo/menon,ἔρχομαι,verb,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,kai\,καί,conjunction,le/gei,λέγω,verb,peri\,περί,preposition,au)tou=,αὐτός,pronoun,*)/ide,εἶδον,verb,a)lhqw=s,ἀληθής,adjective,*)israhlei/ths,,,e)n,ἐν,preposition,w(=|,ὅς,pronoun,do/los,δόλος,noun,εἶδον,verb,Ἰησοῦς,proper,ou)k,οὐ,adverb,e)/stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/gei,au)tw=|,*naqanah/l,,,*po/qen,πόθεν,adverb,me,ἐγώ,pronoun,ginw/skeis,γιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pekri/qh,*)ihsou=s,kai\,καί,conjunction,ei)=pen,εἶπον,verb,au)tw=|,αὐτός,pronoun,*pro\,πρό,preposition,tou=,ὁ,article,se,σύ,pronoun,*fi/lippon,Φίλιππος,proper,fwnh=sai,φωνέω,verb,o)/nta,εἰμί,verb,u(po\,ὑπό,preposition,th\n,ὁ,article,sukh=n,συκῆ,noun,ei)=do/n,εἶδον,verb,se,σύ,pronoun,,,,ἀποκρίνω,verb,Ἰησοῦς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pekri/qh,au)tw=|,*naqanah/l,,,*(rabbei/,,,su\,σύ,pronoun,ei)=,εἶμι,verb,o(,ὁ,article,ui(o\s,υἱός,noun,tou=,ὁ,article,qeou=,θεός,noun,su\,σύ,pronoun,basileu\s,βασιλεύς,noun,ei)=,εἶμι,verb,tou=,ὁ,article,*)israh/l,,,,,,,,,ἀποκρίνω,verb,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pekri/qh,*)ihsou=s,kai\,καί,conjunction,ei)=pen,εἶπον,verb,au)tw=|,αὐτός,pronoun,*(/oti,ὅστις,pronoun,ei)=po/n,εἶπον,verb,soi,σύ,pronoun,o(/ti,ὅστις,pronoun,ei)=do/n,εἶδον,verb,se,σύ,pronoun,u(poka/tw,ὑποκάτω,adverb,th=s,ὁ,article,sukh=s,συκῆ,noun,pisteu/eis,πιστεύω,verb,,,,,,,ἀποκρίνω,verb,Ἰησοῦς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mei/zw,tou/twn,o)/yh|,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέγας,adverb,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
