word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/9/lemma/@_entry,word/9/lemma/@_POS,word/45/lemma/@_entry,word/45/lemma/@_POS,word/57/lemma/@_entry,word/57/lemma/@_POS,word/67/lemma/@_entry,word/67/lemma/@_POS,word/73/lemma/@_entry,word/73/lemma/@_POS,word/97/lemma/@_entry,word/97/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS
kai\,καί,conjunction,w(=de,ὧδε,adverb,*miqrida/ths,Μιθριδάτης,proper,e)s,εἰς,preposition,*nikomh/dhn,Νικομήδης,proper,e)/pracen,πράσσω,verb,o(\n,ὅς,pronoun,u(mei=s,w)=,ὦ,interjection,*(rwmai=oi,*biqunw=n,,,e)sth/sasqe,ἵστημι,verb,basileu/ein,βασιλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,kai\,καί,conjunction,dh=lo/n,δῆλος,adjective,e)stin,εἰμί,verb,ou)k,οὐ,adverb,e)s,εἰς,preposition,h(ma=s,ἐγώ,pronoun,ma=llon,h)\,ἠέ,conjunction,e)s,u(ma=s,σύ,pronoun,gegone/nai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μᾶλλον,adverb,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,d',δέ,particle,au)tw=|,αὐτός,pronoun,lo/gw|,λόγος,noun,kekeleuko/twn,κελεύω,verb,u(mw=n,σύ,pronoun,toi=s,ὁ,article,e)n,*)asi/a|,Ἄσιος,proper,basileu=si,th=s,ὁ,article,*eu)rw/phs,Εὐρώπη,proper,mhde\,μηδέ,particle,e)pibai/nein,ἐπιβαίνω,verb,ta\,ὁ,article,polla\,πολύς,adjective,*xerronh/sou,Χερρόνησος,proper,perie/spasen,περισπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,βασιλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta/de,ὅδε,pronoun,me\n,μέν,particle,e)/stw,εἰμί,verb,th=s,ὁ,article,e)s,εἰς,preposition,u(ma=s,σύ,pronoun,u(/brew/s,te,τε,particle,kai\,dusmenei/as,δυσμένεια,noun,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,a)peiqei/as,ἀπείθεια,noun,e)/rga,ἔργον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὕβρις,noun,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,paraskeuh\,παρασκευή,noun,de\,δέ,particle,o(/sh,ὅσος,adjective,kai\,καί,conjunction,pa=sa,πᾶς,adjective,e(/toimos,ἑτοῖμος,adjective,w(s,e)pi\,ἐπί,preposition,me/gan,dh\,δή,particle,kai\,καί,conjunction,e)gnwsme/non,γιγνώσκω,verb,po/lemon,πόλεμος,noun,h)/dh,ἤδη,adverb,tou=,ὁ,article,te,τε,particle,i)di/ou,ἴδιος,adjective,stratou=,στρατός,noun,kai\,καί,conjunction,summa/xwn,σύμμαχος,adjective,*qra|kw=n,Θράκιος,proper,kai\,καί,conjunction,*skuqw=n,Σκύθης,proper,o(/sa,ὅσος,adjective,te,τε,particle,a)/lla,ἄλλος,adjective,plhsi/on,πλησίος,adjective,e)/qnh,ἔθνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,de\,δέ,particle,to\n,ὁ,article,*)arme/nion,Ἀρμένιον,proper,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,e)pigami/a,ἐπιγαμία,noun,ge/gone,kai\,καί,conjunction,e)s,*ai)/gupton,Αἴγυπτος,proper,kai\,καί,conjunction,*suri/an,Σύριος,proper,peripe/mpei,περιέπειμι,verb,prosetairizo/menos,προσεταιρίζομαι,verb,tou\s,ὁ,article,basile/as,βασιλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γίγνομαι,verb,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,
nh=e/s,ναῦς,noun,te,τε,particle,ei)si\n,εἰμί,verb,au)tw=|,αὐτός,pronoun,kata/fraktoi,κατάφρακτος,adjective,triako/siai,τριακόσιοι,adjective,kai\,καί,conjunction,e(te/ras,prosaperga/zetai,προσαπεργάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi/,ἐπί,preposition,te,τε,particle,prw|re/as,πρῳρεύς,noun,kai\,καί,conjunction,kubernh/tas,κυβερνήτης,noun,e)s,εἰς,preposition,*foini/khn,Φοινίκη,proper,kai\,e)s,εἰς,preposition,*ai)/gupton,perie/pemyen,περιέπειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,Αἴγυπτος,proper,,,,,,,,,,,,,,,,,,,,,,,,,
a(/per,ὅς,pronoun,ou)k,οὐ,adverb,e)pi\,ἐπί,preposition,*nikomh/dei,Νικομήδης,proper,pou,πού,adverb,tosa/de,τοσόσδε,adjective,o)/nta,εἰμί,verb,a)ll',e)f',ἐπί,preposition,u(mi=n,w)=,ὦ,interjection,*(rwmai=oi,,,*miqrida/ths,Μιθριδάτης,proper,e)rga/zetai,ἐργάζομαι,verb,dusmenai/nwn,δυσμεναίνω,verb,me\n,μέν,particle,e)c,ἐκ,preposition,ou(=,ἕ,pronoun,*frugi/an,Φρύγιος,proper,au)to\n,αὐτός,pronoun,panou/rgws,πάνουργος,adjective,pria/menon,πρίαμαι,verb,kai\,καί,conjunction,deka/santa,δεκάω,verb,tw=n,ὁ,article,u(mete/rwn,ὑμέτερος,adjective,tina\,τις,pronoun,strathgw=n,στρατηγός,noun,a)poqe/sqai,ἀποτίθημι,verb,proseta/cate,προστάσσω,verb,th=s,ὁ,article,ou),οὐ,adverb,dikai/as,δίκαιος,adjective,kth/sews,κτῆσις,noun,katagno/ntes,καταγιγνώσκω,verb,xalepai/nwn,χαλεπαίνω,verb,d',δέ,particle,e)pi\,ἐπί,preposition,*kappadoki/a,Καππαδοκία,proper,dedome/nh|,δίδωμι,verb,kai\,καί,conjunction,th=|de,ὅδε,pronoun,pro\s,πρός,preposition,u(mw=n,σύ,pronoun,*)ariobarza/nh|,Ἀριοβαρζάνης,proper,dediw\s,d',δέ,particle,au)come/nous,αὐξάνω,verb,u(ma=s,σύ,pronoun,kai\,καί,conjunction,paraskeuazo/menos,παρασκευάζω,verb,e)n,ἐν,preposition,th=|,ὁ,article,kaq',κατά,preposition,h(ma=s,ἐγώ,pronoun,profa/sei,πρόφασις,noun,kai\,καί,conjunction,u(mi=n,ei),εἰ,conjunction,du/naito,δύναμαι,verb,e)piqe/sqai,ἐπιτίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,σύ,pronoun,δείδω,verb,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,
swfro/nwn,σώφρων,noun,d',δέ,particle,e)sti\,εἰμί,verb,mh\,μή,conjunction,perime/nein,περιμένω,verb,o(/te,ὅτε,conjunction,polemei=n,πολεμέω,verb,u(mi=n,o(mologh/sei,ὁμολογέω,verb,a)ll',e)s,εἰς,preposition,ta\,ὁ,article,e)/rga,ἔργον,noun,au)tou=,αὐτός,pronoun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,tou\s,ὁ,article,lo/gous,λόγος,noun,a)fora=n,ἀφοράω,verb,mhde\,μηδέ,particle,fili/as,φίλιος,adjective,o)/noma,ὄνομα,adjective,e)pi/plaston,ἐπίπλαστος,adjective,u(pokrinome/nw|,ὑποκρίνομαι,verb,tou\s,ὁ,article,a)lhqei=s,ἀληθής,adjective,kai\,καί,conjunction,bebai/ous,βέβαιος,adjective,e)kdou=nai,ἐκδίδωμι,verb,fi/lous,φῖλος,noun,mhde\,μηδέ,particle,th\n,ὁ,article,sfete/ran,σφέτερος,adjective,peri\,περί,preposition,th=s,ὁ,article,h(mete/ras,ἡμέτερος,adjective,basilei/as,βασιλεία,noun,kri/sin,κρίσις,adjective,u(peridei=n,ὑπερεῖδον,verb,a)kuroume/nhn,ἀκυρόω,verb,u(p',ὑπό,preposition,a)ndro\s,ἀνήρ,noun,o(moi/ws,ὅμοιος,adjective,h(mi=n,ἐγώ,pronoun,te,τε,particle,kai\,u(mi=n,σύ,pronoun,e)xqrou=,ἐχθρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,ἀλλά,adverb,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,
w(=de,ὧδε,adverb,me\n,μέν,particle,kai\,καί,conjunction,oi(,ὁ,article,*nikomh/dous,Νικομήδης,proper,e)/lecan,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pelqw\n,ἐπέρχομαι,verb,de\,δέ,particle,au)=qis,αὖθις,adverb,o(,ὁ,article,*pelopi/das,Πελοπίδης,proper,e)s,εἰς,preposition,to\,ὁ,article,tw=n,*(rwmai/wn,,,sune/drion,peri\,περί,preposition,me\n,μέν,particle,tw=n,ὁ,article,pa/lai,πάλαι,adverb,gegono/twn,γίγνομαι,verb,ei)/,εἰ,conjunction,ti,τις,pronoun,*nikomh/dhs,Νικομήδης,proper,e)pime/mfoito,ἐπιμέμφομαι,verb,dika/sai,δικάζω,verb,*(rwmai/ous,,,h)ci/ou,ἀξιόω,verb,ta\,ὁ,article,de\,δέ,particle,nu=ne)n,,,o)/yei,ὁράω,verb,ga\r,γάρ,particle,u(mw=n,σύ,pronoun,ge/gone,γίγνομαι,verb,th=s,ὁ,article,te,τε,particle,gh=s,γῆ,noun,th=s,ὁ,article,*miqrida/tou,Μιθριδάτης,proper,dh|oume/nhs,δηιόω,verb,kai\,καί,conjunction,th=s,ὁ,article,qala/tths,θάλασσα,noun,a)pokekleisme/nhs,ἀποκλείω,verb,kai\,καί,conjunction,lei/as,λεία,noun,tosh=sde,τοσόσδε,adjective,e)launome/nhs',ἐλαύνω,verb,ou),οὐ,adverb,lo/gwn,λόγος,noun,e)/fh,xrh/|zein,χρῄζω,verb,ou)de\,οὐδέ,particle,kri/sews,κρίσις,adjective,a)ll',ἀλλά,adverb,au)=qis,αὖθις,adverb,u(ma=s,σύ,pronoun,parakalou=men,παρακαλέω,verb,h)\,ἠέ,conjunction,kwlu/ein,κωλύω,verb,ta\,ὁ,article,gigno/mena,γίγνομαι,verb,h)\,*miqrida/th|,Μιθριδάτης,proper,summaxei=n,συμμαχέω,verb,a)dikoume/nw|,ἀδικέω,verb,h)\,ἠέ,conjunction,teleutai=on,τελευταῖος,adjective,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*(rwmai=oi,,,mhde\,μηδέ,particle,kwlu/ein,a)muno/menon,ἀμύνω,verb,a)ll',ἀλλά,adverb,a)mfoi=n,ἄμφω,noun,e)ksth=nai,ἐξίστημι,verb,tou=,ὁ,article,po/nou=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,συνέδριον,noun,φημί,verb,ἠέ,conjunction,κωλύω,verb,πονέομαι,verb,,,,,,,,,,,,,,,,,
tosau=ta,τοσοῦτος,adjective,tou=,ὁ,article,*pelopi/dou,Πελοπίδης,proper,palillogh/santos,παλιλλογέω,verb,e)/gnwsto,γιγνώσκω,verb,me\n,μέν,particle,e)k,ἐκ,preposition,pollou=,toi=s,ὁ,article,*(rwmai/wn,strathgoi=s,στρατηγός,noun,e)pikourei=n,ἐπεπικουρέω,verb,*nikomh/dei,Νικομήδης,proper,kai\,καί,conjunction,e)s,εἰς,preposition,u(po/krisin,ὑπόκρισις,noun,th=s,ὁ,article,a)ntilogi/as,ἀντιλογία,noun,h)krow=nto,ἀκροάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,ei)rhme/na,ἐρῶ,verb,o(/mws,ὅμως,conjunction,u(po\,ὑπό,preposition,tou=,ὁ,article,*pelopi/dou,Πελοπίδης,proper,kai\,th\n,ὁ,article,tou=,*miqrida/tou,Μιθριδάτης,proper,fili/an,φιλία,noun,e)nsu/nqhkon,ἐνσύνθηκος,adjective,e)/ti,ἔτι,adverb,ou)=san,εἰμί,verb,ai)dou/menoi,αἰδέομαι,verb,h)po/roun,ἀπορέω,verb,a)pokri/sews,ἀπόκρισις,noun,e)pi\,ἐπί,preposition,polu/,πολύς,adjective,me/xri,μέχρι,preposition,e)pisth/santes,ἐφίστημι,verb,meta\,μετά,preposition,sofi/as,σοφία,noun,w(=de,ὧδε,adverb,a)pekri/nanto,ἀποκρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,*miqrida/thn,Μιθριδάτης,proper,a)/n,ἄν,particle,ti,τις,pronoun,bouloi/meqa,βούλομαι,verb,pa/sxein,πάσχω,verb,a)/xari,ἄχαρις,noun,pro\s,*nikomh/dous,Νικομήδης,proper,ou)/te,*nikomh/dous,Νικομήδης,proper,a)neco/meqa,ἀνέχω,verb,polemoume/nou,πολεμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρός,preposition,οὔτε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,h(gou/meqa,ἁγέομαι,verb,*(rwmai/ois,,,sumfe/rein,συμφέρω,verb,bla/ptesqai,βλάπτω,verb,*nikomh/dh,Νικομήδης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,d',δέ,particle,ei)po/ntes,εἶπον,verb,to\n,ὁ,article,*pelopi/dan,Πελοπίδης,proper,boulo/menon,βούλομαι,verb,diele/gxein,διελέγχω,verb,th=s,a)pokri/sews,ἀπόκρισις,noun,th\n,a)pori/an,ἀπορία,noun,a)pe/pemyan,ἀποπέμπω,verb,e)k,ἐκ,preposition,tou=,ὁ,article,sunedri/ou,συνέδριον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,
