word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/52/@_form,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS
nu=n,νῦν,adverb,ou)=n,οὖν,particle,ti/n',τίς,pronoun,e)lpi/d',ἐλπίς,noun,h)\,ἠέ,conjunction,pe/don,πέδον,noun,swthri/as,σωτηρία,noun,e)ceumari/zh|,,,pre/sbu,πρέσβυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,se\,σύ,pronoun,ga\r,γάρ,particle,ble/pw,βλέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ou)/te,οὔτε,adverb,gai/as,γαῖα,noun,o(/ri',ὅριον,noun,a)\n,ἄν,particle,e)kbai=men,ἐκβαίνω,verb,la/qra|,λάθρῃ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulakai\,φυλακή,noun,ga\r,γάρ,particle,h(mw=n,ἐγώ,pronoun,krei/ssones,κρείσσων,verb,kat',κατά,preposition,e)co/dous,ἔξοδος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/t',οὔτε,adverb,e)n,ἐν,preposition,fi/loisin,φίλος,adjective,e)lpi/des,ἐλπίς,noun,swthri/as,σωτηρία,noun,e)/t',ἔτι,adverb,ei)si\n,εἰμί,verb,h(mi=n,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/ntin',ὅστις,pronoun,ou)=n,οὖν,particle,gnw/mhn,γνώμη,noun,e)/xeis,ἔχω,verb,le/g',λέγω,verb,e)s,εἰς,preposition,to\,ὁ,article,koino/n,κοινός,adjective,mh\,μή,conjunction,qanei=n,θνήσκω,verb,e(/toimon,ἑτοῖμος,adjective,h)=|,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,qu/gater,θυγάτηρ,adjective,ou)/toi,οὔτοι,adverb,r(a/|dion,ῥᾴδιος,adjective,ta\,ὁ,article,toia/de,τοιόσδε,adjective,fau/lws,φαῦλος,adjective,parainei=n,παραινέω,verb,spouda/sant',σπουδάζω,verb,a)/neu,ἄνευ,preposition,po/nou,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xro/non,χρόνος,noun,de\,δέ,particle,mhku/nwmen,μηκύνω,verb,o)/ntes,εἰμί,verb,a)sqenei=s,ἀσθενής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lu/phs,λύπη,noun,ti,τις,pronoun,prosdei=s,προσδέομαι,verb,h)\,ἠέ,conjunction,filei=s,φιλέω,verb,ou(/tw,οὕτως,adverb,fa/os,φάος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=|de,ὅδε,pronoun,xai/rw,χαίρω,verb,kai\,καί,conjunction,filw=,φιλέω,verb,ta\s,ὁ,article,e)lpi/das,ἐλπίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dokei=n,δοκέω,verb,de\,δέ,particle,ta)do/kht',ἀδόκητος,adjective,ou),οὐ,adverb,xrh/,χρή,verb,ge/ron,γέρων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,tai=s,ὁ,article,a)nabolai=s,ἀναβολή,noun,tw=n,ὁ,article,kakw=n,κακός,adjective,e)/nest',ἔνειμι,verb,a)/kh,ἄκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,e)n,ἐν,preposition,me/sw|,μέσος,adjective,me,ἐγώ,pronoun,lupro\s,λυπρός,adjective,w)\n,εἰμί,verb,da/knei,δάκνω,verb,xro/nos,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/t',ἔτι,adverb,a)\n,ἄν,particle,ge/noit',γίγνομαι,verb,w)=,ὦ,interjection,qu/gater,θυγάτηρ,adjective,ou)/rios,ὄρος,adjective,dro/mos,δρόμος,noun,e)k,ἐκ,preposition,tw=n,ὁ,article,paro/ntwn,πάρειμι,verb,tw=nd',ὅδε,pronoun,e)moi\,ἐγώ,pronoun,kai\,καί,conjunction,soi\,σύ,pronoun,kakw=n,κακός,adjective,e)/lqoi,ἔρχομαι,verb,t',τε,particle,e)/t',ἔτι,adverb,a)\n,ἄν,particle,pai=s,πᾶς,adjective,ou(mo/s,ἐμός,adjective,eu)nh/twr,εὐνήτωρ,noun,de\,δέ,particle,so/s,σός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,h(su/xaze,ἡσυχάζω,verb,kai\,καί,conjunction,dakrurro/ous,δακρύρροος,adjective,te/knwn,τέκνον,noun,phga\s,πηγάς,noun,a)fai/rei,ἀφαιρέω,verb,kai\,καί,conjunction,pareukh/lei,παραπαρευκηλέω,verb,lo/gois,λόγος,noun,kle/ptousa,κλέπτω,verb,mu/qois,μῦθος,noun,a)qli/ous,ἄθλιος,adjective,klopa\s,κλοπή,noun,o(/mws,ὅμως,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka/mnousi,κάμνω,verb,ga/r,γάρ,particle,toi,σύ,pronoun,kai\,καί,conjunction,brotw=n,βροτός,noun,ai(,ὁ,article,sumforai/,συμφορά,noun,kai\,καί,conjunction,pneu/mat',πνεῦμα,noun,a)ne/mwn,ἄνεμος,noun,ou)k,οὐ,adverb,a)ei\,ἀεί,adverb,r(w/mhn,ῥώμη,noun,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(/,ἕ,pronoun,t',τε,particle,eu)tuxou=ntes,εὐτυχέω,verb,dia\,διά,preposition,te/lous,τέλος,noun,ou)k,οὐ,adverb,eu)tuxei=s,εὐτυχής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ci/statai,ἐξίστημι,verb,ga\r,γάρ,particle,pa/nt',πᾶς,adjective,a)p',ἀπό,preposition,a)llh/lwn,ἀλλήλων,pronoun,di/xa,δίχα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,d',δέ,particle,a)nh\r,ἀνήρ,noun,a)/ristos,ἄριστος,adjective,o(/stis,ὅστις,pronoun,e)lpi/si,ἐλπίς,noun,pe/poiqen,πείθω,verb,ai)ei/,ἀεί,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,d',δέ,particle,a)porei=n,ἀφοράω,verb,a)ndro\s,ἀνήρ,noun,kakou=,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(pw/rofa,ὑπώροφος,adjective,me/laqra,μέλαθρον,noun,kai\,καί,conjunction,geraia\,γεραιός,adjective,de/mni',δέμνιον,noun,a)mfi\,ἀμφί,preposition,ba/ktrois,βάκτρον,noun,e)/reisma,ἔρεισμα,noun,qe/menos,τίθημι,verb,e)sta/lhn,σταλάω,verb,i)hle/mwn,ἰάλεμος,noun,go/wn,γόος,noun,a)oi,,,do\s,δίδωμι,verb,w(/ste,ὥστε,conjunction,polio\s,πολιός,adjective,o)/rnis,ὄρνις,noun,e)/pea,ἔπος,adjective,mo/non,μόνος,adjective,kai\,καί,conjunction,do/kh,,,ma,,,nukterwpo\n,νυκτερωπός,adjective,e)nnu/xwn,ἔννυχος,adverb,o)nei/rwn,ὄνειρος,noun,tromera\,τρομερός,adjective,me/n,μέν,particle,a)ll',ἀλλά,adverb,o(/mws,ὅμως,conjunction,pro/qum',πρόθυμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,te/kea,τέκος,noun,te/kea,τέκος,noun,patro\s,πατήρ,noun,a)pa/tor',ἀπάτωρ,noun,w)=,ὦ,interjection,geraie\,γεραιός,adjective,su/,σύ,pronoun,te,τε,particle,ta/laina,τάλας,adjective,ma=,μᾶ,noun,ter,,,a(\,ὅς,pronoun,to\n,ὁ,article,*)ai/da,Ἅιδης,proper,do/mois,δόμος,noun,po/sin,πόσις,noun,a)nastena/zeis,ἀναστενάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,proka/mhte,προκάμνω,verb,po/da,πούς,noun,baru/,βαρύς,adjective,te,τε,particle,kw=lon,κῶλον,noun,w(/ste,ὥστε,conjunction,pro\s,πρός,preposition,petrai=on,πετραῖος,adjective,le/pas,λέπας,noun,zughfo/ron,ζυγηφόρος,adjective,pw=lon,πῶλος,noun,a)ne/ntes,ἀνίημι,verb,w(s,ὡς,conjunction,ba/ros,βάρος,noun,fe/ron,φέρω,verb,troxhla/toio,τροχήλατος,adjective,pw/lou,πώλης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labou=,λαμβάνω,verb,xerw=n,χείρ,noun,kai\,καί,conjunction,pe/plwn,πέπλος,noun,o(/tou,ὅστις,pronoun,le/loipe,λείπω,verb,podo\s,πούς,noun,a)mauro\n,ἀμαυρός,adjective,i)/xnos,ἴχνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ge/rwn,γέρων,noun,ge/ronta,γέρων,noun,parako/miz',παρακομίζω,verb,w(=|,ὅς,pronoun,cu/nopla,σύνοπλος,adjective,do/rata,δόρυ,noun,ne/a,ναῦς,noun,ne/w|,νέος,adjective,to\,ὁ,article,pa/ros,πάρος,preposition,e)n,ἐν,preposition,h(li/kwn,ἧλιξ,noun,po/nois,πόνος,noun,cunh=n,σύνειμι,verb,pot',ποτέ,particle,eu)kleesta/tas,εὐκλεής,adverb,patri/dos,πατρίς,adjective,ou)k,οὐ,adverb,o)nei/dh,ὄνειδος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/dete,εἶδον,verb,pate/ros,πατήρ,noun,w(s,ὡς,conjunction,gor,,,gw=pes,,,ai(/de,ὅδε,pronoun,prosferei=s,προσφερής,adverb,o)mma/twn,ὄμμα,noun,au)gai/,αὐγή,noun,to\,ὁ,article,de\,δέ,particle,kakotuxe\s,κακοτυχής,adverb,ou),οὐ,adverb,le/loipen,λείπω,verb,e)k,ἐκ,preposition,te/knwn,τέκνον,noun,ou)d',οὐδέ,particle,a)poi/xetai,ἀποίχομαι,verb,xa/ris,χάρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(ella\s,Ἑλλάς,proper,w)=,ὦ,interjection,cumma/xous,σύμμαχος,adjective,oi(/ous,οἷος,adjective,oi(/ous,οἷος,adjective,o)le/sa,,,sa,,,tou/sd',ὅδε,pronoun,a)posterh/sh|,ἀποστερέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ei)sorw=,εἰσοράω,verb,ga\r,γάρ,particle,th=sde,ὅδε,pronoun,koi/ranon,κοίρανος,noun,xqono\s,χθών,noun,*lu/kon,Λύκος,proper,perw=nta,περάω,verb,tw=nde,ὅδε,pronoun,dwma/twn,δῶμα,noun,pe/las,πέλας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,*(hra/kleion,Ἡράκλειος,proper,pate/ra,πατήρ,noun,kai\,καί,conjunction,cuna/oron,συνάορος,adjective,ei),εἰ,conjunction,xrh/,χρή,verb,m',ἐγώ,pronoun,e)rwtw=,ἐρωτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh\,χρή,verb,d',δέ,particle,e)pei/,ἐπεί,conjunction,ge,γε,particle,despo/ths,δεσπότης,adjective,u(mw=n,σύ,pronoun,kaqe/sthx',καθίστημι,verb,i(storei=n,ἱστορέω,verb,a(\,ὅς,pronoun,bou/lomai,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/n',τίς,pronoun,e)s,εἰς,preposition,xro/non,χρόνος,noun,zhtei=te,ζητέω,verb,mhku=nai,μηκύνω,verb,bi/on,βίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/n',τίς,pronoun,e)lpi/d',ἐλπίς,noun,a)lkh/n,ἀλκή,noun,t',τε,particle,ei)sora=te,εἰσοράω,verb,mh\,μή,conjunction,qanei=n,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,to\n,ὁ,article,par',παρά,preposition,*(/aidh|,Ἅιδης,proper,pate/ra,πατήρ,noun,tw=nde,ὅδε,pronoun,kei/menon,κεῖμαι,verb,pisteu/eq',πιστεύω,verb,h(/cein,ἥκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,u(pe\r,ὑπέρ,preposition,th\n,ὁ,article,a)ci/an,ἀξία,noun,to\,ὁ,article,pe/nqos,πένθος,noun,ai)/resq',αἴρω,verb,ei),εἰ,conjunction,qanei=n,θνήσκω,verb,u(ma=s,σύ,pronoun,xrew/n,χρεών,noun,su\,σύ,pronoun,me\n,μέν,particle,kaq',κατά,preposition,*(ella/d',Ἑλλάς,proper,e)kbalw\n,ἐκβάλλω,verb,ko/mpous,κόμπος,noun,kenou/s,κενός,adjective,w(s,ὡς,conjunction,su/ggamo/s,σύγγαμος,adjective,soi,σύ,pronoun,*zeu\s,Ζεύς,proper,te/knou,τέκνον,noun,te,τε,particle,koinew/n,κοινεών,noun,su\,σύ,pronoun,d',δέ,particle,w(s,ὡς,conjunction,a)ri/stou,ἄριστος,adjective,fwto\s,φάος,adjective,e)klh/qhs,καλέω,verb,da/mar,δάμαρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dh\,δή,particle,to\,ὁ,article,semno\n,σεμνός,adjective,sw=|,σός,adjective,katei/rgastai,κατεργάζομαι,verb,po/sei,πόσις,noun,u(/dran,ὕδρα,noun,e(/leion,ἕλειος,adjective,ei),εἰ,conjunction,diw/lese,διόλλυμι,verb,ktanw\n,κτείνω,verb,h)\,ἠέ,conjunction,to\n,ὁ,article,*ne/meion,Νέμειον,proper,qh=ra,θήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\n,ὅς,pronoun,e)n,ἐν,preposition,bro/xois,βρόχος,noun,e(lw\n,αἱρέω,verb,braxi/ono/s,βραχίων,adjective,fhs',φημί,verb,a)gxo/naisin,ἀγχόνη,noun,e)celei=n,ἐξαιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=sd',ὅδε,pronoun,e)cagwni/zesqe,ἐξαίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=nd',ὅδε,pronoun,a)/r',ἄρα,particle,ou(/neka,οὕνεκα,conjunction,tou\s,ὁ,article,*(hraklei/ous,Ἡράκλειος,proper,pai=das,παῖς,adjective,ou),οὐ,adverb,qnh/|skein,θνήσκω,verb,xrew/n,χρεών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\s,ὅς,pronoun,e)/sxe,ἔχω,verb,do/can,δόξα,noun,ou)de\n,οὐδείς,pronoun,w)\n,εἰμί,verb,eu)yuxi/as,εὐψυχία,noun,qhrw=n,θήρ,noun,e)n,ἐν,preposition,ai)xmh=|,αἰχμή,noun,ta)/lla,ἄλλος,adjective,d',δέ,particle,ou)de\n,οὐδείς,pronoun,a)/lkimos,ἄλκιμος,adjective,o(\s,ὅς,pronoun,ou)/pot',οὔποτε,adverb,a)spi/d',ἀσπίς,noun,e)/sxe,ἔχω,verb,pro\s,πρός,preposition,laia=|,λαιός,noun,xeri\,χείρ,noun,ou)d',οὐδέ,particle,h)=lqe,ἔρχομαι,verb,lo/gxhs,λόγχη,noun,e)ggu/s,ἐγγύς,adverb,a)lla\,ἀλλά,adverb,to/c',τόξον,noun,e)/xwn,ἔχω,verb,ka/kiston,κακός,adjective,o(/plon,ὅπλον,noun,th=|,ὁ,article,fugh=|,φυγή,noun,pro/xeiros,πρόχειρος,adjective,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
