word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS
a)ll),ἀλλά,adverb,ou),οὐ,adverb,ga\r,γάρ,particle,a)/cion,ἄξιος,adjective,makro/teron,μακρός,adjective,ei)s,εἰς,preposition,ou)de\n,οὐδείς,pronoun,de/on,δέω,verb,a)parta=n,ἀπαρτάω,verb,to\n,ὁ,article,lo/gon,λόγος,noun,kai\,καί,conjunction,a)poplana=sqai,ἀποπλανάω,verb,th=s,ὁ,article,u(poqe/sews,ὑπόθεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)panabw=men,ἐπαναβαίνω,verb,ou)=n,οὖν,particle,au)=qis,αὖθις,adverb,ei)s,εἰς,preposition,i)/xnos,ἴχνος,noun,kai\,καί,conjunction,o(/qen,ὅθεν,adverb,e)ce/bhn,ἐκβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)epeidh\,ἐπεί,conjunction,ga\r,γάρ,particle,oi(,ὁ,article,*parquai=oi,,,kosmhqe/ntes,κοσμέω,verb,o(/plois,ὅπλον,noun,au)toi/,αὐτός,pronoun,te,τε,particle,kai\,καί,conjunction,i(/ppoi,ἵππος,noun,cu\n,σύν,preposition,toi=s,ὁ,article,*)indikoi=s,Ἰνδικός,adjective,qhri/ois,θηρίον,noun,prosh=gon,προσάγω,verb,tw=|,ὁ,article,tei/xei,τεῖχος,noun,lamproi\,λαμπρός,adjective,tai=s,ὁ,article,e)lpi/sin,ἐλπίς,noun,w(s,ὡς,conjunction,au)ti/ka,αὐτίκα,adverb,ma/la,μάλα,adverb,a)narpaso/menoi,ἀναρπάζω,verb,kai\,καί,conjunction,e)de/doto/,δίδωμι,verb,sfin,tou=,ὁ,article,pro/sw,πρόσω,adverb,xwrei=n,χωρέω,verb,to\,ὁ,article,shmei=on,σημεῖον,noun,w)qou=nto,ὀθέω,verb,cu/mpantes,σύμπας,adjective,au)to/s,αὐτός,pronoun,tis,τις,pronoun,e)qe/lwn,ἐθέλω,verb,prw=tos,πρότερος,adjective,e)sale/sqai,εἰσάλλομαι,verb,to\,ὁ,article,tei=xos,τεῖχος,noun,kai\,καί,conjunction,oi)/xesqai,οἴχομαι,verb,fe/rwn,φέρω,verb,σφεῖς,pronoun,to\,ὁ,article,e)p),ἐπί,preposition,au)tw=|,αὐτός,pronoun,kle/os,κλέος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=nai/,εἰμί,verb,te,τε,particle,ou)de\n,οὐδείς,pronoun,e)to/pazon,τοπάζω,verb,de/os,δέος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,u(pomenei=n,ὑπομένω,verb,sfw=n,σφεῖς,pronoun,th\n,ὁ,article,o(rmh\n,ὁρμή,noun,tou\s,ὁ,article,e)/ndon,ἔνδον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*parquai/ois,,,me\n,μέν,particle,tosou=ton,τοσοῦτος,adjective,perih=n,περίειμι,verb,e)lpi/dos,ἐλπίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,puknh/n,πυκνός,adjective,te,τε,particle,ei)=xon,ἔχω,verb,th\n,ὁ,article,fa/lagga,φάλαγξ,noun,kata\,κατά,preposition,to\,ὁ,article,dierrhgme/non,διαρρήγνυμι,verb,tou=,ὁ,article,tei/xous,τεῖχος,noun,kai\,καί,conjunction,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,sunestw=tos,συνίστημι,verb,o(po/son,ὁπόσος,adjective,h)=n,εἰμί,verb,a)xrei=on,ἀχρεῖος,adjective,plh=qos,πλῆθος,noun,e)n,ἐν,preposition,th=|,ὁ,article,po/lei,πόλις,adjective,kate/sthsan,καθίστημι,verb,a)nami/cantes,ἀναμίγνυμι,verb,tw=n,ὁ,article,stratiwtw=n,ou)k,οὐ,adverb,e)la/ttw,ἐλάσσων,adjective,moi=ran,μοῖρα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,στρατιώτης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,oi(,ὁ,article,pole/mioi,πολέμιος,adjective,prosh/launon,προσελαύνω,verb,kai\,καί,conjunction,ou)de\n,οὐδείς,pronoun,e)p),ἐπί,preposition,au)tou\s,αὐτός,pronoun,e)k,ἐκ,preposition,tou=,ὁ,article,tei/xous,τεῖχος,noun,a)fi/eto,ἀφίημι,verb,be/los,βέλος,noun,bebaiote/ran,βέβαιος,adjective,ei)=xon,ἔχω,verb,th\n,ὁ,article,e)lpi/da,ἐλπίς,noun,tou=,ὁ,article,kat),κατά,preposition,a)/kras,ἄκρος,adjective,ai(rh/sein,αἱρέω,verb,th\n,ὁ,article,po/lin,πόλις,adjective,kai\,καί,conjunction,tou\s,ὁ,article,i(/ppous,e)/paion,παίω,verb,ma/stici,μάστιξ,noun,kai\,καί,conjunction,h(/|masson,αἱμάσσω,verb,ta\s,ὁ,article,pleura\s,πλευρά,noun,toi=s,ὁ,article,ke/ntrois,κέντρον,noun,e(/ws,ἕως,conjunction,e)poih/santo,ποιέω,verb,sfw=n,σφεῖς,pronoun,kata\,κατά,preposition,nw/tou,νῶτον,noun,ta\,ὁ,article,xw/mata,χῶμα,noun,,,,,,,ἵππος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pepoi/hto,ποιέω,verb,de\,δέ,particle,u(p),ὑπό,preposition,au)tw=n,αὐτός,pronoun,e)kei=na,ἐκεῖνος,pronoun,pro/teron,πρότερος,adjective,pro\s,πρός,preposition,to\,ὁ,article,e)pe/xein,ἐπέχω,verb,tou=,ὁ,article,*mugdoni/ou,,,ta\s,ὁ,article,e)kroa/s,ἐκροή,noun,i)lu/s,ἰλύς,adjective,te,τε,particle,h)=n,εἰμί,verb,peri\,περί,preposition,to\,ὁ,article,xwri/on,χωρίον,noun,eu)=,εὖ,adverb,ma/la,μάλα,adverb,baqei=a,βαθύς,adjective,ou)de\,οὐδέ,particle,au)tou=,αὐτός,pronoun,pantelw=s,παντελής,adverb,o)/ntos,εἰμί,verb,u(po\,th=s,ὁ,article,u(/lhs,ὕλη,noun,kai\,καί,conjunction,dia\,διά,preposition,to\,ὁ,article,pi/eiran,πίειρα,adjective,ei)=nai,εἰμί,verb,th\n,ὁ,article,gh=n,γῆ,noun,kai\,καί,conjunction,ste/gein,στέγω,verb,du/nasqai,δύναμαι,verb,fu/sei,φύσις,noun,ta\s,ὁ,article,liba/das,λιβάς,noun,,,,,,,ὑπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,de\,δέ,particle,e)ntau=qa,ἐνταῦθα,adverb,kai\,καί,conjunction,palaio\n,παλαιός,adjective,e)/ruma,ἔρυμα,noun,th=|,ὁ,article,po/lei,πόλις,adjective,ta/fros,τάφρος,noun,eu)rei=a,εὐρύς,adjective,kai\,καί,conjunction,e)n,ἐν,preposition,au)th=|,αὐτός,pronoun,baqu/teron,βαθύς,adjective,suneisth/kei,συνίστημι,verb,te/lma,τέλμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(ptome/nwn,ἅπτω,verb,de\,δέ,particle,h)/dh,ἤδη,adverb,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,kai\,καί,conjunction,tau/ths,οὗτος,pronoun,kai\,καί,conjunction,diabai/nein,διαβαίνω,verb,peirwme/nwn,πειράω,verb,e)pech=|san,ἐπέξειμι,verb,polloi\,πολύς,adjective,me\n,μέν,particle,e)/ndoqen,ἔνδοθεν,adverb,polloi\,πολύς,adjective,de\,δέ,particle,a)po\,ἀπό,preposition,tw=n,ὁ,article,teixw=n,τεῖχος,noun,e)/ballon,βάλλω,verb,toi=s,ὁ,article,li/qois,λίθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,au)tw=n,αὐτός,pronoun,me\n,μέν,particle,polu\s,πολύς,adjective,e)ge/neto,γίγνομαι,verb,fo/nos,φόνος,noun,fugh=|,φυγή,noun,de\,δέ,particle,e)/trepon,τρέπω,verb,tou\s,ὁ,article,i(/ppous,ἵππος,noun,cu/mpantes,σύμπας,adjective,tw=|,ὁ,article,mo/non,μόνος,adjective,e)qe/lein,ἐθέλω,verb,kai\,καί,conjunction,dhlou=n,δηλόω,verb,th\n,ὁ,article,gnw/mhn,γνώμη,noun,dia\,διά,preposition,tou=,ὁ,article,sxh/matos,σχῆμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ga\r,γάρ,particle,e)/pipton,πίπτω,verb,eu)qe/ws,εὐθύς,adverb,kai\,καί,conjunction,kate/feron,καταφέρω,verb,tou\s,ὁ,article,i(ppe/as,ἱππεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barei=s,βαρύς,adjective,de\,δέ,particle,o)/ntes,εἰμί,verb,toi=s,ὁ,article,o(/plois,ὅπλον,noun,ma=llon,μᾶλλον,adverb,e)nei/xonto,ἐνέχω,verb,tw=|,ὁ,article,te/lmati,τέλμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,au)tw=n,αὐτός,pronoun,e)ntau=qa,ἐνταῦθα,adverb,gi/netai,γίγνομαι,verb,fo/nos,φόνος,noun,o(/sos,ὅσος,adjective,ou)/pw,οὔπω,adverb,pro/sqen,πρόσθεν,adverb,e)n,ἐν,preposition,poliorki/a|,πολιορκία,noun,toiau/th|,τοιοῦτος,adjective,ge/gonen,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)epei\,ἐπεί,conjunction,de\,δέ,particle,ta\,ὁ,article,tw=n,ὁ,article,i(ppe/wn,ἱππεύς,noun,w(=de,ὧδε,adverb,e)pepra/gei,πράσσω,verb,tw=n,ὁ,article,e)lefa/ntwn,ἐλέφας,adjective,peirw=ntai,πειράω,verb,kataplh/cesqai,καταπλήσσω,verb,ma=llon,μᾶλλον,adverb,oi)o/menoi,οἴομαι,verb,tw=|,ὁ,article,ce/nw|,ξένος,noun,th=s,ὁ,article,ma/xhs,μάχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
