word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS
ei),εἰ,conjunction,kufoi\,κυφός,adjective,ta\,ὁ,article,a)/nwqen,ἄνωθεν,adverb,i)sxi/wn,ἴσχιον,noun,ge/nointo,γίγνομαι,verb,u(gihroi\,ὑγιηρός,adverb,me\n,μέν,particle,a)nauce/es,ἀναυξής,adjective,de\,δέ,particle,to\,ὁ,article,sw=ma,σῶμα,adjective,plh\n,πλήν,preposition,kefalh=s,κεφαλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=si,ὅς,pronoun,de\,δέ,particle,o)/pisqen,ὄπισθεν,adverb,shmei=a,σημεῖον,noun,e)/mprosqen,ἔμπροσθεν,adverb,laparw/teron,λαπαρός,adjective,o)/pisqen,ὄπισθεν,adverb,e)ce/xon,ἐξέχω,verb,pou\s,πούς,noun,o)rqo\s,ὀρθός,adjective,cugka/mptein,συγκάμπτω,verb,ou),οὐ,adverb,du/nantai,δύναμαι,verb,ei),εἰ,conjunction,mh\,met',μετά,preposition,o)du/nhs,ὀδύνη,noun,e)ktei/nein,ἐκτείνω,verb,h(/kista,ἥκιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/toisi,οὗτος,pronoun,ske/los,σκέλος,noun,braxu/teron,βραχύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,ou)d',οὐδέ,particle,e)ktanu/ein,ἐκτανύω,verb,du/nantai,δύναμαι,verb,kat',κατά,preposition,i)gnu/hn,ἰγνύα,noun,h)\,ἠέ,conjunction,kata\,κατά,preposition,boubw=na,βουβών,noun,h)\n,ἐάν,conjunction,mh\,μή,conjunction,pa/nu,πάνυ,adverb,ai)/rwsin,αἴρω,verb,ou)de\,οὐδέ,particle,cugka/mptein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,συγκάμπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(gei=tai,ἡγέομαι,verb,e)n,ἐν,preposition,toi=si,ὁ,article,plei/stoisi,πλεῖστος,adjective,to\,ὁ,article,a)/nw,ἄνω,adverb,a)/rqron,ἄρθρον,noun,to\,ὁ,article,prw=ton,πρότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koino\n,κοινός,adjective,tou=to,οὗτος,pronoun,a)/rqroisi,ἄρθρον,noun,neu/roisi,νεῦρον,noun,musi\n,μῦς,noun,e)nte/roisin,ἔντερον,noun,u(ste/rh|sin,ὑστέρα,noun,a)/lloisin,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau/th|,οὗτος,pronoun,tou=,ὁ,article,i)sxi/ou,ἴσχιον,noun,to\,ὁ,article,o)ste/on,ὀστέον,noun,katafere\s,καταφερής,adverb,e)s,εἰς,preposition,to\n,ὁ,article,glouto\n,γλουτός,noun,dia\,διά,preposition,tou=to,οὗτος,pronoun,braxu\,βραχύς,adjective,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,e)ktei/nein,ou),οὐ,adverb,du/nantai,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa/rkes,σάρξ,adjective,panto\s,πᾶς,adjective,tou=,ὁ,article,ske/leos,σκέλος,noun,e)n,ἐν,preposition,pa=si,πᾶς,adjective,minu/qousin,μινύθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)f',ἐπί,preposition,oi(=si,ὅς,pronoun,de\,δέ,particle,ma/lista,μάλιστα,adverb,kai\,καί,conjunction,oi(=,ἕ,pronoun,ei)/rhtai,ἔρομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,e)/rga,ἔργον,noun,ta\,ὁ,article,e(wutou=,ἑαυτοῦ,pronoun,e(/kaston,ἕκαστος,adjective,tou=,ὁ,article,sw/matos,σῶμα,adjective,e)rgazo/menon,ἐργάζομαι,verb,me\n,μέν,particle,i)sxu/ei,ἰσχύω,verb,a)rge/on,ἀργέω,verb,de\,δέ,particle,kakou=tai,κακόω,verb,plh\n,πλήν,preposition,ko/pou,puretou=,πυρετός,noun,flegmonh=s,φλεγμονή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,e)/cw,ἔξω,adverb,o(/ti,ὅστις,pronoun,e)s,εἰς,preposition,sa/rka,σάρξ,adjective,u(,,,i/kousan,,,braxu/teron,βραχύς,adjective,to\,ὁ,article,de\,δέ,particle,e)/sw,ἔσω,adjective,o(/ti,ὅστις,pronoun,e)p',ἐπί,preposition,o)ste/on,proe/xon,προέχω,verb,makro/teron,μακρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὀστέον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me\n,μέν,particle,ou)=n,οὖν,particle,hu)chme/noisi,αὐξάνω,verb,mh\,μή,conjunction,e)mpe/sh|,ἐμπίτνω,verb,e)pi\,ἐπί,preposition,boubw=si,βουβών,noun,kampu/loi,καμπύλος,adjective,o(doipore/ousi,ὁδοιπορέω,verb,kai\,καί,conjunction,h(,ὁ,article,e(te/rh,ἕτερος,adjective,i)gnu/h,ἰγνύα,noun,ka/mptetai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κάμπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sth/qesi,στῆθος,noun,mo/lis,μόλις,adverb,i(knei=tai,ἱκνέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xeiri\,χείρ,noun,to\,ὁ,article,ske/los,σκέλος,noun,katalamba/nei,καταλαμβάνω,verb,a)/neu,ἄνευ,preposition,cu/lou,ξύλον,adjective,h)\n,ἐάν,conjunction,e)qe/lwsin,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me\n,μέν,particle,ga\r,γάρ,particle,makro/teron,μακρός,adjective,h)=|,εἰμί,verb,ou),οὐ,adverb,bh/setai,βαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,bai/nh|,βαίνω,verb,braxu/,βραχύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*minu/qhsis,μινύθησις,noun,de\,δέ,particle,sarkw=n,σάρξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=si,ὅς,pronoun,po/noi,πόνος,noun,kai\,καί,conjunction,h(,ὁ,article,i)/cis,,,e)/mprosqen,ἔμπροσθεν,adverb,kai\,καί,conjunction,tw=|,ὁ,article,u(giei=,ὑγιής,adverb,kata\,κατά,preposition,lo/gon,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=si,ὅς,pronoun,de\,δέ,particle,e)k,ἐκ,preposition,geneh=s,γενεά,noun,h)\,ἠέ,conjunction,au)come/noisin,αὐξάνω,verb,h)\,ἠέ,conjunction,u(po\,ὑπό,preposition,nou/sou,νόσος,noun,e)no/shse,νοσέω,verb,kai\,καί,conjunction,e)/carqra,ἔξαρθρος,adjective,e)ge/netoe)n,,,ai(=s,ὅς,pronoun,ei)rh/setai),ou(=toi,οὗτος,pronoun,ma/lista,μάλιστα,adverb,kakou=ntai,κακόω,verb,dia\,διά,preposition,th\n,ὁ,article,tw=n,ὁ,article,neu/rwn,νεῦρον,noun,kai\,καί,conjunction,a)/rqrwn,ἀρθρόω,verb,a)rgi/hn,ἀργία,noun,,,,,,,,ἔρομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,go/nu,γόνυ,noun,dia\,διά,preposition,ta\,ὁ,article,ei)rhme/na,ἐρῶ,verb,cugkakou=ntai,συγκακέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cugkekamme/non,συγκάπτω,verb,ou(=toi,οὗτος,pronoun,e)/xontes,ἔχω,verb,o(doipore/ousin,ὁδοιπορέω,verb,e)pi\,ἐπί,preposition,cu/lou,ξύλον,adjective,e(no\s,εἷς,adjective,h)\,ἠέ,conjunction,du/o,δύο,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,u(gie\s,ὑγιής,adverb,eu)/sarkon,εὔσαρκος,adjective,dia\,διά,preposition,xrh=sin,χρῆσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=si,ὅς,pronoun,de\,δέ,particle,e)s,εἰς,preposition,tou)/mprosqen,ἔμπροσθεν,adverb,shmei=a,σημεῖον,noun,ta)nanti/a,ἐναντίος,adjective,o)/pisqen,ὄπισθεν,adverb,laparo\n,λαπαρός,adjective,e)/mprosqen,ἔμπροσθεν,adverb,e)ce/xon,ἐξέχω,verb,h(/kista,ἥκιστος,adjective,cugka/mptousin,συγκάμπτω,verb,ou(=toi,οὗτος,pronoun,to\,ὁ,article,ske/los,ma/lista,μάλιστα,adverb,de\,δέ,particle,e)ktei/nousin,ἐκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σκέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)rqo\s,ὀρθός,adjective,pou\s,πούς,noun,ske/los,σκέλος,noun,i)/son,ἴσος,adjective,pte/rna,πτέρνα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
braxei=,βραχύς,adjective,a)/krws,ἄκρος,adjective,a)ne/staltai,ἀναστέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,pone/ousi,πονέω,verb,ma/lista,μάλιστα,adverb,ou(=toi,οὗτος,pronoun,au)ti/ka,αὐτίκα,adverb,kai\,καί,conjunction,ou)=ron,οὖρον,noun,i)/sxetai,ἴσχω,verb,ma/lista,μάλιστα,adverb,e)n,ἐν,preposition,tou/toisi,οὗτος,pronoun,toi=sin,ὁ,article,e)carqrh/masin,ἐξάρθρημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,ga\r,γάρ,particle,to/noisin,τόνος,noun,e)/gkeitai,ἔγκειμαι,verb,toi=sin,τίς,pronoun,e)pikai/roisin,ἐπίκαιρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,e)/mprosqen,ἔμπροσθεν,adverb,katate/tatai,κατατείνω,verb,a)nauce/a,ἀναυξής,adjective,nosw/dea,νοσώδης,adverb,taxu/ghra,ταχύγηρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,o)/pisqen,ὄπισθεν,adverb,stolidw/deis,στολιδώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=sin,ὅς,pronoun,hu)chme/noisin,αὐξάνω,verb,o(doipore/ousin,ὁδοιπορέω,verb,o)rqoi\,ὀρθός,adjective,pte/rnh|,πτέρνα,noun,ma=llon,μᾶλλον,adverb,bai/nontes,βαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,h)du/nanto,δύναμαι,verb,me/ga,μέγας,adverb,probai/nein,προβαίνω,verb,ka)\n,κἀν,conjunction,pa/nu,πάνυ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/rousi,σύρω,verb,de/,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minu/qei,μινύθω,verb,de\,δέ,particle,h(/kista,ἥκιστος,adjective,tou/toisi,οὗτος,pronoun,de\,δέ,particle,h(,ὁ,article,xrh=sis,χρῆσις,noun,ai)ti/a,αἰτία,noun,ma/lista,μάλιστα,adverb,de\,δέ,particle,o)/pisqen,ὄπισθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,panto\s,πᾶς,adjective,tou=,ὁ,article,ske/leos,σκέλος,noun,o)rqo/teroi,ὀρθός,adjective,tou=,ὁ,article,metri/ou,μέτριος,adjective,cu/lou,ξύλον,adjective,de/ontai,δέομαι,verb,kata\,κατά,preposition,to\,ὁ,article,sinaro/n,σιναρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=si,ὅς,pronoun,de\,δέ,particle,e)k,ἐκ,preposition,geneh=s,γενεά,noun,h)\,ἠέ,conjunction,au)canome/noisi,αὐξάνω,verb,xrhstw=s,χρηστός,adjective,me\n,μέν,particle,e)pimelhqei=sin,ἐπιμελέομαι,verb,h(,ὁ,article,xrh=sis,χρῆσις,noun,w(/sper,ὥσπερ,adverb,toi=sin,τίς,pronoun,hu)chme/noisin,αὐξάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)melhqei=si,ἀμελέω,verb,de\,δέ,particle,braxu\,βραχύς,adjective,e)ktetame/non,ἐκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pwrou=tai,πωρόω,verb,ga\r,γάρ,particle,tou/toisi,οὗτος,pronoun,ma/lista,μάλιστα,adverb,e)s,εἰς,preposition,i)qu\,εὐθύς,adjective,ta\,ὁ,article,a)/rqra,ἄρθρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,tw=n,ὁ,article,o)ste/wn,ὀστέον,noun,meiw/sies,,,kai\,καί,conjunction,ai(,ὁ,article,tw=n,ὁ,article,sarkw=n,σάρξ,adjective,minuqh/sies,μινύθησις,noun,kata\,κατά,preposition,lo/gon,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhrou=,μηρός,noun,de\,δέ,particle,kata/tasis,κατάτασις,noun,me\n,μέν,particle,i)sxurh/,ἰσχυρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(,ὁ,article,dio/rqwsis,διόρθωσις,noun,koinh\,κοινός,adjective,h)\,ἠέ,conjunction,xersi\n,χείρ,noun,h)\,ἠέ,conjunction,sani/di,σανίς,noun,h)\,ἠέ,conjunction,moxlw=|,μοχλός,noun,ta\,ὁ,article,me\n,μέν,particle,e)/sw,ἔσω,adjective,stroggu/lw|,στρογγύλος,adjective,ta\,de\,δέ,particle,e)/cw,ἔξω,adverb,platei=,πλατύς,adjective,ma/lista,μάλιστα,adverb,de\,δέ,particle,ta\,ὁ,article,e)/cw,ἔξω,adverb,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,me\n,μέν,particle,e)/sw,ἔσω,adjective,a)skoi=sin,ἀσκός,noun,a)kesa/menon,ἀκέομαι,verb,e)s,εἰς,preposition,to\,ὁ,article,u(po/chron,ὑπόξηρος,adjective,tou=,ὁ,article,mhrou=,μηρός,noun,katata/sios,κατάτασις,noun,de\,δέ,particle,kai\,καί,conjunction,cunde/sios,skele/wn,σκέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύνδεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krema/sai,κρεμάννυμι,verb,dialei/ponta,διαλείπω,verb,smikro\n,μικρός,adjective,tou\s,ὁ,article,po/das,πούς,noun,e)/peita,ἔπειτα,adverb,ple/canta,πλέκω,verb,e)kkremasqh=nai/,ἐκκρεμάννυμι,verb,tina,τις,pronoun,e)n,ἐν,preposition,th=,τῆ,verb,diorqw/sei,διόρθωσις,noun,a)mfo/tera,ἀμφότερος,adjective,a(/ma,ἅμα,adverb,poieu=nta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=|,ὁ,article,e)/mprosqen,ἔμπροσθεν,adverb,tou=to,οὗτος,pronoun,i(kano\n,ἱκανός,adjective,kai\,καί,conjunction,toi=sin,τίς,pronoun,e(te/roisin,ἕτερος,adjective,h(/kista,ἥκιστος,adjective,de\,δέ,particle,tw=|,ὁ,article,e)/cw,ἔξω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,tou=,ὁ,article,cu/lou,ξύλον,adjective,u(po/stasis,ὑπόστασις,noun,w(/sper,ὥσπερ,adverb,w)/mw|,ὦμος,noun,u(po\,ὑπό,preposition,th\n,ὁ,article,xei=ra,χείρ,noun,oi(=s,ὅς,pronoun,e)/sw,ἔσω,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=si,τίς,pronoun,ga\r,γάρ,particle,a)/lloisin,ἄλλος,adjective,h(=sson,ἥσσων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*katanagka/seis,κατανάγκασις,noun,de\,δέ,particle,meta\,μετά,preposition,diata/sios,διάτασις,noun,ma/lista,μάλιστα,adverb,tw=n,ὁ,article,e)/mprosqen,ἔμπροσθεν,adverb,h)\,ἠέ,conjunction,o)/pisqen,ὄπισθεν,adverb,h)\,ἠέ,conjunction,podi\,ποδίς,noun,h)\,ἠέ,conjunction,xeiri\,χείρ,noun,e)fi/zesqai,ἐφίζω,verb,h)\,sani/di,σανίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
go/nu,γόνυ,noun,de\,δέ,particle,eu)hqe/steron,εὐήθης,adjective,a)gkw=nos,ἀγκών,noun,dia\,διά,preposition,th\n,ὁ,article,eu)stali/hn,εὐσταλίη,noun,kai\,καί,conjunction,eu)fui/+hn,εὐφυία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,kai\,καί,conjunction,e)kpi/ptei,ἐκπίτνω,verb,kai\,καί,conjunction,e)mpi/ptei,ἐμπίτνω,verb,*ra=|on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kpi/ptei,ἐκπίτνω,verb,de\,δέ,particle,pleista/kis,πλειστάκις,adverb,e)sw,,,a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,e)/cw,ἔξω,adverb,kai\,καί,conjunction,o)/pisqen,ὄπισθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
