word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS
e)pi\,ἐπί,preposition,pa=si,πᾶς,adjective,de\,δέ,particle,fle/gma,φλέγμα,noun,a)/gein,ἄγω,verb,xrh\,χρή,verb,prokenw/san,,,ta,th\n,ὁ,article,,,gaste/ra,γαστήρ,noun,h)\,ἠέ,conjunction,katapo/tw|,κατάποτον,noun,u(phla/tw|,ὑπήλατος,adjective,h)\,ἠέ,conjunction,klusmw=|,κλυσμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llote,ἄλλοτε,adverb,me\n,μέν,particle,e)k,ἐκ,preposition,*rinw=n,,,ptarmikoi=si,πταρμικός,adjective,a)/llote,ἄλλοτε,adverb,de\,δέ,particle,dia\,sto/matos,στόμα,noun,διά,preposition,toi=si,τίς,pronoun,a)/gousi,ἄγω,verb,fle/gma,φλέγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/dh,εἶδος,noun,de\,δέ,particle,ptarmikw=n,πταρμική,noun,me\n,μέν,particle,pe/peri,πέπερι,noun,strouqi/ou,στρουθίας,noun,h(,ὁ,article,*ri/za,ka/storos,κάστωρ,noun,,,o)/rxis,ὄρχις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/de,ὅδε,pronoun,kai\,καί,conjunction,cunh=,σύνειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,lepta\,λεπτόν,noun,de\,δέ,particle,ko/yanta,κόπτω,verb,kai\,καί,conjunction,sh/santa,σέω,verb,kala/mw|,κάλαμος,noun,e)mfush=n,h)\,ἠέ,conjunction,ἐμφύω,verb,kaulw=|,καυλός,noun,pterou=xhno\s,,,paxe/i+,παχύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gwgo/teron,ἀγωγός,adjective,de\,δέ,particle,tw=nde,ὅδε,pronoun,kai\,καί,conjunction,biaio/teron,βίαιος,adjective,eu)fo/rbion,εὐφόρβιον,noun,cu/n,σύν,preposition,tini,tw=nde,ὅδε,pronoun,τις,pronoun,mixqe/n,μίγνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,e)lai/oisi,ἐλαύνω,verb,de\,δέ,particle,mi/sgetai,μίγνυμι,verb,gleuki/nw|,γλεύκινος,adjective,sikuwni/w|,,,h)\,tw=|,ὁ,article,ἠέ,conjunction,a)po\,ἀπό,preposition,stu/rakos,στύραξ,noun,mu/rw|,μῦρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(gro\n,ὑγρός,adjective,de\,δέ,particle,gi/gnetai,γίγνομαι,verb,ka/rta,κάρτα,adverb,w(s,ὡς,conjunction,e)/kxuton,ἔκχυτος,adjective,e)gxei=tai,ἐγχέω,verb,de\,dia\,διά,preposition,δέ,particle,tou=,ὁ,article,*rino/s,,,au)lou=,αὐλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di/dumoi,δίδυμος,adjective,de\,δέ,particle,oi(/de,ὅδε,pronoun,cumfue/es,συμφυής,adverb,a)po\,ἀπό,preposition,mih=s,εἷς,adjective,e)kroh=s,ἐκροή,noun,w(s,e)sa/pac,εἰσάπαξ,adverb,ὡς,conjunction,a)mfote/roisi,ἀμφότερος,adjective,e)gxe/ein,ἐγχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)nasxeto\n,ἀνασχετός,adverb,h(,ὁ,article,dia/stasis,διάστασις,noun,e(kate/rou,ἑκάτερος,adjective,mukth=ros,μυκτήρ,noun,i)di/h|,kai\,καί,conjunction,ἴδιος,adjective,i)di/h|,ἴδιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi/mpratai,πίμπρημι,verb,ga\r,γάρ,particle,h(,ὁ,article,kefalh\,κεφαλή,noun,au)ti/ka,αὐτίκα,adverb,kai\,καί,conjunction,drimu\,δριμύς,adjective,a)/lgos,ai(re/ei,αἱρέω,verb,ἄλγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,dia\,διά,preposition,tou=,ὁ,article,sto/matos,στόμα,noun,a)/gonta,ἄγω,verb,fle/gma,φλέγμα,noun,si/nhpi,ko/kkos,κόκκος,noun,,,o(,ὁ,article,th=s,ὁ,article,kni/dhs,κνίδη,adjective,pe/peri,πέπερι,noun,stafi\s,σταφίς,noun,a)gri/h,ἀγρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/de,ὅδε,pronoun,cu\n,σύν,preposition,a)llh/loisi,ἀλλήλων,pronoun,kai\,καί,conjunction,i)di/h|,ἴδιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,kai\,καί,conjunction,tw=|,ὁ,article,mash/sasqai,μασάομαι,verb,me\n,μέν,particle,au)ta\,αὐτός,pronoun,kai\,to\,ὁ,article,καί,conjunction,ptu/ein,πτύω,verb,cunexe/s,συνεχής,adverb,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,u(/dati,ὕδωρ,noun,h)\,ἠέ,conjunction,melikrh/tw|,μελίκρητον,noun,mi/canta,μίγνυμι,verb,dido/nai,δίδωμι,verb,klu/zein,κλύζω,verb,te,to\,ὁ,article,τε,particle,sto/ma,στόμα,noun,kai\,καί,conjunction,e)s,εἰς,preposition,ta\,ὁ,article,pari/sqmia,παρίσθμιον,noun,parw/santa,παρόω,verb,a)nata/si,tou=,ὁ,article,au)xe/nos,αὐχήν,noun,tw=|,ὁ,article,th=s,ὁ,article,,,e)kpnoh=s,ἐκπνοή,noun,pneu/mati,πνεῦμα,noun,klu/zein,κλύζω,verb,e)ph\n,ἐπήν,conjunction,de\,δέ,particle,e)s,εἰς,preposition,o(/son,ὅσος,adjective,qe/lh|s,ἐθέλω,verb,to\,ὁ,article,fle/gma,φλέγμα,noun,a)ga/gh|s,ἄγω,verb,lou/ein,λούω,verb,kai\,καί,conjunction,kataionei=n,καταιονάω,verb,th\n,ὁ,article,kefalh\n,κεφαλή,noun,ka/rta,κάρτα,adverb,pollw=|,πολύς,adjective,qermw=|,θερμός,adjective,u(/dati,ὕδωρ,noun,e)s,εἰς,preposition,diapnoh/n,διαπνοή,noun,,,,,,,,,,,,,,,,,,,,,
i)sxurai\,ἰσχυρός,adjective,ga\r,γάρ,particle,gi/gnontai,γίγνομαι,verb,sfhnw/sies,σφήνωσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=pnon,δεῖπνον,noun,eu)tele/s,εὐτελής,adverb,e)/stw,εἰμί,verb,de\,δέ,particle,kai\,καί,conjunction,oi)=nos,οἶνος,noun,e)s,εἰς,preposition,a)na/klhsin,tou=,ὁ,article,ἀνάκλησις,noun,stoma/xou,στόμαχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/la,μάλα,adverb,ga/r,γάρ,particle,toi,σύ,pronoun,kai\,καί,conjunction,o(/de,ὅδε,pronoun,pone/ei,πονέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ph\n,ἐπήν,conjunction,de\,δέ,particle,meshgu\,μεσηγύ,adverb,th\n,ὁ,article,du/namin,δύναμις,adjective,e(dra/sh|s,ἑδράζω,verb,klusmw=|,κλυσμός,noun,xre/w,tw=|,ὁ,article,χράω,verb,cunh/qei+,σύνηθέω,verb,li/trou,λίτρον,noun,pollo\n,πολύς,adjective,e)mpa/sswn,ἐμπάσσω,verb,h)\,ἠέ,conjunction,*rhti/nhs,,,th=s,a)po\,ἀπό,preposition,th=s,ὁ,article,termi/nqou,τέρμινθος,noun,tou=,ὁ,article,ὁ,article,de/ndreos,δένδρον,adjective,e)nth/kwn,ἐντήκω,verb,o(lkh=s,ὁλκή,noun,draxma\s,δραχμή,noun,du/o,δύο,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,de\,δέ,particle,th\n,ὁ,article,e)piou=san,ἔπειμι,verb,h(me/rhn,ἡμέρα,noun,ai(=ma,αἷμα,noun,th=s,ὁ,article,*rino\s,e)/ndon,ἔνδον,adverb,,,a)faire/ein,ἀφαιρέω,verb,w(s,ὡς,conjunction,ei)/sw,εἴσω,adverb,parwqei=s,παρωθέω,verb,qai,,,to\,ὁ,article,o)/rganon,kateia/dion,,,eu)/mhkes,,,h)\,ἠέ,conjunction,to\,ὁ,article,ὄργανον,noun,kaleo/menon,καλέω,verb,toru/nhn,τορύνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ei)/,εἰ,conjunction,tis,τις,pronoun,e)lleipw=s,,,pro\s,πρός,preposition,ta/de,ὅδε,pronoun,e)/xei,ἔχω,verb,xhno\s,xrh\,χρή,verb,χήν,noun,pterou=,πτερόω,verb,tou=,ὁ,article,kaulou=,καυλός,noun,tou=,ὁ,article,paxe/os,παχύς,adjective,a)poglu/yanta,ἀπογλύφω,verb,ta/mnein,ta\,ὁ,article,neu=ra,νεῦρον,noun,e)s,εἰς,preposition,o)do/ntas,ὀδούς,noun,τέμνω,verb,o(/kws,ὅπως,conjunction,pristh=ra,πριστήρ,noun,kai\,καί,conjunction,to/de,ὅδε,pronoun,e)s,εἰς,preposition,*ri=na,,,katie/nai,κάτειμι,verb,me/sfi,,,tw=n,ὁ,article,h)qmoeidw=n,ἠθμοειδής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,a)mfote/raisi,ἀμφότερος,adjective,xersi\,χείρ,noun,kine/ein,κινέω,verb,w(s,ὡς,conjunction,cugxara/ssoito,συγχαράσσω,verb,u(po\,ὑπό,preposition,tw=n,o)do/ntwn,ὀδούς,noun,ὁ,article,o(,ὁ,article,xw=ros,χῶρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*rhi+di/h,,,de\,δέ,particle,kai\,καί,conjunction,pollh\,πολύς,adjective,tou=,ὁ,article,ai(/matos,αἷμα,noun,h(,ὁ,article,forh/,,,,φορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fle/bes,φλέψ,noun,ga\r,γάρ,particle,i)sxnai\,ἰσχνός,adjective,th=|de,ὅδε,pronoun,krai/nousi,κραίνω,verb,kai\,καί,conjunction,ta\,ὁ,article,sw/mata,malaka\,μαλακός,adjective,σῶμα,adjective,kai\,καί,conjunction,eu)/tmhta,εὔτμητος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/asi,εἰμί,verb,de\,δέ,particle,kai\,καί,conjunction,toi=si,ὁ,article,dhmo/th|si,δημότης,noun,polloi\,πολύς,adjective,th=s,ὁ,article,e)gxara/cios,oi(,ὁ,article,ἐγχάραξις,noun,tro/poi,τρόπος,noun,kai\,καί,conjunction,bota/nh|si,βοτάνη,adjective,trhxei/h|si,τραχύς,adjective,kai\,καί,conjunction,fu/lloisi,φύλλον,noun,da/fnhs,chroi=si,ξηρός,adjective,e)nqe/ntes,ἐντίθημι,verb,ta/de,ὅδε,pronoun,toi=si,ὁ,article,δάφνη,noun,daktu/loisi,δάκτυλος,noun,kine/ein,κινέω,verb,eu)to/nws,εὔτονος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kenw/san,,,ta,,,de\,δέ,particle,o(ko/son,ὁπόσος,adjective,xrh/e)/stw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de\,δέ,particle,plh=qos,πλῆθος,noun,e)s,εἰς,preposition,kotu/lhs,κοτύλη,noun,to\,ὁ,article,h(/misu',ἥμισυς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/ssein,μάσσω,verb,spo/ggoisi,σπόγγος,noun,kai\,καί,conjunction,o)cukrh/tw|,,,h)\,ἠέ,conjunction,chro/n,ξηρός,adjective,ti,τις,pronoun,i)/sxaimon,e)mfush=n,ἐμφύω,verb,ἴσχαιμος,adjective,khki=da,κηκίς,adjective,h)\,ἠέ,conjunction,sxisth\n,σχιστός,adjective,stupthri/hn,στυπτηρία,noun,h)\,ἠέ,conjunction,balau/stion,βαλαύστιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)pi\,ἐπί,preposition,toute/oisi,,,h(,ὁ,article,kefalalgi/h,κεφαλαλγία,noun,mi/mnh|,μίμνω,verb,kh)/n,pote,ποτέ,particle,ἐν,preposition,a)popau/htai,ἀποπαύω,verb,au)to\,αὐτός,pronoun,xrh\,χρή,verb,e)s,εἰς,preposition,te/los,τέλος,noun,h(/kein,ἥκω,verb,th=s,i)htrei/hs,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filupo/strofon,φιλυπόστροφος,adjective,ga\r,γάρ,particle,kako\n,κακός,adjective,kai\,καί,conjunction,e)n,ἐν,preposition,e(/drh|i(=zon,,,ta\,ὁ,article,polla\,fwleu/ei,φωλεύω,verb,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh\,χρή,verb,w)=n,οὖν,particle,a)faire/onta,ἀφαιρέω,verb,ta\s,ὁ,article,ko/mas,κόμη,noun,curw=|kai\,,,ga\r,γάρ,particle,to/de,kefalh=|,κεφαλή,noun,ὅδε,pronoun,o)nhi+sto\n',,,kai/ein,καίω,verb,puri/h|si,πυρία,noun,kauth/rwn,καυτήρ,noun,e)pipolh=s,ἐπιπολή,noun,me\n,μέν,particle,e)s,mu/as,μῦς,noun,,,,,,,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,me/sfi,,,o)ste/ou,ὀστέον,noun,e)qe/lh|s,ἐθέλω,verb,a)pa/neuqen,ἀπάνω,verb,kai\,καί,conjunction,tw=n,muw=n,μῦς,noun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mu/es,μῦς,noun,ga\r,γάρ,particle,kauqe/ntes,καίω,verb,e)/asi,εἰμί,verb,spasmw=n,σπασμός,noun,proklh/sies,πρόκλησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kh)\n,ἐν,preposition,me\n,μέν,particle,e)pipolh=s,ἐπιπολή,noun,kau/sh|s,καίω,verb,oi)=non,οἶνον,noun,eu)w/dh,εὐώδης,adverb,leuko\n,λευκός,adjective,cu\n,*rodi/nw|,,,σύν,preposition,kataionei=n,καταιονάω,verb,a(/lis,ἅλις,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)qo/nhn,ὀθόνη,noun,de\,δέ,particle,xrh\,χρή,verb,te/gcanta,τέγγω,verb,e)pipetannu/nai,ἐπιπετάννυμι,verb,th=|si,ὁ,article,e)sxa/rh|si,ἐσχάρα,noun,me/sfi,h(me/rhs,ἡμέρα,noun,,,tri/ths,τρίτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,baqei=ai,βαθύς,adjective,e)/wsi,εἰμί,verb,ai(,ὁ,article,e)sxa/rai,ἐσχάρα,noun,pra/sou,πράσον,noun,xrh\,ko/mhn,κόμη,noun,χρή,verb,cu\n,σύν,preposition,a(li\tri/yanta,,,h)de\,ἠδέ,conjunction,e)s,εἰς,preposition,o)qo/nhn,ὀθόνη,noun,e)gxri/santa,ἐγχρίω,verb,tiqe/nai,th=|,ὁ,article,de\,δέ,particle,tri/th|,τρίτος,adjective,khrwth\n,κηρωτή,noun,τίθημι,verb,e)k,ἐκ,preposition,*rodi/nou,,,e)pi\,ἐπί,preposition,toi=si,ὁ,article,e)pipolai/oisi,ἐπιπόλαιος,adjective,h)\,ἠέ,conjunction,fa|ko\n,,,cu\n,σύν,preposition,me/liti,μέλι,noun,e)pi\,ἐπί,preposition,th=|si,ὁ,article,buqi/oisi,βύθιος,adjective,e)sxa/rh|si,ἐσχάρα,noun,tiqe/nai,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/sa,ὁπόσος,adjective,de\,δέ,particle,e)pi\,ἐπί,preposition,w)teilh=|,ὠτειλή,noun,fa/rmaka,φάρμακον,noun,a)/llh|,ἄλλος,adjective,ph,πη,particle,gegra/yetai,e)/tamo/n,τέμνω,verb,γράφω,verb,tines,τις,pronoun,u(pe\r,ὑπέρ,preposition,me/twpon,μέτωπον,noun,kata\,κατά,preposition,th\n,ὁ,article,stefa/nhn,στεφάνη,adjective,to\,de/rma,δέρμα,noun,a)/xris,ἄχρι,adverb,o)ste/ou,ὀστέον,noun,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to/de,ὅδε,pronoun,e)pice/santes,ἐπιξέω,verb,h)\,ἠέ,conjunction,e)piko/yantes,ἐπικόπτω,verb,me/sfi,,,diplo/hs,διπλόη,noun,e)s,sa/rkwsin,σάρκωσις,noun,εἰς,preposition,h)/gagon,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,e)se/trwsan,εἰστιτρώσκω,verb,tw=|,ὁ,article,oste/w|,,,me/sfi,,,mh/niggos,eu)/tolma,εὔτολμος,adjective,,,de\,δέ,particle,ta\,ὁ,article,a)/kea,ἄκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,xrh=sqai,χράομαι,verb,kh)\n,ἐν,preposition,e)pi\,ἐπί,preposition,pa=si,πᾶς,adjective,me\n,μέν,particle,h(,ὁ,article,kefalai/,h,,,κεφαλή,noun,e)pimi/mnh|,ἐπιμίμνω,verb,o(,ὁ,article,de\,δέ,particle,nose/wn,νοσέω,verb,eu)/qumos,εὔθυμος,adjective,kai\,καί,conjunction,o(,to/nos,τόνος,noun,tou=,ὁ,article,sw/matos,σῶμα,adjective,a)gaqo/s,ἀγαθός,adjective,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
