word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS
kai\,καί,conjunction,xa/rin,χάρις,noun,a)mfixe/ai,ἀμφιχέω,verb,kefalh=|,κεφαλή,noun,xruse/hn,χρύσεος,adjective,*)afrodi/thn,Ἀφροδίτη,proper,kai\,καί,conjunction,po/qon,πόθος,noun,a)rgale/on,ἀργαλέος,adjective,kai\,καί,conjunction,guiobo/rous,γυιοβόρος,adjective,meledw/nas,μελεδώνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,qe/men,τίθημι,verb,ku/neo/n,κύνεος,adjective,te,τε,particle,no/on,νόος,adjective,kai\,καί,conjunction,e)pi/klopon,ἐπίκλοπος,adjective,h)=qos,ἦθος,adjective,*(ermei/hn,Ἑρμῆς,proper,h)/nwge,ἄνωγα,verb,dia/ktoron,διάκτορος,noun,*)argei+fo/nthn,Ἀργειφόντης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(\s,ὅς,pronoun,e)/faq',φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,d',δέ,particle,e)pi/qonto,πείθω,verb,*dii\,Ζεύς,proper,*kroni/wni,Κρονίων,proper,a)/nakti,ἄναξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ti/ka,αὐτίκα,adverb,d',δέ,particle,e)k,ἐκ,preposition,gai/hs,γαῖα,noun,pla/ssen,πλάσσω,verb,kluto\s,κλυτός,adjective,*)amfiguh/eis,ἀμφιγύεις,adjective,parqe/nw|,παρθένος,noun,ai)doi/h|,αἰδοῖος,adjective,i)/kelon,ἴκελος,adjective,*kroni/dew,Κρονίδης,proper,dia\,διά,preposition,boula/s,βουλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zw=se,ζώννυμι,verb,de\,δέ,particle,kai\,καί,conjunction,ko/smhse,κοσμέω,verb,qea\,θεά,noun,glaukw=pis,γλαυκῶπις,noun,*)aqh/nh,Ἀθήνευς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfi\,ἀμφί,preposition,de/,δέ,particle,oi(,ὁ,article,*xa/rite/s,Χάρις,proper,te,τε,particle,qeai\,θεά,noun,kai\,καί,conjunction,po/tnia,πότνια,noun,*peiqw\,Πειθώ,proper,o(/rmous,ὅρμος,noun,xrusei/ous,χρύσεος,adjective,e)/qesan,,,xroi/+,χρώς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfi\,ἀμφί,preposition,de\,δέ,particle,th/n,ὁ,article,ge,γε,particle,*(=wrai,Ὥρα,proper,kalli/komoi,καλλίκομος,noun,ste/fon,στέφω,verb,a)/nqesin,ἄνθος,adjective,ei)arinoi=sin,ἐαρινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,d',δέ,particle,a)/ra,ἄρα,particle,oi(,ἕ,pronoun,sth/qessi,στῆθος,noun,dia/ktoros,διάκτορος,noun,*)argei+fo/nths,Ἀργειφόντης,proper,yeu/dea/,ψεῦδις,noun,q',τε,particle,ai(muli/ous,αἱμύλιος,adjective,te,τε,particle,lo/gous,λόγος,noun,kai\,καί,conjunction,e)pi/klopon,ἐπίκλοπος,adjective,h)=qos,ἦθος,adjective,qh=ke,τίθημι,verb,qew=n,θέα,noun,kh=ruc,κῆρυξ,noun,o)no/mhne,ὀνομαίνω,verb,de\,δέ,particle,th/nde,ὅδε,pronoun,gunai=ka,γυνή,noun,*pandw/rhn,Πανδώρη,proper,o(/ti,ὅστις,pronoun,pa/ntes,πᾶς,adjective,*)olu/mpia,Ὀλύμπια,proper,dw/mat',δῶμα,noun,e)/xontes,ἔχω,verb,dw=ron,δῶρον,noun,e)dw/rhsan,δωρέω,verb,ph=m',πῆμα,adjective,a)ndra/sin,ἀνήρ,noun,a)lfhsth=|sin,ἀλφηστής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,e)pei\,ἐπεί,conjunction,do/lon,δόλος,noun,ai)pu\n,αἰπύς,adjective,a)mh/xanon,ἀμήχανος,adjective,e)cete/lessen,ἐκτελέω,verb,ei)s,εἰς,preposition,*)epimhqe/a,Ἐπιμηθεύς,proper,pe/mpe,πέμπω,verb,path\r,πατήρ,noun,kluto\n,κλυτός,adjective,*)argei+fo/nthn,Ἀργειφόντης,proper,dw=ron,δῶρον,noun,a)/gonta,ἄγω,verb,qew=n,θέα,noun,taxu\n,ταχύς,adjective,a)/ggelon,ἄγγελος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,*)epimhqeu\s,Ἐπιμηθεύς,proper,e)fra/saq',φράζω,verb,w(/s,ὡς,conjunction,oi(,ἕ,pronoun,e)/eipe,εἶπον,verb,*promhqeu\s,Προμηθεύς,proper,mh/,μή,conjunction,pote,ποτέ,particle,dw=ron,δῶρον,noun,de/casqai,δέχομαι,verb,pa\r,παρά,preposition,*zhno\s,Ζεύς,proper,*)olumpi/ou,Ὀλύμπιος,proper,a)ll',ἀλλά,adverb,a)pope/mpein,ἀποπέμπω,verb,e)copi/sw,ἐξοπίσω,adverb,mh/,μή,conjunction,pou/,πού,adverb,ti,τις,pronoun,kako\n,κακός,adjective,qnhtoi=si,θνητός,adjective,ge/nhtai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,o(\,ὅς,pronoun,deca/menos,δέχομαι,verb,o(/te,ὅτε,conjunction,dh\,δή,particle,kako\n,κακός,adjective,ei)=x',ἔοικα,verb,e)no/hsen,νοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*pri\n,πρίν,adverb,me\n,μέν,particle,ga\r,γάρ,particle,zw/eskon,ζώω,verb,e)pi\,ἐπί,preposition,xqoni\,χθών,noun,fu=l',φῦλον,noun,a)nqrw/pwn,ἄνθρωπος,noun,no/sfin,νόσφι,preposition,a)/ter,ἄτερ,preposition,te,τε,particle,kakw=n,κακός,adjective,kai\,καί,conjunction,a)/ter,ἄτερ,preposition,xalepoi=o,χαλεπός,adjective,po/noio,πόνος,noun,nou/swn,νόσος,noun,t',τε,particle,a)rgale/wn,ἀργαλέος,adjective,ai(/,ὅς,pronoun,t',τε,particle,a)ndra/si,ἀνήρ,noun,*kh=ras,Κήρ,proper,e)/dwkan,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,gunh\,γυνή,noun,xei/ressi,χείρ,noun,pi/qou,πίθος,adjective,me/ga,μέγας,adverb,pw=m',πῶμα,noun,a)felou=sa,ἀφαιρέω,verb,e)ske/das',σκεδάννυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nqrw/poisi,ἄνθρωπος,noun,d',δέ,particle,e)mh/sato,μήδομαι,verb,kh/dea,κῆδος,noun,lugra/,λυγρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mou/nh,μόνος,adjective,d',δέ,particle,au)to/qi,αὐτόθι,adverb,*)elpi\s,ἐλπίς,noun,e)n,ἐν,preposition,a)rrh/ktoisi,ἄρρηκτος,adjective,do/moisin,δόμος,noun,e)/ndon,ἔνδον,adverb,e)/mimne,μίμνω,verb,pi/qou,πίθος,adjective,u(po\,ὑπό,preposition,xei/lesin,χεῖλος,noun,ou)de\,οὐδέ,particle,qu/raze,θύραζε,adverb,e)ce/pth,ἐκπέτομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro/sqen,πρόσθεν,adverb,ga\r,γάρ,particle,e)pe/llabe,ἐπιλαμβάνω,verb,pw=ma,πῶμα,noun,pi/qoio,πείθω,verb,a)/lla,ἄλλος,adjective,de\,δέ,particle,muri/a,μυρίος,adjective,lugra\,λυγρός,adjective,kat',κατά,preposition,a)nqrw/pous,ἄνθρωπος,noun,a)la/lhtai,ἀλάλημαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plei/h,πλέως,adjective,me\n,μέν,particle,ga\r,γάρ,particle,gai=a,γαῖα,noun,kakw=n,κακός,adjective,plei/h,πλέως,adjective,de\,δέ,particle,qa/lassa,θάλασσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nou=soi,νόσος,noun,d',δέ,particle,a)nqrw/poisin,ἄνθρωπος,noun,e)f',ἐπί,preposition,h(me/rh|,ἡμέρα,noun,ai(\,ὅς,pronoun,d',δέ,particle,e)pi\,ἐπί,preposition,nukti\,νύξ,adjective,au)to/matoi,αὐτόματος,adjective,foitw=si,φοιτάω,verb,kaka\,κακός,adjective,qnhtoi=si,θνητός,adjective,fe/rousai,φέρω,verb,sigh=|,σιγή,noun,e)pei\,ἐπεί,conjunction,fwnh\n,φωνή,noun,e)cei/leto,ἐξαιρέω,verb,mhti/eta,μητίετα,adjective,*zeu/s,Ζεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,ou)/ti,οὔτι,adverb,ph,πη,particle,e)/sti,εἰμί,verb,*dio\s,Ζεύς,proper,no/on,νόος,adjective,e)cale/asqai,ἐξαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,e)qe/leis,ἐθέλω,verb,e(/tero/n,ἕτερος,adjective,toi,τοι,particle,e)gw\,ἐγώ,pronoun,lo/gon,λόγος,noun,e)kkorufw/sw,ἐκκορυφόω,verb,eu)=,εὖ,adverb,kai\,καί,conjunction,e)pistame/nws,ἐπισταμένως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,e)ni\,ἐν,preposition,fresi\,φρήν,noun,ba/lleo,βάλλω,verb,sh=|sin,σός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,o(mo/qen,ὁμόθεν,adverb,gega/asi,γίγνομαι,verb,qeoi\,θεός,noun,qnhtoi/,θνητός,adjective,t',τε,particle,a)/nqrwpoi,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xru/seon,χρύσεος,adjective,me\n,μέν,particle,prw/tista,πρώτιστος,adjective,ge/nos,γένος,noun,mero/pwn,μέροψ,noun,a)nqrw/pwn,ἄνθρωπος,noun,a)qa/natoi,ἀθάνατος,adjective,poi/hsan,ποιέω,verb,*)olu/mpia,Ὀλύμπια,proper,dw/mat',δῶμα,noun,e)/xontes,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,me\n,μέν,particle,e)pi\,ἐπί,preposition,*kro/nou,Κρόνος,proper,h)=san,εἰμί,verb,o(/t',ὅτε,conjunction,ou)ranw=|,οὐρανός,noun,e)mbasi/leuen,ἐμβασιλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,qeoi\,θεός,noun,d',δέ,particle,e)/zwon,ζάω,verb,a)khde/a,ἀκηδής,adverb,qumo\n,θυμός,noun,e)/xontes,ἔχω,verb,no/sfin,νόσφι,preposition,a)/ter,ἄτερ,preposition,te,τε,particle,po/nwn,πόνος,noun,kai\,καί,conjunction,o)izu/os,ὀιζύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de/,οὐδέ,particle,ti,τις,pronoun,deilo\n,δειλός,adjective,gh=ras,γῆρας,noun,e)ph=n,ἔπειμι,verb,ai)ei\,ἀεί,adverb,de\,δέ,particle,po/das,πούς,noun,kai\,καί,conjunction,xei=ras,χείρ,noun,o(moi=oi,ὅμοιος,adjective,te/rpont',τέρπω,verb,e)n,ἐν,preposition,qali/h|si,θαλία,noun,kakw=n,κακός,adjective,e)/ktosqen,ἔκτοσθε,adverb,a(pa/ntwn,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qnh=|skon,θνήσκω,verb,d',δέ,particle,w(/sq',ὥστε,conjunction,u(/pnw|,ὕπνον,noun,dedmhme/noi,δαμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)sqla\,ἐσθλός,adjective,de\,δέ,particle,pa/nta,πᾶς,adjective,toi=sin,τίς,pronoun,e)/hn,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karpo\n,καρπός,noun,d',δέ,particle,e)/fere,φέρω,verb,zei/dwros,ζείδωρος,adjective,a)/roura,ἄρουρα,adjective,au)toma/th,αὐτόματος,adjective,pollo/n,πολύς,adjective,te,τε,particle,kai\,καί,conjunction,a)/fqonon,ἄφθονος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,d',δέ,particle,e)qelhmoi\,ἐθελημός,adjective,h(/suxoi,ἥσυχος,adjective,e)/rg',ἔργον,noun,e)ne/monto,νέμω,verb,su\n,σύν,preposition,e)sqloi=sin,ἐσθλός,adjective,pole/essin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)fneioi\,ἀφνειός,adjective,mh/loisi,μῆλον,noun,fi/loi,φίλος,adjective,maka/ressi,μάκαρ,noun,qeoi=sin,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,e)pei\,ἐπεί,conjunction,dh\,δή,particle,tou=to,οὗτος,pronoun,ge/nos,γένος,noun,kata\,κατά,preposition,gai=',γαῖα,noun,e)ka/luye,καλύπτω,verb,toi\,σύ,pronoun,me\n,μέν,particle,dai/mones,δαίμων,adjective,a(gnoi\,ἁγνός,adjective,e)pixqo/nioi,ἐπιχθόνιος,adjective,kale/ontai,καλέω,verb,e)sqloi/,ἐσθλός,adjective,a)leci/kakoi,ἀλεξίκακος,adjective,fu/lakes,φύλαξ,noun,qnhtw=n,θνητός,adjective,a)nqrw/pwn,ἄνθρωπος,noun,ploutodo/tai,πλουτοδότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=to,οὗτος,pronoun,ge/ras,γέρας,adjective,basilh/ion,βασίλειος,adjective,e)/sxon,ἔχω,verb,deu/teron,δεύτερος,adjective,au)=te,αὖτε,adverb,ge/nos,γένος,noun,polu\,πολύς,adjective,xeiro/teron,χειρότερος,adjective,meto/pisqen,μετόπισθε,adverb,a)rgu/reon,ἀργύρεος,adjective,poi/hsan,ποιέω,verb,*)olu/mpia,Ὀλύμπια,proper,dw/mat',δῶμα,noun,e)/xontes,ἔχω,verb,xruse/w|,χρύσεος,adjective,ou)/te,οὔτε,adverb,fuh\n,φυή,noun,e)nali/gkion,ἐναλίζω,verb,ou)/te,οὔτε,adverb,no/hma,νόημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e(kato\n,ἑκατόν,noun,me\n,μέν,particle,pai=s,πᾶς,adjective,e)/tea,ἔτης,noun,para\,παρά,preposition,mhte/ri,μήτηρ,noun,kednh=|,κεδνός,adjective,e)tre/fet',τρέφω,verb,a)ta/llwn,ἀτάλλω,verb,me/ga,μέγας,adverb,nh/pios,νήπιος,adjective,w(=|,ὅς,pronoun,e)ni\,ἐν,preposition,oi)/kw|,οἶκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(/t',ὅστε,pronoun,a)/r',ἄρα,particle,h(bh/sai,ἡβάω,verb,te,τε,particle,kai\,καί,conjunction,h(/bhs,ἥβη,noun,me/tron,μέτρον,noun,i(/koito,ἱκνέομαι,verb,pauri/dion,παυρίδιος,adjective,zw/eskon,ζώω,verb,e)pi\,ἐπί,preposition,xro/non,χρόνος,noun,a)/lge',ἄλγος,noun,e)/xontes,ἔχω,verb,a)fradi/h|s,ἀφραδία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/brin,ὕβρις,noun,ga\r,γάρ,particle,a)ta/sqalon,ἀτάσθαλος,adjective,ou)k,οὐ,adverb,e)du/nanto,δύναμαι,verb,a)llh/lwn,ἀλλήλων,pronoun,a)pe/xein,ἀπέχω,verb,ou)d',οὐδέ,particle,a)qana/tous,ἀθάνατος,adjective,qerapeu/ein,θεραπεύω,verb,h)/qelon,ἐθέλω,verb,ou)d',οὐδέ,particle,e)/rdein,ἔρδω,verb,maka/rwn,μάκαρος,adjective,i(eroi=s,ἱερόν,noun,e)pi\,ἐπί,preposition,bwmoi=s,βωμός,noun,h(\,ὅς,pronoun,qe/mis,θέμις,noun,a)nqrw/pois,ἄνθρωπος,noun,kata\,κατά,preposition,h)/qea,ἦθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,me\n,μέν,particle,e)/peita,ἔπειτα,adverb,*zeu\s,Ζεύς,proper,*kroni/dhs,Κρονίδης,proper,e)/kruye,κρύπτω,verb,xolou/menos,χολάω,verb,ou(/neka,οὕνεκα,conjunction,tima\s,τιμή,noun,ou)k,οὐ,adverb,e)/didon,δίδωμι,verb,maka/ressi,μάκαρ,noun,qeoi=s,θεός,noun,oi(\,ἕ,pronoun,*)/olumpon,Ὄλυμπος,proper,e)/xousin,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,e)pei\,ἐπεί,conjunction,kai\,καί,conjunction,tou=to,οὗτος,pronoun,ge/nos,γένος,noun,kata\,κατά,preposition,gai=',γαῖα,noun,e)ka/luye,καλύπτω,verb,toi\,σύ,pronoun,me\n,μέν,particle,u(poxqo/nioi,ὑποχθόνιος,adjective,ma/kares,μάκαρ,noun,qnhtoi=s,θνητός,adjective,kale/ontai,καλέω,verb,deu/teroi,δεύτερος,adjective,a)ll',ἀλλά,adverb,e)/mphs,ἔμπας,adverb,timh\,τιμή,noun,kai\,καί,conjunction,toi=sin,τίς,pronoun,o)phdei=,ὀπαδέω,verb,*zeu\s,Ζεύς,proper,de\,δέ,particle,path\r,πατήρ,noun,tri/ton,τρίτος,adjective,a)/llo,ἄλλος,adjective,ge/nos,γένος,noun,mero/pwn,μέροψ,noun,a)nqrw/pwn,ἄνθρωπος,noun,xa/lkeion,χάλκειος,adjective,poi/hs',ποιέω,verb,ou)k,οὐ,adverb,a)rgure/w|,ἀργύρεος,adjective,ou)de\n,οὐδείς,pronoun,o(moi=on,ὅμοιος,adjective,e)k,ἐκ,preposition,melia=n,μελία,noun,deino/n,δεινός,adjective,te,τε,particle,kai\,καί,conjunction,o)/brimon,ὄβριμος,adjective,,,,,,,,,,,,,,,
oi(=sin,ὅς,pronoun,*)/arhos,Ἄρης,proper,e)/rg',ἔργον,noun,e)/melen,μέλω,verb,stono/enta,στονόεις,adjective,kai\,καί,conjunction,u(/bries,ὕβρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
