word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/64/lemma/@_entry,word/64/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/78/lemma/@_entry,word/78/lemma/@_POS,word/99/lemma/@_entry,word/99/lemma/@_POS,word/87/lemma/@_entry,word/87/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/122/lemma/@_entry,word/122/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS
a)ganaktou=ntos,de\,δέ,particle,tou=,ὁ,article,*su/lla,συλλάω,verb,kai\,καί,conjunction,lo/gon,λόγος,noun,a)paitou=ntos,e)n,ἐν,preposition,th=|,ὁ,article,sugklh/tw|,σύγκλητος,adjective,proelqw\n,προέρχομαι,verb,o)ligw/rws,ὀλίγωρος,adjective,pa/nu,πάνυ,adverb,kai\,καί,conjunction,katafronhtikw=s,καταφρονητικός,adjective,lo/gon,λόγος,noun,me\n,μέν,particle,ou)k,οὐ,adverb,e)/fh,φημί,verb,dido/nai,δίδωμι,verb,pare/xein,παρέχω,verb,de\,δέ,particle,th\n,ὁ,article,knh/mhn,κνήμη,adjective,w(/sper,ὥσπερ,adverb,ei)w/qeisan,ἔθω,verb,oi(,ὁ,article,pai=des,παῖς,adjective,o(/tan,ὅταν,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,sfairi/zein,σφαιρίζω,verb,a(ma/rtwsin,ἁμαρτάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀγανακτέω,verb,ἀπαιτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,tou/tou,οὗτος,pronoun,*sou/ras,,,parwnoma/sqh,παρονομάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sou/ran,ga\r,γάρ,particle,oi(,ὁ,article,*(rwmai=oi,,,th\n,ὁ,article,knh/mhn,κνήμη,adjective,le/gousi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/lin,de\,δέ,particle,di/khn,δίκη,adjective,e)/xwn,ἔχω,verb,kai\,καί,conjunction,diafqei/ras,διαφθείρω,verb,e)ni/ous,tw=n,ὁ,article,dikastw=n,δικαστής,noun,e)pei\,ἐπεί,conjunction,dusi\,δύο,adjective,mo/nais,μόνος,adjective,a)pe/fuge,ἀποφεύγω,verb,yh/fois,ψῆφος,noun,e)/fh,φημί,verb,parana/lwma,παρανάλωμα,noun,gegone/nai,γίγνομαι,verb,to\,ὁ,article,qate/rw|,ἕτερος,adjective,krith=|,κριτής,noun,doqe/n,δίδωμι,verb,a)rkei=n,ἀρκέω,verb,ga\r,γάρ,particle,ei),εἰ,conjunction,kai\,καί,conjunction,mia=|,εἷς,adjective,yh/fw|,ψῆφος,noun,mo/non,μόνος,adjective,a)pelu/qh,ἀπολύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πάλιν,adverb,ἔνιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=ton,o)/nta,εἰμί,verb,th=|,ὁ,article,fu/sei,φύσις,noun,toiou=ton,τοιοῦτος,adjective,kekinhme/non,κινέω,verb,u(po\,tou=,ὁ,article,*katili/na,,,prosdie/fqeiran,προσδιαφθείρω,verb,e)lpi/si,ἐλπίς,noun,kenai=s,κενός,adjective,yeudoma/nteis,ψευδόμαντις,noun,kai\,καί,conjunction,go/htes,γόης,noun,e)/ph,ἔπος,adjective,peplasme/na,πλάσσω,verb,kai\,καί,conjunction,xrhsmou\s,χρησμός,noun,a)/|dontes,ἀείδω,verb,w(s,ὡς,conjunction,e)k,ἐκ,preposition,tw=n,ὁ,article,*sibullei/wn,Σιβύλλειος,proper,prodhlou=ntas,προδηλόω,verb,ei(marme/nous,μείρομαι,verb,ei)=nai,εἰμί,verb,th=|,ὁ,article,*(rw/mh|,,,*kornhli/ous,Κορνήλιος,proper,trei=s,τρέω,verb,mona/rxous,μόναρχος,noun,w(=n,ὅς,pronoun,du/o,δύο,adjective,me\n,μέν,particle,h)/dh,ἤδη,adverb,peplhrwke/nai,πληρόω,verb,to\,xrew/n,χρεών,noun,*ki/nnan,κίννα,noun,te,τε,particle,kai\,καί,conjunction,*su/llan,συλλάω,verb,tri/tw|,τρίτος,adjective,de\,δέ,particle,loipw=|,λοιπός,adjective,*kornhli/w|,Κορνήλιος,proper,e)kei/nw|,ἐκεῖνος,pronoun,fe/ronta,φέρω,verb,th\n,monarxi/an,μοναρχία,noun,h(/kein,ἥκω,verb,οὗτος,pronoun,ὑπό,preposition,ὁ,article,ὁ,article,to\n,ὁ,article,dai/mona,δαίμων,adjective,kai\,καί,conjunction,dei=n,δέω,verb,pa/ntws,πάντως,adverb,de/xesqai,δέχομαι,verb,kai\,καί,conjunction,mh\,μή,conjunction,diafqei/rein,διαφθείρω,verb,me/llonta,μέλλω,verb,tou\s,ὁ,article,kairou\s,καιρός,noun,w(/sper,*katili/nas,,,,,,,,,,,,,,,ὥσπερ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,ou)=n,οὖν,particle,e)peno/ei,ἐπινοέω,verb,mikro\n,μικρός,adjective,o(,ὁ,article,*le/ntlos,,,h)\,a)/shmon,ἄσημος,adjective,a)ll',ἀλλά,adverb,e)de/dokto,δοκέω,verb,th/n,ὁ,article,boulh\n,βουλή,noun,a(/pasan,ἅπας,adjective,a)nairei=n,ἀναιρέω,verb,tw=n,ὁ,article,t',τε,particle,a)/llwn,ἄλλος,adjective,politw=n,πολίτης,noun,o(/sous,ὅσος,adjective,du/naito,δύναμαι,verb,th/n,ὁ,article,po/lin,πόλις,adjective,d',δέ,particle,au)th\n,αὐτός,pronoun,katapimpra/nai,καταπίμπρημι,verb,fei/desqai,φείδομαι,verb,te,τε,particle,mhdeno\s,μηδείς,pronoun,h)\,ἠέ,conjunction,tw=n,ὁ,article,*pomphi/+ou,Πομπήιος,proper,te/knwn,τέκνον,noun,tau=ta,οὗτος,pronoun,d',δέ,particle,e)carpasame/nous,ἐξαρπάζω,verb,e)/xein,ἔχω,verb,u(f',ὑπό,preposition,au(toi=s,kai\,καί,conjunction,fula/ttein,φυλάσσω,verb,o(/mhra,ὅμηρος,noun,tw=n,ὁ,article,pro\s,πρός,preposition,*pomph/i+on,Πομπήιος,proper,dialu/sewn,διάλυσις,noun,,,,,,,,,,,,,,,,,,,,οὐδείς,pronoun,ἠέ,conjunction,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ga\r,γάρ,particle,e)foi/ta,φοιτάω,verb,polu\s,πολύς,adjective,lo/gos,λόγος,noun,kai\,καί,conjunction,be/baios,u(pe\r,ὑπέρ,preposition,au)tou=,αὐτός,pronoun,katio/ntos,κάτειμι,verb,a)po\,ἀπό,preposition,th=s,ὁ,article,mega/lhs,μέγας,adverb,stratei/as,στρατεία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἤδη,adverb,βέβαιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,nu\c,νύξ,adjective,me\n,μέν,particle,w(/risto,ὁρίζω,verb,pro\s,πρός,preposition,th/n,ὁ,article,e)pi/qesin,mi/a,εἷς,adjective,tw=n,ὁ,article,*kronia/dwn,Κρονιάς,proper,ci/fh,ξίφος,noun,de\,δέ,particle,kai\,καί,conjunction,stuppei=a,στυππεῖον,noun,kai\,καί,conjunction,qei=on,θεῖος,adjective,ei)s,εἰς,preposition,th/n,ὁ,article,*keqh/gou,,,fe/rontes,φέρω,verb,oi)ki/an,οἰκία,noun,a)pe/kruyan,ἀποκρύπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ἐπίθεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/ndras,de\,δέ,particle,ta/cantes,τάσσω,verb,e(kato\n,ἑκατόν,noun,kai\,καί,conjunction,me/rh,μέρα,noun,tosau=ta,th=s,ὁ,article,*(rw/mhs,,,e(/kaston,ἕκαστος,adjective,e)f',ἐπί,preposition,e(ka/stw|,ἕκαστος,adjective,dieklh/rwsan,διακληρόω,verb,w(s,ὡς,conjunction,di',διά,preposition,o)li/gou,ὀλίγος,adjective,pollw=n,πολύς,adjective,a(ya/ntwn,ἅπτω,verb,fle/goito,φλέγω,verb,pantaxo/qen,πανταχόθεν,adverb,h(,ὁ,article,po/lis,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀνήρ,noun,τοσοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/lloi,de\,δέ,particle,tou\s,ὁ,article,o)xetou\s,ὀχετός,noun,e)/mellon,μέλλω,verb,e)mfra/cantes,ἐμφράσσω,verb,a)posfa/ttein,tou\s,ὁ,article,u(dreuome/nous,ὑδρεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄλλος,adjective,ἀποσφάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prattome/nwn,de\,δέ,particle,tou/twn,οὗτος,pronoun,e)/tuxon,τυγχάνω,verb,e)pidhmou=ntes,ἐπιδημέω,verb,*)allobri/gwn,,,du/o,pre/sbeis,πρέσβις,noun,e)/qnous,ἔθνος,adjective,ma/lista,μάλιστα,adverb,dh\,δή,particle,to/te,τότε,adverb,ponhra\,πονηρός,adjective,pra/ttontos,πράσσω,verb,kai\,καί,conjunction,barunome/nou,βαρύνω,verb,th/n,ὁ,article,h(gemoni/an,ἡγεμονία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πράσσω,verb,δύο,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tous,oi(,ἕ,pronoun,peri\,περί,preposition,*le/ntlon,,,w)feli/mous,ὠφέλιμος,adjective,h(gou/menoi,ἡγέομαι,verb,pro\s,to\,ὁ,article,kinh=sai,κινέω,verb,kai\,καί,conjunction,metabalei=n,μεταβάλλω,verb,th/n,ὁ,article,*galati/an,Γαλατίη,proper,e)poih/santo,ποιέω,verb,sunwmo/tas,συνωμότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,gra/mmata,γράμμα,noun,me\n,μέν,particle,au)toi=s,αὐτός,pronoun,pro\s,πρός,preposition,th/n,ὁ,article,e)kei=,boulh/n,βουλή,noun,gra/mmata,γράμμα,noun,de\,δέ,particle,pro\s,πρός,preposition,*katili/nan,,,e)/dosan,δίδωμι,verb,th=|,ὁ,article,me\n,μέν,particle,u(pisxnou/menoi,ὑποσχέθω,verb,th/n,ὁ,article,e)leuqeri/an,ἐλευθερία,noun,to\n,ὁ,article,de\,δέ,particle,*katili/nan,,,parakalou=ntes,παρακαλέω,verb,e)leuqerw/santa,ἐλευθερόω,verb,tou\s,ὁ,article,dou/lous,δοῦλος,noun,e)pi\,ἐπί,preposition,th/n,ὁ,article,*(rw/mhn,,,e)lau/nein,ἐλαύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ἐκεῖ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
